method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic,seed,method_family,runtime_sec,baseline_note,best_M_on_test_grid,diagnostic_only
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,498.0,332.0,166.0,332.0,332.0,332.0,166.0,0.0,0.1721720845735255,0.1721720845735255,0.002004008016032,0.003003003003003,0.003003003003003,29.47987841501076,21.09174389599088,20.0,True,21.09174389599088,15.587165074904531,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1090.0,,,75.0,20.0,-11.505492666438542,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,75,True
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.05,final_score_proxy,498.0,319.0,179.0,319.0,319.0,319.0,179.0,0.0,0.1733606712818504,0.1733606712818504,0.002004008016032,0.003125,0.003125,29.465010746333103,20.408264599127435,20.0,True,20.408264599127435,15.087014908980647,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,71.0,1019.0,,,75.0,20.0,-11.770018050828236,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,75,True
post_filter_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,75,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.000238925917074,block_evalue_post_filter,75,True
tracklet_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,75,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.0002716040471568,tracklet_level_e_self_consistency,75,True
tracklet_p_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,250,,,250,238,12,,,,,,,,,0.048,0.0,,0.968,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001572960754856,tracklet_level_p_bh,250,True
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,498.0,332.0,166.0,332.0,332.0,332.0,166.0,0.0,0.5,0.1721720845735255,0.002004008016032,0.003003003003003,0.003003003003003,11.169153951844516,9.12414379544733,20.0,True,9.12414379544733,7.462538406134164,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1090.0,,,75.0,20.0,-14.73217312357363,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,1,certified_or_core_baseline,,,75,True
confidence_threshold,,,0.05,,,,,,,,,,,,,,,,,,,,,250,,,250,241,9,,,,,,,,,0.036,0.5,,0.996,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001504030078649,score_threshold_from_calibration_null_quantile,250,True
greedy_score_no_risk,,,0.05,,,,,,,,,,,,,,,,,,,,,250,,,250,241,9,,,,,,,,,0.036,0.5,,0.996,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001142309047281,top_m_by_score_no_risk_control,250,True
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,498.0,336.0,162.0,336.0,336.0,336.0,162.0,0.0,0.1718188575604124,0.1718188575604124,0.002004008016032,0.0029673590504451,0.0029673590504451,29.48402829688038,21.301306726787537,20.0,True,21.301306726787537,11.763809069349444,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1286.0,,,69.0,21.73913043478261,-13.163552064715647,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,2,certified_or_core_baseline,,,75,True
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.05,final_score_proxy,498.0,325.0,173.0,325.0,325.0,325.0,173.0,0.0,0.1728041701966084,0.1728041701966084,0.002004008016032,0.0030674846625766,0.0030674846625766,29.472144552343703,20.72417910987153,20.0,True,20.72417910987153,11.45213422478766,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,78.0,1208.0,,,69.0,21.73913043478261,-13.386858517230095,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,2,certified_or_core_baseline,,,75,True
post_filter_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,75,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,2,diagnostic_baseline,0.0002394589828327,block_evalue_post_filter,75,True
tracklet_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,75,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,2,diagnostic_baseline,0.0002716429298743,tracklet_level_e_self_consistency,75,True
tracklet_p_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,250,,,250,241,9,,,,,,,,,0.036,0.5,,0.996,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001458231126889,tracklet_level_p_bh,250,True
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,498.0,336.0,162.0,336.0,336.0,336.0,162.0,0.0,0.5,0.1718188575604124,0.002004008016032,0.0029673590504451,0.0029673590504451,11.169153951844516,9.17877987534291,20.0,True,9.17877987534291,6.300210670859565,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1286.0,,,75.0,20.0,-15.410610062328544,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,2,certified_or_core_baseline,,,75,True
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,250,,,250,236,14,,,,,,,,,0.056,0.0,,0.956,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001490850700065,score_threshold_from_calibration_null_quantile,250,True
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,250,,,250,236,14,,,,,,,,,0.056,0.0,,0.956,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001221350394189,top_m_by_score_no_risk_control,250,True
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,498.0,346.0,152.0,346.0,346.0,346.0,152.0,0.0,0.1709599035136983,0.1709599035136983,0.002004008016032,0.0028818443804034,0.0028818443804034,29.493601004141784,21.82374391726804,10.0,True,21.82374391726804,18.464486362252853,150,150.0,0.0,126,116,10,9.0,0.0,1.0,0.0,9.0,9.0,0.0,1.0,0.0793650793650793,0.0,0.0,0.0079365079365079,0.84,0.0,1216.0,11.904761904761903,0.3799031636804688,106.0,14.150943396226412,7.672800521041623,12.284665068442372,20.30960441745444,21.82374391726804,,,0,certified_or_core_baseline,,,150,True
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,498.0,333.0,165.0,333.0,333.0,333.0,165.0,0.0,0.1720832451335447,0.1720832451335447,0.002004008016032,0.0029940119760479,0.0029940119760479,29.48093378850489,21.14416661026871,10.0,True,21.14416661026871,17.892430596632725,150,150.0,0.0,126,116,10,9.0,0.0,1.0,0.0,9.0,9.0,0.0,1.0,0.0793650793650793,0.0,0.0,0.0079365079365079,0.84,55.0,1161.0,11.904761904761903,0.006637713462112,106.0,14.150943396226412,6.993223214042295,11.911399618224015,19.678648040102885,21.14416661026871,,,0,certified_or_core_baseline,,,150,True
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,126,116,10,,,,,,,,,0.0793650793650793,0.0,,0.9285714285714286,0.84,,,11.904761904761903,0.006637713462112,,,,,,,,,0,diagnostic_baseline,0.0003566610394045,block_evalue_post_filter,150,True
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,126,116,10,,,,,,,,,0.0793650793650793,0.0,,0.9285714285714286,0.84,,,11.904761904761903,0.1472088884320452,,,,,,,,,0,diagnostic_baseline,0.0003634939203038,tracklet_level_e_self_consistency,150,True
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,250,,,250,236,14,,,,,,,,,0.056,0.0,,0.956,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001484490931034,tracklet_level_p_bh,250,True
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,498.0,346.0,152.0,346.0,346.0,346.0,152.0,0.0,0.5,0.1709599035136983,0.002004008016032,0.0028818443804034,0.0028818443804034,11.169153951844516,9.313968005098578,10.0,True,9.313968005098578,9.313968005098578,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1216.0,,,75.0,10.0,-0.6860319949014215,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,0,certified_or_core_baseline,,,75,True
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,250,,,250,238,12,,,,,,,,,0.048,0.0,,0.968,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001435519661754,score_threshold_from_calibration_null_quantile,250,True
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,250,,,250,238,12,,,,,,,,,0.048,0.0,,0.968,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001182710984721,top_m_by_score_no_risk_control,250,True
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,498.0,332.0,166.0,332.0,332.0,332.0,166.0,0.0,0.1721720845735255,0.1721720845735255,0.002004008016032,0.003003003003003,0.003003003003003,29.47987841501076,21.09174389599088,10.0,True,21.09174389599088,15.587165074904531,75,75.0,0.0,39,38,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0256410256410256,0.0,0.0,0.0,0.52,0.0,1090.0,19.23076923076923,1.8609746652216508,39.0,19.23076923076923,1.8609746652216508,21.09174389599088,21.09174389599088,21.09174389599088,,,1,certified_or_core_baseline,,,75,True
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,498.0,319.0,179.0,319.0,319.0,319.0,179.0,0.0,0.1733606712818504,0.1733606712818504,0.002004008016032,0.003125,0.003125,29.465010746333103,20.408264599127435,10.0,True,20.408264599127435,15.087014908980647,75,75.0,0.0,39,38,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0256410256410256,0.0,0.0,0.0,0.52,71.0,1019.0,19.23076923076923,1.1774953683582048,39.0,19.23076923076923,1.1774953683582048,20.408264599127435,20.408264599127435,20.408264599127435,,,1,certified_or_core_baseline,,,75,True
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,75,,,39,38,1,,,,,,,,,0.0256410256410256,0.0,,0.9743589743589745,0.52,,,19.23076923076923,1.1774953683582048,,,,,,,,,1,diagnostic_baseline,0.0003031339729204,block_evalue_post_filter,75,True
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,75,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.0002625680062919,tracklet_level_e_self_consistency,75,True
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,250,,,250,238,12,,,,,,,,,0.048,0.0,,0.968,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001448489492759,tracklet_level_p_bh,250,True
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,498.0,332.0,166.0,332.0,332.0,332.0,166.0,0.0,0.5,0.1721720845735255,0.002004008016032,0.003003003003003,0.003003003003003,11.169153951844516,9.12414379544733,10.0,True,9.12414379544733,7.462538406134164,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1090.0,,,75.0,10.0,-4.732173123573631,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,1,certified_or_core_baseline,,,75,True
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,250,,,250,241,9,,,,,,,,,0.036,0.5,,0.996,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001422159839421,score_threshold_from_calibration_null_quantile,250,True
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,250,,,250,241,9,,,,,,,,,0.036,0.5,,0.996,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001175429206341,top_m_by_score_no_risk_control,250,True
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,498.0,336.0,162.0,336.0,336.0,336.0,162.0,0.0,0.1718188575604124,0.1718188575604124,0.002004008016032,0.0029673590504451,0.0029673590504451,29.48402829688038,21.301306726787537,10.0,True,21.301306726787537,11.763809069349444,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1286.0,,,69.0,10.869565217391305,-2.2939868473243443,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,2,certified_or_core_baseline,,,75,True
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,498.0,325.0,173.0,325.0,325.0,325.0,173.0,0.0,0.1728041701966084,0.1728041701966084,0.002004008016032,0.0030674846625766,0.0030674846625766,29.472144552343703,20.72417910987153,10.0,True,20.72417910987153,11.45213422478766,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,78.0,1208.0,,,69.0,10.869565217391305,-2.5172932998387907,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,2,certified_or_core_baseline,,,75,True
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,75,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,2,diagnostic_baseline,0.0002334089949727,block_evalue_post_filter,75,True
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,75,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,2,diagnostic_baseline,0.0002591650700196,tracklet_level_e_self_consistency,75,True
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,250,,,250,241,9,,,,,,,,,0.036,0.5,,0.996,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.000142251024954,tracklet_level_p_bh,250,True
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,498.0,336.0,162.0,336.0,336.0,336.0,162.0,0.0,0.5,0.1718188575604124,0.002004008016032,0.0029673590504451,0.0029673590504451,11.169153951844516,9.17877987534291,10.0,True,9.17877987534291,6.300210670859565,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1286.0,,,75.0,10.0,-5.410610062328545,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,2,certified_or_core_baseline,,,75,True
confidence_threshold,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,236,14,,,,,,,,,0.056,0.0,,0.956,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001491060247644,score_threshold_from_calibration_null_quantile,250,True
greedy_score_no_risk,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,236,14,,,,,,,,,0.056,0.0,,0.956,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001400560140609,top_m_by_score_no_risk_control,250,True
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,498.0,346.0,152.0,346.0,346.0,346.0,152.0,0.0,0.1709599035136983,0.1709599035136983,0.002004008016032,0.0028818443804034,0.0028818443804034,29.493601004141784,21.82374391726804,5.0,True,21.82374391726804,13.86240374102334,250,250.0,0.0,250,236,14,9.0,0.0,1.0,4.0,11.0,11.0,0.0,1.0,0.056,0.0,0.0,0.02,1.0,0.0,1216.0,5.0,0.7471839406059102,106.0,11.792452830188678,10.031291087079358,5.74718394060591,13.86240374102334,21.82374391726804,,,0,certified_or_core_baseline,,,250,True
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,498.0,333.0,165.0,333.0,333.0,333.0,165.0,0.0,0.1720832451335447,0.1720832451335447,0.002004008016032,0.0029940119760479,0.0029940119760479,29.48093378850489,21.14416661026871,5.0,True,21.14416661026871,13.43666316209274,250,250.0,0.0,250,236,14,9.0,0.0,1.0,4.0,11.0,11.0,0.0,1.0,0.056,0.0,0.0,0.02,1.0,55.0,1161.0,5.0,0.5782965021953492,106.0,11.792452830188678,9.351713780080033,5.578296502195349,13.43666316209274,21.14416661026871,,,0,certified_or_core_baseline,,,250,True
post_filter_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,236,14,,,,,,,,,0.056,0.0,,0.956,1.0,,,5.0,0.5782965021953492,,,,,,,,,0,diagnostic_baseline,0.0001412400742992,block_evalue_post_filter,250,True
tracklet_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,236,14,,,,,,,,,0.056,0.0,,0.956,1.0,,,5.0,2.6223356000638027,,,,,,,,,0,diagnostic_baseline,0.0001416029408574,tracklet_level_e_self_consistency,250,True
tracklet_p_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,236,14,,,,,,,,,0.056,0.0,,0.956,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001447760732844,tracklet_level_p_bh,250,True
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,498.0,346.0,152.0,346.0,346.0,346.0,152.0,0.0,0.5,0.1709599035136983,0.002004008016032,0.0028818443804034,0.0028818443804034,11.169153951844516,9.313968005098578,5.0,True,9.313968005098578,8.320387558019052,150,150.0,0.0,150,140,10,9.0,0.0,1.0,0.0,11.0,11.0,0.0,1.0,0.0666666666666666,0.0,0.0,0.0066666666666666,1.0,0.0,1216.0,5.0,0.3774219349672263,106.0,7.075471698113207,2.238496306985372,5.377421934967226,8.320387558019052,9.313968005098578,,,0,certified_or_core_baseline,,,150,True
confidence_threshold,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,238,12,,,,,,,,,0.048,0.0,,0.968,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.000150709063746,score_threshold_from_calibration_null_quantile,250,True
greedy_score_no_risk,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,238,12,,,,,,,,,0.048,0.0,,0.968,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001229780027642,top_m_by_score_no_risk_control,250,True
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,498.0,332.0,166.0,332.0,332.0,332.0,166.0,0.0,0.1721720845735255,0.1721720845735255,0.002004008016032,0.003003003003003,0.003003003003003,29.47987841501076,21.09174389599088,5.0,True,21.09174389599088,10.076186940131157,175,175.0,0.0,158,149,9,6.0,0.0,1.0,2.0,8.0,8.0,0.0,1.0,0.0569620253164556,0.0,0.0,0.0189873417721519,0.9028571428571428,0.0,1090.0,5.537974683544303,0.0272872258423815,158.0,5.537974683544303,0.0272872258423815,5.565261909386685,10.645426398755191,21.09174389599088,,,1,certified_or_core_baseline,,,175,True
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,498.0,319.0,179.0,319.0,319.0,319.0,179.0,0.0,0.1733606712818504,0.1733606712818504,0.002004008016032,0.003125,0.003125,29.465010746333103,20.408264599127435,5.0,True,20.408264599127435,10.570359459477736,150,150.0,0.0,150,141,9,6.0,0.0,1.0,2.0,8.0,8.0,0.0,1.0,0.06,0.0,0.0,0.02,1.0,71.0,1019.0,5.0,0.3952302201267743,39.0,19.23076923076923,1.1774953683582048,5.395230220126774,10.570359459477736,20.408264599127435,,,1,certified_or_core_baseline,,,150,True
post_filter_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,141,9,,,,,,,,,0.06,0.0,,0.9466666666666668,1.0,,,5.0,0.3952302201267743,,,,,,,,,1,diagnostic_baseline,0.000130872009322,block_evalue_post_filter,150,True
tracklet_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,238,12,,,,,,,,,0.048,0.0,,0.968,1.0,,,5.0,0.6457948953181072,,,,,,,,,1,diagnostic_baseline,0.0001430789707228,tracklet_level_e_self_consistency,250,True
tracklet_p_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,238,12,,,,,,,,,0.048,0.0,,0.968,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.000154398032464,tracklet_level_p_bh,250,True
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,498.0,332.0,166.0,332.0,332.0,332.0,166.0,0.0,0.5,0.1721720845735255,0.002004008016032,0.003003003003003,0.003003003003003,11.169153951844516,9.12414379544733,5.0,True,9.12414379544733,7.462538406134164,75,75.0,0.0,75,73,2,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0266666666666666,0.0,0.0,0.0,1.0,0.0,1090.0,5.0,0.2678268764263691,75.0,5.0,0.2678268764263691,5.267826876426369,7.462538406134164,9.12414379544733,,,1,certified_or_core_baseline,,,75,True
confidence_threshold,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,241,9,,,,,,,,,0.036,0.5,,0.996,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.000148384948261,score_threshold_from_calibration_null_quantile,250,True
greedy_score_no_risk,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,241,9,,,,,,,,,0.036,0.5,,0.996,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001164509449154,top_m_by_score_no_risk_control,250,True
