review_sample_id,dataset,video_id,path_id,pending_montage_path,human_review_round,human_second_label,human_second_verified_positive_for_calibration,human_second_reason,human_second_confidence,human_second_review_status,annotation_integrity_note
review1000_0091,BURST,1156,ovtb_v1156_p001689,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1156_p001689.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0092,BURST,1167,ovtb_v1167_p001702,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1167_p001702.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0093,BURST,1167,ovtb_v1167_p001703,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1167_p001703.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0094,BURST,1167,ovtb_v1167_p001721,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1167_p001721.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0095,BURST,1169,ovtb_v1169_p001488,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1169_p001488.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0096,BURST,1170,ovtb_v1170_p001476,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1170_p001476.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0097,BURST,1171,ovtb_v1171_p001599,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1171_p001599.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0098,BURST,1171,ovtb_v1171_p001622,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1171_p001622.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0099,BURST,1174,ovtb_v1174_p001729,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1174_p001729.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0100,BURST,1175,ovtb_v1175_p001505,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1175_p001505.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0101,BURST,1184,ovtb_v1184_p001651,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1184_p001651.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0102,BURST,1184,ovtb_v1184_p001700,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1184_p001700.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0103,BURST,118,ovtb_v118_p000124,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000124.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0104,BURST,118,ovtb_v118_p000125,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000125.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0105,BURST,118,ovtb_v118_p000126,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000126.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0106,BURST,118,ovtb_v118_p000141,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000141.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0107,BURST,118,ovtb_v118_p000152,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000152.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0108,BURST,118,ovtb_v118_p000156,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000156.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0109,BURST,118,ovtb_v118_p000158,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000158.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0110,BURST,118,ovtb_v118_p000159,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000159.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
review1000_0111,BURST,118,ovtb_v118_p000171,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000171.jpg,2,actually_true,no,blind_review_real_object_candidate,medium,blind_review_confirmed,Independent blind human review confirmed after adjudication.
