review_sample_id,dataset,video_id,path_id,human_second_label_round1,human_second_verified_positive_for_calibration_round1,human_second_label_round2,human_second_verified_positive_for_calibration_round2,rounds_match_label,rounds_match_verified_positive
review1000_0029,TAO,4885,ovtb_v4885_p003294,actually_false,no,actually_false,no,True,True
review1000_0030,TAO,4977,ovtb_v4977_p003442,actually_false,no,actually_false,no,True,True
review1000_0031,TAO,5092,ovtb_v5092_p003497,actually_false,no,actually_false,no,True,True
review1000_0032,TAO,5781,ovtb_v5781_p004235,actually_false,no,actually_false,no,True,True
review1000_0033,BURST,1000,ovtb_v1000_p001325,uncertain,no,uncertain,no,True,True
review1000_0034,BURST,111,ovtb_v111_p000114,uncertain,no,uncertain,no,True,True
review1000_0035,BURST,1376,ovtb_v1376_p001863,uncertain,no,uncertain,no,True,True
review1000_0036,BURST,1376,ovtb_v1376_p001865,uncertain,no,uncertain,no,True,True
review1000_0037,BURST,1557,ovtb_v1557_p002033,uncertain,no,uncertain,no,True,True
review1000_0038,BURST,174,ovtb_v174_p000342,uncertain,no,uncertain,no,True,True
review1000_0039,BURST,2210,ovtb_v2210_p002621,uncertain,no,uncertain,no,True,True
review1000_0040,BURST,2445,ovtb_v2445_p003197,uncertain,no,uncertain,no,True,True
review1000_0041,BURST,2749,ovtb_v2749_p003246,uncertain,no,uncertain,no,True,True
review1000_0042,BURST,2780,ovtb_v2780_p003546,uncertain,no,uncertain,no,True,True
review1000_0043,BURST,422,ovtb_v422_p000754,uncertain,no,uncertain,no,True,True
review1000_0044,BURST,492,ovtb_v492_p001132,uncertain,no,uncertain,no,True,True
review1000_0045,BURST,624,ovtb_v624_p000997,uncertain,no,uncertain,no,True,True
review1000_0046,OVT-B,188,ovtb_v188_p003451,uncertain,no,uncertain,no,True,True
review1000_0047,OVT-B,189,ovtb_v189_p003461,uncertain,no,uncertain,no,True,True
review1000_0048,OVT-B,206,ovtb_v206_p003537,uncertain,no,uncertain,no,True,True
review1000_0049,OVT-B,253,ovtb_v253_p003945,uncertain,no,uncertain,no,True,True
review1000_0050,OVT-B,274,ovtb_v274_p004091,uncertain,no,uncertain,no,True,True
review1000_0051,OVT-B,280,ovtb_v280_p004138,uncertain,no,uncertain,no,True,True
review1000_0052,OVT-B,317,ovtb_v317_p004436,uncertain,no,uncertain,no,True,True
review1000_0053,OVT-B,317,ovtb_v317_p004443,uncertain,no,uncertain,no,True,True
review1000_0054,OVT-B,37,ovtb_v37_p002265,uncertain,no,uncertain,no,True,True
review1000_0055,OVT-B,38,ovtb_v38_p002285,uncertain,no,uncertain,no,True,True
review1000_0056,OVT-B,38,ovtb_v38_p002304,uncertain,no,uncertain,no,True,True
review1000_0057,OVT-B,38,ovtb_v38_p002305,uncertain,no,uncertain,no,True,True
review1000_0058,OVT-B,38,ovtb_v38_p002317,uncertain,no,uncertain,no,True,True
review1000_0059,OVT-B,38,ovtb_v38_p002328,uncertain,no,uncertain,no,True,True
review1000_0060,OVT-B,39,ovtb_v39_p002365,uncertain,no,uncertain,no,True,True
review1000_0061,OVT-B,41,ovtb_v41_p002446,uncertain,no,uncertain,no,True,True
review1000_0062,OVT-B,444,ovtb_v444_p005256,uncertain,no,uncertain,no,True,True
review1000_0063,OVT-B,590,ovtb_v590_p006311,uncertain,no,uncertain,no,True,True
review1000_0064,OVT-B,600,ovtb_v600_p006379,uncertain,no,uncertain,no,True,True
review1000_0065,OVT-B,627,ovtb_v627_p006581,uncertain,no,uncertain,no,True,True
review1000_0066,OVT-B,656,ovtb_v656_p006793,uncertain,no,uncertain,no,True,True
review1000_0067,OVT-B,682,ovtb_v682_p007019,uncertain,no,uncertain,no,True,True
review1000_0068,OVT-B,704,ovtb_v704_p007172,uncertain,no,uncertain,no,True,True
review1000_0069,OVT-B,876,ovtb_v876_p008448,uncertain,no,uncertain,no,True,True
review1000_0070,OVT-B,885,ovtb_v885_p008538,uncertain,no,uncertain,no,True,True
review1000_0071,OVT-B,955,ovtb_v955_p009048,uncertain,no,uncertain,no,True,True
review1000_0072,OVT-B,980,ovtb_v980_p009221,uncertain,no,uncertain,no,True,True
review1000_0073,BURST,1016,ovtb_v1016_p001337,actually_true,no,actually_true,no,True,True
review1000_0074,BURST,1018,ovtb_v1018_p001218,actually_true,no,actually_true,no,True,True
review1000_0075,BURST,1018,ovtb_v1018_p001229,actually_true,no,actually_true,no,True,True
review1000_0076,BURST,1019,ovtb_v1019_p001412,actually_true,no,actually_true,no,True,True
review1000_0077,BURST,1047,ovtb_v1047_p001559,actually_true,no,actually_true,no,True,True
review1000_0078,BURST,1056,ovtb_v1056_p001576,actually_true,no,actually_true,no,True,True
review1000_0079,BURST,1067,ovtb_v1067_p001268,actually_true,no,actually_true,no,True,True
review1000_0080,BURST,1078,ovtb_v1078_p001295,actually_true,no,actually_true,no,True,True
review1000_0081,BURST,108,ovtb_v108_p000162,actually_true,no,actually_true,no,True,True
review1000_0082,BURST,108,ovtb_v108_p000164,actually_true,no,actually_true,no,True,True
review1000_0083,BURST,1093,ovtb_v1093_p001315,actually_true,no,actually_true,no,True,True
review1000_0084,BURST,1100,ovtb_v1100_p001629,actually_true,no,actually_true,no,True,True
review1000_0085,BURST,112,ovtb_v112_p000255,actually_true,no,actually_true,no,True,True
review1000_0086,BURST,112,ovtb_v112_p000268,actually_true,no,actually_true,no,True,True
review1000_0087,BURST,1137,ovtb_v1137_p001384,actually_true,no,actually_true,no,True,True
review1000_0088,BURST,1138,ovtb_v1138_p001534,actually_true,no,actually_true,no,True,True
review1000_0089,BURST,1141,ovtb_v1141_p001472,actually_true,no,actually_true,no,True,True
review1000_0090,BURST,1155,ovtb_v1155_p001558,actually_true,no,actually_true,no,True,True
review1000_0091,BURST,1156,ovtb_v1156_p001689,actually_true,no,actually_true,no,True,True
review1000_0092,BURST,1167,ovtb_v1167_p001702,actually_true,no,actually_true,no,True,True
review1000_0093,BURST,1167,ovtb_v1167_p001703,actually_true,no,actually_true,no,True,True
review1000_0094,BURST,1167,ovtb_v1167_p001721,actually_true,no,actually_true,no,True,True
review1000_0095,BURST,1169,ovtb_v1169_p001488,actually_true,no,actually_true,no,True,True
review1000_0096,BURST,1170,ovtb_v1170_p001476,actually_true,no,actually_true,no,True,True
review1000_0097,BURST,1171,ovtb_v1171_p001599,actually_true,no,actually_true,no,True,True
review1000_0098,BURST,1171,ovtb_v1171_p001622,actually_true,no,actually_true,no,True,True
review1000_0099,BURST,1174,ovtb_v1174_p001729,actually_true,no,actually_true,no,True,True
review1000_0100,BURST,1175,ovtb_v1175_p001505,actually_true,no,actually_true,no,True,True
review1000_0101,BURST,1184,ovtb_v1184_p001651,actually_true,no,actually_true,no,True,True
review1000_0102,BURST,1184,ovtb_v1184_p001700,actually_true,no,actually_true,no,True,True
review1000_0103,BURST,118,ovtb_v118_p000124,actually_true,no,actually_true,no,True,True
review1000_0104,BURST,118,ovtb_v118_p000125,actually_true,no,actually_true,no,True,True
review1000_0105,BURST,118,ovtb_v118_p000126,actually_true,no,actually_true,no,True,True
review1000_0106,BURST,118,ovtb_v118_p000141,actually_true,no,actually_true,no,True,True
review1000_0107,BURST,118,ovtb_v118_p000152,actually_true,no,actually_true,no,True,True
review1000_0108,BURST,118,ovtb_v118_p000156,actually_true,no,actually_true,no,True,True
review1000_0109,BURST,118,ovtb_v118_p000158,actually_true,no,actually_true,no,True,True
review1000_0110,BURST,118,ovtb_v118_p000159,actually_true,no,actually_true,no,True,True
review1000_0111,BURST,118,ovtb_v118_p000171,actually_true,no,actually_true,no,True,True
review1000_0112,BURST,118,ovtb_v118_p000179,actually_true,no,actually_true,no,True,True
review1000_0113,BURST,118,ovtb_v118_p000180,actually_true,no,actually_true,no,True,True
review1000_0114,BURST,1198,ovtb_v1198_p001524,actually_true,no,actually_true,no,True,True
review1000_0115,BURST,1198,ovtb_v1198_p001534,actually_true,no,actually_true,no,True,True
review1000_0116,BURST,1198,ovtb_v1198_p001554,actually_true,no,actually_true,no,True,True
review1000_0117,BURST,1200,ovtb_v1200_p001515,actually_true,no,actually_true,no,True,True
review1000_0118,BURST,1200,ovtb_v1200_p001520,actually_true,no,actually_true,no,True,True
review1000_0119,BURST,1200,ovtb_v1200_p001557,actually_true,no,actually_true,no,True,True
review1000_0120,BURST,1203,ovtb_v1203_p001718,actually_true,no,actually_true,no,True,True
review1000_0121,BURST,1207,ovtb_v1207_p001561,actually_true,no,actually_true,no,True,True
review1000_0122,BURST,120,ovtb_v120_p000288,actually_true,no,actually_true,no,True,True
review1000_0123,BURST,120,ovtb_v120_p000326,actually_true,no,actually_true,no,True,True
review1000_0124,BURST,120,ovtb_v120_p000352,actually_true,no,actually_true,no,True,True
review1000_0125,BURST,120,ovtb_v120_p000378,actually_true,no,actually_true,no,True,True
review1000_0126,BURST,122,ovtb_v122_p000224,actually_true,no,actually_true,no,True,True
review1000_0127,BURST,1240,ovtb_v1240_p001781,actually_true,yes,actually_true,yes,True,True
review1000_0128,BURST,1244,ovtb_v1244_p001590,actually_true,no,actually_true,no,True,True
review1000_0129,BURST,1250,ovtb_v1250_p001739,actually_true,no,actually_true,no,True,True
review1000_0130,BURST,1258,ovtb_v1258_p001605,actually_true,no,actually_true,no,True,True
review1000_0131,BURST,1263,ovtb_v1263_p001796,actually_true,no,actually_true,no,True,True
review1000_0132,BURST,1263,ovtb_v1263_p001797,actually_true,no,actually_true,no,True,True
review1000_0133,BURST,1274,ovtb_v1274_p001753,actually_true,no,actually_true,no,True,True
review1000_0134,BURST,1276,ovtb_v1276_p001817,actually_true,no,actually_true,no,True,True
review1000_0135,BURST,1299,ovtb_v1299_p001790,actually_true,no,actually_true,no,True,True
review1000_0136,BURST,1299,ovtb_v1299_p001791,actually_true,no,actually_true,no,True,True
review1000_0137,BURST,1299,ovtb_v1299_p001806,actually_true,no,actually_true,no,True,True
review1000_0138,BURST,129,ovtb_v129_p000205,actually_true,no,actually_true,no,True,True
review1000_0139,BURST,129,ovtb_v129_p000211,actually_true,no,actually_true,no,True,True
review1000_0140,BURST,1301,ovtb_v1301_p001852,actually_true,no,actually_true,no,True,True
review1000_0141,BURST,1301,ovtb_v1301_p001854,actually_true,no,actually_true,no,True,True
review1000_0142,BURST,1344,ovtb_v1344_p001666,actually_true,no,actually_true,no,True,True
review1000_0143,BURST,1344,ovtb_v1344_p001672,actually_true,no,actually_true,no,True,True
review1000_0144,BURST,1348,ovtb_v1348_p001890,actually_true,no,actually_true,no,True,True
review1000_0145,BURST,1361,ovtb_v1361_p001717,actually_true,no,actually_true,no,True,True
review1000_0146,BURST,1376,ovtb_v1376_p001864,actually_true,no,actually_true,no,True,True
review1000_0147,BURST,1392,ovtb_v1392_p001750,actually_true,no,actually_true,no,True,True
review1000_0148,BURST,1396,ovtb_v1396_p001740,actually_true,no,actually_true,no,True,True
review1000_0149,BURST,1410,ovtb_v1410_p001959,actually_true,no,actually_true,no,True,True
review1000_0150,BURST,1418,ovtb_v1418_p001757,actually_true,no,actually_true,no,True,True
review1000_0151,BURST,141,ovtb_v141_p000225,actually_true,no,actually_true,no,True,True
review1000_0152,BURST,1423,ovtb_v1423_p001766,actually_true,yes,actually_true,yes,True,True
review1000_0153,BURST,1429,ovtb_v1429_p001895,actually_true,no,actually_true,no,True,True
review1000_0154,BURST,1431,ovtb_v1431_p001975,actually_true,no,actually_true,no,True,True
review1000_0155,BURST,1445,ovtb_v1445_p001771,actually_true,no,actually_true,no,True,True
review1000_0156,BURST,1452,ovtb_v1452_p001910,actually_true,no,actually_true,no,True,True
review1000_0157,BURST,1466,ovtb_v1466_p001776,actually_true,no,actually_true,no,True,True
review1000_0158,BURST,1467,ovtb_v1467_p001917,actually_true,no,actually_true,no,True,True
review1000_0159,BURST,1467,ovtb_v1467_p001919,actually_true,yes,actually_true,yes,True,True
review1000_0160,BURST,1467,ovtb_v1467_p001924,actually_true,no,actually_true,no,True,True
review1000_0161,BURST,1477,ovtb_v1477_p001800,actually_true,no,actually_true,no,True,True
review1000_0162,BURST,1477,ovtb_v1477_p001809,actually_true,no,actually_true,no,True,True
review1000_0163,BURST,148,ovtb_v148_p000420,actually_true,no,actually_true,no,True,True
review1000_0164,BURST,148,ovtb_v148_p000423,actually_true,no,actually_true,no,True,True
review1000_0165,BURST,148,ovtb_v148_p000432,actually_true,no,actually_true,no,True,True
review1000_0166,BURST,148,ovtb_v148_p000433,actually_true,no,actually_true,no,True,True
review1000_0167,BURST,1496,ovtb_v1496_p002016,actually_true,no,actually_true,no,True,True
review1000_0168,BURST,1497,ovtb_v1497_p001822,actually_true,no,actually_true,no,True,True
review1000_0169,BURST,1505,ovtb_v1505_p002033,actually_true,no,actually_true,no,True,True
review1000_0170,BURST,1505,ovtb_v1505_p002037,actually_true,no,actually_true,no,True,True
review1000_0171,BURST,150,ovtb_v150_p000288,actually_true,no,actually_true,no,True,True
review1000_0172,BURST,1512,ovtb_v1512_p001961,actually_true,no,actually_true,no,True,True
review1000_0173,BURST,1514,ovtb_v1514_p001855,actually_true,no,actually_true,no,True,True
review1000_0174,BURST,1530,ovtb_v1530_p001863,actually_true,no,actually_true,no,True,True
review1000_0175,BURST,1535,ovtb_v1535_p002083,actually_true,no,actually_true,no,True,True
review1000_0176,BURST,1536,ovtb_v1536_p001877,actually_true,no,actually_true,no,True,True
review1000_0177,BURST,1537,ovtb_v1537_p001879,actually_true,no,actually_true,no,True,True
review1000_0178,BURST,1538,ovtb_v1538_p002002,actually_true,no,actually_true,no,True,True
review1000_0179,BURST,1546,ovtb_v1546_p002025,actually_true,no,actually_true,no,True,True
review1000_0180,BURST,1548,ovtb_v1548_p002108,actually_true,no,actually_true,no,True,True
review1000_0181,BURST,1550,ovtb_v1550_p001892,actually_true,no,actually_true,no,True,True
review1000_0182,BURST,1566,ovtb_v1566_p002157,actually_true,yes,actually_true,yes,True,True
review1000_0183,BURST,1571,ovtb_v1571_p001902,actually_true,no,actually_true,no,True,True
review1000_0184,BURST,1571,ovtb_v1571_p001913,actually_true,no,actually_true,no,True,True
review1000_0185,BURST,1571,ovtb_v1571_p001914,actually_true,no,actually_true,no,True,True
review1000_0186,BURST,1577,ovtb_v1577_p001958,actually_true,no,actually_true,no,True,True
review1000_0187,BURST,1577,ovtb_v1577_p001962,actually_true,no,actually_true,no,True,True
review1000_0188,BURST,1582,ovtb_v1582_p002063,actually_true,no,actually_true,no,True,True
review1000_0189,BURST,1593,ovtb_v1593_p001981,actually_true,no,actually_true,no,True,True
review1000_0190,BURST,1601,ovtb_v1601_p002072,actually_true,no,actually_true,no,True,True
review1000_0191,BURST,1611,ovtb_v1611_p002093,actually_true,no,actually_true,no,True,True
review1000_0192,BURST,1611,ovtb_v1611_p002109,actually_true,no,actually_true,no,True,True
review1000_0193,BURST,162,ovtb_v162_p000488,actually_true,no,actually_true,no,True,True
review1000_0194,BURST,1649,ovtb_v1649_p001980,actually_true,no,actually_true,no,True,True
review1000_0195,BURST,1655,ovtb_v1655_p002262,actually_true,no,actually_true,no,True,True
review1000_0196,BURST,165,ovtb_v165_p000320,actually_true,no,actually_true,no,True,True
review1000_0197,BURST,165,ovtb_v165_p000333,actually_true,no,actually_true,no,True,True
review1000_0198,BURST,1665,ovtb_v1665_p002144,actually_true,no,actually_true,no,True,True
review1000_0199,BURST,1680,ovtb_v1680_p002150,actually_true,no,actually_true,no,True,True
review1000_0200,BURST,1680,ovtb_v1680_p002152,actually_true,no,actually_true,no,True,True
review1000_0201,BURST,1680,ovtb_v1680_p002156,actually_true,no,actually_true,no,True,True
review1000_0202,BURST,1682,ovtb_v1682_p002282,actually_true,no,actually_true,no,True,True
review1000_0203,BURST,1683,ovtb_v1683_p002040,actually_true,no,actually_true,no,True,True
review1000_0204,BURST,1697,ovtb_v1697_p002034,actually_true,no,actually_true,no,True,True
review1000_0205,BURST,1697,ovtb_v1697_p002043,actually_true,no,actually_true,no,True,True
review1000_0206,BURST,1697,ovtb_v1697_p002056,actually_true,no,actually_true,no,True,True
review1000_0207,BURST,1713,ovtb_v1713_p002284,actually_true,no,actually_true,no,True,True
review1000_0208,BURST,1740,ovtb_v1740_p002107,actually_true,no,actually_true,no,True,True
review1000_0209,BURST,1763,ovtb_v1763_p002090,actually_true,no,actually_true,no,True,True
review1000_0210,BURST,1763,ovtb_v1763_p002091,actually_true,no,actually_true,no,True,True
review1000_0211,BURST,1763,ovtb_v1763_p002094,actually_true,no,actually_true,no,True,True
review1000_0212,BURST,1763,ovtb_v1763_p002099,actually_true,no,actually_true,no,True,True
review1000_0213,BURST,1763,ovtb_v1763_p002101,actually_true,no,actually_true,no,True,True
review1000_0214,BURST,1763,ovtb_v1763_p002105,actually_true,no,actually_true,no,True,True
review1000_0215,BURST,1785,ovtb_v1785_p002335,actually_true,no,actually_true,no,True,True
review1000_0216,BURST,1785,ovtb_v1785_p002338,actually_true,no,actually_true,no,True,True
review1000_0217,BURST,1785,ovtb_v1785_p002339,actually_true,no,actually_true,no,True,True
review1000_0218,BURST,1786,ovtb_v1786_p002396,actually_true,no,actually_true,no,True,True
review1000_0219,BURST,1796,ovtb_v1796_p002411,actually_true,yes,actually_true,yes,True,True
review1000_0220,BURST,1797,ovtb_v1797_p002151,actually_true,no,actually_true,no,True,True
review1000_0221,BURST,1806,ovtb_v1806_p002149,actually_true,no,actually_true,no,True,True
review1000_0222,BURST,1806,ovtb_v1806_p002157,actually_true,no,actually_true,no,True,True
review1000_0223,BURST,1842,ovtb_v1842_p002418,actually_true,no,actually_true,no,True,True
review1000_0224,BURST,1860,ovtb_v1860_p002455,actually_true,no,actually_true,no,True,True
review1000_0225,BURST,1860,ovtb_v1860_p002473,actually_true,no,actually_true,no,True,True
review1000_0226,BURST,1869,ovtb_v1869_p002507,actually_true,no,actually_true,no,True,True
review1000_0227,BURST,1873,ovtb_v1873_p002261,actually_true,no,actually_true,no,True,True
review1000_0228,BURST,1873,ovtb_v1873_p002267,actually_true,no,actually_true,no,True,True
review1000_0229,BURST,1873,ovtb_v1873_p002268,actually_true,no,actually_true,no,True,True
review1000_0230,BURST,1873,ovtb_v1873_p002269,actually_true,no,actually_true,no,True,True
review1000_0231,BURST,1890,ovtb_v1890_p002492,actually_true,no,actually_true,no,True,True
review1000_0232,BURST,1890,ovtb_v1890_p002500,actually_true,no,actually_true,no,True,True
review1000_0233,BURST,1897,ovtb_v1897_p002311,actually_true,no,actually_true,no,True,True
review1000_0234,BURST,1897,ovtb_v1897_p002315,actually_true,no,actually_true,no,True,True
review1000_0235,BURST,1897,ovtb_v1897_p002318,actually_true,no,actually_true,no,True,True
review1000_0236,BURST,1897,ovtb_v1897_p002330,actually_true,no,actually_true,no,True,True
review1000_0237,BURST,1908,ovtb_v1908_p002541,actually_true,no,actually_true,no,True,True
review1000_0238,BURST,1908,ovtb_v1908_p002543,actually_true,no,actually_true,no,True,True
review1000_0239,BURST,1908,ovtb_v1908_p002545,actually_true,no,actually_true,no,True,True
review1000_0240,BURST,1909,ovtb_v1909_p002318,actually_true,no,actually_true,no,True,True
review1000_0241,BURST,1909,ovtb_v1909_p002330,actually_true,no,actually_true,no,True,True
review1000_0242,BURST,191,ovtb_v191_p000293,actually_true,no,actually_true,no,True,True
review1000_0243,BURST,1942,ovtb_v1942_p002571,actually_true,no,actually_true,no,True,True
review1000_0244,BURST,1952,ovtb_v1952_p002399,actually_true,no,actually_true,no,True,True
review1000_0245,BURST,1952,ovtb_v1952_p002415,actually_true,no,actually_true,no,True,True
review1000_0246,BURST,1952,ovtb_v1952_p002452,actually_true,no,actually_true,no,True,True
review1000_0247,BURST,1961,ovtb_v1961_p002462,actually_true,yes,actually_true,yes,True,True
review1000_0248,BURST,1964,ovtb_v1964_p002675,actually_true,no,actually_true,no,True,True
review1000_0249,BURST,1965,ovtb_v1965_p002403,actually_true,no,actually_true,no,True,True
review1000_0250,BURST,1965,ovtb_v1965_p002408,actually_true,no,actually_true,no,True,True
review1000_0251,BURST,1975,ovtb_v1975_p002695,actually_true,no,actually_true,no,True,True
review1000_0252,BURST,1981,ovtb_v1981_p002488,actually_true,no,actually_true,no,True,True
review1000_0253,BURST,1987,ovtb_v1987_p002452,actually_true,no,actually_true,no,True,True
review1000_0254,BURST,1993,ovtb_v1993_p002742,actually_true,no,actually_true,no,True,True
review1000_0255,BURST,2002,ovtb_v2002_p002555,actually_true,no,actually_true,no,True,True
review1000_0256,BURST,2008,ovtb_v2008_p002593,actually_true,no,actually_true,no,True,True
review1000_0257,BURST,2024,ovtb_v2024_p002667,actually_true,no,actually_true,no,True,True
review1000_0258,BURST,2024,ovtb_v2024_p002676,actually_true,no,actually_true,no,True,True
review1000_0259,BURST,2027,ovtb_v2027_p002793,actually_true,no,actually_true,no,True,True
review1000_0260,BURST,2043,ovtb_v2043_p002491,actually_true,no,actually_true,no,True,True
review1000_0261,BURST,207,ovtb_v207_p000314,actually_true,no,actually_true,no,True,True
review1000_0262,BURST,2094,ovtb_v2094_p002610,actually_true,no,actually_true,no,True,True
review1000_0263,BURST,2103,ovtb_v2103_p002644,actually_true,no,actually_true,no,True,True
review1000_0264,BURST,2103,ovtb_v2103_p002655,actually_true,no,actually_true,no,True,True
review1000_0265,BURST,2103,ovtb_v2103_p002666,actually_true,no,actually_true,no,True,True
review1000_0266,BURST,2103,ovtb_v2103_p002677,actually_true,no,actually_true,no,True,True
review1000_0267,BURST,2103,ovtb_v2103_p002683,actually_true,no,actually_true,no,True,True
review1000_0268,BURST,2103,ovtb_v2103_p002684,actually_true,no,actually_true,no,True,True
review1000_0269,BURST,2103,ovtb_v2103_p002698,actually_true,no,actually_true,no,True,True
review1000_0270,BURST,2103,ovtb_v2103_p002716,actually_true,no,actually_true,no,True,True
review1000_0271,BURST,2103,ovtb_v2103_p002727,actually_true,no,actually_true,no,True,True
review1000_0272,BURST,2103,ovtb_v2103_p002731,actually_true,no,actually_true,no,True,True
review1000_0273,BURST,2103,ovtb_v2103_p002735,actually_true,no,actually_true,no,True,True
review1000_0274,BURST,2103,ovtb_v2103_p002748,actually_true,no,actually_true,no,True,True
review1000_0275,BURST,2141,ovtb_v2141_p002731,actually_true,no,actually_true,no,True,True
review1000_0276,BURST,2177,ovtb_v2177_p002800,actually_true,no,actually_true,no,True,True
review1000_0277,BURST,2177,ovtb_v2177_p002805,actually_true,no,actually_true,no,True,True
review1000_0278,BURST,2214,ovtb_v2214_p002808,actually_true,no,actually_true,no,True,True
review1000_0279,BURST,2214,ovtb_v2214_p002810,actually_true,no,actually_true,no,True,True
review1000_0280,BURST,2218,ovtb_v2218_p002628,actually_true,no,actually_true,no,True,True
review1000_0281,BURST,2218,ovtb_v2218_p002636,actually_true,no,actually_true,no,True,True
review1000_0282,BURST,2222,ovtb_v2222_p002880,actually_true,no,actually_true,no,True,True
review1000_0283,BURST,2222,ovtb_v2222_p002885,actually_true,no,actually_true,no,True,True
review1000_0284,BURST,2222,ovtb_v2222_p002900,actually_true,no,actually_true,no,True,True
review1000_0285,BURST,222,ovtb_v222_p000398,actually_true,no,actually_true,no,True,True
review1000_0286,BURST,2232,ovtb_v2232_p002645,actually_true,no,actually_true,no,True,True
review1000_0287,BURST,2235,ovtb_v2235_p002838,actually_true,no,actually_true,no,True,True
review1000_0288,BURST,2239,ovtb_v2239_p002788,actually_true,no,actually_true,no,True,True
review1000_0289,BURST,2262,ovtb_v2262_p002799,actually_true,no,actually_true,no,True,True
review1000_0290,BURST,2273,ovtb_v2273_p002809,actually_true,yes,actually_true,yes,True,True
review1000_0291,BURST,2281,ovtb_v2281_p002683,actually_true,no,actually_true,no,True,True
review1000_0292,BURST,2281,ovtb_v2281_p002688,actually_true,no,actually_true,no,True,True
review1000_0293,BURST,2286,ovtb_v2286_p002881,actually_true,no,actually_true,no,True,True
review1000_0294,BURST,228,ovtb_v228_p000528,actually_true,no,actually_true,no,True,True
review1000_0295,BURST,228,ovtb_v228_p000539,actually_true,no,actually_true,no,True,True
review1000_0296,BURST,2291,ovtb_v2291_p002911,actually_true,no,actually_true,no,True,True
review1000_0297,BURST,2292,ovtb_v2292_p002830,actually_true,no,actually_true,no,True,True
review1000_0298,BURST,2292,ovtb_v2292_p002853,actually_true,no,actually_true,no,True,True
review1000_0299,BURST,2292,ovtb_v2292_p002884,actually_true,no,actually_true,no,True,True
review1000_0300,BURST,2292,ovtb_v2292_p002885,actually_true,no,actually_true,no,True,True
review1000_0301,BURST,2292,ovtb_v2292_p002893,actually_true,no,actually_true,no,True,True
review1000_0302,BURST,2292,ovtb_v2292_p002902,actually_true,no,actually_true,no,True,True
review1000_0303,BURST,2292,ovtb_v2292_p002910,actually_true,no,actually_true,no,True,True
review1000_0304,BURST,22,ovtb_v22_p000001,actually_true,no,actually_true,no,True,True
review1000_0305,BURST,22,ovtb_v22_p000016,actually_true,no,actually_true,no,True,True
review1000_0306,BURST,22,ovtb_v22_p000022,actually_true,no,actually_true,no,True,True
review1000_0307,BURST,2303,ovtb_v2303_p002920,actually_true,no,actually_true,no,True,True
