dataset,video_id,path_id,pending_montage_path,human_second_label,human_second_verified_positive_for_calibration,human_second_reason,human_second_confidence,human_second_review_status
TAO,5781,ovtb_v5781_p004235,,,,,,requires_independent_blind_review
BURST,1000,ovtb_v1000_p001325,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1000_p001325.jpg,,,,,requires_independent_blind_review
BURST,111,ovtb_v111_p000114,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v111_p000114.jpg,,,,,requires_independent_blind_review
BURST,1376,ovtb_v1376_p001863,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1376_p001863.jpg,,,,,requires_independent_blind_review
BURST,1376,ovtb_v1376_p001865,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1376_p001865.jpg,,,,,requires_independent_blind_review
BURST,1557,ovtb_v1557_p002033,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1557_p002033.jpg,,,,,requires_independent_blind_review
BURST,174,ovtb_v174_p000342,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v174_p000342.jpg,,,,,requires_independent_blind_review
BURST,2210,ovtb_v2210_p002621,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2210_p002621.jpg,,,,,requires_independent_blind_review
BURST,2445,ovtb_v2445_p003197,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2445_p003197.jpg,,,,,requires_independent_blind_review
BURST,2749,ovtb_v2749_p003246,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2749_p003246.jpg,,,,,requires_independent_blind_review
BURST,2780,ovtb_v2780_p003546,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2780_p003546.jpg,,,,,requires_independent_blind_review
BURST,422,ovtb_v422_p000754,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v422_p000754.jpg,,,,,requires_independent_blind_review
BURST,492,ovtb_v492_p001132,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v492_p001132.jpg,,,,,requires_independent_blind_review
BURST,624,ovtb_v624_p000997,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v624_p000997.jpg,,,,,requires_independent_blind_review
OVT-B,188,ovtb_v188_p003451,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v188_p003451.jpg,,,,,requires_independent_blind_review
OVT-B,189,ovtb_v189_p003461,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v189_p003461.jpg,,,,,requires_independent_blind_review
OVT-B,206,ovtb_v206_p003537,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v206_p003537.jpg,,,,,requires_independent_blind_review
OVT-B,253,ovtb_v253_p003945,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v253_p003945.jpg,,,,,requires_independent_blind_review
OVT-B,274,ovtb_v274_p004091,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v274_p004091.jpg,,,,,requires_independent_blind_review
OVT-B,280,ovtb_v280_p004138,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v280_p004138.jpg,,,,,requires_independent_blind_review
OVT-B,317,ovtb_v317_p004436,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v317_p004436.jpg,,,,,requires_independent_blind_review
OVT-B,317,ovtb_v317_p004443,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v317_p004443.jpg,,,,,requires_independent_blind_review
OVT-B,37,ovtb_v37_p002265,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v37_p002265.jpg,,,,,requires_independent_blind_review
OVT-B,38,ovtb_v38_p002285,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v38_p002285.jpg,,,,,requires_independent_blind_review
OVT-B,38,ovtb_v38_p002304,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v38_p002304.jpg,,,,,requires_independent_blind_review
OVT-B,38,ovtb_v38_p002305,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v38_p002305.jpg,,,,,requires_independent_blind_review
OVT-B,38,ovtb_v38_p002317,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v38_p002317.jpg,,,,,requires_independent_blind_review
OVT-B,38,ovtb_v38_p002328,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v38_p002328.jpg,,,,,requires_independent_blind_review
OVT-B,39,ovtb_v39_p002365,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v39_p002365.jpg,,,,,requires_independent_blind_review
OVT-B,41,ovtb_v41_p002446,,,,,,requires_independent_blind_review
OVT-B,444,ovtb_v444_p005256,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v444_p005256.jpg,,,,,requires_independent_blind_review
OVT-B,590,ovtb_v590_p006311,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v590_p006311.jpg,,,,,requires_independent_blind_review
OVT-B,600,ovtb_v600_p006379,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v600_p006379.jpg,,,,,requires_independent_blind_review
OVT-B,627,ovtb_v627_p006581,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v627_p006581.jpg,,,,,requires_independent_blind_review
OVT-B,656,ovtb_v656_p006793,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v656_p006793.jpg,,,,,requires_independent_blind_review
OVT-B,682,ovtb_v682_p007019,,,,,,requires_independent_blind_review
OVT-B,704,ovtb_v704_p007172,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v704_p007172.jpg,,,,,requires_independent_blind_review
OVT-B,876,ovtb_v876_p008448,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v876_p008448.jpg,,,,,requires_independent_blind_review
OVT-B,885,ovtb_v885_p008538,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v885_p008538.jpg,,,,,requires_independent_blind_review
OVT-B,955,ovtb_v955_p009048,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v955_p009048.jpg,,,,,requires_independent_blind_review
OVT-B,980,ovtb_v980_p009221,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v980_p009221.jpg,,,,,requires_independent_blind_review
BURST,1016,ovtb_v1016_p001337,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1016_p001337.jpg,,,,,requires_independent_blind_review
BURST,1018,ovtb_v1018_p001218,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1018_p001218.jpg,,,,,requires_independent_blind_review
BURST,1018,ovtb_v1018_p001229,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1018_p001229.jpg,,,,,requires_independent_blind_review
BURST,1019,ovtb_v1019_p001412,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1019_p001412.jpg,,,,,requires_independent_blind_review
BURST,1047,ovtb_v1047_p001559,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1047_p001559.jpg,,,,,requires_independent_blind_review
BURST,1056,ovtb_v1056_p001576,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1056_p001576.jpg,,,,,requires_independent_blind_review
BURST,1067,ovtb_v1067_p001268,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1067_p001268.jpg,,,,,requires_independent_blind_review
BURST,1078,ovtb_v1078_p001295,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1078_p001295.jpg,,,,,requires_independent_blind_review
BURST,108,ovtb_v108_p000162,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v108_p000162.jpg,,,,,requires_independent_blind_review
BURST,108,ovtb_v108_p000164,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v108_p000164.jpg,,,,,requires_independent_blind_review
BURST,1093,ovtb_v1093_p001315,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1093_p001315.jpg,,,,,requires_independent_blind_review
BURST,1100,ovtb_v1100_p001629,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1100_p001629.jpg,,,,,requires_independent_blind_review
BURST,112,ovtb_v112_p000255,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v112_p000255.jpg,,,,,requires_independent_blind_review
BURST,112,ovtb_v112_p000268,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v112_p000268.jpg,,,,,requires_independent_blind_review
BURST,1137,ovtb_v1137_p001384,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1137_p001384.jpg,,,,,requires_independent_blind_review
BURST,1138,ovtb_v1138_p001534,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1138_p001534.jpg,,,,,requires_independent_blind_review
BURST,1141,ovtb_v1141_p001472,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1141_p001472.jpg,,,,,requires_independent_blind_review
BURST,1155,ovtb_v1155_p001558,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1155_p001558.jpg,,,,,requires_independent_blind_review
BURST,1156,ovtb_v1156_p001689,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1156_p001689.jpg,,,,,requires_independent_blind_review
BURST,1167,ovtb_v1167_p001702,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1167_p001702.jpg,,,,,requires_independent_blind_review
BURST,1167,ovtb_v1167_p001703,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1167_p001703.jpg,,,,,requires_independent_blind_review
BURST,1167,ovtb_v1167_p001721,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1167_p001721.jpg,,,,,requires_independent_blind_review
BURST,1169,ovtb_v1169_p001488,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1169_p001488.jpg,,,,,requires_independent_blind_review
BURST,1170,ovtb_v1170_p001476,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1170_p001476.jpg,,,,,requires_independent_blind_review
BURST,1171,ovtb_v1171_p001599,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1171_p001599.jpg,,,,,requires_independent_blind_review
BURST,1171,ovtb_v1171_p001622,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1171_p001622.jpg,,,,,requires_independent_blind_review
BURST,1174,ovtb_v1174_p001729,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1174_p001729.jpg,,,,,requires_independent_blind_review
BURST,1175,ovtb_v1175_p001505,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1175_p001505.jpg,,,,,requires_independent_blind_review
BURST,1184,ovtb_v1184_p001651,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1184_p001651.jpg,,,,,requires_independent_blind_review
BURST,1184,ovtb_v1184_p001700,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1184_p001700.jpg,,,,,requires_independent_blind_review
BURST,118,ovtb_v118_p000124,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000124.jpg,,,,,requires_independent_blind_review
BURST,118,ovtb_v118_p000125,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000125.jpg,,,,,requires_independent_blind_review
BURST,118,ovtb_v118_p000126,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000126.jpg,,,,,requires_independent_blind_review
BURST,118,ovtb_v118_p000141,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000141.jpg,,,,,requires_independent_blind_review
BURST,118,ovtb_v118_p000152,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000152.jpg,,,,,requires_independent_blind_review
BURST,118,ovtb_v118_p000156,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000156.jpg,,,,,requires_independent_blind_review
BURST,118,ovtb_v118_p000158,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000158.jpg,,,,,requires_independent_blind_review
BURST,118,ovtb_v118_p000159,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000159.jpg,,,,,requires_independent_blind_review
BURST,118,ovtb_v118_p000171,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000171.jpg,,,,,requires_independent_blind_review
BURST,118,ovtb_v118_p000179,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000179.jpg,,,,,requires_independent_blind_review
BURST,118,ovtb_v118_p000180,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v118_p000180.jpg,,,,,requires_independent_blind_review
BURST,1198,ovtb_v1198_p001524,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1198_p001524.jpg,,,,,requires_independent_blind_review
BURST,1198,ovtb_v1198_p001534,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1198_p001534.jpg,,,,,requires_independent_blind_review
BURST,1198,ovtb_v1198_p001554,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1198_p001554.jpg,,,,,requires_independent_blind_review
BURST,1200,ovtb_v1200_p001515,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1200_p001515.jpg,,,,,requires_independent_blind_review
BURST,1200,ovtb_v1200_p001520,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1200_p001520.jpg,,,,,requires_independent_blind_review
BURST,1200,ovtb_v1200_p001557,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1200_p001557.jpg,,,,,requires_independent_blind_review
BURST,1203,ovtb_v1203_p001718,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1203_p001718.jpg,,,,,requires_independent_blind_review
BURST,1207,ovtb_v1207_p001561,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1207_p001561.jpg,,,,,requires_independent_blind_review
BURST,120,ovtb_v120_p000288,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v120_p000288.jpg,,,,,requires_independent_blind_review
BURST,120,ovtb_v120_p000326,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v120_p000326.jpg,,,,,requires_independent_blind_review
BURST,120,ovtb_v120_p000352,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v120_p000352.jpg,,,,,requires_independent_blind_review
BURST,120,ovtb_v120_p000378,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v120_p000378.jpg,,,,,requires_independent_blind_review
BURST,122,ovtb_v122_p000224,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v122_p000224.jpg,,,,,requires_independent_blind_review
BURST,1240,ovtb_v1240_p001781,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1240_p001781.jpg,,,,,requires_independent_blind_review
BURST,1244,ovtb_v1244_p001590,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1244_p001590.jpg,,,,,requires_independent_blind_review
BURST,1250,ovtb_v1250_p001739,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1250_p001739.jpg,,,,,requires_independent_blind_review
BURST,1258,ovtb_v1258_p001605,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1258_p001605.jpg,,,,,requires_independent_blind_review
BURST,1263,ovtb_v1263_p001796,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1263_p001796.jpg,,,,,requires_independent_blind_review
BURST,1263,ovtb_v1263_p001797,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1263_p001797.jpg,,,,,requires_independent_blind_review
BURST,1274,ovtb_v1274_p001753,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1274_p001753.jpg,,,,,requires_independent_blind_review
BURST,1276,ovtb_v1276_p001817,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1276_p001817.jpg,,,,,requires_independent_blind_review
BURST,1299,ovtb_v1299_p001790,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1299_p001790.jpg,,,,,requires_independent_blind_review
BURST,1299,ovtb_v1299_p001791,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1299_p001791.jpg,,,,,requires_independent_blind_review
BURST,1299,ovtb_v1299_p001806,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1299_p001806.jpg,,,,,requires_independent_blind_review
BURST,129,ovtb_v129_p000205,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v129_p000205.jpg,,,,,requires_independent_blind_review
BURST,129,ovtb_v129_p000211,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v129_p000211.jpg,,,,,requires_independent_blind_review
BURST,1301,ovtb_v1301_p001852,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1301_p001852.jpg,,,,,requires_independent_blind_review
BURST,1301,ovtb_v1301_p001854,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1301_p001854.jpg,,,,,requires_independent_blind_review
BURST,1344,ovtb_v1344_p001666,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1344_p001666.jpg,,,,,requires_independent_blind_review
BURST,1344,ovtb_v1344_p001672,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1344_p001672.jpg,,,,,requires_independent_blind_review
BURST,1348,ovtb_v1348_p001890,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1348_p001890.jpg,,,,,requires_independent_blind_review
BURST,1361,ovtb_v1361_p001717,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1361_p001717.jpg,,,,,requires_independent_blind_review
BURST,1376,ovtb_v1376_p001864,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1376_p001864.jpg,,,,,requires_independent_blind_review
BURST,1392,ovtb_v1392_p001750,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1392_p001750.jpg,,,,,requires_independent_blind_review
BURST,1396,ovtb_v1396_p001740,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1396_p001740.jpg,,,,,requires_independent_blind_review
BURST,1410,ovtb_v1410_p001959,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1410_p001959.jpg,,,,,requires_independent_blind_review
BURST,1418,ovtb_v1418_p001757,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1418_p001757.jpg,,,,,requires_independent_blind_review
BURST,141,ovtb_v141_p000225,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v141_p000225.jpg,,,,,requires_independent_blind_review
BURST,1423,ovtb_v1423_p001766,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1423_p001766.jpg,,,,,requires_independent_blind_review
BURST,1429,ovtb_v1429_p001895,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1429_p001895.jpg,,,,,requires_independent_blind_review
BURST,1431,ovtb_v1431_p001975,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1431_p001975.jpg,,,,,requires_independent_blind_review
BURST,1445,ovtb_v1445_p001771,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1445_p001771.jpg,,,,,requires_independent_blind_review
BURST,1452,ovtb_v1452_p001910,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1452_p001910.jpg,,,,,requires_independent_blind_review
BURST,1466,ovtb_v1466_p001776,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1466_p001776.jpg,,,,,requires_independent_blind_review
BURST,1467,ovtb_v1467_p001917,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1467_p001917.jpg,,,,,requires_independent_blind_review
BURST,1467,ovtb_v1467_p001919,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1467_p001919.jpg,,,,,requires_independent_blind_review
BURST,1467,ovtb_v1467_p001924,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1467_p001924.jpg,,,,,requires_independent_blind_review
BURST,1477,ovtb_v1477_p001800,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1477_p001800.jpg,,,,,requires_independent_blind_review
BURST,1477,ovtb_v1477_p001809,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1477_p001809.jpg,,,,,requires_independent_blind_review
BURST,148,ovtb_v148_p000420,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v148_p000420.jpg,,,,,requires_independent_blind_review
BURST,148,ovtb_v148_p000423,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v148_p000423.jpg,,,,,requires_independent_blind_review
BURST,148,ovtb_v148_p000432,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v148_p000432.jpg,,,,,requires_independent_blind_review
BURST,148,ovtb_v148_p000433,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v148_p000433.jpg,,,,,requires_independent_blind_review
BURST,1496,ovtb_v1496_p002016,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1496_p002016.jpg,,,,,requires_independent_blind_review
BURST,1497,ovtb_v1497_p001822,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1497_p001822.jpg,,,,,requires_independent_blind_review
BURST,1505,ovtb_v1505_p002033,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1505_p002033.jpg,,,,,requires_independent_blind_review
BURST,1505,ovtb_v1505_p002037,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1505_p002037.jpg,,,,,requires_independent_blind_review
