planning_block,rows,simulated_disagreements,simulated_disagreement_rate,mean_label_agreement,mean_cohens_kappa,min_cohens_kappa,max_cohens_kappa,target_reference,paper_use,abs_distance_to_0p84
audit2000_primary_distribution,2000,1620,0.81,0.19,-0.01942571191926243,-0.023872342079541583,-0.01726940402141667,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8594257119192624
audit2000_primary_distribution,2000,1640,0.82,0.18,-0.01952974771288765,-0.02316469832238422,-0.014185612045556748,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8595297477128876
audit2000_primary_distribution,2000,1660,0.83,0.17,-0.020220784797469925,-0.022320772849870028,-0.01705902067019285,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8602207847974699
audit2000_primary_distribution,2000,1680,0.84,0.16,-0.02229733960935086,-0.023887040881127936,-0.020440392918143684,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8622973396093508
audit2000_primary_distribution,2000,1700,0.85,0.15,-0.025400294560832516,-0.02906752559502805,-0.02321063031580494,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8654002945608325
audit2000_primary_distribution,2000,1720,0.86,0.14,-0.024735424281197828,-0.026992589531960036,-0.020748190619976917,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8647354242811978
audit2000_primary_distribution,2000,1740,0.87,0.13,-0.02809472210365687,-0.029747268062743568,-0.025623795886718082,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8680947221036568
audit2000_primary_distribution,2000,1760,0.88,0.12,-0.026275737391067023,-0.027797243634664782,-0.025518214456252478,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.866275737391067
audit2000_primary_distribution,2000,1780,0.89,0.11000000000000001,-0.026630890879808255,-0.0285848348456805,-0.024756800168106188,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8666308908798083
audit2000_primary_distribution,2000,1800,0.9,0.1,-0.02842483728991534,-0.03003761354018778,-0.027815837100325955,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8684248372899153
audit2000_primary_distribution,2000,1820,0.91,0.09,-0.03139949840261921,-0.033759636116608094,-0.026506136899257744,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8713994984026192
audit2000_primary_distribution,2000,1840,0.92,0.08,-0.03442758289389118,-0.03673215264190623,-0.03285807828334498,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8744275828938911
audit2000_primary_distribution,2000,1860,0.93,0.07,-0.03122087302936068,-0.03483672112541274,-0.02723554897732074,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8712208730293607
audit2000_primary_distribution,2000,1880,0.94,0.06,-0.0332186600943594,-0.036712584394883827,-0.028656847735805905,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8732186600943593
audit2000_primary_distribution,2000,1900,0.95,0.05,-0.03645819873140167,-0.03956018944069474,-0.034152336626382805,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8764581987314016
audit2000_primary_distribution,2000,1920,0.96,0.04,-0.03521638279838944,-0.03973634019306605,-0.03185558536173121,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8752163827983894
audit2000_primary_distribution,2000,1940,0.97,0.03,-0.0360735830437063,-0.03887758380636178,-0.034672184918319575,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8760735830437063
audit2000_primary_distribution,2000,1960,0.98,0.02,-0.038375583391319475,-0.04174140895525561,-0.03646286951091116,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8783755833913195
audit2000_primary_distribution,2000,1980,0.99,0.01,-0.039096781814686496,-0.040893717654424865,-0.035737386170238084,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8790967818146864
audit2000_primary_distribution,2000,2000,1.0,0.0,-0.038574076242565786,-0.03953345738432592,-0.03744367653439865,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8785740762425658
boundary500_primary_distribution,500,0,0.0,1.0,1.0,1.0,1.0,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.16000000000000003
boundary500_primary_distribution,500,5,0.01,0.99,0.9624714378892083,0.9622031053928609,0.9626441934134241,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.12247143788920833
boundary500_primary_distribution,500,10,0.02,0.9800000000000001,0.9268079467870182,0.9248617456119259,0.9274026106021227,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.0868079467870182
boundary500_primary_distribution,500,15,0.03,0.97,0.8919340460625605,0.8904549769955451,0.8934870906353849,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.05193404606256058
boundary500_primary_distribution,500,20,0.04,0.96,0.8595520333779751,0.8579969043325143,0.8611188267318481,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.019552033377975175
boundary500_primary_distribution,500,25,0.05,0.95,0.8296363171696026,0.8281952252016986,0.83175859377103,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.010363682830397347
boundary500_primary_distribution,500,30,0.06,0.9399999999999998,0.7993838092655141,0.7960238244173079,0.8023220569048903,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.04061619073448586
boundary500_primary_distribution,500,35,0.07,0.93,0.7711375372771379,0.7669121858309249,0.7762234185389308,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.06886246272286212
boundary500_primary_distribution,500,40,0.08,0.9200000000000002,0.7415928447781533,0.7364294092065209,0.7467617154361398,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.09840715522184662
boundary500_primary_distribution,500,45,0.09,0.9099999999999999,0.7164908409628458,0.7150816765860455,0.7179213940951547,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.1235091590371542
boundary500_primary_distribution,500,50,0.1,0.9,0.6904293275391041,0.681978349086006,0.6940548743177425,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.14957067246089584
boundary500_primary_distribution,500,55,0.11,0.89,0.667843531643667,0.6665049721076887,0.6712728315960601,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.17215646835633291
boundary500_primary_distribution,500,60,0.12,0.8800000000000001,0.6405165368692087,0.6325825770658045,0.6462389302265251,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.19948346313079124
boundary500_primary_distribution,500,65,0.13,0.8699999999999999,0.620070323262519,0.6095017242000794,0.625338636232636,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.21992967673748098
boundary500_primary_distribution,500,70,0.14,0.86,0.5931038580755572,0.5851802688031857,0.6018791305040211,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.24689614192444276
boundary500_primary_distribution,500,75,0.15,0.85,0.5721775479781579,0.5656555127002328,0.5789355490680441,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.2678224520218421
boundary500_primary_distribution,500,80,0.16,0.8400000000000001,0.5451027467498225,0.530384145768761,0.5587424158852731,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.29489725325017746
boundary500_primary_distribution,500,85,0.17,0.8299999999999998,0.5376458760256608,0.525006985191394,0.5465457455321419,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.30235412397433914
boundary500_primary_distribution,500,90,0.18,0.82,0.5162631765103398,0.5099373808875578,0.525781669880813,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.32373682348966015
boundary500_primary_distribution,500,95,0.19,0.8100000000000002,0.4878811872772747,0.47568271629467757,0.5075423772743769,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.35211881272272527
boundary500_primary_distribution,500,100,0.2,0.8,0.4742085262713446,0.4620416594938889,0.4875316449209263,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.3657914737286554
boundary500_primary_distribution,500,105,0.21,0.79,0.4612897008260899,0.4350586462929088,0.47662768789066007,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.3787102991739101
boundary500_primary_distribution,500,110,0.22,0.78,0.4483477036703185,0.4430718133581757,0.45373644273171526,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.39165229632968146
boundary500_primary_distribution,500,115,0.23,0.77,0.42725387550122884,0.4200706001008573,0.4377847742339207,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.4127461244987711
boundary500_primary_distribution,500,120,0.24,0.76,0.4163413540963388,0.4044487677052421,0.42644106681961563,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.42365864590366115
boundary500_primary_distribution,500,125,0.25,0.75,0.388755058836052,0.37443699329396457,0.4027026510445535,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.451244941163948
boundary500_primary_distribution,500,130,0.26,0.74,0.3748241331039174,0.3642783091759091,0.3810997381575817,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.4651758668960826
boundary500_primary_distribution,500,135,0.27,0.73,0.36071969100127055,0.3502430572267411,0.37792605153537073,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.4792803089987294
boundary500_primary_distribution,500,140,0.28,0.72,0.35744427714789306,0.33576254459880056,0.372742994883375,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.4825557228521069
boundary500_primary_distribution,500,145,0.29,0.71,0.33254228269094,0.31710073941506145,0.35030020611165863,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.50745771730906
boundary500_primary_distribution,500,150,0.3,0.7,0.31833336465300366,0.296118327201742,0.33490001330199964,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.5216666353469963
boundary500_primary_distribution,500,155,0.31,0.69,0.30948872262047356,0.28549038408349153,0.335613678642766,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.5305112773795264
boundary500_primary_distribution,500,160,0.32,0.68,0.2916377226834958,0.2625368731563422,0.31426416258796724,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.5483622773165042
boundary500_primary_distribution,500,165,0.33,0.67,0.2940525433364153,0.2783414975507349,0.3067576424718081,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.5459474566635847
boundary500_primary_distribution,500,170,0.34,0.66,0.25944319854165976,0.2511738950410091,0.2714930963257541,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.5805568014583402
boundary500_primary_distribution,500,175,0.35,0.65,0.24827251603935707,0.22670390271493218,0.2673839326830495,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.5917274839606429
boundary500_primary_distribution,500,180,0.36,0.64,0.24449117945031523,0.22131183000372034,0.2677628527959255,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.5955088205496848
boundary500_primary_distribution,500,185,0.37,0.63,0.23360478755327935,0.22268254355078612,0.24733720107081528,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.6063952124467207
boundary500_primary_distribution,500,190,0.38,0.62,0.22188065913100438,0.20186176245725754,0.23401304596728023,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.6181193408689956
