method,alpha1,candidate_budget_M,seeds,nonempty_rate,released_mean,released_std,utr_mean,utr_std,conservative_ftr_mean,conservative_ftr_std,audited_ftr_mean,margin_mean,margin_std
null_superset_no_audit,0.2,100,3,1.0,100.0,0.0,0.01,0.01,0.0033333333333333335,0.005773502691896258,0.0033333333333333335,3.3588827719052907,0.7210044210318288
null_superset_no_audit,0.2,125,3,1.0,125.0,0.0,0.016,0.013856406460551019,0.008,0.013856406460551019,0.002710027100271,1.6807469486245328,0.8312467294657829
null_superset_no_audit,0.2,150,3,1.0,140.33333333333334,14.224392195567917,0.02513715163484743,0.014789247948132276,0.017959183673469332,0.015555489445394729,0.0023148148148148,0.3803238148661056,0.1359430053534103
null_superset_no_audit,0.2,175,3,1.0,127.0,40.33608806019741,0.0247264502720215,0.02141967169257495,0.0181551439574546,0.01597769026954571,0.0025641025641025333,0.06070494657890383,0.04193716430238279
null_superset_no_audit,0.2,200,3,0.6666666666666666,21.666666666666668,18.823743871327334,0.0,0.0,0.0,0.0,0.0,3.379017408333249,2.150045406382035
null_superset_no_audit,0.2,250,3,0.0,0.0,0.0,0.0,0.0,,,,,
parc_track_gamma_tuned_uniform_scs,0.05,75,3,0.0,0.0,0.0,0.0,0.0,,,,,
parc_track_gamma_tuned_uniform_scs,0.05,100,3,0.0,0.0,0.0,0.0,0.0,,,,,
parc_track_gamma_tuned_uniform_scs,0.05,125,3,0.0,0.0,0.0,0.0,0.0,,,,,
parc_track_gamma_tuned_uniform_scs,0.05,150,3,0.0,0.0,0.0,0.0,0.0,,,,,
parc_track_gamma_tuned_uniform_scs,0.05,175,3,0.0,0.0,0.0,0.0,0.0,,,,,
parc_track_gamma_tuned_uniform_scs,0.05,200,3,0.0,0.0,0.0,0.0,0.0,,,,,
parc_track_gamma_tuned_uniform_scs,0.05,250,3,0.0,0.0,0.0,0.0,0.0,,,,,
parc_track_gamma_tuned_uniform_scs,0.1,75,3,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,3.439604111400662,0.05696642253118662
parc_track_gamma_tuned_uniform_scs,0.1,100,3,1.0,99.0,1.7320508075688772,0.0067697594501718,0.0058648227197774,0.0,0.0,0.0,0.44172101086526716,0.17565406316799817
parc_track_gamma_tuned_uniform_scs,0.1,125,3,0.3333333333333333,31.333333333333332,54.270925303824825,0.003546099290780133,0.006142024140315153,0.0,,0.0,0.1541745419295139,
parc_track_gamma_tuned_uniform_scs,0.1,150,3,0.0,0.0,0.0,0.0,0.0,,,,,
parc_track_gamma_tuned_uniform_scs,0.1,175,3,0.0,0.0,0.0,0.0,0.0,,,,,
parc_track_gamma_tuned_uniform_scs,0.1,200,3,0.0,0.0,0.0,0.0,0.0,,,,,
parc_track_gamma_tuned_uniform_scs,0.1,250,3,0.0,0.0,0.0,0.0,0.0,,,,,
parc_track_gamma_tuned_uniform_scs,0.2,75,3,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,8.439604111400662,0.05696642253118662
parc_track_gamma_tuned_uniform_scs,0.2,100,3,1.0,100.0,0.0,0.01,0.01,0.0033333333333333335,0.005773502691896258,0.0033333333333333335,4.941387446044302,1.0376959215842017
parc_track_gamma_tuned_uniform_scs,0.2,125,3,1.0,125.0,0.0,0.016,0.013856406460551019,0.008,0.013856406460551019,0.002710027100271,2.6037666455427377,1.100284962007169
parc_track_gamma_tuned_uniform_scs,0.2,150,3,1.0,147.33333333333334,4.61880215351701,0.024569640062597764,0.015179162006863416,0.017777777777777733,0.015396007178389981,0.0022675736961451,0.5994989182711778,0.5048828454990294
parc_track_gamma_tuned_uniform_scs,0.2,175,3,1.0,155.33333333333334,27.428695436227613,0.026092791375773732,0.01563452669206073,0.017507841459937234,0.015337142603290181,0.0019493177387914001,0.27646510187061196,0.1559178489469605
parc_track_gamma_tuned_uniform_scs,0.2,200,3,1.0,135.33333333333334,56.08327142146162,0.019811320754716966,0.01748619961373233,0.011666666666666667,0.020207259421636904,0.0017182130584192333,0.657608222916713,0.43437005641995213
parc_track_gamma_tuned_uniform_scs,0.2,250,3,0.3333333333333333,31.333333333333332,54.270925303824825,0.003546099290780133,0.006142024140315153,0.0,,0.0,0.1541745419295139,
post_filter_e_bh,0.05,75,3,0.0,0.0,0.0,0.0,0.0,,,,,
post_filter_e_bh,0.05,100,3,0.0,0.0,0.0,0.0,0.0,,,,,
post_filter_e_bh,0.05,125,3,0.0,0.0,0.0,0.0,0.0,,,,,
post_filter_e_bh,0.05,150,3,0.0,0.0,0.0,0.0,0.0,,,,,
post_filter_e_bh,0.05,175,3,0.0,0.0,0.0,0.0,0.0,,,,,
post_filter_e_bh,0.05,200,3,0.0,0.0,0.0,0.0,0.0,,,,,
post_filter_e_bh,0.05,250,3,0.0,0.0,0.0,0.0,0.0,,,,,
post_filter_e_bh,0.1,75,3,1.0,75.0,0.0,0.0,0.0,0.9555555555555556,0.007698003589194924,,3.439604111400662,0.05696642253118545
post_filter_e_bh,0.1,100,3,1.0,99.0,1.7320508075688772,0.0067697594501718,0.0058648227197774,0.956254295532646,0.005451584343073837,,0.44172101086526655,0.17565406316799914
post_filter_e_bh,0.1,125,3,0.3333333333333333,31.333333333333332,54.270925303824825,0.003546099290780133,0.006142024140315153,0.9574468085106383,,,0.1541745419295122,
post_filter_e_bh,0.1,150,3,0.0,0.0,0.0,0.0,0.0,,,,,
post_filter_e_bh,0.1,175,3,0.0,0.0,0.0,0.0,0.0,,,,,
post_filter_e_bh,0.1,200,3,0.0,0.0,0.0,0.0,0.0,,,,,
post_filter_e_bh,0.1,250,3,0.0,0.0,0.0,0.0,0.0,,,,,
post_filter_e_bh,0.2,75,3,1.0,75.0,0.0,0.0,0.0,0.9555555555555556,0.007698003589194924,,8.439604111400662,0.05696642253118555
post_filter_e_bh,0.2,100,3,1.0,100.0,0.0,0.01,0.01,0.9566666666666667,0.0057735026918962545,,4.941387446044302,1.0376959215842017
post_filter_e_bh,0.2,125,3,1.0,125.0,0.0,0.016,0.013856406460551019,0.9626666666666667,0.009237604307034013,,2.6037666455427377,1.100284962007169
post_filter_e_bh,0.2,150,3,1.0,147.33333333333334,4.61880215351701,0.024569640062597764,0.015179162006863416,0.9660406885758999,0.006754257187493322,,0.5994989182711778,0.5048828454990294
post_filter_e_bh,0.2,175,3,1.0,155.33333333333334,27.428695436227613,0.026092791375773732,0.01563452669206073,0.9676562083206859,0.009529801598846246,,0.27646510187061196,0.1559178489469605
post_filter_e_bh,0.2,200,3,1.0,135.33333333333334,56.08327142146162,0.019811320754716966,0.01748619961373233,0.961132075471698,0.018328127463518314,,0.657608222916713,0.43437005641995213
post_filter_e_bh,0.2,250,3,0.3333333333333333,31.333333333333332,54.270925303824825,0.003546099290780133,0.006142024140315153,0.9574468085106383,,,0.1541745419295122,
tracklet_e_bh,0.05,75,3,0.0,0.0,0.0,0.0,0.0,,,,,
tracklet_e_bh,0.05,100,3,0.0,0.0,0.0,0.0,0.0,,,,,
tracklet_e_bh,0.05,125,3,0.0,0.0,0.0,0.0,0.0,,,,,
tracklet_e_bh,0.05,150,3,0.0,0.0,0.0,0.0,0.0,,,,,
tracklet_e_bh,0.05,175,3,0.0,0.0,0.0,0.0,0.0,,,,,
tracklet_e_bh,0.05,200,3,0.0,0.0,0.0,0.0,0.0,,,,,
tracklet_e_bh,0.05,250,3,0.0,0.0,0.0,0.0,0.0,,,,,
tracklet_e_bh,0.1,75,3,1.0,75.0,0.0,0.0,0.0,0.9555555555555556,0.007698003589194924,,5.117485151558005,0.1606156031280001
tracklet_e_bh,0.1,100,3,1.0,100.0,0.0,0.01,0.01,0.9566666666666667,0.0057735026918962545,,2.6338833003383155,0.8638513356758424
tracklet_e_bh,0.1,125,3,1.0,125.0,0.0,0.016,0.013856406460551019,0.9626666666666667,0.009237604307034013,,0.760382442183999,0.8240100983274267
tracklet_e_bh,0.1,150,3,0.0,0.0,0.0,0.0,0.0,,,,,
tracklet_e_bh,0.1,175,3,0.0,0.0,0.0,0.0,0.0,,,,,
tracklet_e_bh,0.1,200,3,0.0,0.0,0.0,0.0,0.0,,,,,
tracklet_e_bh,0.1,250,3,0.0,0.0,0.0,0.0,0.0,,,,,
tracklet_e_bh,0.2,75,3,1.0,75.0,0.0,0.0,0.0,0.9555555555555556,0.007698003589194924,,10.117485151558006,0.16061560312799925
tracklet_e_bh,0.2,100,3,1.0,100.0,0.0,0.01,0.01,0.9566666666666667,0.0057735026918962545,,7.633883300338316,0.8638513356758419
tracklet_e_bh,0.2,125,3,1.0,125.0,0.0,0.016,0.013856406460551019,0.9626666666666667,0.009237604307034013,,5.760382442183999,0.8240100983274266
tracklet_e_bh,0.2,150,3,1.0,150.0,0.0,0.02666666666666663,0.011547005383792514,0.9666666666666668,0.00666666666666671,,3.4469398575934043,0.3944980926672037
tracklet_e_bh,0.2,175,3,1.0,175.0,0.0,0.03428571428571423,0.005714285714285752,0.9676190476190477,0.008728715609439781,,2.6813868076085767,0.2861077686081886
tracklet_e_bh,0.2,200,3,1.0,200.0,0.0,0.035,0.008660254037844387,0.9716666666666667,0.007637626158259704,,2.4809849941369664,0.38498023119479724
tracklet_e_bh,0.2,250,3,1.0,250.0,0.0,0.044000000000000004,0.012000000000000002,0.9746666666666667,0.008326663997864543,,1.2994042253250855,0.21081656946870497
tracklet_p_bh,0.05,75,3,1.0,75.0,0.0,0.0,0.0,0.9555555555555556,0.007698003589194924,,,
tracklet_p_bh,0.05,100,3,1.0,100.0,0.0,0.01,0.01,0.9566666666666667,0.0057735026918962545,,,
tracklet_p_bh,0.05,125,3,1.0,125.0,0.0,0.016,0.013856406460551019,0.9626666666666667,0.009237604307034013,,,
tracklet_p_bh,0.05,150,3,1.0,150.0,0.0,0.02666666666666663,0.011547005383792514,0.9666666666666668,0.00666666666666671,,,
tracklet_p_bh,0.05,175,3,1.0,175.0,0.0,0.03428571428571423,0.005714285714285752,0.9676190476190477,0.008728715609439781,,,
tracklet_p_bh,0.05,200,3,1.0,200.0,0.0,0.035,0.008660254037844387,0.9716666666666667,0.007637626158259704,,,
tracklet_p_bh,0.05,250,3,1.0,250.0,0.0,0.044000000000000004,0.012000000000000002,0.9746666666666667,0.008326663997864543,,,
tracklet_p_bh,0.1,75,3,1.0,75.0,0.0,0.0,0.0,0.9555555555555556,0.007698003589194924,,,
tracklet_p_bh,0.1,100,3,1.0,100.0,0.0,0.01,0.01,0.9566666666666667,0.0057735026918962545,,,
tracklet_p_bh,0.1,125,3,1.0,125.0,0.0,0.016,0.013856406460551019,0.9626666666666667,0.009237604307034013,,,
tracklet_p_bh,0.1,150,3,1.0,150.0,0.0,0.02666666666666663,0.011547005383792514,0.9666666666666668,0.00666666666666671,,,
tracklet_p_bh,0.1,175,3,1.0,175.0,0.0,0.03428571428571423,0.005714285714285752,0.9676190476190477,0.008728715609439781,,,
tracklet_p_bh,0.1,200,3,1.0,200.0,0.0,0.035,0.008660254037844387,0.9716666666666667,0.007637626158259704,,,
tracklet_p_bh,0.1,250,3,1.0,250.0,0.0,0.044000000000000004,0.012000000000000002,0.9746666666666667,0.008326663997864543,,,
tracklet_p_bh,0.2,75,3,1.0,75.0,0.0,0.0,0.0,0.9555555555555556,0.007698003589194924,,,
tracklet_p_bh,0.2,100,3,1.0,100.0,0.0,0.01,0.01,0.9566666666666667,0.0057735026918962545,,,
tracklet_p_bh,0.2,125,3,1.0,125.0,0.0,0.016,0.013856406460551019,0.9626666666666667,0.009237604307034013,,,
tracklet_p_bh,0.2,150,3,1.0,150.0,0.0,0.02666666666666663,0.011547005383792514,0.9666666666666668,0.00666666666666671,,,
tracklet_p_bh,0.2,175,3,1.0,175.0,0.0,0.03428571428571423,0.005714285714285752,0.9676190476190477,0.008728715609439781,,,
tracklet_p_bh,0.2,200,3,1.0,200.0,0.0,0.035,0.008660254037844387,0.9716666666666667,0.007637626158259704,,,
tracklet_p_bh,0.2,250,3,1.0,250.0,0.0,0.044000000000000004,0.012000000000000002,0.9746666666666667,0.008326663997864543,,,
unmatched_as_false_block,0.05,75,3,0.0,0.0,0.0,0.0,0.0,,,,,
unmatched_as_false_block,0.05,100,3,0.0,0.0,0.0,0.0,0.0,,,,,
unmatched_as_false_block,0.05,125,3,0.0,0.0,0.0,0.0,0.0,,,,,
unmatched_as_false_block,0.05,150,3,0.0,0.0,0.0,0.0,0.0,,,,,
unmatched_as_false_block,0.05,175,3,0.0,0.0,0.0,0.0,0.0,,,,,
unmatched_as_false_block,0.05,200,3,0.0,0.0,0.0,0.0,0.0,,,,,
unmatched_as_false_block,0.05,250,3,0.0,0.0,0.0,0.0,0.0,,,,,
unmatched_as_false_block,0.1,75,3,0.0,0.0,0.0,0.0,0.0,,,,,
unmatched_as_false_block,0.1,100,3,0.0,0.0,0.0,0.0,0.0,,,,,
unmatched_as_false_block,0.1,125,3,0.0,0.0,0.0,0.0,0.0,,,,,
unmatched_as_false_block,0.1,150,3,0.0,0.0,0.0,0.0,0.0,,,,,
unmatched_as_false_block,0.1,175,3,0.0,0.0,0.0,0.0,0.0,,,,,
unmatched_as_false_block,0.1,200,3,0.0,0.0,0.0,0.0,0.0,,,,,
unmatched_as_false_block,0.1,250,3,0.0,0.0,0.0,0.0,0.0,,,,,
unmatched_as_false_block,0.2,75,3,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0810203526526434,0.023177703434181136
unmatched_as_false_block,0.2,100,3,1.0,99.0,1.7320508075688772,0.0067697594501718,0.0058648227197774,0.0,0.0,0.0,0.3874835606838443,0.0903321072426684
unmatched_as_false_block,0.2,125,3,0.0,0.0,0.0,0.0,0.0,,,,,
unmatched_as_false_block,0.2,150,3,0.0,0.0,0.0,0.0,0.0,,,,,
unmatched_as_false_block,0.2,175,3,0.0,0.0,0.0,0.0,0.0,,,,,
unmatched_as_false_block,0.2,200,3,0.0,0.0,0.0,0.0,0.0,,,,,
unmatched_as_false_block,0.2,250,3,0.0,0.0,0.0,0.0,0.0,,,,,
