dataset,video_id,path_id,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,matched_gt_id,matched_iou,temporal_overlap,is_unmatched,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,frame_start,frame_end,clip_path,montage_path,method,candidate_budget_M,selected_rank,e_value,p_any,p_block,tau_k,self_consistency_margin,release_source,alpha1,seed,audit_label,needs_audit,verified_positive_for_calibration,audit_source,audit200_montage_path
BURST,2095,ovtb_v2095_p002683,canister,202,0.5792741142213345,0.5792741142213345,0.5792741142213345,8,0.875,,0.0,0.0,True,cat:202,unknown,canister,unknown,global,0,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v2095_p002683.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/039_ovtb_v2095_p002683.jpg
BURST,1348,ovtb_v1348_p001889,sweater,1062,0.5670705835024515,0.5670705835024515,0.5670705835024515,3,0.6666666666666666,3.0,0.0024713424277703,0.0,True,cat:1062,unknown,sweater,unknown,global,22,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v1348_p001889.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/040_ovtb_v1348_p001889.jpg
BURST,1273,ovtb_v1273_p001624,water bottle,1184,0.566316083073616,0.566316083073616,0.566316083073616,2,0.5,2.0,0.4959155262391027,0.0,True,cat:1184,unknown,water bottle,unknown,global,5,14,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v1273_p001624.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/041_ovtb_v1273_p001624.jpg
BURST,1067,ovtb_v1067_p001265,camera,191,0.5636337548494339,0.5636337548494339,0.5636337548494339,2,0.5,6.0,0.4592224154356924,0.0,True,cat:191,unknown,camera,unknown,global,11,28,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v1067_p001265.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/042_ovtb_v1067_p001265.jpg
BURST,1884,ovtb_v1884_p002281,truck,1144,0.563084751367569,0.563084751367569,0.563084751367569,2,0.5,,0.0,0.0,True,cat:1144,unknown,truck,unknown,global,17,22,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v1884_p002281.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/043_ovtb_v1884_p002281.jpg
BURST,1348,ovtb_v1348_p001893,trousers,1143,0.5600853264331818,0.5600853264331818,0.5600853264331818,5,0.8,,0.0,0.0,True,cat:1143,unknown,trousers,unknown,global,0,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v1348_p001893.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/044_ovtb_v1348_p001893.jpg
BURST,280,ovtb_v280_p000482,boat,118,0.5547589659690857,0.5547589659690857,0.5547589659690857,2,0.5,,0.0,0.0,True,cat:118,unknown,boat,unknown,global,11,22,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v280_p000482.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/045_ovtb_v280_p000482.jpg
BURST,1183,ovtb_v1183_p001502,truck,1144,0.5516300797462463,0.5516300797462463,0.5516300797462463,2,0.5,,0.0,0.0,True,cat:1144,unknown,truck,unknown,global,6,9,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v1183_p001502.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/046_ovtb_v1183_p001502.jpg
BURST,2632,ovtb_v2632_p003330,truck,1144,0.5473384112119675,0.5473384112119675,0.5473384112119675,2,0.5,,0.0,0.0,True,cat:1144,unknown,truck,unknown,global,4,6,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v2632_p003330.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/047_ovtb_v2632_p003330.jpg
BURST,2492,ovtb_v2492_p002986,umbrella,1155,0.5440308650334676,0.5440308650334676,0.5440308650334676,3,0.6666666666666666,,0.0,0.0,True,cat:1155,unknown,umbrella,unknown,global,6,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v2492_p002986.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/048_ovtb_v2492_p002986.jpg
BURST,1496,ovtb_v1496_p002020,telephone,1092,0.5436848700046539,0.5436848700046539,0.5436848700046539,2,0.5,1.0,0.0931921141992058,0.0,True,cat:1092,unknown,telephone,unknown,global,14,18,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v1496_p002020.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/049_ovtb_v1496_p002020.jpg
BURST,2958,ovtb_v2958_p003740,trousers,1143,0.5432457774877548,0.5432457774877548,0.5432457774877548,4,0.75,,0.0,0.0,True,cat:1143,unknown,trousers,unknown,global,0,13,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v2958_p003740.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/050_ovtb_v2958_p003740.jpg
BURST,280,ovtb_v280_p000477,boat,118,0.5399535596370697,0.5399535596370697,0.5399535596370697,2,0.5,,0.0,0.0,True,cat:118,unknown,boat,unknown,global,0,28,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v280_p000477.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/051_ovtb_v280_p000477.jpg
BURST,1348,ovtb_v1348_p001887,sweater,1062,0.5369881615042686,0.5369881615042686,0.5369881615042686,4,0.75,,0.0,0.0,True,cat:1062,unknown,sweater,unknown,global,0,17,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v1348_p001887.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/052_ovtb_v1348_p001887.jpg
BURST,2331,ovtb_v2331_p002754,turtle,1152,0.5361856669187546,0.5361856669187546,0.5361856669187546,2,0.5,,0.0,0.0,True,cat:1152,unknown,turtle,unknown,global,28,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v2331_p002754.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/053_ovtb_v2331_p002754.jpg
BURST,2280,ovtb_v2280_p002938,trousers,1143,0.5345666309197744,0.5345666309197744,0.5345666309197744,3,0.6666666666666666,,0.0,0.0,True,cat:1143,unknown,trousers,unknown,global,16,32,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v2280_p002938.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/054_ovtb_v2280_p002938.jpg
BURST,2738,ovtb_v2738_p003416,vacuum cleaner,1160,0.5319700390100479,0.5319700390100479,0.5319700390100479,8,0.875,2.0,0.6528144514068936,0.125,True,cat:1160,unknown,vacuum cleaner,unknown,global,0,31,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v2738_p003416.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/055_ovtb_v2738_p003416.jpg
