dataset,video_id,path_id,split,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,frame_start,frame_end,path_length,candidate_rank,is_dummy,matched_gt_id,matched_iou,temporal_overlap,matched_frames,is_matched_to_gt,is_unmatched,audit_label,verified_positive_for_calibration,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,fallback_level,score_source
OVIS,1909,ovtb_v1909_p000253,cal,person,669,0.7823902368545532,0.7823902368545532,0.7823902368545532,2,0.5,17,51,2,18,False,13123.0,0.9764932840315782,1.0,2,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVIS,1903,ovtb_v1903_p000186,test,poultry,716,0.7768875002861023,0.7768875002861023,0.7768875002861023,5,0.8,0,46,5,19,False,13101.0,0.9857322959814506,1.0,5,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1896,ovtb_v1896_p000091,cal,person,669,0.7761457562446594,0.7761457562446594,0.7761457562446594,2,0.5,22,77,2,20,False,13045.0,0.9391123726484726,1.0,2,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVIS,1908,ovtb_v1908_p000242,test,cow,251,0.7723963061968485,0.7723963061968485,0.7723963061968485,6,0.8333333333333334,0,47,6,21,False,13120.0,0.9757044005842916,1.0,6,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1903,ovtb_v1903_p000188,test,poultry,716,0.7673546075820923,0.7673546075820923,0.7673546075820923,3,0.6666666666666666,0,69,3,22,False,13100.0,0.9799288689617868,1.0,3,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1899,ovtb_v1899_p000133,tune,poultry,716,0.7635903060436249,0.7635903060436249,0.7635903060436249,2,0.5,75,88,2,23,False,13065.0,0.950934638239252,1.0,2,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1901,ovtb_v1901_p000160,cal,poultry,716,0.7612746804952621,0.7612746804952621,0.7612746804952621,4,0.75,29,51,4,24,False,13081.0,0.9899609401876092,1.0,4,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1897,ovtb_v1897_p000095,test,cow,251,0.7568239212036133,0.7568239212036133,0.7568239212036133,5,0.8,0,443,5,25,False,13046.0,0.9891624579824574,1.0,5,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1907,ovtb_v1907_p000237,cal,cow,251,0.7559715410073599,0.7559715410073599,0.7559715410073599,6,0.8333333333333334,0,47,6,26,False,13116.0,0.9913429380345292,1.0,6,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1896,ovtb_v1896_p000082,cal,cow,251,0.7555629114309946,0.7555629114309946,0.7555629114309946,6,0.8333333333333334,0,55,6,27,False,13040.0,0.9851167406541804,1.0,6,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1899,ovtb_v1899_p000132,tune,poultry,716,0.7551562488079071,0.7551562488079071,0.7551562488079071,2,0.5,63,75,2,28,False,13066.0,0.9870754800953871,1.0,2,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1897,ovtb_v1897_p000101,test,person,669,0.7549989819526672,0.7549989819526672,0.7549989819526672,1,0.0,127,127,1,29,False,13049.0,0.9632483568268216,1.0,1,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVIS,1899,ovtb_v1899_p000134,tune,poultry,716,0.7526082694530487,0.7526082694530487,0.7526082694530487,2,0.5,75,88,2,30,False,13066.0,0.95587929164467,1.0,2,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1894,ovtb_v1894_p000068,test,poultry,716,0.7522457639376322,0.7522457639376322,0.7522457639376322,3,0.6666666666666666,68,114,3,31,False,13024.0,0.9829531338788582,1.0,3,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1897,ovtb_v1897_p000102,test,person,669,0.7510610222816467,0.7510610222816467,0.7510610222816467,1,0.0,190,190,1,32,False,13049.0,0.979135657813666,1.0,1,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVIS,1911,ovtb_v1911_p000270,cal,cow,251,0.749966487288475,0.749966487288475,0.749966487288475,8,0.875,0,33,8,33,False,13129.0,0.9812418725776638,0.875,7,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1903,ovtb_v1903_p000187,test,poultry,716,0.748682303088052,0.748682303088052,0.748682303088052,7,0.8571428571428571,0,81,7,34,False,13099.0,0.9870606404754824,1.0,7,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1897,ovtb_v1897_p000097,test,cow,251,0.7466951310634613,0.7466951310634613,0.7466951310634613,2,0.5,190,443,2,35,False,13046.0,0.952073146781648,1.0,2,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1894,ovtb_v1894_p000049,test,poultry,716,0.7446296016375223,0.7446296016375223,0.7446296016375223,3,0.6666666666666666,0,91,3,36,False,13034.0,0.976836785711654,1.0,3,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1896,ovtb_v1896_p000092,cal,person,669,0.7425005435943604,0.7425005435943604,0.7425005435943604,1,0.0,33,33,1,37,False,13045.0,0.1729693155536458,0.0,0,False,True,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVIS,1900,ovtb_v1900_p000138,cal,person,669,0.7400471717119217,0.7400471717119217,0.7400471717119217,6,0.8333333333333334,0,92,6,38,False,13073.0,0.992870974390877,1.0,6,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVIS,1903,ovtb_v1903_p000195,test,poultry,716,0.7332366704940796,0.7332366704940796,0.7332366704940796,2,0.5,35,46,2,39,False,13097.0,0.990567733101197,1.0,2,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1909,ovtb_v1909_p000256,cal,person,669,0.733035683631897,0.733035683631897,0.733035683631897,1,0.0,34,34,1,40,False,13123.0,0.964612430515934,1.0,1,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVIS,1903,ovtb_v1903_p000193,test,poultry,716,0.7321419517199198,0.7321419517199198,0.7321419517199198,3,0.6666666666666666,23,46,3,41,False,13099.0,0.9720912678414072,1.0,3,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1894,ovtb_v1894_p000050,test,poultry,716,0.7311010360717773,0.7311010360717773,0.7311010360717773,8,0.875,0,159,8,42,False,13031.0,0.989741339118237,1.0,8,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1897,ovtb_v1897_p000094,test,cow,251,0.7234358446938651,0.7234358446938651,0.7234358446938651,7,0.8571428571428571,0,380,7,43,False,13046.0,0.9942183754240234,1.0,7,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1894,ovtb_v1894_p000063,test,poultry,716,0.7224981307983398,0.7224981307983398,0.7224981307983398,5,0.8,45,159,5,44,False,13023.0,0.9883043110709,1.0,5,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1896,ovtb_v1896_p000093,cal,person,669,0.7166228294372559,0.7166228294372559,0.7166228294372559,1,0.0,66,66,1,45,False,13045.0,0.7347816979681416,1.0,1,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVIS,1903,ovtb_v1903_p000185,test,poultry,716,0.7142649352550506,0.7142649352550506,0.7142649352550506,5,0.8,0,81,5,46,False,13096.0,0.9833442462598874,1.0,5,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1894,ovtb_v1894_p000072,test,poultry,716,0.7136611938476562,0.7136611938476562,0.7136611938476562,1,0.0,159,159,1,47,False,13035.0,0.9716968629953396,1.0,1,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1905,ovtb_v1905_p000223,cal,poultry,716,0.712360143661499,0.712360143661499,0.712360143661499,1,0.0,22,22,1,48,False,13108.0,0.6823824648589419,1.0,1,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1903,ovtb_v1903_p000189,test,poultry,716,0.7105995416641235,0.7105995416641235,0.7105995416641235,3,0.6666666666666666,0,23,3,49,False,13098.0,0.9760058033461004,1.0,3,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1896,ovtb_v1896_p000090,cal,person,669,0.7083615660667419,0.7083615660667419,0.7083615660667419,2,0.5,11,55,2,50,False,13045.0,0.9683641836576228,1.0,2,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVIS,1904,ovtb_v1904_p000205,test,cow,251,0.7059413075447083,0.7059413075447083,0.7059413075447083,5,0.8,0,34,5,51,False,13104.0,0.9880504196915076,1.0,5,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1892,ovtb_v1892_p000000,cal,poultry,716,0.7040841579437256,0.7040841579437256,0.7040841579437256,4,0.75,0,159,4,52,False,12998.0,0.9922481250124472,1.0,4,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1903,ovtb_v1903_p000202,test,poultry,716,0.7021413147449493,0.7021413147449493,0.7021413147449493,2,0.5,69,81,2,53,False,13097.0,0.9675120444621328,1.0,2,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1908,ovtb_v1908_p000245,test,cow,251,0.6967898830771446,0.6967898830771446,0.6967898830771446,4,0.75,20,40,4,54,False,13120.0,0.9879960362217096,1.0,4,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1910,ovtb_v1910_p000267,test,cow,251,0.693454255660375,0.693454255660375,0.693454255660375,6,0.8333333333333334,22,77,6,55,False,13126.0,0.9789874618989318,1.0,6,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1897,ovtb_v1897_p000104,test,person,669,0.6932217180728912,0.6932217180728912,0.6932217180728912,2,0.5,316,443,2,56,False,13050.0,0.970282356828343,1.0,2,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVIS,1906,ovtb_v1906_p000232,cal,cow,251,0.6897467225790024,0.6897467225790024,0.6897467225790024,6,0.8333333333333334,0,57,6,57,False,13112.0,0.9556687802763552,1.0,6,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1909,ovtb_v1909_p000248,cal,cow,251,0.6877766102552414,0.6877766102552414,0.6877766102552414,4,0.75,17,120,4,58,False,13122.0,0.9758555333205904,1.0,4,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1896,ovtb_v1896_p000083,cal,cow,251,0.6872527971863747,0.6872527971863747,0.6872527971863747,8,0.875,0,77,8,59,False,13041.0,0.9914835605985132,1.0,8,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1895,ovtb_v1895_p000073,cal,poultry,716,0.686231621674129,0.686231621674129,0.686231621674129,7,0.8571428571428571,0,170,7,60,False,13036.0,0.9823309616385124,1.0,7,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1895,ovtb_v1895_p000080,cal,poultry,716,0.6855662763118744,0.6855662763118744,0.6855662763118744,2,0.5,146,170,2,61,False,13036.0,0.9483318205106944,1.0,2,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1905,ovtb_v1905_p000226,cal,poultry,716,0.6812012592951456,0.6812012592951456,0.6812012592951456,3,0.6666666666666666,28,39,3,62,False,13111.0,0.9361623140371356,1.0,3,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1894,ovtb_v1894_p000071,test,poultry,716,0.6785277724266052,0.6785277724266052,0.6785277724266052,1,0.0,114,114,1,63,False,13034.0,0.6385538049012704,1.0,1,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1894,ovtb_v1894_p000066,test,poultry,716,0.6733067408204079,0.6733067408204079,0.6733067408204079,4,0.75,45,136,4,64,False,13033.0,0.9713626117159804,1.0,4,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1905,ovtb_v1905_p000215,cal,poultry,716,0.6686961613595486,0.6686961613595486,0.6686961613595486,8,0.875,0,39,8,65,False,13110.0,0.9154428626998812,0.875,7,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1903,ovtb_v1903_p000192,test,poultry,716,0.6648098627726237,0.6648098627726237,0.6648098627726237,3,0.6666666666666666,23,46,3,66,False,13098.0,0.9256388836924226,1.0,3,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1910,ovtb_v1910_p000264,test,cow,251,0.6646873354911804,0.6646873354911804,0.6646873354911804,1,0.0,0,0,1,67,False,13126.0,0.9290722216364006,1.0,1,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1903,ovtb_v1903_p000191,test,poultry,716,0.664149264494578,0.664149264494578,0.664149264494578,3,0.6666666666666666,12,58,3,68,False,13096.0,0.9873360608119984,1.0,3,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1894,ovtb_v1894_p000059,test,poultry,716,0.6588456034660339,0.6588456034660339,0.6588456034660339,1,0.0,23,23,1,69,False,13029.0,0.9774074386698002,1.0,1,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1901,ovtb_v1901_p000155,cal,poultry,716,0.6563019454479218,0.6563019454479218,0.6563019454479218,8,0.875,0,51,8,70,False,13080.0,0.9853964911887254,1.0,8,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1908,ovtb_v1908_p000243,test,cow,251,0.652915719896555,0.652915719896555,0.652915719896555,8,0.875,0,47,8,71,False,13118.0,0.9933676676913712,1.0,8,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1904,ovtb_v1904_p000208,test,cow,251,0.6502535243829092,0.6502535243829092,0.6502535243829092,6,0.8333333333333334,17,59,6,72,False,13105.0,0.9566014220617322,1.0,6,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1904,ovtb_v1904_p000206,test,cow,251,0.6491942763328552,0.6491942763328552,0.6491942763328552,5,0.8,0,51,5,73,False,13103.0,0.9539066136573848,1.0,5,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1910,ovtb_v1910_p000266,test,cow,251,0.6488608896732331,0.6488608896732331,0.6488608896732331,5,0.8,11,77,5,74,False,13126.0,0.9945401438799204,1.0,5,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1909,ovtb_v1909_p000250,cal,cow,251,0.6455812305212021,0.6455812305212021,0.6455812305212021,4,0.75,51,103,4,75,False,13121.0,0.9542642944164,1.0,4,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1904,ovtb_v1904_p000210,test,cow,251,0.6383330921332041,0.6383330921332041,0.6383330921332041,3,0.6666666666666666,42,59,3,76,False,13104.0,0.8991225328780762,1.0,3,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1903,ovtb_v1903_p000204,test,poultry,716,0.6363569498062134,0.6363569498062134,0.6363569498062134,1,0.0,81,81,1,77,False,13099.0,0.9737978747765498,1.0,1,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1902,ovtb_v1902_p000173,test,cow,251,0.6344636380672455,0.6344636380672455,0.6344636380672455,2,0.5,17,119,2,78,False,13085.0,0.8186872169166375,1.0,2,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1894,ovtb_v1894_p000054,test,poultry,716,0.6315361261367798,0.6315361261367798,0.6315361261367798,5,0.8,0,159,5,79,False,13023.0,0.9854577138794168,1.0,5,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1903,ovtb_v1903_p000198,test,poultry,716,0.6292134523391724,0.6292134523391724,0.6292134523391724,2,0.5,58,69,2,80,False,13102.0,0.928512583974544,1.0,2,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1897,ovtb_v1897_p000099,test,person,669,0.6284013390541077,0.6284013390541077,0.6284013390541077,2,0.5,0,127,2,81,False,13048.0,0.95877866452679,1.0,2,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVIS,1892,ovtb_v1892_p000005,cal,poultry,716,0.6281668146451315,0.6281668146451315,0.6281668146451315,3,0.6666666666666666,0,68,3,82,False,12991.0,0.9860179472358642,1.0,3,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1901,ovtb_v1901_p000157,cal,poultry,716,0.6266557015478611,0.6266557015478611,0.6266557015478611,8,0.875,0,51,8,83,False,13080.0,0.965485641237188,1.0,8,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1899,ovtb_v1899_p000127,tune,poultry,716,0.6254159510135651,0.6254159510135651,0.6254159510135651,4,0.75,25,88,4,84,False,13067.0,0.9634571253502894,1.0,4,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1892,ovtb_v1892_p000002,cal,poultry,716,0.6248369564612707,0.6248369564612707,0.6248369564612707,6,0.8333333333333334,0,114,6,85,False,12999.0,0.953648407985128,1.0,6,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1894,ovtb_v1894_p000062,test,poultry,716,0.6237008273601532,0.6237008273601532,0.6237008273601532,5,0.8,23,114,5,86,False,13032.0,0.98816697198134,1.0,5,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1901,ovtb_v1901_p000154,cal,poultry,716,0.6219881057739258,0.6219881057739258,0.6219881057739258,5,0.8,0,36,5,87,False,13075.0,0.9746327044028548,1.0,5,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1909,ovtb_v1909_p000252,cal,person,669,0.620182067155838,0.620182067155838,0.620182067155838,2,0.5,0,86,2,88,False,13123.0,0.9586347475752358,1.0,2,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVIS,1907,ovtb_v1907_p000239,cal,cow,251,0.6190440229007176,0.6190440229007176,0.6190440229007176,7,0.8571428571428571,0,40,7,89,False,13117.0,0.9897204712645082,1.0,7,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1906,ovtb_v1906_p000235,cal,cow,251,0.6186456203460693,0.6186456203460693,0.6186456203460693,5,0.8,24,57,5,90,False,13112.0,0.937409789287811,0.8,4,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1901,ovtb_v1901_p000156,cal,poultry,716,0.6161234577496847,0.6161234577496847,0.6161234577496847,6,0.8333333333333334,0,36,6,91,False,13077.0,0.9799966644544976,1.0,6,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1894,ovtb_v1894_p000061,test,poultry,716,0.6120863780379295,0.6120863780379295,0.6120863780379295,4,0.75,23,159,4,92,False,13033.0,0.970147972900198,1.0,4,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1900,ovtb_v1900_p000141,cal,poultry,716,0.6101470036166055,0.6101470036166055,0.6101470036166055,7,0.8571428571428571,0,92,7,93,False,13069.0,0.9469859977933778,1.0,7,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1900,ovtb_v1900_p000149,cal,poultry,716,0.606487512588501,0.606487512588501,0.606487512588501,2,0.5,66,79,2,94,False,13074.0,0.9575729657934712,1.0,2,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1903,ovtb_v1903_p000200,test,poultry,716,0.6063409248987833,0.6063409248987833,0.6063409248987833,3,0.6666666666666666,58,81,3,95,False,13098.0,0.9672261657010298,1.0,3,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1907,ovtb_v1907_p000241,cal,cow,251,0.6043976247310638,0.6043976247310638,0.6043976247310638,2,0.5,40,47,2,96,False,13115.0,0.9382092434610456,1.0,2,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1894,ovtb_v1894_p000069,test,poultry,716,0.6018343170483907,0.6018343170483907,0.6018343170483907,3,0.6666666666666666,68,136,3,97,False,13026.0,0.9763880753426843,1.0,3,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1903,ovtb_v1903_p000194,test,poultry,716,0.6009078025817871,0.6009078025817871,0.6009078025817871,1,0.0,23,23,1,98,False,13102.0,0.9223648394135384,1.0,1,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1895,ovtb_v1895_p000074,cal,poultry,716,0.6000073509556907,0.6000073509556907,0.6000073509556907,7,0.8571428571428571,0,170,7,99,False,13038.0,0.963710393813849,1.0,7,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1902,ovtb_v1902_p000165,test,cow,251,0.5968728065490723,0.5968728065490723,0.5968728065490723,1,0.0,0,0,1,100,False,13085.0,0.8227240875710147,1.0,1,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1906,ovtb_v1906_p000233,cal,cow,251,0.5967549582322439,0.5967549582322439,0.5967549582322439,6,0.8333333333333334,0,41,6,101,False,13113.0,0.9688107125504216,1.0,6,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1894,ovtb_v1894_p000052,test,poultry,716,0.5956428200006485,0.5956428200006485,0.5956428200006485,4,0.75,0,91,4,102,False,13026.0,0.9689404429715256,1.0,4,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1908,ovtb_v1908_p000244,test,cow,251,0.5947084799408913,0.5947084799408913,0.5947084799408913,4,0.75,0,20,4,103,False,13118.0,0.9883213613097032,1.0,4,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1902,ovtb_v1902_p000181,test,cow,251,0.5932180086771647,0.5932180086771647,0.5932180086771647,3,0.6666666666666666,51,85,3,104,False,13085.0,0.8577450851494258,1.0,3,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
OVIS,1895,ovtb_v1895_p000076,cal,poultry,716,0.5926274408896764,0.5926274408896764,0.5926274408896764,6,0.8333333333333334,0,170,6,105,False,13039.0,0.9709103511780616,1.0,6,True,False,,no,cat:716,unknown,poultry,unknown,global,0,final_score_proxy
OVIS,1896,ovtb_v1896_p000087,cal,cow,251,0.5796774583203452,0.5796774583203452,0.5796774583203452,7,0.8571428571428571,0,77,7,106,False,13043.0,0.987604583002854,1.0,7,True,False,,no,cat:251,unknown,cow,unknown,global,0,final_score_proxy
