method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic,seed,method_family,runtime_sec,baseline_note,selection_protocol,selected_M,selected_M_by_tune,selection_metric,selection_status,tune_released,tune_margin,tune_tau,tune_max_e,tune_video_count,tune_internal_cal_videos,tune_internal_val_videos
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.05,final_score_proxy,498.0,336.0,162.0,336.0,336.0,336.0,162.0,0.0,0.5,0.1718188575604124,0.002004008016032,0.0029673590504451,0.0029673590504451,11.169153951844516,9.17877987534291,20.0,True,9.17877987534291,5.123839913199809,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1286.0,,,150.0,20.0,-16.530747301548317,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,2,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,3.0,100.0,50.0,50.0
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.05,final_score_proxy,498.0,336.0,162.0,336.0,336.0,336.0,162.0,0.0,0.1718188575604124,0.1718188575604124,0.002004008016032,0.0029673590504451,0.0029673590504451,29.48402829688038,21.301306726787537,20.0,True,21.301306726787537,8.534686322374078,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1286.0,,,150.0,20.0,-15.748795607843803,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,2,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,3.695713657335295,100.0,50.0,50.0
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.05,final_score_proxy,498.0,325.0,173.0,325.0,325.0,325.0,173.0,0.0,0.1728041701966084,0.1728041701966084,0.002004008016032,0.0030674846625766,0.0030674846625766,29.472144552343703,20.72417910987153,20.0,True,20.72417910987153,8.311187643762743,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,78.0,1208.0,,,150.0,20.0,-15.856038016393793,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,2,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,3.621524592899221,100.0,50.0,50.0
confidence_threshold,,,0.05,,,,,,,,,,,,,,,,,,,,,150,,,150,149,1,,,,,,,,,0.0066666666666666,,,1.0,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001356690190732,score_threshold_from_calibration_null_quantile,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
tracklet_p_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,150,,,150,149,1,,,,,,,,,0.0066666666666666,,,1.0,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001319909933954,tracklet_level_p_bh,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
tracklet_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,2,diagnostic_baseline,0.0002742940559983,tracklet_level_e_self_consistency,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
post_filter_e_bh,,,0.05,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,2,diagnostic_baseline,0.0002355990000069,block_evalue_post_filter,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
greedy_score_no_risk,,,0.05,,,,,,,,,,,,,,,,,,,,,150,,,150,149,1,,,,,,,,,0.0066666666666666,,,1.0,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001080529764294,top_m_by_score_no_risk_control,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,498.0,346.0,152.0,346.0,346.0,346.0,152.0,0.0,0.5,0.1709599035136983,0.002004008016032,0.0028818443804034,0.0028818443804034,11.169153951844516,9.313968005098578,10.0,True,9.313968005098578,8.320387558019052,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1216.0,,,150.0,10.0,-4.622578065032774,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,0,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,2.958039891549808,100.0,50.0,50.0
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,498.0,346.0,152.0,346.0,346.0,346.0,152.0,0.0,0.1709599035136983,0.1709599035136983,0.002004008016032,0.0028818443804034,0.0028818443804034,29.493601004141784,21.82374391726804,10.0,True,21.82374391726804,18.464486362252853,150,150.0,0.0,126,116,10,9.0,0.0,1.0,0.0,9.0,9.0,0.0,1.0,0.0793650793650793,0.0,0.0,0.0079365079365079,0.84,0.0,1216.0,11.904761904761903,0.3799031636804688,106.0,14.150943396226412,7.672800521041623,12.284665068442372,20.30960441745444,21.82374391726804,,,0,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,3.621524592899221,100.0,50.0,50.0
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,498.0,333.0,165.0,333.0,333.0,333.0,165.0,0.0,0.1720832451335447,0.1720832451335447,0.002004008016032,0.0029940119760479,0.0029940119760479,29.48093378850489,21.14416661026871,10.0,True,21.14416661026871,17.892430596632725,150,150.0,0.0,126,116,10,9.0,0.0,1.0,0.0,9.0,9.0,0.0,1.0,0.0793650793650793,0.0,0.0,0.0079365079365079,0.84,55.0,1161.0,11.904761904761903,0.006637713462112,106.0,14.150943396226412,6.993223214042295,11.911399618224015,19.678648040102885,21.14416661026871,,,0,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,3.472042129251371,100.0,50.0,50.0
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,140,10,,,,,,,,,0.0666666666666666,0.0,,0.9266666666666666,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0002340200589969,score_threshold_from_calibration_null_quantile,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,140,10,,,,,,,,,0.0666666666666666,0.0,,0.9266666666666666,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001301340525969,tracklet_level_p_bh,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,126,116,10,,,,,,,,,0.0793650793650793,0.0,,0.9285714285714286,0.84,,,11.904761904761903,0.1472088884320452,,,,,,,,,0,diagnostic_baseline,0.0003634939203038,tracklet_level_e_self_consistency,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,126,116,10,,,,,,,,,0.0793650793650793,0.0,,0.9285714285714286,0.84,,,11.904761904761903,0.006637713462112,,,,,,,,,0,diagnostic_baseline,0.0003566610394045,block_evalue_post_filter,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,140,10,,,,,,,,,0.0666666666666666,0.0,,0.9266666666666666,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.000130611937493,top_m_by_score_no_risk_control,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,498.0,332.0,166.0,332.0,332.0,332.0,166.0,0.0,0.5,0.1721720845735255,0.002004008016032,0.003003003003003,0.003003003003003,11.169153951844516,9.12414379544733,10.0,True,9.12414379544733,5.915756454388951,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1090.0,,,150.0,10.0,-5.919558847379367,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,1,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,2.958039891549808,100.0,50.0,50.0
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,498.0,332.0,166.0,332.0,332.0,332.0,166.0,0.0,0.1721720845735255,0.1721720845735255,0.002004008016032,0.003003003003003,0.003003003003003,29.47987841501076,21.09174389599088,10.0,True,21.09174389599088,10.916368504854846,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1090.0,,,150.0,10.0,-4.434738090613315,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,3.621524592899221,100.0,50.0,50.0
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,498.0,319.0,179.0,319.0,319.0,319.0,179.0,0.0,0.1733606712818504,0.1733606712818504,0.002004008016032,0.003125,0.003125,29.465010746333103,20.408264599127435,10.0,True,20.408264599127435,10.570359459477736,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,71.0,1019.0,,,150.0,10.0,-4.604769779873226,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,3.546971704258885,100.0,50.0,50.0
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,141,9,,,,,,,,,0.06,0.0,,0.9466666666666668,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001344491029158,score_threshold_from_calibration_null_quantile,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,141,9,,,,,,,,,0.06,0.0,,0.9466666666666668,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001328410580754,tracklet_level_p_bh,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.0002621799940243,tracklet_level_e_self_consistency,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.0002364231040701,block_evalue_post_filter,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,141,9,,,,,,,,,0.06,0.0,,0.9466666666666668,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00011252600234,top_m_by_score_no_risk_control,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,498.0,336.0,162.0,336.0,336.0,336.0,162.0,0.0,0.5,0.1718188575604124,0.002004008016032,0.0029673590504451,0.0029673590504451,11.169153951844516,9.17877987534291,10.0,True,9.17877987534291,5.123839913199809,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1286.0,,,150.0,10.0,-6.530747301548317,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,2,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,3.0,100.0,50.0,50.0
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,498.0,336.0,162.0,336.0,336.0,336.0,162.0,0.0,0.1718188575604124,0.1718188575604124,0.002004008016032,0.0029673590504451,0.0029673590504451,29.48402829688038,21.301306726787537,10.0,True,21.301306726787537,8.534686322374078,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1286.0,,,150.0,10.0,-5.748795607843805,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,2,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,3.695713657335295,100.0,50.0,50.0
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,498.0,325.0,173.0,325.0,325.0,325.0,173.0,0.0,0.1728041701966084,0.1728041701966084,0.002004008016032,0.0030674846625766,0.0030674846625766,29.472144552343703,20.72417910987153,10.0,True,20.72417910987153,8.311187643762743,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,78.0,1208.0,,,150.0,10.0,-5.856038016393794,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,2,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,3.621524592899221,100.0,50.0,50.0
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,149,1,,,,,,,,,0.0066666666666666,,,1.0,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.000129974912852,score_threshold_from_calibration_null_quantile,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,149,1,,,,,,,,,0.0066666666666666,,,1.0,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001318460563197,tracklet_level_p_bh,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,2,diagnostic_baseline,0.0002713149879127,tracklet_level_e_self_consistency,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,2,diagnostic_baseline,0.0002373369643464,block_evalue_post_filter,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,149,1,,,,,,,,,0.0066666666666666,,,1.0,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001077560009434,top_m_by_score_no_risk_control,tune_fallback_M,150,150,shared_parc_feasible_first_release_max,shared_from_parc_full:no_feasible_M_on_tune_fallback,0,-inf,,,,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,498.0,346.0,152.0,346.0,346.0,346.0,152.0,0.0,0.5,0.1709599035136983,0.002004008016032,0.0028818443804034,0.0028818443804034,11.169153951844516,9.313968005098578,5.0,True,9.313968005098578,8.320387558019052,150,150.0,0.0,150,140,10,9.0,0.0,1.0,0.0,11.0,11.0,0.0,1.0,0.0666666666666666,0.0,0.0,0.0066666666666666,1.0,0.0,1216.0,5.0,0.3774219349672263,106.0,7.075471698113207,2.238496306985372,5.377421934967226,8.320387558019052,9.313968005098578,,,0,certified_or_core_baseline,,,tune_fallback_M,150,150,feasible_first_release_max,no_feasible_M_on_tune_fallback,0,-inf,inf,2.958039891549808,100.0,50.0,50.0
