candidate_rank,selected_order,selected_for_kappa083_review,target_file,boundary_sample_id,dataset,video_id,path_id,pending_montage_path,hard_score,primary_label,primary_verified_positive_for_calibration,primary_reason,primary_confidence,candidate_second_reviewer_label,candidate_second_reviewer_verified_positive_for_calibration,candidate_second_reviewer_reason,candidate_second_reviewer_confidence,human_review_decision,human_review_notes
16,11,yes,boundary_challenge/audit_boundary_challenge_500_ai_prefill_for_human_review.csv,boundary_0383,OVT-B,46,ovtb_v46_p002634,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v46_p002634.jpg,13,actually_true,no,user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,confirmed_disagreement,human_review_confirmed_true_disagreement_primary_true_second_uncertain
17,12,yes,boundary_challenge/audit_boundary_challenge_500_ai_prefill_for_human_review.csv,boundary_0416,OVT-B,49,ovtb_v49_p002655,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v49_p002655.jpg,13,actually_true,no,user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,confirmed_disagreement,human_review_confirmed_true_disagreement_primary_true_second_uncertain
18,13,yes,boundary_challenge/audit_boundary_challenge_500_ai_prefill_for_human_review.csv,boundary_0447,OVT-B,63,ovtb_v63_p002753,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v63_p002753.jpg,13,actually_true,no,user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,confirmed_disagreement,human_review_confirmed_true_disagreement_primary_true_second_uncertain
19,14,yes,boundary_challenge/audit_boundary_challenge_500_ai_prefill_for_human_review.csv,boundary_0208,OVT-B,96,ovtb_v96_p002946,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v96_p002946.jpg,13,actually_true,no,user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,confirmed_disagreement,human_review_confirmed_true_disagreement_primary_true_second_uncertain
21,15,yes,boundary_challenge/audit_boundary_challenge_500_ai_prefill_for_human_review.csv,boundary_0197,OVT-B,97,ovtb_v97_p002959,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v97_p002959.jpg,13,actually_true,no,user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,confirmed_disagreement,human_review_confirmed_true_disagreement_primary_true_second_uncertain
22,16,yes,boundary_challenge/audit_boundary_challenge_500_ai_prefill_for_human_review.csv,boundary_0473,OVT-B,99,ovtb_v99_p002965,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v99_p002965.jpg,13,actually_true,no,user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,confirmed_disagreement,human_review_confirmed_true_disagreement_primary_true_second_uncertain
23,17,yes,boundary_challenge/audit_boundary_challenge_500_ai_prefill_for_human_review.csv,boundary_0363,OVT-B,217,ovtb_v217_p003651,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v217_p003651.jpg,13,actually_true,no,user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,confirmed_disagreement,human_review_confirmed_true_disagreement_primary_true_second_uncertain
26,18,yes,boundary_challenge/audit_boundary_challenge_500_ai_prefill_for_human_review.csv,boundary_0417,OVT-B,222,ovtb_v222_p003707,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v222_p003707.jpg,13,actually_true,no,user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,confirmed_disagreement,human_review_confirmed_true_disagreement_primary_true_second_uncertain
28,19,yes,boundary_challenge/audit_boundary_challenge_500_ai_prefill_for_human_review.csv,boundary_0133,OVT-B,245,ovtb_v245_p003873,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v245_p003873.jpg,13,actually_true,no,user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,confirmed_disagreement,human_review_confirmed_true_disagreement_primary_true_second_uncertain
30,20,yes,boundary_challenge/audit_boundary_challenge_500_ai_prefill_for_human_review.csv,boundary_0409,OVT-B,335,ovtb_v335_p004550,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v335_p004550.jpg,13,actually_true,no,user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,confirmed_disagreement,human_review_confirmed_true_disagreement_primary_true_second_uncertain
31,21,yes,boundary_challenge/audit_boundary_challenge_500_ai_prefill_for_human_review.csv,boundary_0096,OVT-B,445,ovtb_v445_p005259,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v445_p005259.jpg,13,actually_true,no,user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,confirmed_disagreement,human_review_confirmed_true_disagreement_primary_true_second_uncertain
32,22,yes,boundary_challenge/audit_boundary_challenge_500_ai_prefill_for_human_review.csv,boundary_0453,OVT-B,469,ovtb_v469_p005431,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v469_p005431.jpg,13,actually_true,no,user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,confirmed_disagreement,human_review_confirmed_true_disagreement_primary_true_second_uncertain
33,23,yes,boundary_challenge/audit_boundary_challenge_500_ai_prefill_for_human_review.csv,boundary_0097,OVT-B,646,ovtb_v646_p006725,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v646_p006725.jpg,13,actually_true,no,user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,confirmed_disagreement,human_review_confirmed_true_disagreement_primary_true_second_uncertain
34,24,yes,boundary_challenge/audit_boundary_challenge_500_ai_prefill_for_human_review.csv,boundary_0486,OVT-B,651,ovtb_v651_p006761,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v651_p006761.jpg,13,actually_true,no,user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,confirmed_disagreement,human_review_confirmed_true_disagreement_primary_true_second_uncertain
35,25,yes,boundary_challenge/audit_boundary_challenge_500_ai_prefill_for_human_review.csv,boundary_0435,OVT-B,666,ovtb_v666_p006889,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v666_p006889.jpg,13,actually_true,no,user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,uncertain,no,ai_prefill_from_existing_audit_for_human_review:user_second_review_upgraded_from_uncertain_to_actual_true_nonverified,medium,confirmed_disagreement,human_review_confirmed_true_disagreement_primary_true_second_uncertain
