material_id,formula,mp_e_above_hull,alex_e_above_hull,mp_stable_exact,alex_stable_exact,discordant,score_alignn_ff,score_chgnet,score_mace_mp
mp-1001034,Mg(InSe2)2,0.035784261785716,0.0357842617857149,False,False,False,-1.459423337663923,-3.954408645629883,-3.709926060267857
mp-1001080,H2CO3,0.004742672083333,0.005291064583333,False,False,False,-5.175692240397136,-6.644555568695068,-6.308872222900391
mp-10014,TaS2,0.0,0.0,True,True,False,-5.787137985229492,-8.121171951293945,-7.755179723103841
mp-10015,SiOs,0.027129491249997,0.0394055745833323,False,False,False,-6.209609508514404,-8.616270065307617,-8.594314575195312
mp-1001571,CaFeO3,0.0521472515,0.0521472515000001,False,False,False,-4.797862243652344,-7.217103958129883,-6.36165771484375
mp-1001581,LiC6,0.000490129480517,0.0,False,True,True,-6.689506530761719,-8.196990966796875,-8.183677128383092
mp-1001600,HfB12,0.056437771153838,0.0415730637179478,False,False,False,-5.92332282433143,-7.070993900299072,-7.128459050105168
mp-1001603,LuNiC2,0.0,0.0,True,True,False,-5.26342248916626,-7.52599287033081,-7.53074836730957
mp-1001604,LuTlS2,0.0,0.0,True,True,False,-3.24872088432312,-5.517077922821045,-5.26585578918457
mp-1001606,LuFeC2,0.0,0.0,True,True,False,-6.071038246154785,-8.16822338104248,-8.135932922363281
mp-1001611,LuTlSe2,0.0,0.0,True,True,False,-2.458149671554565,-5.050719738006592,-4.819944858551025
mp-1001612,LuSi,0.0,0.0,True,True,False,-3.812342882156372,-5.713164806365967,-5.7805891036987305
mp-1001613,LuGa,0.0,0.0,True,True,False,-1.3735744953155518,-4.380345821380615,-4.382272720336914
mp-1001614,LuCoC2,0.0,0.0,True,True,False,-5.909749031066895,-7.868504524230957,-7.881148815155029
mp-1001615,LiZrSe2,0.0,2.8549999999683e-06,True,False,True,-3.8453619480133057,-5.926835060119629,-5.717221736907959
mp-1001780,LuCuS2,0.0,0.0,True,True,False,-3.04386043548584,-5.817653656005859,-5.595599174499512
mp-1001783,LiSnS2,0.061395118906249,0.0732138028125,False,False,False,-2.4829702377319336,-4.5446062088012695,-4.257028102874756
mp-1001784,LiTiS2,0.003245874999999,0.0180941050000003,False,False,False,-4.295376777648926,-6.167610168457031,-5.928459644317627
mp-1001786,LiScS2,0.0,0.0,True,True,False,-4.216054439544678,-6.116971015930176,-5.896666526794434
mp-1001787,LiRh3,0.0,0.0,True,True,False,-3.2766976356506348,-6.09901762008667,-6.129008293151856
mp-1001833,InBi,0.0,0.0259400624999996,True,False,True,-0.4354985356330871,-3.2356820106506348,-3.28548550605774
mp-1001835,LiB,0.0,0.0063941525000004,True,False,True,-3.6219303607940674,-4.434252738952637,-4.471939086914063
mp-1001836,MnGa,0.0,0.0,True,True,False,-2.49151611328125,-6.182096004486084,-6.163163185119629
mp-1002063,SnS2,0.076658843333333,0.0650476666666675,False,False,False,-2.2348947525024414,-4.710699081420898,-4.374178250630696
mp-10021,Ga,0.083391994999999,0.0158072325000002,False,False,False,0.6995004415512085,-2.9965837001800537,-3.0118746757507324
mp-1002104,LaPt,0.0,0.0,True,True,False,-4.218296051025391,-6.647620677947998,-6.676017284393311
mp-1002106,HfPd,0.103404907499999,0.0609042625000011,False,False,False,-5.530345916748047,-8.280482292175293,-8.18571949005127
mp-1002107,LaRh,0.0,0.0289058224999996,True,False,True,-4.115533828735352,-6.874582290649414,-6.882546901702881
mp-1002109,VCo,0.0,0.0979241560416657,True,False,True,-5.297118186950684,-8.224569320678711,-8.151252746582031
mp-1002114,VH,0.013288825,0.0311609424999996,False,False,False,-4.804723739624023,-6.534472942352295,-6.390795707702637
mp-1002115,LaPd,0.0,0.0,True,True,False,-3.357924461364746,-5.867446422576904,-5.893697738647461
mp-1002122,HfIr,0.042428189999998,0.0905904487499977,False,False,False,-7.685578346252441,-10.382904052734377,-10.314529418945312
mp-1002123,KZrS2,0.0,0.0107850187499991,True,False,True,-4.020956039428711,-6.214319705963135,-5.980847358703613
mp-1002133,LaGa,0.0,0.0,True,True,False,-1.771085262298584,-4.564122676849365,-4.580206871032715
mp-1002136,LaAu,0.0,0.0,True,True,False,-2.582226514816284,-4.922429084777832,-4.935739040374756
mp-10025,SiRu2,0.036985155833331,0.0277274466666668,False,False,False,-5.8109391530354815,-8.428217887878418,-8.387851079305014
mp-1002568,MgMn2O4,0.071549737857137,0.0715497378571443,False,False,False,-5.253867558070591,-7.926450252532959,-7.0623915536063055
mp-1002570,KMnO2,0.028029100416667,0.0280291004166679,False,False,False,-4.362641334533691,-6.931856632232666,-6.191423416137695
mp-1002572,LiMnO2,0.042556031874999,0.0425560318749997,False,False,False,-5.145620822906494,-7.332874298095703,-6.572450160980225
mp-1002573,MnHO2,0.012777187421873,0.0128068514843588,False,False,False,-5.206418514251709,-7.324538230895996,-6.576853275299072
mp-1002574,KMnO2,0.093602645416667,0.0936026454166674,False,False,False,-4.34788703918457,-6.879660606384277,-6.115535259246826
mp-10026,ScTe,0.0,0.0,True,True,False,-3.736146926879883,-6.053478240966797,-5.917959690093994
mp-10032,Ge2Os,0.0,0.0,True,True,False,-3.409629503885905,-6.878105640411377,-6.872419357299805
mp-10033,NbS2,0.0,0.0,True,True,False,-5.245489756266276,-7.50014591217041,-7.136905034383138
mp-1003311,CaMn2O4,0.083968494999998,0.0393498989285721,False,False,False,-5.486128670828683,-8.107739448547363,-7.238921574183872
mp-1003312,KMn4O8,0.006818451410256,0.0068184514102584,False,False,False,-5.318807748647837,-7.846524238586426,-6.930669931265024
mp-1003313,Li2Mn3O6,0.044186239090902,0.0409431178787942,False,False,False,-5.393104553222656,-7.591362476348877,-6.762232000177557
mp-1003314,KMn2O4,0.000468158571428,0.0,False,True,True,-5.0017869131905695,-7.548000812530518,-6.695473807198661
mp-1003316,KMn4O8,0.00781912448718,0.0078191244871801,False,False,False,-5.392700782189002,-7.846088886260986,-6.944206824669471
mp-1003317,Mn3HO6,0.03371158980208,0.0237046650937449,False,False,False,-5.570899581909179,-7.787322044372559,-6.892578125
mp-1003322,CaMnO2,0.043864950624999,0.0171806693749996,False,False,False,-5.035903930664063,-7.857836723327637,-7.1268391609191895
mp-1003402,CaMnO2,0.046893344999999,0.0202090637500003,False,False,False,-5.008370876312256,-7.854635238647461,-7.1233649253845215
mp-1003483,CaMn4O8,0.028905956842955,0.0269792663942229,False,False,False,-5.591163635253906,-8.157886505126953,-7.22965592604417
mp-1003486,CaMnO2,0.051909011249999,0.0252247299999996,False,False,False,-5.042074680328369,-7.854623794555664,-7.123372077941895
mp-10036,Ce3AlC,0.0,0.0,True,True,False,-4.037162017822266,-6.329605579376221,-6.370066833496094
mp-1003637,LiMn3O6,0.029378997508326,0.0206683623750025,False,False,False,-5.556869125366211,-7.845152854919434,-6.940377807617187
mp-10037,AlCo3C,0.021354330499999,0.0213587625000002,False,False,False,-4.93225326538086,-7.051746845245361,-7.092942810058593
mp-1003769,Li3Mn4O8,0.064444198000007,0.0587532538888968,False,False,False,-5.345672607421875,-7.505592823028564,-6.695075988769531
mp-1003856,MgMnO2,0.041349101875001,0.0146648206250006,False,False,False,-4.7631425857543945,-7.598536014556885,-6.884975433349609
mp-10039,Pr3AlC,0.054900408666668,0.0549914953333345,False,False,False,-3.6436656951904296,-5.629197597503662,-5.61890869140625
mp-1004373,LiMnO2,0.017628958124999,0.011029531250001,False,False,False,-5.2062764167785645,-7.360650062561035,-6.605442523956299
mp-1004375,MgMn4O8,0.042390792996801,0.0400509206249939,False,False,False,-5.52523686335637,-8.040021896362305,-7.106290377103365
mp-10044,BAs,0.080389767499999,0.0802916925000003,False,False,False,-4.427464485168457,-5.765933036804199,-5.691648006439209
mp-10045,Ba5As3,0.009240693990385,0.0092406939903852,False,False,False,-2.182244777679444,-3.960196733474731,-3.967076778411865
mp-1004525,SmB12,0.038252772692306,0.0174502603846162,False,False,False,-5.729714613694411,-6.781383991241455,-6.767669677734375
mp-1004528,CsB3PbF12,0.0,0.0,True,True,False,-3.59033203125,-5.952044486999512,-5.601526596966912
mp-10046,V2AsC,0.0,0.0,True,True,False,-6.199159145355225,-8.53670597076416,-8.57400131225586
mp-10047,Ca5As3,0.0,0.0,True,True,False,-1.97159481048584,-4.143429756164551,-4.1312689781188965
mp-1004753,PrB12,0.06963110730769,0.0696311073076918,False,False,False,-5.811008159930889,-6.771125793457031,-6.72317387507512
mp-1004756,NdB12,0.07411886807692,0.0497157788461537,False,False,False,-5.791161757249099,-6.78495979309082,-6.743509732759916
mp-1004758,Mn3(HO3)2,0.016911048503782,0.0123786267613574,False,False,False,-5.407507809725675,-7.541117191314697,-6.718942122025923
mp-10049,MnAsRu,0.0,0.0,True,True,False,-4.932204352484809,-7.895993709564209,-7.883132934570312
mp-1005,FeP,0.0,0.0,True,True,False,-4.782537460327148,-7.5083327293396,-7.509382247924805
mp-10051,TeAs,0.090813455833334,0.0908134558333335,False,False,False,-2.1903624534606934,-3.788895606994629,-3.8205716609954834
mp-10052,TiAs,0.01102338625,0.0107554575000001,False,False,False,-5.078507900238037,-7.162715435028076,-7.195254325866699
mp-10054,ZrAs,0.062737618749999,0.06659829125,False,False,False,-5.529401779174805,-7.750575065612793,-7.735691070556641
mp-10055,Co2B4Mo,0.012413880000002,0.012864218571428,False,False,False,-6.168308258056641,-7.729216575622559,-7.801960536411831
mp-1005689,Sm6GaCo2,0.0,0.0,True,True,False,-2.485105302598741,-5.277811050415039,-5.270030127631293
mp-1005693,Sm2InHg,0.0,0.0,True,True,False,-0.7460770010948181,-3.610156297683716,-3.5932393074035645
mp-10057,VCoB3,0.0,0.0,True,True,False,-6.210944366455078,-7.811694622039795,-7.850783538818359
mp-1005752,Sm3In,0.011247223749999,0.0101447662499998,False,False,False,-1.7037429809570312,-4.488335609436035,-4.484954833984375
mp-1005753,Sm2AlGe6,0.01337301111111,0.0144639684027776,False,False,False,-1.963186899820964,-4.952798366546631,-4.986313713921441
mp-1005755,SmGe2Pt,0.0,0.0,True,True,False,-2.7962446212768555,-5.857485294342041,-5.886265754699707
mp-1005761,SmGd3,0.002222463750001,0.0037759474999994,False,False,False,-1.9737104177474976,-11.690871238708496,-11.729721069335938
mp-10058,YbCo3B2,0.0,0.0,True,True,False,-4.532196680704753,-6.450056076049805,-6.440080006917317
mp-1005831,Tb2Co3Ge5,0.0,0.0,True,True,False,-2.79909553527832,-5.934745788574219,-5.951469421386719
mp-1005895,Sm3Gd,0.635473080000004,0.0244251975000002,False,False,False,-2.0160601139068604,-7.013377666473389,-7.048092842102051
mp-10059,ZrCo3B2,0.051944160000001,0.0119649749999997,False,False,False,-5.622999827067058,-7.74322509765625,-7.782084147135417
mp-1006057,LaPrIn2,0.012041219583331,0.0042238905000004,False,False,False,-1.4291729927062988,-4.29306173324585,-4.29447603225708
mp-1006068,Gd2AgRh,0.013761679999994,0.0232953899999994,False,False,False,-2.516489028930664,-10.14042854309082,-10.119661331176758
mp-1006118,P2S7,0.001651957777777,0.0028504627777774,False,False,False,-2.984937243991428,-4.836385726928711,-4.519842359754774
mp-1006132,Hf3Pb,0.031697170000001,0.0274011045833351,False,False,False,-5.435810565948486,-8.449915885925293,-8.391716957092285
mp-1006146,Eu(MgBi)2,0.0,0.0,True,True,False,-1.0395889282226562,-4.780253410339356,-4.781572341918945
mp-10062,Ba2NdNb(CuO4)2,0.004804307678565,0.0046538528571415,False,False,False,-4.837523324148996,-7.405125617980957,-7.029386792864118
mp-1006223,GdB12,0.017602166538461,0.0052198003846148,False,False,False,-5.698292658879207,-7.511763095855713,-7.4972410935622
mp-1006242,EuInNi5,0.0,0.0,True,True,False,-1.5970159258161272,-6.15660285949707,-6.156116485595703
mp-1006246,CeSm3,0.077930782500001,0.0779257437499998,False,False,False,-2.141941547393799,-4.923822402954102,-4.942989349365234
mp-1006256,CeYTl2,0.0,0.0039507625000005,True,False,True,-1.725950002670288,-4.589711666107178,-4.575821876525879
mp-1006282,Nd7Co3,0.064786025249999,0.0203161413749999,False,False,False,-2.802260398864746,-5.549671649932861,-5.534073638916016
mp-10063,CdSnSb2,0.0,0.0,True,True,False,-0.6779336929321289,-3.355785846710205,-3.2956435680389404
mp-1006322,Ce(FeB)4,0.0,0.0,True,True,False,-5.435614691840278,-7.861714363098144,-7.875500996907552
mp-1006323,CeLu3,0.024845188749999,0.0531174775000007,False,False,False,-2.1662230491638184,-4.8215765953063965,-4.814732551574707
mp-1006324,Ce(YS2)3,0.0,0.0,True,True,False,-5.1701606750488285,-7.371941566467285,-7.080701446533203
mp-1006351,CeY3,0.075232209999999,0.0752271712499998,False,False,False,-3.513701200485229,-6.2423505783081055,-6.231833457946777
mp-1006352,Er2Co3Ge5,0.0,0.0,True,True,False,-2.778686141967773,-5.916205406188965,-5.924081039428711
mp-1006372,AgSO4,0.011683758124999,0.0131206575,False,False,False,-3.503253618876139,-5.814975738525391,-5.36024284362793
mp-1006399,CeZnIn,0.0,0.0,True,True,False,-0.4417978525161743,-3.680251121520996,-3.659673055013021
mp-10068,Ce2MnN3,0.0,0.0,True,True,False,-6.599108378092448,-9.102203369140623,-8.931575775146484
mp-1006885,KNdS2,0.0,0.0,True,True,False,-3.4528937339782715,-5.614227771759033,-5.381750106811523
mp-1006888,KYS2,0.0,0.0,True,True,False,-3.8074309825897217,-6.0700459480285645,-5.845524787902832
mp-1006891,KSmSe2,0.0,0.0,True,True,False,-2.9882607460021973,-5.189093112945557,-4.953192710876465
mp-10069,Ce(P3Ru)4,0.0,0.0,True,True,False,-5.001914978027344,-7.03411865234375,-7.0279693603515625
mp-1007,DySb,0.0,0.0,True,True,False,-3.2933449745178223,-5.57602071762085,-5.481834888458252
mp-10074,GeSe2,0.012493755416668,0.0119731864583334,False,False,False,-1.841005007425944,-4.420411586761475,-4.115288098653157
mp-10076,Hf3(NiGe)4,0.0,0.0,True,True,False,-3.4821864041415127,-7.136851787567139,-7.153172579678622
mp-1007636,KLuS2,0.0,0.0,True,True,False,-3.541490077972412,-5.572439670562744,-5.34788703918457
mp-1007637,KNaH2,0.05538761,0.0554635724999998,False,False,False,-1.3821768760681152,-2.520646572113037,-2.402827024459839
mp-1007652,InAs,0.007695065,0.0062672425000003,False,False,False,-1.3526030778884888,-3.845093965530396,-3.916280746459961
mp-1007656,HfPd3,0.014758419999946,0.0141194093749996,False,False,False,-4.472805023193359,-7.201957702636719,-7.245557308197021
mp-1007661,InSb,0.00578149,0.0169120599999996,False,False,False,-0.806647777557373,-3.5706257820129395,-3.537707090377808
mp-1007663,HoTlTe2,0.0,0.0,True,True,False,-2.130290508270264,-4.547669410705566,-4.348394393920898
mp-1007664,InPd3,0.00557642875,0.0057658812499994,False,False,False,-2.131617307662964,-5.006248474121094,-5.026947975158691
mp-1007665,HoTlS2,0.0,0.0,True,True,False,-3.222994089126587,-5.539836406707764,-5.2873077392578125
mp-1007666,HoAu,0.0,0.0,True,True,False,-2.295683622360229,-4.799871444702148,-4.820448398590088
mp-1007691,HfPt,0.0,0.0,True,True,False,-6.713362693786621,-9.10167121887207,-9.149820327758787
mp-1007692,HfPd,0.0,0.0,True,True,False,-5.576983451843262,-8.28967571258545,-8.254804611206055
mp-1007730,HfAl3,0.026835965,0.0232024625000004,False,False,False,-3.875786304473877,-5.681353092193604,-5.737849235534668
mp-1007755,HfAu,0.0,0.0,True,True,False,-4.757156848907471,-7.070091247558594,-7.163965702056885
mp-1007758,HfCd,0.0,0.0,True,True,False,-2.582965612411499,-5.503267288208008,-5.497721195220947
mp-1007760,Ge,0.016676869999999,0.0080238387500006,False,False,False,-0.9137502908706664,-4.4573655128479,-4.59738826751709
mp-1007786,HfIr,0.0,0.0481622587499988,True,False,True,-7.417722702026367,-10.35816764831543,-10.334850311279297
mp-10078,TbTiGe,0.022427913333334,0.0224279133333338,False,False,False,-3.2644335428873696,-6.389808654785156,-6.387599945068359
mp-1007821,GaCo2Ni,0.094408476346153,0.0944084763461541,False,False,False,-2.535661220550537,-5.860930442810059,-5.847247123718262
mp-1007852,FeCo3,0.056625132499999,0.0440756700000006,False,False,False,-4.373630523681641,-7.381731986999512,-7.431796550750732
mp-1007853,Fe3Ni,0.059104549999999,0.0591737399999994,False,False,False,-3.7311952114105225,-7.709836006164551,-7.722025394439697
mp-1007855,FeNi3,0.0170325225,0.017415757500002,False,False,False,-2.2463600635528564,-6.449581623077393,-6.488278388977051
mp-1007857,Ga,0.124538465,0.0159280925000002,False,False,False,0.7378090620040894,-2.9818968772888184,-2.999706983566284
mp-1007862,Fe3Ni,0.0763760375,0.0764452274999998,False,False,False,-3.7391746044158936,-7.720232486724853,-7.731621742248535
mp-1007881,FeB,0.0,0.0056426325000016,True,False,True,-5.56697416305542,-7.9351091384887695,-7.935239315032959
mp-1007900,EuTlS2,0.025886427962962,0.0221168433796288,False,False,False,-3.277571439743042,-6.688395977020264,-6.417710304260254
mp-1007907,ErTlTe2,0.0,0.0,True,True,False,-2.1041817665100098,-4.533309459686279,-4.3347578048706055
mp-1007908,DyTlTe2,0.0,0.0,True,True,False,-2.152874231338501,-4.558188438415527,-4.367665767669678
mp-1007910,NaEuS2,0.0,0.0,True,True,False,-3.482236862182617,-6.701158046722412,-6.469435214996338
mp-1007918,DyAu,0.0,0.0,True,True,False,-2.2839488983154297,-4.804488658905029,-4.82739782333374
mp-1007922,CuI,0.058090902500001,0.0642071450000001,False,False,False,0.6001145839691162,-3.0978446006774902,-2.9174675941467285
mp-1007923,CrNi3,0.0401541225,0.0,False,True,True,-2.712282419204712,-6.7499284744262695,-6.766420841217041
mp-1007974,CrNi3,0.007950109999999,0.0082715750000001,False,False,False,-2.712862491607666,-6.7540130615234375,-6.705417633056641
mp-1007976,Cs,0.054916592068963,0.0549200295689655,False,False,False,1.521221160888672,-0.8613659143447876,-0.8176368474960327
mp-1008224,CrCo2Si,0.018480944374999,0.0184809443750006,False,False,False,-5.137124061584473,-7.588034152984619,-7.621637344360352
mp-1008274,Co3W,0.147030472499999,0.0366282274999996,False,False,False,-5.799304008483887,-8.61668586730957,-8.573236465454102
mp-1008279,Co3Mo,0.184290395000001,0.0521968287500005,False,False,False,-5.326272010803223,-8.062105178833008,-8.05091667175293
mp-1008280,CrCo3,0.155228284999999,0.0629424287500004,False,False,False,-4.904720306396484,-7.674012184143066,-7.684211254119873
mp-1008349,Co3Ni,0.015651018749998,0.0259728562500001,False,False,False,-3.5910089015960693,-6.685360431671143,-6.707177639007568
mp-1008376,CeH3,0.049830533203126,0.0,False,True,True,-3.729624509811402,-4.682342052459717,-4.488310813903809
mp-1008487,BW,0.014054896250002,0.0114018725000004,False,False,False,-8.290010452270508,-10.157838821411133,-10.180425643920898
mp-1008488,BiPd,0.0,0.0,True,True,False,-2.072556257247925,-4.829770565032959,-4.862868309020996
mp-1008492,BrCl,0.0006782575,0.0,False,True,True,0.147999882698059,-2.046582221984864,-1.784797430038452
mp-1008500,BaO,0.018888297499998,0.0257679574999993,False,False,False,-4.072655200958252,-6.190234661102295,-5.887228965759277
mp-1008501,Be,0.050546004999999,0.0500438649999996,False,False,False,-2.416001796722412,-3.718342781066896,-3.730115413665772
mp-1008505,BaPd,0.005573382499999,0.0,False,True,True,-1.674889087677002,-4.1066670417785645,-4.101317882537842
mp-1008506,BaGaSiH,0.0,0.0,True,True,False,-1.9506070613861084,-3.8588948249816895,-3.845552921295166
mp-1008511,BaGaCu2,0.0,0.0,True,True,False,0.2215977907180786,-3.5498921871185303,-3.499256134033203
mp-1008528,B2AsP,0.067852859750001,0.0678528597500012,False,False,False,-4.865194320678711,-6.0580363273620605,-6.063009738922119
mp-1008530,AlVFeCo,0.029393292499996,0.0293932925000008,False,False,False,-4.645211219787598,-7.462578296661377,-7.5091962814331055
mp-1008555,AlCu3,0.0085165175,0.0080029674999932,False,False,False,-0.365759789943695,-4.201833724975586,-4.191943168640137
mp-1008556,AlGaN2,0.014647899999999,0.0156657224999996,False,False,False,-4.870100021362305,-6.939148902893066,-6.785223960876465
mp-1008559,BP,0.014076364999999,0.0113008775,False,False,False,-5.111260414123535,-6.346925735473633,-6.443594455718994
mp-1008561,TmTlTe2,0.0,0.0,True,True,False,-2.078440427780152,-4.489389896392822,-4.295210838317871
mp-1008568,ZrTi2,0.03777308388889,0.0326264444444444,False,False,False,-5.218204498291016,-8.044700622558594,-8.022040685017904
mp-10086,YSF,0.0,0.0,True,True,False,-5.276674906412761,-7.454133987426758,-7.136611302693685
mp-1008601,ZrAg2,0.040338308333328,0.0326326927777786,False,False,False,-1.943494319915772,-4.806677341461182,-4.799295107523601
mp-1008617,YbAg2,0.0,0.0244626416666666,True,False,True,0.2520577907562256,-2.722451448440552,-2.736391067504883
mp-1008624,YBiPd,0.0,0.0,True,True,False,-3.0563526153564453,-6.060296535491943,-6.114529927571614
mp-1008626,VTe2,0.018488458888882,0.0,False,True,True,-3.1563199361165366,-5.693285465240479,-5.433962504069011
mp-1008632,V2C,0.001838804166666,0.018435784166666,False,False,False,-7.15260632832845,-9.568244934082031,-9.553791681925455
mp-1008634,Au,0.002108505000002,0.0053011,False,False,False,-0.5005322694778442,-3.2313032150268555,-3.2574286460876465
mp-1008680,TiGePt,0.0,0.0,True,True,False,-3.760936101277669,-6.965484142303467,-7.037797927856445
mp-10087,CeScSi,0.067718821888888,0.0677165824444454,False,False,False,-4.118873596191406,-6.441097259521484,-6.445082346598308
mp-1008728,Ni,0.11925923,0.09422802,False,False,False,-1.448527216911316,-5.668181896209717,-5.664458274841309
mp-1008786,MgTe,0.068602424999999,0.065425475,False,False,False,-1.0409846305847168,-3.396709680557251,-3.164548635482788
mp-1008858,NdBiPd,0.0,0.0,True,True,False,-2.786848386128744,-5.467452049255371,-5.522866566975911
mp-1008865,NdCd2,0.0,0.0,True,True,False,0.4651858806610107,-2.5511577129364014,-2.536044120788574
mp-1008874,MnCoTe,0.035686802916664,0.0332603688888895,False,False,False,-3.650829315185547,-6.609331607818604,-6.524866739908855
mp-1008881,MgNiH,0.038379599189814,0.0366910665972222,False,False,False,-1.2687069574991865,-3.862247228622437,-3.7507330576578775
mp-10089,Ba5Sb4,0.0,0.0,True,True,False,-2.105855517917209,-4.016737461090088,-3.965847863091363
mp-1008903,MgAgSb,0.0,0.0,True,True,False,-0.4963623682657878,-3.12559175491333,-3.0606330235799155
mp-1009018,InAg,0.106581241517861,0.0794382558333333,False,False,False,0.4486246109008789,-2.792557001113892,-2.762274742126465
mp-1009077,FeH,0.0,0.0,True,True,False,-3.778968572616577,-5.859653472900391,-5.876363277435303
mp-1009082,MgSnAs2,0.0,0.0,True,True,False,-1.6549079418182373,-4.043420791625977,-4.041018486022949
mp-1009083,MgSnP2,0.010045734249999,0.0100457342499993,False,False,False,-2.116886615753174,-4.378096103668213,-4.412422180175781
mp-1009084,BeSnAs2,0.0,0.0,True,True,False,-2.194967746734619,-4.435332775115967,-4.448183059692383
mp-1009085,BeSiP2,0.0,0.0,True,True,False,-3.8787412643432617,-5.309782028198242,-5.371648788452148
mp-1009086,BeSnP2,0.021911295937499,0.0219112959374996,False,False,False,-2.7179226875305176,-4.842596054077148,-4.8586626052856445
mp-1009087,BeSiAs2,0.0,0.0,True,True,False,-3.3632025718688965,-4.818080902099609,-4.826284408569336
mp-1009088,BeGeAs2,0.0,0.0,True,True,False,-2.45941162109375,-4.56689977645874,-4.592860698699951
mp-10091,KV(CuSe2)2,0.000778245624999,0.0,False,True,True,-1.971565008163452,-4.922609329223633,-4.73117733001709
mp-1009130,MnN,0.015085967812499,0.0,False,True,True,-6.574463844299316,-9.057778358459473,-8.962822914123535
mp-1009132,HoBiPd,0.0,0.0,True,True,False,-2.7590227127075195,-5.411495685577393,-5.471042633056641
mp-1009133,MnCo,0.0,0.0,True,True,False,-4.944245338439941,-8.104425430297852,-8.036827087402344
mp-1009134,MnFe,0.09255887603448,0.0925588760344826,False,False,False,-5.125194072723389,-8.729240417480469,-8.732401847839355
mp-10092,KCu4Se3,0.0144932428125,0.0144932428124997,False,False,False,-0.5968132615089417,-4.023758411407471,-3.852658748626709
mp-1009238,Hf2Tl,0.0,0.0280729555555554,True,False,True,-4.627758026123047,-7.41271448135376,-7.407155354817708
mp-10094,Tm5(ReO6)2,0.0,0.0,True,True,False,-6.72411426744963,-8.980731010437012,-8.57000732421875
mp-1009460,Hf,0.032178136666665,0.0442470333333346,False,False,False,-7.452905654907227,-9.874250411987305,-9.868107477823893
mp-1009490,O2,0.00171759,0.0163168100000001,False,False,False,-3.2294344902038574,-4.906150817871094,-4.897870063781738
mp-1009504,EuZnGe,0.025009236666665,0.0250092366666665,False,False,False,-0.9658052126566568,-5.94284725189209,-5.946775436401367
mp-1009543,DyBiPd,0.0,0.0,True,True,False,-2.803674697875977,-5.423318862915039,-5.496442159016927
mp-1009581,CrSe2,0.0,0.022424645,True,False,True,-3.736581484476725,-6.290971279144287,-5.986440022786458
mp-1009594,Pr,0.046940603333336,0.0320393800000005,False,False,False,-2.262701988220215,-4.7461042404174805,-4.755602836608887
mp-1009641,CoTe2,0.019206191666661,0.0004117555555556,False,False,False,-2.4852011998494468,-4.934740543365479,-4.662186940511067
mp-1009654,CaGe2,0.024728010000002,0.0211820833333336,False,False,False,-1.05902361869812,-4.196028709411621,-4.201449712117513
mp-1009657,CaN2,0.0,0.0108470233333353,True,False,True,-5.09628963470459,-6.971895694732666,-6.724021911621094
mp-1009730,Ca2Sn,0.010972289166666,0.029941780833333,False,False,False,-0.5072244803110758,-3.2559313774108887,-3.288911819458008
mp-1009733,Ca2Si,0.0,0.0134636925000002,True,False,True,-1.3133384386698406,-3.5466384887695312,-3.5838893254597983
mp-1009755,Ca2Ge,0.0,0.0158432116666666,True,False,True,-0.696642796198527,-3.44241714477539,-3.4724642435709634
