domain,dataset,unit,proposal_source,model_family,verification_mode,block_definition,rho,alpha,K,seeds,non_empty_seeds,mean_release,min_release,max_release,PARC_FTR_mean,PARC_FTR_max,raw_topK_FTR_mean,raw_topR_FTR_mean,raw_only_tail_FTR_mean,raw_unstable_count_mean,PARC_unstable_count_mean,prevented_unstable_followups_mean,DFT_efficiency_mean,raw_DFT_efficiency_mean,best_mass_ratio_mean,max_observed_e_mean,required_e,block_coverage_mean,release_status,evidence_status
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,100,20,20,100.0,100,100,0.03,0.1,0.03,0.03,0.0,3.0,3.0,0.0,0.97,0.97,13.443074227562992,164.5441668977051,10.0,0.9957677699403146,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,300,20,20,163.8,43,300,0.091556238689795,0.217391304347826,0.2349999999999999,0.091556238689795,0.3814012129973038,70.5,17.95,52.55,0.908443761310205,0.7649999999999999,4.747047784109154,164.5441668977051,10.0,0.9957677699403146,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,500,20,20,118.8,40,184,0.0318972059842815,0.0930232558139534,0.3258999999999999,0.0318972059842815,0.416653300803352,162.95,4.7,158.25,0.9681027940157184,0.6740999999999999,2.8482286704654927,164.5441668977051,10.0,0.9957677699403146,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,1000,20,16,83.05,0,150,0.0135530164863021,0.0756302521008403,0.4096,0.0135530164863021,0.4451979469933902,409.6,1.65,407.95,0.786446983513698,0.5904,1.4241143352327463,164.5441668977051,10.0,0.9957677699403146,boundary_or_partial_release,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,5000,20,0,0.0,0,0,0.0,0.0,0.40651,0.0,0.40651,2032.55,0.0,2032.55,0.0,0.5934899999999999,0.2848228670465493,164.5441668977051,10.0,0.9957677699403146,certified_refusal_or_low_power,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,100,20,20,100.0,100,100,0.03,0.1,0.03,0.03,0.0,3.0,3.0,0.0,0.97,0.97,26.886148455125984,164.5441668977051,5.0,0.9957677699403146,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,300,20,20,287.9,150,300,0.2255898050495365,0.35,0.2349999999999999,0.2255898050495365,0.0378888888888888,70.5,65.85,4.65,0.7744101949504633,0.7649999999999999,9.494095568218308,164.5441668977051,5.0,0.9957677699403146,boundary_or_partial_release,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,500,20,20,198.7,46,423,0.1345361990925361,0.3292682926829268,0.3258999999999999,0.1345361990925361,0.435200695446356,162.95,32.7,130.25,0.8654638009074638,0.6740999999999999,5.696457340930985,164.5441668977051,5.0,0.9957677699403146,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,1000,20,20,118.8,40,184,0.0318972059842815,0.0930232558139534,0.4096,0.0318972059842815,0.4597885158161933,409.6,4.7,404.9,0.9681027940157184,0.5904,2.8482286704654927,164.5441668977051,5.0,0.9957677699403146,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,5000,20,0,0.0,0,0,0.0,0.0,0.40651,0.0,0.40651,2032.55,0.0,2032.55,0.0,0.5934899999999999,0.5696457340930986,164.5441668977051,5.0,0.9957677699403146,certified_refusal_or_low_power,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,100,20,20,100.0,100,100,0.0465,0.12,0.0465,0.0465,0.0,4.65,4.65,0.0,0.9534999999999998,0.9534999999999998,12.536597185359469,164.74684486074196,10.0,0.997164948453608,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,300,20,20,197.0,63,300,0.1134224425316824,0.1885245901639344,0.184,0.1134224425316824,0.2925653944396247,55.2,24.5,30.7,0.8865775574683175,0.8160000000000001,4.231007721004845,164.74684486074196,10.0,0.997164948453608,boundary_or_partial_release,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,500,20,20,102.75,39,211,0.0413139560333971,0.1137440758293838,0.2209,0.0413139560333971,0.2661922346460149,110.45,5.05,105.4,0.9586860439666028,0.7791,2.538604632602908,164.74684486074196,10.0,0.997164948453608,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,1000,20,16,68.7,0,120,0.0088096164778365,0.0754716981132075,0.2916,0.0088096164778365,0.3121647788471218,291.6,0.9,290.7,0.7911903835221634,0.7083999999999999,1.2693023163014536,164.74684486074196,10.0,0.997164948453608,boundary_or_partial_release,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,5000,20,0,0.0,0,0,0.0,0.0,0.5366899999999999,0.0,0.5366899999999999,2683.45,0.0,2683.45,0.0,0.46331,0.2538604632602907,164.74684486074196,10.0,0.997164948453608,certified_refusal_or_low_power,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,100,20,20,100.0,100,100,0.0465,0.12,0.0465,0.0465,0.0,4.65,4.65,0.0,0.9534999999999998,0.9534999999999998,25.073194370718937,164.74684486074196,5.0,0.997164948453608,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,300,20,20,300.0,300,300,0.184,0.25,0.184,0.184,0.0,55.2,55.2,0.0,0.8160000000000001,0.8160000000000001,8.46201544200969,164.74684486074196,5.0,0.997164948453608,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,500,20,20,404.45,157,500,0.2018535889187373,0.233502538071066,0.2209,0.2018535889187373,0.1487589738023096,110.45,84.0,26.45,0.7981464110812626,0.7791,5.077209265205815,164.74684486074196,5.0,0.997164948453608,boundary_or_partial_release,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,1000,20,20,102.75,39,211,0.0413139560333971,0.1137440758293838,0.2916,0.0413139560333971,0.3194589946766549,291.6,5.05,286.55,0.9586860439666028,0.7083999999999999,2.538604632602908,164.74684486074196,5.0,0.997164948453608,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,5000,20,0,0.0,0,0,0.0,0.0,0.5366899999999999,0.0,0.5366899999999999,2683.45,0.0,2683.45,0.0,0.46331,0.5077209265205815,164.74684486074196,5.0,0.997164948453608,certified_refusal_or_low_power,completed_public_DFT_label_followup
