candidate_id,structure_hash,n_sites,chgnet_energy_per_atom,mace_energy_per_atom,chgnet_score_status,mace_score_status,chgnet_error,mace_error,structure_source,score_order
wbm-1-10366,39e0ed703970ccce17bfe8da07dc40aae3a113cc822583a4e9c4d06b763ba6ec,10,-5.066171169281006,-4.602580261230469,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,17
wbm-1-10385,49dfc3fffc28c19695637f4812e9b2f9d554de79ceaee8639d3c15cd6750683e,12,-3.3519628047943115,-2.9939451217651367,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,18
wbm-1-10388,a8bf1e05378cc772474eb648b3afc3743477e89069c87ffbdf1e7ba1caf7e19f,10,-4.4687018394470215,-4.069577026367187,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,19
wbm-1-10389,56972c335aa199be18d76977bb56e04817a29a93e5aeb02e844f5f280d89d977,10,-4.576977729797363,-4.169954681396485,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,20
wbm-1-10390,8035a5090b9f12c9ff431a9c2c057e4c65893f5272105c112bf39c3f1caeaf39,10,-4.517998218536377,-4.213636016845703,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,21
wbm-1-10391,8cc1f3324d18792f6191360337911759e49b54d5d23694e57642209d0da37cfa,10,-4.467021465301514,-4.038787841796875,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,22
wbm-1-10392,5f638ae8ec445e2a5f216d9e616d04022bc4e83df8ab5599cfb77054d458ffa1,10,-4.525518417358398,-4.1567329406738285,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,23
wbm-1-10393,5bad7882d5a2f659542159b5a73c00d3d9b9555554033d14cb229b75e89c8af4,10,-4.513792991638184,-4.168186187744141,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,24
wbm-1-10394,fbc476530c94542a523d5f284881f1fda8db56d22d766991b7979b266e901251,10,-5.314428329467773,-4.767632293701172,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,25
wbm-1-10395,761fba21ef7d9db057350cba7b51c394271c6217326fbb5dade255be97e70b86,10,-5.1739702224731445,-4.645225524902344,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,26
wbm-1-10404,9e998ebd4865acf44dc8b5eaedbbd9d7cb9a82772ba9c2451e20a34a744699b4,10,-6.41156530380249,-5.953225708007812,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,27
wbm-1-10405,143fe1333125b8a7b1e6c5010d713f2db731ff5c314cef9bbc5fda842602bd7d,10,-6.414109230041504,-6.033851623535156,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,28
wbm-1-10410,28ea40fe08d720360ed40a6488fda0bdcd5ad8f4e4470bf9e11744194f91aa28,10,-4.470641613006592,-4.050542831420898,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,29
wbm-1-10411,0729ccd0b183ab18d8d30c19471a366b896477e64d0dcd26f100d6321c57bc41,10,-4.528543472290039,-4.18228759765625,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,30
wbm-1-10412,7df7c3ed791457116863c795690ea927209ee0445f827c0aadd2951697963a26,10,-4.518188953399658,-4.190703964233398,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,31
wbm-1-10417,14ccacb3a6e5b7a34457880da35f501d94c6c8ed25cc86f28bbca0e29ead6e2e,10,-3.1947193145751953,-2.763208770751953,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,32
wbm-1-10442,19130cee4bc62871cebde9e04217a2d14fa99f2eb364aa3e690f3f2305355f78,10,-4.726983547210693,-4.298597717285157,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,33
wbm-1-10444,714185ad01e4c6287806a584da48586df4a6c0c7db5372f227c4bd7e33db18aa,10,-4.4259467124938965,-4.015008544921875,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,34
wbm-1-10445,3a20545bccea1d62558156cb05eedff6d96955483a781614900d135cb5440a78,10,-4.460077285766602,-4.118550109863281,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,35
wbm-1-10447,7ffaba0028a6ad6eb0e48d94657eaac9c75ef791d0465b5cbbeff752594db74c,10,-4.514530181884766,-4.007363128662109,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,36
wbm-1-10450,9aef8aff0f8d521930ee34d50380f9f211bff85b0b472b6ccb842cdbff1e44a5,10,-4.557521820068359,-4.221598052978516,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,37
wbm-1-10451,0dc21c649d51ea5b9fc83afc6997e4dddf1ada4f3ec03b89bb52ea4154e9c85f,10,-4.568392276763916,-4.251824188232422,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,38
wbm-1-10456,67e08ed1c2b8ca0e4febceab4758c7e26bea441797e8ae71b6a9361021b34ac5,12,-3.670226812362671,-3.145824432373047,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,39
wbm-1-10467,75a6e9cd2629b25b1b131946bcd62dd0d47a7cb3ddf836fa027de75218b52c5a,10,-4.597962379455566,-4.189241027832031,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,40
wbm-1-10472,53f04bf5bbfc3071fd957b6e56caa8a82bb9952aedc4488e267d66dcc2c9cdac,10,-6.435178279876709,-6.020761871337891,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,41
wbm-1-10489,3f6ec8c1ec4eaadd9092624d4e43690b1d702d07cc13a28e57a4217459f66908,10,-4.764035224914551,-4.2902374267578125,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,42
wbm-1-10490,1a73d01fd224d7f306e2ad503bc3ed5a28deb9e761cb4a8c3286a09ab095fb64,10,-4.775341510772705,-4.386229705810547,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,43
wbm-1-10491,4dd1a02bc7441fb9eff1dd127402bd5db7d494adf363df015d93f777236c1123,10,-4.7337870597839355,-4.287074279785156,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,44
wbm-1-10493,93af8f12c0d60c43b62ac3ec9630d19f7770a1c00bd4bc5bd3c067bb0ac0b2e5,10,-4.597629547119141,-4.182483291625976,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,45
wbm-1-10494,01fb543b5ee16fb73a2a9289cc9755fb4a9ac9d337789d6e07360207d5fee1e0,10,-4.551324844360352,-4.23804931640625,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,46
wbm-1-10503,633e079d680c94f271e412f022de2b5acf31be676b626d9d16e2e553a6c45fd3,10,-3.442880392074585,-3.080587959289551,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,47
wbm-1-10504,3ad41e5734a1fcd3010afd53655a8968cbf0bc4c23cbbd0e8436452f96709086,10,-3.565579891204834,-3.2331317901611327,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,48
wbm-1-10507,8ef32e2d84fa007441980aa140b99e91028e5cbc5f3479e74cc144f5c1fa7956,10,-4.494649887084961,-4.051870727539063,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,49
wbm-1-10508,ce49cf9472282fdec6e4dce0078e5ae9b102b7c200017a3e45c9d9e4fd89e6d4,10,-4.595449924468994,-4.176704406738281,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,50
wbm-1-10509,0ea244bd3aee70b9d95db2c31b6235ccc02f232560a0b785ef0b3f563b089deb,10,-4.55378532409668,-4.199807357788086,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,51
wbm-1-10514,42aa0a390e0fe7a56d4586741af5f13952fb7bfbbc34b8f8b56aef6989437259,10,-4.442013263702393,-4.027071380615235,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,52
wbm-1-10516,c5f8e2552910338e4f8255fb8d4af11446aff4550e1ebd3e74c489371bb1936b,10,-4.477784156799316,-4.1691734313964846,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,53
wbm-1-10521,90e57beb2112c30438bc4e7a7eb97362bb9c66c2509039a0dc73cae161764115,10,-3.4488463401794434,-3.1056211471557615,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,54
wbm-1-10522,5a001dcb2b11e7a90375a291901f5dae5ba5c7b085198e1b1da266d1e6036521,10,-3.513633966445923,-3.1811395645141602,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,55
wbm-1-10523,f9b8b243a6a7cd19ad16729e754b727ea0ffe6a83a1c5ba189d00ad7cd23f655,10,-4.862704753875732,-4.395343780517578,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,56
wbm-1-10524,a0c4e9fdc6895a7f4eca671777f8f2dee1cabaff274df59d5cab49ee075f3e35,10,-4.94873046875,-4.537421035766601,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,57
wbm-1-10525,41750e630c7714f6e94ed4b9174e04f58644a0e0712ebeace7c3a9dfb989d5ba,10,-4.927792549133301,-4.508012771606445,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,58
wbm-1-10532,291f2f9a1e40a377483f8366ee7e7fce58eab2ec6e331d866ad7993c26f41c46,12,-3.313601016998291,-2.7457971572875977,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,59
wbm-1-10533,38005e23e9668fa8d814b77cfdf86fee53dfea2fa8429fe23cc2396845f1dd23,12,-3.123906135559082,-2.7241640090942383,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,60
wbm-1-10577,d845b1c42a3fd04dd487e02c9a08a2c6d08be50c2dd3f1b45034361efb5cc5a2,9,-4.3540143966674805,-3.9758406745062933,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,61
wbm-1-10581,549f17248e5efb931107bafef55400ffa73d73019a5f398d4aa0c813ecb3ddce,9,-4.280244827270508,-3.9646449618869357,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,62
wbm-1-10582,1cb87b8eb9516669d352942288763269133cd3c088a16ed9b69c963000be54dd,9,-4.282657623291016,-3.953812493218316,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,63
wbm-1-10584,ea67d51a6349c528812d976c090e0468b8ac5f6d4169c510e9c4b8e768b8bcf9,9,-5.327836990356445,-4.9894735548231335,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,64
wbm-1-10587,ca9ce1dcefe5b0c96cb3c8de9f3d49183724cc9bded3494e8b9eb2fe121cb651,9,-4.2862725257873535,-3.9611638387044272,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,65
wbm-1-10588,0e2f323acf9dd5fec9d111b1510aef95063fe487fb10ef9a53f0461e3d43f3aa,9,-4.3536376953125,-3.99515872531467,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,66
wbm-1-10589,f28d704feb62ad68f8e726c56f33285f0479007a40b4ae22aa83b2a656046e7c,9,-4.262195587158203,-3.947528839111328,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,67
wbm-1-10590,036062495e3658cea9b4f60d53562b4a0355a68312fa4ae25a83f63c5e388d1b,9,-4.2797441482543945,-3.9437679714626737,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,68
wbm-1-10592,fc034ed9d86f7c7dbaae5fc09df8cb3abdb0fc718a41364b81002510b4778a3a,9,-4.282315254211426,-3.944941626654731,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,69
wbm-1-10593,ea4c0a1eeccfd74e3f89abe5d61590899d623d37d0abcc9aeeb76c64b8663ff5,9,-4.27893590927124,-3.961011674669054,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,70
wbm-1-10594,393f8b0b4d5c7c0ff59428ddf17954da8ef276803cbd66ffe3ac9bcc47fac500,9,-4.291366100311279,-3.956242879231771,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,71
wbm-1-10595,90bd218a1d25f21516648fa77d88cf481c98d9146b2f0a6166b0c0f3e90eabae,9,-4.272284507751465,-3.943689134385851,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,72
wbm-1-10596,c99f95fad203cc879e8afbf6d8aa11cdafbdd14cfde5a67a8e9171b1c0e88851,9,-4.270763397216797,-3.9598346286349826,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,73
wbm-1-10597,1f46d2d80dbeea75423c349ce9e793483b16b43fd72c5f98228be3c3a4335504,9,-4.260844707489014,-3.9521916707356772,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,74
wbm-1-10605,e0366e8d3b4715ff98f6d019f1edd65a10b5a775fa2f1eff60d26d55ed831dd5,9,-3.2243919372558594,-2.905409918891059,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,75
wbm-1-10629,4f07f9c31a199f9740e8077ba93f878ad74e29ada007d12c4eb1ce727a1671b6,9,-4.3702311515808105,-3.98299323187934,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,76
wbm-1-10630,23385e70c8f80dc69c13c3c2804cb74ad46a533055b368c320ab155b6acdfe8d,9,-3.2583940029144287,-2.9180789523654513,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,77
wbm-1-10635,3b626296db6d80fc633c00e22ce1d45c2ac24e13a8111256b50a36752326a171,9,-3.5158843994140625,-3.149555206298828,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,78
wbm-1-10636,fda577b3bef23ab810829eb16d501bf220d70a27d3c613d0fa53db093196b56b,9,-4.076188564300537,-3.6608395046657987,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,79
wbm-1-10638,704dd26532e21e5dc9f6aefa8813e8f9643fb5e612898b3016cd00c5c0de69b5,9,-3.5461437702178955,-3.1497364044189453,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,80
wbm-1-10640,4ca54c860db68d2c1ba66b2804fdf70e0aae7730d617dfcff75411d3d8a2e3f1,9,-3.9352400302886963,-3.5200426313612194,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,81
wbm-1-10641,3a516f2b72e7dee630b2f01600dd0205deaa6e45e5e114064a2435a19b3ce152,9,-4.439399719238281,-4.055578019883898,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,82
wbm-1-10689,8950939ed165940a8a2f9a385dfa795eb99dd993d7d2985868167fb1f6b032b9,9,-3.516388416290283,-3.1264353858100042,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,83
wbm-1-10690,513b05c4a254e18c2d6ce33ed7814e554306ccb8c0ac6a4836ced0fc965c2725,9,-3.5168821811676025,-3.1353051927354603,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,84
wbm-1-10701,a53f0206ad7fa1dc52c260e5e1e652a18e9dcb2427a59e7b289393f39ebe5d44,9,-4.500342845916748,-4.096828884548611,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,85
wbm-1-10706,c45a00f98d5751bab2ad3cdbefc2e4c71b316079f498b65f37dea947e788306e,9,-3.5112273693084717,-3.1498194800482855,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,86
wbm-1-10707,ebdf561e4a5cb0d89f2daf0057e872e152e28504a31fcdfa231788479693ee36,9,-4.070438385009766,-3.655029296875,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,87
wbm-1-10709,fc83daca6036d08865c5480f9dbae8c637006dfdbf23c5aa35e8e26cb2945f98,9,-4.119781970977783,-3.706792195638021,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,88
wbm-1-10725,e3b269a7959f00c5105b3498c5a750a7a7a3c60d8d2ac218fa33b9ac5491daf2,9,-4.125799655914307,-3.7148251003689237,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,89
wbm-1-10729,aaebb3d928f4202adb5d0514da8b1fa8d8ca23018c90acc0fa7915909510a741,9,-4.449984073638916,-4.078502655029297,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,90
wbm-1-10730,d2b10d444309799517a3b8b4cdd260de8715f772e24c6ca1d3f7a1fa201ee382,9,-4.450105667114258,-4.080376519097222,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,91
wbm-1-10732,cdb8c77d67c3aad2856f07ba2b1746b2b0c137a8cf37cf4696b0cabec3305410,9,-4.430181980133057,-4.058986239963108,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,92
wbm-1-10771,6d4d370666e1145a0e0eea885c679c0a11dd7eed244dd3b9fb8c3107add3faeb,9,-4.498650550842285,-4.150607638888889,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,93
wbm-1-10772,af320e6072cb08a259bbb0dabc5373f839bfe62da87227a57af2d7f11e09ef50,9,-4.4830827713012695,-4.139005025227864,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,94
wbm-1-10782,50fa0b06478d5ec6641b6e46cbfaf39ba85627ba3442dfb0bef439aa4a8e321b,10,-2.8773245811462402,-2.4723745346069337,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,95
wbm-1-10801,0d41b0c3050230eed1f774515f93d1f5a20d47798f86882d47b9e5be40c479a0,11,-4.15841817855835,-3.7581735090775923,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,96
wbm-1-10803,e57bb9fd7e663e0d1d8a35e9a908a3828a59b13b0dfae50586cdbed09224b031,11,-4.19399356842041,-3.8138112154873935,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,97
wbm-1-10804,2ebfc0ff7c3ff37c7e555c786410fa78bc6d661e2957515abe305ece37381add,11,-4.115010738372803,-3.7350228049538354,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,98
wbm-1-10810,9f051e84dc7aa5228551588e5888e0e0b7489129a6320cc2d32f1b4c95bc591c,11,-4.207515716552734,-3.7950401306152344,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,99
wbm-1-10812,0df5512bd6cbe8a1e3470d94b789901195123ee62259a8af15848d445e5ad706,11,-4.133183479309082,-3.6845904263583096,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,100
wbm-1-11501,04abb91366a216944991f0eae41e42a779979aaa3c41c6d51cf9ae7c8ed51383,8,-3.625685930252075,-3.26438570022583,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,101
wbm-1-13668,17a28ece84bc75eeac980439af1738a497667d0e3d8fbfa9917770267e0dc0d4,8,-2.7278902530670166,-2.4023115634918213,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,102
wbm-1-14847,8b0bd9fdcfb3c99fa3b9cd227c26e4eda6c433c416962793573f57f8db6ec575,8,-4.10367488861084,-3.7695751190185547,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,103
wbm-1-14884,1fe5fc9d2cf749790b385d534eff508e5a8917d4c147a96395460e2f460aa75a,8,-9.299189567565918,-8.926176071166992,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,104
wbm-1-15070,9d58a50e2e9f544a0aa0db8f2c1922343560c192849405a221d04d5593f4af8b,4,-8.154823303222656,-7.9711480140686035,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,105
wbm-1-15071,234d167a89dc247a089fa1601c43769abe0057263a8bbafa6a77fc3fa7597e25,4,-8.12490463256836,-7.944064617156982,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,106
wbm-1-15215,69ccc708da4916d8c965b11c10e337d3e3a170571fbe6c536ace57e42d15390c,4,-7.289877414703369,-6.917035102844238,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,107
wbm-1-15286,9e45be88457820397449ea76f7064cb285a7268aca5795c9addc4b44b54f12ad,10,-3.6977438926696777,-3.3372825622558593,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,108
wbm-1-15312,273d0b51c0df052d6121d16c29b058e447c8d72034db0b84d210c1201a8af98d,5,-4.227435111999512,-3.8509990692138674,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,109
wbm-1-15319,b554d6e025ffbcbf7f2a624e73e4ff9bfe06e76957043ddc582641b82f2bc3a9,12,-4.349325180053711,-4.0505625406901045,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,110
wbm-1-15355,4510018f14c94529311cf4762428147be90db4b8c019f682913556de7370bcba,12,-4.933626651763916,-4.626992225646973,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,111
wbm-1-15375,f08a6b3170c5708937c97c3912d1f6dd59bba1be5f70ec2f45c446ef00561b6c,12,-6.24939489364624,-5.945695877075195,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,112
wbm-1-15414,aaec97f9a31b557f01d143c3ae886c03981d7715848a94b68990b05aa15a4d3b,10,-6.1991119384765625,-5.820748519897461,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,113
wbm-1-15466,41eded287f6aa1006e06ee77335349e9564bf629a88003a5a7821ecad4928de5,7,-5.529162406921387,-5.187710353306362,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,114
wbm-1-15524,05fec549f783705479e9de04a9439fca53af9b3646b68a0c17bbb4620dca15a9,12,-5.937569618225098,-5.575662612915039,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,115
wbm-1-15525,536ec6911fa39b200245811ef8e4bf71cf0beacc0233f4d994049b0b1615e26b,12,-5.951142311096191,-5.5330454508463545,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,116
wbm-1-15569,ad4c6daa0cfaf58f8e56e90473f8c064e34c143a18a5102ad5bb3fb875431008,10,-4.667038440704346,-4.410851287841797,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,117
wbm-1-15578,e203bd3cbfe7003147fd4d0eb801acb3e5a39ae6eb527fe848643e56e2fcde4d,8,-5.02335786819458,-4.685231685638428,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,118
wbm-1-15593,857392e32f811c7f05d6a4a164e63d64fb37c27302f804c386c3f60ef19fb138,8,-6.244400501251221,-5.954814434051514,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,119
wbm-1-15600,a1a567c7d50a776c6fd807bdecc1d71724f4e6c73b153c987205282714a8f88c,8,-6.2798919677734375,-6.021817684173584,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,120
wbm-1-15627,9d3cfc9e60de73695bc034bf15173a835dc4bf463bb659e480f63a2334ea3ede,7,-3.9712581634521484,-3.387454169137137,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,121
wbm-1-15636,0d970782e5d8f9e89ba8caff0b38385d8cb7d4a4c9dc2768a9e2d0b9f88b9b31,9,-5.3805832862854,-5.095984141031901,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,122
wbm-1-15640,5ca091176b244c424400138077581a2e88fa33ab96179722d4db3b2a0401ad7a,9,-4.634334564208984,-4.319040934244792,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,123
wbm-1-15642,5256421e19ab01da14f8d6914336bed32a3f881264797d6daaaecca345c1b431,9,-6.093942165374756,-5.7982177734375,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,124
wbm-1-15667,83409f34bb2a7a139fd463db356e2bf8941dd5ac93bcc6dd9f42dfafad24b133,8,-4.711675643920898,-4.35728645324707,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,125
wbm-1-15668,ee379de5dc97bd75b0cc7f65086c44d8d2f944f00168a04bef0fc4c249339ce6,8,-3.8929429054260254,-3.5175232887268066,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,126
wbm-1-15673,7e3590e8edce7ef0aede52fadb094296837fe12aa29ddc43afd53031ec325903,8,-4.6634016036987305,-4.307873249053955,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,127
wbm-1-15732,1580209c058716cc9b94cb071980610fd380346c5759c1ae892da56cfe36f58f,8,-5.025086879730225,-4.688572883605957,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,128
wbm-1-15737,067702a5e6d03ca28c5d27ea4d57fb36e14af300c417485efdd3b01f14ba3313,8,-3.935943603515625,-3.561068296432495,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,129
wbm-1-15752,d78d5db92a1e0f1e21b8bf003792a6d390218b1d7b786bcffabb70c4464e71e4,9,-4.254144668579102,-3.933259752061632,scored,scored,,,local_private_WBM_raw_structure_cache_not_distributed,130
