domain,dataset,proposal_source,rho,epsilon_false_verified_positive,alpha,K,seed,observed_true_positives,false_links_injected_as_verified_positive,realized_verified_positive_contamination_rate,released,actual_FTR,violates_alpha,raw_topK_actual_FTR,mass_ratio,self_consistency_margin,max_observed_e,required_e,block_coverage,n_nonempty_null_cal_blocks
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.01,0.2,1000,2,4176,42,0.00995732574679943,790,0.012658227848101266,False,0.087,1.0509042194219895,0.322178603936643,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.01,0.2,1000,3,4176,42,0.00995732574679943,810,0.006172839506172839,False,0.065,1.0775093895339387,0.4784530218144365,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.01,0.2,1000,4,4176,42,0.00995732574679943,811,0.025893958076448828,False,0.089,1.0788396480395364,0.48606441454707916,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.01,0.2,1000,5,4176,42,0.00995732574679943,0,0.0,False,0.252,0.7529263141681596,-2.1826297334968237,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.01,0.2,1000,6,4176,42,0.00995732574679943,1000,0.018,False,0.018,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.01,0.2,1000,7,4176,42,0.00995732574679943,841,0.028537455410225922,False,0.08,1.1187474032074598,0.7059893175235432,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.01,0.2,1000,8,4176,42,0.00995732574679943,945,0.039153439153439155,False,0.054,1.2570942877895952,1.3602872369819847,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.01,0.2,1000,9,4176,42,0.00995732574679943,785,0.035668789808917196,False,0.124,1.0442529268940022,0.28186577639491883,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.01,0.2,1000,10,4176,42,0.00995732574679943,0,0.0,False,0.215,0.9258599198958289,-0.5326155179897345,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.01,0.2,1000,11,4176,42,0.00995732574679943,0,0.0,False,0.344,0.6624687357875327,-3.388868114583004,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.01,0.2,1000,12,4176,42,0.00995732574679943,0,0.0,False,0.198,0.9072363008174644,-0.6800857711329584,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.01,0.2,1000,13,4176,42,0.00995732574679943,855,0.0456140350877193,False,0.114,1.1373710222858242,0.8033393116130068,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.01,0.2,1000,14,4176,42,0.00995732574679943,816,0.041666666666666664,False,0.116,1.0854909405675235,0.5238415475951195,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.01,0.2,1000,15,4176,42,0.00995732574679943,893,0.04143337066069429,False,0.079,1.1879208454985275,1.0521883846502105,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.01,0.2,1000,16,4176,42,0.00995732574679943,0,0.0,False,0.126,0.9897123281645067,-0.0691375795396052,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.01,0.2,1000,17,4176,42,0.00995732574679943,1000,0.018,False,0.018,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.01,0.2,1000,18,4176,42,0.00995732574679943,0,0.0,False,0.306,0.7223303685394182,-2.5568106027677873,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.01,0.2,1000,19,4176,42,0.00995732574679943,983,0.044760935910478125,False,0.051,1.3076441110022985,1.5648225381602163,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,0,4176,125,0.029063008602650545,991,0.07366296670030273,False,0.076,1.3182861790470781,1.60588384988435,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,1,4176,125,0.029063008602650545,771,0.08041504539559015,False,0.208,1.025629307815638,0.16620822189129747,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,2,4176,125,0.029063008602650545,940,0.0627659574468085,False,0.087,1.2504429952616078,1.3321435918170632,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,3,4176,125,0.029063008602650545,957,0.042842215256008356,False,0.065,1.2730573898567645,1.4266321309130863,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,4,4176,125,0.029063008602650545,922,0.06073752711496746,False,0.089,1.2264983421608537,1.2282990355794672,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,5,4176,125,0.029063008602650545,0,0.0,False,0.252,0.8699890626607357,-0.9939674108506438,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,6,4176,125,0.029063008602650545,1000,0.018,False,0.018,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,7,4176,125,0.029063008602650545,979,0.0735444330949949,False,0.08,1.3023230769799086,1.544040229723742,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,8,4176,125,0.029063008602650545,1000,0.054,False,0.054,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,9,4176,125,0.029063008602650545,946,0.09936575052854123,False,0.124,1.2584245462951926,1.3658802658308282,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,10,4176,125,0.029063008602650545,839,0.1263408820023838,False,0.215,1.116086886196265,0.6918169618370973,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,11,4176,125,0.029063008602650545,0,0.0,False,0.344,0.803476137380863,-1.6268531673769617,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,12,4176,125,0.029063008602650545,800,0.09875,False,0.198,1.0642068044779642,0.4012925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,13,4176,125,0.029063008602650545,998,0.11322645290581163,False,0.114,1.3275979885862605,1.6412724879071163,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,14,4176,125,0.029063008602650545,982,0.10590631364562118,False,0.116,1.306313852496701,1.559642833486258,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,15,4176,125,0.029063008602650545,1000,0.079,False,0.079,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,16,4176,125,0.029063008602650545,883,0.07587768969422423,False,0.126,1.174618260442553,0.9887783717018861,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,17,4176,125,0.029063008602650545,1000,0.018,False,0.018,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,18,4176,125,0.029063008602650545,0,0.0,False,0.306,0.8314115659984095,-1.3487074720127241,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.03,0.2,1000,19,4176,125,0.029063008602650545,1000,0.051,False,0.051,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,0,4176,209,0.04766248574686431,1000,0.076,False,0.076,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,1,4176,209,0.04766248574686431,836,0.11961722488038277,False,0.208,1.1120961106794724,0.6704312839681377,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,2,4176,209,0.04766248574686431,1000,0.087,False,0.087,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,3,4176,209,0.04766248574686431,1000,0.065,False,0.065,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,4,4176,209,0.04766248574686431,1000,0.089,False,0.089,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,5,4176,209,0.04766248574686431,0,0.0,False,0.252,0.9458137974797908,-0.38105627651342644,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,6,4176,209,0.04766248574686431,1000,0.018,False,0.018,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,7,4176,209,0.04766248574686431,1000,0.08,False,0.08,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,8,4176,209,0.04766248574686431,1000,0.054,False,0.054,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,9,4176,209,0.04766248574686431,1000,0.124,False,0.124,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,10,4176,209,0.04766248574686431,936,0.18269230769230768,False,0.215,1.2451219612392181,1.3094121861069343,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,11,4176,209,0.04766248574686431,0,0.0,False,0.344,0.8886126817391,-0.8337374121324848,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,12,4176,209,0.04766248574686431,874,0.13157894736842105,False,0.198,1.162645933892176,0.9304687293602738,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,13,4176,209,0.04766248574686431,1000,0.114,False,0.114,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,14,4176,209,0.04766248574686431,1000,0.116,False,0.116,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,15,4176,209,0.04766248574686431,1000,0.079,False,0.079,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,16,4176,209,0.04766248574686431,1000,0.126,False,0.126,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,17,4176,209,0.04766248574686431,1000,0.018,False,0.018,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,18,4176,209,0.04766248574686431,0,0.0,False,0.306,0.9338414709294136,-0.4712145945198465,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.05,0.2,1000,19,4176,209,0.04766248574686431,1000,0.051,False,0.051,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,0,4176,418,0.09098824553765782,1000,0.076,False,0.076,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,1,4176,418,0.09098824553765782,977,0.20061412487205732,True,0.208,1.2996625599687137,1.5335852608429565,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,2,4176,418,0.09098824553765782,1000,0.087,False,0.087,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,3,4176,418,0.09098824553765782,1000,0.065,False,0.065,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,4,4176,418,0.09098824553765782,1000,0.089,False,0.089,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,5,4176,418,0.09098824553765782,833,0.16326530612244897,False,0.252,1.1081053351626804,0.6488915676031226,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,6,4176,418,0.09098824553765782,1000,0.018,False,0.018,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,7,4176,418,0.09098824553765782,1000,0.08,False,0.08,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,8,4176,418,0.09098824553765782,1000,0.054,False,0.054,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,9,4176,418,0.09098824553765782,1000,0.124,False,0.124,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,10,4176,418,0.09098824553765782,1000,0.215,True,0.215,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,11,4176,418,0.09098824553765782,806,0.24317617866004962,True,0.344,1.072188355511549,0.4478185825778471,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,12,4176,418,0.09098824553765782,1000,0.198,False,0.198,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,13,4176,418,0.09098824553765782,1000,0.114,False,0.114,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,14,4176,418,0.09098824553765782,1000,0.116,False,0.116,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,15,4176,418,0.09098824553765782,1000,0.079,False,0.079,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,16,4176,418,0.09098824553765782,1000,0.126,False,0.126,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,17,4176,418,0.09098824553765782,1000,0.018,False,0.018,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,18,4176,418,0.09098824553765782,830,0.21807228915662652,True,0.306,1.1041145596458877,0.6271961424451069,6.651292527987276,5.0,1.0,78
Biomedical cell tracking,Cell Tracking Challenge structured-link high-volume stress,GT-TRA noisy geometric linker,0.1,0.1,0.2,1000,19,4176,418,0.09098824553765782,1000,0.051,False,0.051,1.3302585055974552,1.6512925279872759,6.651292527987276,5.0,1.0,78
