method,gamma,candidate_budget_M,max_e,count_e_ge_10,count_e_ge_11,count_e_ge_12,best_k,best_tau,best_margin,best_mass_ratio,released_unconstrained
null_superset_no_audit,0.35,1000,15.677694700579334,106,106,106,106,94.33962264150942,-8.867694682665423,0.16618356382614097,False
null_superset_no_audit,0.5,25,9.313968005098673,0,0,0,25,10.0,-0.6860319949013274,0.9313968005098673,False
null_superset_no_audit,0.5,50,9.313968005098673,0,0,0,50,10.0,-0.6860319949013274,0.9313968005098673,False
null_superset_no_audit,0.5,100,9.313968005098673,0,0,0,100,10.0,-0.6860319949013274,0.9313968005098673,False
null_superset_no_audit,0.5,150,9.313968005098673,0,0,0,106,14.150943396226413,-4.622578065032751,0.6581870723603064,False
null_superset_no_audit,0.5,200,9.313968005098673,0,0,0,106,18.867924528301884,-5.343015997450704,0.49364030427022976,False
null_superset_no_audit,0.5,250,9.313968005098673,0,0,0,249,10.04016064257028,-5.3831766400209835,0.46383560665390994,False
null_superset_no_audit,0.5,500,9.313968005098673,0,0,0,249,20.08032128514056,-7.917333440034145,0.23191780332695497,False
null_superset_no_audit,0.5,1000,9.313968005098673,0,0,0,1000,10.0,-8.766334800457837,0.12336651995421623,False
parc_track_gamma_tuned_uniform_scs,0.1,25,18.78042212642383,25,25,25,25,10.0,8.78042212642383,1.878042212642383,True
parc_track_gamma_tuned_uniform_scs,0.1,50,18.78042212642383,50,50,50,50,10.0,8.78042212642383,1.878042212642383,True
parc_track_gamma_tuned_uniform_scs,0.1,100,18.78042212642383,100,100,100,100,10.0,8.78042212642383,1.878042212642383,True
parc_track_gamma_tuned_uniform_scs,0.1,150,18.78042212642383,126,106,106,106,14.150943396226413,4.629478730197416,1.3271498302672842,True
parc_track_gamma_tuned_uniform_scs,0.1,200,18.78042212642383,126,106,106,106,18.867924528301884,-0.08750240187805503,0.9953623727004631,False
parc_track_gamma_tuned_uniform_scs,0.1,250,18.78042212642383,126,106,106,106,23.584905660377355,-4.646900641877159,0.7962898981603705,False
parc_track_gamma_tuned_uniform_scs,0.1,500,18.78042212642383,126,106,106,106,47.16981132075471,-8.673133868474249,0.3981449490801853,False
parc_track_gamma_tuned_uniform_scs,0.1,1000,18.78042212642383,126,106,106,106,94.33962264150942,-9.490224535418921,0.19907247454009264,False
parc_track_gamma_tuned_uniform_scs,0.15,25,21.061031846857485,25,25,25,25,10.0,11.061031846857485,2.1061031846857485,True
parc_track_gamma_tuned_uniform_scs,0.15,50,21.061031846857485,50,50,50,50,10.0,11.061031846857485,2.1061031846857485,True
parc_track_gamma_tuned_uniform_scs,0.15,100,21.061031846857485,100,100,100,100,10.0,11.061031846857485,2.1061031846857485,True
parc_track_gamma_tuned_uniform_scs,0.15,150,21.061031846857485,126,126,106,106,14.150943396226413,6.910088450631072,1.488312917177929,True
parc_track_gamma_tuned_uniform_scs,0.15,200,21.061031846857485,126,126,106,106,18.867924528301884,2.193107318555601,1.1162346878834468,True
parc_track_gamma_tuned_uniform_scs,0.15,250,21.061031846857485,126,126,106,106,23.584905660377355,-2.52387381351987,0.8929877503067575,False
parc_track_gamma_tuned_uniform_scs,0.15,500,21.061031846857485,126,126,106,106,47.16981132075471,-8.275992765132848,0.44649387515337874,False
parc_track_gamma_tuned_uniform_scs,0.15,1000,21.061031846857485,126,126,106,106,94.33962264150942,-9.301492041301287,0.22324693757668937,False
parc_track_gamma_tuned_uniform_scs,0.2,25,20.994300907539333,25,25,25,25,10.0,10.994300907539333,2.099430090753933,True
parc_track_gamma_tuned_uniform_scs,0.2,50,20.994300907539333,50,50,50,50,10.0,10.994300907539333,2.099430090753933,True
parc_track_gamma_tuned_uniform_scs,0.2,100,20.994300907539333,100,100,100,100,10.0,10.994300907539333,2.099430090753933,True
parc_track_gamma_tuned_uniform_scs,0.2,150,20.994300907539333,126,126,126,106,14.150943396226413,6.84335751131292,1.4835972641327797,True
parc_track_gamma_tuned_uniform_scs,0.2,200,20.994300907539333,126,126,126,106,18.867924528301884,2.126376379237449,1.1126979480995849,True
parc_track_gamma_tuned_uniform_scs,0.2,250,20.994300907539333,126,126,126,106,23.584905660377355,-2.590604752838022,0.8901583584796678,False
parc_track_gamma_tuned_uniform_scs,0.2,500,20.994300907539333,126,126,126,106,47.16981132075471,-8.00887494709452,0.4450791792398339,False
parc_track_gamma_tuned_uniform_scs,0.2,1000,20.994300907539333,126,126,126,106,94.33962264150942,-9.149231765721012,0.22253958961991696,False
parc_track_gamma_tuned_uniform_scs,0.25,25,19.619795064584782,25,25,25,25,10.0,9.619795064584782,1.9619795064584782,True
parc_track_gamma_tuned_uniform_scs,0.25,50,19.619795064584782,50,50,50,50,10.0,9.619795064584782,1.9619795064584782,True
parc_track_gamma_tuned_uniform_scs,0.25,100,19.619795064584782,100,100,100,100,10.0,9.619795064584782,1.9619795064584782,True
parc_track_gamma_tuned_uniform_scs,0.25,150,19.619795064584782,126,126,106,106,14.150943396226413,5.468851668358369,1.3864655178973249,True
parc_track_gamma_tuned_uniform_scs,0.25,200,19.619795064584782,126,126,106,106,18.867924528301884,0.7518705362828975,1.0398491384229935,True
parc_track_gamma_tuned_uniform_scs,0.25,250,19.619795064584782,126,126,106,106,23.584905660377355,-3.1035155747412837,0.8318793107383949,False
parc_track_gamma_tuned_uniform_scs,0.25,500,19.619795064584782,126,126,106,106,47.16981132075471,-7.844096756023758,0.41593965536919747,False
parc_track_gamma_tuned_uniform_scs,0.25,1000,19.619795064584782,126,126,106,106,94.33962264150942,-9.02854553304777,0.20796982768459873,False
parc_track_gamma_tuned_uniform_scs,0.3,25,17.601867557711664,25,25,25,25,10.0,7.601867557711664,1.7601867557711666,True
parc_track_gamma_tuned_uniform_scs,0.3,50,17.601867557711664,50,50,50,50,10.0,7.601867557711664,1.7601867557711666,True
parc_track_gamma_tuned_uniform_scs,0.3,100,17.601867557711664,100,100,100,100,10.0,7.601867557711664,1.7601867557711666,True
parc_track_gamma_tuned_uniform_scs,0.3,150,17.601867557711664,126,106,106,106,14.150943396226413,3.4509241614852506,1.2438653074116244,True
parc_track_gamma_tuned_uniform_scs,0.3,200,17.601867557711664,126,106,106,106,18.867924528301884,-1.2660569705902205,0.9328989805587183,False
parc_track_gamma_tuned_uniform_scs,0.3,250,17.601867557711664,126,106,106,106,23.584905660377355,-3.370300077884025,0.7463191844469746,False
parc_track_gamma_tuned_uniform_scs,0.3,500,17.601867557711664,126,106,106,106,47.16981132075471,-7.759054842396376,0.3731595922234873,False
parc_track_gamma_tuned_uniform_scs,0.3,1000,17.601867557711664,126,106,106,106,94.33962264150942,-8.935109711900818,0.18657979611174366,False
parc_track_gamma_tuned_uniform_scs,0.35,25,15.352834722784152,25,25,25,25,10.0,5.352834722784152,1.5352834722784152,True
parc_track_gamma_tuned_uniform_scs,0.35,50,15.352834722784152,50,50,50,50,10.0,5.352834722784152,1.5352834722784152,True
parc_track_gamma_tuned_uniform_scs,0.35,100,15.352834722784152,100,100,100,100,10.0,5.352834722784152,1.5352834722784152,True
parc_track_gamma_tuned_uniform_scs,0.35,150,15.352834722784152,106,106,106,106,14.150943396226413,1.201891326557739,1.0849336537434136,True
parc_track_gamma_tuned_uniform_scs,0.35,200,15.352834722784152,106,106,106,106,18.867924528301884,-3.515089805517732,0.8137002403075602,False
parc_track_gamma_tuned_uniform_scs,0.35,250,15.352834722784152,106,106,106,106,23.584905660377355,-3.8049722453490578,0.6509601922460481,False
parc_track_gamma_tuned_uniform_scs,0.35,500,15.352834722784152,106,106,106,106,47.16981132075471,-7.735362293821133,0.32548009612302403,False
parc_track_gamma_tuned_uniform_scs,0.35,1000,15.352834722784152,106,106,106,106,94.33962264150942,-8.865112463685561,0.16274004806151202,False
parc_track_gamma_tuned_uniform_scs,0.5,25,9.165151389911797,0,0,0,25,10.0,-0.8348486100882031,0.9165151389911798,False
parc_track_gamma_tuned_uniform_scs,0.5,50,9.165151389911797,0,0,0,50,10.0,-0.8348486100882031,0.9165151389911798,False
parc_track_gamma_tuned_uniform_scs,0.5,100,9.165151389911797,0,0,0,100,10.0,-0.8348486100882031,0.9165151389911798,False
parc_track_gamma_tuned_uniform_scs,0.5,150,9.165151389911797,0,0,0,106,14.150943396226413,-4.708497377870811,0.6476706982204338,False
parc_track_gamma_tuned_uniform_scs,0.5,200,9.165151389911797,0,0,0,106,18.867924528301884,-5.417424305044159,0.48575302366532536,False
parc_track_gamma_tuned_uniform_scs,0.5,250,9.165151389911797,0,0,0,249,10.04016064257028,-5.457584947614439,0.4564245392176018,False
parc_track_gamma_tuned_uniform_scs,0.5,500,9.165151389911797,0,0,0,249,20.08032128514056,-7.8973700678486125,0.2282122696088009,False
parc_track_gamma_tuned_uniform_scs,0.5,1000,9.165151389911797,0,0,0,821,12.180267965895249,-8.76417123869335,0.12370348593484518,False
unmatched_as_false_block,0.1,25,19.332878755554418,25,25,25,25,10.0,9.332878755554418,1.933287875555442,True
unmatched_as_false_block,0.1,50,19.332878755554418,50,50,50,50,10.0,9.332878755554418,1.933287875555442,True
unmatched_as_false_block,0.1,100,19.332878755554418,100,100,100,100,10.0,9.332878755554418,1.933287875555442,True
unmatched_as_false_block,0.1,150,19.332878755554418,126,106,106,106,14.150943396226413,5.181935359328005,1.3661900987258457,True
unmatched_as_false_block,0.1,200,19.332878755554418,126,106,106,106,18.867924528301884,0.46495422725253377,1.0246425740443843,True
unmatched_as_false_block,0.1,250,19.332878755554418,126,106,106,106,23.584905660377355,-4.252026904822937,0.8197140592355074,False
unmatched_as_false_block,0.1,500,19.332878755554418,126,106,106,106,47.16981132075471,-8.695723914948912,0.4098570296177537,False
unmatched_as_false_block,0.1,1000,19.332878755554418,126,106,106,106,94.33962264150942,-9.491829842658973,0.20492851480887686,False
unmatched_as_false_block,0.15,25,21.645683931658454,25,25,25,25,10.0,11.645683931658454,2.1645683931658453,True
unmatched_as_false_block,0.15,50,21.645683931658454,50,50,50,50,10.0,11.645683931658454,2.1645683931658453,True
unmatched_as_false_block,0.15,100,21.645683931658454,100,100,100,100,10.0,11.645683931658454,2.1645683931658453,True
unmatched_as_false_block,0.15,150,21.645683931658454,126,126,126,106,14.150943396226413,7.49474053543204,1.529628331170531,True
unmatched_as_false_block,0.15,200,21.645683931658454,126,126,126,106,18.867924528301884,2.777759403356569,1.1472212483778983,True
unmatched_as_false_block,0.15,250,21.645683931658454,126,126,126,106,23.584905660377355,-1.939221728718902,0.9177769987023185,False
unmatched_as_false_block,0.15,500,21.645683931658454,126,126,126,106,47.16981132075471,-8.303726738517787,0.4588884993511593,False
unmatched_as_false_block,0.15,1000,21.645683931658454,126,126,126,106,94.33962264150942,-9.303569656147953,0.22944424967557964,False
unmatched_as_false_block,0.2,25,21.54237469607837,25,25,25,25,10.0,11.542374696078369,2.154237469607837,True
unmatched_as_false_block,0.2,50,21.54237469607837,50,50,50,50,10.0,11.542374696078369,2.154237469607837,True
unmatched_as_false_block,0.2,100,21.54237469607837,100,100,100,100,10.0,11.542374696078369,2.154237469607837,True
unmatched_as_false_block,0.2,150,21.54237469607837,126,126,126,106,14.150943396226413,7.391431299851956,1.522327811856205,True
unmatched_as_false_block,0.2,200,21.54237469607837,126,126,126,106,18.867924528301884,2.6744501677764845,1.1417458588921536,True
unmatched_as_false_block,0.2,250,21.54237469607837,126,126,126,106,23.584905660377355,-2.0425309642989866,0.9133966871137229,False
unmatched_as_false_block,0.2,500,21.54237469607837,126,126,126,106,47.16981132075471,-8.039036189007275,0.45669834355686145,False
unmatched_as_false_block,0.2,1000,21.54237469607837,126,126,126,106,94.33962264150942,-9.151613613701196,0.22834917177843073,False
unmatched_as_false_block,0.25,25,20.09958612064346,25,25,25,25,10.0,10.099586120643458,2.009958612064346,True
unmatched_as_false_block,0.25,50,20.09958612064346,50,50,50,50,10.0,10.099586120643458,2.009958612064346,True
unmatched_as_false_block,0.25,100,20.09958612064346,100,100,100,100,10.0,10.099586120643458,2.009958612064346,True
unmatched_as_false_block,0.25,150,20.09958612064346,126,126,106,106,14.150943396226413,5.948642724417045,1.4203707525254712,True
unmatched_as_false_block,0.25,200,20.09958612064346,126,126,106,106,18.867924528301884,1.231661592341574,1.0652780643941033,True
unmatched_as_false_block,0.25,250,20.09958612064346,126,126,106,106,23.584905660377355,-2.933883820095372,0.8522224515152828,False
unmatched_as_false_block,0.25,500,20.09958612064346,126,126,106,106,47.16981132075471,-7.8747275228983105,0.4261112257576414,False
unmatched_as_false_block,0.25,1000,20.09958612064346,126,126,106,106,94.33962264150942,-9.031095499879706,0.2130556128788207,False
unmatched_as_false_block,0.3,25,18.003290408040247,25,25,25,25,10.0,8.003290408040247,1.8003290408040247,True
unmatched_as_false_block,0.3,50,18.003290408040247,50,50,50,50,10.0,8.003290408040247,1.8003290408040247,True
unmatched_as_false_block,0.3,100,18.003290408040247,100,100,100,100,10.0,8.003290408040247,1.8003290408040247,True
unmatched_as_false_block,0.3,150,18.003290408040247,126,126,106,106,14.150943396226413,3.8523470118138334,1.2722325221681776,True
unmatched_as_false_block,0.3,200,18.003290408040247,126,126,106,106,18.867924528301884,-0.8646341202616377,0.9541743916261332,False
unmatched_as_false_block,0.3,250,18.003290408040247,126,126,106,106,23.584905660377355,-3.2181892617792753,0.7633395133009065,False
unmatched_as_false_block,0.3,500,18.003290408040247,126,126,106,106,47.16981132075471,-7.788785415854368,0.3816697566504533,False
unmatched_as_false_block,0.3,1000,18.003290408040247,126,126,106,106,94.33962264150942,-8.93771881810724,0.19083487832522664,False
unmatched_as_false_block,0.35,25,15.677694700579334,25,25,25,25,10.0,5.677694700579334,1.5677694700579334,True
unmatched_as_false_block,0.35,50,15.677694700579334,50,50,50,50,10.0,5.677694700579334,1.5677694700579334,True
unmatched_as_false_block,0.35,100,15.677694700579334,100,100,100,100,10.0,5.677694700579334,1.5677694700579334,True
unmatched_as_false_block,0.35,150,15.677694700579334,106,106,106,106,14.150943396226413,1.5267513043529206,1.1078904255076063,True
unmatched_as_false_block,0.35,200,15.677694700579334,106,106,106,106,18.867924528301884,-3.1902298277225505,0.8309178191307047,False
unmatched_as_false_block,0.35,250,15.677694700579334,106,106,106,106,23.584905660377355,-3.6730380976268417,0.6647342553045639,False
unmatched_as_false_block,0.35,500,15.677694700579334,106,106,106,106,47.16981132075471,-7.763274413520795,0.33236712765228194,False
unmatched_as_false_block,0.35,1000,15.677694700579334,106,106,106,106,94.33962264150942,-8.867694682665423,0.16618356382614097,False
unmatched_as_false_block,0.5,25,9.313968005098673,0,0,0,25,10.0,-0.6860319949013274,0.9313968005098673,False
unmatched_as_false_block,0.5,50,9.313968005098673,0,0,0,50,10.0,-0.6860319949013274,0.9313968005098673,False
unmatched_as_false_block,0.5,100,9.313968005098673,0,0,0,100,10.0,-0.6860319949013274,0.9313968005098673,False
unmatched_as_false_block,0.5,150,9.313968005098673,0,0,0,106,14.150943396226413,-4.622578065032751,0.6581870723603064,False
unmatched_as_false_block,0.5,200,9.313968005098673,0,0,0,106,18.867924528301884,-5.343015997450704,0.49364030427022976,False
unmatched_as_false_block,0.5,250,9.313968005098673,0,0,0,249,10.04016064257028,-5.3831766400209835,0.46383560665390994,False
unmatched_as_false_block,0.5,500,9.313968005098673,0,0,0,249,20.08032128514056,-7.917333440034145,0.23191780332695497,False
unmatched_as_false_block,0.5,1000,9.313968005098673,0,0,0,1000,10.0,-8.766334800457837,0.12336651995421623,False
