dataset,video_id,path_id,split,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,frame_start,frame_end,path_length,candidate_rank,is_dummy,matched_gt_id,matched_iou,temporal_overlap,matched_frames,is_matched_to_gt,is_unmatched,audit_label,verified_positive_for_calibration,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,fallback_level,score_source
OVT-B,211,ovtb_v211_p003574,cal,person,669,0.9099753499031068,0.9099753499031068,0.9099753499031068,8,0.875,0,18,8,13,False,2473.0,0.9876973829254592,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,678,ovtb_v678_p006989,test,person,669,0.9092995268957956,0.9092995268957956,0.9092995268957956,7,0.8571428571428571,3,19,7,14,False,5576.0,0.9950654857142912,1.0,7,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,684,ovtb_v684_p007030,tune,dirt bike,284,0.909039132297039,0.909039132297039,0.909039132297039,8,0.875,0,14,8,15,False,5610.0,0.9340933391071696,1.0,8,True,False,,no,cat:284,unknown,dirt bike,unknown,global,0,final_score_proxy
OVT-B,464,ovtb_v464_p005389,test,person,669,0.9078990444540976,0.9078990444540976,0.9078990444540976,8,0.875,0,24,8,16,False,4131.0,0.9941887382494732,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,515,ovtb_v515_p005712,test,person,669,0.9075593128800392,0.9075593128800392,0.9075593128800392,8,0.875,0,24,8,17,False,4431.0,0.9889294426027148,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,885,ovtb_v885_p008541,cal,person,669,0.9071095660328864,0.9071095660328864,0.9071095660328864,8,0.875,0,20,8,18,False,6849.0,0.9840426313797253,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,827,ovtb_v827_p008082,tune,coffee maker,231,0.9070333689451218,0.9070333689451218,0.9070333689451218,8,0.875,0,11,8,19,False,6459.0,0.9572698942360852,1.0,8,True,False,,no,cat:231,unknown,coffee maker,unknown,global,0,final_score_proxy
OVT-B,957,ovtb_v957_p009064,cal,person,669,0.9068159386515616,0.9068159386515616,0.9068159386515616,8,0.875,0,28,8,20,False,7309.0,0.9907309515701956,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,541,ovtb_v541_p005916,tune,person,669,0.9061993435025216,0.9061993435025216,0.9061993435025216,8,0.875,0,16,8,21,False,4612.0,0.9842825413144666,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,682,ovtb_v682_p007020,cal,person,669,0.9047021120786668,0.9047021120786668,0.9047021120786668,8,0.875,0,11,8,22,False,5596.0,0.9835531858870604,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,99,ovtb_v99_p002963,tune,bear,70,0.90371972322464,0.90371972322464,0.90371972322464,2,0.5,157,235,2,23,False,1930.0,0.9199287323155442,1.0,2,True,False,,no,cat:70,unknown,bear,unknown,global,0,final_score_proxy
OVT-B,100,ovtb_v100_p002971,cal,whale,1025,0.9023276567459106,0.9023276567459106,0.9023276567459106,1,0.0,123,123,1,24,False,1932.0,0.930891911276344,1.0,1,True,False,,no,cat:1025,unknown,whale,unknown,global,0,final_score_proxy
OVT-B,244,ovtb_v244_p003861,cal,person,669,0.9020402356982232,0.9020402356982232,0.9020402356982232,8,0.875,0,29,8,25,False,2748.0,0.9933931613184503,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,591,ovtb_v591_p006317,cal,picnic basket,675,0.9017875790596008,0.9017875790596008,0.9017875790596008,8,0.875,0,19,8,26,False,5039.0,0.9757893970526588,1.0,8,True,False,,no,cat:675,unknown,picnic basket,unknown,global,0,final_score_proxy
OVT-B,47,ovtb_v47_p002638,cal,cattle,180,0.9014828577637672,0.9014828577637672,0.9014828577637672,8,0.875,0,188,8,27,False,1792.0,0.8733893694376861,1.0,8,True,False,,no,cat:180,unknown,cattle,unknown,global,0,final_score_proxy
OVT-B,660,ovtb_v660_p006824,cal,person,669,0.9009056091308594,0.9009056091308594,0.9009056091308594,8,0.875,0,11,8,28,False,5463.0,0.9904644787560976,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,409,ovtb_v409_p005000,test,person,669,0.9008569344878196,0.9008569344878196,0.9008569344878196,8,0.875,0,14,8,29,False,3801.0,0.9919756915692034,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,90,ovtb_v90_p002919,cal,train,966,0.9007416293025016,0.9007416293025016,0.9007416293025016,8,0.875,0,415,8,30,False,1908.0,0.9914210568240064,1.0,8,True,False,,no,cat:966,unknown,train,unknown,global,0,final_score_proxy
OVT-B,654,ovtb_v654_p006774,test,person,669,0.9006390124559402,0.9006390124559402,0.9006390124559402,8,0.875,0,24,8,31,False,5431.0,0.9937079000469622,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,779,ovtb_v779_p007708,test,person,669,0.9001731425523758,0.9001731425523758,0.9001731425523758,8,0.875,0,23,8,32,False,6170.0,0.9918455499089116,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,311,ovtb_v311_p004390,cal,person,669,0.8998600244522095,0.8998600244522095,0.8998600244522095,8,0.875,0,23,8,33,False,3218.0,0.9926576308692376,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,481,ovtb_v481_p005524,cal,person,669,0.8990866094827652,0.8990866094827652,0.8990866094827652,8,0.875,0,23,8,34,False,4246.0,0.995299102725699,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,499,ovtb_v499_p005625,test,person,669,0.8990471959114075,0.8990471959114075,0.8990471959114075,8,0.875,0,24,8,35,False,4352.0,0.9932157462082956,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,305,ovtb_v305_p004345,cal,license plate,542,0.8986250360806783,0.8986250360806783,0.8986250360806783,3,0.6666666666666666,14,19,3,36,False,3177.0,0.9518377672334712,1.0,3,True,False,,no,cat:542,unknown,license plate,unknown,global,0,final_score_proxy
OVT-B,541,ovtb_v541_p005915,tune,person,669,0.8986018747091293,0.8986018747091293,0.8986018747091293,8,0.875,0,16,8,37,False,4611.0,0.9923619989649748,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,645,ovtb_v645_p006713,cal,dress,305,0.8966484293341637,0.8966484293341637,0.8966484293341637,8,0.875,0,24,8,38,False,5385.0,0.9949149384638276,1.0,8,True,False,,no,cat:305,unknown,dress,unknown,global,0,final_score_proxy
OVT-B,229,ovtb_v229_p003750,tune,person,669,0.8963419124484062,0.8963419124484062,0.8963419124484062,8,0.875,0,10,8,39,False,2607.0,0.9885051796019012,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,305,ovtb_v305_p004344,cal,license plate,542,0.8958447217941284,0.8958447217941284,0.8958447217941284,5,0.8,0,11,5,40,False,3177.0,0.9726478221730634,1.0,5,True,False,,no,cat:542,unknown,license plate,unknown,global,0,final_score_proxy
OVT-B,40,ovtb_v40_p002441,cal,bee,73,0.8958413004875183,0.8958413004875183,0.8958413004875183,1,0.0,246,246,1,41,False,,0.0,0.0,0,False,True,actually_true,no,cat:73,unknown,bee,unknown,global,0,final_score_proxy
OVT-B,702,ovtb_v702_p007161,test,spectacles,862,0.8949059545993805,0.8949059545993805,0.8949059545993805,8,0.875,0,17,8,42,False,5731.0,0.9028163265835504,0.625,5,True,False,,no,cat:862,unknown,spectacles,unknown,global,0,final_score_proxy
OVT-B,702,ovtb_v702_p007159,test,person,669,0.8948943540453911,0.8948943540453911,0.8948943540453911,8,0.875,0,17,8,43,False,5732.0,0.9851757363767696,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,505,ovtb_v505_p005659,cal,person,669,0.8943640440702438,0.8943640440702438,0.8943640440702438,8,0.875,0,34,8,44,False,4377.0,0.9859422870098274,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,875,ovtb_v875_p008430,cal,person,669,0.8939975127577782,0.8939975127577782,0.8939975127577782,8,0.875,0,20,8,45,False,6777.0,0.977575657269564,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,443,ovtb_v443_p005249,cal,short pants,824,0.8939852714538574,0.8939852714538574,0.8939852714538574,1,0.0,6,6,1,46,False,4012.0,0.9021759851773336,1.0,1,True,False,,no,cat:824,unknown,short pants,unknown,global,0,final_score_proxy
OVT-B,350,ovtb_v350_p004643,cal,person,669,0.8938878029584885,0.8938878029584885,0.8938878029584885,8,0.875,0,14,8,47,False,3472.0,0.9940388007068304,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,679,ovtb_v679_p007002,test,spectacles,862,0.8933110535144806,0.8933110535144806,0.8933110535144806,8,0.875,0,19,8,48,False,5583.0,0.7981614890844824,1.0,8,True,False,,no,cat:862,unknown,spectacles,unknown,global,0,final_score_proxy
OVT-B,285,ovtb_v285_p004165,test,person,669,0.892672099173069,0.892672099173069,0.892672099173069,8,0.875,0,23,8,49,False,3034.0,0.9922421034259205,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,656,ovtb_v656_p006786,test,person,669,0.891976460814476,0.891976460814476,0.891976460814476,8,0.875,0,12,8,50,False,5439.0,0.9954287815816936,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,115,ovtb_v115_p003060,test,person,669,0.8917106837034225,0.8917106837034225,0.8917106837034225,8,0.875,0,24,8,51,False,1969.0,0.9935848247465016,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,643,ovtb_v643_p006703,cal,person,669,0.8911129832267761,0.8911129832267761,0.8911129832267761,6,0.8333333333333334,0,24,6,52,False,5377.0,0.9320808732099488,1.0,6,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,162,ovtb_v162_p003339,test,person,669,0.8908472284674644,0.8908472284674644,0.8908472284674644,8,0.875,0,15,8,53,False,2252.0,0.9911517617754432,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,827,ovtb_v827_p008084,tune,spectacles,862,0.8901302888989449,0.8901302888989449,0.8901302888989449,8,0.875,0,11,8,54,False,6460.0,0.901318679107239,1.0,8,True,False,,no,cat:862,unknown,spectacles,unknown,global,0,final_score_proxy
OVT-B,618,ovtb_v618_p006504,cal,person,669,0.8899737894535065,0.8899737894535065,0.8899737894535065,8,0.875,0,20,8,55,False,5202.0,0.9796474442739496,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,650,ovtb_v650_p006742,tune,mechanical pencil,581,0.8899510949850082,0.8899510949850082,0.8899510949850082,4,0.75,3,23,4,56,False,5410.0,0.9672290413190964,1.0,4,True,False,,no,cat:581,unknown,mechanical pencil,unknown,global,0,final_score_proxy
OVT-B,549,ovtb_v549_p005997,test,person,669,0.8880109339952469,0.8880109339952469,0.8880109339952469,8,0.875,0,14,8,57,False,4721.0,0.9928867260222264,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,306,ovtb_v306_p004368,tune,person,669,0.8879719898104668,0.8879719898104668,0.8879719898104668,8,0.875,0,24,8,58,False,3188.0,0.9873026126275476,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,549,ovtb_v549_p005995,test,golf ball,418,0.8879232555627823,0.8879232555627823,0.8879232555627823,8,0.875,0,14,8,59,False,4722.0,0.8707349464624865,1.0,8,True,False,,no,cat:418,unknown,golf ball,unknown,global,0,final_score_proxy
OVT-B,611,ovtb_v611_p006468,cal,person,669,0.8878446221351624,0.8878446221351624,0.8878446221351624,8,0.875,0,24,8,60,False,5167.0,0.9826929593846472,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,597,ovtb_v597_p006358,test,baseball cap,54,0.8873139470815659,0.8873139470815659,0.8873139470815659,8,0.875,0,29,8,61,False,5082.0,0.912642694429302,1.0,8,True,False,,no,cat:54,unknown,baseball cap,unknown,global,0,final_score_proxy
OVT-B,304,ovtb_v304_p004342,cal,person,669,0.8872963935136795,0.8872963935136795,0.8872963935136795,8,0.875,0,16,8,62,False,3174.0,0.9707570789304688,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,965,ovtb_v965_p009115,cal,person,669,0.8871642723679543,0.8871642723679543,0.8871642723679543,8,0.875,0,11,8,63,False,7385.0,0.9943464323922644,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,798,ovtb_v798_p007840,cal,baseball cap,54,0.8867057040333748,0.8867057040333748,0.8867057040333748,8,0.875,0,24,8,64,False,6312.0,0.8976373128856255,1.0,8,True,False,,no,cat:54,unknown,baseball cap,unknown,global,0,final_score_proxy
OVT-B,99,ovtb_v99_p002962,tune,bear,70,0.8867043852806091,0.8867043852806091,0.8867043852806091,4,0.75,78,549,4,65,False,1931.0,0.896860497463594,0.75,3,True,False,,no,cat:70,unknown,bear,unknown,global,0,final_score_proxy
OVT-B,712,ovtb_v712_p007214,tune,person,669,0.8860619142651558,0.8860619142651558,0.8860619142651558,8,0.875,0,14,8,66,False,5802.0,0.9900445072128252,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,591,ovtb_v591_p006316,cal,person,669,0.8855486735701561,0.8855486735701561,0.8855486735701561,8,0.875,0,19,8,67,False,5038.0,0.99123152450497,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,901,ovtb_v901_p008642,tune,basket,56,0.8854349255561829,0.8854349255561829,0.8854349255561829,8,0.875,0,15,8,68,False,6959.0,0.9911023833536188,1.0,8,True,False,,no,cat:56,unknown,basket,unknown,global,0,final_score_proxy
OVT-B,229,ovtb_v229_p003751,tune,person,669,0.8851908072829247,0.8851908072829247,0.8851908072829247,8,0.875,0,10,8,69,False,2604.0,0.9862126090534764,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,862,ovtb_v862_p008308,test,person,669,0.884813517332077,0.884813517332077,0.884813517332077,8,0.875,0,11,8,70,False,6692.0,0.987737859583493,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,541,ovtb_v541_p005917,tune,person,669,0.8846374452114105,0.8846374452114105,0.8846374452114105,8,0.875,0,16,8,71,False,4613.0,0.9671133737150232,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,99,ovtb_v99_p002964,tune,bear,70,0.8845185339450836,0.8845185339450836,0.8845185339450836,2,0.5,157,235,2,72,False,1931.0,0.9491399603709716,1.0,2,True,False,,no,cat:70,unknown,bear,unknown,global,0,final_score_proxy
OVT-B,299,ovtb_v299_p004311,tune,person,669,0.8840725049376488,0.8840725049376488,0.8840725049376488,8,0.875,0,15,8,73,False,3135.0,0.9858992871693996,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,88,ovtb_v88_p002907,cal,sheep,816,0.8837967962026596,0.8837967962026596,0.8837967962026596,8,0.875,0,524,8,74,False,1902.0,0.9859146303407184,0.875,7,True,False,,no,cat:816,unknown,sheep,unknown,global,0,final_score_proxy
OVT-B,696,ovtb_v696_p007128,cal,person,669,0.8830879107117653,0.8830879107117653,0.8830879107117653,8,0.875,0,15,8,75,False,5699.0,0.9812853317288994,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,456,ovtb_v456_p005335,test,person,669,0.882443368434906,0.882443368434906,0.882443368434906,8,0.875,0,19,8,76,False,4051.0,0.9865368191364752,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,823,ovtb_v823_p008059,cal,person,669,0.8823338747024536,0.8823338747024536,0.8823338747024536,8,0.875,0,29,8,77,False,6436.0,0.992967840819009,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,582,ovtb_v582_p006275,test,person,669,0.8815149515867233,0.8815149515867233,0.8815149515867233,8,0.875,0,39,8,78,False,4986.0,0.9970160197970612,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,166,ovtb_v166_p003353,cal,garbage truck,397,0.8811479136347771,0.8811479136347771,0.8811479136347771,8,0.875,0,11,8,79,False,2276.0,0.978524637297608,1.0,8,True,False,,no,cat:397,unknown,garbage truck,unknown,global,0,final_score_proxy
OVT-B,166,ovtb_v166_p003354,cal,person,669,0.8808330669999123,0.8808330669999123,0.8808330669999123,8,0.875,0,11,8,80,False,2275.0,0.9914445608449248,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,598,ovtb_v598_p006365,cal,person,669,0.8806759789586067,0.8806759789586067,0.8806759789586067,8,0.875,0,19,8,81,False,5085.0,0.9898120507178214,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,432,ovtb_v432_p005155,cal,person,669,0.8806528449058533,0.8806528449058533,0.8806528449058533,8,0.875,0,19,8,82,False,3953.0,0.9916806290575112,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,654,ovtb_v654_p006776,test,watch,1012,0.880547285079956,0.880547285079956,0.880547285079956,4,0.75,7,17,4,83,False,5430.0,0.9702072927359452,1.0,4,True,False,,no,cat:1012,unknown,watch,unknown,global,0,final_score_proxy
OVT-B,650,ovtb_v650_p006741,tune,mechanical pencil,581,0.8801487684249878,0.8801487684249878,0.8801487684249878,1,0.0,0,0,1,84,False,5410.0,0.9552629314142392,1.0,1,True,False,,no,cat:581,unknown,mechanical pencil,unknown,global,0,final_score_proxy
OVT-B,772,ovtb_v772_p007679,cal,person,669,0.8798821195960045,0.8798821195960045,0.8798821195960045,8,0.875,0,15,8,85,False,6152.0,0.9909608912556628,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,363,ovtb_v363_p004700,cal,person,669,0.8798263072967529,0.8798263072967529,0.8798263072967529,8,0.875,0,24,8,86,False,3526.0,0.9688639877162004,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,342,ovtb_v342_p004578,test,person,669,0.8797286301851273,0.8797286301851273,0.8797286301851273,8,0.875,0,15,8,87,False,3407.0,0.973319623050066,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,255,ovtb_v255_p003951,test,person,669,0.8797089532017708,0.8797089532017708,0.8797089532017708,8,0.875,0,19,8,88,False,2816.0,0.9924970567683868,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,344,ovtb_v344_p004589,cal,person,669,0.8796150386333466,0.8796150386333466,0.8796150386333466,8,0.875,0,23,8,89,False,3416.0,0.9836601383782752,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,934,ovtb_v934_p008895,test,watch,1012,0.8786208629608154,0.8786208629608154,0.8786208629608154,1,0.0,19,19,1,90,False,7158.0,0.8220711827831549,1.0,1,True,False,,no,cat:1012,unknown,watch,unknown,global,0,final_score_proxy
OVT-B,376,ovtb_v376_p004770,tune,person,669,0.8772539496421814,0.8772539496421814,0.8772539496421814,8,0.875,0,24,8,91,False,3595.0,0.9852519392607716,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,521,ovtb_v521_p005744,test,person,669,0.8770516291260719,0.8770516291260719,0.8770516291260719,8,0.875,0,24,8,92,False,4467.0,0.8868704716705798,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,851,ovtb_v851_p008238,test,person,669,0.8770276978611946,0.8770276978611946,0.8770276978611946,8,0.875,0,19,8,93,False,6645.0,0.9907565134557615,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,121,ovtb_v121_p003090,test,person,669,0.8764418289065361,0.8764418289065361,0.8764418289065361,8,0.875,0,20,8,94,False,2032.0,0.6019796116805212,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,773,ovtb_v773_p007682,tune,person,669,0.8761383891105652,0.8761383891105652,0.8761383891105652,8,0.875,0,14,8,95,False,6154.0,0.99526861356842,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,40,ovtb_v40_p002435,cal,bee,73,0.8760741353034973,0.8760741353034973,0.8760741353034973,1,0.0,211,211,1,96,False,1655.0,0.5265268936556118,1.0,1,True,False,,no,cat:73,unknown,bee,unknown,global,0,final_score_proxy
OVT-B,818,ovtb_v818_p008028,test,army tank,22,0.8758884891867638,0.8758884891867638,0.8758884891867638,8,0.875,0,32,8,97,False,6418.0,0.9752763997095114,1.0,8,True,False,,no,cat:22,unknown,army tank,unknown,global,0,final_score_proxy
OVT-B,175,ovtb_v175_p003394,cal,person,669,0.8754294738173485,0.8754294738173485,0.8754294738173485,8,0.875,0,14,8,98,False,2307.0,0.9946747257784976,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,651,ovtb_v651_p006758,cal,person,669,0.8749831840395927,0.8749831840395927,0.8749831840395927,8,0.875,0,29,8,99,False,5412.0,0.974866576573804,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,651,ovtb_v651_p006756,cal,cone,242,0.8749365210533142,0.8749365210533142,0.8749365210533142,1,0.0,21,21,1,100,False,5415.0,0.4947775139982936,0.0,0,False,True,actually_true,no,cat:242,unknown,cone,unknown,global,0,final_score_proxy
OVT-B,384,ovtb_v384_p004822,cal,person,669,0.8746001198887825,0.8746001198887825,0.8746001198887825,8,0.875,0,29,8,101,False,3632.0,0.9541140826045972,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,106,ovtb_v106_p003011,tune,bird,93,0.8745550215244293,0.8745550215244293,0.8745550215244293,2,0.5,394,472,2,102,False,1948.0,0.8683553259491801,1.0,2,True,False,,no,cat:93,unknown,bird,unknown,global,0,final_score_proxy
OVT-B,621,ovtb_v621_p006544,test,person,669,0.8742506504058838,0.8742506504058838,0.8742506504058838,1,0.0,12,12,1,103,False,5233.0,0.976973651769705,1.0,1,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,272,ovtb_v272_p004077,test,person,669,0.8740109205245972,0.8740109205245972,0.8740109205245972,1,0.0,15,15,1,104,False,2947.0,0.980982101830251,1.0,1,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,675,ovtb_v675_p006956,tune,person,669,0.8737949430942535,0.8737949430942535,0.8737949430942535,8,0.875,0,14,8,105,False,5556.0,0.9638728542092356,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,651,ovtb_v651_p006757,cal,cone,242,0.8734851479530334,0.8734851479530334,0.8734851479530334,1,0.0,25,25,1,106,False,5415.0,0.5244438063795874,1.0,1,True,False,,no,cat:242,unknown,cone,unknown,global,0,final_score_proxy
OVT-B,391,ovtb_v391_p004886,cal,police car,702,0.8734215945005417,0.8734215945005417,0.8734215945005417,8,0.875,0,11,8,107,False,3672.0,0.9734580010359464,1.0,8,True,False,,no,cat:702,unknown,police car,unknown,global,0,final_score_proxy
OVT-B,774,ovtb_v774_p007683,test,person,669,0.872421940167745,0.872421940167745,0.872421940167745,3,0.6666666666666666,0,3,3,108,False,6155.0,0.9365374683590848,1.0,3,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,675,ovtb_v675_p006955,tune,person,669,0.8723711520433426,0.8723711520433426,0.8723711520433426,8,0.875,0,14,8,109,False,5555.0,0.985307924087332,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
