alpha,seed,M,released,official_GT_FTR,partial_UTR_seen_by_PARC,raw_topM_official_GT_FTR,raw_topM_partial_unsupported_rate,n_cal_blocks,n_nonempty_null_cal_blocks,p_min_effective,gamma,emax_effective,required_emax,max_observed_e,best_mass_ratio,tau_k,self_consistency_margin,empty_reason
0.2,5,100,0,0.0,0.0,0.0,0.13,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.6909924039674852,,,insufficient_high_e_mass_for_uniform_scs
0.1,6,25,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,6,50,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,6,75,0,0.0,0.0,0.0,0.05333333333333334,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.49298873265516485,,,resolution_below_required_emax
0.1,6,100,0,0.0,0.0,0.0,0.12,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.36974154949137367,,,resolution_below_required_emax
0.2,6,25,25,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,6,50,50,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,6,75,0,0.0,0.0,0.0,0.05333333333333334,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.9859774653103297,,,insufficient_high_e_mass_for_uniform_scs
0.2,6,100,0,0.0,0.0,0.0,0.12,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.7394830989827473,,,insufficient_high_e_mass_for_uniform_scs
0.1,7,25,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,7,50,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,7,75,0,0.0,0.0,0.0,0.08,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.44449803763990264,,,resolution_below_required_emax
0.1,7,100,0,0.0,0.0,0.0,0.12,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.333373528229927,,,resolution_below_required_emax
0.2,7,25,25,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,7,50,50,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,7,75,0,0.0,0.0,0.0,0.08,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.8889960752798053,,,insufficient_high_e_mass_for_uniform_scs
0.2,7,100,0,0.0,0.0,0.0,0.12,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.666747056459854,,,insufficient_high_e_mass_for_uniform_scs
0.1,8,25,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,8,50,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,8,75,0,0.0,0.0,0.0,0.05333333333333334,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.5091522976602522,,,resolution_below_required_emax
0.1,8,100,0,0.0,0.0,0.0,0.09,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.38186422324518915,,,resolution_below_required_emax
0.2,8,25,25,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,8,50,50,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,8,75,63,0.0,0.0,0.0,0.05333333333333334,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.0183045953205043,5.952380952380952,0.10895592452681235,
0.2,8,100,0,0.0,0.0,0.0,0.09,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.7637284464903783,,,insufficient_high_e_mass_for_uniform_scs
0.1,9,25,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,9,50,0,0.0,0.0,0.0,0.02,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,9,75,0,0.0,0.0,0.0,0.12,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.5091522976602522,,,resolution_below_required_emax
0.1,9,100,0,0.0,0.0,0.0,0.16,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.38186422324518915,,,resolution_below_required_emax
0.2,9,25,25,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,9,50,50,0.0,0.02,0.0,0.02,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,9,75,63,0.0,0.1111111111111111,0.0,0.12,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.0183045953205043,5.952380952380952,0.10895592452681235,
0.2,9,100,0,0.0,0.0,0.0,0.16,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.7637284464903783,,,insufficient_high_e_mass_for_uniform_scs
0.1,10,25,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,10,50,0,0.0,0.0,0.0,0.02,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.42429358138354345,,,resolution_below_required_emax
0.1,10,75,0,0.0,0.0,0.013333333333333334,0.05333333333333334,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.282862387589029,,,resolution_below_required_emax
0.1,10,100,0,0.0,0.0,0.01,0.09,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.21214679069177172,,,resolution_below_required_emax
0.2,10,25,25,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,10,50,0,0.0,0.0,0.0,0.02,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.8485871627670869,,,insufficient_high_e_mass_for_uniform_scs
0.2,10,75,0,0.0,0.0,0.013333333333333334,0.05333333333333334,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.565724775178058,,,insufficient_high_e_mass_for_uniform_scs
0.2,10,100,0,0.0,0.0,0.01,0.09,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.42429358138354345,,,insufficient_high_e_mass_for_uniform_scs
0.1,11,25,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,11,50,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.5455203189216988,,,resolution_below_required_emax
0.1,11,75,0,0.0,0.0,0.0,0.08,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.36368021261446587,,,resolution_below_required_emax
0.1,11,100,0,0.0,0.0,0.0,0.13,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.2727601594608494,,,resolution_below_required_emax
0.2,11,25,25,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,11,50,45,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.0910406378433977,5.555555555555555,0.5057813213522087,
0.2,11,75,0,0.0,0.0,0.0,0.08,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.7273604252289317,,,insufficient_high_e_mass_for_uniform_scs
0.2,11,100,0,0.0,0.0,0.0,0.13,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.5455203189216988,,,insufficient_high_e_mass_for_uniform_scs
0.1,12,25,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,12,50,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.5455203189216988,,,resolution_below_required_emax
0.1,12,75,0,0.0,0.0,0.0,0.04,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.36368021261446587,,,resolution_below_required_emax
0.1,12,100,0,0.0,0.0,0.01,0.1,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.2727601594608494,,,resolution_below_required_emax
0.2,12,25,25,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,12,50,45,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.0910406378433977,5.555555555555555,0.5057813213522087,
0.2,12,75,0,0.0,0.0,0.0,0.04,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.7273604252289317,,,insufficient_high_e_mass_for_uniform_scs
0.2,12,100,0,0.0,0.0,0.01,0.1,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.5455203189216988,,,insufficient_high_e_mass_for_uniform_scs
0.1,13,25,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,13,50,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,13,75,0,0.0,0.0,0.0,0.04,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.47682516765007743,,,resolution_below_required_emax
0.1,13,100,0,0.0,0.0,0.0,0.1,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.3576188757375581,,,resolution_below_required_emax
0.2,13,25,25,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,13,50,50,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,13,75,0,0.0,0.0,0.0,0.04,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.9536503353001549,,,insufficient_high_e_mass_for_uniform_scs
0.2,13,100,0,0.0,0.0,0.0,0.1,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.7152377514751161,,,insufficient_high_e_mass_for_uniform_scs
0.1,14,25,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,14,50,0,0.0,0.0,0.0,0.04,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.4727842763988056,,,resolution_below_required_emax
0.1,14,75,0,0.0,0.0,0.0,0.04,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.3151895175992037,,,resolution_below_required_emax
0.1,14,100,0,0.0,0.0,0.0,0.06,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.2363921381994028,,,resolution_below_required_emax
0.2,14,25,25,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,14,50,0,0.0,0.0,0.0,0.04,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.9455685527976112,,,insufficient_high_e_mass_for_uniform_scs
0.2,14,75,0,0.0,0.0,0.0,0.04,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.6303790351984074,,,insufficient_high_e_mass_for_uniform_scs
0.2,14,100,0,0.0,0.0,0.0,0.06,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.4727842763988056,,,insufficient_high_e_mass_for_uniform_scs
0.1,15,25,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,15,50,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,15,75,0,0.0,0.0,0.0,0.08,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.43641625513735904,,,resolution_below_required_emax
0.1,15,100,0,0.0,0.0,0.0,0.12,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.32731219135301926,,,resolution_below_required_emax
0.2,15,25,25,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,15,50,50,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,15,75,0,0.0,0.0,0.0,0.08,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.8728325102747181,,,insufficient_high_e_mass_for_uniform_scs
0.2,15,100,0,0.0,0.0,0.0,0.12,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.6546243827060385,,,insufficient_high_e_mass_for_uniform_scs
0.1,16,25,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,16,50,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,16,75,0,0.0,0.0,0.0,0.02666666666666667,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.46066160264499006,,,resolution_below_required_emax
0.1,16,100,0,0.0,0.0,0.0,0.08,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.3454962019837426,,,resolution_below_required_emax
0.2,16,25,25,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,16,50,50,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,16,75,0,0.0,0.0,0.0,0.02666666666666667,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.9213232052899801,,,insufficient_high_e_mass_for_uniform_scs
0.2,16,100,0,0.0,0.0,0.0,0.08,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.6909924039674852,,,insufficient_high_e_mass_for_uniform_scs
0.1,17,25,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,17,50,0,0.0,0.0,0.0,0.04,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.5576429926755143,,,resolution_below_required_emax
0.1,17,75,0,0.0,0.0,0.013333333333333334,0.13333333333333333,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.3717619951170096,,,resolution_below_required_emax
0.1,17,100,0,0.0,0.0,0.01,0.18,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.27882149633775716,,,resolution_below_required_emax
0.2,17,25,25,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.2,17,50,46,0.0,0.021739130434782608,0.0,0.04,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.1152859853510286,5.434782608695651,0.6265542682121126,
0.2,17,75,0,0.0,0.0,0.013333333333333334,0.13333333333333333,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.7435239902340192,,,insufficient_high_e_mass_for_uniform_scs
0.2,17,100,0,0.0,0.0,0.01,0.18,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.5576429926755143,,,insufficient_high_e_mass_for_uniform_scs
0.1,18,25,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,18,50,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
