audit_id,sample_set,aoi,video_id,source_year,source_month,target_year,target_month,source_building_id,target_building_id,bbox_iou,centroid_distance_score,area_ratio,base_geometry_score,path_id,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status
REL-000019,release_audit,L15-0368E-1245N_1474_3210_13,38,2019,7,2019,8,2777,2777,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-07->2019-08::2777->2777::9977601dff7788e1->9977601dff7788e1,,,,,
REL-000020,release_audit,L15-0586E-1127N_2345_3680_13,112,2019,3,2019,4,2563,2563,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2019-03->2019-04::2563->2563::b756c1acc4c7ce28->b756c1acc4c7ce28,,,,,
REL-000021,release_audit,L15-0632E-0892N_2528_4620_13,137,2019,7,2019,8,1767,1767,1.0,1.0,1.0,1.0,SN7::L15-0632E-0892N_2528_4620_13::2019-07->2019-08::1767->1767::f15b824dec123cd6->f15b824dec123cd6,,,,,
REL-000022,release_audit,L15-0571E-1075N_2287_3888_13,94,2018,3,2018,4,14826,14826,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2018-03->2018-04::14826->14826::1690986192cfa34e->1690986192cfa34e,,,,,
REL-000023,release_audit,L15-0544E-1228N_2176_3279_13,86,2019,11,2019,12,1738,1738,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2019-11->2019-12::1738->1738::82423771fc0a57c8->82423771fc0a57c8,,,,,
REL-000024,release_audit,L15-0487E-1246N_1950_3207_13,70,2019,12,2020,1,735,735,1.0,1.0,1.0,1.0,SN7::L15-0487E-1246N_1950_3207_13::2019-12->2020-01::735->735::3478fb5d17b2cb92->3478fb5d17b2cb92,,,,,
REL-000025,release_audit,L15-0358E-1220N_1433_3310_13,19,2018,10,2018,11,3396,3396,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2018-10->2018-11::3396->3396::53f7cfac00cb3138->53f7cfac00cb3138,,,,,
REL-000026,release_audit,L15-0544E-1228N_2176_3279_13,83,2019,1,2019,2,6076,6076,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2019-01->2019-02::6076->6076::ec9c08fbe0b3535a->ec9c08fbe0b3535a,,,,,
REL-000027,release_audit,L15-0571E-1075N_2287_3888_13,97,2019,1,2019,2,1168,1168,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2019-01->2019-02::1168->1168::01a69902908872ab->01a69902908872ab,,,,,
REL-000028,release_audit,L15-0506E-1204N_2027_3374_13,76,2019,5,2019,6,1093,1093,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2019-05->2019-06::1093->1093::0cc513754b7d0d99->0cc513754b7d0d99,,,,,
REL-000029,release_audit,L15-0586E-1127N_2345_3680_13,111,2018,10,2018,11,151,151,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2018-10->2018-11::151->151::ed98dbc2c5779e5a->ed98dbc2c5779e5a,,,,,
REL-000030,release_audit,L15-0457E-1135N_1831_3648_13,60,2019,1,2019,2,13828,13828,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2019-01->2019-02::13828->13828::7f900a058c89801a->7f900a058c89801a,,,,,
REL-000031,release_audit,L15-0586E-1127N_2345_3680_13,115,2019,11,2019,12,743,743,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2019-11->2019-12::743->743::0112f8dfecd3f816->0112f8dfecd3f816,,,,,
REL-000032,release_audit,L15-0571E-1075N_2287_3888_13,96,2018,11,2018,12,4114,4114,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2018-11->2018-12::4114->4114::8327fc40e780adaf->8327fc40e780adaf,,,,,
REL-000033,release_audit,L15-0586E-1127N_2345_3680_13,108,2018,3,2018,4,591,591,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2018-03->2018-04::591->591::896b8771e67009bc->896b8771e67009bc,,,,,
REL-000034,release_audit,L15-0571E-1075N_2287_3888_13,94,2018,3,2018,4,697,697,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2018-03->2018-04::697->697::17302b77e7addf0a->17302b77e7addf0a,,,,,
REL-000035,release_audit,L15-0368E-1245N_1474_3210_13,36,2019,1,2019,2,6329,6329,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-01->2019-02::6329->6329::e885dc5ce2f4c118->e885dc5ce2f4c118,,,,,
REL-000036,release_audit,L15-0544E-1228N_2176_3279_13,80,2018,6,2018,7,403,403,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-06->2018-07::403->403::98e06208f02d1510->98e06208f02d1510,,,,,
REL-000037,release_audit,L15-0361E-1300N_1446_2989_13,26,2018,7,2018,8,224,224,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2018-07->2018-08::224->224::23c6be666234c34f->23c6be666234c34f,,,,,
REL-000038,release_audit,L15-0544E-1228N_2176_3279_13,81,2018,8,2018,9,2941,2941,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-08->2018-09::2941->2941::83db7b495786964f->83db7b495786964f,,,,,
REL-000039,release_audit,L15-0544E-1228N_2176_3279_13,84,2019,4,2019,5,5593,5593,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2019-04->2019-05::5593->5593::c4b0e7e1181302cf->c4b0e7e1181302cf,,,,,
REL-000040,release_audit,L15-0368E-1245N_1474_3210_13,36,2018,11,2018,12,2801,2801,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-11->2018-12::2801->2801::5fa9cbb5002a8662->5fa9cbb5002a8662,,,,,
REL-000041,release_audit,L15-0614E-0946N_2459_4406_13,125,2018,6,2018,7,154,154,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2018-06->2018-07::154->154::50575fb2414031f7->50575fb2414031f7,,,,,
REL-000042,release_audit,L15-0614E-0946N_2459_4406_13,127,2019,2,2019,3,10709,10709,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-02->2019-03::10709->10709::e3b6735ee86f6d83->e3b6735ee86f6d83,,,,,
REL-000043,release_audit,L15-0571E-1075N_2287_3888_13,95,2018,8,2018,9,9362,9362,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2018-08->2018-09::9362->9362::9501886bdcd6bed6->9501886bdcd6bed6,,,,,
REL-000044,release_audit,L15-0544E-1228N_2176_3279_13,82,2018,11,2018,12,2629,2629,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-11->2018-12::2629->2629::e4dcb288e241e78b->e4dcb288e241e78b,,,,,
REL-000045,release_audit,L15-0368E-1245N_1474_3210_13,36,2019,1,2019,2,4536,4536,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-01->2019-02::4536->4536::dd3a4b381458c454->dd3a4b381458c454,,,,,
REL-000046,release_audit,L15-0571E-1075N_2287_3888_13,98,2019,4,2019,5,1120,1120,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2019-04->2019-05::1120->1120::5b7bee2296b855ae->5b7bee2296b855ae,,,,,
REL-000047,release_audit,L15-0586E-1127N_2345_3680_13,108,2018,1,2018,2,2097,2097,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2018-01->2018-02::2097->2097::77e248cd7ab67883->77e248cd7ab67883,,,,,
REL-000048,release_audit,L15-0544E-1228N_2176_3279_13,79,2018,1,2018,2,5863,5863,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-01->2018-02::5863->5863::509c56a30526d3d2->509c56a30526d3d2,,,,,
REL-000049,release_audit,L15-0614E-0946N_2459_4406_13,130,2019,10,2019,11,5325,5325,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-10->2019-11::5325->5325::c04a6932f9d33960->c04a6932f9d33960,,,,,
REL-000050,release_audit,L15-0358E-1220N_1433_3310_13,18,2018,7,2018,8,1042,1042,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2018-07->2018-08::1042->1042::06b4c07c1689a61d->06b4c07c1689a61d,,,,,
REL-000051,release_audit,L15-0571E-1075N_2287_3888_13,94,2018,1,2018,2,7199,7199,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2018-01->2018-02::7199->7199::e9b73ff63736183d->e9b73ff63736183d,,,,,
REL-000052,release_audit,L15-0368E-1245N_1474_3210_13,35,2018,10,2018,11,9647,9647,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-10->2018-11::9647->9647::53a06f6e9f13f607->53a06f6e9f13f607,,,,,
REL-000053,release_audit,L15-0368E-1245N_1474_3210_13,40,2019,11,2019,12,714,714,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-11->2019-12::714->714::27e37a33c41b1a6a->27e37a33c41b1a6a,,,,,
REL-000054,release_audit,L15-0571E-1075N_2287_3888_13,98,2019,3,2019,4,12496,12496,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2019-03->2019-04::12496->12496::55c45938b6f84f94->55c45938b6f84f94,,,,,
REL-000055,release_audit,L15-0614E-0946N_2459_4406_13,127,2019,2,2019,3,16033,16033,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-02->2019-03::16033->16033::6e6eda67643a984a->6e6eda67643a984a,,,,,
REL-000056,release_audit,L15-0586E-1127N_2345_3680_13,109,2018,5,2018,6,4163,4163,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2018-05->2018-06::4163->4163::fe69fdeed54919b3->fe69fdeed54919b3,,,,,
REL-000057,release_audit,L15-0457E-1135N_1831_3648_13,59,2018,11,2018,12,6818,6818,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2018-11->2018-12::6818->6818::00e6ea6cec7220b5->00e6ea6cec7220b5,,,,,
REL-000058,release_audit,L15-0595E-1278N_2383_3079_13,122,2019,7,2019,8,2049,2049,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2019-07->2019-08::2049->2049::94b28830b19a9027->94b28830b19a9027,,,,,
REL-000059,release_audit,L15-0368E-1245N_1474_3210_13,33,2018,3,2018,4,8988,8988,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-03->2018-04::8988->8988::db51f71fe8da00c6->db51f71fe8da00c6,,,,,
REL-000060,release_audit,L15-0358E-1220N_1433_3310_13,22,2019,5,2019,6,2392,2392,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2019-05->2019-06::2392->2392::016a1cc6f11926d5->016a1cc6f11926d5,,,,,
REL-000061,release_audit,L15-0577E-1243N_2309_3217_13,103,2018,9,2018,10,3245,3245,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2018-09->2018-10::3245->3245::1f3124d53064bfe1->1f3124d53064bfe1,,,,,
REL-000062,release_audit,L15-0632E-0892N_2528_4620_13,133,2018,7,2018,8,594,594,1.0,1.0,1.0,1.0,SN7::L15-0632E-0892N_2528_4620_13::2018-07->2018-08::594->594::f8f9672bc1ac79e8->f8f9672bc1ac79e8,,,,,
REL-000063,release_audit,L15-0577E-1243N_2309_3217_13,101,2018,2,2018,4,3879,3879,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2018-02->2018-04::3879->3879::294957125394f1e5->294957125394f1e5,,,,,
REL-000064,release_audit,L15-0614E-0946N_2459_4406_13,129,2019,8,2019,9,11165,11165,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-08->2019-09::11165->11165::d6124ecd5b48ad80->d6124ecd5b48ad80,,,,,
REL-000065,release_audit,L15-0577E-1243N_2309_3217_13,105,2019,4,2019,5,2938,2938,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2019-04->2019-05::2938->2938::067ef38b9da72fab->067ef38b9da72fab,,,,,
REL-000066,release_audit,L15-0368E-1245N_1474_3210_13,33,2018,3,2018,4,4044,4044,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-03->2018-04::4044->4044::0b92b7530a6d8da3->0b92b7530a6d8da3,,,,,
REL-000067,release_audit,L15-0614E-0946N_2459_4406_13,128,2019,5,2019,6,6605,6605,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-05->2019-06::6605->6605::b9fb7c9968fb113c->b9fb7c9968fb113c,,,,,
REL-000068,release_audit,L15-0457E-1135N_1831_3648_13,57,2018,5,2018,6,11481,11481,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2018-05->2018-06::11481->11481::8806a85c360a8c19->8806a85c360a8c19,,,,,
REL-000069,release_audit,L15-0357E-1223N_1429_3296_13,12,2018,12,2019,1,3526,3526,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2018-12->2019-01::3526->3526::389a035446756e00->389a035446756e00,,,,,
REL-000070,release_audit,L15-0506E-1204N_2027_3374_13,72,2018,4,2018,5,1987,1987,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2018-04->2018-05::1987->1987::02cecbf6b3054b42->02cecbf6b3054b42,,,,,
REL-000071,release_audit,L15-0368E-1245N_1474_3210_13,33,2018,2,2018,3,5437,5437,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-02->2018-03::5437->5437::9e9d03819d9db468->9e9d03819d9db468,,,,,
REL-000072,release_audit,L15-0457E-1135N_1831_3648_13,57,2018,5,2018,6,3283,3283,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2018-05->2018-06::3283->3283::009a0560625c7370->009a0560625c7370,,,,,
REL-000073,release_audit,L15-0457E-1135N_1831_3648_13,57,2018,4,2018,5,9082,9082,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2018-04->2018-05::9082->9082::8f20af300e13f2fc->8f20af300e13f2fc,,,,,
REL-000074,release_audit,L15-0358E-1220N_1433_3310_13,19,2018,9,2018,10,921,921,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2018-09->2018-10::921->921::08519d974cb33d44->08519d974cb33d44,,,,,
REL-000075,release_audit,L15-0457E-1135N_1831_3648_13,61,2019,5,2019,6,13054,13054,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2019-05->2019-06::13054->13054::a990142a0e536a27->a990142a0e536a27,,,,,
REL-000076,release_audit,L15-0577E-1243N_2309_3217_13,101,2018,4,2018,5,4040,4040,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2018-04->2018-05::4040->4040::4d9b8faf2a4dce08->4d9b8faf2a4dce08,,,,,
REL-000077,release_audit,L15-0544E-1228N_2176_3279_13,80,2018,4,2018,5,4859,4859,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-04->2018-05::4859->4859::f76fbd2adf2ff171->f76fbd2adf2ff171,,,,,
REL-000078,release_audit,L15-0361E-1300N_1446_2989_13,27,2018,8,2018,9,3582,3582,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2018-08->2018-09::3582->3582::b49b8d59f961f4b1->b49b8d59f961f4b1,,,,,
REL-000079,release_audit,L15-0586E-1127N_2345_3680_13,112,2019,3,2019,4,5212,5212,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2019-03->2019-04::5212->5212::33a2b22937485353->33a2b22937485353,,,,,
REL-000080,release_audit,L15-0506E-1204N_2027_3374_13,77,2019,9,2019,10,1633,1633,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2019-09->2019-10::1633->1633::e2262e630b0213a3->e2262e630b0213a3,,,,,
REL-000081,release_audit,L15-0358E-1220N_1433_3310_13,17,2018,3,2018,4,2995,2995,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2018-03->2018-04::2995->2995::de03cfb787002d27->de03cfb787002d27,,,,,
REL-000082,release_audit,L15-0571E-1075N_2287_3888_13,99,2019,8,2019,9,3423,3423,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2019-08->2019-09::3423->3423::b996c25705678073->b996c25705678073,,,,,
REL-000083,release_audit,L15-0586E-1127N_2345_3680_13,115,2019,10,2019,11,6434,6434,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2019-10->2019-11::6434->6434::dc9ee02da589fc26->dc9ee02da589fc26,,,,,
REL-000084,release_audit,L15-0368E-1245N_1474_3210_13,35,2018,9,2018,10,8177,8177,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-09->2018-10::8177->8177::da6badad8defd123->da6badad8defd123,,,,,
REL-000085,release_audit,L15-0457E-1135N_1831_3648_13,60,2019,1,2019,2,10574,10574,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2019-01->2019-02::10574->10574::58c5a58b488e31bb->58c5a58b488e31bb,,,,,
REL-000086,release_audit,L15-0357E-1223N_1429_3296_13,11,2018,7,2018,8,25,25,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2018-07->2018-08::25->25::ccdc08a71d7b1f9e->ccdc08a71d7b1f9e,,,,,
REL-000087,release_audit,L15-0368E-1245N_1474_3210_13,36,2018,11,2018,12,7761,7761,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-11->2018-12::7761->7761::d1a63d8a04a6e494->d1a63d8a04a6e494,,,,,
REL-000088,release_audit,L15-0368E-1245N_1474_3210_13,35,2018,10,2018,11,3666,3666,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-10->2018-11::3666->3666::64bdd6e7be905df9->64bdd6e7be905df9,,,,,
REL-000089,release_audit,L15-0506E-1204N_2027_3374_13,71,2018,1,2018,2,2043,2043,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2018-01->2018-02::2043->2043::5bca3a45c6e9e806->5bca3a45c6e9e806,,,,,
REL-000090,release_audit,L15-0544E-1228N_2176_3279_13,86,2019,10,2019,11,9508,9508,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2019-10->2019-11::9508->9508::1246a461fff52a8d->1246a461fff52a8d,,,,,
REL-000091,release_audit,L15-0586E-1127N_2345_3680_13,115,2019,10,2019,11,3293,3293,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2019-10->2019-11::3293->3293::7a8a2cfc1bc2771e->7a8a2cfc1bc2771e,,,,,
REL-000092,release_audit,L15-0457E-1135N_1831_3648_13,57,2018,6,2018,7,10785,10785,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2018-06->2018-07::10785->10785::c5d2958d9f0e3894->c5d2958d9f0e3894,,,,,
REL-000093,release_audit,L15-0368E-1245N_1474_3210_13,35,2018,9,2018,10,7680,7680,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-09->2018-10::7680->7680::37f2c593e6626449->37f2c593e6626449,,,,,
REL-000094,release_audit,L15-0595E-1278N_2383_3079_13,119,2018,12,2019,1,1889,1889,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2018-12->2019-01::1889->1889::74ef338a915b0731->74ef338a915b0731,,,,,
REL-000095,release_audit,L15-0358E-1220N_1433_3310_13,21,2019,4,2019,5,1909,1909,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2019-04->2019-05::1909->1909::e0e5cfb4d45b5365->e0e5cfb4d45b5365,,,,,
REL-000096,release_audit,L15-0358E-1220N_1433_3310_13,23,2019,10,2019,11,398,398,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2019-10->2019-11::398->398::513ca25b502bbe25->513ca25b502bbe25,,,,,
REL-000097,release_audit,L15-0571E-1075N_2287_3888_13,97,2019,1,2019,2,10790,10790,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2019-01->2019-02::10790->10790::b00876b1a363e11f->b00876b1a363e11f,,,,,
REL-000098,release_audit,L15-0614E-0946N_2459_4406_13,125,2018,8,2018,9,3064,3064,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2018-08->2018-09::3064->3064::1c9f0ed15f92bc07->1c9f0ed15f92bc07,,,,,
REL-000099,release_audit,L15-0361E-1300N_1446_2989_13,29,2019,4,2019,5,1799,1799,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2019-04->2019-05::1799->1799::ac2827318a042b24->ac2827318a042b24,,,,,
REL-000100,release_audit,L15-0586E-1127N_2345_3680_13,115,2019,11,2019,12,649,649,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2019-11->2019-12::649->649::bd27e393bc6054c3->bd27e393bc6054c3,,,,,
REL-000101,release_audit,L15-0614E-0946N_2459_4406_13,130,2019,10,2019,11,8454,8454,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-10->2019-11::8454->8454::89966d1e34ff2a92->89966d1e34ff2a92,,,,,
REL-000102,release_audit,L15-0361E-1300N_1446_2989_13,28,2018,12,2019,1,2034,2034,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2018-12->2019-01::2034->2034::13d244156ee388c1->13d244156ee388c1,,,,,
REL-000103,release_audit,L15-0614E-0946N_2459_4406_13,126,2018,12,2019,1,7374,7374,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2018-12->2019-01::7374->7374::3a75f8237b93e080->3a75f8237b93e080,,,,,
REL-000104,release_audit,L15-0544E-1228N_2176_3279_13,81,2018,7,2018,8,1579,1579,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-07->2018-08::1579->1579::75b408dfb1cc8dfb->75b408dfb1cc8dfb,,,,,
REL-000105,release_audit,L15-0544E-1228N_2176_3279_13,82,2018,10,2018,11,7493,7493,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-10->2018-11::7493->7493::21bc1905d5aed7d1->21bc1905d5aed7d1,,,,,
