audit_id,sample_set,dataset,domain,generator,aoi,video_id,path_id,source_building_id,target_building_id,frame_start,frame_end,source_year,source_month,target_year,target_month,score,candidate_rank,is_unmatched,bbox_iou,centroid_distance_score,area_ratio,base_geometry_score,initial_review_label,initial_verified_positive_for_calibration,initial_review_confidence,initial_review_reason,review_status,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status,metadata_review_label,metadata_verified_positive_for_calibration,metadata_review_confidence,metadata_review_reason,metadata_review_status,metadata_sample_name
CAL-000014,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0357E-1223N_1429_3296_13,14,SN7::L15-0357E-1223N_1429_3296_13::2019-06->2019-07::482->482::a6ee23dd02ece69c->a6ee23dd02ece69c,482,482,17,18,2019,6,2019,7,0.9999779002186828,134,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000015,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0357E-1223N_1429_3296_13,15,SN7::L15-0357E-1223N_1429_3296_13::2019-09->2019-10::2590->2590::49bbe5ef23e4f531->49bbe5ef23e4f531,2590,2590,20,21,2019,9,2019,10,0.9999977868170375,17,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000016,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0357E-1223N_1429_3296_13,16,SN7::L15-0357E-1223N_1429_3296_13::2019-12->2020-01::660->660::a5f9d2720f129f74->a5f9d2720f129f74,660,660,23,24,2019,12,2020,1,0.9999825484682932,109,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000017,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0358E-1220N_1433_3310_13,17,SN7::L15-0358E-1220N_1433_3310_13::2018-03->2018-04::2995->2995::de03cfb787002d27->de03cfb787002d27,2995,2995,1,2,2018,3,2018,4,0.9999883558677816,81,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000018,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0358E-1220N_1433_3310_13,18,SN7::L15-0358E-1220N_1433_3310_13::2018-07->2018-08::1042->1042::06b4c07c1689a61d->06b4c07c1689a61d,1042,1042,5,6,2018,7,2018,8,0.9999931799995656,50,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000019,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0358E-1220N_1433_3310_13,19,SN7::L15-0358E-1220N_1433_3310_13::2018-10->2018-11::3396->3396::53f7cfac00cb3138->53f7cfac00cb3138,3396,3396,8,9,2018,10,2018,11,0.9999964221883256,25,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000020,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0358E-1220N_1433_3310_13,20,SN7::L15-0358E-1220N_1433_3310_13::2018-11->2018-12::2109->2109::f290b0b04571ec40->f290b0b04571ec40,2109,2109,9,10,2018,11,2018,12,0.9999991271918288,9,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000021,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0358E-1220N_1433_3310_13,21,SN7::L15-0358E-1220N_1433_3310_13::2019-04->2019-05::1909->1909::e0e5cfb4d45b5365->e0e5cfb4d45b5365,1909,1909,14,15,2019,4,2019,5,0.9999854060603852,95,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000022,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0358E-1220N_1433_3310_13,22,SN7::L15-0358E-1220N_1433_3310_13::2019-05->2019-06::2392->2392::016a1cc6f11926d5->016a1cc6f11926d5,2392,2392,15,16,2019,5,2019,6,0.9999909363071936,60,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000023,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0358E-1220N_1433_3310_13,23,SN7::L15-0358E-1220N_1433_3310_13::2019-10->2019-11::398->398::513ca25b502bbe25->513ca25b502bbe25,398,398,20,21,2019,10,2019,11,0.999985377163214,96,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000024,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0358E-1220N_1433_3310_13,24,SN7::L15-0358E-1220N_1433_3310_13::2019-12->2020-01::3779->3779::6e655ffee4556042->6e655ffee4556042,3779,3779,22,23,2019,12,2020,1,0.9999415585529012,355,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000025,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0361E-1300N_1446_2989_13,25,SN7::L15-0361E-1300N_1446_2989_13::2018-01->2018-02::1363->1363::c07614010e11485f->c07614010e11485f,1363,1363,0,1,2018,1,2018,2,0.9999993900078272,7,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000026,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0361E-1300N_1446_2989_13,26,SN7::L15-0361E-1300N_1446_2989_13::2018-07->2018-08::224->224::23c6be666234c34f->23c6be666234c34f,224,224,5,6,2018,7,2018,8,0.9999944196561564,37,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000027,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0361E-1300N_1446_2989_13,27,SN7::L15-0361E-1300N_1446_2989_13::2018-08->2018-09::3582->3582::b49b8d59f961f4b1->b49b8d59f961f4b1,3582,3582,6,7,2018,8,2018,9,0.99998859825981,78,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000028,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0361E-1300N_1446_2989_13,28,SN7::L15-0361E-1300N_1446_2989_13::2018-12->2019-01::2034->2034::13d244156ee388c1->13d244156ee388c1,2034,2034,10,11,2018,12,2019,1,0.9999841635913064,102,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000029,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0361E-1300N_1446_2989_13,29,SN7::L15-0361E-1300N_1446_2989_13::2019-04->2019-05::1799->1799::ac2827318a042b24->ac2827318a042b24,1799,1799,14,15,2019,4,2019,5,0.9999849299022908,99,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000030,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0361E-1300N_1446_2989_13,30,SN7::L15-0361E-1300N_1446_2989_13::2019-05->2019-06::635->635::fd32848ce0735180->fd32848ce0735180,635,635,15,16,2019,5,2019,6,0.9999981245890572,16,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000031,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0361E-1300N_1446_2989_13,31,SN7::L15-0361E-1300N_1446_2989_13::2019-10->2019-11::4426->4426::0ec83bc3cd371c59->0ec83bc3cd371c59,4426,4426,20,21,2019,10,2019,11,0.9998826870499642,696,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000032,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0361E-1300N_1446_2989_13,32,SN7::L15-0361E-1300N_1446_2989_13::2019-11->2019-12::50->50::04dfe1e896c78bc1->04dfe1e896c78bc1,50,50,21,22,2019,11,2019,12,0.9999167265158494,494,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000033,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,33,SN7::L15-0368E-1245N_1474_3210_13::2018-03->2018-04::8988->8988::db51f71fe8da00c6->db51f71fe8da00c6,8988,8988,2,3,2018,3,2018,4,0.9999913180449308,59,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000034,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,34,SN7::L15-0368E-1245N_1474_3210_13::2018-07->2018-08::4792->4792::5d24c8bd0299f843->5d24c8bd0299f843,4792,4792,5,6,2018,7,2018,8,0.999976996119672,140,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000035,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,35,SN7::L15-0368E-1245N_1474_3210_13::2018-09->2018-10::7043->7043::0bee23986d13e1d4->0bee23986d13e1d4,7043,7043,7,8,2018,9,2018,10,0.9999988709653268,12,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000036,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,36,SN7::L15-0368E-1245N_1474_3210_13::2019-01->2019-02::6329->6329::e885dc5ce2f4c118->e885dc5ce2f4c118,6329,6329,11,12,2019,1,2019,2,0.9999950079420914,35,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000037,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,37,SN7::L15-0368E-1245N_1474_3210_13::2019-02->2019-03::1214->1214::c3381af49c0f10ef->c3381af49c0f10ef,1214,1214,12,13,2019,2,2019,3,0.99997109714422,176,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000038,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,38,SN7::L15-0368E-1245N_1474_3210_13::2019-07->2019-08::2777->2777::9977601dff7788e1->9977601dff7788e1,2777,2777,17,18,2019,7,2019,8,0.9999970924177026,19,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000039,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,39,SN7::L15-0368E-1245N_1474_3210_13::2019-10->2019-11::668->668::bcd3e504e8846440->bcd3e504e8846440,668,668,20,21,2019,10,2019,11,0.9999613959981634,229,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000040,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0368E-1245N_1474_3210_13,40,SN7::L15-0368E-1245N_1474_3210_13::2019-11->2019-12::714->714::27e37a33c41b1a6a->27e37a33c41b1a6a,714,714,21,22,2019,11,2019,12,0.99999187000449,53,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000041,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0387E-1276N_1549_3087_13,41,SN7::L15-0387E-1276N_1549_3087_13::2018-03->2018-04::1569->1569::5f880adc006ea5fc->5f880adc006ea5fc,1569,1569,2,3,2018,3,2018,4,0.9995806251812152,2411,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000042,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0387E-1276N_1549_3087_13,42,SN7::L15-0387E-1276N_1549_3087_13::2018-06->2018-07::240->240::0dd13b968f7007df->0dd13b968f7007df,240,240,5,6,2018,6,2018,7,0.9998698677459774,777,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
CAL-000043,calibration_audit,SpaceNet7,earth_observation_building_links,geometry_linker,L15-0387E-1276N_1549_3087_13,43,SN7::L15-0387E-1276N_1549_3087_13::2018-09->2018-10::1443->1443::9859f2c8676ff385->9859f2c8676ff385,1443,1443,8,9,2018,9,2018,10,0.9999589949438746,249,False,1.0,1.0,1.0,1.0,same_building,yes,high,source and target share the official SpaceNet building identifier; requires human visual confirmation,requires_human_confirmation,,,,,,same_building,yes,high,"Official SpaceNet building identifiers and geometry metadata agree with the initial label; this is a metadata/official-proxy review, not an independent human visual audit.",metadata_confirmed_requires_human_visual_review,calibration
