audit_id,sample_set,aoi,video_id,source_year,source_month,target_year,target_month,source_building_id,target_building_id,bbox_iou,centroid_distance_score,area_ratio,base_geometry_score,path_id,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status
RAW-000011,raw_topk_audit,L15-0544E-1228N_2176_3279_13,81,2018,9,2018,10,8588,8588,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-09->2018-10::8588->8588::9515ee6f80c970c6->9515ee6f80c970c6,,,,,
RAW-000012,raw_topk_audit,L15-0586E-1127N_2345_3680_13,114,2019,7,2019,8,2561,2561,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2019-07->2019-08::2561->2561::5ca9a71fe69b6c99->5ca9a71fe69b6c99,,,,,
RAW-000013,raw_topk_audit,L15-0571E-1075N_2287_3888_13,94,2018,2,2018,3,5440,5440,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2018-02->2018-03::5440->5440::b8285c6aee21d51a->b8285c6aee21d51a,,,,,
RAW-000014,raw_topk_audit,L15-0614E-0946N_2459_4406_13,128,2019,4,2019,5,4921,4921,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-04->2019-05::4921->4921::18aa55e7dfc2e209->18aa55e7dfc2e209,,,,,
RAW-000015,raw_topk_audit,L15-0544E-1228N_2176_3279_13,83,2019,3,2019,4,6526,6526,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2019-03->2019-04::6526->6526::821d9967ce70bdde->821d9967ce70bdde,,,,,
RAW-000016,raw_topk_audit,L15-0361E-1300N_1446_2989_13,27,2018,10,2018,11,2766,2766,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2018-10->2018-11::2766->2766::cccaca1c3de3266c->cccaca1c3de3266c,,,,,
RAW-000017,raw_topk_audit,L15-0368E-1245N_1474_3210_13,35,2018,8,2018,9,4350,4350,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-08->2018-09::4350->4350::8516e1d3a03a3a12->8516e1d3a03a3a12,,,,,
RAW-000018,raw_topk_audit,L15-0614E-0946N_2459_4406_13,127,2019,3,2019,4,10082,10082,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-03->2019-04::10082->10082::bc70d1fed92052c5->bc70d1fed92052c5,,,,,
RAW-000019,raw_topk_audit,L15-0586E-1127N_2345_3680_13,109,2018,5,2018,6,4746,4746,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2018-05->2018-06::4746->4746::29c81499dea7d5eb->29c81499dea7d5eb,,,,,
RAW-000020,raw_topk_audit,L15-0571E-1075N_2287_3888_13,99,2019,8,2019,9,5036,5036,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2019-08->2019-09::5036->5036::6c33f5c7b7954e87->6c33f5c7b7954e87,,,,,
RAW-000021,raw_topk_audit,L15-0487E-1246N_1950_3207_13,69,2019,9,2019,10,538,538,1.0,1.0,1.0,1.0,SN7::L15-0487E-1246N_1950_3207_13::2019-09->2019-10::538->538::a3a80bd059a8cc99->a3a80bd059a8cc99,,,,,
RAW-000022,raw_topk_audit,L15-0571E-1075N_2287_3888_13,99,2019,8,2019,9,8742,8742,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2019-08->2019-09::8742->8742::9a46626a4b3e319c->9a46626a4b3e319c,,,,,
RAW-000023,raw_topk_audit,L15-0544E-1228N_2176_3279_13,86,2019,11,2019,12,7361,7361,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2019-11->2019-12::7361->7361::50f4102fa0d9ca5c->50f4102fa0d9ca5c,,,,,
RAW-000024,raw_topk_audit,L15-0571E-1075N_2287_3888_13,94,2018,1,2018,2,15949,15949,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2018-01->2018-02::15949->15949::5d6b4c0462805314->5d6b4c0462805314,,,,,
RAW-000025,raw_topk_audit,L15-0586E-1127N_2345_3680_13,113,2019,6,2019,7,1430,1430,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2019-06->2019-07::1430->1430::1e702c9c000157d9->1e702c9c000157d9,,,,,
RAW-000026,raw_topk_audit,L15-0544E-1228N_2176_3279_13,82,2018,11,2018,12,7478,7478,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-11->2018-12::7478->7478::73c56d9e8c29bd69->73c56d9e8c29bd69,,,,,
RAW-000027,raw_topk_audit,L15-0544E-1228N_2176_3279_13,82,2018,10,2018,11,7358,7358,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-10->2018-11::7358->7358::657412fcb03d0626->657412fcb03d0626,,,,,
RAW-000028,raw_topk_audit,L15-0358E-1220N_1433_3310_13,20,2018,11,2018,12,1636,1636,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2018-11->2018-12::1636->1636::1bcd7569602074d8->1bcd7569602074d8,,,,,
RAW-000029,raw_topk_audit,L15-0368E-1245N_1474_3210_13,37,2019,2,2019,3,1214,1214,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-02->2019-03::1214->1214::c3381af49c0f10ef->c3381af49c0f10ef,,,,,
RAW-000030,raw_topk_audit,L15-0586E-1127N_2345_3680_13,113,2019,6,2019,7,5007,5007,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2019-06->2019-07::5007->5007::ce7777ead35fc8b2->ce7777ead35fc8b2,,,,,
RAW-000031,raw_topk_audit,L15-0614E-0946N_2459_4406_13,127,2019,3,2019,4,12094,12094,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-03->2019-04::12094->12094::71199807f7c21f95->71199807f7c21f95,,,,,
RAW-000032,raw_topk_audit,L15-0577E-1243N_2309_3217_13,102,2018,8,2018,9,4103,4103,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2018-08->2018-09::4103->4103::153c9c23f18668dd->153c9c23f18668dd,,,,,
RAW-000033,raw_topk_audit,L15-0357E-1223N_1429_3296_13,12,2018,11,2018,12,3422,3422,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2018-11->2018-12::3422->3422::e2f7b3ad807a560b->e2f7b3ad807a560b,,,,,
RAW-000034,raw_topk_audit,L15-0571E-1075N_2287_3888_13,100,2019,11,2020,1,5462,5462,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2019-11->2020-01::5462->5462::219c349f387bdef1->219c349f387bdef1,,,,,
RAW-000035,raw_topk_audit,L15-0368E-1245N_1474_3210_13,40,2019,12,2020,1,5531,5531,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-12->2020-01::5531->5531::3c4abd7be0c12c31->3c4abd7be0c12c31,,,,,
RAW-000036,raw_topk_audit,L15-0586E-1127N_2345_3680_13,115,2019,10,2019,11,1294,1294,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2019-10->2019-11::1294->1294::edae09abcb868453->edae09abcb868453,,,,,
RAW-000037,raw_topk_audit,L15-0614E-0946N_2459_4406_13,128,2019,4,2019,5,10797,10797,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-04->2019-05::10797->10797::72ca4c2c15c7e266->72ca4c2c15c7e266,,,,,
RAW-000038,raw_topk_audit,L15-0368E-1245N_1474_3210_13,34,2018,4,2018,6,8159,8159,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-04->2018-06::8159->8159::a245d00cb20b24e8->a245d00cb20b24e8,,,,,
RAW-000039,raw_topk_audit,L15-0544E-1228N_2176_3279_13,81,2018,8,2018,9,6753,6753,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-08->2018-09::6753->6753::8796e4ae09009bde->8796e4ae09009bde,,,,,
RAW-000040,raw_topk_audit,L15-0457E-1135N_1831_3648_13,59,2018,11,2018,12,7279,7279,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2018-11->2018-12::7279->7279::34e0616cbf7ca342->34e0616cbf7ca342,,,,,
RAW-000041,raw_topk_audit,L15-0595E-1278N_2383_3079_13,123,2019,12,2020,1,1562,1562,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1562->1562::ca1cc522f576772a->ca1cc522f576772a,,,,,
RAW-000042,raw_topk_audit,L15-0361E-1300N_1446_2989_13,30,2019,5,2019,6,2530,2530,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2019-05->2019-06::2530->2530::e5c179e7072c4ef7->e5c179e7072c4ef7,,,,,
RAW-000043,raw_topk_audit,L15-0614E-0946N_2459_4406_13,128,2019,5,2019,6,14663,14663,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-05->2019-06::14663->14663::b0085edd7d1d9e0f->b0085edd7d1d9e0f,,,,,
RAW-000044,raw_topk_audit,L15-0457E-1135N_1831_3648_13,60,2019,2,2019,3,2873,2873,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2019-02->2019-03::2873->2873::226c136563150d8a->226c136563150d8a,,,,,
RAW-000045,raw_topk_audit,L15-0506E-1204N_2027_3374_13,77,2019,8,2019,9,2215,2215,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2019-08->2019-09::2215->2215::2db213d4a168952d->2db213d4a168952d,,,,,
RAW-000046,raw_topk_audit,L15-0614E-0946N_2459_4406_13,126,2018,11,2018,12,14921,14921,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2018-11->2018-12::14921->14921::df0b0048f77cff2b->df0b0048f77cff2b,,,,,
RAW-000047,raw_topk_audit,L15-0368E-1245N_1474_3210_13,35,2018,9,2018,10,9474,9474,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-09->2018-10::9474->9474::6869c68d1c884a98->6869c68d1c884a98,,,,,
RAW-000048,raw_topk_audit,L15-0457E-1135N_1831_3648_13,60,2019,3,2019,4,12010,12010,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2019-03->2019-04::12010->12010::f4df401be6913c9e->f4df401be6913c9e,,,,,
RAW-000049,raw_topk_audit,L15-0586E-1127N_2345_3680_13,108,2018,1,2018,2,3678,3678,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2018-01->2018-02::3678->3678::400bc337dc9317c1->400bc337dc9317c1,,,,,
RAW-000050,raw_topk_audit,L15-0614E-0946N_2459_4406_13,127,2019,2,2019,3,8689,8689,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-02->2019-03::8689->8689::05b7867928d382eb->05b7867928d382eb,,,,,
RAW-000051,raw_topk_audit,L15-0544E-1228N_2176_3279_13,80,2018,4,2018,5,10289,10289,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-04->2018-05::10289->10289::386145cddff2af1d->386145cddff2af1d,,,,,
RAW-000052,raw_topk_audit,L15-0614E-0946N_2459_4406_13,128,2019,5,2019,6,12727,12727,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-05->2019-06::12727->12727::c4a2dc8435104c5c->c4a2dc8435104c5c,,,,,
RAW-000053,raw_topk_audit,L15-0361E-1300N_1446_2989_13,30,2019,5,2019,6,2368,2368,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2019-05->2019-06::2368->2368::3209da9ce1cd3e2f->3209da9ce1cd3e2f,,,,,
RAW-000054,raw_topk_audit,L15-0457E-1135N_1831_3648_13,62,2019,9,2019,10,7412,7412,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2019-09->2019-10::7412->7412::c6b3042bd360e592->c6b3042bd360e592,,,,,
RAW-000055,raw_topk_audit,L15-0544E-1228N_2176_3279_13,82,2018,12,2019,1,9637,9637,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-12->2019-01::9637->9637::73dfff18810aac00->73dfff18810aac00,,,,,
RAW-000056,raw_topk_audit,L15-0361E-1300N_1446_2989_13,26,2018,5,2018,6,1272,1272,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2018-05->2018-06::1272->1272::eb5584a2412f913c->eb5584a2412f913c,,,,,
RAW-000057,raw_topk_audit,L15-0571E-1075N_2287_3888_13,100,2019,11,2020,1,2078,2078,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2019-11->2020-01::2078->2078::1691f48a49b6f0da->1691f48a49b6f0da,,,,,
RAW-000058,raw_topk_audit,L15-0368E-1245N_1474_3210_13,38,2019,6,2019,7,7933,7933,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-06->2019-07::7933->7933::c8f4f96db0638792->c8f4f96db0638792,,,,,
RAW-000059,raw_topk_audit,L15-0614E-0946N_2459_4406_13,129,2019,7,2019,8,4024,4024,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-07->2019-08::4024->4024::71cd476aa8f3384e->71cd476aa8f3384e,,,,,
RAW-000060,raw_topk_audit,L15-0614E-0946N_2459_4406_13,127,2019,2,2019,3,14995,14995,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-02->2019-03::14995->14995::16496831764c108a->16496831764c108a,,,,,
RAW-000061,raw_topk_audit,L15-0614E-0946N_2459_4406_13,124,2018,5,2018,6,1599,1599,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2018-05->2018-06::1599->1599::5c5f49cde74bb88c->5c5f49cde74bb88c,,,,,
RAW-000062,raw_topk_audit,L15-0358E-1220N_1433_3310_13,23,2019,8,2019,9,3998,3998,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2019-08->2019-09::3998->3998::ce73b4a207fdd384->ce73b4a207fdd384,,,,,
RAW-000063,raw_topk_audit,L15-0368E-1245N_1474_3210_13,33,2018,1,2018,2,3313,3313,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-01->2018-02::3313->3313::001076f51c457aa1->001076f51c457aa1,,,,,
RAW-000064,raw_topk_audit,L15-0457E-1135N_1831_3648_13,60,2019,1,2019,2,11142,11142,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2019-01->2019-02::11142->11142::f1f8dc5c48b062db->f1f8dc5c48b062db,,,,,
RAW-000065,raw_topk_audit,L15-0571E-1075N_2287_3888_13,99,2019,6,2019,8,3888,3888,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2019-06->2019-08::3888->3888::54115c60d4066126->54115c60d4066126,,,,,
RAW-000066,raw_topk_audit,L15-0614E-0946N_2459_4406_13,126,2018,11,2018,12,12099,12099,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2018-11->2018-12::12099->12099::e1aaea94c619060e->e1aaea94c619060e,,,,,
RAW-000067,raw_topk_audit,L15-0357E-1223N_1429_3296_13,12,2018,12,2019,1,1163,1163,1.0,1.0,1.0,1.0,SN7::L15-0357E-1223N_1429_3296_13::2018-12->2019-01::1163->1163::6d4e04cdccd7e9b0->6d4e04cdccd7e9b0,,,,,
RAW-000068,raw_topk_audit,L15-0544E-1228N_2176_3279_13,85,2019,8,2019,9,6079,6079,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2019-08->2019-09::6079->6079::8e07c92d609f37c0->8e07c92d609f37c0,,,,,
RAW-000069,raw_topk_audit,L15-0544E-1228N_2176_3279_13,82,2018,11,2018,12,6225,6225,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-11->2018-12::6225->6225::dd717d83343c1277->dd717d83343c1277,,,,,
RAW-000070,raw_topk_audit,L15-0358E-1220N_1433_3310_13,19,2018,8,2018,9,3113,3113,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2018-08->2018-09::3113->3113::a851c9d9bd0ffa87->a851c9d9bd0ffa87,,,,,
RAW-000071,raw_topk_audit,L15-0577E-1243N_2309_3217_13,106,2019,6,2019,7,131,131,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2019-06->2019-07::131->131::7912691de3668e3b->7912691de3668e3b,,,,,
RAW-000072,raw_topk_audit,L15-0614E-0946N_2459_4406_13,128,2019,4,2019,5,10801,10801,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-04->2019-05::10801->10801::285dfcb80c2342db->285dfcb80c2342db,,,,,
RAW-000073,raw_topk_audit,L15-0544E-1228N_2176_3279_13,79,2018,1,2018,2,2584,2584,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-01->2018-02::2584->2584::bf121c649ccaddef->bf121c649ccaddef,,,,,
RAW-000074,raw_topk_audit,L15-0331E-1257N_1327_3160_13,4,2018,12,2019,1,436,436,1.0,1.0,1.0,1.0,SN7::L15-0331E-1257N_1327_3160_13::2018-12->2019-01::436->436::60ff7ccd2893d1c7->60ff7ccd2893d1c7,,,,,
RAW-000075,raw_topk_audit,L15-0457E-1135N_1831_3648_13,57,2018,5,2018,6,46,46,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2018-05->2018-06::46->46::09e70f9e4fadf928->09e70f9e4fadf928,,,,,
RAW-000076,raw_topk_audit,L15-0595E-1278N_2383_3079_13,120,2019,1,2019,2,1180,1180,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2019-01->2019-02::1180->1180::fe96fda9c7b7207b->fe96fda9c7b7207b,,,,,
RAW-000077,raw_topk_audit,L15-0457E-1135N_1831_3648_13,60,2019,1,2019,2,7525,7525,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2019-01->2019-02::7525->7525::ab3af3758269670f->ab3af3758269670f,,,,,
RAW-000078,raw_topk_audit,L15-0614E-0946N_2459_4406_13,128,2019,5,2019,6,3670,3670,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-05->2019-06::3670->3670::e8856623dc70107e->e8856623dc70107e,,,,,
RAW-000079,raw_topk_audit,L15-0632E-0892N_2528_4620_13,135,2019,3,2019,4,1975,1975,1.0,1.0,1.0,1.0,SN7::L15-0632E-0892N_2528_4620_13::2019-03->2019-04::1975->1975::27910e9447559fa3->27910e9447559fa3,,,,,
RAW-000080,raw_topk_audit,L15-0586E-1127N_2345_3680_13,111,2018,11,2018,12,2538,2538,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2018-11->2018-12::2538->2538::336c76e71036d61f->336c76e71036d61f,,,,,
RAW-000081,raw_topk_audit,L15-0368E-1245N_1474_3210_13,40,2019,12,2020,1,4596,4596,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-12->2020-01::4596->4596::19a46c677349c10e->19a46c677349c10e,,,,,
RAW-000082,raw_topk_audit,L15-0368E-1245N_1474_3210_13,39,2019,10,2019,11,668,668,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-10->2019-11::668->668::bcd3e504e8846440->bcd3e504e8846440,,,,,
RAW-000083,raw_topk_audit,L15-0614E-0946N_2459_4406_13,128,2019,4,2019,5,6942,6942,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-04->2019-05::6942->6942::0b623703a036b7cf->0b623703a036b7cf,,,,,
RAW-000084,raw_topk_audit,L15-0586E-1127N_2345_3680_13,108,2018,2,2018,3,5136,5136,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2018-02->2018-03::5136->5136::2a2e77cf78424573->2a2e77cf78424573,,,,,
RAW-000085,raw_topk_audit,L15-0614E-0946N_2459_4406_13,127,2019,3,2019,4,13943,13943,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-03->2019-04::13943->13943::1dc8388a2a5e2c28->1dc8388a2a5e2c28,,,,,
RAW-000086,raw_topk_audit,L15-0331E-1257N_1327_3160_13,4,2018,10,2018,11,2000,2000,1.0,1.0,1.0,1.0,SN7::L15-0331E-1257N_1327_3160_13::2018-10->2018-11::2000->2000::e09bc8f14a7b3ee8->e09bc8f14a7b3ee8,,,,,
RAW-000087,raw_topk_audit,L15-0358E-1220N_1433_3310_13,23,2019,10,2019,11,1329,1329,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2019-10->2019-11::1329->1329::c63eb7b74eedae8e->c63eb7b74eedae8e,,,,,
RAW-000088,raw_topk_audit,L15-0368E-1245N_1474_3210_13,37,2019,3,2019,4,533,533,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-03->2019-04::533->533::7ff484d1feb6f8ef->7ff484d1feb6f8ef,,,,,
RAW-000089,raw_topk_audit,L15-0457E-1135N_1831_3648_13,59,2018,11,2018,12,12638,12638,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2018-11->2018-12::12638->12638::b3feb12b0b69bd23->b3feb12b0b69bd23,,,,,
RAW-000090,raw_topk_audit,L15-0614E-0946N_2459_4406_13,128,2019,5,2019,6,4992,4992,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-05->2019-06::4992->4992::d38b943496408717->d38b943496408717,,,,,
RAW-000091,raw_topk_audit,L15-0368E-1245N_1474_3210_13,34,2018,4,2018,6,8429,8429,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-04->2018-06::8429->8429::49f8faef24c94d62->49f8faef24c94d62,,,,,
RAW-000092,raw_topk_audit,L15-0506E-1204N_2027_3374_13,76,2019,4,2019,5,2097,2097,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2019-04->2019-05::2097->2097::44327ddca63577bd->44327ddca63577bd,,,,,
RAW-000093,raw_topk_audit,L15-0571E-1075N_2287_3888_13,94,2018,3,2018,4,13301,13301,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2018-03->2018-04::13301->13301::a1e79c4399e6342c->a1e79c4399e6342c,,,,,
RAW-000094,raw_topk_audit,L15-0586E-1127N_2345_3680_13,115,2019,10,2019,11,1182,1182,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2019-10->2019-11::1182->1182::e86b0124c8c1c533->e86b0124c8c1c533,,,,,
RAW-000095,raw_topk_audit,L15-0457E-1135N_1831_3648_13,59,2018,12,2019,1,4066,4066,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2018-12->2019-01::4066->4066::6533e4a4e6fbdbc7->6533e4a4e6fbdbc7,,,,,
RAW-000096,raw_topk_audit,L15-0586E-1127N_2345_3680_13,111,2018,10,2018,11,1566,1565,1.0,1.0,1.0,1.0,SN7::L15-0586E-1127N_2345_3680_13::2018-10->2018-11::1566->1565::51fb0a35773b95d6->51fb0a35773b95d6,,,,,
RAW-000097,raw_topk_audit,L15-0595E-1278N_2383_3079_13,119,2018,12,2019,1,561,561,1.0,1.0,1.0,1.0,SN7::L15-0595E-1278N_2383_3079_13::2018-12->2019-01::561->561::e593c01fc2c557ed->e593c01fc2c557ed,,,,,
RAW-000098,raw_topk_audit,L15-0361E-1300N_1446_2989_13,30,2019,6,2019,7,400,400,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2019-06->2019-07::400->400::f64d3ff0b6c8392c->f64d3ff0b6c8392c,,,,,
RAW-000099,raw_topk_audit,L15-0544E-1228N_2176_3279_13,80,2018,6,2018,7,4992,4992,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-06->2018-07::4992->4992::5ee1ada5cfbefa46->5ee1ada5cfbefa46,,,,,
RAW-000100,raw_topk_audit,L15-0368E-1245N_1474_3210_13,36,2018,11,2018,12,6583,6583,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-11->2018-12::6583->6583::39cbb88c483b6520->39cbb88c483b6520,,,,,
RAW-000101,raw_topk_audit,L15-0614E-0946N_2459_4406_13,129,2019,8,2019,9,13909,13909,1.0,1.0,1.0,1.0,SN7::L15-0614E-0946N_2459_4406_13::2019-08->2019-09::13909->13909::93354325aa221034->93354325aa221034,,,,,
