audit_id,sample_set,aoi,video_id,source_year,source_month,target_year,target_month,source_building_id,target_building_id,bbox_iou,centroid_distance_score,area_ratio,base_geometry_score,path_id,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status
CAL-000023,calibration_audit,L15-0358E-1220N_1433_3310_13,23,2019,10,2019,11,398,398,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2019-10->2019-11::398->398::513ca25b502bbe25->513ca25b502bbe25,,,,,
CAL-000024,calibration_audit,L15-0358E-1220N_1433_3310_13,24,2019,12,2020,1,3779,3779,1.0,1.0,1.0,1.0,SN7::L15-0358E-1220N_1433_3310_13::2019-12->2020-01::3779->3779::6e655ffee4556042->6e655ffee4556042,,,,,
CAL-000025,calibration_audit,L15-0361E-1300N_1446_2989_13,25,2018,1,2018,2,1363,1363,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2018-01->2018-02::1363->1363::c07614010e11485f->c07614010e11485f,,,,,
CAL-000026,calibration_audit,L15-0361E-1300N_1446_2989_13,26,2018,7,2018,8,224,224,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2018-07->2018-08::224->224::23c6be666234c34f->23c6be666234c34f,,,,,
CAL-000027,calibration_audit,L15-0361E-1300N_1446_2989_13,27,2018,8,2018,9,3582,3582,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2018-08->2018-09::3582->3582::b49b8d59f961f4b1->b49b8d59f961f4b1,,,,,
CAL-000028,calibration_audit,L15-0361E-1300N_1446_2989_13,28,2018,12,2019,1,2034,2034,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2018-12->2019-01::2034->2034::13d244156ee388c1->13d244156ee388c1,,,,,
CAL-000029,calibration_audit,L15-0361E-1300N_1446_2989_13,29,2019,4,2019,5,1799,1799,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2019-04->2019-05::1799->1799::ac2827318a042b24->ac2827318a042b24,,,,,
CAL-000030,calibration_audit,L15-0361E-1300N_1446_2989_13,30,2019,5,2019,6,635,635,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2019-05->2019-06::635->635::fd32848ce0735180->fd32848ce0735180,,,,,
CAL-000031,calibration_audit,L15-0361E-1300N_1446_2989_13,31,2019,10,2019,11,4426,4426,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2019-10->2019-11::4426->4426::0ec83bc3cd371c59->0ec83bc3cd371c59,,,,,
CAL-000032,calibration_audit,L15-0361E-1300N_1446_2989_13,32,2019,11,2019,12,50,50,1.0,1.0,1.0,1.0,SN7::L15-0361E-1300N_1446_2989_13::2019-11->2019-12::50->50::04dfe1e896c78bc1->04dfe1e896c78bc1,,,,,
CAL-000033,calibration_audit,L15-0368E-1245N_1474_3210_13,33,2018,3,2018,4,8988,8988,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-03->2018-04::8988->8988::db51f71fe8da00c6->db51f71fe8da00c6,,,,,
CAL-000034,calibration_audit,L15-0368E-1245N_1474_3210_13,34,2018,7,2018,8,4792,4792,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-07->2018-08::4792->4792::5d24c8bd0299f843->5d24c8bd0299f843,,,,,
CAL-000035,calibration_audit,L15-0368E-1245N_1474_3210_13,35,2018,9,2018,10,7043,7043,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2018-09->2018-10::7043->7043::0bee23986d13e1d4->0bee23986d13e1d4,,,,,
CAL-000036,calibration_audit,L15-0368E-1245N_1474_3210_13,36,2019,1,2019,2,6329,6329,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-01->2019-02::6329->6329::e885dc5ce2f4c118->e885dc5ce2f4c118,,,,,
CAL-000037,calibration_audit,L15-0368E-1245N_1474_3210_13,37,2019,2,2019,3,1214,1214,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-02->2019-03::1214->1214::c3381af49c0f10ef->c3381af49c0f10ef,,,,,
CAL-000038,calibration_audit,L15-0368E-1245N_1474_3210_13,38,2019,7,2019,8,2777,2777,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-07->2019-08::2777->2777::9977601dff7788e1->9977601dff7788e1,,,,,
CAL-000039,calibration_audit,L15-0368E-1245N_1474_3210_13,39,2019,10,2019,11,668,668,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-10->2019-11::668->668::bcd3e504e8846440->bcd3e504e8846440,,,,,
CAL-000040,calibration_audit,L15-0368E-1245N_1474_3210_13,40,2019,11,2019,12,714,714,1.0,1.0,1.0,1.0,SN7::L15-0368E-1245N_1474_3210_13::2019-11->2019-12::714->714::27e37a33c41b1a6a->27e37a33c41b1a6a,,,,,
CAL-000041,calibration_audit,L15-0387E-1276N_1549_3087_13,41,2018,3,2018,4,1569,1569,1.0,1.0,1.0,1.0,SN7::L15-0387E-1276N_1549_3087_13::2018-03->2018-04::1569->1569::5f880adc006ea5fc->5f880adc006ea5fc,,,,,
CAL-000042,calibration_audit,L15-0387E-1276N_1549_3087_13,42,2018,6,2018,7,240,240,1.0,1.0,1.0,1.0,SN7::L15-0387E-1276N_1549_3087_13::2018-06->2018-07::240->240::0dd13b968f7007df->0dd13b968f7007df,,,,,
CAL-000043,calibration_audit,L15-0387E-1276N_1549_3087_13,43,2018,9,2018,10,1443,1443,1.0,1.0,1.0,1.0,SN7::L15-0387E-1276N_1549_3087_13::2018-09->2018-10::1443->1443::9859f2c8676ff385->9859f2c8676ff385,,,,,
CAL-000044,calibration_audit,L15-0387E-1276N_1549_3087_13,44,2018,12,2019,3,379,379,1.0,1.0,1.0,1.0,SN7::L15-0387E-1276N_1549_3087_13::2018-12->2019-03::379->379::8911aa7dc089a08a->8911aa7dc089a08a,,,,,
CAL-000045,calibration_audit,L15-0387E-1276N_1549_3087_13,45,2019,5,2019,6,633,633,0.9999999995061294,0.999999999872542,0.9999999995061292,0.999999999608725,SN7::L15-0387E-1276N_1549_3087_13::2019-05->2019-06::633->633::a6558d9eae2abf0d->8044f40ce2ce1d8f,,,,,
CAL-000046,calibration_audit,L15-0387E-1276N_1549_3087_13,46,2019,7,2019,8,993,993,1.0,1.0,1.0,1.0,SN7::L15-0387E-1276N_1549_3087_13::2019-07->2019-08::993->993::e18a8b9516703078->e18a8b9516703078,,,,,
CAL-000047,calibration_audit,L15-0387E-1276N_1549_3087_13,47,2019,10,2019,11,1751,1751,1.0,1.0,1.0,1.0,SN7::L15-0387E-1276N_1549_3087_13::2019-10->2019-11::1751->1751::9ee2fbe226084dd8->9ee2fbe226084dd8,,,,,
CAL-000048,calibration_audit,L15-0434E-1218N_1736_3318_13,48,2018,2,2018,3,5,5,1.0,1.0,1.0,1.0,SN7::L15-0434E-1218N_1736_3318_13::2018-02->2018-03::5->5::ea87ed2eecea65bf->ea87ed2eecea65bf,,,,,
CAL-000049,calibration_audit,L15-0434E-1218N_1736_3318_13,49,2018,5,2018,6,20,20,1.0,1.0,1.0,1.0,SN7::L15-0434E-1218N_1736_3318_13::2018-05->2018-06::20->20::e99c6c13f3420ff4->e99c6c13f3420ff4,,,,,
CAL-000050,calibration_audit,L15-0434E-1218N_1736_3318_13,50,2018,9,2018,10,9,9,1.0,1.0,1.0,1.0,SN7::L15-0434E-1218N_1736_3318_13::2018-09->2018-10::9->9::99281d1b618ef218->99281d1b618ef218,,,,,
CAL-000051,calibration_audit,L15-0434E-1218N_1736_3318_13,51,2018,10,2018,11,23,23,1.0,1.0,1.0,1.0,SN7::L15-0434E-1218N_1736_3318_13::2018-10->2018-11::23->23::505cf69febe2d41e->505cf69febe2d41e,,,,,
CAL-000052,calibration_audit,L15-0434E-1218N_1736_3318_13,52,2019,1,2019,2,5,73,1.0,1.0,1.0,1.0,SN7::L15-0434E-1218N_1736_3318_13::2019-01->2019-02::5->73::ea87ed2eecea65bf->ea87ed2eecea65bf,,,,,
CAL-000053,calibration_audit,L15-0434E-1218N_1736_3318_13,53,2019,5,2019,6,23,23,1.0,1.0,1.0,1.0,SN7::L15-0434E-1218N_1736_3318_13::2019-05->2019-06::23->23::505cf69febe2d41e->505cf69febe2d41e,,,,,
CAL-000054,calibration_audit,L15-0434E-1218N_1736_3318_13,54,2019,7,2019,8,19,19,1.0,1.0,1.0,1.0,SN7::L15-0434E-1218N_1736_3318_13::2019-07->2019-08::19->19::f8c815f69f808d81->f8c815f69f808d81,,,,,
CAL-000055,calibration_audit,L15-0434E-1218N_1736_3318_13,55,2019,12,2020,1,3,3,1.0,1.0,1.0,1.0,SN7::L15-0434E-1218N_1736_3318_13::2019-12->2020-01::3->3::d616c34e66053db4->d616c34e66053db4,,,,,
CAL-000056,calibration_audit,L15-0457E-1135N_1831_3648_13,56,2018,2,2018,3,6015,6015,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2018-02->2018-03::6015->6015::40fb1b71bda1ebcd->40fb1b71bda1ebcd,,,,,
CAL-000057,calibration_audit,L15-0457E-1135N_1831_3648_13,57,2018,5,2018,6,11481,11481,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2018-05->2018-06::11481->11481::8806a85c360a8c19->8806a85c360a8c19,,,,,
CAL-000058,calibration_audit,L15-0457E-1135N_1831_3648_13,58,2018,8,2018,9,1929,1929,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2018-08->2018-09::1929->1929::32694d58bda05985->32694d58bda05985,,,,,
CAL-000059,calibration_audit,L15-0457E-1135N_1831_3648_13,59,2018,11,2018,12,6818,6818,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2018-11->2018-12::6818->6818::00e6ea6cec7220b5->00e6ea6cec7220b5,,,,,
CAL-000060,calibration_audit,L15-0457E-1135N_1831_3648_13,60,2019,3,2019,4,4483,4483,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2019-03->2019-04::4483->4483::63730b339df1f250->63730b339df1f250,,,,,
CAL-000061,calibration_audit,L15-0457E-1135N_1831_3648_13,61,2019,5,2019,6,13054,13054,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2019-05->2019-06::13054->13054::a990142a0e536a27->a990142a0e536a27,,,,,
CAL-000062,calibration_audit,L15-0457E-1135N_1831_3648_13,62,2019,9,2019,10,7412,7412,1.0,1.0,1.0,1.0,SN7::L15-0457E-1135N_1831_3648_13::2019-09->2019-10::7412->7412::c6b3042bd360e592->c6b3042bd360e592,,,,,
CAL-000063,calibration_audit,L15-0487E-1246N_1950_3207_13,63,2018,3,2018,4,27,27,1.0,1.0,1.0,1.0,SN7::L15-0487E-1246N_1950_3207_13::2018-03->2018-04::27->27::443fda2c71a1c13c->443fda2c71a1c13c,,,,,
CAL-000064,calibration_audit,L15-0487E-1246N_1950_3207_13,64,2018,5,2018,6,594,594,1.0,1.0,1.0,1.0,SN7::L15-0487E-1246N_1950_3207_13::2018-05->2018-06::594->594::dd1f7f283b54735e->dd1f7f283b54735e,,,,,
CAL-000065,calibration_audit,L15-0487E-1246N_1950_3207_13,65,2018,9,2018,10,147,147,1.0,1.0,1.0,1.0,SN7::L15-0487E-1246N_1950_3207_13::2018-09->2018-10::147->147::11f2d899b86f0f51->11f2d899b86f0f51,,,,,
CAL-000066,calibration_audit,L15-0487E-1246N_1950_3207_13,66,2018,11,2018,12,536,536,1.0,1.0,1.0,1.0,SN7::L15-0487E-1246N_1950_3207_13::2018-11->2018-12::536->536::f8560506d2774c8b->f8560506d2774c8b,,,,,
CAL-000067,calibration_audit,L15-0487E-1246N_1950_3207_13,67,2019,3,2019,4,374,374,1.0,1.0,1.0,1.0,SN7::L15-0487E-1246N_1950_3207_13::2019-03->2019-04::374->374::bb6542d64cdbc0bf->bb6542d64cdbc0bf,,,,,
CAL-000068,calibration_audit,L15-0487E-1246N_1950_3207_13,68,2019,4,2019,5,555,555,1.0,1.0,1.0,1.0,SN7::L15-0487E-1246N_1950_3207_13::2019-04->2019-05::555->555::e0a7df404f4f3769->e0a7df404f4f3769,,,,,
CAL-000069,calibration_audit,L15-0487E-1246N_1950_3207_13,69,2019,9,2019,10,538,538,1.0,1.0,1.0,1.0,SN7::L15-0487E-1246N_1950_3207_13::2019-09->2019-10::538->538::a3a80bd059a8cc99->a3a80bd059a8cc99,,,,,
CAL-000070,calibration_audit,L15-0487E-1246N_1950_3207_13,70,2019,12,2020,1,735,735,1.0,1.0,1.0,1.0,SN7::L15-0487E-1246N_1950_3207_13::2019-12->2020-01::735->735::3478fb5d17b2cb92->3478fb5d17b2cb92,,,,,
CAL-000071,calibration_audit,L15-0506E-1204N_2027_3374_13,71,2018,1,2018,2,2043,2043,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2018-01->2018-02::2043->2043::5bca3a45c6e9e806->5bca3a45c6e9e806,,,,,
CAL-000072,calibration_audit,L15-0506E-1204N_2027_3374_13,72,2018,4,2018,5,1987,1987,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2018-04->2018-05::1987->1987::02cecbf6b3054b42->02cecbf6b3054b42,,,,,
CAL-000073,calibration_audit,L15-0506E-1204N_2027_3374_13,73,2018,9,2018,10,2344,2344,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2018-09->2018-10::2344->2344::1ff51c310ad05e43->1ff51c310ad05e43,,,,,
CAL-000074,calibration_audit,L15-0506E-1204N_2027_3374_13,74,2018,10,2018,11,1231,1231,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2018-10->2018-11::1231->1231::36e19012d7c6ecc5->36e19012d7c6ecc5,,,,,
CAL-000075,calibration_audit,L15-0506E-1204N_2027_3374_13,75,2019,3,2019,4,105,105,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2019-03->2019-04::105->105::2e58a43c2010e1a3->2e58a43c2010e1a3,,,,,
CAL-000076,calibration_audit,L15-0506E-1204N_2027_3374_13,76,2019,5,2019,6,1093,1093,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2019-05->2019-06::1093->1093::0cc513754b7d0d99->0cc513754b7d0d99,,,,,
CAL-000077,calibration_audit,L15-0506E-1204N_2027_3374_13,77,2019,9,2019,10,1633,1633,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2019-09->2019-10::1633->1633::e2262e630b0213a3->e2262e630b0213a3,,,,,
CAL-000078,calibration_audit,L15-0506E-1204N_2027_3374_13,78,2019,11,2019,12,797,797,1.0,1.0,1.0,1.0,SN7::L15-0506E-1204N_2027_3374_13::2019-11->2019-12::797->797::97d368f2e357869d->97d368f2e357869d,,,,,
CAL-000079,calibration_audit,L15-0544E-1228N_2176_3279_13,79,2018,2,2018,3,7033,7033,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-02->2018-03::7033->7033::bdc3ec50d11f1965->bdc3ec50d11f1965,,,,,
CAL-000080,calibration_audit,L15-0544E-1228N_2176_3279_13,80,2018,6,2018,7,403,403,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-06->2018-07::403->403::98e06208f02d1510->98e06208f02d1510,,,,,
CAL-000081,calibration_audit,L15-0544E-1228N_2176_3279_13,81,2018,8,2018,9,2941,2941,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-08->2018-09::2941->2941::83db7b495786964f->83db7b495786964f,,,,,
CAL-000082,calibration_audit,L15-0544E-1228N_2176_3279_13,82,2018,11,2018,12,2629,2629,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2018-11->2018-12::2629->2629::e4dcb288e241e78b->e4dcb288e241e78b,,,,,
CAL-000083,calibration_audit,L15-0544E-1228N_2176_3279_13,83,2019,3,2019,4,7237,7237,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2019-03->2019-04::7237->7237::e27f786efc7d999a->e27f786efc7d999a,,,,,
CAL-000084,calibration_audit,L15-0544E-1228N_2176_3279_13,84,2019,4,2019,5,5593,5593,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2019-04->2019-05::5593->5593::c4b0e7e1181302cf->c4b0e7e1181302cf,,,,,
CAL-000085,calibration_audit,L15-0544E-1228N_2176_3279_13,85,2019,8,2019,9,6079,6079,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2019-08->2019-09::6079->6079::8e07c92d609f37c0->8e07c92d609f37c0,,,,,
CAL-000086,calibration_audit,L15-0544E-1228N_2176_3279_13,86,2019,11,2019,12,1738,1738,1.0,1.0,1.0,1.0,SN7::L15-0544E-1228N_2176_3279_13::2019-11->2019-12::1738->1738::82423771fc0a57c8->82423771fc0a57c8,,,,,
CAL-000087,calibration_audit,L15-0566E-1185N_2265_3451_13,87,2018,3,2018,4,12,12,1.0,1.0,1.0,1.0,SN7::L15-0566E-1185N_2265_3451_13::2018-03->2018-04::12->12::4053444395b88cb7->4053444395b88cb7,,,,,
CAL-000088,calibration_audit,L15-0566E-1185N_2265_3451_13,88,2018,7,2018,8,8,8,1.0,1.0,1.0,1.0,SN7::L15-0566E-1185N_2265_3451_13::2018-07->2018-08::8->8::1d351be6c1890851->1d351be6c1890851,,,,,
CAL-000089,calibration_audit,L15-0566E-1185N_2265_3451_13,89,2018,11,2019,1,26,31,1.0,1.0,1.0,1.0,SN7::L15-0566E-1185N_2265_3451_13::2018-11->2019-01::26->31::3fff69d088b5eb62->3fff69d088b5eb62,,,,,
CAL-000090,calibration_audit,L15-0566E-1185N_2265_3451_13,90,2019,1,2019,2,82,82,1.0,1.0,1.0,1.0,SN7::L15-0566E-1185N_2265_3451_13::2019-01->2019-02::82->82::d22e8f03289270fd->d22e8f03289270fd,,,,,
CAL-000091,calibration_audit,L15-0566E-1185N_2265_3451_13,91,2019,4,2019,5,151,151,1.0,1.0,1.0,1.0,SN7::L15-0566E-1185N_2265_3451_13::2019-04->2019-05::151->151::87a77ec242332507->87a77ec242332507,,,,,
CAL-000092,calibration_audit,L15-0566E-1185N_2265_3451_13,92,2019,10,2019,11,321,321,1.0,1.0,1.0,1.0,SN7::L15-0566E-1185N_2265_3451_13::2019-10->2019-11::321->321::6648367bf764197c->6648367bf764197c,,,,,
CAL-000093,calibration_audit,L15-0566E-1185N_2265_3451_13,93,2019,12,2020,1,548,548,1.0,1.0,1.0,1.0,SN7::L15-0566E-1185N_2265_3451_13::2019-12->2020-01::548->548::89c302d5f28ecac4->89c302d5f28ecac4,,,,,
CAL-000094,calibration_audit,L15-0571E-1075N_2287_3888_13,94,2018,3,2018,4,14826,14826,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2018-03->2018-04::14826->14826::1690986192cfa34e->1690986192cfa34e,,,,,
CAL-000095,calibration_audit,L15-0571E-1075N_2287_3888_13,95,2018,4,2018,7,4942,4942,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2018-04->2018-07::4942->4942::6b77164be3b56d62->6b77164be3b56d62,,,,,
CAL-000096,calibration_audit,L15-0571E-1075N_2287_3888_13,96,2018,11,2018,12,4114,4114,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2018-11->2018-12::4114->4114::8327fc40e780adaf->8327fc40e780adaf,,,,,
CAL-000097,calibration_audit,L15-0571E-1075N_2287_3888_13,97,2019,1,2019,2,1168,1168,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2019-01->2019-02::1168->1168::01a69902908872ab->01a69902908872ab,,,,,
CAL-000098,calibration_audit,L15-0571E-1075N_2287_3888_13,98,2019,4,2019,5,1120,1120,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2019-04->2019-05::1120->1120::5b7bee2296b855ae->5b7bee2296b855ae,,,,,
CAL-000099,calibration_audit,L15-0571E-1075N_2287_3888_13,99,2019,8,2019,9,3423,3423,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2019-08->2019-09::3423->3423::b996c25705678073->b996c25705678073,,,,,
CAL-000100,calibration_audit,L15-0571E-1075N_2287_3888_13,100,2019,11,2020,1,5462,5462,1.0,1.0,1.0,1.0,SN7::L15-0571E-1075N_2287_3888_13::2019-11->2020-01::5462->5462::219c349f387bdef1->219c349f387bdef1,,,,,
CAL-000101,calibration_audit,L15-0577E-1243N_2309_3217_13,101,2018,2,2018,4,3879,3879,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2018-02->2018-04::3879->3879::294957125394f1e5->294957125394f1e5,,,,,
CAL-000102,calibration_audit,L15-0577E-1243N_2309_3217_13,102,2018,8,2018,9,3158,3158,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2018-08->2018-09::3158->3158::b628d15839317492->b628d15839317492,,,,,
CAL-000103,calibration_audit,L15-0577E-1243N_2309_3217_13,103,2018,10,2018,11,3032,3032,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2018-10->2018-11::3032->3032::df130cd83c4c5afe->df130cd83c4c5afe,,,,,
CAL-000104,calibration_audit,L15-0577E-1243N_2309_3217_13,104,2019,1,2019,2,1523,1523,1.0,1.0,1.0,1.0,SN7::L15-0577E-1243N_2309_3217_13::2019-01->2019-02::1523->1523::7ee23efa90013921->7ee23efa90013921,,,,,
