material_id,formula,e_form_per_atom_mp2020_corrected,e_above_hull_mp2020_corrected_ppd_mp,wyckoff_spglib,unique_prototype,chemical_system,K300_PARC_release_seed_count,K300_raw_topK_requested_budget_seed_count,K300_raw_topR_matched_release_size_seed_count,K500_PARC_release_seed_count,K500_raw_topK_requested_budget_seed_count,K500_raw_topR_matched_release_size_seed_count,stable_exact_t0
wbm-1-10391,Cl8 Er2,-2.11996,0.01531,A4B_mP10_13_2g_e:Cl-Er,True,Cl-Er,3.0,7.0,3.0,0.0,7.0,0.0,False
wbm-1-10392,Cl8 Er2,-2.102066,0.033204,A4B_tI20_141_h_a:Cl-Er,True,Cl-Er,0.0,7.0,0.0,0.0,7.0,0.0,False
wbm-1-10393,Cl8 Er2,-2.114025,0.021245,A4B_tI20_88_f_a:Cl-Er,True,Cl-Er,1.0,7.0,1.0,0.0,7.0,0.0,False
wbm-1-10394,Cl8 Eu2,-1.820325,0.032316,A4B_tI20_141_h_a:Cl-Eu,True,Cl-Eu,3.0,12.0,3.0,0.0,12.0,0.0,False
wbm-1-10395,Cl8 Eu2,-1.65324,0.199401,A4B_aP10_1_8a_2a:Cl-Eu,True,Cl-Eu,0.0,0.0,0.0,0.0,2.0,0.0,False
wbm-1-10404,Cl8 Gd2,-2.138052,0.022748,A4B_mP10_13_2g_e:Cl-Gd,True,Cl-Gd,2.0,10.0,2.0,0.0,10.0,0.0,False
wbm-1-10405,Cl8 Gd2,-2.113791,0.047009,A4B_tI20_141_h_a:Cl-Gd,True,Cl-Gd,2.0,10.0,2.0,0.0,10.0,0.0,False
wbm-1-10410,Cl8 Ho2,-2.12241,0.015707,A4B_mP10_13_2g_e:Cl-Ho,True,Cl-Ho,7.0,11.0,7.0,1.0,11.0,1.0,False
wbm-1-10411,Cl8 Ho2,-2.10869,0.029427,A4B_tI20_141_h_a:Cl-Ho,True,Cl-Ho,0.0,11.0,0.0,0.0,11.0,0.0,False
wbm-1-10412,Cl8 Ho2,-2.120786,0.017331,A4B_tI20_88_f_a:Cl-Ho,True,Cl-Ho,0.0,11.0,0.0,0.0,11.0,0.0,False
wbm-1-10417,Cl8 In2,-1.16582,-0.012518,A4B_aP10_2_4i_i:Cl-In,True,Cl-In,1.0,12.0,1.0,0.0,12.0,0.0,True
wbm-1-10442,Cl8 La2,-2.215007,0.07881,A4B_tI20_141_h_a:Cl-La,True,Cl-La,6.0,13.0,6.0,1.0,13.0,1.0,False
wbm-1-10444,Cl8 Lu2,-2.109307,0.016911,A4B_mP10_13_2g_e:Cl-Lu,True,Cl-Lu,2.0,11.0,2.0,0.0,11.0,0.0,False
wbm-1-10445,Cl8 Lu2,-2.087008,0.03921,A4B_tI20_88_f_a:Cl-Lu,True,Cl-Lu,1.0,11.0,1.0,0.0,11.0,0.0,False
wbm-1-10447,Cl8 Mn2,-1.299111,-0.40207,A4B_mP10_13_2g_e:Cl-Mn,True,Cl-Mn,10.0,14.0,10.0,6.0,14.0,6.0,True
wbm-1-10450,Cl8 Nd2,-2.132994,0.065399,A4B_tI20_141_h_a:Cl-Nd,True,Cl-Nd,3.0,8.0,3.0,0.0,8.0,0.0,False
wbm-1-10451,Cl8 Nd2,-2.145847,0.052547,A4B_tI20_88_f_a:Cl-Nd,True,Cl-Nd,3.0,8.0,3.0,0.0,8.0,0.0,False
wbm-1-10456,Cl8 Ni2 Rb2,-1.346862,-0.053907,A4BC_mC24_15_2f_c_e:Cl-Ni-Rb,True,Cl-Ni-Rb,0.0,0.0,0.0,0.0,1.0,0.0,True
wbm-1-10467,Cl8 Pr2,-2.271094,-0.064568,A4B_mC20_12_2ij_i:Cl-Pr,True,Cl-Pr,4.0,8.0,4.0,0.0,8.0,0.0,True
wbm-1-10472,Cl8 Pu2,-2.103064,-0.191042,A4B_tI20_141_h_a:Cl-Pu,True,Cl-Pu,5.0,12.0,5.0,0.0,12.0,0.0,True
wbm-1-10489,Cl8 Sc2,-1.971353,0.091544,A4B_mP10_13_2g_e:Cl-Sc,True,Cl-Sc,0.0,11.0,0.0,0.0,12.0,0.0,False
wbm-1-10490,Cl8 Sc2,-2.12062,-0.057723,A4B_mC20_12_2ij_i:Cl-Sc,True,Cl-Sc,2.0,12.0,2.0,0.0,12.0,0.0,True
wbm-1-10491,Cl8 Sc2,-1.905939,0.156958,A4B_tI20_88_f_a:Cl-Sc,True,Cl-Sc,0.0,8.0,0.0,0.0,12.0,0.0,False
wbm-1-10493,Cl8 Sm2,-2.27774,-0.149498,A4B_mC20_12_2ij_i:Cl-Sm,True,Cl-Sm,6.0,14.0,6.0,0.0,14.0,0.0,True
wbm-1-10494,Cl8 Sm2,-2.141236,-0.012993,A4B_tI20_88_f_a:Cl-Sm,True,Cl-Sm,7.0,14.0,7.0,0.0,14.0,0.0,True
wbm-1-10503,Cl8 Sr2,-1.778132,-0.041343,A4B_oI20_74_hi_e:Cl-Sr,True,Cl-Sr,0.0,12.0,0.0,0.0,12.0,0.0,True
wbm-1-10504,Cl8 Sr2,-1.939459,-0.202669,A4B_aP10_2_4i_i:Cl-Sr,True,Cl-Sr,1.0,12.0,1.0,0.0,12.0,0.0,True
wbm-1-10507,Cl8 Tb2,-2.127944,0.051043,A4B_mP10_13_2g_e:Cl-Tb,True,Cl-Tb,0.0,9.0,0.0,0.0,9.0,0.0,False
wbm-1-10508,Cl8 Tb2,-2.283908,-0.104922,A4B_mC20_12_2ij_i:Cl-Tb,True,Cl-Tb,0.0,9.0,0.0,0.0,9.0,0.0,True
wbm-1-10509,Cl8 Tb2,-2.134141,0.044846,A4B_tI20_88_f_a:Cl-Tb,True,Cl-Tb,0.0,9.0,0.0,0.0,9.0,0.0,False
wbm-1-10514,Cl8 Tm2,-2.119155,0.045554,A4B_mP10_13_2g_e:Cl-Tm,True,Cl-Tm,0.0,2.0,0.0,0.0,11.0,0.0,False
wbm-1-10516,Cl8 Tm2,-2.106698,0.058011,A4B_tI20_88_f_a:Cl-Tm,True,Cl-Tm,0.0,11.0,0.0,0.0,11.0,0.0,False
wbm-1-10521,Cl8 Yb2,-1.795377,-0.060537,A4B_oI20_74_hi_e:Cl-Yb,True,Cl-Yb,0.0,1.0,0.0,0.0,9.0,0.0,True
wbm-1-10522,Cl8 Yb2,-1.938757,-0.203917,A4B_aP10_2_4i_i:Cl-Yb,True,Cl-Yb,0.0,3.0,0.0,0.0,9.0,0.0,True
wbm-1-10523,Cl8 Y2,-2.122762,0.072506,A4B_mP10_13_2g_e:Cl-Y,True,Cl-Y,0.0,0.0,0.0,0.0,8.0,0.0,False
wbm-1-10524,Cl8 Y2,-2.276808,-0.08154,A4B_mC20_12_2ij_i:Cl-Y,True,Cl-Y,2.0,8.0,2.0,0.0,8.0,0.0,True
wbm-1-10525,Cl8 Y2,-2.121066,0.074202,A4B_tI20_88_f_a:Cl-Y,True,Cl-Y,2.0,8.0,2.0,0.0,8.0,0.0,False
wbm-1-10532,As2 Cl10,-0.944266,0.006575,AB5_hP12_194_c_fh:As-Cl,True,As-Cl,0.0,0.0,0.0,0.0,2.0,0.0,False
wbm-1-10533,Bi2 Cl10,-0.960063,-0.023836,AB5_hP12_194_c_fh:Bi-Cl,True,Bi-Cl,0.0,4.0,0.0,0.0,15.0,0.0,True
wbm-1-10577,Cl6 Cr1 Rb2,-1.81827,-0.111983,A6BC2_cF36_225_e_a_c:Cl-Cr-Rb,True,Cl-Cr-Rb,0.0,0.0,0.0,0.0,10.0,0.0,True
wbm-1-10581,Cl6 Cs2 Dy1,-2.256901,0.03406,A6B2C_hP9_164_i_d_a:Cl-Cs-Dy,True,Cl-Cs-Dy,0.0,5.0,0.0,0.0,10.0,0.0,False
wbm-1-10582,Cl6 Cs2 Er1,-2.260119,0.032034,A6B2C_hP9_164_i_d_a:Cl-Cs-Er,True,Cl-Cs-Er,0.0,3.0,0.0,0.0,10.0,0.0,False
wbm-1-10584,Cl6 Cs2 Gd1,-2.250359,0.034048,A6B2C_hP9_164_i_d_a:Cl-Cs-Gd,True,Cl-Cs-Gd,0.0,2.0,0.0,0.0,10.0,0.0,False
wbm-1-10587,Cl6 Cs2 Ho1,-2.258556,0.033084,A6B2C_hP9_164_i_d_a:Cl-Cs-Ho,True,Cl-Cs-Ho,0.0,3.0,0.0,0.0,10.0,0.0,False
wbm-1-10588,Cl6 Cs2 La1,-2.268394,0.06071,A6B2C_hP9_164_i_d_a:Cl-Cs-La,True,Cl-Cs-La,0.0,0.0,0.0,0.0,10.0,0.0,False
wbm-1-10589,Cl6 Cs2 Lu1,-2.261631,-0.029227,A6B2C_hP9_164_i_d_a:Cl-Cs-Lu,True,Cl-Cs-Lu,0.0,10.0,0.0,0.0,10.0,0.0,True
wbm-1-10590,Cl6 Cs2 Nd1,-2.230246,0.040217,A6B2C_hP9_164_i_d_a:Cl-Cs-Nd,True,Cl-Cs-Nd,0.0,4.0,0.0,0.0,10.0,0.0,False
wbm-1-10592,Cl6 Cs2 Pr1,-2.224882,0.05639,A6B2C_hP9_164_i_d_a:Cl-Cs-Pr,True,Cl-Cs-Pr,0.0,1.0,0.0,0.0,10.0,0.0,False
wbm-1-10593,Cl6 Cs2 Sm1,-2.239976,0.015256,A6B2C_hP9_164_i_d_a:Cl-Cs-Sm,True,Cl-Cs-Sm,0.0,6.0,0.0,0.0,10.0,0.0,False
wbm-1-10594,Cl6 Cs2 Tb1,-2.254624,0.002284,A6B2C_hP9_164_i_d_a:Cl-Cs-Tb,True,Cl-Cs-Tb,0.0,8.0,0.0,0.0,10.0,0.0,False
wbm-1-10595,Cl6 Cs2 Tb1,-2.246764,0.010144,A6B2C_cF36_225_e_c_a:Cl-Cs-Tb,True,Cl-Cs-Tb,0.0,1.0,0.0,0.0,10.0,0.0,False
wbm-1-10596,Cl6 Cs2 Tm1,-2.261996,0.030811,A6B2C_hP9_164_i_d_a:Cl-Cs-Tm,True,Cl-Cs-Tm,0.0,5.0,0.0,0.0,10.0,0.0,False
wbm-1-10597,Cl6 Cs2 Tm1,-2.259249,0.033557,A6B2C_cF36_225_e_c_a:Cl-Cs-Tm,True,Cl-Cs-Tm,0.0,0.0,0.0,0.0,7.0,0.0,False
wbm-1-10605,Cl6 Cu1 Rb2,-1.396655,-0.072773,A6BC2_cF36_225_e_a_c:Cl-Cu-Rb,True,Cl-Cu-Rb,0.0,9.0,0.0,0.0,13.0,0.0,True
wbm-1-10629,Cl6 Cr1 K2,-1.797023,-0.084805,A6BC2_cF36_225_e_a_c:Cl-Cr-K,True,Cl-Cr-K,0.0,0.0,0.0,0.0,3.0,0.0,True
wbm-1-10630,Cl6 Cu1 K2,-1.384109,-0.069428,A6BC2_cF36_225_e_a_c:Cl-Cu-K,True,Cl-Cu-K,0.0,7.0,0.0,0.0,13.0,0.0,True
wbm-1-10635,Cl6 In1 K2,-1.685522,0.024972,A6BC2_cF36_225_e_a_c:Cl-In-K,True,Cl-In-K,0.0,0.0,0.0,0.0,1.0,0.0,False
wbm-1-10636,Cl6 Ir1 K2,-1.579175,-0.135554,A6BC2_cF36_225_e_a_c:Cl-Ir-K,True,Cl-Ir-K,0.0,0.0,0.0,0.0,1.0,0.0,True
wbm-1-10638,Cl6 K2 Ni1,-1.533938,-0.18179,A6B2C_cF36_225_e_c_a:Cl-K-Ni,True,Cl-K-Ni,0.0,6.0,0.0,0.0,11.0,0.0,True
wbm-1-10640,Cl6 K2 Rh1,-1.580438,-0.082786,A6B2C_cF36_225_e_c_a:Cl-K-Rh,True,Cl-K-Rh,0.0,0.0,0.0,0.0,1.0,0.0,True
wbm-1-10641,Cl6 K2 Sc1,-2.141365,0.036035,A6B2C_cF36_225_e_c_a:Cl-K-Sc,True,Cl-K-Sc,0.0,0.0,0.0,0.0,5.0,0.0,False
wbm-1-10689,Cl6 Cs2 Ni1,-1.570354,-0.19269,A6B2C_cF36_225_e_c_a:Cl-Cs-Ni,True,Cl-Cs-Ni,0.0,3.0,0.0,0.0,10.0,0.0,True
wbm-1-10690,Cl6 Ni1 Rb2,-1.550573,-0.18973,A6BC2_cF36_225_e_a_c:Cl-Ni-Rb,True,Cl-Ni-Rb,0.0,6.0,0.0,0.0,9.0,0.0,True
wbm-1-10701,Ce1 Cl6 Rb2,-2.412917,-0.163689,AB6C2_cF36_225_a_e_c:Ce-Cl-Rb,True,Ce-Cl-Rb,0.0,0.0,0.0,0.0,3.0,0.0,True
wbm-1-10706,Cl6 In1 Rb2,-1.715711,-0.036288,A6BC2_cF36_225_e_a_c:Cl-In-Rb,True,Cl-In-Rb,0.0,1.0,0.0,0.0,6.0,0.0,True
wbm-1-10707,Cl6 Ir1 Rb2,-1.601038,-0.177045,A6BC2_cF36_225_e_a_c:Cl-Ir-Rb,True,Cl-Ir-Rb,0.0,0.0,0.0,0.0,7.0,0.0,True
wbm-1-10709,Cl6 Rb2 Ru1,-1.625945,-0.181469,A6B2C_cF36_225_e_c_a:Cl-Rb-Ru,True,Cl-Rb-Ru,0.0,0.0,0.0,0.0,9.0,0.0,True
wbm-1-10725,Cl6 Cs2 Ru1,-1.65278,-0.150825,A6B2C_cF36_225_e_c_a:Cl-Cs-Ru,True,Cl-Cs-Ru,0.0,0.0,0.0,0.0,3.0,0.0,True
wbm-1-10729,Cl6 Cs2 Sc1,-2.194368,0.025982,A6B2C_hP9_164_i_d_a:Cl-Cs-Sc,True,Cl-Cs-Sc,0.0,0.0,0.0,0.0,10.0,0.0,False
wbm-1-10730,Cl6 Cs2 Sc1,-2.200925,0.019424,A6B2C_cF36_225_e_c_a:Cl-Cs-Sc,True,Cl-Cs-Sc,0.0,4.0,0.0,0.0,10.0,0.0,False
