alpha1,seed,method,candidate_budget_M,n_cal_total,n_covered,n_rank_denominator,p_min_effective,gamma,gamma_star_eff,emax_effective,max_observed_e,best_margin,empty_reason,empty_diagnostic,release_feasible,is_empty,released
0.05,0,null_superset_no_audit,150,708.0,591.0,591.0,0.0016891891891891,0.1566537104442394,0.1566537104442394,34.11677023775056,34.11677023775056,-15.059921501527825,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,0,null_superset_no_audit,175,708.0,591.0,591.0,0.0016891891891891,0.1566537104442394,0.1566537104442394,34.11677023775056,34.11677023775056,-15.484422985415966,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,0,null_superset_no_audit,200,708.0,591.0,591.0,0.0016891891891891,0.1566537104442394,0.1566537104442394,34.11677023775056,34.11677023775056,-15.484422985415966,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,0,null_superset_no_audit,250,708.0,591.0,591.0,0.0016891891891891,0.1566537104442394,0.1566537104442394,34.11677023775056,34.11677023775056,-16.55835963393221,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,0,parc_track_gamma_tuned_uniform_scs,75,708.0,588.0,588.0,0.0016977928692699,0.1567784859787324,0.1567784859787324,33.97091768583136,33.97091768583136,-2.6144481678271703,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,0,parc_track_gamma_tuned_uniform_scs,100,708.0,588.0,588.0,0.0016977928692699,0.1567784859787324,0.1567784859787324,33.97091768583136,33.97091768583136,-9.53645886477139,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,0,parc_track_gamma_tuned_uniform_scs,125,708.0,588.0,588.0,0.0016977928692699,0.1567784859787324,0.1567784859787324,33.97091768583136,33.97091768583136,-12.50186244278747,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,0,parc_track_gamma_tuned_uniform_scs,150,708.0,588.0,588.0,0.0016977928692699,0.1567784859787324,0.1567784859787324,33.97091768583136,33.97091768583136,-14.525115522052705,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,0,parc_track_gamma_tuned_uniform_scs,175,708.0,588.0,588.0,0.0016977928692699,0.1567784859787324,0.1567784859787324,33.97091768583136,33.97091768583136,-15.125997305050095,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,0,parc_track_gamma_tuned_uniform_scs,200,708.0,588.0,588.0,0.0016977928692699,0.1567784859787324,0.1567784859787324,33.97091768583136,33.97091768583136,-15.125997305050095,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,0,parc_track_gamma_tuned_uniform_scs,250,708.0,588.0,588.0,0.0016977928692699,0.1567784859787324,0.1567784859787324,33.97091768583136,33.97091768583136,-16.32998819259945,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,0,tracklet_e_bh,75,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,0,post_filter_e_bh,75,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,0,tracklet_e_bh,100,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,0,post_filter_e_bh,100,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,0,tracklet_e_bh,125,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,0,post_filter_e_bh,125,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,0,tracklet_e_bh,150,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,0,post_filter_e_bh,150,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,0,tracklet_e_bh,175,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,0,post_filter_e_bh,175,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,0,tracklet_e_bh,200,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,0,post_filter_e_bh,200,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,0,tracklet_e_bh,250,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,0,post_filter_e_bh,250,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,1,unmatched_as_false_block,75,708.0,595.0,595.0,0.0016778523489932,0.5,0.1564886288483465,12.206555615733704,12.206555615733704,-13.896722192133147,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,True,True,0
0.05,1,unmatched_as_false_block,100,708.0,595.0,595.0,0.0016778523489932,0.5,0.1564886288483465,12.206555615733704,12.206555615733704,-14.541062374417528,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,True,True,0
0.05,1,unmatched_as_false_block,125,708.0,595.0,595.0,0.0016778523489932,0.5,0.1564886288483465,12.206555615733704,12.206555615733704,-15.386355639441389,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,True,True,0
0.05,1,unmatched_as_false_block,150,708.0,595.0,595.0,0.0016778523489932,0.5,0.1564886288483465,12.206555615733704,12.206555615733704,-15.931148128088765,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,True,True,0
0.05,1,unmatched_as_false_block,175,708.0,595.0,595.0,0.0016778523489932,0.5,0.1564886288483465,12.206555615733704,12.206555615733704,-16.31958500363688,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,True,True,0
0.05,1,unmatched_as_false_block,200,708.0,595.0,595.0,0.0016778523489932,0.5,0.1564886288483465,12.206555615733704,12.206555615733704,-16.476270914689003,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,True,True,0
0.05,1,unmatched_as_false_block,250,708.0,595.0,595.0,0.0016778523489932,0.5,0.1564886288483465,12.206555615733704,12.206555615733704,-16.948361096066574,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,True,True,0
0.05,1,null_superset_no_audit,75,708.0,595.0,595.0,0.0016778523489932,0.1564886288483465,0.1564886288483465,34.311093800927324,34.311093800927324,-8.80563333357945,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,1,null_superset_no_audit,100,708.0,595.0,595.0,0.0016778523489932,0.1564886288483465,0.1564886288483465,34.311093800927324,34.311093800927324,-11.172343688427476,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,1,null_superset_no_audit,125,708.0,595.0,595.0,0.0016778523489932,0.1564886288483465,0.1564886288483465,34.311093800927324,34.311093800927324,-13.353626295496422,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,1,null_superset_no_audit,150,708.0,595.0,595.0,0.0016778523489932,0.1564886288483465,0.1564886288483465,34.311093800927324,34.311093800927324,-14.623246139859448,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,1,null_superset_no_audit,175,708.0,595.0,595.0,0.0016778523489932,0.1564886288483465,0.1564886288483465,34.311093800927324,34.311093800927324,-15.460500303957074,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,1,null_superset_no_audit,200,708.0,595.0,595.0,0.0016778523489932,0.1564886288483465,0.1564886288483465,34.311093800927324,34.311093800927324,-15.7817442173457,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,1,null_superset_no_audit,250,708.0,595.0,595.0,0.0016778523489932,0.1564886288483465,0.1564886288483465,34.311093800927324,34.311093800927324,-16.690627410005465,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,1,parc_track_gamma_tuned_uniform_scs,75,708.0,590.0,590.0,0.0016920473773265,0.15669520983879,0.15669520983879,34.068163221773965,34.068163221773965,-6.510679305001542,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,1,parc_track_gamma_tuned_uniform_scs,100,708.0,590.0,590.0,0.0016920473773265,0.15669520983879,0.15669520983879,34.068163221773965,34.068163221773965,-8.732901527223763,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,1,parc_track_gamma_tuned_uniform_scs,125,708.0,590.0,590.0,0.0016920473773265,0.15669520983879,0.15669520983879,34.068163221773965,34.068163221773965,-12.481520110993063,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,1,parc_track_gamma_tuned_uniform_scs,150,708.0,590.0,590.0,0.0016920473773265,0.15669520983879,0.15669520983879,34.068163221773965,34.068163221773965,-14.101132959921117,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,1,parc_track_gamma_tuned_uniform_scs,175,708.0,590.0,590.0,0.0016920473773265,0.15669520983879,0.15669520983879,34.068163221773965,34.068163221773965,-15.112982106891344,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,1,parc_track_gamma_tuned_uniform_scs,200,708.0,590.0,590.0,0.0016920473773265,0.15669520983879,0.15669520983879,34.068163221773965,34.068163221773965,-15.490407708321978,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,1,parc_track_gamma_tuned_uniform_scs,250,708.0,590.0,590.0,0.0016920473773265,0.15669520983879,0.15669520983879,34.068163221773965,34.068163221773965,-16.32029115534315,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,1,tracklet_e_bh,75,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,1,post_filter_e_bh,75,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,1,tracklet_e_bh,100,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,1,post_filter_e_bh,100,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,1,tracklet_e_bh,125,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,1,post_filter_e_bh,125,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,1,tracklet_e_bh,150,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,1,post_filter_e_bh,150,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,1,tracklet_e_bh,175,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,1,post_filter_e_bh,175,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,1,tracklet_e_bh,200,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,1,post_filter_e_bh,200,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,1,tracklet_e_bh,250,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,1,post_filter_e_bh,250,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,2,unmatched_as_false_block,75,708.0,586.0,586.0,0.0017035775127768,0.5,0.1568621343856925,12.114041439585716,12.114041439585716,-13.94297928020714,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,True,True,0
0.05,2,unmatched_as_false_block,100,708.0,586.0,586.0,0.0017035775127768,0.5,0.1568621343856925,12.114041439585716,12.114041439585716,-14.582435971767383,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,True,True,0
0.05,2,unmatched_as_false_block,125,708.0,586.0,586.0,0.0017035775127768,0.5,0.1568621343856925,12.114041439585716,12.114041439585716,-15.582613033855688,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,True,True,0
0.05,2,unmatched_as_false_block,150,708.0,586.0,586.0,0.0017035775127768,0.5,0.1568621343856925,12.114041439585716,12.114041439585716,-16.347479077279765,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,True,True,0
0.05,2,unmatched_as_false_block,175,708.0,586.0,586.0,0.0017035775127768,0.5,0.1568621343856925,12.114041439585716,12.114041439585716,-16.640169418190624,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,True,True,0
0.05,2,unmatched_as_false_block,200,708.0,586.0,586.0,0.0017035775127768,0.5,0.1568621343856925,12.114041439585716,12.114041439585716,-16.76238624027775,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,True,True,0
0.05,2,unmatched_as_false_block,250,708.0,586.0,586.0,0.0017035775127768,0.5,0.1568621343856925,12.114041439585716,12.114041439585716,-17.061913387734037,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,True,True,0
0.05,2,null_superset_no_audit,75,708.0,586.0,586.0,0.0017035775127768,0.1568621343856925,0.1568621343856925,33.873629996856955,33.873629996856955,-9.474513868824086,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,2,null_superset_no_audit,100,708.0,586.0,586.0,0.0017035775127768,0.1568621343856925,0.1568621343856925,33.873629996856955,33.873629996856955,-11.279655106406045,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,2,null_superset_no_audit,125,708.0,586.0,586.0,0.0017035775127768,0.1568621343856925,0.1568621343856925,33.873629996856955,33.873629996856955,-13.594886588800454,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,2,null_superset_no_audit,150,708.0,586.0,586.0,0.0017035775127768,0.1568621343856925,0.1568621343856925,33.873629996856955,33.873629996856955,-15.514362915670668,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,2,null_superset_no_audit,175,708.0,586.0,586.0,0.0017035775127768,0.1568621343856925,0.1568621343856925,33.873629996856955,33.873629996856955,-16.10368626958317,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,2,null_superset_no_audit,200,708.0,586.0,586.0,0.0017035775127768,0.1568621343856925,0.1568621343856925,33.873629996856955,33.873629996856955,-16.339690629283428,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,2,null_superset_no_audit,250,708.0,586.0,586.0,0.0017035775127768,0.1568621343856925,0.1568621343856925,33.873629996856955,33.873629996856955,-16.892410380444517,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,2,parc_track_gamma_tuned_uniform_scs,75,708.0,584.0,584.0,0.0017094017094017,0.1569461580486026,0.1569461580486026,33.776299976401,33.776299976401,-6.622555243151517,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,2,parc_track_gamma_tuned_uniform_scs,100,708.0,584.0,584.0,0.0017094017094017,0.1569461580486026,0.1569461580486026,33.776299976401,33.776299976401,-10.432079052675329,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,2,parc_track_gamma_tuned_uniform_scs,125,708.0,584.0,584.0,0.0017094017094017,0.1569461580486026,0.1569461580486026,33.776299976401,33.776299976401,-13.612683388804289,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,2,parc_track_gamma_tuned_uniform_scs,150,708.0,584.0,584.0,0.0017094017094017,0.1569461580486026,0.1569461580486026,33.776299976401,33.776299976401,-15.52635035856892,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,2,parc_track_gamma_tuned_uniform_scs,175,708.0,584.0,584.0,0.0017094017094017,0.1569461580486026,0.1569461580486026,33.776299976401,33.776299976401,-16.11404425646821,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,2,parc_track_gamma_tuned_uniform_scs,200,708.0,584.0,584.0,0.0017094017094017,0.1569461580486026,0.1569461580486026,33.776299976401,33.776299976401,-16.349398488996005,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,2,parc_track_gamma_tuned_uniform_scs,250,708.0,584.0,584.0,0.0017094017094017,0.1569461580486026,0.1569461580486026,33.776299976401,33.776299976401,-16.9006017565268,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.05,2,tracklet_e_bh,75,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,2,post_filter_e_bh,75,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,2,tracklet_e_bh,100,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,2,post_filter_e_bh,100,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,2,tracklet_e_bh,125,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,2,post_filter_e_bh,125,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,2,tracklet_e_bh,150,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,2,post_filter_e_bh,150,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,2,tracklet_e_bh,175,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,2,post_filter_e_bh,175,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,2,tracklet_e_bh,200,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,2,post_filter_e_bh,200,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,2,tracklet_e_bh,250,,,,,,,,,,,baseline_selected_empty,,True,0
0.05,2,post_filter_e_bh,250,,,,,,,,,,,baseline_selected_empty,,True,0
0.1,0,unmatched_as_false_block,75,708.0,591.0,591.0,0.0016891891891891,0.5,0.1566537104442394,12.16552506059644,12.16552506059644,-3.9172374697017807,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,0,unmatched_as_false_block,100,708.0,591.0,591.0,0.0016891891891891,0.5,0.1566537104442394,12.16552506059644,12.16552506059644,-4.555535342042206,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,0,unmatched_as_false_block,125,708.0,591.0,591.0,0.0016891891891891,0.5,0.1566537104442394,12.16552506059644,12.16552506059644,-5.03344519141622,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,0,unmatched_as_false_block,150,708.0,591.0,591.0,0.0016891891891891,0.5,0.1566537104442394,12.16552506059644,12.16552506059644,-6.148906612454248,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,0,unmatched_as_false_block,175,708.0,591.0,591.0,0.0016891891891891,0.5,0.1566537104442394,12.16552506059644,12.16552506059644,-6.331956181485088,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,0,unmatched_as_false_block,200,708.0,591.0,591.0,0.0016891891891891,0.5,0.1566537104442394,12.16552506059644,12.16552506059644,-6.331956181485088,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,0,unmatched_as_false_block,250,708.0,591.0,591.0,0.0016891891891891,0.5,0.1566537104442394,12.16552506059644,12.16552506059644,-6.870084153666815,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,0,null_superset_no_audit,125,708.0,591.0,591.0,0.0016891891891891,0.1566537104442394,0.1566537104442394,34.11677023775056,34.11677023775056,-2.471352889450608,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,0,null_superset_no_audit,150,708.0,591.0,591.0,0.0016891891891891,0.1566537104442394,0.1566537104442394,34.11677023775056,34.11677023775056,-4.2823765114978505,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,0,null_superset_no_audit,175,708.0,591.0,591.0,0.0016891891891891,0.1566537104442394,0.1566537104442394,34.11677023775056,34.11677023775056,-5.484422985415966,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,0,null_superset_no_audit,200,708.0,591.0,591.0,0.0016891891891891,0.1566537104442394,0.1566537104442394,34.11677023775056,34.11677023775056,-5.484422985415966,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,0,null_superset_no_audit,250,708.0,591.0,591.0,0.0016891891891891,0.1566537104442394,0.1566537104442394,34.11677023775056,34.11677023775056,-6.4369021440536685,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,0,parc_track_gamma_tuned_uniform_scs,150,708.0,588.0,588.0,0.0016977928692699,0.1567784859787324,0.1567784859787324,33.97091768583136,33.97091768583136,-2.6144481678271703,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,0,parc_track_gamma_tuned_uniform_scs,175,708.0,588.0,588.0,0.0016977928692699,0.1567784859787324,0.1567784859787324,33.97091768583136,33.97091768583136,-5.125997305050095,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,0,parc_track_gamma_tuned_uniform_scs,200,708.0,588.0,588.0,0.0016977928692699,0.1567784859787324,0.1567784859787324,33.97091768583136,33.97091768583136,-5.125997305050095,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,0,parc_track_gamma_tuned_uniform_scs,250,708.0,588.0,588.0,0.0016977928692699,0.1567784859787324,0.1567784859787324,33.97091768583136,33.97091768583136,-6.214791525097578,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,0,tracklet_e_bh,150,,,,,,,,,,,baseline_selected_empty,,True,0
0.1,0,post_filter_e_bh,150,,,,,,,,,,,baseline_selected_empty,,True,0
0.1,0,tracklet_e_bh,175,,,,,,,,,,,baseline_selected_empty,,True,0
0.1,0,post_filter_e_bh,175,,,,,,,,,,,baseline_selected_empty,,True,0
0.1,0,tracklet_e_bh,200,,,,,,,,,,,baseline_selected_empty,,True,0
0.1,0,post_filter_e_bh,200,,,,,,,,,,,baseline_selected_empty,,True,0
0.1,0,tracklet_e_bh,250,,,,,,,,,,,baseline_selected_empty,,True,0
0.1,0,post_filter_e_bh,250,,,,,,,,,,,baseline_selected_empty,,True,0
0.1,1,unmatched_as_false_block,75,708.0,595.0,595.0,0.0016778523489932,0.5,0.1564886288483465,12.206555615733704,12.206555615733704,-3.896722192133148,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,1,unmatched_as_false_block,100,708.0,595.0,595.0,0.0016778523489932,0.5,0.1564886288483465,12.206555615733704,12.206555615733704,-4.541062374417527,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,1,unmatched_as_false_block,125,708.0,595.0,595.0,0.0016778523489932,0.5,0.1564886288483465,12.206555615733704,12.206555615733704,-5.386355639441388,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,1,unmatched_as_false_block,150,708.0,595.0,595.0,0.0016778523489932,0.5,0.1564886288483465,12.206555615733704,12.206555615733704,-5.931148128088766,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,1,unmatched_as_false_block,175,708.0,595.0,595.0,0.0016778523489932,0.5,0.1564886288483465,12.206555615733704,12.206555615733704,-6.31958500363688,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,1,unmatched_as_false_block,200,708.0,595.0,595.0,0.0016778523489932,0.5,0.1564886288483465,12.206555615733704,12.206555615733704,-6.476270914689004,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,1,unmatched_as_false_block,250,708.0,595.0,595.0,0.0016778523489932,0.5,0.1564886288483465,12.206555615733704,12.206555615733704,-6.948361096066574,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,1,null_superset_no_audit,125,708.0,595.0,595.0,0.0016778523489932,0.1564886288483465,0.1564886288483465,34.311093800927324,34.311093800927324,-2.453612081425611,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,1,null_superset_no_audit,150,708.0,595.0,595.0,0.0016778523489932,0.1564886288483465,0.1564886288483465,34.311093800927324,34.311093800927324,-4.623246139859446,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,1,null_superset_no_audit,175,708.0,595.0,595.0,0.0016778523489932,0.1564886288483465,0.1564886288483465,34.311093800927324,34.311093800927324,-5.293977847176518,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,1,null_superset_no_audit,200,708.0,595.0,595.0,0.0016778523489932,0.1564886288483465,0.1564886288483465,34.311093800927324,34.311093800927324,-5.7817442173456985,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
0.1,1,null_superset_no_audit,250,708.0,595.0,595.0,0.0016778523489932,0.1564886288483465,0.1564886288483465,34.311093800927324,34.311093800927324,-6.690627410005467,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,True,True,0
