candidate_id,source,formula,n_sites,block_id,stable_DFT,structure_ref,structure_sha256,chgnet_energy_per_atom,frozen_model_score,score_status,element_reference_energy_per_atom,predicted_formation_energy_proxy,_evalue,parc_release_flag,raw_rank
pgcgm-1b46d55941b3e9a2,PGCGM_generated_candidates,Sr(AlAs)4,36.0,AB4C4::Al-As-Sr,,1.tar.gz::Immm---959_0.cif,1b46d55941b3e9a29d0c7dc7e9182a59b9a4809fdce0b1117316565e1137d04a,-0.2695274353027344,-3.6817243817295404,scored,-3.951251817032275,3.6817243817295404,0.11560962075176903,False,30
pgcgm-6fac510807e497cf,PGCGM_generated_candidates,Ti2TlTe2,40.0,AB2C2::Te-Ti-Tl,,1.tar.gz::P4#nmm---920_2.cif,6fac510807e497cfd0b5eb75bb5598ba2c4c853253696b1024f66aa0fda9f779,-1.1467962265014648,-3.779471640906709,scored,-4.926267867408174,3.779471640906709,0.11560962075176903,False,31
pgcgm-982374bc0ea0f2a8,PGCGM_generated_candidates,Mn2FeB,32.0,ABC2::B-Fe-Mn,,1.tar.gz::Immm---224_2.cif,982374bc0ea0f2a87f47ffa7b59c0178686f22633e8fe9aa8984147f7acd68e2,-4.601811408996582,-3.7958241354282443,scored,-8.397635544424826,3.7958241354282443,0.11560962075176903,False,32
pgcgm-88b6a52d85fef262,PGCGM_generated_candidates,Rh4PbS4,36.0,AB4C4::Pb-Rh-S,,1.tar.gz::Immm---296_0.cif,88b6a52d85fef2621edf68a3cd4b48f70ff3cb7b82b6b1dd58f3b4a4691c5c3d,-1.7506070137023926,-3.811525252014902,scored,-5.5621322657172945,3.811525252014902,0.11560962075176903,False,33
pgcgm-9c0a4e5730d0b6bb,PGCGM_generated_candidates,ZnIrRh,24.0,ABC::Ir-Rh-Zn,,1.tar.gz::Pnma---441_1.cif,9c0a4e5730d0b6bb7ce32c547ea27924e4bcc384889cdc09e7dff86d6b54bac6,-1.8466475009918213,-4.021147277548476,scored,-5.867794778540297,4.021147277548476,0.11560962075176903,False,34
pgcgm-3a65bb9256629856,PGCGM_generated_candidates,Te(RuW)2,40.0,AB2C2::Ru-Te-W,,1.tar.gz::Immm---187_0.cif,3a65bb9256629856b057e92ab4a863f83702ef3861987c016f68e64d9890f2d0,-5.357391357421875,-4.181642866433364,scored,-9.53903422385524,4.181642866433364,0.11560962075176903,False,35
pgcgm-f93e80a9f0322248,PGCGM_generated_candidates,Ta2NbTe2,20.0,AB2C2::Nb-Ta-Te,,1.tar.gz::Immm---887_2.cif,f93e80a9f032224891ea2e7a8a1386060d40e25cee48ef10cc0424a5f5c69240,-3.851329326629639,-4.221756981739585,scored,-8.073086308369223,4.221756981739585,0.11560962075176903,False,36
pgcgm-8bbc7fc4fdb5893e,PGCGM_generated_candidates,MgRe2Ag,32.0,ABC2::Ag-Mg-Re,,1.tar.gz::Immm---900_2.cif,8bbc7fc4fdb5893e5d9b958b043b3b62dd1b7770e4a8c9affffd665c97a528b8,-3.1123061180114746,-4.232427635036032,scored,-7.344733753047507,4.232427635036032,0.11560962075176903,False,37
pgcgm-785bd3a53ac94144,PGCGM_generated_candidates,Rb2Y2N,40.0,AB2C2::N-Rb-Y,,1.tar.gz::Immm---811_0.cif,785bd3a53ac9414489a7526a500841d952e8cf76243b2f1d0362060d47298a27,-0.3365445137023926,-4.305802295443563,scored,-4.642346809145955,4.305802295443563,0.11560962075176903,False,38
pgcgm-28925187b572788a,PGCGM_generated_candidates,BeGeN,24.0,ABC::Be-Ge-N,,1.tar.gz::Pnma---731_2.cif,28925187b572788abeab2003994fef278368ff9a3c513aca29eebfe8542bfbef,-1.1542634963989258,-4.422250530598594,scored,-5.57651402699752,4.422250530598594,0.11560962075176903,False,39
pgcgm-804afdb62341ce94,PGCGM_generated_candidates,ZrCl2F,32.0,ABC2::Cl-F-Zr,,1.tar.gz::P4#nmm---866_0.cif,804afdb62341ce94f6a4a7582faff3568d363b2bca4712b76214ee266e98c572,0.8781790733337402,-4.4310755572923,scored,-3.55289648395856,4.4310755572923,0.11560962075176903,False,40
pgcgm-437c34fa35e5e6f8,PGCGM_generated_candidates,BaBeIn,36.0,ABC::Ba-Be-In,,1.tar.gz::P6_3mc---451_2.cif,437c34fa35e5e6f8398452c8809112036c5fc5e41dba8d007db6861ba7532345,1.6267926692962646,-4.467000280708791,scored,-2.8402076114125263,4.467000280708791,0.11560962075176903,False,41
pgcgm-7e658be01e1d24a2,PGCGM_generated_candidates,SrHgPb,24.0,ABC::Hg-Pb-Sr,,1.tar.gz::Pnma---396_0.cif,7e658be01e1d24a255fb090d12c2d883b85bd631635969d294ef23d3d797afb5,2.5985107421875,-4.506459949739967,scored,-1.907949207552467,4.506459949739967,0.11560962075176903,False,42
pgcgm-87f4038fb4998089,PGCGM_generated_candidates,ScBeRh2,32.0,ABC2::Be-Rh-Sc,,1.tar.gz::Immm---143_0.cif,87f4038fb49980899bf057daa695e9bd4b6411bd165852115f1c0838bac86420,-1.7000255584716797,-4.546193455586617,scored,-6.246219014058297,4.546193455586617,0.11560962075176903,False,43
pgcgm-8eb56df72985269c,PGCGM_generated_candidates,Y4AsIr4,36.0,AB4C4::As-Ir-Y,,1.tar.gz::P4#nmm---485_1.cif,8eb56df72985269c0fea1bbe1311192e751f0ecdf57c276e3119c8f69470ebbf,-2.696056842803955,-4.648017621290725,scored,-7.34407446409468,4.648017621290725,0.11560962075176903,False,44
pgcgm-3b1cfd4f8d57f22e,PGCGM_generated_candidates,Be2SbH,32.0,ABC2::Be-H-Sb,,1.tar.gz::I4#mmm---980_1.cif,3b1cfd4f8d57f22e89037578e1669b86a193521881c4da511f26ec02b174c52a,0.8810830116271973,-4.654829796759626,scored,-3.7737467851324284,4.654829796759626,0.11560962075176903,False,45
pgcgm-7c757f759008ee75,PGCGM_generated_candidates,CdTeIr,24.0,ABC::Cd-Ir-Te,,1.tar.gz::Pnma---58_0.cif,7c757f759008ee75f0d16afe524f87d8588a5a4a3867fe3cd27da9d89486c9ab,0.4101748466491699,-4.73482797524161,scored,-4.32465312859244,4.73482797524161,0.11560962075176903,False,46
pgcgm-179027042f39c170,PGCGM_generated_candidates,HfIrI,24.0,ABC::Hf-I-Ir,,1.tar.gz::Pnma---487_1.cif,179027042f39c170e733afe374da09907befb1bed0744bec1cc71d29d8bbb6ff,-2.001206874847412,-4.7726929123179715,scored,-6.773899787165384,4.7726929123179715,0.11560962075176903,False,47
pgcgm-7c406aa3cb38cfa5,PGCGM_generated_candidates,PdC2Cl,32.0,ABC2::C-Cl-Pd,,1.tar.gz::Immm---563_0.cif,7c406aa3cb38cfa5e41ec0fac73a2065644a77141d80b2ce59997a5361f50e6d,-1.6090660095214844,-4.78795349269192,scored,-6.397019502213404,4.78795349269192,0.11560962075176903,False,48
pgcgm-bda5410ba0e0a408,PGCGM_generated_candidates,BeGeN,24.0,ABC::Be-Ge-N,,1.tar.gz::Pnma---731_1.cif,bda5410ba0e0a40845505a911c8282c75d0561484317847822eff994c9f4ff1a,-0.6915626525878906,-4.88495137440963,scored,-5.57651402699752,4.88495137440963,0.11560962075176903,False,49
pgcgm-5967302948d15a8f,PGCGM_generated_candidates,Y(TcRh)2,30.0,AB2C2::Rh-Tc-Y,,1.tar.gz::P-3m1---334_0.cif,5967302948d15a8fdbc0ad0e3a6c177502912b88153709b8bd11f59ea51f47aa,-3.527166843414306,-4.897113105026502,scored,-8.424279948440809,4.897113105026502,0.11560962075176903,False,50
pgcgm-4ca3c81d766556f6,PGCGM_generated_candidates,TaOs2F,32.0,ABC2::F-Os-Ta,,1.tar.gz::Cmcm---715_2.cif,4ca3c81d766556f69b493898468c31faa71688e59840c5a676f0c8e68ba4b4ab,-4.1441426277160645,-4.975837559990273,scored,-9.119980187706338,4.975837559990273,0.11560962075176903,False,51
pgcgm-4d2690bcb377c3e4,PGCGM_generated_candidates,Tc(BS)2,40.0,AB2C2::B-S-Tc,,1.tar.gz::P4#mmm---885_0.cif,4d2690bcb377c3e44e8d3e3d79e87b6eca2684dc9160c5860edb3be9727119a4,-1.3757429122924805,-5.062756517122738,scored,-6.438499429415218,5.062756517122738,0.11560962075176903,False,52
pgcgm-006ae48e6db8db54,PGCGM_generated_candidates,CsBa2Si,32.0,ABC2::Ba-Cs-Si,,1.tar.gz::Immm---637_0.cif,006ae48e6db8db5431a4115653fff6e0f9c1145e4f739d5f1d142836950b35ae,2.503037929534912,-5.07444587055466,scored,-2.5714079410197486,5.07444587055466,0.11560962075176903,False,53
pgcgm-fc47ee0816d545a8,PGCGM_generated_candidates,RbLiTl2,32.0,ABC2::Li-Rb-Tl,,1.tar.gz::Immm---70_0.cif,fc47ee0816d545a889f8f4661bbd62d3e7cc61d38e0062050a95248f5c1cc755,3.1491048336029053,-5.076891863152858,scored,-1.927787029549953,5.076891863152858,0.11560962075176903,False,54
pgcgm-97d4c62d4aaaf59e,PGCGM_generated_candidates,Ba2BeS4,28.0,AB2C4::Ba-Be-S,,1.tar.gz::Immm---807_2.cif,97d4c62d4aaaf59e8142cebbcedbcd7433bdcdd2e34802e67d0640a749124266,1.6233954429626465,-5.106136704940426,scored,-3.48274126197778,5.106136704940426,0.11560962075176903,False,55
pgcgm-7b4cbc7c645fc3c0,PGCGM_generated_candidates,BeGeN,24.0,ABC::Be-Ge-N,,1.tar.gz::Pnma---731_0.cif,7b4cbc7c645fc3c0f72c814a0bfdb0115a8f45e6669487f6df8f9029239b03b3,-0.4461874961853027,-5.1303265308122175,scored,-5.57651402699752,5.1303265308122175,0.11560962075176903,False,56
pgcgm-151b1f3e3aff1d69,PGCGM_generated_candidates,IrRhO,24.0,ABC::Ir-O-Rh,,1.tar.gz::Pnma---666_2.cif,151b1f3e3aff1d691ef6b958a2573e3ae8304371c7aa056ea6e40c7f80536429,-1.8235602378845213,-5.251236593357761,scored,-7.074796831242282,5.251236593357761,0.11560962075176903,False,57
pgcgm-1ed099f795c58804,PGCGM_generated_candidates,Zn2SbC2,40.0,AB2C2::C-Sb-Zn,,1.tar.gz::Immm---799_1.cif,1ed099f795c588042642eb3eb6d9641b019db4a6e37acde275fc1bb574d3816e,0.2313394546508789,-5.283241545474874,scored,-5.051902090823995,5.283241545474874,0.11560962075176903,False,58
pgcgm-697d78953b9eeb80,PGCGM_generated_candidates,K4AsC4,36.0,AB4C4::As-C-K,,1.tar.gz::P4#mmm---212_2.cif,697d78953b9eeb80a10d0642c2166aba9efe8f5e09881efad820a92ca0db8032,0.1775641441345214,-5.315901586283015,scored,-5.138337442148494,5.315901586283015,0.11560962075176903,False,59
pgcgm-e553534cde3b1a34,PGCGM_generated_candidates,Re2AgH,32.0,ABC2::Ag-H-Re,,1.tar.gz::Cmcm---705_0.cif,e553534cde3b1a34059f60c575486a8a3d269bf523460ccc1e1e74baaf7761a1,-2.450912475585937,-5.346060347847901,scored,-7.796972823433838,5.346060347847901,0.11560962075176903,False,60
pgcgm-f77aad0711b8fda9,PGCGM_generated_candidates,TePO,36.0,ABC::O-P-Te,,1.tar.gz::P-3m1---407_1.cif,f77aad0711b8fda9d6ccc84c2b22ab358e599f72ed65647cbaf630804ecf8f55,0.9774899482727052,-5.493942381614584,scored,-4.516452433341879,5.493942381614584,0.11560962075176903,False,61
pgcgm-83bee101db8ed292,PGCGM_generated_candidates,Ba2Tc2Sn,40.0,AB2C2::Ba-Sn-Tc,,1.tar.gz::Immm---979_0.cif,83bee101db8ed292409c2268b1c45b1dd5b5b05086229ae18e77c44382f0e791,-0.1696810722351074,-5.578818724733862,scored,-5.74849979696897,5.578818724733862,0.11560962075176903,False,62
pgcgm-f17832482bda53ed,PGCGM_generated_candidates,YSiMo,24.0,ABC::Mo-Si-Y,,1.tar.gz::Pnma---527_2.cif,f17832482bda53edff5a0933331c81517c8a6b570bead93b624c6c6213a2ed77,-1.9670429229736328,-5.602004676830304,scored,-7.569047599803937,5.602004676830304,0.11560962075176903,False,63
pgcgm-2e03d83ed77034ce,PGCGM_generated_candidates,Zn2HSe2,30.0,AB2C2::H-Se-Zn,,1.tar.gz::P6#mmm---617_1.cif,2e03d83ed77034ce5f52998ab0a943f5397f5678d0bd6159e21d43c56684b6d9,3.005545139312744,-5.61141641009864,scored,-2.605871270785895,5.61141641009864,0.11560962075176903,False,64
pgcgm-38f573795b0222d4,PGCGM_generated_candidates,CuSbOs2,32.0,ABC2::Cu-Os-Sb,,1.tar.gz::Cmcm---765_2.cif,38f573795b0222d46f7e05e49a42388b1f7ec861d0e594f4c8ccac6bed6657f9,-2.0826516151428223,-5.626918507661147,scored,-7.709570122803969,5.626918507661147,0.11560962075176903,False,65
pgcgm-35d0b66761e2562d,PGCGM_generated_candidates,Sr2Hg2Pb,20.0,AB2C2::Hg-Pb-Sr,,1.tar.gz::Pnma---396_1.cif,35d0b66761e2562d87f47d680ec91313d32206212ae4d6fce58ebb006aac8790,4.143684387207031,-5.687402787306565,scored,-1.5437184000995345,5.687402787306565,0.11560962075176903,False,66
pgcgm-be275933d7016f1d,PGCGM_generated_candidates,MgHgMo,36.0,ABC::Hg-Mg-Mo,,1.tar.gz::P6_3mc---967_1.cif,be275933d7016f1d69a4a1b0ab4f4c2d614bec34de5095b898e2488c37297357,1.4815292358398438,-5.71095840444898,scored,-4.229429168609136,5.71095840444898,0.11560962075176903,False,67
pgcgm-ee12fa2bf5ee5ab5,PGCGM_generated_candidates,InSiPt,24.0,ABC::In-Pt-Si,,1.tar.gz::Pnma---752_0.cif,ee12fa2bf5ee5ab5b0937a3fee5e965950d21337091254f5c5135659248fa862,1.0581140518188477,-5.843514654283432,scored,-4.785400602464584,5.843514654283432,0.11560962075176903,False,68
pgcgm-c071c998d546c15e,PGCGM_generated_candidates,ZnHSe2,24.0,ABC2::H-Se-Zn,,1.tar.gz::P6#mmm---617_2.cif,c071c998d546c15e294905419c32d2b40cd7ebfc20767b341d5cb2d6ac939c00,2.9481759071350098,-5.877801217106425,scored,-2.929625309971415,5.877801217106425,0.11560962075176903,False,69
pgcgm-4c9a8d7532f5de59,PGCGM_generated_candidates,Ca2SbO2,40.0,AB2C2::Ca-O-Sb,,1.tar.gz::Immm---366_1.cif,4c9a8d7532f5de596191b44f696e5f40fdde96b7e7931e3ce089b4bd326ef5cb,2.3767614364624023,-5.965070751357436,scored,-3.5883093148950334,5.965070751357436,0.11560962075176903,False,70
pgcgm-01797e4562dcc53d,PGCGM_generated_candidates,SrCoHg2,32.0,ABC2::Co-Hg-Sr,,1.tar.gz::Cmcm---747_2.cif,01797e4562dcc53d5c8ebb651f4a4f11e73c92703a53e3da5acf6ce397c1c6d7,3.612792730331421,-5.972207730318692,scored,-2.3594149999872713,5.972207730318692,0.11560962075176903,False,71
pgcgm-1370d6427f61db07,PGCGM_generated_candidates,Be2HgAs,32.0,ABC2::As-Be-Hg,,1.tar.gz::P4#mmm---317_1.cif,1370d6427f61db075358724e071635e163a33e213af9906d9be2f50faa119202,2.8449106216430664,-5.99414313855547,scored,-3.149232516912404,5.99414313855547,0.11560962075176903,False,72
pgcgm-41692918f3c4f251,PGCGM_generated_candidates,V2Se2Br,40.0,AB2C2::Br-Se-V,,1.tar.gz::Immm---798_0.cif,41692918f3c4f2517b76fd878cf89ee225f6cf7e507534c22cade44c13224b08,0.6877560615539551,-6.028400049396915,scored,-5.34064398784296,6.028400049396915,0.11560962075176903,False,73
pgcgm-8ba2cece4d4b614c,PGCGM_generated_candidates,Li2FePd,32.0,ABC2::Fe-Li-Pd,,1.tar.gz::P4#nmm---713_2.cif,8ba2cece4d4b614c343ed40fa793b3f4e4d1042aad05a3120fc7cf7278b06bd0,1.662147045135498,-6.0442689354788905,scored,-4.3821218903433925,6.0442689354788905,0.11560962075176903,False,74
pgcgm-7e8e2a1c466a272d,PGCGM_generated_candidates,KBiAu,24.0,ABC::Au-Bi-K,,1.tar.gz::P4#mmm---400_0.cif,7e8e2a1c466a272d1b0587974a7ef08ed03f5849ee1ea7d5a735225e0a5c0c8d,3.3104140758514404,-6.060455784332138,scored,-2.750041708480697,6.060455784332138,0.11560962075176903,False,75
pgcgm-88c0debfa0de8a25,PGCGM_generated_candidates,CsAgI,24.0,ABC::Ag-Cs-I,,1.tar.gz::Pnma---998_2.cif,88c0debfa0de8a256b3aae33e78fcc792484c8bafe2afb153edd49e1f3f09f3c,4.314242839813232,-6.0738496224979475,scored,-1.7596067826847155,6.0738496224979475,0.11560962075176903,False,76
pgcgm-7134d101d11b651b,PGCGM_generated_candidates,BaLiFe,24.0,ABC::Ba-Fe-Li,,1.tar.gz::Pnma---176_2.cif,7134d101d11b651ba36ca2892a11cfa779b2f938b7265ac2d41f21355f699032,2.0086255073547363,-6.128425220610728,scored,-4.119799713255992,6.128425220610728,0.11560962075176903,False,77
pgcgm-fd2b4152eadc69f7,PGCGM_generated_candidates,Ca4Nb4Cu,36.0,AB4C4::Ca-Cu-Nb,,1.tar.gz::Immm---963_2.cif,fd2b4152eadc69f74b136d491e307bcfae035337c9a49e09e25c3ebee4bfd355,0.3177714347839355,-6.1721370282653885,scored,-5.854365593481453,6.1721370282653885,0.11560962075176903,False,78
pgcgm-f5e85a4d789b4898,PGCGM_generated_candidates,MnFeAs,24.0,ABC::As-Fe-Mn,,1.tar.gz::Pnma---580_2.cif,f5e85a4d789b489858d5144435e78f10ac6257d35c230052f3c249b91bc11787,-1.268916130065918,-6.188865122893357,scored,-7.457781252959275,6.188865122893357,0.11560962075176903,False,79
