method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic,seed,method_family,runtime_sec,baseline_note
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,144,6,,,,,,,,,0.04,,,0.04,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001350629609078169,top_m_by_score_no_risk_control
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,471.0,411.0,60.0,411.0,411.0,411.0,60.0,0.0,0.5,0.1660847238049714,0.0021186440677966,0.0024271844660194,0.0024271844660194,10.862780491200242,10.14889156509222,10.0,True,10.14889156509222,5.983400801096796,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,3768.0,,,150.0,10.0,-4.92555421745389,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,2,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,471.0,411.0,60.0,411.0,411.0,411.0,60.0,0.0,0.1660847238049714,0.1660847238049714,0.0021186440677966,0.0024271844660194,0.0024271844660194,28.19491365498396,25.172852016760327,10.0,True,25.172852016760327,10.787999274737524,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,3768.0,,,150.0,10.0,-2.0774425199498765,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,2,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,471.0,411.0,60.0,411.0,411.0,411.0,60.0,0.0,0.1660847238049714,0.1660847238049714,0.0021186440677966,0.0024271844660194,0.0024271844660194,28.19491365498396,25.172852016760327,10.0,True,25.172852016760327,10.787999274737524,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,3768.0,,,150.0,10.0,-2.0774425199498765,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,2,certified_or_core_baseline,,
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,143,7,,,,,,,,,0.04666666666666667,,,0.04666666666666667,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.000134211964905262,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,143,7,,,,,,,,,0.04666666666666667,,,0.04666666666666667,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.00014023296535015106,tracklet_level_p_bh
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,143,7,,,,,,,,,0.04666666666666667,,,0.04666666666666667,1.0,,,10.0,3.7277092043792948,,,,,,,,,2,diagnostic_baseline,0.0001382189802825451,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,2,diagnostic_baseline,0.0003071760293096304,block_evalue_post_filter
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,143,7,,,,,,,,,0.04666666666666667,,,0.04666666666666667,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.00015576300211250782,top_m_by_score_no_risk_control
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,471.0,406.0,65.0,406.0,406.0,406.0,65.0,0.0,0.5,0.1664222150262011,0.0021186440677966,0.0024570024570024,0.0024570024570024,10.862780491200242,10.087120500916008,5.0,True,10.087120500916008,9.062911447664224,150,150.0,0.0,150,144,6,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.04,,0.0,0.04,1.0,0.0,3890.0,5.0,2.1326713088435527,98.0,7.653061224489796,2.434059276426212,7.132671308843553,9.062911447664224,10.087120500916008,,,0,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,471.0,406.0,65.0,406.0,406.0,406.0,65.0,0.0,0.1664222150262011,0.1664222150262011,0.0021186440677966,0.0024570024570024,0.0024570024570024,28.193561864225494,24.917887765177458,5.0,True,24.917887765177458,21.126891734235222,150,150.0,0.0,150,144,6,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.04,,0.0,0.04,1.0,0.0,3890.0,5.0,8.982322291305639,98.0,7.653061224489796,17.26482654068766,13.98232229130564,21.126891734235222,24.917887765177458,,,0,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,471.0,406.0,65.0,406.0,406.0,406.0,65.0,0.0,0.1664222150262011,0.1664222150262011,0.0021186440677966,0.0024570024570024,0.0024570024570024,28.193561864225494,24.917887765177458,5.0,True,24.917887765177458,21.126891734235222,150,150.0,0.0,150,144,6,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.04,,0.0,0.04,1.0,0.0,3890.0,5.0,8.982322291305639,98.0,7.653061224489796,17.26482654068766,13.98232229130564,21.126891734235222,24.917887765177458,,,0,certified_or_core_baseline,,
confidence_threshold,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,144,6,,,,,,,,,0.04,,,0.04,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001347630750387907,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,144,6,,,,,,,,,0.04,,,0.04,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00013909093104302883,tracklet_level_p_bh
tracklet_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,144,6,,,,,,,,,0.04,,,0.04,1.0,,,5.0,17.053911217740946,,,,,,,,,0,diagnostic_baseline,0.00013870000839233398,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,144,6,,,,,,,,,0.04,,,0.04,1.0,,,5.0,8.98232229130564,,,,,,,,,0,diagnostic_baseline,0.00013744784519076347,block_evalue_post_filter
greedy_score_no_risk,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,144,6,,,,,,,,,0.04,,,0.04,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00013617612421512604,top_m_by_score_no_risk_control
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,471.0,403.0,68.0,403.0,403.0,403.0,68.0,0.0,0.5,0.1666273737668555,0.0021186440677966,0.0024752475247524,0.0024752475247524,10.862780491200242,10.04987562112089,5.0,True,7.106335201775948,7.106335201775948,150,150.0,0.0,150,144,6,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.04,,0.0,0.04,1.0,0.0,3773.0,5.0,2.106335201775948,150.0,5.0,2.106335201775948,7.106335201775948,7.106335201775948,7.106335201775948,,,1,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,471.0,403.0,68.0,403.0,403.0,403.0,68.0,0.0,0.1666273737668555,0.1666273737668555,0.0021186440677966,0.0024752475247524,0.0024752475247524,28.19268345859232,24.76470919866719,5.0,True,13.89834456929123,13.89834456929123,150,150.0,0.0,150,144,6,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.04,,0.0,0.04,1.0,0.0,3773.0,5.0,8.89834456929123,150.0,5.0,8.89834456929123,13.89834456929123,13.89834456929123,13.89834456929123,,,1,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,471.0,403.0,68.0,403.0,403.0,403.0,68.0,0.0,0.1666273737668555,0.1666273737668555,0.0021186440677966,0.0024752475247524,0.0024752475247524,28.19268345859232,24.76470919866719,5.0,True,13.89834456929123,13.89834456929123,150,150.0,0.0,150,144,6,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.04,,0.0,0.04,1.0,0.0,3773.0,5.0,8.89834456929123,150.0,5.0,8.89834456929123,13.89834456929123,13.89834456929123,13.89834456929123,,,1,certified_or_core_baseline,,
confidence_threshold,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,144,6,,,,,,,,,0.04,,,0.04,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00013642595149576664,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,144,6,,,,,,,,,0.04,,,0.04,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0002927898894995451,tracklet_level_p_bh
tracklet_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,144,6,,,,,,,,,0.04,,,0.04,1.0,,,5.0,12.7341478509682,,,,,,,,,1,diagnostic_baseline,0.00013842899352312088,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,144,6,,,,,,,,,0.04,,,0.04,1.0,,,5.0,8.89834456929123,,,,,,,,,1,diagnostic_baseline,0.00013747811317443848,block_evalue_post_filter
greedy_score_no_risk,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,144,6,,,,,,,,,0.04,,,0.04,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00014190608635544777,top_m_by_score_no_risk_control
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,471.0,411.0,60.0,411.0,411.0,411.0,60.0,0.0,0.5,0.1660847238049714,0.0021186440677966,0.0024271844660194,0.0024271844660194,10.862780491200242,10.14889156509222,5.0,True,10.14889156509222,5.983400801096796,150,150.0,0.0,150,143,7,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0466666666666666,,0.0,0.0466666666666666,1.0,0.0,3768.0,5.0,0.0744457825461095,150.0,5.0,0.0744457825461095,5.07444578254611,5.983400801096796,10.14889156509222,,,2,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,471.0,411.0,60.0,411.0,411.0,411.0,60.0,0.0,0.1660847238049714,0.1660847238049714,0.0021186440677966,0.0024271844660194,0.0024271844660194,28.19491365498396,25.172852016760327,5.0,True,25.172852016760327,10.787999274737524,150,150.0,0.0,150,143,7,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0466666666666666,,0.0,0.0466666666666666,1.0,0.0,3768.0,5.0,2.9225574800501235,150.0,5.0,2.9225574800501235,7.9225574800501235,10.787999274737524,25.172852016760327,,,2,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,471.0,411.0,60.0,411.0,411.0,411.0,60.0,0.0,0.1660847238049714,0.1660847238049714,0.0021186440677966,0.0024271844660194,0.0024271844660194,28.19491365498396,25.172852016760327,5.0,True,25.172852016760327,10.787999274737524,150,150.0,0.0,150,143,7,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0466666666666666,,0.0,0.0466666666666666,1.0,0.0,3768.0,5.0,2.9225574800501235,150.0,5.0,2.9225574800501235,7.9225574800501235,10.787999274737524,25.172852016760327,,,2,certified_or_core_baseline,,
confidence_threshold,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,143,7,,,,,,,,,0.04666666666666667,,,0.04666666666666667,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001768111251294613,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,143,7,,,,,,,,,0.04666666666666667,,,0.04666666666666667,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.00015334784984588623,tracklet_level_p_bh
tracklet_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,143,7,,,,,,,,,0.04666666666666667,,,0.04666666666666667,1.0,,,5.0,8.727709204379295,,,,,,,,,2,diagnostic_baseline,0.00013803900219500065,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,143,7,,,,,,,,,0.04666666666666667,,,0.04666666666666667,1.0,,,5.0,2.9225574800501235,,,,,,,,,2,diagnostic_baseline,0.00013773911632597446,block_evalue_post_filter
greedy_score_no_risk,,,0.2,,,,,,,,,,,,,,,,,,,,,150,,,150,143,7,,,,,,,,,0.04666666666666667,,,0.04666666666666667,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001356538850814104,top_m_by_score_no_risk_control
