source_grid,domain,target_row,audit_policy,audit_budget_fraction,release_rate,safe_release_rate,mean_release,actual_FTR_mean,alpha,audit_candidates_inspected_mean,verified_positives_found_mean,cost_per_true_release_mean
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,diversity_round_robin,0.005,1.0,1.0,99.1,0.0274390243902439,0.1,539.75,317.9,5.599066390041494
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,diversity_round_robin,0.01,1.0,1.0,100.0,0.03,0.1,1079.4,568.6,11.127835051546391
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,diversity_round_robin,0.02,1.0,1.0,100.0,0.03,0.1,2158.85,1083.5,22.25618556701031
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,diversity_round_robin,0.05,1.0,1.0,100.0,0.03,0.1,5397.2,2609.4,55.64123711340206
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,diversity_round_robin,0.1,1.0,1.0,100.0,0.03,0.1,10794.3,4711.6,111.28144329896908
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,diversity_round_robin,0.2,1.0,1.0,100.0,0.03,0.1,21588.65,7648.45,222.5634020618557
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.0,0.4,0.4,36.75,0.0010434782608695,0.1,0.0,0.0,0.0
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.005,0.4,0.4,37.85,0.00154852876592,0.1,539.75,84.45,14.316976127320954
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.01,0.4,0.4,36.75,0.0010434782608695,0.1,1079.4,163.5,29.451568894952256
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.02,0.45,0.45,41.95,0.0015205144225762,0.1,2158.85,332.05,51.64712918660288
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.05,0.45,0.45,41.7,0.00154852876592,0.1,5397.2,817.3,129.8965102286402
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.1,0.45,0.45,42.85,0.00154852876592,0.1,10794.3,1643.9,252.7939110070257
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.2,0.45,0.45,43.15,0.0015154639175257,0.1,21588.65,3294.85,502.0616279069768
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.0,0.4,0.4,36.75,0.0010434782608695,0.1,0.0,0.0,0.0
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.005,1.0,1.0,100.0,0.03,0.1,539.75,339.65,5.564432989690721
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.01,1.0,1.0,100.0,0.03,0.1,1079.4,620.3,11.127835051546391
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.02,1.0,1.0,100.0,0.03,0.1,2158.85,1259.4,22.25618556701031
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.05,1.0,1.0,100.0,0.03,0.1,5397.2,3182.25,55.64123711340206
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.1,1.0,1.0,100.0,0.03,0.1,10794.3,6001.15,111.28144329896908
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.2,1.0,1.0,100.0,0.03,0.1,21588.65,9653.65,222.5634020618557
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,random,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,random,0.005,0.0,0.0,0.0,0.0,0.1,361.6,73.3,inf
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,random,0.01,0.0,0.0,0.0,0.0,0.1,723.0,143.95,inf
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,random,0.02,0.0,0.0,0.0,0.0,0.1,1445.95,289.1,inf
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,random,0.05,0.0,0.0,0.0,0.0,0.1,3614.95,718.5,inf
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,random,0.1,0.0,0.0,0.0,0.0,0.1,7229.95,1437.6,inf
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,random,0.2,0.0,0.0,0.0,0.0,0.1,14459.9,2882.25,inf
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,random,0.5,0.0,0.0,0.0,0.0,0.1,36149.75,7217.85,inf
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,random,1.0,1.0,1.0,100.0,0.0,0.1,72299.5,14491.15,722.995
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,top_score,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,top_score,0.005,1.0,1.0,100.0,0.0,0.1,361.6,361.6,3.616
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,top_score,0.01,1.0,1.0,100.0,0.0,0.1,723.0,723.0,7.23
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,top_score,0.02,1.0,1.0,100.0,0.0,0.1,1445.95,1445.95,14.4595
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,top_score,0.05,1.0,1.0,100.0,0.0,0.1,3614.95,3614.95,36.1495
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,top_score,0.1,1.0,1.0,100.0,0.0,0.1,7229.95,7229.55,72.2995
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,top_score,0.2,1.0,1.0,100.0,0.0,0.1,14459.9,14288.4,144.599
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,top_score,0.5,1.0,1.0,100.0,0.0,0.1,36149.75,14489.7,361.4975
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,top_score,1.0,1.0,1.0,100.0,0.0,0.1,72299.5,14491.15,722.995
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,random,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,random,0.005,0.0,0.0,0.0,0.0,0.1,361.6,73.3,inf
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,random,0.01,0.0,0.0,0.0,0.0,0.1,723.0,143.95,inf
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,random,0.02,0.0,0.0,0.0,0.0,0.1,1445.95,289.1,inf
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,random,0.05,0.0,0.0,0.0,0.0,0.1,3614.95,718.5,inf
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,random,0.1,0.0,0.0,0.0,0.0,0.1,7229.95,1437.6,inf
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,random,0.2,0.0,0.0,0.0,0.0,0.1,14459.9,2882.25,inf
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,random,0.5,0.0,0.0,0.0,0.0,0.1,36149.75,7217.85,inf
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,random,1.0,1.0,1.0,300.0,0.0,0.1,72299.5,14491.15,240.9983333333333
phase41_extended_random_top_score,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
