panel,proposal_source,K,alpha,variant_or_gamma,non_empty_seeds,mean_release,actual_FTR_mean,raw_topK_actual_FTR_mean,best_mass_ratio_mean,evidence_status
gamma_sensitivity,alignn_ff_modern_learned_materials_model,500,0.1,0.2,20,90.05,0.0432674968113558,0.3269,2.0516516050862936,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,500,0.1,0.25,17,77.15,0.0270665832608364,0.3269,1.7012057896933617,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,500,0.1,0.3,17,71.2,0.0132357902125632,0.3269,1.3541953657642118,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,500,0.1,0.4,4,19.2,0.0,0.3269,0.7949335900181982,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,500,0.1,0.5,0,0.0,0.0,0.3269,0.4529695831128811,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,1000,0.1,0.05,8,36.8,0.0051528213166144,0.3909999999999999,0.8785853460303781,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,1000,0.1,0.1,14,57.75,0.0051528213166144,0.3909999999999999,1.1656204940553918,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,1000,0.1,0.15,14,57.75,0.0051528213166144,0.3909999999999999,1.1598228420498875,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,1000,0.1,0.2,10,44.6,0.0051528213166144,0.3909999999999999,1.0258258025431468,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,1000,0.1,0.25,8,36.8,0.0051528213166144,0.3909999999999999,0.8506028948466808,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,1000,0.1,0.3,0,0.0,0.0,0.3909999999999999,0.6770976828821059,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,1000,0.1,0.4,0,0.0,0.0,0.3909999999999999,0.4097953187173678,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,1000,0.1,0.5,0,0.0,0.0,0.3909999999999999,0.282981147854734,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,100,0.1,0.05,20,99.7,0.0292553191489361,0.03,9.948915366934,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,100,0.1,0.1,20,100.0,0.03,0.03,13.199712765706217,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,100,0.1,0.15,20,100.0,0.03,0.03,13.13452855699584,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,100,0.1,0.2,20,100.0,0.03,0.03,11.617481124733274,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,100,0.1,0.25,20,100.0,0.03,0.03,9.633425407996912,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,100,0.1,0.3,20,100.0,0.03,0.03,7.668682122289544,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,100,0.1,0.4,20,100.0,0.03,0.03,4.49963178970104,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,100,0.1,0.5,20,96.8,0.0251666666666666,0.03,2.4751669389678925,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,300,0.1,0.05,20,123.55,0.0353318420105654,0.2349999999999999,3.5131835858597023,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,300,0.1,0.1,20,155.25,0.0803087900040608,0.2349999999999999,4.66111178449998,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,300,0.1,0.15,20,170.75,0.1016988373580213,0.2349999999999999,4.638093035583271,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,300,0.1,0.2,20,172.65,0.1035816212517945,0.2349999999999999,4.1023893067792105,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,300,0.1,0.25,20,160.9,0.0877334317227877,0.2349999999999999,3.40177483455373,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,300,0.1,0.3,20,152.45,0.07385123153926,0.2349999999999999,2.7079802349255693,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,300,0.1,0.4,17,106.6,0.0283046617401618,0.2349999999999999,1.588918379726756,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,300,0.1,0.5,6,36.15,0.0045850883876501,0.2349999999999999,0.8764191309584979,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,500,0.1,0.05,19,102.5,0.0208850309994582,0.3258999999999999,2.1079101515158207,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,500,0.1,0.1,20,117.5,0.0309789315990503,0.3258999999999999,2.7966670706999883,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,500,0.1,0.15,20,119.45,0.0330597803725592,0.3258999999999999,2.782855821349963,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,500,0.1,0.2,20,118.45,0.0316599357862392,0.3258999999999999,2.461433584067526,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,500,0.1,0.25,19,114.0,0.0298174487372416,0.3258999999999999,2.041064900732238,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,500,0.1,0.3,18,100.95,0.0221619865820235,0.3258999999999999,1.6247881409553415,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,500,0.1,0.4,10,55.15,0.0066469440577532,0.3258999999999999,0.9533510278360536,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,500,0.1,0.5,0,0.0,0.0,0.3258999999999999,0.5325598540925264,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,1000,0.1,0.05,12,62.35,0.0090969315546274,0.4096,1.0539550757579104,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,1000,0.1,0.1,16,83.05,0.0135530164863021,0.4096,1.3983335353499942,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,1000,0.1,0.15,16,83.05,0.0135530164863021,0.4096,1.3914279106749814,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,1000,0.1,0.2,13,68.4,0.0102212790214802,0.4096,1.230716792033763,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,1000,0.1,0.25,11,59.45,0.0095539208019393,0.4096,1.020532450366119,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,1000,0.1,0.3,5,29.55,0.0041280991403383,0.4096,0.8123940704776708,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,1000,0.1,0.4,0,0.0,0.0,0.4096,0.4802640691087338,completed_sensitivity
gamma_sensitivity,cgcnn_ensemble_learned_materials_model,1000,0.1,0.5,0,0.0,0.0,0.4096,0.2888202349959153,completed_sensitivity
