domain,step,lifecycle_state,event,reference_version,K,alpha,audit_policy,audit_budget_fraction,release_size,nonempty_seeds,safe_seeds,observed_FTR,artifact,interpretation,evidence_scope,panel,state,entry_condition,exit_condition,allowed_claim,forbidden_claim,method,one_sided_validity,can_release,can_refuse,can_acquire_audit,can_expire_certificate,can_recertify,has_release_card,handles_reference_drift,capability_note
,,,,,,,,,,,,,,,PARC_lifecycle_calculus;synthesis_of_completed_artifacts;not_new_empirical_claim;not_DFT_evidence;not_prospective_materials_discovery,release_card_states,certified_refusal,no compatible non-empty set satisfies self-consistency,additional one-sided support or changed reference version,evidence insufficient for this frozen release card,no valid candidates exist,,,,,,,,,,
,,,,,,,,,,,,,,,PARC_lifecycle_calculus;synthesis_of_completed_artifacts;not_new_empirical_claim;not_DFT_evidence;not_prospective_materials_discovery,release_card_states,expired_after_reference_update,reference version changes after a prior certificate,recertification under the new reference,old certificate is version-bound and must not be silently inherited,old alpha certificate automatically transports to new reference,,,,,,,,,,
,,,,,,,,,,,,,,,PARC_lifecycle_calculus;synthesis_of_completed_artifacts;not_new_empirical_claim;not_DFT_evidence;not_prospective_materials_discovery,release_card_states,recertified_release,PARC rerun under new reference returns non-empty self-consistent release,new reference update or evidence audit,new-reference scoped release,prospective discovery or DFT validation,,,,,,,,,,
,,,,,,,,,,,,,,,PARC_lifecycle_calculus;synthesis_of_completed_artifacts;not_new_empirical_claim;not_DFT_evidence;not_prospective_materials_discovery,release_card_states,recertified_refusal,PARC rerun under new reference returns refusal,additional one-sided support or narrower release request,new-reference evidence insufficiency,method failure or no valid candidates exist,,,,,,,,,,
,,,,,,,,,,,,,,,PARC_lifecycle_calculus;synthesis_of_completed_artifacts;not_new_empirical_claim;not_DFT_evidence;not_prospective_materials_discovery,release_card_states,risk_triage_required,reference drift risk model flags high-risk certificate inheritance,"recertification, active audit, or manual review",release-card risk triage,label-free deployment predictor or repaired alpha certificate,,,,,,,,,,
,,,,,,,,,,,,,,,PARC_lifecycle_calculus;synthesis_of_completed_artifacts;not_new_empirical_claim;not_DFT_evidence;not_prospective_materials_discovery,release_card_states,active_audit_required,current evidence mass is insufficient but candidate audit can add one-sided positives,targeted audit returns enough support or still refuses,verification-budget design,unverified candidates are negatives,,,,,,,,,,
,,,,,,,,,,,,,,,PARC_lifecycle_calculus;synthesis_of_completed_artifacts;not_new_empirical_claim;not_DFT_evidence;not_prospective_materials_discovery,baseline_lifecycle_capabilities,,,,,,PARC lifecycle,True,True,True,True,True,True,True,True,release/refusal/active-audit/versioned-recertification lifecycle
,,,,,,,,,,,,,,,PARC_lifecycle_calculus;synthesis_of_completed_artifacts;not_new_empirical_claim;not_DFT_evidence;not_prospective_materials_discovery,baseline_lifecycle_capabilities,,,,,,PARC core,True,True,True,False,False,False,True,False,single-version release/refusal certificate
,,,,,,,,,,,,,,,PARC_lifecycle_calculus;synthesis_of_completed_artifacts;not_new_empirical_claim;not_DFT_evidence;not_prospective_materials_discovery,baseline_lifecycle_capabilities,,,,,,PARC-A,True,True,True,True,False,False,True,False,verification-budgeted release acquisition
,,,,,,,,,,,,,,,PARC_lifecycle_calculus;synthesis_of_completed_artifacts;not_new_empirical_claim;not_DFT_evidence;not_prospective_materials_discovery,baseline_lifecycle_capabilities,,,,,,PARC-D,True,False,False,False,True,False,True,True,"durability-risk triage, not full alpha certificate"
,,,,,,,,,,,,,,,PARC_lifecycle_calculus;synthesis_of_completed_artifacts;not_new_empirical_claim;not_DFT_evidence;not_prospective_materials_discovery,baseline_lifecycle_capabilities,,,,,,e-BH selection,False,True,False,False,False,False,False,False,selection procedure without release-card lifecycle
,,,,,,,,,,,,,,,PARC_lifecycle_calculus;synthesis_of_completed_artifacts;not_new_empirical_claim;not_DFT_evidence;not_prospective_materials_discovery,baseline_lifecycle_capabilities,,,,,,raw top-K,False,True,False,False,False,False,False,False,ranking baseline only
,,,,,,,,,,,,,,,PARC_lifecycle_calculus;synthesis_of_completed_artifacts;not_new_empirical_claim;not_DFT_evidence;not_prospective_materials_discovery,baseline_lifecycle_capabilities,,,,,,score threshold,False,True,True,False,False,False,False,False,thresholding without null-superset evidence construction
,,,,,,,,,,,,,,,PARC_lifecycle_calculus;synthesis_of_completed_artifacts;not_new_empirical_claim;not_DFT_evidence;not_prospective_materials_discovery,baseline_lifecycle_capabilities,,,,,,split conformal threshold,False,True,True,False,False,False,False,False,"different target object, no lifecycle recertification"
,,,,,,,,,,,,,,,PARC_lifecycle_calculus;synthesis_of_completed_artifacts;not_new_empirical_claim;not_DFT_evidence;not_prospective_materials_discovery,baseline_lifecycle_capabilities,,,,,,post-filter e-value,True,True,False,False,False,False,False,False,valid scores alone without SCS/lifecycle
,,,,,,,,,,,,,,,PARC_lifecycle_calculus;synthesis_of_completed_artifacts;not_new_empirical_claim;not_DFT_evidence;not_prospective_materials_discovery,baseline_lifecycle_capabilities,,,,,,PU classifier-release,False,True,False,False,False,False,False,False,"classifier baseline, not release-card calculus"
