audit_item_id,ctc_dataset,sequence_id,frame_start,frame_end,source_image_path,source_frame_index,source_bbox_x,source_bbox_y,source_bbox_w,source_bbox_h,target_image_path,target_frame_index,target_bbox_x,target_bbox_y,target_bbox_w,target_bbox_h,ai_label,ai_confidence,ai_support_score,ai_reason,human_label,human_confidence,human_notes,human_accepts_ai_label
CTC-PHASE81-0094,DIC-C2DH-HeLa,2,21,22,DIC-C2DH-HeLa/02/t021,21,398,328,19,19,DIC-C2DH-HeLa/02/t022,22,398,328,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0097,PhC-C2DH-U373,2,112,113,PhC-C2DH-U373/02/t112,112,54,339,3,3,PhC-C2DH-U373/02/t113,113,54,342,3,3,same_cell_supported,medium,0.78,adjacent-frame displacement is within about one cell diameter,,,,
CTC-PHASE81-0100,Fluo-N2DH-GOWT1,2,42,43,Fluo-N2DH-GOWT1/02/t042,42,128,461,39,40,Fluo-N2DH-GOWT1/02/t043,43,129,461,39,41,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0106,DIC-C2DH-HeLa,2,63,64,DIC-C2DH-HeLa/02/t063,63,50,75,19,19,DIC-C2DH-HeLa/02/t064,64,50,75,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0112,Fluo-N2DH-GOWT1,2,10,11,Fluo-N2DH-GOWT1/02/t010,10,399,725,34,33,Fluo-N2DH-GOWT1/02/t011,11,399,722,36,33,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0116,DIC-C2DH-HeLa,2,21,22,DIC-C2DH-HeLa/02/t021,21,322,204,19,19,DIC-C2DH-HeLa/02/t022,22,322,204,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0118,PhC-C2DH-U373,2,34,35,PhC-C2DH-U373/02/t034,34,88,240,10,9,PhC-C2DH-U373/02/t035,35,92,243,9,10,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0136,DIC-C2DH-HeLa,2,25,26,DIC-C2DH-HeLa/02/t025,25,322,204,19,19,DIC-C2DH-HeLa/02/t026,26,322,204,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0138,DIC-C2DH-HeLa,2,82,83,DIC-C2DH-HeLa/02/t082,82,179,184,19,19,DIC-C2DH-HeLa/02/t083,83,179,184,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0141,PhC-C2DH-U373,2,41,42,PhC-C2DH-U373/02/t041,41,95,260,9,10,PhC-C2DH-U373/02/t042,42,95,265,10,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0151,DIC-C2DH-HeLa,2,34,35,DIC-C2DH-HeLa/02/t034,34,234,307,19,19,DIC-C2DH-HeLa/02/t035,35,234,307,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0154,PhC-C2DH-U373,2,16,17,PhC-C2DH-U373/02/t016,16,606,444,11,11,PhC-C2DH-U373/02/t017,17,597,445,11,11,same_cell_supported,medium,0.78,adjacent-frame displacement is within about one cell diameter,,,,
CTC-PHASE81-0159,DIC-C2DH-HeLa,2,53,54,DIC-C2DH-HeLa/02/t053,53,115,173,19,19,DIC-C2DH-HeLa/02/t054,54,115,173,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0162,PhC-C2DH-U373,2,53,54,PhC-C2DH-U373/02/t053,53,56,436,5,5,PhC-C2DH-U373/02/t054,54,56,434,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0168,Fluo-N2DL-HeLa,2,2,3,Fluo-N2DL-HeLa/02/t002,2,625,615,7,7,Fluo-N2DL-HeLa/02/t003,3,625,615,7,7,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0170,Fluo-N2DH-GOWT1,2,24,25,Fluo-N2DH-GOWT1/02/t024,24,613,669,39,39,Fluo-N2DH-GOWT1/02/t025,25,612,666,41,44,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0172,Fluo-N2DH-GOWT1,2,7,8,Fluo-N2DH-GOWT1/02/t007,7,218,353,33,33,Fluo-N2DH-GOWT1/02/t008,8,218,353,33,33,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0173,Fluo-N2DH-GOWT1,2,89,90,Fluo-N2DH-GOWT1/02/t089,89,90,494,42,49,Fluo-N2DH-GOWT1/02/t090,90,89,497,43,45,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0175,Fluo-N2DL-HeLa,2,13,14,Fluo-N2DL-HeLa/02/t013,13,782,422,6,5,Fluo-N2DL-HeLa/02/t014,14,783,422,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0182,Fluo-N2DH-GOWT1,2,37,38,Fluo-N2DH-GOWT1/02/t037,37,583,187,26,37,Fluo-N2DH-GOWT1/02/t038,38,580,190,33,33,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0187,DIC-C2DH-HeLa,2,37,38,DIC-C2DH-HeLa/02/t037,37,420,324,19,19,DIC-C2DH-HeLa/02/t038,38,420,324,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0188,PhC-C2DH-U373,2,88,89,PhC-C2DH-U373/02/t088,88,456,424,3,3,PhC-C2DH-U373/02/t089,89,460,425,3,3,same_cell_supported,medium,0.78,adjacent-frame displacement is within about one cell diameter,,,,
CTC-PHASE81-0193,DIC-C2DH-HeLa,2,74,75,DIC-C2DH-HeLa/02/t074,74,175,183,19,19,DIC-C2DH-HeLa/02/t075,75,175,183,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0194,DIC-C2DH-HeLa,2,52,53,DIC-C2DH-HeLa/02/t052,52,193,184,19,19,DIC-C2DH-HeLa/02/t053,53,193,184,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0195,Fluo-N2DL-HeLa,2,4,5,Fluo-N2DL-HeLa/02/t004,4,414,556,6,5,Fluo-N2DL-HeLa/02/t005,5,415,556,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0196,Fluo-N2DH-GOWT1,2,79,80,Fluo-N2DH-GOWT1/02/t079,79,441,719,34,31,Fluo-N2DH-GOWT1/02/t080,80,440,718,37,30,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0207,PhC-C2DH-U373,2,76,77,PhC-C2DH-U373/02/t076,76,638,266,3,3,PhC-C2DH-U373/02/t077,77,638,264,3,3,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0217,Fluo-N2DL-HeLa,2,23,24,Fluo-N2DL-HeLa/02/t023,23,404,388,5,5,Fluo-N2DL-HeLa/02/t024,24,404,388,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0218,PhC-C2DH-U373,2,42,43,PhC-C2DH-U373/02/t042,42,535,147,9,10,PhC-C2DH-U373/02/t043,43,533,154,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0220,Fluo-N2DL-HeLa,2,85,86,Fluo-N2DL-HeLa/02/t085,85,779,662,5,5,Fluo-N2DL-HeLa/02/t086,86,779,662,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0221,Fluo-N2DL-HeLa,2,35,36,Fluo-N2DL-HeLa/02/t035,35,828,605,5,5,Fluo-N2DL-HeLa/02/t036,36,828,605,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0222,Fluo-N2DL-HeLa,2,3,4,Fluo-N2DL-HeLa/02/t003,3,1015,562,3,3,Fluo-N2DL-HeLa/02/t004,4,1016,562,3,3,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0228,Fluo-N2DH-GOWT1,2,27,28,Fluo-N2DH-GOWT1/02/t027,27,122,458,41,38,Fluo-N2DH-GOWT1/02/t028,28,122,459,41,38,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0229,DIC-C2DH-HeLa,2,69,70,DIC-C2DH-HeLa/02/t069,69,103,54,19,19,DIC-C2DH-HeLa/02/t070,70,103,54,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0239,PhC-C2DH-U373,2,110,111,PhC-C2DH-U373/02/t110,110,189,177,9,9,PhC-C2DH-U373/02/t111,111,189,178,9,11,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0249,Fluo-N2DL-HeLa,2,20,21,Fluo-N2DL-HeLa/02/t020,20,395,386,5,5,Fluo-N2DL-HeLa/02/t021,21,395,386,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0254,Fluo-N2DL-HeLa,2,13,14,Fluo-N2DL-HeLa/02/t013,13,762,186,7,7,Fluo-N2DL-HeLa/02/t014,14,762,186,7,7,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0256,PhC-C2DH-U373,2,96,97,PhC-C2DH-U373/02/t096,96,454,443,3,3,PhC-C2DH-U373/02/t097,97,450,438,3,3,uncertain,medium,0.5,geometry is plausible but displacement or size change needs human review,,,,
CTC-PHASE81-0263,Fluo-N2DL-HeLa,2,49,50,Fluo-N2DL-HeLa/02/t049,49,878,300,5,5,Fluo-N2DL-HeLa/02/t050,50,878,300,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0268,PhC-C2DH-U373,2,37,38,PhC-C2DH-U373/02/t037,37,540,458,5,5,PhC-C2DH-U373/02/t038,38,538,458,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0269,Fluo-N2DH-GOWT1,2,80,81,Fluo-N2DH-GOWT1/02/t080,80,441,243,34,37,Fluo-N2DH-GOWT1/02/t081,81,444,241,31,38,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0270,DIC-C2DH-HeLa,2,63,64,DIC-C2DH-HeLa/02/t063,63,396,87,19,19,DIC-C2DH-HeLa/02/t064,64,396,87,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0272,PhC-C2DH-U373,2,86,87,PhC-C2DH-U373/02/t086,86,174,178,9,10,PhC-C2DH-U373/02/t087,87,170,179,10,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0277,Fluo-N2DL-HeLa,2,2,3,Fluo-N2DL-HeLa/02/t002,2,595,338,7,7,Fluo-N2DL-HeLa/02/t003,3,595,338,7,7,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0282,PhC-C2DH-U373,2,13,14,PhC-C2DH-U373/02/t013,13,548,96,10,9,PhC-C2DH-U373/02/t014,14,548,96,9,10,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0283,Fluo-N2DL-HeLa,2,53,54,Fluo-N2DL-HeLa/02/t053,53,727,117,5,5,Fluo-N2DL-HeLa/02/t054,54,727,117,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0284,Fluo-N2DH-GOWT1,2,74,75,Fluo-N2DH-GOWT1/02/t074,74,904,343,40,39,Fluo-N2DH-GOWT1/02/t075,75,905,343,38,39,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0285,PhC-C2DH-U373,2,102,103,PhC-C2DH-U373/02/t102,102,417,433,3,3,PhC-C2DH-U373/02/t103,103,424,431,3,3,uncertain,medium,0.5,geometry is plausible but displacement or size change needs human review,,,,
CTC-PHASE81-0286,DIC-C2DH-HeLa,2,4,5,DIC-C2DH-HeLa/02/t004,4,67,61,19,19,DIC-C2DH-HeLa/02/t005,5,67,61,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0288,Fluo-N2DL-HeLa,2,48,49,Fluo-N2DL-HeLa/02/t048,48,801,146,5,5,Fluo-N2DL-HeLa/02/t049,49,801,146,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0293,Fluo-N2DH-GOWT1,2,8,9,Fluo-N2DH-GOWT1/02/t008,8,395,725,34,30,Fluo-N2DH-GOWT1/02/t009,9,400,726,33,30,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0294,PhC-C2DH-U373,2,96,97,PhC-C2DH-U373/02/t096,96,171,170,11,9,PhC-C2DH-U373/02/t097,97,169,168,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0301,PhC-C2DH-U373,2,53,54,PhC-C2DH-U373/02/t053,53,172,180,11,11,PhC-C2DH-U373/02/t054,54,172,180,11,11,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0305,DIC-C2DH-HeLa,2,20,21,DIC-C2DH-HeLa/02/t020,20,342,411,19,19,DIC-C2DH-HeLa/02/t021,21,342,411,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0309,Fluo-N2DH-GOWT1,2,74,75,Fluo-N2DH-GOWT1/02/t074,74,12,268,34,34,Fluo-N2DH-GOWT1/02/t075,75,14,269,35,35,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0315,DIC-C2DH-HeLa,2,17,18,DIC-C2DH-HeLa/02/t017,17,401,328,19,19,DIC-C2DH-HeLa/02/t018,18,401,328,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0316,DIC-C2DH-HeLa,2,75,76,DIC-C2DH-HeLa/02/t075,75,338,432,19,19,DIC-C2DH-HeLa/02/t076,76,338,432,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0317,Fluo-N2DL-HeLa,2,90,91,Fluo-N2DL-HeLa/02/t090,90,610,91,5,5,Fluo-N2DL-HeLa/02/t091,91,610,91,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0318,DIC-C2DH-HeLa,2,15,16,DIC-C2DH-HeLa/02/t015,15,201,195,19,19,DIC-C2DH-HeLa/02/t016,16,201,195,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0321,PhC-C2DH-U373,2,31,32,PhC-C2DH-U373/02/t031,31,56,394,5,5,PhC-C2DH-U373/02/t032,32,60,410,5,5,uncertain,medium,0.5,geometry is plausible but displacement or size change needs human review,,,,
CTC-PHASE81-0325,Fluo-N2DH-GOWT1,2,50,51,Fluo-N2DH-GOWT1/02/t050,50,428,725,35,31,Fluo-N2DH-GOWT1/02/t051,51,428,724,36,32,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0332,DIC-C2DH-HeLa,2,10,11,DIC-C2DH-HeLa/02/t010,10,315,226,19,19,DIC-C2DH-HeLa/02/t011,11,315,226,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0333,PhC-C2DH-U373,2,87,88,PhC-C2DH-U373/02/t087,87,635,265,3,3,PhC-C2DH-U373/02/t088,88,639,276,3,3,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0341,Fluo-N2DH-GOWT1,2,35,36,Fluo-N2DH-GOWT1/02/t035,35,421,719,36,32,Fluo-N2DH-GOWT1/02/t036,36,420,718,38,33,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0343,Fluo-N2DH-GOWT1,2,6,7,Fluo-N2DH-GOWT1/02/t006,6,214,645,41,41,Fluo-N2DH-GOWT1/02/t007,7,214,645,41,42,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0350,Fluo-N2DL-HeLa,2,65,66,Fluo-N2DL-HeLa/02/t065,65,665,589,5,5,Fluo-N2DL-HeLa/02/t066,66,665,589,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0351,PhC-C2DH-U373,2,66,67,PhC-C2DH-U373/02/t066,66,46,405,13,13,PhC-C2DH-U373/02/t067,67,46,405,14,13,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0353,Fluo-N2DL-HeLa,2,74,75,Fluo-N2DL-HeLa/02/t074,74,553,442,5,5,Fluo-N2DL-HeLa/02/t075,75,553,442,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0360,Fluo-N2DH-GOWT1,2,26,27,Fluo-N2DH-GOWT1/02/t026,26,124,456,40,38,Fluo-N2DH-GOWT1/02/t027,27,122,458,41,38,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0363,DIC-C2DH-HeLa,2,78,79,DIC-C2DH-HeLa/02/t078,78,179,184,19,19,DIC-C2DH-HeLa/02/t079,79,179,184,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0365,PhC-C2DH-U373,2,55,56,PhC-C2DH-U373/02/t055,55,512,458,4,3,PhC-C2DH-U373/02/t056,56,509,457,3,3,same_cell_supported,medium,0.78,adjacent-frame displacement is within about one cell diameter,,,,
CTC-PHASE81-0375,Fluo-N2DL-HeLa,2,6,7,Fluo-N2DL-HeLa/02/t006,6,916,289,5,5,Fluo-N2DL-HeLa/02/t007,7,916,289,5,6,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0381,Fluo-N2DL-HeLa,2,24,25,Fluo-N2DL-HeLa/02/t024,24,643,137,5,5,Fluo-N2DL-HeLa/02/t025,25,643,137,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0382,PhC-C2DH-U373,2,69,70,PhC-C2DH-U373/02/t069,69,565,180,30,12,PhC-C2DH-U373/02/t070,70,585,181,9,9,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0383,DIC-C2DH-HeLa,2,32,33,DIC-C2DH-HeLa/02/t032,32,403,142,19,19,DIC-C2DH-HeLa/02/t033,33,403,142,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0387,DIC-C2DH-HeLa,2,3,4,DIC-C2DH-HeLa/02/t003,3,380,160,19,19,DIC-C2DH-HeLa/02/t004,4,380,160,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0392,DIC-C2DH-HeLa,2,40,41,DIC-C2DH-HeLa/02/t040,40,83,51,19,19,DIC-C2DH-HeLa/02/t041,41,83,51,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0394,Fluo-N2DH-GOWT1,2,70,71,Fluo-N2DH-GOWT1/02/t070,70,177,41,29,29,Fluo-N2DH-GOWT1/02/t071,71,176,39,29,29,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0396,PhC-C2DH-U373,2,30,31,PhC-C2DH-U373/02/t030,30,35,383,15,15,PhC-C2DH-U373/02/t031,31,56,394,5,5,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0404,Fluo-N2DH-GOWT1,2,69,70,Fluo-N2DH-GOWT1/02/t069,69,514,339,41,42,Fluo-N2DH-GOWT1/02/t070,70,512,339,47,45,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0406,Fluo-N2DH-GOWT1,2,18,19,Fluo-N2DH-GOWT1/02/t018,18,198,649,43,43,Fluo-N2DH-GOWT1/02/t019,19,198,649,43,43,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
