audit_item_id,ctc_dataset,sequence_id,frame_start,frame_end,source_image_path,source_frame_index,source_bbox_x,source_bbox_y,source_bbox_w,source_bbox_h,target_image_path,target_frame_index,target_bbox_x,target_bbox_y,target_bbox_w,target_bbox_h,ai_label,ai_confidence,ai_support_score,ai_reason,human_label,human_confidence,human_notes,human_accepts_ai_label
CTC-PHASE81-0180,Fluo-N2DL-HeLa,2,19,20,Fluo-N2DL-HeLa/02/t019,19,620,104,5,5,Fluo-N2DL-HeLa/02/t020,20,620,104,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0190,Fluo-N2DH-GOWT1,2,26,27,Fluo-N2DH-GOWT1/02/t026,26,412,722,39,33,Fluo-N2DH-GOWT1/02/t027,27,413,721,39,35,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0223,PhC-C2DH-U373,2,73,74,PhC-C2DH-U373/02/t073,73,587,188,10,11,PhC-C2DH-U373/02/t074,74,589,190,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0226,Fluo-N2DL-HeLa,2,28,29,Fluo-N2DL-HeLa/02/t028,28,619,98,5,5,Fluo-N2DL-HeLa/02/t029,29,619,98,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0242,Fluo-N2DL-HeLa,2,14,15,Fluo-N2DL-HeLa/02/t014,14,993,508,7,7,Fluo-N2DL-HeLa/02/t015,15,993,508,7,7,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0248,DIC-C2DH-HeLa,2,48,49,DIC-C2DH-HeLa/02/t048,48,336,412,19,19,DIC-C2DH-HeLa/02/t049,49,336,412,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0251,Fluo-N2DL-HeLa,2,14,15,Fluo-N2DL-HeLa/02/t014,14,577,96,5,5,Fluo-N2DL-HeLa/02/t015,15,577,96,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0262,PhC-C2DH-U373,2,66,67,PhC-C2DH-U373/02/t066,66,571,173,9,9,PhC-C2DH-U373/02/t067,67,571,173,10,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0267,PhC-C2DH-U373,2,111,112,PhC-C2DH-U373/02/t111,111,189,178,9,11,PhC-C2DH-U373/02/t112,112,187,180,10,10,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0299,Fluo-N2DL-HeLa,2,21,22,Fluo-N2DL-HeLa/02/t021,21,740,128,5,5,Fluo-N2DL-HeLa/02/t022,22,740,128,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0304,Fluo-N2DH-GOWT1,2,58,59,Fluo-N2DH-GOWT1/02/t058,58,57,105,31,31,Fluo-N2DH-GOWT1/02/t059,59,54,104,31,31,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0311,Fluo-N2DH-GOWT1,2,67,68,Fluo-N2DH-GOWT1/02/t067,67,435,721,36,29,Fluo-N2DH-GOWT1/02/t068,68,435,720,32,30,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0319,DIC-C2DH-HeLa,2,29,30,DIC-C2DH-HeLa/02/t029,29,322,204,19,19,DIC-C2DH-HeLa/02/t030,30,322,204,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0327,PhC-C2DH-U373,2,78,79,PhC-C2DH-U373/02/t078,78,54,231,5,5,PhC-C2DH-U373/02/t079,79,53,233,1,1,unsupported,medium,0.2,large normalized displacement or substantial bbox-size change,,,,
CTC-PHASE81-0328,Fluo-N2DL-HeLa,2,53,54,Fluo-N2DL-HeLa/02/t053,53,803,152,5,5,Fluo-N2DL-HeLa/02/t054,54,803,152,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0329,Fluo-N2DL-HeLa,2,30,31,Fluo-N2DL-HeLa/02/t030,30,520,118,5,5,Fluo-N2DL-HeLa/02/t031,31,520,118,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0337,Fluo-N2DL-HeLa,2,36,37,Fluo-N2DL-HeLa/02/t036,36,758,336,5,5,Fluo-N2DL-HeLa/02/t037,37,758,336,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0357,Fluo-N2DH-GOWT1,2,46,47,Fluo-N2DH-GOWT1/02/t046,46,500,301,37,37,Fluo-N2DH-GOWT1/02/t047,47,501,302,37,37,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0372,PhC-C2DH-U373,2,6,7,PhC-C2DH-U373/02/t006,6,566,98,11,9,PhC-C2DH-U373/02/t007,7,563,98,12,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0391,Fluo-N2DL-HeLa,2,75,76,Fluo-N2DL-HeLa/02/t075,75,360,606,5,5,Fluo-N2DL-HeLa/02/t076,76,360,606,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0399,Fluo-N2DL-HeLa,2,0,1,Fluo-N2DL-HeLa/02/t000,0,677,161,5,5,Fluo-N2DL-HeLa/02/t001,1,677,161,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0411,Fluo-N2DL-HeLa,2,2,3,Fluo-N2DL-HeLa/02/t002,2,847,391,5,5,Fluo-N2DL-HeLa/02/t003,3,846,391,6,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0414,Fluo-N2DH-GOWT1,2,3,4,Fluo-N2DH-GOWT1/02/t003,3,68,607,43,43,Fluo-N2DH-GOWT1/02/t004,4,68,607,43,43,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0444,Fluo-N2DH-GOWT1,2,50,51,Fluo-N2DH-GOWT1/02/t050,50,63,98,31,31,Fluo-N2DH-GOWT1/02/t051,51,64,99,31,31,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0445,PhC-C2DH-U373,2,18,19,PhC-C2DH-U373/02/t018,18,544,97,13,9,PhC-C2DH-U373/02/t019,19,542,96,9,9,same_cell_supported,medium,0.78,adjacent-frame displacement is within about one cell diameter,,,,
CTC-PHASE81-0463,PhC-C2DH-U373,2,49,50,PhC-C2DH-U373/02/t049,49,102,283,9,9,PhC-C2DH-U373/02/t050,50,99,285,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0470,Fluo-N2DL-HeLa,2,51,52,Fluo-N2DL-HeLa/02/t051,51,727,117,5,5,Fluo-N2DL-HeLa/02/t052,52,727,117,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0476,Fluo-N2DH-GOWT1,2,76,77,Fluo-N2DH-GOWT1/02/t076,76,440,721,38,32,Fluo-N2DH-GOWT1/02/t077,77,443,723,32,30,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0478,DIC-C2DH-HeLa,2,48,49,DIC-C2DH-HeLa/02/t048,48,290,181,19,19,DIC-C2DH-HeLa/02/t049,49,290,181,19,19,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0487,Fluo-N2DL-HeLa,2,20,21,Fluo-N2DL-HeLa/02/t020,20,740,128,5,5,Fluo-N2DL-HeLa/02/t021,21,740,128,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0507,Fluo-N2DL-HeLa,2,9,10,Fluo-N2DL-HeLa/02/t009,9,497,123,5,5,Fluo-N2DL-HeLa/02/t010,10,497,123,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0513,Fluo-N2DL-HeLa,2,18,19,Fluo-N2DL-HeLa/02/t018,18,507,665,5,5,Fluo-N2DL-HeLa/02/t019,19,507,665,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0516,Fluo-N2DL-HeLa,2,19,20,Fluo-N2DL-HeLa/02/t019,19,588,290,5,5,Fluo-N2DL-HeLa/02/t020,20,588,290,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0518,PhC-C2DH-U373,2,90,91,PhC-C2DH-U373/02/t090,90,461,420,3,3,PhC-C2DH-U373/02/t091,91,461,420,3,3,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0527,DIC-C2DH-HeLa,2,68,69,DIC-C2DH-HeLa/02/t068,68,192,50,11,11,DIC-C2DH-HeLa/02/t069,69,192,50,11,11,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0540,Fluo-N2DH-GOWT1,2,86,87,Fluo-N2DH-GOWT1/02/t086,86,159,27,30,29,Fluo-N2DH-GOWT1/02/t087,87,162,26,29,29,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0542,Fluo-N2DL-HeLa,2,31,32,Fluo-N2DL-HeLa/02/t031,31,644,594,5,5,Fluo-N2DL-HeLa/02/t032,32,644,594,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0544,Fluo-N2DL-HeLa,2,40,41,Fluo-N2DL-HeLa/02/t040,40,623,96,5,5,Fluo-N2DL-HeLa/02/t041,41,623,96,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0550,Fluo-N2DH-GOWT1,2,16,17,Fluo-N2DH-GOWT1/02/t016,16,201,646,43,43,Fluo-N2DH-GOWT1/02/t017,17,201,646,43,43,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0572,Fluo-N2DL-HeLa,2,49,50,Fluo-N2DL-HeLa/02/t049,49,688,200,5,5,Fluo-N2DL-HeLa/02/t050,50,688,200,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
