audit_id,sample_set,aoi,video_id,source_year,source_month,target_year,target_month,bbox_iou,centroid_distance_score,area_ratio,base_geometry_score,score,path_id,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status
SPRAW-000045,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467765359193,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::348->348::8d779af2c23b6f70->8d779af2c23b6f70,,,,,
SPRAW-000046,prospective_raw_topk_audit,L15-0632E-0892N_2528_4620_13,15023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467742638868,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::85->85::080f1d469c7c2550->080f1d469c7c2550,,,,,
SPRAW-000047,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467742116559,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::2208->2208::30254b92a8144c64->30254b92a8144c64,,,,,
SPRAW-000048,prospective_raw_topk_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467694827087,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::6471->6471::67709e61d00f607c->67709e61d00f607c,,,,,
SPRAW-000049,prospective_raw_topk_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467690929783,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::2125->2125::e618942695225e1a->e618942695225e1a,,,,,
SPRAW-000050,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467649224252,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::234->234::76acbae6f206f714->76acbae6f206f714,,,,,
SPRAW-000051,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467631525311,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::1102->1102::eae8ef66d206f73b->eae8ef66d206f73b,,,,,
SPRAW-000052,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467542405942,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::6433->6433::aa5e10f5da91701e->aa5e10f5da91701e,,,,,
SPRAW-000053,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.999746747737254,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::5160->5160::f2a08d04a98a27ac->f2a08d04a98a27ac,,,,,
SPRAW-000054,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467460174672,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::7604->7604::a170e91ce2a9e0dc->a170e91ce2a9e0dc,,,,,
SPRAW-000055,prospective_raw_topk_audit,L15-0632E-0892N_2528_4620_13,15023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467430901865,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::571->571::ac99518a6d8158a5->ac99518a6d8158a5,,,,,
SPRAW-000056,prospective_raw_topk_audit,L15-0632E-0892N_2528_4620_13,15023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467395319982,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::937->937::2e4eb24e958c2157->2e4eb24e958c2157,,,,,
SPRAW-000057,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467395159251,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::505->505::2242698d2af0c4ad->2242698d2af0c4ad,,,,,
SPRAW-000058,prospective_raw_topk_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467367251933,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::7673->7673::cd424e18016d71b8->cd424e18016d71b8,,,,,
SPRAW-000059,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467329639859,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::3954->3954::b711e6c5e9dc0034->b711e6c5e9dc0034,,,,,
SPRAW-000060,prospective_raw_topk_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467312963384,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::5495->5495::bb5eada52cfe02ec->bb5eada52cfe02ec,,,,,
SPRAW-000061,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467249672158,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::7004->7004::f648cc40c4bf952a->f648cc40c4bf952a,,,,,
SPRAW-000062,prospective_raw_topk_audit,L15-0632E-0892N_2528_4620_13,15023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467233919428,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::1502->1502::bafd7914500106f3->bafd7914500106f3,,,,,
SPRAW-000063,prospective_raw_topk_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467228534545,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::3676->3676::12487eef541e80eb->12487eef541e80eb,,,,,
SPRAW-000064,prospective_raw_topk_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467220376824,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::3704->3704::d12379dba9b1e435->d12379dba9b1e435,,,,,
SPRAW-000065,prospective_raw_topk_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467207135545,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::1954->1954::33d5657840660860->33d5657840660860,,,,,
SPRAW-000066,prospective_raw_topk_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467156902444,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::5922->5922::31643b72b9b60f74->31643b72b9b60f74,,,,,
SPRAW-000067,prospective_raw_topk_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467142254284,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::1062->1062::466a5a7ac1c7640a->466a5a7ac1c7640a,,,,,
SPRAW-000068,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467013230276,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::4868->4868::397f1ababaa387f5->397f1ababaa387f5,,,,,
SPRAW-000069,prospective_raw_topk_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467013069519,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::6598->6598::3c6189f091db4a2c->3c6189f091db4a2c,,,,,
SPRAW-000070,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466938336673,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::1846->1846::1eb902f219163553->1eb902f219163553,,,,,
SPRAW-000071,prospective_raw_topk_audit,L15-0632E-0892N_2528_4620_13,15023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466913740062,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::998->998::4aaa0f3424e1560a->4aaa0f3424e1560a,,,,,
SPRAW-000072,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466899351736,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::5567->5567::6eddf19e0e9e5b48->6eddf19e0e9e5b48,,,,,
SPRAW-000073,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466889545121,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::5881->5881::c02beba747c333cd->c02beba747c333cd,,,,,
SPRAW-000074,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466852749884,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::1879->1879::29254841590222b8->29254841590222b8,,,,,
SPRAW-000075,prospective_raw_topk_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466852267584,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::6786->6786::c83c0f1d8c137285->c83c0f1d8c137285,,,,,
SPRAW-000076,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466829358203,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::2815->2815::ee61cc872402673f->ee61cc872402673f,,,,,
SPRAW-000077,prospective_raw_topk_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466788020317,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::9576->9576::686915c8ef2ad84a->686915c8ef2ad84a,,,,,
SPRAW-000078,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466742943769,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::6748->6748::71fa1b4146476d09->71fa1b4146476d09,,,,,
SPRAW-000079,prospective_raw_topk_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466732533645,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::522->522::51a7039b26c593c0->51a7039b26c593c0,,,,,
SPRAW-000080,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.999746671977214,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::2109->2109::8672bbf39e2ac4f1->8672bbf39e2ac4f1,,,,,
SPRAW-000081,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466695756224,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::457->457::a838916194353925->a838916194353925,,,,,
SPRAW-000082,prospective_raw_topk_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466686973776,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::2085->2085::324544e66f94b99b->324544e66f94b99b,,,,,
SPRAW-000083,prospective_raw_topk_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466684903769,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::1710->1710::5780b7b986cc92d4->5780b7b986cc92d4,,,,,
SPRAW-000084,prospective_raw_topk_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466662776673,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::790->790::1c777f2b1a53f4a3->1c777f2b1a53f4a3,,,,,
SPRAW-000085,prospective_raw_topk_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466657832718,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::257->257::7663b90d853b3360->7663b90d853b3360,,,,,
SPRAW-000086,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466651803489,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::37->37::975a95921b494627->975a95921b494627,,,,,
SPRAW-000087,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466550691223,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::1461->1461::341fc79546791905->341fc79546791905,,,,,
SPRAW-000088,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466548379924,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::516->516::82bba432d513642b->82bba432d513642b,,,,,
SPRAW-000089,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466539838146,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::2542->2542::4688c4e61d6e42f1->4688c4e61d6e42f1,,,,,
SPRAW-000090,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466527055573,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::5035->5035::f149d8c9209165a9->f149d8c9209165a9,,,,,
SPRAW-000091,prospective_raw_topk_audit,L15-0632E-0892N_2528_4620_13,15023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466497671491,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::646->646::0adfde0b4aa150bb->0adfde0b4aa150bb,,,,,
SPRAW-000092,prospective_raw_topk_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466489410926,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::8484->8484::d59c2f0a60c22200->d59c2f0a60c22200,,,,,
SPRAW-000093,prospective_raw_topk_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.999746645974502,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::7081->7081::75644d24562f8712->75644d24562f8712,,,,,
SPRAW-000094,prospective_raw_topk_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466443304011,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::4326->4326::92ec2449fd12e937->92ec2449fd12e937,,,,,
