audit_id,sample_set,aoi,video_id,source_year,source_month,target_year,target_month,bbox_iou,centroid_distance_score,area_ratio,base_geometry_score,score,path_id,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status
SPCAL-000016,prospective_calibration_audit,L15-0571E-1075N_2287_3888_13,1015,2019,6,2019,8,1.0,1.0,1.0,1.0,0.9997269078228879,SN7::L15-0571E-1075N_2287_3888_13::2019-06->2019-08::8014->8014::90d26e4c42dfbb2b->90d26e4c42dfbb2b,,,,,
SPCAL-000017,prospective_calibration_audit,L15-0571E-1075N_2287_3888_13,1016,2019,8,2019,9,1.0,1.0,1.0,1.0,0.9997295412307146,SN7::L15-0571E-1075N_2287_3888_13::2019-08->2019-09::1263->1263::a93f84eed71b6c77->a93f84eed71b6c77,,,,,
SPCAL-000018,prospective_calibration_audit,L15-0571E-1075N_2287_3888_13,1017,2019,9,2019,11,1.0,1.0,1.0,1.0,0.9997321176518893,SN7::L15-0571E-1075N_2287_3888_13::2019-09->2019-11::4743->4743::849591fac732f8cc->849591fac732f8cc,,,,,
SPCAL-000019,prospective_calibration_audit,L15-0571E-1075N_2287_3888_13,1018,2019,11,2020,1,1.0,1.0,1.0,1.0,0.9997346557920502,SN7::L15-0571E-1075N_2287_3888_13::2019-11->2020-01::3736->3736::e6a5b2d20345c96c->e6a5b2d20345c96c,,,,,
SPCAL-000020,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2000,2018,3,2018,4,1.0,1.0,1.0,1.0,0.9996848168147565,SN7::L15-0614E-0946N_2459_4406_13::2018-03->2018-04::908->908::11efd2eb504d8c0e->11efd2eb504d8c0e,,,,,
SPCAL-000021,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2001,2018,4,2018,5,1.0,1.0,1.0,1.0,0.99968782224949,SN7::L15-0614E-0946N_2459_4406_13::2018-04->2018-05::2443->2443::c045e378c4f473c3->c045e378c4f473c3,,,,,
SPCAL-000022,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2002,2018,5,2018,6,1.0,1.0,1.0,1.0,0.9996907929050987,SN7::L15-0614E-0946N_2459_4406_13::2018-05->2018-06::7697->7697::ae3bd060578716ee->ae3bd060578716ee,,,,,
SPCAL-000023,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2003,2018,6,2018,7,1.0,1.0,1.0,1.0,0.9996937349365802,SN7::L15-0614E-0946N_2459_4406_13::2018-06->2018-07::8979->8979::0c9efca9588056e9->0c9efca9588056e9,,,,,
SPCAL-000024,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2004,2018,7,2018,8,1.0,1.0,1.0,1.0,0.9996966523334029,SN7::L15-0614E-0946N_2459_4406_13::2018-07->2018-08::7321->7321::395c00cfab3359fe->395c00cfab3359fe,,,,,
SPCAL-000025,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2005,2018,8,2018,9,1.0,1.0,1.0,1.0,0.9996995401738261,SN7::L15-0614E-0946N_2459_4406_13::2018-08->2018-09::2830->2830::91a29834a4336b3d->91a29834a4336b3d,,,,,
SPCAL-000026,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2006,2018,9,2018,11,1.0,1.0,1.0,1.0,0.9997023980044071,SN7::L15-0614E-0946N_2459_4406_13::2018-09->2018-11::7625->7625::d36fe1db66cad6aa->d36fe1db66cad6aa,,,,,
SPCAL-000027,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2007,2018,11,2018,12,1.0,1.0,1.0,1.0,0.9997052211438305,SN7::L15-0614E-0946N_2459_4406_13::2018-11->2018-12::13068->13068::1ce0c3fbbbcc51a4->1ce0c3fbbbcc51a4,,,,,
SPCAL-000028,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2008,2018,12,2019,1,1.0,1.0,1.0,1.0,0.9997080368998839,SN7::L15-0614E-0946N_2459_4406_13::2018-12->2019-01::8079->8079::0ccc61e6f6848679->0ccc61e6f6848679,,,,,
SPCAL-000029,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2009,2019,1,2019,2,1.0,1.0,1.0,1.0,0.9997108176832382,SN7::L15-0614E-0946N_2459_4406_13::2019-01->2019-02::2243->2243::bec3774094c655fe->bec3774094c655fe,,,,,
SPCAL-000030,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2010,2019,2,2019,3,1.0,1.0,1.0,1.0,0.9997135693782881,SN7::L15-0614E-0946N_2459_4406_13::2019-02->2019-03::14047->14047::c55a3308a3325b5b->c55a3308a3325b5b,,,,,
SPCAL-000031,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2011,2019,3,2019,4,1.0,1.0,1.0,1.0,0.9997162941185528,SN7::L15-0614E-0946N_2459_4406_13::2019-03->2019-04::15877->15877::1b4e8040aeb8205e->1b4e8040aeb8205e,,,,,
SPCAL-000032,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2012,2019,4,2019,5,1.0,1.0,1.0,1.0,0.9997189925026101,SN7::L15-0614E-0946N_2459_4406_13::2019-04->2019-05::12101->12101::ece887145be7a38c->ece887145be7a38c,,,,,
SPCAL-000033,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2013,2019,5,2019,6,1.0,1.0,1.0,1.0,0.999721670941085,SN7::L15-0614E-0946N_2459_4406_13::2019-05->2019-06::7656->7656::46965ebe03db3560->46965ebe03db3560,,,,,
SPCAL-000034,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2014,2019,6,2019,7,1.0,1.0,1.0,1.0,0.9997243192246945,SN7::L15-0614E-0946N_2459_4406_13::2019-06->2019-07::10332->10332::57694673adbd0448->57694673adbd0448,,,,,
SPCAL-000035,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2015,2019,7,2019,8,1.0,1.0,1.0,1.0,0.9997269433025372,SN7::L15-0614E-0946N_2459_4406_13::2019-07->2019-08::2106->2106::8efb6f7a90669033->8efb6f7a90669033,,,,,
SPCAL-000036,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2016,2019,8,2019,9,1.0,1.0,1.0,1.0,0.9997295428849321,SN7::L15-0614E-0946N_2459_4406_13::2019-08->2019-09::8914->8914::e5577fd8ec024b46->e5577fd8ec024b46,,,,,
SPCAL-000037,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2017,2019,9,2019,10,1.0,1.0,1.0,1.0,0.9997321183340526,SN7::L15-0614E-0946N_2459_4406_13::2019-09->2019-10::5771->5771::5d9681f57878aa97->5d9681f57878aa97,,,,,
SPCAL-000038,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2018,2019,10,2019,11,1.0,1.0,1.0,1.0,0.9997346619406597,SN7::L15-0614E-0946N_2459_4406_13::2019-10->2019-11::2977->2977::4b9946b08ceef440->4b9946b08ceef440,,,,,
SPCAL-000039,prospective_calibration_audit,L15-0614E-0946N_2459_4406_13,2019,2019,11,2020,1,1.0,1.0,1.0,1.0,0.9997371873185731,SN7::L15-0614E-0946N_2459_4406_13::2019-11->2020-01::3816->3816::a14003ae8d891aff->a14003ae8d891aff,,,,,
SPCAL-000040,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4000,2018,1,2018,2,1.0,1.0,1.0,1.0,0.9996848106540985,SN7::L15-0586E-1127N_2345_3680_13::2018-01->2018-02::3570->3570::5e1e761015bf742d->5e1e761015bf742d,,,,,
SPCAL-000041,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4001,2018,2,2018,3,1.0,1.0,1.0,1.0,0.999687812388274,SN7::L15-0586E-1127N_2345_3680_13::2018-02->2018-03::6549->6549::fcdc737e49ef2b40->fcdc737e49ef2b40,,,,,
SPCAL-000042,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4002,2018,3,2018,4,1.0,1.0,1.0,1.0,0.9996907932460446,SN7::L15-0586E-1127N_2345_3680_13::2018-03->2018-04::4395->4395::0581e1c14daf4b8e->0581e1c14daf4b8e,,,,,
SPCAL-000043,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4003,2018,4,2018,5,1.0,1.0,1.0,1.0,0.9996937376211879,SN7::L15-0586E-1127N_2345_3680_13::2018-04->2018-05::5856->5856::169e667fa7f4635b->169e667fa7f4635b,,,,,
SPCAL-000044,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4004,2018,5,2018,6,1.0,1.0,1.0,1.0,0.9996966229091202,SN7::L15-0586E-1127N_2345_3680_13::2018-05->2018-06::5153->5153::ab453d8f579b5340->ab453d8f579b5340,,,,,
SPCAL-000045,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4005,2018,6,2018,7,1.0,1.0,1.0,1.0,0.999699530832814,SN7::L15-0586E-1127N_2345_3680_13::2018-06->2018-07::3000->3000::32387c338b3f6ac6->32387c338b3f6ac6,,,,,
SPCAL-000046,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4006,2018,7,2018,8,1.0,1.0,1.0,1.0,0.9997023993713179,SN7::L15-0586E-1127N_2345_3680_13::2018-07->2018-08::3189->3189::8d3c00cd1ba54fc2->8d3c00cd1ba54fc2,,,,,
SPCAL-000047,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4007,2018,8,2018,9,1.0,1.0,1.0,1.0,0.9997052320103129,SN7::L15-0586E-1127N_2345_3680_13::2018-08->2018-09::6738->6738::2f6290b82e9c858a->2f6290b82e9c858a,,,,,
SPCAL-000048,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4008,2018,9,2018,10,1.0,1.0,1.0,1.0,0.9997080297361008,SN7::L15-0586E-1127N_2345_3680_13::2018-09->2018-10::506->506::5dccb1547d1d1fa1->5dccb1547d1d1fa1,,,,,
SPCAL-000049,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4009,2018,10,2018,11,1.0,1.0,1.0,1.0,0.9997107766765517,SN7::L15-0586E-1127N_2345_3680_13::2018-10->2018-11::3392->3392::1312d13a10871d50->1312d13a10871d50,,,,,
SPCAL-000050,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4010,2018,11,2018,12,1.0,1.0,1.0,1.0,0.9997135667697635,SN7::L15-0586E-1127N_2345_3680_13::2018-11->2018-12::1599->1599::d93a249c0953e251->d93a249c0953e251,,,,,
SPCAL-000051,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4011,2018,12,2019,1,1.0,1.0,1.0,1.0,0.9997162963579053,SN7::L15-0586E-1127N_2345_3680_13::2018-12->2019-01::1571->1571::a0dbfc8ed680e17a->a0dbfc8ed680e17a,,,,,
SPCAL-000052,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4012,2019,1,2019,2,1.0,1.0,1.0,1.0,0.9997189943082682,SN7::L15-0586E-1127N_2345_3680_13::2019-01->2019-02::66->66::afeb5f52d51d63bf->afeb5f52d51d63bf,,,,,
SPCAL-000053,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4013,2019,2,2019,3,1.0,1.0,1.0,1.0,0.9997216704001312,SN7::L15-0586E-1127N_2345_3680_13::2019-02->2019-03::3827->3827::07d5d34a4b8d5793->07d5d34a4b8d5793,,,,,
SPCAL-000054,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4014,2019,3,2019,4,1.0,1.0,1.0,1.0,0.999724315071608,SN7::L15-0586E-1127N_2345_3680_13::2019-03->2019-04::6675->6675::19e6d3c195f5bb1b->19e6d3c195f5bb1b,,,,,
SPCAL-000055,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4015,2019,4,2019,5,1.0,1.0,1.0,1.0,0.9997269300258286,SN7::L15-0586E-1127N_2345_3680_13::2019-04->2019-05::1803->1803::44b11169067c4122->44b11169067c4122,,,,,
SPCAL-000056,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4016,2019,5,2019,6,1.0,1.0,1.0,1.0,0.9997295372592633,SN7::L15-0586E-1127N_2345_3680_13::2019-05->2019-06::4501->4501::0db5aabb388e3e8f->0db5aabb388e3e8f,,,,,
SPCAL-000057,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4017,2019,6,2019,7,1.0,1.0,1.0,1.0,0.999732112298655,SN7::L15-0586E-1127N_2345_3680_13::2019-06->2019-07::2846->2846::3efbf285615bfe4e->3efbf285615bfe4e,,,,,
SPCAL-000058,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4018,2019,7,2019,8,1.0,1.0,1.0,1.0,0.9997346679628328,SN7::L15-0586E-1127N_2345_3680_13::2019-07->2019-08::1485->1485::f781ab38382c2ee6->f781ab38382c2ee6,,,,,
SPCAL-000059,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4019,2019,8,2019,9,1.0,1.0,1.0,1.0,0.9997371908024415,SN7::L15-0586E-1127N_2345_3680_13::2019-08->2019-09::4346->4346::4f59b77532536859->4f59b77532536859,,,,,
SPCAL-000060,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4020,2019,9,2019,10,1.0,1.0,1.0,1.0,0.9997396770549473,SN7::L15-0586E-1127N_2345_3680_13::2019-09->2019-10::3491->3491::3042fdfe99531f62->3042fdfe99531f62,,,,,
SPCAL-000061,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4021,2019,10,2019,11,1.0,1.0,1.0,1.0,0.9997421572109525,SN7::L15-0586E-1127N_2345_3680_13::2019-10->2019-11::899->899::8d2dd06a0284cd65->8d2dd06a0284cd65,,,,,
SPCAL-000062,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4022,2019,11,2019,12,1.0,1.0,1.0,1.0,0.9997446223826517,SN7::L15-0586E-1127N_2345_3680_13::2019-11->2019-12::1150->1150::857a9951fda88a3e->857a9951fda88a3e,,,,,
SPCAL-000063,prospective_calibration_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470548191608,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::7365->7365::f4335fd2ab7f5e60->f4335fd2ab7f5e60,,,,,
SPCAL-000064,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5000,2018,1,2018,2,1.0,1.0,1.0,1.0,0.9996848161946958,SN7::L15-0544E-1228N_2176_3279_13::2018-01->2018-02::10053->10053::92540b2489d315f3->92540b2489d315f3,,,,,
SPCAL-000065,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5001,2018,2,2018,3,1.0,1.0,1.0,1.0,0.9996878126408755,SN7::L15-0544E-1228N_2176_3279_13::2018-02->2018-03::7654->7654::9b66ff0311039b6d->9b66ff0311039b6d,,,,,
SPCAL-000066,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5002,2018,3,2018,4,1.0,1.0,1.0,1.0,0.9996907872733015,SN7::L15-0544E-1228N_2176_3279_13::2018-03->2018-04::7094->7094::7f86af1ad032e43e->7f86af1ad032e43e,,,,,
SPCAL-000067,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5003,2018,4,2018,5,1.0,1.0,1.0,1.0,0.9996937359715538,SN7::L15-0544E-1228N_2176_3279_13::2018-04->2018-05::5264->5264::b30f54c5db8b9695->b30f54c5db8b9695,,,,,
SPCAL-000068,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5004,2018,5,2018,6,1.0,1.0,1.0,1.0,0.9996966493542849,SN7::L15-0544E-1228N_2176_3279_13::2018-05->2018-06::3613->3613::c60b5d5d26f08adb->c60b5d5d26f08adb,,,,,
SPCAL-000069,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5005,2018,6,2018,7,1.0,1.0,1.0,1.0,0.9996995393086208,SN7::L15-0544E-1228N_2176_3279_13::2018-06->2018-07::4094->4094::6b3ba524e6d1253b->6b3ba524e6d1253b,,,,,
SPCAL-000070,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5006,2018,7,2018,8,1.0,1.0,1.0,1.0,0.9997023896044964,SN7::L15-0544E-1228N_2176_3279_13::2018-07->2018-08::3459->3459::302224c88fc1dbd6->302224c88fc1dbd6,,,,,
SPCAL-000071,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5007,2018,8,2018,9,1.0,1.0,1.0,1.0,0.9997052269196954,SN7::L15-0544E-1228N_2176_3279_13::2018-08->2018-09::8602->8602::8d60c21e1b033689->8d60c21e1b033689,,,,,
SPCAL-000072,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5008,2018,9,2018,10,1.0,1.0,1.0,1.0,0.9997080380625634,SN7::L15-0544E-1228N_2176_3279_13::2018-09->2018-10::3718->3718::9d3e577aaf4617c7->9d3e577aaf4617c7,,,,,
SPCAL-000073,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5009,2018,10,2018,11,1.0,1.0,1.0,1.0,0.9997108137328639,SN7::L15-0544E-1228N_2176_3279_13::2018-10->2018-11::8646->8646::2ed7f169bc6424ca->2ed7f169bc6424ca,,,,,
SPCAL-000074,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5010,2018,11,2018,12,1.0,1.0,1.0,1.0,0.9997135600597479,SN7::L15-0544E-1228N_2176_3279_13::2018-11->2018-12::9720->9720::a6b4d7af97cb02e7->a6b4d7af97cb02e7,,,,,
SPCAL-000075,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5011,2018,12,2019,1,1.0,1.0,1.0,1.0,0.9997162958740267,SN7::L15-0544E-1228N_2176_3279_13::2018-12->2019-01::3964->3964::e12b822df55e4e9b->e12b822df55e4e9b,,,,,
SPCAL-000076,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5012,2019,1,2019,2,1.0,1.0,1.0,1.0,0.9997189932315624,SN7::L15-0544E-1228N_2176_3279_13::2019-01->2019-02::3648->3648::71b3c53e3e02ae8e->71b3c53e3e02ae8e,,,,,
SPCAL-000077,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5013,2019,2,2019,3,1.0,1.0,1.0,1.0,0.9997216707997748,SN7::L15-0544E-1228N_2176_3279_13::2019-02->2019-03::419->419::8c199cfff5db350d->8c199cfff5db350d,,,,,
SPCAL-000078,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5014,2019,3,2019,4,1.0,1.0,1.0,1.0,0.9997243179015746,SN7::L15-0544E-1228N_2176_3279_13::2019-03->2019-04::2865->2865::208b10e0e8dd75bc->208b10e0e8dd75bc,,,,,
SPCAL-000079,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5015,2019,4,2019,5,1.0,1.0,1.0,1.0,0.9997269434801622,SN7::L15-0544E-1228N_2176_3279_13::2019-04->2019-05::10607->10607::ed969f6caf7324e5->ed969f6caf7324e5,,,,,
SPCAL-000080,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5016,2019,5,2019,6,1.0,1.0,1.0,1.0,0.9997295441658176,SN7::L15-0544E-1228N_2176_3279_13::2019-05->2019-06::4404->4404::8e0f070db6a027ed->8e0f070db6a027ed,,,,,
SPCAL-000081,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5017,2019,6,2019,7,1.0,1.0,1.0,1.0,0.9997321160261665,SN7::L15-0544E-1228N_2176_3279_13::2019-06->2019-07::300->300::3e0c910ab5055b61->3e0c910ab5055b61,,,,,
SPCAL-000082,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5018,2019,7,2019,8,1.0,1.0,1.0,1.0,0.9997346537059953,SN7::L15-0544E-1228N_2176_3279_13::2019-07->2019-08::9241->9241::a408668af2258958->a408668af2258958,,,,,
SPCAL-000083,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5019,2019,8,2019,9,1.0,1.0,1.0,1.0,0.9997371889719047,SN7::L15-0544E-1228N_2176_3279_13::2019-08->2019-09::6820->6820::1c089f0fc91231f2->1c089f0fc91231f2,,,,,
SPCAL-000084,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5020,2019,9,2019,10,1.0,1.0,1.0,1.0,0.9997396932123207,SN7::L15-0544E-1228N_2176_3279_13::2019-09->2019-10::10594->10594::441b6c63abe4d0df->441b6c63abe4d0df,,,,,
SPCAL-000085,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5021,2019,10,2019,11,1.0,1.0,1.0,1.0,0.9997421732001128,SN7::L15-0544E-1228N_2176_3279_13::2019-10->2019-11::4466->4466::e8c0626019fafd52->e8c0626019fafd52,,,,,
SPCAL-000086,prospective_calibration_audit,L15-0544E-1228N_2176_3279_13,5022,2019,11,2019,12,1.0,1.0,1.0,1.0,0.9997446203891126,SN7::L15-0544E-1228N_2176_3279_13::2019-11->2019-12::10273->10273::06faea7f074c8fc5->06faea7f074c8fc5,,,,,
SPCAL-000087,prospective_calibration_audit,L15-0760E-0887N_3041_4643_13,11000,2018,1,2018,2,1.0,1.0,1.0,1.0,0.9996848225077576,SN7::L15-0760E-0887N_3041_4643_13::2018-01->2018-02::2996->2996::13ecc58e9d67d3f3->13ecc58e9d67d3f3,,,,,
SPCAL-000088,prospective_calibration_audit,L15-0760E-0887N_3041_4643_13,11001,2018,2,2018,3,0.9999999991384344,0.9999999998620996,0.9999999995975593,0.9999999993869731,0.9996878232276701,SN7::L15-0760E-0887N_3041_4643_13::2018-02->2018-03::1752->1752::0bb940b6120e480e->85ca6680495a9709,,,,,
SPCAL-000089,prospective_calibration_audit,L15-0760E-0887N_3041_4643_13,11002,2018,3,2018,4,1.0,0.9999999999431526,0.999999999846981,0.9999999999687808,0.9996907923237722,SN7::L15-0760E-0887N_3041_4643_13::2018-03->2018-04::3351->3351::de8872ed286d8942->1571a1595f7b2c53,,,,,
SPCAL-000090,prospective_calibration_audit,L15-0760E-0887N_3041_4643_13,11003,2018,4,2018,5,1.0,1.0,1.0,1.0,0.9996937313530174,SN7::L15-0760E-0887N_3041_4643_13::2018-04->2018-05::68->68::6dab8c4709551485->6dab8c4709551485,,,,,
SPCAL-000091,prospective_calibration_audit,L15-0760E-0887N_3041_4643_13,11004,2018,5,2018,6,0.999999999582439,0.9999999999356232,0.9999999998643644,0.9999999997095232,0.9996966504612304,SN7::L15-0760E-0887N_3041_4643_13::2018-05->2018-06::204->204::92ef568a9b322a0e->98c3cc8224d44ff2,,,,,
SPCAL-000092,prospective_calibration_audit,L15-0760E-0887N_3041_4643_13,11005,2018,6,2018,7,1.0,1.0,1.0,1.0,0.9996995366915384,SN7::L15-0760E-0887N_3041_4643_13::2018-06->2018-07::8782->8782::d4f9b8e769f9d14b->d4f9b8e769f9d14b,,,,,
SPCAL-000093,prospective_calibration_audit,L15-0760E-0887N_3041_4643_13,11006,2018,7,2018,8,1.0,1.0,1.0,1.0,0.9997023985615597,SN7::L15-0760E-0887N_3041_4643_13::2018-07->2018-08::4709->4709::a4b71e869c1a093a->a4b71e869c1a093a,,,,,
SPCAL-000094,prospective_calibration_audit,L15-0760E-0887N_3041_4643_13,11007,2018,8,2018,9,1.0,1.0,1.0,1.0,0.9997052192800964,SN7::L15-0760E-0887N_3041_4643_13::2018-08->2018-09::7091->7091::169b22f9f59868ba->169b22f9f59868ba,,,,,
SPCAL-000095,prospective_calibration_audit,L15-0760E-0887N_3041_4643_13,11008,2018,9,2018,10,1.0,1.0,1.0,1.0,0.9997080326544431,SN7::L15-0760E-0887N_3041_4643_13::2018-09->2018-10::6414->6414::a0fb70351737f54e->a0fb70351737f54e,,,,,
