alpha,seed,M,released,official_proxy_FTR,partial_UTR_seen_by_PARC,raw_topM_official_proxy_FTR,n_cal_blocks,n_nonempty_null_cal_blocks,p_min_effective,gamma,emax_effective,required_emax,max_observed_e,best_mass_ratio,tau_k,self_consistency_margin,empty_reason
0.2,1,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,0.5819150195010637,,,insufficient_high_e_mass_for_uniform_scs
0.1,2,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.8670635121662734,,,resolution_below_required_emax
0.1,2,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.8670635121662734,,,resolution_below_required_emax
0.1,2,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.8670635121662734,,,resolution_below_required_emax
0.2,2,25,25,0.0,0.72,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,1.7341270243325468,5.0,3.670635121662734,
0.2,2,50,50,0.0,0.86,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,1.7341270243325468,5.0,3.670635121662734,
0.2,2,100,100,0.0,0.93,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,1.7341270243325468,5.0,3.670635121662734,
0.1,3,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.5022734716222318,,,resolution_below_required_emax
0.1,3,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.4219097161626747,,,resolution_below_required_emax
0.1,3,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.3649550608910415,,,resolution_below_required_emax
0.2,3,25,25,0.0,0.72,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,1.0045469432444636,5.0,0.022734716222317708,
0.2,3,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,0.8438194323253494,,,insufficient_high_e_mass_for_uniform_scs
0.2,3,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,0.729910121782083,,,insufficient_high_e_mass_for_uniform_scs
0.1,4,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,2.440602123579337,0.18723934132832012,,,resolution_below_required_emax
0.1,4,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,2.440602123579337,0.18723934132832012,,,resolution_below_required_emax
0.1,4,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,2.440602123579337,0.18723934132832012,,,resolution_below_required_emax
0.2,4,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,2.440602123579337,0.37447868265664025,,,observed_e_below_required_emax
0.2,4,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,2.440602123579337,0.37447868265664025,,,observed_e_below_required_emax
0.2,4,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,2.440602123579337,0.37447868265664025,,,observed_e_below_required_emax
0.1,5,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.5022734716222318,,,resolution_below_required_emax
0.1,5,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.5022734716222318,,,resolution_below_required_emax
0.1,5,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.5022734716222318,,,resolution_below_required_emax
0.2,5,25,25,0.0,0.48,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,1.0045469432444636,5.0,0.022734716222317708,
0.2,5,50,50,0.0,0.74,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,1.0045469432444636,5.0,0.022734716222317708,
0.2,5,100,100,0.0,0.87,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,1.0045469432444636,5.0,0.022734716222317708,
0.1,6,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.5022734716222318,,,resolution_below_required_emax
0.1,6,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.5022734716222318,,,resolution_below_required_emax
0.1,6,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.5022734716222318,,,resolution_below_required_emax
0.2,6,25,25,0.0,0.44,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,1.0045469432444636,5.0,0.022734716222317708,
0.2,6,50,50,0.0,0.72,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,1.0045469432444636,5.0,0.022734716222317708,
0.2,6,100,100,0.0,0.86,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,1.0045469432444636,5.0,0.022734716222317708,
0.1,7,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.8670635121662734,,,resolution_below_required_emax
0.1,7,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.8670635121662734,,,resolution_below_required_emax
0.1,7,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.6676389043680305,,,resolution_below_required_emax
0.2,7,25,25,0.0,0.28,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,1.7341270243325468,5.0,3.670635121662734,
0.2,7,50,50,0.0,0.58,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,1.7341270243325468,5.0,3.670635121662734,
0.2,7,100,100,0.0,0.79,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,1.335277808736061,5.0,0.022734716222317708,
0.1,8,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.4821825327573426,,,resolution_below_required_emax
0.1,8,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.3065622511484749,,,resolution_below_required_emax
0.1,8,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.29095750975053186,,,resolution_below_required_emax
0.2,8,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,0.9643650655146851,,,insufficient_high_e_mass_for_uniform_scs
0.2,8,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,0.6131245022969498,,,insufficient_high_e_mass_for_uniform_scs
0.2,8,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,0.5819150195010637,,,insufficient_high_e_mass_for_uniform_scs
0.1,9,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.29095750975053186,,,resolution_below_required_emax
0.1,9,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.29095750975053186,,,resolution_below_required_emax
0.1,9,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.29095750975053186,,,resolution_below_required_emax
0.2,9,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,0.5819150195010637,,,insufficient_high_e_mass_for_uniform_scs
0.2,9,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,0.5819150195010637,,,insufficient_high_e_mass_for_uniform_scs
0.2,9,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,0.5819150195010637,,,insufficient_high_e_mass_for_uniform_scs
0.1,10,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.5022734716222318,,,resolution_below_required_emax
0.1,10,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.5022734716222318,,,resolution_below_required_emax
0.1,10,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.5022734716222318,,,resolution_below_required_emax
0.2,10,25,25,0.0,0.4,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,1.0045469432444636,5.0,0.022734716222317708,
0.2,10,50,50,0.0,0.6,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,1.0045469432444636,5.0,0.022734716222317708,
0.2,10,100,100,0.0,0.8,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,1.0045469432444636,5.0,0.022734716222317708,
0.1,11,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,2.9095750975053187,0.202955092832123,,,resolution_below_required_emax
0.1,11,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,2.9095750975053187,0.18723934132832012,,,resolution_below_required_emax
0.1,11,100,0,0.0,0.0,0.01,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,2.9095750975053187,0.18723934132832012,,,resolution_below_required_emax
0.2,11,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,2.9095750975053187,0.405910185664246,,,observed_e_below_required_emax
0.2,11,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,2.9095750975053187,0.37447868265664025,,,observed_e_below_required_emax
0.2,11,100,0,0.0,0.0,0.01,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,2.9095750975053187,0.37447868265664025,,,observed_e_below_required_emax
0.1,12,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.3649550608910415,,,resolution_below_required_emax
0.1,12,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.3649550608910415,,,resolution_below_required_emax
0.1,12,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.3649550608910415,,,resolution_below_required_emax
0.2,12,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,0.729910121782083,,,insufficient_high_e_mass_for_uniform_scs
0.2,12,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,0.729910121782083,,,insufficient_high_e_mass_for_uniform_scs
0.2,12,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,0.729910121782083,,,insufficient_high_e_mass_for_uniform_scs
0.1,13,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.8323809716796225,,,resolution_below_required_emax
0.1,13,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.5022734716222318,,,resolution_below_required_emax
0.1,13,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.5022734716222318,,,resolution_below_required_emax
0.2,13,25,25,0.0,0.72,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,1.664761943359245,5.0,0.022734716222317708,
0.2,13,50,50,0.0,0.86,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,1.0045469432444636,5.0,0.022734716222317708,
0.2,13,100,100,0.0,0.93,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,1.0045469432444636,5.0,0.022734716222317708,
0.1,14,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,0.9308288998945318,0.07881077251763244,,,resolution_below_required_emax
0.1,14,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,0.9308288998945318,0.07881077251763244,,,resolution_below_required_emax
0.1,14,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,0.9308288998945318,0.07881077251763244,,,resolution_below_required_emax
0.2,14,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,0.9308288998945318,0.15762154503526488,,,observed_e_below_required_emax
0.2,14,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,0.9308288998945318,0.15762154503526488,,,observed_e_below_required_emax
0.2,14,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,0.9308288998945318,0.15762154503526488,,,observed_e_below_required_emax
0.1,15,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.3649550608910415,,,resolution_below_required_emax
0.1,15,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.3649550608910415,,,resolution_below_required_emax
0.1,15,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.3649550608910415,,,resolution_below_required_emax
0.2,15,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,0.729910121782083,,,insufficient_high_e_mass_for_uniform_scs
0.2,15,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,0.729910121782083,,,insufficient_high_e_mass_for_uniform_scs
0.2,15,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,0.729910121782083,,,insufficient_high_e_mass_for_uniform_scs
0.1,16,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,2.440602123579337,0.2147729868749817,,,resolution_below_required_emax
0.1,16,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,2.440602123579337,0.18723934132832012,,,resolution_below_required_emax
0.1,16,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,2.440602123579337,0.16854617506835445,,,resolution_below_required_emax
0.2,16,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,2.440602123579337,0.4295459737499634,,,observed_e_below_required_emax
0.2,16,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,2.440602123579337,0.37447868265664025,,,observed_e_below_required_emax
0.2,16,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,2.440602123579337,0.3370923501367089,,,observed_e_below_required_emax
0.1,17,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,2.9095750975053187,0.2114115550334614,,,resolution_below_required_emax
0.1,17,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,2.9095750975053187,0.18723934132832012,,,resolution_below_required_emax
0.1,17,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,2.9095750975053187,0.18723934132832012,,,resolution_below_required_emax
0.2,17,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,2.9095750975053187,0.4228231100669228,,,observed_e_below_required_emax
0.2,17,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,2.9095750975053187,0.37447868265664025,,,observed_e_below_required_emax
0.2,17,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,2.9095750975053187,0.37447868265664025,,,observed_e_below_required_emax
0.1,18,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,3.6495506089104155,0.29095750975053186,,,resolution_below_required_emax
0.1,18,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,3.6495506089104155,0.29095750975053186,,,resolution_below_required_emax
0.1,18,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,3.6495506089104155,0.29095750975053186,,,resolution_below_required_emax
0.2,18,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,3.6495506089104155,0.5819150195010637,,,observed_e_below_required_emax
0.2,18,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,3.6495506089104155,0.5819150195010637,,,observed_e_below_required_emax
0.2,18,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,3.6495506089104155,0.5819150195010637,,,observed_e_below_required_emax
0.1,19,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.29095750975053186,,,resolution_below_required_emax
0.1,19,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.29095750975053186,,,resolution_below_required_emax
0.1,19,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,10.0,8.670635121662734,0.29095750975053186,,,resolution_below_required_emax
0.2,19,25,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,0.5819150195010637,,,insufficient_high_e_mass_for_uniform_scs
0.2,19,50,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,0.5819150195010637,,,insufficient_high_e_mass_for_uniform_scs
0.2,19,100,0,0.0,0.0,0.0,110,110,0.009009009009009009,0.21233540443616755,8.670635121662734,5.0,8.670635121662734,0.5819150195010637,,,insufficient_high_e_mass_for_uniform_scs
