audit_id,sample_set,aoi,video_id,source_year,source_month,target_year,target_month,bbox_iou,centroid_distance_score,area_ratio,base_geometry_score,score,path_id,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status
SPREL-000011,prospective_release_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470394818372,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::7093->7093::759d989bf51c6284->759d989bf51c6284,,,,,
SPREL-000012,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470378884521,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::1983->1983::5d663a0785b9b39f->5d663a0785b9b39f,,,,,
SPREL-000013,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470357411792,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::649->649::b54bf4866ce75149->b54bf4866ce75149,,,,,
SPREL-000014,prospective_release_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470345993044,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::2570->2570::fc2065c8bad21876->fc2065c8bad21876,,,,,
SPREL-000015,prospective_release_audit,L15-0632E-0892N_2528_4620_13,15023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470307381634,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::393->393::30aada07022396fa->30aada07022396fa,,,,,
SPREL-000016,prospective_release_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470305475129,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::5239->5239::e1063a5287270e46->e1063a5287270e46,,,,,
SPREL-000017,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470293694912,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1886->1886::f19cda34a7f14576->f19cda34a7f14576,,,,,
SPREL-000018,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470291467301,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::4565->4565::69c14e4afd8762e8->69c14e4afd8762e8,,,,,
SPREL-000019,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470284202465,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::8480->8480::a0c2a178da560918->a0c2a178da560918,,,,,
SPREL-000020,prospective_release_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470273124553,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::2465->2465::7f5cc83e444a5c1a->7f5cc83e444a5c1a,,,,,
SPREL-000021,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470256407249,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::7585->7585::f68d2d21e7187acf->f68d2d21e7187acf,,,,,
SPREL-000022,prospective_release_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470233869823,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::2059->2059::6f6f63e6823da487->6f6f63e6823da487,,,,,
SPREL-000023,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470192306509,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1633->1633::cb744255fcb851da->cb744255fcb851da,,,,,
SPREL-000024,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470182572847,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1933->1933::442f4dd437917bc5->442f4dd437917bc5,,,,,
SPREL-000025,prospective_release_audit,L15-0632E-0892N_2528_4620_13,15023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470137556688,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::265->265::9feec391221c21a3->9feec391221c21a3,,,,,
SPREL-000026,prospective_release_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470129548822,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::5048->5048::0cc56f0462e38d46->0cc56f0462e38d46,,,,,
SPREL-000027,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470112750292,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::8233->8233::8b9bdc2edfc81852->8b9bdc2edfc81852,,,,,
SPREL-000028,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.999747010986021,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::3752->3752::4e76873fa52b4578->4e76873fa52b4578,,,,,
SPREL-000029,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470028896458,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::275->275::8c4dbd6ddcb5a732->8c4dbd6ddcb5a732,,,,,
SPREL-000030,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470025865784,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::3233->3233::5fefa1c206b8034a->5fefa1c206b8034a,,,,,
SPREL-000031,prospective_release_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470024601331,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::4853->4853::eff25b8febdcd274->eff25b8febdcd274,,,,,
SPREL-000032,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470013963841,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::2391->2391::ffbd72c211f90228->ffbd72c211f90228,,,,,
SPREL-000033,prospective_release_audit,L15-0632E-0892N_2528_4620_13,15023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997470010090178,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::979->979::6e1db41dcf78a502->6e1db41dcf78a502,,,,,
SPREL-000034,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469987088925,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::5021->5021::7af4c764781176aa->7af4c764781176aa,,,,,
SPREL-000035,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469968322474,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::5247->5247::0f6c946136ce007a->0f6c946136ce007a,,,,,
SPREL-000036,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469958266813,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::4246->4246::1bffba8628a52187->1bffba8628a52187,,,,,
SPREL-000037,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469953409575,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::582->582::14e5fd5a10e485b0->14e5fd5a10e485b0,,,,,
SPREL-000038,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469932475161,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::2730->2730::fb066ff8aa2408b1->fb066ff8aa2408b1,,,,,
SPREL-000039,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469891067471,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::6461->6461::a457e21490d42fb7->a457e21490d42fb7,,,,,
SPREL-000040,prospective_release_audit,L15-0632E-0892N_2528_4620_13,15023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469875331166,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::1263->1263::90f9cc598c3c607f->90f9cc598c3c607f,,,,,
SPREL-000041,prospective_release_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469874287428,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::113->113::72571d52428065d4->72571d52428065d4,,,,,
SPREL-000042,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469868125352,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::8079->8079::8e9444495f13c8d2->8e9444495f13c8d2,,,,,
SPREL-000043,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469850883499,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::3934->3934::48b4e28ee5b0fdb1->48b4e28ee5b0fdb1,,,,,
SPREL-000044,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469819731449,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::3504->3504::f701fc535706507e->f701fc535706507e,,,,,
SPREL-000045,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469810939756,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1825->1825::768d06841e085862->768d06841e085862,,,,,
SPREL-000046,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469765274658,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::1617->1617::11add4b455079273->11add4b455079273,,,,,
SPREL-000047,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469739541258,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1106->1106::410d6a9fd2c5aa3a->410d6a9fd2c5aa3a,,,,,
SPREL-000048,prospective_release_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469688455068,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::3576->3576::70171a98a8d1c583->70171a98a8d1c583,,,,,
SPREL-000049,prospective_release_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469660031029,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::2180->2180::b464ca864b9f565f->b464ca864b9f565f,,,,,
SPREL-000050,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469657903226,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::5625->5625::23470edfc1e7d9ae->23470edfc1e7d9ae,,,,,
SPREL-000051,prospective_release_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469638793085,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::5703->5703::870e7541a9367e66->870e7541a9367e66,,,,,
SPREL-000052,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469634958994,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::184->184::9dd79632c0d2ff9f->9dd79632c0d2ff9f,,,,,
SPREL-000053,prospective_release_audit,L15-0632E-0892N_2528_4620_13,15023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469634196189,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::401->401::0786c1622cda6c2b->0786c1622cda6c2b,,,,,
SPREL-000054,prospective_release_audit,L15-0632E-0892N_2528_4620_13,15023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469574214989,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::1991->1991::1879450da5f759ec->1879450da5f759ec,,,,,
SPREL-000055,prospective_release_audit,L15-0760E-0887N_3041_4643_13,11023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.999746950622253,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::3715->3715::4d95033d99683200->4d95033d99683200,,,,,
SPREL-000056,prospective_release_audit,L15-0586E-1127N_2345_3680_13,4023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469429093946,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::4002->4002::0f6f1e89e7ca8a30->0f6f1e89e7ca8a30,,,,,
SPREL-000057,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469337387772,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::993->993::9322fb98725af709->9322fb98725af709,,,,,
SPREL-000058,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469280069727,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1518->1518::ca942fe48d82758c->ca942fe48d82758c,,,,,
SPREL-000059,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997469236483051,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::382->382::28c91bde8e4ef570->28c91bde8e4ef570,,,,,
SPREL-000060,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997468946796295,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::2192->2192::70b7fe7dffe6db51->70b7fe7dffe6db51,,,,,
SPREL-000061,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997468865494131,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1279->1279::8397952c0985ac2e->8397952c0985ac2e,,,,,
SPREL-000062,prospective_release_audit,L15-0632E-0892N_2528_4620_13,15023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997468695050298,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::2566->2566::e185a3e5839a2e12->e185a3e5839a2e12,,,,,
SPREL-000063,prospective_release_audit,L15-0632E-0892N_2528_4620_13,15023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997468488144823,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::593->593::355a10ad2b695f69->355a10ad2b695f69,,,,,
SPREL-000064,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997468379453934,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1784->1784::3e67dd6b2563c012->3e67dd6b2563c012,,,,,
SPREL-000065,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997468268468735,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1075->1075::81b09231b18e8021->81b09231b18e8021,,,,,
SPREL-000066,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997468241253924,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::981->981::c3fc8602c9e1fd5b->c3fc8602c9e1fd5b,,,,,
SPREL-000067,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997468159909018,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::525->525::8f4da20e3eaebb4f->8f4da20e3eaebb4f,,,,,
SPREL-000068,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997468132934066,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1615->1615::43e1d8b93fceacb8->43e1d8b93fceacb8,,,,,
SPREL-000069,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467859090933,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::211->211::8e0694483045701a->8e0694483045701a,,,,,
SPREL-000070,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467759553577,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::2307->2307::adedd442cb3432f1->adedd442cb3432f1,,,,,
SPREL-000071,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467697639569,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1584->1584::21bc069173252886->21bc069173252886,,,,,
SPREL-000072,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467560527402,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1274->1274::203e98ea4c7ce6f5->203e98ea4c7ce6f5,,,,,
SPREL-000073,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997467001836624,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1287->1287::d957b92dcb7dfa2d->d957b92dcb7dfa2d,,,,,
SPREL-000074,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466985298656,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1747->1747::04dd1794e564e5c1->04dd1794e564e5c1,,,,,
SPREL-000075,prospective_release_audit,L15-0595E-1278N_2383_3079_13,14023,2019,12,2020,1,1.0,1.0,1.0,1.0,0.9997466928831638,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1430->1430::3af6fd704792048d->3af6fd704792048d,,,,,
