domain,dataset,unit,proposal_source,model_family,verification_mode,block_definition,rho,alpha,K,seed,released,PARC_FTR,raw_topK_FTR,raw_topR_FTR,raw_only_tail_FTR,raw_unstable_count,PARC_unstable_count,prevented_unstable_followups,DFT_efficiency,raw_DFT_efficiency,max_observed_e,required_e,best_mass_ratio,self_consistency_margin,block_coverage,evidence_status
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,1000,1,176,0.03977272727272727,0.435,0.03977272727272727,0.5194174757281553,435,7,428,0.9602272727272727,0.565,164.60714181580366,5.0,3.6213571199476804,1.396747205714533,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,5000,1,0,0.0,0.4248,0.0,0.4248,2124,0,2124,0.0,0.5752,164.60714181580366,5.0,0.7242714239895361,-4.59643245483601,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,100,2,100,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,164.60714181580366,10.0,16.460714181580364,154.60714181580366,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,300,2,209,0.11483253588516747,0.20333333333333334,0.11483253588516747,0.4065934065934066,61,24,37,0.8851674641148325,0.7966666666666666,164.60714181580366,10.0,7.187845192623427,0.06761167599124462,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,500,2,169,0.03550295857988166,0.334,0.03550295857988166,0.486404833836858,167,6,161,0.9644970414201184,0.666,164.60714181580366,10.0,4.312707115574056,4.540768159460775,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,1000,2,137,0.029197080291970802,0.403,0.029197080291970802,0.4623406720741599,403,4,399,0.9708029197080292,0.597,164.60714181580366,10.0,2.156353557787028,16.562427313021175,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,5000,2,0,0.0,0.3902,0.0,0.3902,1951,0,1951,0.0,0.6098,164.60714181580366,10.0,0.4312707115574056,-9.630750168228767,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,100,2,100,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,164.60714181580366,5.0,32.92142836316073,159.60714181580366,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,300,2,300,0.20333333333333334,0.20333333333333334,0.20333333333333334,0.0,61,61,0,0.7966666666666666,0.7966666666666666,164.60714181580366,5.0,14.375690385246854,2.0751643016352253,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,500,2,240,0.1625,0.334,0.1625,0.49230769230769234,167,39,128,0.8375,0.666,164.60714181580366,5.0,8.625414231148111,0.0692864221158338,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,1000,2,169,0.03550295857988166,0.403,0.03550295857988166,0.4777376654632972,403,6,397,0.9644970414201184,0.597,164.60714181580366,5.0,4.312707115574056,4.540768159460775,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,5000,2,0,0.0,0.3902,0.0,0.3902,1951,0,1951,0.0,0.6098,164.60714181580366,5.0,0.8625414231148112,-4.630750168228767,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,100,3,100,0.07,0.07,0.07,0.0,7,7,0,0.93,0.93,164.52842759729413,10.0,9.707177228240354,30.033709281952042,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,300,3,129,0.14728682170542637,0.28,0.14728682170542637,0.38011695906432746,84,19,65,0.8527131782945736,0.72,164.52842759729413,10.0,3.2357257427467845,0.6362102561386358,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,500,3,80,0.0625,0.38,0.0625,0.44047619047619047,190,5,185,0.9375,0.62,164.52842759729413,10.0,1.9414354456480707,0.19702684598700415,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,1000,3,0,0.0,0.434,0.0,0.434,434,0,434,0.0,0.566,164.52842759729413,10.0,0.9707177228240353,-4.963097826434677,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,5000,3,0,0.0,0.4042,0.0,0.4042,2021,0,2021,0.0,0.5958,164.52842759729413,10.0,0.19414354456480706,-9.618294643537148,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,100,3,100,0.07,0.07,0.07,0.0,7,7,0,0.93,0.93,164.52842759729413,5.0,19.41435445648071,35.03370928195204,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,300,3,300,0.28,0.28,0.28,0.0,84,84,0,0.72,0.72,164.52842759729413,5.0,6.471451485493569,1.308717785823939,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,500,3,129,0.14728682170542637,0.38,0.14728682170542637,0.4609164420485175,190,19,171,0.8527131782945736,0.62,164.52842759729413,5.0,3.8828708912961414,4.512179248386698,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,1000,3,80,0.0625,0.434,0.0625,0.46630434782608693,434,5,429,0.9375,0.566,164.52842759729413,5.0,1.9414354456480707,0.19702684598700415,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,5000,3,0,0.0,0.4042,0.0,0.4042,2021,0,2021,0.0,0.5958,164.52842759729413,5.0,0.3882870891296141,-4.618294643537147,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,100,4,100,0.03,0.03,0.03,0.0,3,3,0,0.97,0.97,164.52842759729413,10.0,15.959257476937532,52.697026845987004,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,300,4,153,0.06535947712418301,0.22,0.06535947712418301,0.38095238095238093,66,10,56,0.934640522875817,0.78,164.52842759729413,10.0,5.319752492312511,0.423967130458891,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,500,4,130,0.03076923076923077,0.32,0.03076923076923077,0.42162162162162165,160,4,156,0.9692307692307692,0.68,164.52842759729413,10.0,3.1918514953875063,1.5721708204135822,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,1000,4,97,0.030927835051546393,0.372,0.030927835051546393,0.40863787375415284,372,3,369,0.9690721649484536,0.628,164.52842759729413,10.0,1.5959257476937532,61.4356440921395,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,5000,4,0,0.0,0.402,0.0,0.402,2010,0,2010,0.0,0.598,164.52842759729413,10.0,0.31918514953875066,-9.626802293063072,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,100,4,100,0.03,0.03,0.03,0.0,3,3,0,0.97,0.97,164.52842759729413,5.0,31.918514953875064,57.697026845987004,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,300,4,300,0.22,0.22,0.22,0.0,66,66,0,0.78,0.78,164.52842759729413,5.0,10.639504984625022,1.4470121192336958,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,500,4,158,0.06962025316455696,0.32,0.06962025316455696,0.43567251461988304,160,11,149,0.930379746835443,0.68,164.52842759729413,5.0,6.383702990775013,1.4757099207225934,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,1000,4,130,0.03076923076923077,0.372,0.03076923076923077,0.42298850574712643,372,4,368,0.9692307692307692,0.628,164.52842759729413,5.0,3.1918514953875063,1.5721708204135822,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,5000,4,0,0.0,0.402,0.0,0.402,2010,0,2010,0.0,0.598,164.52842759729413,5.0,0.6383702990775013,-4.626802293063072,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,100,5,100,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,164.44970887890037,10.0,16.444970887890037,154.44970887890037,0.99511665762344,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,300,5,300,0.21,0.21,0.21,0.0,63,63,0,0.79,0.79,164.44970887890037,10.0,5.810556380387814,0.893499989264571,0.99511665762344,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,500,5,173,0.023121387283236993,0.284,0.023121387283236993,0.42201834862385323,142,4,138,0.976878612716763,0.716,164.44970887890037,10.0,3.4863338282326883,0.876534339916482,0.99511665762344,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,1000,5,120,0.008333333333333333,0.383,0.008333333333333333,0.4340909090909091,383,1,382,0.9916666666666667,0.617,164.44970887890037,10.0,1.7431669141163442,6.137145687368516,0.99511665762344,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,5000,5,0,0.0,0.3912,0.0,0.3912,1956,0,1956,0.0,0.6088,164.44970887890037,10.0,0.34863338282326883,-9.61879069524814,0.99511665762344,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,100,5,100,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,164.44970887890037,5.0,32.88994177578007,159.44970887890037,0.99511665762344,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,300,5,300,0.21,0.21,0.21,0.0,63,63,0,0.79,0.79,164.44970887890037,5.0,11.621112760775627,5.893499989264571,0.99511665762344,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,500,5,423,0.25295508274231676,0.284,0.25295508274231676,0.45454545454545453,142,107,35,0.7470449172576832,0.716,164.44970887890037,5.0,6.972667656465377,0.016550159291557343,0.99511665762344,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,1000,5,173,0.023121387283236993,0.383,0.023121387283236993,0.45828295042321643,383,4,379,0.976878612716763,0.617,164.44970887890037,5.0,3.4863338282326883,0.876534339916482,0.99511665762344,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,5000,5,0,0.0,0.3912,0.0,0.3912,1956,0,1956,0.0,0.6088,164.44970887890037,5.0,0.6972667656465377,-4.618790695248141,0.99511665762344,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,100,6,100,0.1,0.1,0.1,0.0,10,10,0,0.9,0.9,164.52842759729413,10.0,6.581137103891765,4.415105366987698,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,300,6,43,0.0,0.35,0.0,0.4085603112840467,105,0,105,1.0,0.65,164.52842759729413,10.0,2.1937123679639217,19.745362964118684,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,500,6,40,0.0,0.414,0.0,0.45,207,0,207,1.0,0.586,164.52842759729413,10.0,1.316227420778353,39.528427597294126,0.9956592512208355,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,1000,6,0,0.0,0.455,0.0,0.455,455,0,455,0.0,0.545,164.52842759729413,10.0,0.6581137103891765,-7.826991579893634,0.9956592512208355,completed_public_DFT_label_followup
