method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic,seed,method_family,runtime_sec,baseline_note,dataset,score_variant
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,982.0,655.0,327.0,655.0,655.0,655.0,327.0,0.0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.0015243902439024,0.0015243902439024,52.38303295760676,37.20674236442314,5.0,True,37.20674236442314,32.475252641542696,150,150.0,0.0,150,149,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0066666666666666,0.0,0.0,0.0066666666666666,1.0,77.0,2191.0,5.0,15.70154565670066,107.0,7.009345794392523,30.19739657003062,20.70154565670066,32.475252641542696,37.20674236442314,,,1,certified_or_core_baseline,,,OVT-B,detector_temporal
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,982.0,660.0,322.0,660.0,660.0,660.0,322.0,0.0,0.1539941341575152,0.1539941341575152,0.0010172939979654,0.0015128593040847,0.0015128593040847,52.38681658022706,37.44649344759844,5.0,True,37.44649344759844,34.677467543459095,150,150.0,0.0,150,149,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0066666666666666,,0.0,0.0066666666666666,1.0,67.0,2370.0,5.0,15.83233802276235,125.0,6.0,31.44649344759844,20.83233802276235,34.677467543459095,37.44649344759844,,,2,certified_or_core_baseline,,,OVT-B,detector_temporal
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,982.0,683.0,299.0,683.0,683.0,683.0,299.0,0.0,0.1531872620226992,0.1531872620226992,0.0010172939979654,0.0014619883040935,0.0014619883040935,52.40287227141822,38.546439933685846,10.0,True,38.546439933685846,25.911117037962587,150,150.0,0.0,150,150,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,2391.0,10.0,5.203791937034106,60.0,25.0,13.546439933685846,15.203791937034106,25.911117037962587,38.546439933685846,,,0,certified_or_core_baseline,,,OVT-B,detector_association
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,982.0,655.0,327.0,655.0,655.0,655.0,327.0,0.0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.0015243902439024,0.0015243902439024,52.38303295760676,37.20674236442314,10.0,True,37.20674236442314,33.245495154569745,150,150.0,0.0,150,149,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0066666666666666,0.0,0.0,0.0066666666666666,1.0,77.0,2191.0,10.0,10.70154565670066,114.0,13.157894736842104,24.04884762758104,20.70154565670066,33.245495154569745,37.20674236442314,,,1,certified_or_core_baseline,,,OVT-B,detector_association
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,982.0,660.0,322.0,660.0,660.0,660.0,322.0,0.0,0.1539941341575152,0.1539941341575152,0.0010172939979654,0.0015128593040847,0.0015128593040847,52.38681658022706,37.44649344759844,10.0,True,37.44649344759844,35.45279479661811,150,150.0,0.0,150,149,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0066666666666666,,0.0,0.0066666666666666,1.0,67.0,2370.0,10.0,10.83233802276235,132.0,11.363636363636363,26.08285708396208,20.83233802276235,35.45279479661811,37.44649344759844,,,2,certified_or_core_baseline,,,OVT-B,detector_association
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,982.0,683.0,299.0,683.0,683.0,683.0,299.0,0.0,0.1531872620226992,0.1531872620226992,0.0010172939979654,0.0014619883040935,0.0014619883040935,52.40287227141822,38.546439933685846,5.0,True,38.546439933685846,25.911117037962587,150,150.0,0.0,150,150,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,2391.0,5.0,10.203791937034106,60.0,12.5,26.046439933685846,15.203791937034106,25.911117037962587,38.546439933685846,,,0,certified_or_core_baseline,,,OVT-B,detector_association
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,982.0,655.0,327.0,655.0,655.0,655.0,327.0,0.0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.0015243902439024,0.0015243902439024,52.38303295760676,37.20674236442314,5.0,True,37.20674236442314,33.245495154569745,150,150.0,0.0,150,149,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0066666666666666,0.0,0.0,0.0066666666666666,1.0,77.0,2191.0,5.0,15.70154565670066,114.0,6.578947368421052,30.62779499600209,20.70154565670066,33.245495154569745,37.20674236442314,,,1,certified_or_core_baseline,,,OVT-B,detector_association
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,982.0,660.0,322.0,660.0,660.0,660.0,322.0,0.0,0.1539941341575152,0.1539941341575152,0.0010172939979654,0.0015128593040847,0.0015128593040847,52.38681658022706,37.44649344759844,5.0,True,37.44649344759844,35.45279479661811,150,150.0,0.0,150,149,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0066666666666666,,0.0,0.0066666666666666,1.0,67.0,2370.0,5.0,15.83233802276235,132.0,5.681818181818182,31.764675265780262,20.83233802276235,35.45279479661811,37.44649344759844,,,2,certified_or_core_baseline,,,OVT-B,detector_association
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,982.0,683.0,299.0,683.0,683.0,683.0,299.0,0.0,0.1531872620226992,0.1531872620226992,0.0010172939979654,0.0014619883040935,0.0014619883040935,52.40287227141822,38.546439933685846,10.0,True,38.546439933685846,25.516835313021303,150,150.0,0.0,150,150,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,2391.0,10.0,5.203791937034106,58.0,25.86206896551724,12.684370968168608,15.203791937034106,25.516835313021303,38.546439933685846,,,0,certified_or_core_baseline,,,OVT-B,weighted_components
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,982.0,655.0,327.0,655.0,655.0,655.0,327.0,0.0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.0015243902439024,0.0015243902439024,52.38303295760676,37.20674236442314,10.0,True,37.20674236442314,32.475252641542696,150,150.0,0.0,150,149,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0066666666666666,0.0,0.0,0.0066666666666666,1.0,77.0,2191.0,10.0,10.70154565670066,107.0,14.018691588785046,23.188050775638096,20.70154565670066,32.475252641542696,37.20674236442314,,,1,certified_or_core_baseline,,,OVT-B,weighted_components
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,982.0,660.0,322.0,660.0,660.0,660.0,322.0,0.0,0.1539941341575152,0.1539941341575152,0.0010172939979654,0.0015128593040847,0.0015128593040847,52.38681658022706,37.44649344759844,10.0,True,37.44649344759844,34.677467543459095,150,150.0,0.0,150,149,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0066666666666666,,0.0,0.0066666666666666,1.0,67.0,2370.0,10.0,10.83233802276235,125.0,12.0,25.44649344759844,20.83233802276235,34.677467543459095,37.44649344759844,,,2,certified_or_core_baseline,,,OVT-B,weighted_components
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,982.0,683.0,299.0,683.0,683.0,683.0,299.0,0.0,0.1531872620226992,0.1531872620226992,0.0010172939979654,0.0014619883040935,0.0014619883040935,52.40287227141822,38.546439933685846,5.0,True,38.546439933685846,25.516835313021303,150,150.0,0.0,150,150,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,2391.0,5.0,10.203791937034106,58.0,12.93103448275862,25.615405450927227,15.203791937034106,25.516835313021303,38.546439933685846,,,0,certified_or_core_baseline,,,OVT-B,weighted_components
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,982.0,655.0,327.0,655.0,655.0,655.0,327.0,0.0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.0015243902439024,0.0015243902439024,52.38303295760676,37.20674236442314,5.0,True,37.20674236442314,32.475252641542696,150,150.0,0.0,150,149,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0066666666666666,0.0,0.0,0.0066666666666666,1.0,77.0,2191.0,5.0,15.70154565670066,107.0,7.009345794392523,30.19739657003062,20.70154565670066,32.475252641542696,37.20674236442314,,,1,certified_or_core_baseline,,,OVT-B,weighted_components
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,982.0,660.0,322.0,660.0,660.0,660.0,322.0,0.0,0.1539941341575152,0.1539941341575152,0.0010172939979654,0.0015128593040847,0.0015128593040847,52.38681658022706,37.44649344759844,5.0,True,37.44649344759844,34.677467543459095,150,150.0,0.0,150,149,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0066666666666666,,0.0,0.0066666666666666,1.0,67.0,2370.0,5.0,15.83233802276235,125.0,6.0,31.44649344759844,20.83233802276235,34.677467543459095,37.44649344759844,,,2,certified_or_core_baseline,,,OVT-B,weighted_components
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,708.0,588.0,120.0,588.0,588.0,588.0,120.0,0.0,0.1567784859787324,0.1567784859787324,0.001410437235543,0.0016977928692699,0.0016977928692699,39.72031650906805,33.97091768583136,10.0,True,33.97091768583136,17.12796617807508,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,41.0,2712.0,,,94.0,15.957446808510635,-2.505399926155592,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,TAO,detector_only
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,708.0,590.0,118.0,590.0,590.0,590.0,118.0,0.0,0.15669520983879,0.15669520983879,0.001410437235543,0.0016920473773265,0.0016920473773265,39.72092426310993,34.068163221773965,10.0,True,34.068163221773965,16.136569014013034,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,42.0,2704.0,,,90.0,16.666666666666668,-3.1773459716682098,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,TAO,detector_only
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,708.0,584.0,124.0,584.0,584.0,584.0,124.0,0.0,0.1569461580486026,0.1569461580486026,0.001410437235543,0.0017094017094017,0.0017094017094017,39.71905887205482,33.776299976401,10.0,True,33.776299976401,15.851037836220232,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,40.0,2809.0,,,84.0,17.857142857142858,-4.479698100294375,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,2,certified_or_core_baseline,,,TAO,detector_only
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,708.0,588.0,120.0,588.0,588.0,588.0,120.0,0.0,0.1567784859787324,0.1567784859787324,0.001410437235543,0.0016977928692699,0.0016977928692699,39.72031650906805,33.97091768583136,5.0,True,33.97091768583136,17.12796617807508,150,150.0,0.0,150,145,5,1.0,1.0,0.0,3.0,5.0,4.0,1.0,0.0,0.0333333333333333,0.2,0.0068027210884353,0.0266666666666666,1.0,41.0,2712.0,5.0,0.8830477432534183,41.0,18.292682926829265,15.678234759002097,5.883047743253418,17.12796617807508,33.97091768583136,,,0,certified_or_core_baseline,,,TAO,detector_only
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,708.0,590.0,118.0,590.0,590.0,590.0,118.0,0.0,0.15669520983879,0.15669520983879,0.001410437235543,0.0016920473773265,0.0016920473773265,39.72092426310993,34.068163221773965,5.0,True,34.068163221773965,16.136569014013034,150,150.0,0.0,150,145,5,1.0,0.0,0.0,4.0,6.0,6.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0266666666666666,1.0,42.0,2704.0,5.0,0.8988670400788825,34.0,22.05882352941176,12.009339692362204,5.8988670400788825,16.136569014013034,34.068163221773965,,,1,certified_or_core_baseline,,,TAO,detector_only
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,708.0,584.0,124.0,584.0,584.0,584.0,124.0,0.0,0.1569461580486026,0.1569461580486026,0.001410437235543,0.0017094017094017,0.0017094017094017,39.71905887205482,33.776299976401,5.0,True,33.776299976401,15.851037836220232,150,150.0,0.0,142,141,1,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0070422535211267,0.0,0.0,0.0,0.9466666666666668,40.0,2809.0,5.28169014084507,0.0165819714812327,36.0,20.83333333333333,12.942966643067669,5.298272112326303,16.470930046366526,33.776299976401,,,2,certified_or_core_baseline,,,TAO,detector_only
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,708.0,588.0,120.0,588.0,588.0,588.0,120.0,0.0,0.1567784859787324,0.1567784859787324,0.001410437235543,0.0016977928692699,0.0016977928692699,39.72031650906805,33.97091768583136,10.0,True,33.97091768583136,20.00616572107768,150,150.0,0.0,150,149,1,0.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0066666666666666,0.25,0.0066666666666666,0.0066666666666666,1.0,41.0,2712.0,10.0,3.452046882355045,108.0,13.888888888888888,5.046416346124838,13.452046882355043,20.00616572107768,33.97091768583136,,,0,certified_or_core_baseline,,,TAO,detector_temporal
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,708.0,590.0,118.0,590.0,590.0,590.0,118.0,0.0,0.15669520983879,0.15669520983879,0.001410437235543,0.0016920473773265,0.0016920473773265,39.72092426310993,34.068163221773965,10.0,True,34.068163221773965,17.743592828441287,150,150.0,0.0,85,85,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5666666666666667,42.0,2704.0,17.647058823529413,1.3413547393036396,85.0,17.647058823529413,1.3413547393036396,18.988413562833053,23.246225231239897,34.068163221773965,,,1,certified_or_core_baseline,,,TAO,detector_temporal
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,708.0,584.0,124.0,584.0,584.0,584.0,124.0,0.0,0.1569461580486026,0.1569461580486026,0.001410437235543,0.0017094017094017,0.0017094017094017,39.71905887205482,33.776299976401,10.0,True,33.776299976401,18.43895159682047,150,150.0,0.0,143,143,0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9533333333333334,40.0,2809.0,10.489510489510488,0.0069550498473418,86.0,17.441860465116278,1.387153549146543,10.49646553935783,18.941850477075658,33.776299976401,,,2,certified_or_core_baseline,,,TAO,detector_temporal
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,708.0,588.0,120.0,588.0,588.0,588.0,120.0,0.0,0.1567784859787324,0.1567784859787324,0.001410437235543,0.0016977928692699,0.0016977928692699,39.72031650906805,33.97091768583136,5.0,True,33.97091768583136,20.00616572107768,150,150.0,0.0,150,149,1,0.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0066666666666666,0.25,0.0066666666666666,0.0066666666666666,1.0,41.0,2712.0,5.0,8.452046882355045,108.0,6.944444444444444,11.990860790569284,13.452046882355043,20.00616572107768,33.97091768583136,,,0,certified_or_core_baseline,,,TAO,detector_temporal
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,708.0,590.0,118.0,590.0,590.0,590.0,118.0,0.0,0.15669520983879,0.15669520983879,0.001410437235543,0.0016920473773265,0.0016920473773265,39.72092426310993,34.068163221773965,5.0,True,34.068163221773965,17.743592828441287,150,150.0,0.0,150,150,0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,2704.0,5.0,2.5184798890069366,85.0,8.823529411764707,10.164884151068346,7.518479889006937,17.743592828441287,34.068163221773965,,,1,certified_or_core_baseline,,,TAO,detector_temporal
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,708.0,584.0,124.0,584.0,584.0,584.0,124.0,0.0,0.1569461580486026,0.1569461580486026,0.001410437235543,0.0017094017094017,0.0017094017094017,39.71905887205482,33.776299976401,5.0,True,33.776299976401,18.43895159682047,150,150.0,0.0,150,150,0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,2809.0,5.0,2.457421179279984,86.0,8.720930232558139,10.108083781704682,7.457421179279984,18.43895159682047,33.776299976401,,,2,certified_or_core_baseline,,,TAO,detector_temporal
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,708.0,588.0,120.0,588.0,588.0,588.0,120.0,0.0,0.1567784859787324,0.1567784859787324,0.001410437235543,0.0016977928692699,0.0016977928692699,39.72031650906805,33.97091768583136,10.0,True,33.97091768583136,21.411801444167,150,150.0,0.0,150,149,1,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0066666666666666,0.3333333333333333,0.0066666666666666,0.0066666666666666,1.0,41.0,2712.0,10.0,3.452046882355045,130.0,11.538461538461538,7.396843696552187,13.452046882355043,21.411801444167,33.97091768583136,,,0,certified_or_core_baseline,,,TAO,detector_association
