claim_uid,source_family,paper_or_leaderboard_id,source_snapshot_date,original_rank_or_priority,original_claim_text,original_structure_hash,structure_hash_basis,reduced_formula,chemical_system,spacegroup_symbol,spacegroup_number,prototype_or_wyckoff_label,original_energy_or_margin,license_class,redistribution_allowed,ingest_status,current_reference_query_ready,query_readiness_note,source_url_or_path,evidence_scope
matbench_discovery_wbm::wbm-1-6404,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,11,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,ac7c5f544c8367303b403a02f3b1060bd61ac8693eec102c56ff3cb383d1ce32,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Br8 Dy2,Br-Dy,,,A4B_aP10_2_4i_i:Br-Dy,-0.073443,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-6405,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,12,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,4f9bdc97b23c9ef8778d6637b3d9d1018cfcdfa8e4fe0a20b2fdd45dac866f0d,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Br8 Dy2,Br-Dy,,,A4B_tI20_88_f_a:Br-Dy,-0.005934,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-6406,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,13,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,810b40143bc429666e0d592146badb53910765cda16a217dfb9155e2418662f5,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Br8 Er2,Br-Er,,,A4B_aP10_2_4i_i:Br-Er,-1.908747,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-6407,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,14,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,de90fd31f0c541ef77bc4a7a74769174c17b3dc66eb43b98e61216fbe74f4606,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Br8 Er2,Br-Er,,,A4B_tI20_88_f_a:Br-Er,-1.839014,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-6408,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,15,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,3fb42525b67dd60f99d96edcf3743308388f7e22c428242278b65cf9bbcc0ba1,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Br8 Eu2,Br-Eu,,,A4B_mC20_15_2f_e:Br-Eu,-0.095968,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-6409,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,16,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,7fdf19e71a72666d004b6aedb78bdf2285025c9d8e17e98cc2911246b68cb7b9,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Br8 Eu2,Br-Eu,,,A4B_tI20_88_f_a:Br-Eu,-0.083819,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-6410,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,17,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,80287c98cfff8f6852adaf2206b921bdd6fdc40886011fd5a0e56ecd5a60fe38,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Br8 Gd2,Br-Gd,,,A4B_mC20_15_2f_e:Br-Gd,-0.03382,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-6415,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,18,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,a994c3b1a39a93175275cdcee58be3a8f29b8907389971207de87613f70f66ef,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Br8 Ho2,Br-Ho,,,A4B_aP10_2_4i_i:Br-Ho,-0.07457,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-6416,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,19,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,055cfb876d97ead07aeb4f96115d700d12100fe210680967acab53dfdfca00c0,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Br8 Ho2,Br-Ho,,,A4B_tI20_88_f_a:Br-Ho,-0.006043,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-6423,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,20,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,7d75beeca44bc357bb6f341ec4d0c533b81677d9db3984f02c69d0d3eea908cc,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Br8 La2,Br-La,,,A4B_tI20_88_f_a:Br-La,-0.000477,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-6424,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,21,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,607423935926cd0d66e06fcbeaa0eaccb26a94dfc70085d5505bbac2e0fd07ef,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Br8 Lu2,Br-Lu,,,A4B_aP10_2_4i_i:Br-Lu,-0.054862,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-6431,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,22,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,63d42b360e7327e633f8abdfe2086acfecb9693c3579dc495bad5da1f2c95823,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Br8 Pb2,Br-Pb,,,A4B_aP10_2_4i_i:Br-Pb,-0.130446,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-6435,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,23,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,3c558df015afe358be86d856263f9f4c3baad30ca14c19cad535d4d38d87e257,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Br8 Pr2,Br-Pr,,,A4B_tI20_88_f_a:Br-Pr,-0.005811,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-6436,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,24,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,1ecd5844ddfd8144b70646f1a4950eee6479c84be995c52b582ff94f3cb43ee6,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Br8 Pu2,Br-Pu,,,A4B_tI20_141_h_a:Br-Pu,-0.128597,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-6437,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,25,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,af50e452d68fea2d1f3690d581084c7d8424d210ce010e0efe1ddc322646d34e,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Br8 Pu2,Br-Pu,,,A4B_tI20_88_f_a:Br-Pu,-0.123477,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-6460,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,26,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,2030a8a3825ac428a85409bb9fdb7d1f2b150f210ffdd26d479af5684e80c5ba,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Br8 Sr2,Br-Sr,,,A4B_mC20_15_2f_e:Br-Sr,-0.237261,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
matbench_discovery_wbm::wbm-1-6461,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,27,WBM stable_exact_t0 public DFT label; e_above_hull <= 0,22c0a963bebca8d3389df0f02f90cdd5b5231c36a96314a6101770ba25d6b736,proxy_hash_material_id_formula_wyckoff_ehull;raw_structure_not_redistributed,Br8 Sr2,Br-Sr,,,A4B_tI20_88_f_a:Br-Sr,-0.161811,CC-BY-4.0_source_claim;local_public_safe_derived_snapshot,derived_registry_only,ingested_from_existing_public_safe_snapshot,formula_and_material_id_ready_structure_proxy_only,direct_figshare_download_blocked_in_current_environment; raw structure hash requires future structure-file ingest,outputs/milestones/materials_t0_t1_snapshot_acquisition/table_t0_wbm_snapshot.csv,b_line_minimal_claim_registry;two_primary_sources;claim_registry_frozen;current_reference_verdicts_pending;not_completed_positive_evidence;not_A_paper_main_evidence;not_prospective_discovery;not_new_DFT_evidence
