method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic,seed,method_family,runtime_sec,baseline_note,best_M_on_test_grid,diagnostic_only
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,982.0,683.0,299.0,683.0,683.0,683.0,299.0,0.0,0.1531872620226992,0.1531872620226992,0.0010172939979654,0.0014619883040935,0.0014619883040935,52.40287227141822,38.546439933685846,10.0,True,38.546439933685846,20.42941188076496,125,125.0,0.0,112,110,2,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0178571428571428,0.0,0.0,0.0089285714285714,0.896,67.0,2391.0,11.160714285714285,0.7558813860707971,73.0,17.123287671232877,4.308985639745696,11.916595671785082,21.65566335692006,38.546439933685846,,,0,certified_or_core_baseline,,,125,True
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,125,,,112,110,2,,,,,,,,,0.0178571428571428,0.0,,0.9821428571428572,0.896,,,11.160714285714285,0.7558813860707971,,,,,,,,,0,diagnostic_baseline,0.0004810597747564,block_evalue_post_filter,125,True
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,125,,,105,103,2,,,,,,,,,0.019047619047619,0.0,,0.9809523809523808,0.84,,,11.904761904761903,0.3222573558755783,,,,,,,,,0,diagnostic_baseline,0.0004872102290391,tracklet_level_e_self_consistency,125,True
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,250,,,250,244,6,,,,,,,,,0.024,0.0,,0.992,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001728003844618,tracklet_level_p_bh,250,True
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,982.0,689.0,293.0,689.0,689.0,689.0,293.0,0.0,0.5,0.1529825883736795,0.0010172939979654,0.0014492753623188,0.0014492753623188,15.676415406590976,13.133925536563696,10.0,True,13.133925536563696,10.11359203197165,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2456.0,,,73.0,10.273972602739724,-0.9868847922363706,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,75,True
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,250,,,250,243,7,,,,,,,,,0.028,0.0,,0.992,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001722807064652,score_threshold_from_calibration_null_quantile,250,True
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,250,,,250,243,7,,,,,,,,,0.028,0.0,,0.992,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001769997179508,top_m_by_score_no_risk_control,250,True
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,982.0,671.0,311.0,671.0,671.0,671.0,311.0,0.0,0.1536037354732135,0.1536037354732135,0.0010172939979654,0.0014880952380952,0.0014880952380952,52.394764935738735,37.97314507911579,10.0,True,37.97314507911579,19.695331088164146,250,250.0,0.0,241,234,7,1.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0290456431535269,0.0,0.0,0.0248962655601659,0.964,0.0,2266.0,10.373443983402488,1.372697856972113,148.0,16.89189189189189,4.227718621193262,11.746141840374602,20.06768269287326,37.97314507911579,,,1,certified_or_core_baseline,,,250,True
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,982.0,655.0,327.0,655.0,655.0,655.0,327.0,0.0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.0015243902439024,0.0015243902439024,52.38303295760676,37.20674236442314,10.0,True,37.20674236442314,19.30561561244651,250,250.0,0.0,241,234,7,1.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0290456431535269,0.0,0.0,0.0248962655601659,0.964,77.0,2191.0,10.373443983402488,1.1447370059184827,148.0,16.89189189189189,3.809653764808768,11.518180989320973,19.670416104560328,37.20674236442314,,,1,certified_or_core_baseline,,,250,True
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,250,,,241,234,7,,,,,,,,,0.0290456431535269,0.0,,0.991701244813278,0.964,,,10.373443983402488,1.1447370059184845,,,,,,,,,1,diagnostic_baseline,0.0004965905100107,block_evalue_post_filter,250,True
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,146,4,,,,,,,,,0.0266666666666666,0.0,,0.9866666666666668,1.0,,,10.0,0.469001862641921,,,,,,,,,1,diagnostic_baseline,0.0001598298549652,tracklet_level_e_self_consistency,150,True
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,250,,,250,243,7,,,,,,,,,0.028,0.0,,0.992,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001700008288025,tracklet_level_p_bh,250,True
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,982.0,671.0,311.0,671.0,671.0,671.0,311.0,0.0,0.5,0.1536037354732135,0.0010172939979654,0.0014880952380952,0.0014880952380952,15.676415406590976,12.96148139681572,10.0,True,12.96148139681572,10.379976992120971,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2266.0,,,75.0,10.0,-0.8348486100883203,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,75,True
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,250,,,250,241,9,,,,,,,,,0.036,0.0,,0.976,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.000168390572071,score_threshold_from_calibration_null_quantile,250,True
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,250,,,250,241,9,,,,,,,,,0.036,0.0,,0.976,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001695407554507,top_m_by_score_no_risk_control,250,True
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,982.0,673.0,309.0,673.0,673.0,673.0,309.0,0.0,0.1535336511947572,0.1535336511947572,0.0010172939979654,0.0014836795252225,0.0014836795252225,52.396156165607664,38.068782942910914,10.0,True,38.068782942910914,25.28496915667298,250,250.0,0.0,224,218,6,5.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0267857142857142,0.0,0.0,0.0044642857142857,0.896,0.0,2437.0,11.160714285714285,0.6138669418141092,116.0,21.551724137931032,16.517058804979882,11.774581227528394,27.08837026815212,38.068782942910914,,,2,certified_or_core_baseline,,,250,True
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,982.0,660.0,322.0,660.0,660.0,660.0,322.0,0.0,0.1539941341575152,0.1539941341575152,0.0010172939979654,0.0015128593040847,0.0015128593040847,52.38681658022706,37.44649344759844,10.0,True,37.44649344759844,24.87547660617725,250,250.0,0.0,224,218,6,5.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0267857142857142,0.0,0.0,0.0044642857142857,0.896,67.0,2370.0,11.160714285714285,0.4287902990591341,116.0,21.551724137931032,15.89476930966741,11.58950458477342,26.64901756465857,37.44649344759844,,,2,certified_or_core_baseline,,,250,True
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,250,,,224,218,6,,,,,,,,,0.0267857142857142,0.0,,0.9776785714285714,0.896,,,11.160714285714285,0.4287902990591359,,,,,,,,,2,diagnostic_baseline,0.000517469830811,block_evalue_post_filter,250,True
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,250,,,250,241,9,,,,,,,,,0.036,0.0,,0.976,1.0,,,10.0,0.8880668623957302,,,,,,,,,2,diagnostic_baseline,0.0001699300482869,tracklet_level_e_self_consistency,250,True
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,250,,,250,241,9,,,,,,,,,0.036,0.0,,0.976,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001699300482869,tracklet_level_p_bh,250,True
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,982.0,673.0,309.0,673.0,673.0,673.0,309.0,0.0,0.5,0.1535336511947572,0.0010172939979654,0.0014836795252225,0.0014836795252225,15.676415406590976,12.980754985747168,10.0,True,12.980754985747168,12.70701277779806,125,125.0,0.0,116,113,3,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0258620689655172,0.0,0.0,0.0086206896551724,0.928,0.0,2437.0,10.775862068965516,2.2048929167816524,116.0,10.775862068965516,2.2048929167816524,12.980754985747168,12.980754985747168,12.980754985747168,,,2,certified_or_core_baseline,,,125,True
confidence_threshold,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,244,6,,,,,,,,,0.024,0.0,,0.992,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001744097098708,score_threshold_from_calibration_null_quantile,250,True
greedy_score_no_risk,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,244,6,,,,,,,,,0.024,0.0,,0.992,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001715095713734,top_m_by_score_no_risk_control,250,True
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,982.0,689.0,293.0,689.0,689.0,689.0,293.0,0.0,0.1529825883736795,0.1529825883736795,0.0010172939979654,0.0014492753623188,0.0014492753623188,52.40671520749837,38.8326128927103,5.0,True,38.8326128927103,14.812975838819916,250,250.0,0.0,250,244,6,1.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.024,0.0,0.0,0.02,1.0,0.0,2456.0,5.0,3.5131239268741687,73.0,17.123287671232877,4.465038235249377,8.513123926874169,14.812975838819916,38.8326128927103,,,0,certified_or_core_baseline,,,250,True
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,982.0,683.0,299.0,683.0,683.0,683.0,299.0,0.0,0.1531872620226992,0.1531872620226992,0.0010172939979654,0.0014619883040935,0.0014619883040935,52.40287227141822,38.546439933685846,5.0,True,38.546439933685846,14.706773196554009,250,250.0,0.0,250,244,6,1.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.024,0.0,0.0,0.02,1.0,67.0,2391.0,5.0,3.4534868776040817,73.0,17.123287671232877,4.308985639745696,8.453486877604082,14.706773196554009,38.546439933685846,,,0,certified_or_core_baseline,,,250,True
post_filter_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,244,6,,,,,,,,,0.024,0.0,,0.992,1.0,,,5.0,3.4534868776040817,,,,,,,,,0,diagnostic_baseline,0.0001699607819318,block_evalue_post_filter,250,True
tracklet_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,244,6,,,,,,,,,0.024,0.0,,0.992,1.0,,,5.0,2.3731700349060416,,,,,,,,,0,diagnostic_baseline,0.0001703696325421,tracklet_level_e_self_consistency,250,True
tracklet_p_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,244,6,,,,,,,,,0.024,0.0,,0.992,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001718802377581,tracklet_level_p_bh,250,True
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,982.0,689.0,293.0,689.0,689.0,689.0,293.0,0.0,0.5,0.1529825883736795,0.0010172939979654,0.0014492753623188,0.0014492753623188,15.676415406590976,13.133925536563696,5.0,True,13.133925536563696,7.210492061309184,250,250.0,0.0,250,244,6,1.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.024,0.0,0.0,0.02,1.0,0.0,2456.0,5.0,0.3619026473818039,250.0,5.0,0.3619026473818039,5.361902647381804,7.210492061309184,13.133925536563696,,,0,certified_or_core_baseline,,,250,True
confidence_threshold,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,243,7,,,,,,,,,0.028,0.0,,0.992,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001715496182441,score_threshold_from_calibration_null_quantile,250,True
greedy_score_no_risk,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,243,7,,,,,,,,,0.028,0.0,,0.992,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001694103702902,top_m_by_score_no_risk_control,250,True
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.2,final_score_proxy,982.0,671.0,311.0,671.0,671.0,671.0,311.0,0.0,0.1536037354732135,0.1536037354732135,0.0010172939979654,0.0014880952380952,0.0014880952380952,52.394764935738735,37.97314507911579,5.0,True,37.97314507911579,19.695331088164146,250,250.0,0.0,250,243,7,1.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.028,0.0,0.0,0.024,1.0,0.0,2266.0,5.0,4.72458256206442,148.0,8.445945945945946,12.673664567139207,9.72458256206442,19.695331088164146,37.97314507911579,,,1,certified_or_core_baseline,,,250,True
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,982.0,655.0,327.0,655.0,655.0,655.0,327.0,0.0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.0015243902439024,0.0015243902439024,52.38303295760676,37.20674236442314,5.0,True,37.20674236442314,19.30561561244651,250,250.0,0.0,250,243,7,1.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.028,0.0,0.0,0.024,1.0,77.0,2191.0,5.0,4.537069101398732,148.0,8.445945945945946,12.255599710754714,9.537069101398732,19.30561561244651,37.20674236442314,,,1,certified_or_core_baseline,,,250,True
post_filter_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,243,7,,,,,,,,,0.028,0.0,,0.992,1.0,,,5.0,4.537069101398732,,,,,,,,,1,diagnostic_baseline,0.0001720897853374,block_evalue_post_filter,250,True
tracklet_e_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,243,7,,,,,,,,,0.028,0.0,,0.992,1.0,,,5.0,2.402702209328699,,,,,,,,,1,diagnostic_baseline,0.0001695314422249,tracklet_level_e_self_consistency,250,True
tracklet_p_bh,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,243,7,,,,,,,,,0.028,0.0,,0.992,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001719295978546,tracklet_level_p_bh,250,True
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.2,final_score_proxy,982.0,671.0,311.0,671.0,671.0,671.0,311.0,0.0,0.5,0.1536037354732135,0.0010172939979654,0.0014880952380952,0.0014880952380952,15.676415406590976,12.96148139681572,5.0,True,12.96148139681572,8.67440822428032,250,250.0,0.0,250,243,7,1.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.028,0.0,0.0,0.024,1.0,0.0,2266.0,5.0,0.7965506984757758,214.0,5.841121495327102,1.6421932782207804,5.796550698475776,8.67440822428032,12.96148139681572,,,1,certified_or_core_baseline,,,250,True
confidence_threshold,,,0.2,,,,,,,,,,,,,,,,,,,,,250,,,250,241,9,,,,,,,,,0.036,0.0,,0.976,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001726001501083,score_threshold_from_calibration_null_quantile,250,True
