method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic,seed,method_family,runtime_sec,baseline_note,selection_protocol
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,982.0,655.0,327.0,655.0,655.0,655.0,327.0,0.0,0.1541744080264767,0.1541744080264767,0.0010172939979654,0.0015243902439024,0.0015243902439024,52.38303295760676,37.20674236442314,10.0,True,37.20674236442314,23.262240544677287,150,150.0,0.0,150,146,4,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0266666666666666,0.0,0.0,0.02,1.0,77.0,2191.0,10.0,4.691301762277799,148.0,10.135135135135137,10.566410521565524,14.6913017622778,23.262240544677287,37.20674236442314,,,1,certified_or_core_baseline,,,fixed_M_protocol_not_tune_selected
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,146,4,,,,,,,,,0.0266666666666666,0.0,,0.9866666666666668,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.000157999806106,score_threshold_from_calibration_null_quantile,fixed_M_protocol_not_tune_selected
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,146,4,,,,,,,,,0.0266666666666666,0.0,,0.9866666666666668,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.000157730653882,tracklet_level_p_bh,fixed_M_protocol_not_tune_selected
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,146,4,,,,,,,,,0.0266666666666666,0.0,,0.9866666666666668,1.0,,,10.0,0.469001862641921,,,,,,,,,1,diagnostic_baseline,0.0001598298549652,tracklet_level_e_self_consistency,fixed_M_protocol_not_tune_selected
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,146,4,,,,,,,,,0.0266666666666666,0.0,,0.9866666666666668,1.0,,,10.0,4.691301762277799,,,,,,,,,1,diagnostic_baseline,0.0001575499773025,block_evalue_post_filter,fixed_M_protocol_not_tune_selected
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,146,4,,,,,,,,,0.0266666666666666,0.0,,0.9866666666666668,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001597004011273,top_m_by_score_no_risk_control,fixed_M_protocol_not_tune_selected
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,982.0,673.0,309.0,673.0,673.0,673.0,309.0,0.0,0.5,0.1535336511947572,0.0010172939979654,0.0014836795252225,0.0014836795252225,15.676415406590976,12.980754985747168,10.0,True,12.980754985747168,12.118973960722204,150,150.0,0.0,116,113,3,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0258620689655172,0.0,0.0,0.0086206896551724,0.7733333333333333,0.0,2437.0,12.93103448275862,0.0497205029885492,116.0,12.93103448275862,0.0497205029885492,12.980754985747168,12.980754985747168,12.980754985747168,,,2,certified_or_core_baseline,,,fixed_M_protocol_not_tune_selected
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,982.0,673.0,309.0,673.0,673.0,673.0,309.0,0.0,0.1535336511947572,0.1535336511947572,0.0010172939979654,0.0014836795252225,0.0014836795252225,52.396156165607664,38.068782942910914,10.0,True,38.068782942910914,34.2387940494485,150,150.0,0.0,150,147,3,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.02,0.0,0.0,0.0066666666666666,1.0,0.0,2437.0,10.0,11.171773118812036,116.0,12.93103448275862,25.13774846015229,21.17177311881204,34.2387940494485,38.068782942910914,,,2,certified_or_core_baseline,,,fixed_M_protocol_not_tune_selected
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,982.0,660.0,322.0,660.0,660.0,660.0,322.0,0.0,0.1539941341575152,0.1539941341575152,0.0010172939979654,0.0015128593040847,0.0015128593040847,52.38681658022706,37.44649344759844,10.0,True,37.44649344759844,33.68061821796893,150,150.0,0.0,150,147,3,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.02,0.0,0.0,0.0066666666666666,1.0,67.0,2370.0,10.0,10.83233802276235,116.0,12.93103448275862,24.515458964839823,20.83233802276235,33.68061821796893,37.44649344759844,,,2,certified_or_core_baseline,,,fixed_M_protocol_not_tune_selected
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,147,3,,,,,,,,,0.02,0.0,,0.9866666666666668,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001545399427413,score_threshold_from_calibration_null_quantile,fixed_M_protocol_not_tune_selected
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,147,3,,,,,,,,,0.02,0.0,,0.9866666666666668,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001559602096676,tracklet_level_p_bh,fixed_M_protocol_not_tune_selected
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,147,3,,,,,,,,,0.02,0.0,,0.9866666666666668,1.0,,,10.0,7.21554530068682,,,,,,,,,2,diagnostic_baseline,0.0001568999141454,tracklet_level_e_self_consistency,fixed_M_protocol_not_tune_selected
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,147,3,,,,,,,,,0.02,0.0,,0.9866666666666668,1.0,,,10.0,10.83233802276235,,,,,,,,,2,diagnostic_baseline,0.0001546898856759,block_evalue_post_filter,fixed_M_protocol_not_tune_selected
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,147,3,,,,,,,,,0.02,0.0,,0.9866666666666668,1.0,,,,,,,,,,,,,2,diagnostic_baseline,0.0001534102484583,top_m_by_score_no_risk_control,fixed_M_protocol_not_tune_selected
