method,alpha1,candidate_budget_M,released_mean,released_std,utr_mean,conservative_ftr_mean,margin_mean,nonempty_rate
parc_track_gamma_tuned_uniform_scs,0.05,125,83.33333333333333,72.16878364870323,0.016,0.012,0.7669418397315049,0.6666666666666666
parc_track_gamma_tuned_uniform_scs,0.05,150,99.33333333333333,86.03100216394863,0.015675675675675668,0.0134684684684684,0.6318067045963698,0.6666666666666666
parc_track_gamma_tuned_uniform_scs,0.05,175,38.666666666666664,66.9726312259966,0.0086206896551724,0.0086206896551724,7.274079654494997,0.3333333333333333
parc_track_gamma_tuned_uniform_scs,0.05,200,38.666666666666664,66.9726312259966,0.0086206896551724,0.0086206896551724,2.963734826908791,0.3333333333333333
parc_track_gamma_tuned_uniform_scs,0.05,250,0.0,0.0,0.0,,,0.0
parc_track_gamma_tuned_uniform_scs,0.1,75,75.0,0.0,0.008888888888888866,0.004444444444444433,14.450610347111068,1.0
parc_track_gamma_tuned_uniform_scs,0.1,100,100.0,0.0,0.016666666666666666,0.006666666666666667,14.450610347111068,1.0
parc_track_gamma_tuned_uniform_scs,0.1,125,120.66666666666667,7.505553499465134,0.021952380952380935,0.010976190476190468,7.429921688511269,1.0
parc_track_gamma_tuned_uniform_scs,0.1,150,135.0,25.98076211353316,0.021904761904761868,0.012063492063492033,5.480572478786656,1.0
parc_track_gamma_tuned_uniform_scs,0.1,175,116.66666666666667,101.0362971081845,0.019047619047618997,0.011428571428571399,3.140403173525609,0.6666666666666666
parc_track_gamma_tuned_uniform_scs,0.1,200,133.33333333333334,115.47005383792515,0.016666666666666666,0.01,3.140403173525609,0.6666666666666666
parc_track_gamma_tuned_uniform_scs,0.1,250,155.0,134.50278807519194,0.018610452479747033,0.0146802756372258,0.7867636524888084,0.6666666666666666
parc_track_gamma_tuned_uniform_scs,0.2,75,75.0,0.0,0.008888888888888866,0.004444444444444433,19.45061034711107,1.0
parc_track_gamma_tuned_uniform_scs,0.2,100,100.0,0.0,0.016666666666666666,0.006666666666666667,19.45061034711107,1.0
parc_track_gamma_tuned_uniform_scs,0.2,125,125.0,0.0,0.021333333333333333,0.010666666666666666,12.132889152656206,1.0
parc_track_gamma_tuned_uniform_scs,0.2,150,150.0,0.0,0.019999999999999966,0.011111111111111066,10.12947452118192,1.0
parc_track_gamma_tuned_uniform_scs,0.2,175,175.0,0.0,0.022857142857142798,0.009523809523809499,6.578097741551766,1.0
parc_track_gamma_tuned_uniform_scs,0.2,200,200.0,0.0,0.023333333333333334,0.011666666666666665,6.578097741551766,1.0
parc_track_gamma_tuned_uniform_scs,0.2,250,250.0,0.0,0.029333333333333333,0.018666666666666668,4.195431698908538,1.0
post_filter_e_bh,0.05,75,74.33333333333333,1.1547005383792526,0.009010654490106546,0.9909893455098935,6.344122403266074,1.0
post_filter_e_bh,0.05,100,66.66666666666667,57.735026918962575,0.01,0.985,9.07401955214955,0.6666666666666666
post_filter_e_bh,0.05,125,83.33333333333333,72.16878364870323,0.016,0.984,0.7669418397315049,0.6666666666666666
post_filter_e_bh,0.05,150,99.33333333333333,86.03100216394863,0.01567567567567568,0.9865765765765766,0.6318067045963698,0.6666666666666666
post_filter_e_bh,0.05,175,38.666666666666664,66.9726312259966,0.008620689655172414,0.9827586206896551,7.274079654494997,0.3333333333333333
post_filter_e_bh,0.05,200,38.666666666666664,66.9726312259966,0.008620689655172414,0.9827586206896551,2.963734826908791,0.3333333333333333
post_filter_e_bh,0.05,250,0.0,0.0,0.0,,,0.0
post_filter_e_bh,0.1,75,75.0,0.0,0.008888888888888889,0.9911111111111112,14.450610347111068,1.0
post_filter_e_bh,0.1,100,100.0,0.0,0.016666666666666666,0.9833333333333334,14.450610347111068,1.0
post_filter_e_bh,0.1,125,120.66666666666667,7.505553499465134,0.021952380952380956,0.9833809523809524,7.429921688511269,1.0
post_filter_e_bh,0.1,150,135.0,25.98076211353316,0.02190476190476191,0.9847619047619047,5.480572478786656,1.0
post_filter_e_bh,0.1,175,116.66666666666667,101.0362971081845,0.01904761904761905,0.98,3.14040317352561,0.6666666666666666
post_filter_e_bh,0.1,200,133.33333333333334,115.47005383792515,0.016666666666666666,0.9824999999999999,3.14040317352561,0.6666666666666666
post_filter_e_bh,0.1,250,155.0,134.50278807519194,0.018610452479747085,0.9846899081209247,0.7867636524888102,0.6666666666666666
post_filter_e_bh,0.2,75,75.0,0.0,0.008888888888888889,0.9911111111111112,19.45061034711107,1.0
post_filter_e_bh,0.2,100,100.0,0.0,0.016666666666666666,0.9833333333333334,19.45061034711107,1.0
post_filter_e_bh,0.2,125,125.0,0.0,0.021333333333333333,0.984,12.132889152656206,1.0
post_filter_e_bh,0.2,150,150.0,0.0,0.02,0.9866666666666667,10.12947452118192,1.0
post_filter_e_bh,0.2,175,175.0,0.0,0.022857142857142854,0.9828571428571428,6.578097741551768,1.0
post_filter_e_bh,0.2,200,200.0,0.0,0.023333333333333334,0.985,6.578097741551768,1.0
post_filter_e_bh,0.2,250,250.0,0.0,0.029333333333333333,0.9866666666666667,4.195431698908538,1.0
tracklet_e_bh,0.05,75,25.0,43.30127018922193,0.0044444444444444444,0.9866666666666667,4.346457647879703,0.3333333333333333
tracklet_e_bh,0.05,100,33.333333333333336,57.735026918962575,0.006666666666666667,0.98,4.346457647879703,0.3333333333333333
tracklet_e_bh,0.05,125,38.666666666666664,66.9726312259966,0.008620689655172414,0.9827586206896551,2.7947335099486708,0.3333333333333333
tracklet_e_bh,0.05,150,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.05,175,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.05,200,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.05,250,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.1,75,75.0,0.0,0.008888888888888889,0.9911111111111112,7.708807421921345,1.0
tracklet_e_bh,0.1,100,100.0,0.0,0.016666666666666666,0.9833333333333334,6.696300065664238,1.0
tracklet_e_bh,0.1,125,118.33333333333333,11.547005383792516,0.02234920634920635,0.982984126984127,3.6844086483459755,1.0
tracklet_e_bh,0.1,150,100.0,86.60254037844386,0.015555555555555557,0.9866666666666667,3.8422735816643705,0.6666666666666666
tracklet_e_bh,0.1,175,106.33333333333333,93.38272502627738,0.02068783068783069,0.9787698412698413,1.7679371673188014,0.6666666666666666
tracklet_e_bh,0.1,200,66.66666666666667,115.47005383792515,0.01,0.975,2.1732288239398514,0.3333333333333333
tracklet_e_bh,0.1,250,83.33333333333333,144.33756729740645,0.011999999999999999,0.976,0.8880668623957302,0.3333333333333333
tracklet_e_bh,0.2,75,75.0,0.0,0.008888888888888889,0.9911111111111112,12.708807421921344,1.0
tracklet_e_bh,0.2,100,100.0,0.0,0.016666666666666666,0.9833333333333334,11.696300065664238,1.0
tracklet_e_bh,0.2,125,125.0,0.0,0.021333333333333333,0.984,7.960771587640224,1.0
tracklet_e_bh,0.2,150,150.0,0.0,0.02,0.9866666666666667,6.945297779029022,1.0
tracklet_e_bh,0.2,175,175.0,0.0,0.022857142857142854,0.9828571428571428,4.584732087528306,1.0
tracklet_e_bh,0.2,200,200.0,0.0,0.023333333333333334,0.985,4.464773441939492,1.0
tracklet_e_bh,0.2,250,250.0,0.0,0.029333333333333333,0.9866666666666667,3.5546463688768237,1.0
tracklet_p_bh,0.05,75,75.0,0.0,0.008888888888888889,0.9911111111111112,,1.0
tracklet_p_bh,0.05,100,100.0,0.0,0.016666666666666666,0.9833333333333334,,1.0
tracklet_p_bh,0.05,125,125.0,0.0,0.021333333333333333,0.984,,1.0
tracklet_p_bh,0.05,150,150.0,0.0,0.02,0.9866666666666667,,1.0
tracklet_p_bh,0.05,175,175.0,0.0,0.022857142857142854,0.9828571428571428,,1.0
tracklet_p_bh,0.05,200,200.0,0.0,0.023333333333333334,0.985,,1.0
tracklet_p_bh,0.05,250,250.0,0.0,0.029333333333333333,0.9866666666666667,,1.0
tracklet_p_bh,0.1,75,75.0,0.0,0.008888888888888889,0.9911111111111112,,1.0
tracklet_p_bh,0.1,100,100.0,0.0,0.016666666666666666,0.9833333333333334,,1.0
tracklet_p_bh,0.1,125,125.0,0.0,0.021333333333333333,0.984,,1.0
tracklet_p_bh,0.1,150,150.0,0.0,0.02,0.9866666666666667,,1.0
tracklet_p_bh,0.1,175,175.0,0.0,0.022857142857142854,0.9828571428571428,,1.0
tracklet_p_bh,0.1,200,200.0,0.0,0.023333333333333334,0.985,,1.0
tracklet_p_bh,0.1,250,250.0,0.0,0.029333333333333333,0.9866666666666667,,1.0
tracklet_p_bh,0.2,75,75.0,0.0,0.008888888888888889,0.9911111111111112,,1.0
tracklet_p_bh,0.2,100,100.0,0.0,0.016666666666666666,0.9833333333333334,,1.0
tracklet_p_bh,0.2,125,125.0,0.0,0.021333333333333333,0.984,,1.0
tracklet_p_bh,0.2,150,150.0,0.0,0.02,0.9866666666666667,,1.0
tracklet_p_bh,0.2,175,175.0,0.0,0.022857142857142854,0.9828571428571428,,1.0
tracklet_p_bh,0.2,200,200.0,0.0,0.023333333333333334,0.985,,1.0
tracklet_p_bh,0.2,250,250.0,0.0,0.029333333333333333,0.9866666666666667,,1.0
unmatched_as_false_block,0.05,75,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.05,100,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.05,125,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.05,150,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.05,175,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.05,200,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.05,250,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.1,75,25.0,43.30127018922193,0.004444444444444433,0.0,2.9807549857471685,0.3333333333333333
unmatched_as_false_block,0.1,100,33.333333333333336,57.735026918962575,0.006666666666666667,0.0,2.9807549857471685,0.3333333333333333
unmatched_as_false_block,0.1,125,38.666666666666664,66.9726312259966,0.0086206896551724,0.0086206896551724,2.2048929167816524,0.3333333333333333
unmatched_as_false_block,0.1,150,38.666666666666664,66.9726312259966,0.0086206896551724,0.0086206896551724,0.0497205029885492,0.3333333333333333
unmatched_as_false_block,0.1,175,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.1,200,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.1,250,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.2,75,75.0,0.0,0.008888888888888866,0.004444444444444433,4.909593939903466,1.0
unmatched_as_false_block,0.2,100,100.0,0.0,0.016666666666666666,0.006666666666666667,4.909593939903466,1.0
unmatched_as_false_block,0.2,125,125.0,0.0,0.021333333333333333,0.010666666666666666,3.072533775829985,1.0
unmatched_as_false_block,0.2,150,150.0,0.0,0.019999999999999966,0.011111111111111066,2.5119215703753857,1.0
unmatched_as_false_block,0.2,175,175.0,0.0,0.022857142857142798,0.009523809523809499,1.4451983046010903,1.0
unmatched_as_false_block,0.2,200,200.0,0.0,0.023333333333333334,0.011666666666666665,1.4451983046010903,1.0
unmatched_as_false_block,0.2,250,250.0,0.0,0.029333333333333333,0.018666666666666668,0.6545411517791923,1.0
