candidate_id,formula,composition_key,structure_matcher_status,matched_public_source,matched_public_id,pool_duplicate_status,keep_for_followup,evidence_status
pgcgm-91d9c209b4195aaf,YMoCl,ABC::Cl-Mo-Y,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-5f937ea39374e779,Rb4Y4N,AB4C4::N-Rb-Y,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-59cf79031b2e666d,Y(SiO)2,AB2C2::O-Si-Y,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-0ae3fe0bbd781d4d,RbNbNi,ABC::Nb-Ni-Rb,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-159e916e75f65d74,V(OsW)4,AB4C4::Os-V-W,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-04ad3d4939738d3a,Li(TiI2)4,AB4C8::I-Li-Ti,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-2ee0c174b5dc6fca,ReSbSe,ABC::Re-Sb-Se,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-55773d502dd05b19,AlMoPb,ABC::Al-Mo-Pb,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-3c27b5c7c936eea6,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-6aee8127b6b84703,Sr2HfTi2,AB2C2::Hf-Sr-Ti,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-0b3fb1d0a647b824,NbNiAs,ABC::As-Nb-Ni,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-23ae533039dfba8a,Tc(BiMo2)2,AB2C4::Bi-Mo-Tc,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-4f4bda49e538ccd8,Cs2Be4Re,AB2C4::Be-Cs-Re,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-1f5b931c171260d7,AgIrW,ABC::Ag-Ir-W,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-a5bcc236eab57d36,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-81fc2eeb38be4c91,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-13635680727da4dc,HgSbIr,ABC::Hg-Ir-Sb,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-57ba2c494e400ae4,Ca2Nb2Co,AB2C2::Ca-Co-Nb,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-25c15f3738924e1b,TaAl2P,ABC2::Al-P-Ta,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-e71834820b80e1f1,Mg2Au2O,AB2C2::Au-Mg-O,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-b7015e79ffd96106,Zr4Tl4Cu,AB4C4::Cu-Tl-Zr,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-f242e3aa5b545bb8,Sr2YCl,ABC2::Cl-Sr-Y,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-9dae20b14f26cf84,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-c067830a3607b024,CrCoGe,ABC::Co-Cr-Ge,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-8b37b8ec848706b9,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-ed704e3ddf0a5967,Ge(PtO)2,AB2C2::Ge-O-Pt,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-3a036e0cbfdf6368,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-965243861595b9b3,NaCr2P,ABC2::Cr-Na-P,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-66cea0cdf4211594,VFePt,ABC::Fe-Pt-V,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-ad539112c2255e5e,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-9c0e43778dc39c5e,BCN,ABC::B-C-N,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-f943b36a86e173ca,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-dfa8a3dd26b1b4e3,AsPbSe,ABC::As-Pb-Se,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-437c34fa35e5e6f8,BaBeIn,ABC::Ba-Be-In,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-64a0d24b2884898a,Cr(AgI)4,AB4C4::Ag-Cr-I,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-8ec258d3c9889fff,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-f282d0f0e71eb57e,NaNbTe,ABC::Na-Nb-Te,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-a910e8dc89637405,Zr4TcOs8,AB4C8::Os-Tc-Zr,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-334978449f50553a,Mg4Ti4Pb,AB4C4::Mg-Pb-Ti,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-3bce8ea3e859c9a9,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-05fb94c6eda3fa90,YSiO,ABC::O-Si-Y,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-f87d11540ec72e7c,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-7cd70eb3fb4f5fe0,Tc2NiB2,AB2C2::B-Ni-Tc,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-a8c6ef802c9689a4,V4HAu,ABC4::Au-H-V,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-be0a58efd14a564d,RbY2N2,AB2C2::N-Rb-Y,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-328e98e1e1ced6eb,SbMoPt,ABC::Mo-Pt-Sb,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-ca1c5341e064dad3,NaGa2Ru,ABC2::Ga-Na-Ru,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-7409ad09a98bf27b,Be4AlCu2,AB2C4::Al-Be-Cu,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-e983b58eeeb1219d,CaScNb,ABC::Ca-Nb-Sc,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-e87c0c5a9b877273,FeBO,ABC::B-Fe-O,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-157879d9465663f9,Co2Hg2W,AB2C2::Co-Hg-W,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-8cab17f40d213c69,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-26695f62d29c81e8,CdCN,ABC::C-Cd-N,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-fef3a7cd65026fc6,Tl4Cd4Mo,AB4C4::Cd-Mo-Tl,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-1c0476a7e0be7575,VTcGe,ABC::Ge-Tc-V,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-5f096d7d30b7ac18,Rb(CdCu)4,AB4C4::Cd-Cu-Rb,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-fd3fd9548744b3c4,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-cb853af0de04bab3,TiV2Cr,ABC2::Cr-Ti-V,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-4406f69c4a97ec9c,HfVNi,ABC::Hf-Ni-V,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-83d6ba6b861c4e96,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-c096fe4047b2e732,CsNaBe,ABC::Be-Cs-Na,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-58d44b2b43c4d93c,SiHgSe,ABC::Hg-Se-Si,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-a92eaa6f81a55b6a,Nb2V4W,AB2C4::Nb-V-W,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-0010be6188ee64ad,CaZrBi,ABC::Bi-Ca-Zr,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-704b7c9d72b51cbb,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-24ec016e671bb2b6,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-675c6050769f9ba4,Ta2BeSi4,AB2C4::Be-Si-Ta,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-98ea31fff614bf81,Ta(VN)2,AB2C2::N-Ta-V,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-5bd70ebbb4fd68b9,Mn(Mo2Au)2,AB2C4::Au-Mn-Mo,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-3994c2efa9dd9d85,TaAlRe,ABC::Al-Re-Ta,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-b32823434deab415,VHgI,ABC::Hg-I-V,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-10e4f2530bcf50a3,TlSiPt,ABC::Pt-Si-Tl,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-e9a04caa5eb46357,Ca4Hg4Mo,AB4C4::Ca-Hg-Mo,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-a4f59ee3c417fc1b,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-f75f7b0def004ac1,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-ce902eed50d28520,Ba4Nb2O,AB2C4::Ba-Nb-O,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-0ebd4df127f85a26,Rb(OsSe)2,AB2C2::Os-Rb-Se,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-24f736b2953fca77,BCN,ABC::B-C-N,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-754317923d9a1623,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-2d8b642adcd71227,Ca(NbCu)2,AB2C2::Ca-Cu-Nb,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-6d8f9e756efec0cc,Hf4GeIr4,AB4C4::Ge-Hf-Ir,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-235dac208ac07bce,Ta(CoAu)2,AB2C2::Au-Co-Ta,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-9fbcfd49fd188f7b,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-ebf9cfff9443209d,Ta2AlP4,AB2C4::Al-P-Ta,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-09d6cc91cd7a63d5,CsTaGa,ABC::Cs-Ga-Ta,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-e5c0279e8a506581,Ag4AsIr2,AB2C4::Ag-As-Ir,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-d2c9c29eab7adc19,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-7a549e08551be8cc,Y(MoCl)2,AB2C2::Cl-Mo-Y,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-e3d24db95fef6dc6,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-c4fa9f9434d66395,ScNbF2,ABC2::F-Nb-Sc,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-afc0f80279644593,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-fe34e9151c735cac,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-6fb71cfbdf58763c,Rb2Ga2Bi,AB2C2::Bi-Ga-Rb,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-15bd167484280660,TiAlTc,ABC::Al-Tc-Ti,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-c988ccdbd98b8fc9,CsLiTc,ABC::Cs-Li-Tc,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-cd4b8ac6370e0104,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-f77207bb49e6eb76,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-4e6d50894923d53b,MgHgMo,ABC::Hg-Mg-Mo,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-38e64e5fef4e9fb4,Zn2CdAg2,AB2C2::Ag-Cd-Zn,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-ac33aa8c1304b5bf,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-eab2e3283151d119,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-d64bc9cd2372c446,CrCdAs,ABC::As-Cd-Cr,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-24d636495f2b8b12,BaSiAg,ABC::Ag-Ba-Si,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-6309e1f0e15839aa,Si(TeW)2,AB2C2::Si-Te-W,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-1370d6427f61db07,Be2HgAs,ABC2::As-Be-Hg,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-cebc6aa4d10ccddd,Al2Cu2Pd,AB2C2::Al-Cu-Pd,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-8ca8a2284b307173,BeIrPb,ABC::Be-Ir-Pb,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-a55d7ac8bfd30195,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-10534e6da750aa46,Y2Cr2Au,AB2C2::Au-Cr-Y,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-e870c0c48c037cb0,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-12f7b761a5e93a1b,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-45655fc81a848043,CrPbW,ABC::Cr-Pb-W,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-186bdd38da94dba7,MgCdO,ABC::Cd-Mg-O,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-f71afdafcd918f9f,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-4efd2f436b6939d6,Zn2HIr2,AB2C2::H-Ir-Zn,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-9bfad316de593fa9,Cs(VCr)4,AB4C4::Cr-Cs-V,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-d6b22e08a50fb993,Fe4Au2Cl,AB2C4::Au-Cl-Fe,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-c9f78dedd6c27d49,LiZrMo,ABC::Li-Mo-Zr,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-42d0584c0fc0ae08,Ca(NbPt)4,AB4C4::Ca-Nb-Pt,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-f84aa68a8e16916e,IrSeS,ABC::Ir-S-Se,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-326c3a7674898b35,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-38af2f5b0a5f8a9b,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-d7684efda813ff0e,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-88de7c388c204a1e,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-da89ba20b9e8751e,InBiW,ABC::Bi-In-W,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-bebf887032d7fd21,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-9d2021158dfffcd5,GeB2F,ABC2::B-F-Ge,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-42172fe0d3e51ce5,TlCoRu,ABC::Co-Ru-Tl,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-3ab75347f8b67cba,SrCoN,ABC::Co-N-Sr,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-3ded67e5f71dd03c,NbBi4F8,AB4C8::Bi-F-Nb,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-8e73275bfaa301d0,Li2Sc2Rh,AB2C2::Li-Rh-Sc,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-028f203809f0d711,HgBiPt,ABC::Bi-Hg-Pt,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-c76971c1a1359258,Mg2NbSb2,AB2C2::Mg-Nb-Sb,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-552ab817edcc2f3d,CoTcTe,ABC::Co-Tc-Te,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-8b9ce6e2011a5de8,Mn(BiP)2,AB2C2::Bi-Mn-P,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-8716a818cea1b4f2,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-2eab1f930cb27618,CsOs2Ru,ABC2::Cs-Os-Ru,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-330c06c646f549b3,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-a44173fa04e18181,AlGaTe,ABC::Al-Ga-Te,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-c26df027be291cbc,Tl2MoSe2,AB2C2::Mo-Se-Tl,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-55dd75ad63e49c0c,BeAgB,ABC::Ag-B-Be,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-2ad2fef5f28aaf38,Cd(HIr2)2,AB2C4::Cd-H-Ir,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-14a331ec56e2df9f,Zn2SnPb2,AB2C2::Pb-Sn-Zn,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-a6906bafaa9826a8,NiTeBr,ABC::Br-Ni-Te,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-9eace578027c1325,TiAgHg,ABC::Ag-Hg-Ti,external_public_label_index_checked,,,unique_candidate_id,True,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-934c48c6ae3e7361,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-7bb3a7585a5db67c,,::,external_public_label_index_checked,,,unique_candidate_id,False,candidate_pool_public_label_excluded_pending_alignnff_scores
