candidate_id,source,formula,n_sites,block_id,stable_DFT,e_form_per_atom_mp2020_corrected,structure_ref,structure_sha256,chgnet_energy_per_atom,score_status,element_reference_energy_per_atom,predicted_formation_energy_proxy,frozen_model_score
wbm-1-32,WBM_step1_one_per_composition_family,Ag4 Ho2,6.0,2|Ag-Ho,False,-0.270427,step_1.json.bz2::entry_31,,-3.716419219970703,scored,-3.425633553534675,-0.2907856664360282,0.2907856664360282
wbm-1-36,WBM_step1_one_per_composition_family,Ag2 Hf1 In1,4.0,3|Ag-Hf,False,-0.032424,step_1.json.bz2::entry_35,,-4.618312358856201,scored,-4.602909850414876,-0.015402508441325402,0.015402508441325402
wbm-1-37,WBM_step1_one_per_composition_family,Ag2 In1 U1,4.0,3|Ag-In,False,0.203641,step_1.json.bz2::entry_36,,-4.699056148529053,scored,-4.9416319991391635,0.24257585061011078,-0.24257585061011078
wbm-1-38,WBM_step1_one_per_composition_family,Ag2 In1,3.0,2|Ag-In,False,-0.016905,step_1.json.bz2::entry_37,,-2.8338449001312256,scored,-2.8209030998763143,-0.012941800254911318,0.012941800254911318
wbm-1-41,WBM_step1_one_per_composition_family,Ag2 Bi1 La1,4.0,3|Ag-Bi,False,-0.352308,step_1.json.bz2::entry_40,,-4.021779537200928,scored,-3.614345310548278,-0.40743422665264983,0.40743422665264983
wbm-1-44,WBM_step1_one_per_composition_family,Ag2 La1 Pb1,4.0,3|Ag-La,False,-0.328958,step_1.json.bz2::entry_43,,-3.914025068283081,scored,-3.5860651592317634,-0.32795990905131767,0.32795990905131767
wbm-1-45,WBM_step1_one_per_composition_family,Ag2 La1,3.0,2|Ag-La,False,-0.240569,step_1.json.bz2::entry_44,,-3.7462387084960938,scored,-3.5383858162058606,-0.20785289229023318,0.20785289229023318
wbm-1-47,WBM_step1_one_per_composition_family,Ag2 Lu1 Tl1,4.0,3|Ag-Lu,False,-0.189561,step_1.json.bz2::entry_46,,-3.3871445655822754,scored,-3.1560843916793826,-0.2310601739028928,0.2310601739028928
wbm-1-48,WBM_step1_one_per_composition_family,Ag4 Lu2,6.0,2|Ag-Lu,False,-0.24925,step_1.json.bz2::entry_47,,-3.689640998840332,scored,-3.4058624519605143,-0.28377854687981774,0.28377854687981774
wbm-1-49,WBM_step1_one_per_composition_family,Ag2 Nd1,3.0,2|Ag-Nd,False,-0.260741,step_1.json.bz2::entry_48,,-3.6655561923980713,scored,-3.48231366712133,-0.18324252527674112,0.18324252527674112
wbm-1-52,WBM_step1_one_per_composition_family,Ag4 Pb2,6.0,2|Ag-Pb,False,0.030763,step_1.json.bz2::entry_51,,-3.0667996406555176,scored,-3.1386872850008936,0.07188764434537598,-0.07188764434537598
wbm-1-53,WBM_step1_one_per_composition_family,Ag2 Pr1,3.0,2|Ag-Pr,False,-0.246383,step_1.json.bz2::entry_52,,-3.6618518829345703,scored,-3.4860854641845567,-0.17576641875001364,0.17576641875001364
wbm-1-55,WBM_step1_one_per_composition_family,Ag2 Pu1,3.0,2|Ag-Pu,False,0.022005,step_1.json.bz2::entry_54,,-6.5078816413879395,scored,-6.537545397719158,0.029663756331218316,-0.029663756331218316
wbm-1-58,WBM_step1_one_per_composition_family,Ag2 Sm1,3.0,2|Ag-Sm,True,-0.285644,step_1.json.bz2::entry_57,,-3.6854491233825684,scored,-3.459510107254359,-0.22593901612820932,0.22593901612820932
wbm-1-67,WBM_step1_one_per_composition_family,Ag2 Np1 Sn1,4.0,3|Ag-Np,False,0.118305,step_1.json.bz2::entry_66,,-5.458224773406982,scored,-5.658017195865127,0.19979242245814444,-0.19979242245814444
wbm-1-68,WBM_step1_one_per_composition_family,Ag2 Pr1 Sn1,4.0,3|Ag-Pr,False,-0.38724,step_1.json.bz2::entry_67,,-3.9993724822998047,scored,-3.6193684735927154,-0.3800040087070893,0.3800040087070893
wbm-1-69,WBM_step1_one_per_composition_family,Ag2 Sn1 Ta1,4.0,3|Ag-Sn,False,0.593253,step_1.json.bz2::entry_68,,-4.930874824523926,scored,-5.408617742926234,0.4777429184023081,-0.4777429184023081
wbm-1-71,WBM_step1_one_per_composition_family,Ag2 Ba1 Sn1 Te4,8.0,4|Ag-Ba,False,-0.752751,step_1.json.bz2::entry_70,,-3.780911922454834,scored,-3.043763100841389,-0.7371488216134452,0.7371488216134452
wbm-1-75,WBM_step1_one_per_composition_family,Ag6 Sn3,9.0,2|Ag-Sn,False,0.038905,step_1.json.bz2::entry_74,,-3.1827290058135986,scored,-3.235392056170134,0.05266305035653529,-0.05266305035653529
wbm-1-77,WBM_step1_one_per_composition_family,Ag2 Ta1 Tl1,4.0,3|Ag-Ta,False,0.682621,step_1.json.bz2::entry_76,,-4.440309524536133,scored,-5.005500920180933,0.5651913956448,-0.5651913956448
wbm-1-78,WBM_step1_one_per_composition_family,Ag2 Ta1,3.0,2|Ag-Ta,False,0.284883,step_1.json.bz2::entry_77,,-5.629228115081787,scored,-5.871751156629248,0.24252304154746085,-0.24252304154746085
wbm-1-79,WBM_step1_one_per_composition_family,Ag4 Tb2,6.0,2|Ag-Tb,False,-0.278423,step_1.json.bz2::entry_78,,-3.736631393432617,scored,-3.441055616015549,-0.295575777417068,0.295575777417068
wbm-1-80,WBM_step1_one_per_composition_family,Ag8 Te4,12.0,2|Ag-Te,False,-0.197751,step_1.json.bz2::entry_79,,-3.096031904220581,scored,-2.9537629887535832,-0.14226891546699783,0.14226891546699783
wbm-1-82,WBM_step1_one_per_composition_family,Ag2 Th1,3.0,2|Ag-Th,False,-0.069002,step_1.json.bz2::entry_81,,-4.4323248863220215,scored,-4.386553820166594,-0.04577106615542714,0.04577106615542714
wbm-1-86,WBM_step1_one_per_composition_family,Ag2 Pu1 Tl1,4.0,3|Ag-Pu,False,0.05655,step_1.json.bz2::entry_85,,-5.451190948486328,scored,-5.504846600998365,0.0536556525120373,-0.0536556525120373
wbm-1-87,WBM_step1_one_per_composition_family,Ag2 Th1 Tl1,4.0,3|Ag-Th,False,-0.111719,step_1.json.bz2::entry_86,,-3.968893051147461,scored,-3.891602917833942,-0.07729013331351897,0.07729013331351897
wbm-1-88,WBM_step1_one_per_composition_family,Ag2 Tl1 U1,4.0,3|Ag-Tl,False,0.333456,step_1.json.bz2::entry_87,,-4.501033306121826,scored,-4.849381893614227,0.34834858749240105,-0.34834858749240105
wbm-1-90,WBM_step1_one_per_composition_family,Ag4 Tm2,6.0,2|Ag-Tm,False,-0.260945,step_1.json.bz2::entry_89,,-3.6731820106506348,scored,-3.3856583857084153,-0.2875236249422195,0.2875236249422195
wbm-1-91,WBM_step1_one_per_composition_family,Ag2 U1,3.0,2|Ag-U,False,0.304974,step_1.json.bz2::entry_90,,-5.505234241485596,scored,-5.663592454540307,0.15835821305471143,-0.15835821305471143
wbm-1-94,WBM_step1_one_per_composition_family,Ac1 Ag3,4.0,2|Ac-Ag,False,-0.151852,step_1.json.bz2::entry_93,,-3.3216614723205566,scored,-3.1583427674894047,-0.16331870483115196,0.16331870483115196
wbm-1-100,WBM_step1_one_per_composition_family,Ag3 Cd1,4.0,2|Ag-Cd,False,-0.025702,step_1.json.bz2::entry_99,,-2.3819265365600586,scored,-2.3620330992891385,-0.019893437270920078,0.019893437270920078
wbm-1-104,WBM_step1_one_per_composition_family,Ag6 Gd2,8.0,2|Ag-Gd,False,-0.202405,step_1.json.bz2::entry_103,,-5.904939651489258,scored,-5.652671107508416,-0.25226854398084164,0.25226854398084164
wbm-1-109,WBM_step1_one_per_composition_family,Ag3 Ir1,4.0,2|Ag-Ir,False,0.417445,step_1.json.bz2::entry_108,,-3.986572265625,scored,-4.353093188015201,0.36652092239020106,-0.36652092239020106
wbm-1-114,WBM_step1_one_per_composition_family,Ag6 Np2,8.0,2|Ag-Np,False,0.232135,step_1.json.bz2::entry_113,,-5.060212135314941,scored,-5.364082653747479,0.30387051843253765,-0.30387051843253765
wbm-1-119,WBM_step1_one_per_composition_family,Ag3 Pt1,4.0,2|Ag-Pt,False,0.020439,step_1.json.bz2::entry_118,,-3.6190972328186035,scored,-3.665744742751545,0.04664750993294131,-0.04664750993294131
wbm-1-126,WBM_step1_one_per_composition_family,Ag3 Tl1,4.0,2|Ag-Tl,False,0.095952,step_1.json.bz2::entry_125,,-2.650841236114502,scored,-2.7342970527189503,0.08345581660444834,-0.08345581660444834
wbm-1-144,WBM_step1_one_per_composition_family,Ag4 Yb1,5.0,2|Ag-Yb,False,-0.251825,step_1.json.bz2::entry_143,,-2.8125104904174805,scored,-2.577052007182304,-0.23545848323517626,0.23545848323517626
wbm-1-159,WBM_step1_one_per_composition_family,Ag2 Ba2,4.0,2|Ag-Ba,False,-0.278768,step_1.json.bz2::entry_158,,-2.662107467651367,scored,-2.395043386648575,-0.267064081002792,0.267064081002792
wbm-1-215,WBM_step1_one_per_composition_family,Ag1 Eu2 Ir1,4.0,3|Ag-Eu,False,-0.312963,step_1.json.bz2::entry_214,,-8.36833381652832,scored,-8.05620435305725,-0.31212946347107007,0.31212946347107007
wbm-1-220,WBM_step1_one_per_composition_family,Ag2 Gd2 Pb2,6.0,3|Ag-Gd,True,-0.427609,step_1.json.bz2::entry_219,,-7.323451042175293,scored,-6.884276317216642,-0.43917472495865084,0.43917472495865084
wbm-1-228,WBM_step1_one_per_composition_family,Ag1 Hg2 Np1,4.0,3|Ag-Hg,False,0.497262,step_1.json.bz2::entry_227,,-3.871551275253296,scored,-4.098366051448789,0.22681477619549284,-0.22681477619549284
wbm-1-244,WBM_step1_one_per_composition_family,Ag2 I4 Pb2,8.0,3|Ag-I,False,-0.397639,step_1.json.bz2::entry_243,,-2.853719711303711,scored,-2.3885628378493036,-0.46515687345440737,0.46515687345440737
wbm-1-280,WBM_step1_one_per_composition_family,Ag1 Ir1 Np2,4.0,3|Ag-Ir,False,0.155055,step_1.json.bz2::entry_279,,-9.153741836547852,scored,-9.394299828816951,0.24055799226909969,-0.24055799226909969
wbm-1-284,WBM_step1_one_per_composition_family,Ag4 I4,8.0,2|Ag-I,False,-0.407999,step_1.json.bz2::entry_283,,-2.544696807861328,scored,-2.167156874108587,-0.377539933752741,0.377539933752741
wbm-1-302,WBM_step1_one_per_composition_family,Ag1 Nd2 Os1,4.0,3|Ag-Nd,False,-0.10737,step_1.json.bz2::entry_301,,-6.0044403076171875,scored,-5.920650774362669,-0.08378953325451821,0.08378953325451821
wbm-1-306,WBM_step1_one_per_composition_family,Ag1 Os1 Pu2,4.0,3|Ag-Os,False,0.065135,step_1.json.bz2::entry_305,,-10.297123908996582,scored,-10.503498370259411,0.2063744612628291,-0.2063744612628291
wbm-1-310,WBM_step1_one_per_composition_family,Ag3 Pb3 Pu3,9.0,3|Ag-Pb,False,-0.06635,step_1.json.bz2::entry_309,,-6.968286037445068,scored,-6.832753349373446,-0.13553268807162233,0.13553268807162233
wbm-1-315,WBM_step1_one_per_composition_family,Ag1 Pm1,2.0,2|Ag-Pm,True,-0.281143,step_1.json.bz2::entry_314,,-4.080750465393066,scored,-3.8281118054602654,-0.252638659932801,0.252638659932801
wbm-1-332,WBM_step1_one_per_composition_family,Ag2 Sb4 Sm2,8.0,3|Ag-Sb,True,-0.76065,step_1.json.bz2::entry_331,,-4.689873695373535,scored,-3.9349369268762144,-0.7549367684973207,0.7549367684973207
wbm-1-337,WBM_step1_one_per_composition_family,Ag4 Sb8,12.0,2|Ag-Sb,False,0.005625,step_1.json.bz2::entry_336,,-3.644120454788208,scored,-3.682725350811663,0.03860489602345485,-0.03860489602345485
wbm-1-366,WBM_step1_one_per_composition_family,Ag2 Sm2 Sn2,6.0,3|Ag-Sm,True,-0.619846,step_1.json.bz2::entry_365,,-4.447436332702637,scored,-3.8514228300778877,-0.5960135026247491,0.5960135026247491
wbm-1-387,WBM_step1_one_per_composition_family,Ag1 Tb2 Tl1,4.0,3|Ag-Tb,True,-0.341265,step_1.json.bz2::entry_386,,-3.951829195022583,scored,-3.630661476722367,-0.3211677183002162,0.3211677183002162
wbm-1-412,WBM_step1_one_per_composition_family,Ag1 Pm1 Te2,4.0,3|Ag-Pm,True,-0.899679,step_1.json.bz2::entry_411,,-4.477558135986328,scored,-3.5012210525139027,-0.9763370834724254,0.9763370834724254
wbm-1-415,WBM_step1_one_per_composition_family,Ag2 Pt2 Te4,8.0,3|Ag-Pt,False,-0.346073,step_1.json.bz2::entry_414,,-4.191323757171631,scored,-3.831170225862013,-0.360153531309618,0.360153531309618
wbm-1-422,WBM_step1_one_per_composition_family,Ag2 Te4 Th2,8.0,3|Ag-Te,False,-0.875583,step_1.json.bz2::entry_421,,-5.120419502258301,scored,-4.166210681572064,-0.9542088206862367,0.9542088206862367
wbm-1-451,WBM_step1_one_per_composition_family,Ag2 Cs2 Hf2 Te6,12.0,4|Ag-Cs,True,-0.992037,step_1.json.bz2::entry_450,,-4.826478004455566,scored,-3.8766511533262733,-0.9498268511292931,0.9498268511292931
wbm-1-483,WBM_step1_one_per_composition_family,Al11 Ba1,12.0,2|Al-Ba,False,0.081945,step_1.json.bz2::entry_482,,-3.5830342769622803,scored,-3.6283974926481473,0.04536321568586699,-0.04536321568586699
wbm-1-484,WBM_step1_one_per_composition_family,Ag3 Al2 Ce1,6.0,3|Ag-Al,False,-0.183038,step_1.json.bz2::entry_483,,-3.889479398727417,scored,-3.6689558532879576,-0.2205235454394594,0.2205235454394594
wbm-1-504,WBM_step1_one_per_composition_family,Ag2 Al4,6.0,2|Ag-Al,False,0.04031,step_1.json.bz2::entry_503,,-3.361748456954956,scored,-3.468684776074761,0.10693631911980495,-0.10693631911980495
wbm-1-506,WBM_step1_one_per_composition_family,Al2 As2 Ba1,5.0,3|Al-As,False,-0.483136,step_1.json.bz2::entry_505,,-4.452348232269287,scored,-3.777178285729357,-0.6751699465399299,0.6751699465399299
wbm-1-510,WBM_step1_one_per_composition_family,Al2 As1,3.0,2|Al-As,False,0.220044,step_1.json.bz2::entry_509,,-3.923475503921509,scored,-4.083643163928986,0.1601676600074775,-0.1601676600074775
wbm-1-511,WBM_step1_one_per_composition_family,Al2 Au3,5.0,2|Al-Au,False,-0.321651,step_1.json.bz2::entry_510,,-3.7909600734710693,scored,-3.484388985262484,-0.30657108820858525,0.30657108820858525
wbm-1-512,WBM_step1_one_per_composition_family,Al2 Ba3 Pb2,7.0,3|Al-Ba,False,-0.429404,step_1.json.bz2::entry_511,,-3.406440019607544,scored,-2.980086241621179,-0.42635377798636487,0.42635377798636487
wbm-1-517,WBM_step1_one_per_composition_family,Al2 Bi1,3.0,2|Al-Bi,False,0.291938,step_1.json.bz2::entry_516,,-3.48555064201355,scored,-3.8015995961510693,0.31604895413751954,-0.31604895413751954
wbm-1-519,WBM_step1_one_per_composition_family,Al2 Br8 Pd1,11.0,3|Al-Br,True,-1.36842,step_1.json.bz2::entry_518,,-3.6408753395080566,scored,-2.2886300382654374,-1.3522453012426192,1.3522453012426192
wbm-1-521,WBM_step1_one_per_composition_family,Al4 Ca4 I2,10.0,3|Al-Ca,False,-0.74738,step_1.json.bz2::entry_520,,-3.3389997482299805,scored,-2.605777019892156,-0.7332227283378243,0.7332227283378243
wbm-1-524,WBM_step1_one_per_composition_family,Ac1 Al2 Ca1,4.0,3|Ac-Al,False,-0.202556,step_1.json.bz2::entry_523,,-3.555387020111084,scored,-3.413311477412937,-0.14207554269814704,0.14207554269814704
wbm-1-526,WBM_step1_one_per_composition_family,Al4 Au2 Ca2,8.0,3|Al-Au,True,-0.569636,step_1.json.bz2::entry_525,,-3.7619011402130127,scored,-3.209192370886381,-0.5527087693266317,0.5527087693266317
wbm-1-545,WBM_step1_one_per_composition_family,Al2 Ca1,3.0,2|Al-Ca,False,-0.254473,step_1.json.bz2::entry_544,,-3.3832077980041504,scored,-3.183437613244648,-0.19977018475950237,0.19977018475950237
wbm-1-550,WBM_step1_one_per_composition_family,Al2 Cd2 La1,5.0,3|Al-Cd,False,-0.269849,step_1.json.bz2::entry_549,,-3.109868049621582,scored,-2.865232514207105,-0.2446355354144769,0.2446355354144769
wbm-1-558,WBM_step1_one_per_composition_family,Al2 Ce1 Ir3,6.0,3|Al-Ce,False,-0.837651,step_1.json.bz2::entry_557,,-7.507969379425049,scored,-6.6881835626251505,-0.8197858167998984,0.8197858167998984
wbm-1-559,WBM_step1_one_per_composition_family,Al2 Ce1,3.0,2|Al-Ce,False,-0.410617,step_1.json.bz2::entry_558,,-4.860238075256348,scored,-4.494432373229309,-0.3658057020270382,0.3658057020270382
wbm-1-561,WBM_step1_one_per_composition_family,Al4 Cl2 La4,10.0,3|Al-Cl,False,-1.072765,step_1.json.bz2::entry_560,,-4.907456874847412,scored,-3.8544906774626653,-1.0529661973847468,1.0529661973847468
wbm-1-562,WBM_step1_one_per_composition_family,Al2 Co2 Se5,9.0,3|Al-Co,False,-0.702786,step_1.json.bz2::entry_561,,-5.0642924308776855,scored,-4.372572894085687,-0.6917195367919984,0.6917195367919984
wbm-1-594,WBM_step1_one_per_composition_family,Al2 Co1,3.0,2|Al-Co,False,-0.423483,step_1.json.bz2::entry_593,,-5.330438613891602,scored,-4.8978148504463705,-0.432623763445231,0.432623763445231
wbm-1-602,WBM_step1_one_per_composition_family,Al2 Cr1 Ir1,4.0,3|Al-Cr,False,-0.556497,step_1.json.bz2::entry_601,,-7.055483341217041,scored,-6.531030890210486,-0.5244524510065549,0.5244524510065549
wbm-1-606,WBM_step1_one_per_composition_family,Al2 Cr1,3.0,2|Al-Cr,False,-0.070734,step_1.json.bz2::entry_605,,-5.835521221160889,scored,-5.747396269606985,-0.08812495155390376,0.08812495155390376
wbm-1-612,WBM_step1_one_per_composition_family,Al2 Cu3 La1,6.0,3|Al-Cu,False,-0.30675,step_1.json.bz2::entry_611,,-4.48112678527832,scored,-4.1306026746785545,-0.35052411059976585,0.35052411059976585
wbm-1-627,WBM_step1_one_per_composition_family,Al2 Dy1 Pt3,6.0,3|Al-Dy,False,-1.076195,step_1.json.bz2::entry_626,,-6.148930072784424,scored,-5.0926152983470665,-1.0563147744373573,1.0563147744373573
wbm-1-628,WBM_step1_one_per_composition_family,Al8 Dy4,12.0,2|Al-Dy,False,-0.506634,step_1.json.bz2::entry_627,,-4.54836893081665,scored,-4.052689625727767,-0.495679305088883,0.495679305088883
wbm-1-629,WBM_step1_one_per_composition_family,Al2 Er1 Pt3,6.0,3|Al-Er,False,-1.063581,step_1.json.bz2::entry_628,,-6.12675142288208,scored,-5.088618487453329,-1.0381329354287514,1.0381329354287514
wbm-1-630,WBM_step1_one_per_composition_family,Al8 Er4,12.0,2|Al-Er,False,-0.497745,step_1.json.bz2::entry_629,,-4.525990009307861,scored,-4.044696003940293,-0.4812940053675687,0.4812940053675687
wbm-1-631,WBM_step1_one_per_composition_family,Al4 Eu2,6.0,2|Al-Eu,False,-0.371518,step_1.json.bz2::entry_630,,-6.251461029052734,scored,-5.937425552769461,-0.3140354762832738,0.3140354762832738
wbm-1-632,WBM_step1_one_per_composition_family,Al2 Fe2 La1,5.0,3|Al-Fe,False,-0.157096,step_1.json.bz2::entry_631,,-6.0397820472717285,scored,-5.896651172719742,-0.1431308745519866,0.1431308745519866
wbm-1-652,WBM_step1_one_per_composition_family,Al2 Fe1,3.0,2|Al-Fe,True,-0.352923,step_1.json.bz2::entry_651,,-5.626751899719238,scored,-5.3529386794253355,-0.27381322029390276,0.27381322029390276
wbm-1-663,WBM_step1_one_per_composition_family,Al2 Ga2 Ho1,5.0,3|Al-Ga,False,-0.359066,step_1.json.bz2::entry_662,,-4.05049467086792,scored,-3.65123445509232,-0.3992602157756,0.3992602157756
wbm-1-684,WBM_step1_one_per_composition_family,Al8 Gd4,12.0,2|Al-Gd,False,-0.51344,step_1.json.bz2::entry_683,,-7.70849609375,scored,-7.214273808290509,-0.4942222854594913,0.4942222854594913
wbm-1-688,WBM_step1_one_per_composition_family,Al2 Eu3 Ge2,7.0,3|Al-Eu,False,-0.434804,step_1.json.bz2::entry_687,,-7.283479690551758,scored,-6.793675976526716,-0.48980371402504197,0.48980371402504197
wbm-1-690,WBM_step1_one_per_composition_family,Al2 Ge2 La1,5.0,3|Al-Ge,False,-0.406103,step_1.json.bz2::entry_689,,-4.806743621826172,scored,-4.346965125463855,-0.4597784963623166,0.4597784963623166
wbm-1-703,WBM_step1_one_per_composition_family,Al8 Ge4,12.0,2|Al-Ge,False,0.105278,step_1.json.bz2::entry_702,,-3.882239818572998,scored,-4.06153364004543,0.17929382147243178,-0.17929382147243178
wbm-1-704,WBM_step1_one_per_composition_family,Al8 Hf4,12.0,2|Al-Hf,False,-0.425168,step_1.json.bz2::entry_703,,-6.225817680358887,scored,-5.837168365636079,-0.38864931472280784,0.38864931472280784
wbm-1-707,WBM_step1_one_per_composition_family,Al2 Ho1 Pt3,6.0,3|Al-Ho,False,-1.070204,step_1.json.bz2::entry_706,,-6.138864040374756,scored,-5.091689983614598,-1.0471740567601575,1.0471740567601575
wbm-1-708,WBM_step1_one_per_composition_family,Al8 Ho4,12.0,2|Al-Ho,False,-0.502789,step_1.json.bz2::entry_707,,-4.532223701477051,scored,-4.050838996262831,-0.4813847052142197,0.4813847052142197
wbm-1-713,WBM_step1_one_per_composition_family,Al4 Gd4 I2,10.0,3|Al-Gd,True,-0.762666,step_1.json.bz2::entry_712,,-8.224472999572754,scored,-7.442780453947189,-0.7816925456255648,0.7816925456255648
wbm-1-715,WBM_step1_one_per_composition_family,Al4 I2 Lu4,10.0,3|Al-I,False,-0.584056,step_1.json.bz2::entry_714,,-4.249396324157715,scored,-3.6229333576249827,-0.6264629665327321,0.6264629665327321
wbm-1-717,WBM_step1_one_per_composition_family,Al2 In2 La1,5.0,3|Al-In,False,-0.222513,step_1.json.bz2::entry_716,,-3.8822197914123535,scored,-3.6084550085347025,-0.27376478287765105,0.27376478287765105
wbm-1-719,WBM_step1_one_per_composition_family,Al2 Hf1 In1,4.0,3|Al-Hf,False,0.199361,step_1.json.bz2::entry_718,,-5.159026145935059,scored,-5.0718139324609925,-0.08721221347406605,0.08721221347406605
wbm-1-721,WBM_step1_one_per_composition_family,Al4 In2,6.0,2|Al-In,False,0.168395,step_1.json.bz2::entry_720,,-3.266258478164673,scored,-3.44610854260447,0.17985006443979712,-0.17985006443979712
wbm-1-724,WBM_step1_one_per_composition_family,Al2 Ir1 Pt1,4.0,3|Al-Ir,False,-0.882912,step_1.json.bz2::entry_723,,-6.5614237785339355,scored,-5.644262679466259,-0.9171610990676768,0.9171610990676768
wbm-1-725,WBM_step1_one_per_composition_family,Al2 Ir1,3.0,2|Al-Ir,False,-0.718524,step_1.json.bz2::entry_724,,-6.252943515777588,scored,-5.481503248966223,-0.7714402668113651,0.7714402668113651
wbm-1-739,WBM_step1_one_per_composition_family,Al2 La1,3.0,2|Al-La,False,-0.457413,step_1.json.bz2::entry_738,,-4.615917682647705,scored,-4.163591258934016,-0.45232642371368925,0.45232642371368925
wbm-1-741,WBM_step1_one_per_composition_family,Al2 Lu1 Pt3,6.0,3|Al-Lu,False,-1.037706,step_1.json.bz2::entry_740,,-6.102683067321777,scored,-5.081804432827518,-1.0208786344942595,1.0208786344942595
wbm-1-742,WBM_step1_one_per_composition_family,Al8 Lu4,12.0,2|Al-Lu,False,-0.473506,step_1.json.bz2::entry_741,,-4.482642650604248,scored,-4.03106789468867,-0.45157475591557805,0.45157475591557805
