material_id,formula,n_sites,e_form_per_atom_mp2020_corrected,e_above_hull_mp2020_corrected_ppd_mp,wyckoff_spglib,unique_prototype,parent_e_above_hull,chemical_system,n_elements,first_two_elements,composition_family_pair,composition_family_anchor,wyckoff_family
wbm-1-21716,Gd2 I4,6.0,-1.465432,-1.374341,AB2_tP6_136_a_f:Gd-I,True,-1.374341,Gd-I,2,Gd-I,2|Gd-I,2|Gd,AB2_tP6_136_a
wbm-1-45469,Br2 Er2 P1,5.0,-2.014469,-1.191717,A2B2C_hP5_164_d_d_a:Br-Er-P,True,-1.191717,Br-Er-P,3,Br-Er,3|Br-Er,3|Br,A2B2C_hP5_164_d_d
wbm-1-21905,Ba1 Gd2 I8,11.0,-1.7204,-1.102237,AB2C8_mC22_12_a_h_gij:Ba-Gd-I,True,-1.102237,Ba-Gd-I,3,Ba-Gd,3|Ba-Gd,3|Ba,AB2C8_mC22_12_a_h
wbm-1-57662,Gd2 I2 Te1,5.0,-1.550877,-0.847165,A2B2C_hR15_166_c_c_a:Gd-I-Te,True,-0.847165,Gd-I-Te,3,Gd-I,3|Gd-I,3|Gd,A2B2C_hR15_166_c_c
wbm-1-21845,Ba2 Gd2 I8,12.0,-1.810481,-0.722716,ABC4_mC24_15_e_e_2f:Ba-Gd-I,True,-0.722716,Ba-Gd-I,3,Ba-Gd,3|Ba-Gd,3|Ba,ABC4_mC24_15_e_e_2f
wbm-1-18634,Br3 Er3 Ga1,7.0,-1.465191,-0.72204,A3B3C_cP7_221_c_d_a:Br-Er-Ga,True,-0.72204,Br-Er-Ga,3,Br-Er,3|Br-Er,3|Br,A3B3C_cP7_221_c_d
wbm-1-7588,C1 N2 Yb1,4.0,-1.169371,-0.506324,AB2C_hR12_166_a_c_b:C-N-Yb,True,-0.506324,C-N-Yb,3,C-N,3|C-N,3|C,AB2C_hR12_166_a_c
wbm-1-16339,F6 Se1,7.0,-1.965931,-0.485184,A6B_cI14_229_e_a:F-Se,True,-0.485184,F-Se,2,F-Se,2|F-Se,2|F,A6B_cI14_229_e
wbm-1-45681,Cu2 P2 Yb2,6.0,-0.981913,-0.48504,ABC_hP6_194_c_d_a:Cu-P-Yb,True,-0.48504,Cu-P-Yb,3,Cu-P,3|Cu-P,3|Cu,ABC_hP6_194_c_d
wbm-1-16338,F6 Se1,7.0,-1.961307,-0.480559,A6B_hR21_148_f_a:F-Se,True,-0.480559,F-Se,2,F-Se,2|F-Se,2|F,A6B_hR21_148_f
wbm-1-5975,Be1 Pt1,2.0,-0.748042,-0.47106,AB_cP2_221_a_b:Be-Pt,True,-0.47106,Be-Pt,2,Be-Pt,2|Be-Pt,2|Be,AB_cP2_221_a
wbm-1-7396,C1 Gd4 I5,10.0,-1.335166,-0.457468,AB4C5_mC20_12_a_2i_c2i:C-Gd-I,True,-0.457468,C-Gd-I,3,C-Gd,3|C-Gd,3|C,AB4C5_mC20_12_a_2i_c2i
wbm-1-45829,I1 P1 Yb2,4.0,-1.5491,-0.438493,ABC2_hR12_166_a_b_c:I-P-Yb,True,-0.438493,I-P-Yb,3,I-P,3|I-P,3|I,ABC2_hR12_166_a_b
wbm-1-44497,O1 P2 Yb4,7.0,-1.909651,-0.438474,AB2C4_tI14_139_a_e_ce:O-P-Yb,True,-0.438474,O-P-Yb,3,O-P,3|O-P,3|O,AB2C4_tI14_139_a_e
wbm-1-48434,I6 Ru2,8.0,-0.407717,-0.407742,A3B_mC16_12_ij_g:I-Ru,True,-0.407742,I-Ru,2,I-Ru,2|I-Ru,2|I,A3B_mC16_12_ij
wbm-1-10447,Cl8 Mn2,10.0,-1.299111,-0.40207,A4B_mP10_13_2g_e:Cl-Mn,True,-0.40207,Cl-Mn,2,Cl-Mn,2|Cl-Mn,2|Cl,A4B_mP10_13_2g
wbm-1-50669,I4 S4,8.0,-0.398578,-0.39857,AB_aP8_2_2i_2i:I-S,True,-0.39857,I-S,2,I-S,2|I-S,2|I,AB_aP8_2_2i_2i
wbm-1-46501,P6 Yb6,12.0,-1.13152,-0.397553,AB_hP12_189_eh_fg:P-Yb,True,-0.397553,P-Yb,2,P-Yb,2|P-Yb,2|P,AB_hP12_189_eh
wbm-1-45828,I1 P1 Yb2,4.0,-1.507654,-0.397047,ABC2_hR12_160_a_a_2a:I-P-Yb,True,-0.397047,I-P-Yb,3,I-P,3|I-P,3|I,ABC2_hR12_160_a_a_2a
wbm-1-50670,I4 S4,8.0,-0.394205,-0.394197,AB_oC16_41_b_b:I-S,True,-0.394197,I-S,2,I-S,2|I-S,2|I,AB_oC16_41_b
wbm-1-56045,Ir4 Sm2,6.0,-0.757147,-0.389356,A2B_cF24_227_c_b:Ir-Sm,True,-0.389356,Ir-Sm,2,Ir-Sm,2|Ir-Sm,2|Ir,A2B_cF24_227_c
wbm-1-15179,F3 Tm1,4.0,-4.498874,-0.376145,A3B_cP4_221_c_b:F-Tm,True,-0.376145,F-Tm,2,F-Tm,2|F-Tm,2|F,A3B_cP4_221_c
wbm-1-5972,Be1 Pt2,3.0,-0.558729,-0.374064,AB2_tI6_139_a_e:Be-Pt,True,-0.374064,Be-Pt,2,Be-Pt,2|Be-Pt,2|Be,AB2_tI6_139_a
wbm-1-38113,As8 O24 Rb8,40.0,-1.936772,-0.37005,AB3C_mP40_14_2e_6e_2e:As-O-Rb,True,-0.37005,As-O-Rb,3,As-O,3|As-O,3|As,AB3C_mP40_14_2e_6e_2e
wbm-1-38114,As4 O12 Rb4,20.0,-1.927969,-0.361248,AB3C_oP20_62_c_cd_c:As-O-Rb,True,-0.361248,As-O-Rb,3,As-O,3|As-O,3|As,AB3C_oP20_62_c_cd
wbm-1-38112,As4 O12 Rb4,20.0,-1.923309,-0.356587,AB3C_mP20_14_e_3e_e:As-O-Rb,True,-0.356587,As-O-Rb,3,As-O,3|As-O,3|As,AB3C_mP20_14_e_3e
wbm-1-5690,Be2 P2 Yb1,5.0,-0.77109,-0.35641,A2B2C_hP5_164_d_d_a:Be-P-Yb,True,-0.35641,Be-P-Yb,3,Be-P,3|Be-P,3|Be,A2B2C_hP5_164_d_d
wbm-1-5974,Be4 Pt4,8.0,-0.625829,-0.348848,AB_cP8_198_a_a:Be-Pt,True,-0.348848,Be-Pt,2,Be-Pt,2|Be-Pt,2|Be,AB_cP8_198_a
wbm-1-19223,Gd2 Ir2,4.0,-0.734962,-0.348029,AB_tP2_123_a_d:Gd-Ir,True,-0.348029,Gd-Ir,2,Gd-Ir,2|Gd-Ir,2|Gd,AB_tP2_123_a
wbm-1-38115,As2 O6 Rb2,10.0,-1.914159,-0.347437,AB3C_oC20_40_b_a2b_b:As-O-Rb,True,-0.347437,As-O-Rb,3,As-O,3|As-O,3|As,AB3C_oC20_40_b_a2b
wbm-1-45452,Ag3 P3 Yb3,9.0,-0.841141,-0.346222,ABC_hP9_189_f_bc_g:Ag-P-Yb,True,-0.346222,Ag-P-Yb,3,Ag-P,3|Ag-P,3|Ag,ABC_hP9_189_f_bc
wbm-1-6491,Br6 Mo1,7.0,-0.935293,-0.340295,A6B_hR21_148_f_a:Br-Mo,True,-0.340295,Br-Mo,2,Br-Mo,2|Br-Mo,2|Br,A6B_hR21_148_f
wbm-1-53499,Gd2 Ir4 Si4,10.0,-1.064658,-0.338196,AB2C2_tP10_129_c_ac_bc:Gd-Ir-Si,True,-0.338196,Gd-Ir-Si,3,Gd-Ir,3|Gd-Ir,3|Gd,AB2C2_tP10_129_c_ac
wbm-1-32222,N1 P1 Yb3,5.0,-1.186148,-0.336643,ABC3_cP5_221_b_a_c:N-P-Yb,True,-0.336643,N-P-Yb,3,N-P,3|N-P,3|N,ABC3_cP5_221_b_a
wbm-1-41362,O8 S2 Yb2,12.0,-2.78713,-0.336638,A4BC_oC24_63_fg_c_c:O-S-Yb,True,-0.336638,O-S-Yb,3,O-S,3|O-S,3|O,A4BC_oC24_63_fg_c
wbm-1-30374,Mg2 N4 W2,8.0,-1.073416,-0.330578,AB2C_hP8_194_a_f_c:Mg-N-W,True,-0.330578,Mg-N-W,3,Mg-N,3|Mg-N,3|Mg,AB2C_hP8_194_a_f
wbm-1-59200,Br10 V2,12.0,-1.158828,-0.330503,A5B_aP12_2_5i_i:Br-V,True,-0.330503,Br-V,2,Br-V,2|Br-V,2|Br,A5B_aP12_2_5i
wbm-1-32116,N2 Ni2 Yb2,6.0,-0.996727,-0.313261,ABC_tP6_131_c_a_f:N-Ni-Yb,True,-0.313261,N-Ni-Yb,3,N-Ni,3|N-Ni,3|N,ABC_tP6_131_c_a
wbm-1-2624,Al2 Cs2 S4,8.0,-1.583807,-0.312309,ABC2_mC16_15_e_e_f:Al-Cs-S,True,-0.312309,Al-Cs-S,3,Al-Cs,3|Al-Cs,3|Al,ABC2_mC16_15_e_e
wbm-1-36714,Cs2 O4 Pt2,8.0,-1.295292,-0.31012,AB2C_oC16_63_c_f_c:Cs-O-Pt,True,-0.31012,Cs-O-Pt,3,Cs-O,3|Cs-O,3|Cs,AB2C_oC16_63_c_f
wbm-1-37590,O4 Pt2 Rb2,8.0,-1.288673,-0.309811,A2BC_oC16_63_f_c_c:O-Pt-Rb,True,-0.309811,O-Pt-Rb,3,O-Pt,3|O-Pt,3|O,A2BC_oC16_63_f_c
wbm-1-53874,Ir2 Si2 Sr1,5.0,-0.844982,-0.305807,A2B2C_tI10_139_d_e_a:Ir-Si-Sr,True,-0.305807,Ir-Si-Sr,3,Ir-Si,3|Ir-Si,3|Ir,A2B2C_tI10_139_d_e
wbm-1-9948,Cl6 Co2,8.0,-1.042167,-0.305787,A3B_mC16_12_ij_g:Cl-Co,True,-0.305787,Cl-Co,2,Cl-Co,2|Cl-Co,2|Cl,A3B_mC16_12_ij
wbm-1-44961,Cu2 P2 Yb1,5.0,-0.651519,-0.305012,A2B2C_mC10_12_h_i_a:Cu-P-Yb,True,-0.305012,Cu-P-Yb,3,Cu-P,3|Cu-P,3|Cu,A2B2C_mC10_12_h_i
wbm-1-46497,Ir2 P2 Yb2,6.0,-1.031105,-0.301378,ABC_tI12_109_a_a_a:Ir-P-Yb,True,-0.301378,Ir-P-Yb,3,Ir-P,3|Ir-P,3|Ir,ABC_tI12_109_a_a
wbm-1-14847,Cu2 F6,8.0,-1.656124,-0.296433,AB3_hR24_167_b_e:Cu-F,True,-0.296433,Cu-F,2,Cu-F,2|Cu-F,2|Cu,AB3_hR24_167_b
wbm-1-54334,Ir4 Si4 Sr3,11.0,-0.788274,-0.294133,A4B4C3_cI22_217_c_c_b:Ir-Si-Sr,True,-0.294133,Ir-Si-Sr,3,Ir-Si,3|Ir-Si,3|Ir,A4B4C3_cI22_217_c_c
wbm-1-54943,Hf4 Ir4 Si4,12.0,-1.101944,-0.293792,ABC_oP12_62_c_c_c:Hf-Ir-Si,True,-0.293792,Hf-Ir-Si,3,Hf-Ir,3|Hf-Ir,3|Hf,ABC_oP12_62_c_c
wbm-1-39629,O12 Se4 Yb4,20.0,-2.43494,-0.289808,A3BC_mP20_14_3e_e_e:O-Se-Yb,True,-0.289808,O-Se-Yb,3,O-Se,3|O-Se,3|O,A3BC_mP20_14_3e_e
wbm-1-16556,F7 Na1 Tm2,10.0,-4.172686,-0.286799,A7BC2_hR30_166_a3c_b_c:F-Na-Tm,True,-0.286799,F-Na-Tm,3,F-Na,3|F-Na,3|F,A7BC2_hR30_166_a3c_b
wbm-1-31602,Br2 Er2 N2,6.0,-1.591095,-0.286443,ABC_tP6_129_c_c_a:Br-Er-N,True,-0.286443,Br-Er-N,3,Br-Er,3|Br-Er,3|Br,ABC_tP6_129_c_c
wbm-1-56046,Ir9 Sm3,12.0,-0.561924,-0.286072,A3B_hR36_166_ach_bc:Ir-Sm,True,-0.286072,Ir-Sm,2,Ir-Sm,2|Ir-Sm,2|Ir,A3B_hR36_166_ach
wbm-1-7554,C2 F2 Gd2 N4,10.0,-1.851141,-0.28537,ABCD2_oC20_63_a_c_c_f:C-F-Gd-N,True,-0.28537,C-F-Gd-N,4,C-F,4|C-F,4|C,ABCD2_oC20_63_a_c_c
wbm-1-31968,Ce2 I2 N2,6.0,-1.81928,-0.28487,ABC_tP6_129_c_c_a:Ce-I-N,True,-0.28487,Ce-I-N,3,Ce-I,3|Ce-I,3|Ce,ABC_tP6_129_c_c
wbm-1-15664,Au1 Cs1 F6,8.0,-1.841728,-0.28309,ABC6_hR24_166_a_b_h:Au-Cs-F,True,-0.28309,Au-Cs-F,3,Au-Cs,3|Au-Cs,3|Au,ABC6_hR24_166_a_b
wbm-1-7558,C2 F2 N4 Pr2,10.0,-1.855374,-0.282193,ABC2D_oC20_63_a_c_f_c:C-F-N-Pr,True,-0.282193,C-F-N-Pr,4,C-F,4|C-F,4|C,ABC2D_oC20_63_a_c_f
wbm-1-25032,F8 Li2 Tm2,12.0,-4.083338,-0.279537,A4BC_tI24_88_f_a_b:F-Li-Tm,True,-0.279537,F-Li-Tm,3,F-Li,3|F-Li,3|F,A4BC_tI24_88_f_a
wbm-1-41468,Cs3 O4 V1,8.0,-2.236642,-0.278979,A3B4C_oI16_44_ac_cd_b:Cs-O-V,True,-0.278979,Cs-O-V,3,Cs-O,3|Cs-O,3|Cs,A3B4C_oI16_44_ac_cd
wbm-1-9699,Cl11 Sb1,12.0,-0.857984,-0.27851,A11B_aP12_2_b5i_c:Cl-Sb,True,-0.27851,Cl-Sb,2,Cl-Sb,2|Cl-Sb,2|Cl,A11B_aP12_2_b5i
wbm-1-15375,F8 Na2 Tm2,12.0,-4.005957,-0.277966,A4BC_tI24_141_f_a_b:F-Na-Tm,True,-0.277966,F-Na-Tm,3,F-Na,3|F-Na,3|F,A4BC_tI24_141_f_a
wbm-1-30350,Ge2 N4 Yb2,8.0,-0.940845,-0.277783,AB2C_tI16_122_a_d_b:Ge-N-Yb,True,-0.277783,Ge-N-Yb,3,Ge-N,3|Ge-N,3|Ge,AB2C_tI16_122_a_d
wbm-1-43074,As2 O7 Yb2,11.0,-2.62341,-0.277636,A2B7C2_mC22_12_i_aij_h:As-O-Yb,True,-0.277636,As-O-Yb,3,As-O,3|As-O,3|As,A2B7C2_mC22_12_i_aij
wbm-1-7518,Br2 C2 La2 N4,10.0,-1.394428,-0.277407,ABCD2_mP10_11_e_e_e_2e:Br-C-La-N,True,-0.277407,Br-C-La-N,4,Br-C,4|Br-C,4|Br,ABCD2_mP10_11_e_e_e_2e
wbm-1-10155,Cl6 Mn2,8.0,-1.394724,-0.273431,A3B_hR24_148_f_c:Cl-Mn,True,-0.273431,Cl-Mn,2,Cl-Mn,2|Cl-Mn,2|Cl,A3B_hR24_148_f
wbm-1-5900,Be2 Ir2,4.0,-0.580091,-0.27244,AB_cP2_221_a_b:Be-Ir,True,-0.27244,Be-Ir,2,Be-Ir,2|Be-Ir,2|Be,AB_cP2_221_a
wbm-1-15864,Cu1 F6 K1,8.0,-1.747336,-0.270236,AB6C_hR24_166_a_h_b:Cu-F-K,True,-0.270236,Cu-F-K,3,Cu-F,3|Cu-F,3|Cu,AB6C_hR24_166_a_h
wbm-1-46496,Au2 P2 Yb2,6.0,-0.969704,-0.26875,ABC_hP6_194_c_d_a:Au-P-Yb,True,-0.26875,Au-P-Yb,3,Au-P,3|Au-P,3|Au,ABC_hP6_194_c_d
wbm-1-10782,Cl7 Cs2 I1,10.0,-1.295108,-0.268455,A7B2C_cF40_225_ae_c_b:Cl-Cs-I,True,-0.268455,Cl-Cs-I,3,Cl-Cs,3|Cl-Cs,3|Cl,A7B2C_cF40_225_ae_c
wbm-1-11501,Br6 Co2,8.0,-0.816775,-0.267691,A3B_mC16_12_ij_g:Br-Co,True,-0.267691,Br-Co,2,Br-Co,2|Br-Co,2|Br,A3B_mC16_12_ij
wbm-1-45539,Cl3 P1 Yb3,7.0,-2.342584,-0.266875,A3BC3_cP7_221_c_a_d:Cl-P-Yb,True,-0.266875,Cl-P-Yb,3,Cl-P,3|Cl-P,3|Cl,A3BC3_cP7_221_c_a
wbm-1-15319,Cu2 F8 K2,12.0,-2.233054,-0.26358,AB4C_tI24_140_d_l_a:Cu-F-K,True,-0.26358,Cu-F-K,3,Cu-F,3|Cu-F,3|Cu,AB4C_tI24_140_d_l
wbm-1-42730,O6 Sb2 Yb1,9.0,-2.43106,-0.262167,A6B2C_hP9_162_k_c_b:O-Sb-Yb,True,-0.262167,O-Sb-Yb,3,O-Sb,3|O-Sb,3|O,A6B2C_hP9_162_k_c
wbm-1-15667,Ba1 Cu1 F6,8.0,-2.514051,-0.259077,ABC6_hR24_166_a_b_h:Ba-Cu-F,True,-0.259077,Ba-Cu-F,3,Ba-Cu,3|Ba-Cu,3|Ba,ABC6_hR24_166_a_b
wbm-1-54934,Gd4 Ir4 Si4,12.0,-0.967012,-0.25886,ABC_cP12_198_a_a_a:Gd-Ir-Si,True,-0.25886,Gd-Ir-Si,3,Gd-Ir,3|Gd-Ir,3|Gd,ABC_cP12_198_a_a
wbm-1-15180,F6 Tm2,8.0,-4.381344,-0.258615,A3B_hP8_194_bf_c:F-Tm,True,-0.258615,F-Tm,2,F-Tm,2|F-Tm,2|F,A3B_hP8_194_bf
wbm-1-25031,F8 Li2 Tm2,12.0,-4.061723,-0.257922,A4BC_tP12_125_m_c_b:F-Li-Tm,True,-0.257922,F-Li-Tm,3,F-Li,3|F-Li,3|F,A4BC_tP12_125_m_c
wbm-1-55537,K4 S6 Si2,12.0,-1.374274,-0.25725,A2B3C_aP12_2_2i_3i_i:K-S-Si,True,-0.25725,K-S-Si,3,K-S,3|K-S,3|K,A2B3C_aP12_2_2i_3i
wbm-1-55536,K4 S6 Si2,12.0,-1.373835,-0.256811,A2B3C_mC24_12_2i_g2i_i:K-S-Si,True,-0.256811,K-S-Si,3,K-S,3|K-S,3|K,A2B3C_mC24_12_2i_g2i
wbm-1-7534,C2 Cl2 N4 Pr2,10.0,-1.432054,-0.254848,ABC2D_mP10_11_e_e_2e_e:C-Cl-N-Pr,True,-0.254848,C-Cl-N-Pr,4,C-Cl,4|C-Cl,4|C,ABC2D_mP10_11_e_e_2e
wbm-1-53873,Ir4 Si4 Sr2,10.0,-0.793819,-0.254644,A2B2C_tP10_129_ac_bc_c:Ir-Si-Sr,True,-0.254644,Ir-Si-Sr,3,Ir-Si,3|Ir-Si,3|Ir,A2B2C_tP10_129_ac_bc
wbm-1-16618,Ba1 Cu2 F8,11.0,-2.39505,-0.254627,AB2C8_mC22_5_a_c_4c:Ba-Cu-F,True,-0.254627,Ba-Cu-F,3,Ba-Cu,3|Ba-Cu,3|Ba,AB2C8_mC22_5_a_c_4c
wbm-1-45008,Fe2 P2 Yb1,5.0,-0.940832,-0.254188,A2B2C_tI10_139_d_e_a:Fe-P-Yb,True,-0.254188,Fe-P-Yb,3,Fe-P,3|Fe-P,3|Fe,A2B2C_tI10_139_d_e
wbm-1-45490,Br1 Ca2 P1,4.0,-1.720304,-0.253177,AB2C_hR12_166_a_c_b:Br-Ca-P,True,-0.253177,Br-Ca-P,3,Br-Ca,3|Br-Ca,3|Br,AB2C_hR12_166_a_c
wbm-1-49951,Cs4 S6 Zr2,12.0,-1.740753,-0.252905,A2B3C_oC24_63_g_ce_c:Cs-S-Zr,True,-0.252905,Cs-S-Zr,3,Cs-S,3|Cs-S,3|Cs,A2B3C_oC24_63_g_ce
wbm-1-41467,Cs3 O4 V1,8.0,-2.21005,-0.252387,A3B4C_tI16_121_ad_i_b:Cs-O-V,True,-0.252387,Cs-O-V,3,Cs-O,3|Cs-O,3|Cs,A3B4C_tI16_121_ad_i
wbm-1-7557,C2 F2 N4 Nd2,10.0,-1.859782,-0.25217,ABC2D_oC20_63_a_c_f_c:C-F-N-Nd,True,-0.25217,C-F-N-Nd,4,C-F,4|C-F,4|C,ABC2D_oC20_63_a_c_f
wbm-1-55701,Ir4 Si4 Sr4,12.0,-0.70854,-0.251926,ABC_cP12_198_a_a_a:Ir-Si-Sr,True,-0.251926,Ir-Si-Sr,3,Ir-Si,3|Ir-Si,3|Ir,ABC_cP12_198_a_a
wbm-1-25792,Br8 Li8 O24,40.0,-1.045404,-0.25127,ABC3_tP40_86_g_g_3g:Br-Li-O,True,-0.25127,Br-Li-O,3,Br-Li,3|Br-Li,3|Br,ABC3_tP40_86_g_g_3g
wbm-1-6267,Br6 I2,8.0,-0.527633,-0.249214,A3B_aP8_2_3i_i:Br-I,True,-0.249214,Br-I,2,Br-I,2|Br-I,2|Br,A3B_aP8_2_3i
wbm-1-31595,Br4 N1 Re1,6.0,-0.643549,-0.248739,A4BC_tI12_79_c_a_a:Br-N-Re,True,-0.248739,Br-N-Re,3,Br-N,3|Br-N,3|Br,A4BC_tI12_79_c_a
wbm-1-39164,Hf2 Na4 O6,12.0,-2.985018,-0.247727,AB2C3_mC24_12_g_adh_ij:Hf-Na-O,True,-0.247727,Hf-Na-O,3,Hf-Na,3|Hf-Na,3|Hf,AB2C3_mC24_12_g_adh
wbm-1-30524,Ce2 N2 S1,5.0,-1.96878,-0.247609,A2B2C_hP5_164_d_d_a:Ce-N-S,True,-0.247609,Ce-N-S,3,Ce-N,3|Ce-N,3|Ce,A2B2C_hP5_164_d_d
wbm-1-16047,Cs2 F6 Na1 Tm1,10.0,-3.621181,-0.247356,A2B6CD_cF40_225_c_e_a_b:Cs-F-Na-Tm,True,-0.247356,Cs-F-Na-Tm,4,Cs-F,4|Cs-F,4|Cs,A2B6CD_cF40_225_c_e_a
wbm-1-45380,Cu2 P4 Yb3 Zn2,11.0,-0.87692,-0.247261,A2B4C3D2_hP11_164_d_2d_ac_d:Cu-P-Yb-Zn,True,-0.247261,Cu-P-Yb-Zn,4,Cu-P,4|Cu-P,4|Cu,A2B4C3D2_hP11_164_d_2d_ac
wbm-1-30329,Eu1 Hf1 N2,4.0,-1.718365,-0.246789,ABC2_hR12_166_a_b_c:Eu-Hf-N,True,-0.246789,Eu-Hf-N,3,Eu-Hf,3|Eu-Hf,3|Eu,ABC2_hR12_166_a_b
wbm-1-15753,Cu1 F6 K2,9.0,-2.268374,-0.246718,AB6C2_cF36_225_a_e_c:Cu-F-K,True,-0.246718,Cu-F-K,3,Cu-F,3|Cu-F,3|Cu,AB6C2_cF36_225_a_e
wbm-1-10156,Cl6 Mn2,8.0,-1.367649,-0.246356,A3B_hP8_193_g_b:Cl-Mn,True,-0.246356,Cl-Mn,2,Cl-Mn,2|Cl-Mn,2|Cl,A3B_hP8_193_g
wbm-1-41915,As2 O6 Yb1,9.0,-2.296556,-0.246017,A2B6C_hP9_162_c_k_b:As-O-Yb,True,-0.246017,As-O-Yb,3,As-O,3|As-O,3|As,A2B6C_hP9_162_c_k
wbm-1-14885,F3 Gd1,4.0,-4.35799,-0.2452,A3B_cP4_221_c_b:F-Gd,True,-0.2452,F-Gd,2,F-Gd,2|F-Gd,2|F,A3B_cP4_221_c
wbm-1-44908,Cd2 P2 Yb1,5.0,-0.597802,-0.245069,A2B2C_hP5_164_d_d_a:Cd-P-Yb,True,-0.245069,Cd-P-Yb,3,Cd-P,3|Cd-P,3|Cd,A2B2C_hP5_164_d_d
wbm-1-56019,Rh4 Si4 Zr4,12.0,-1.09176,-0.244782,ABC_oP12_62_c_c_c:Rh-Si-Zr,True,-0.244782,Rh-Si-Zr,3,Rh-Si,3|Rh-Si,3|Rh,ABC_oP12_62_c_c
wbm-1-49506,Cs4 Hf2 S6,12.0,-1.762805,-0.243251,A2BC3_oC24_63_g_c_ce:Cs-Hf-S,True,-0.243251,Cs-Hf-S,3,Cs-Hf,3|Cs-Hf,3|Cs,A2BC3_oC24_63_g_c
wbm-1-7533,C2 Cl2 N4 Nd2,10.0,-1.432336,-0.242518,ABC2D_mP10_11_e_e_2e_e:C-Cl-N-Nd,True,-0.242518,C-Cl-N-Nd,4,C-Cl,4|C-Cl,4|C,ABC2D_mP10_11_e_e_2e
wbm-1-25790,Br2 Li2 O6,10.0,-1.035575,-0.241441,ABC3_hP10_173_b_a_c:Br-Li-O,True,-0.241441,Br-Li-O,3,Br-Li,3|Br-Li,3|Br,ABC3_hP10_173_b_a
wbm-1-5973,Be2 Pt6,8.0,-0.378159,-0.239652,AB3_oC16_63_c_cf:Be-Pt,True,-0.239652,Be-Pt,2,Be-Pt,2|Be-Pt,2|Be,AB3_oC16_63_c
wbm-1-30803,Eu2 N6 Re2,10.0,-0.696554,-0.239569,AB3C_hR30_167_a_e_b:Eu-N-Re,True,-0.239569,Eu-N-Re,3,Eu-N,3|Eu-N,3|Eu,AB3C_hR30_167_a_e
wbm-1-40773,K3 Nb1 O4,8.0,-2.492847,-0.239068,A3BC4_tI16_121_ad_b_i:K-Nb-O,True,-0.239068,K-Nb-O,3,K-Nb,3|K-Nb,3|K,A3BC4_tI16_121_ad_b
wbm-1-15640,Cs2 F6 Pb1,9.0,-2.724067,-0.238998,A2B6C_hP9_164_d_i_a:Cs-F-Pb,True,-0.238998,Cs-F-Pb,3,Cs-F,3|Cs-F,3|Cs,A2B6C_hP9_164_d_i
wbm-1-31603,Br2 Er2 N2,6.0,-1.54344,-0.238789,ABC_hR18_166_c_c_c:Br-Er-N,True,-0.238789,Br-Er-N,3,Br-Er,3|Br-Er,3|Br,ABC_hR18_166_c_c
wbm-1-6460,Br8 Sr2,10.0,-1.773921,-0.237261,A4B_mC20_15_2f_e:Br-Sr,True,-0.237261,Br-Sr,2,Br-Sr,2|Br-Sr,2|Br,A4B_mC20_15_2f
