domain,dataset,proposal_source,source_scope,metric_family,alpha,K,seed,PARC_released,non_empty,raw_selected_links,raw_false_persistence_links,raw_false_link_fraction,raw_source_split_conflicts,raw_target_merge_conflicts,raw_false_persistence_chains,raw_map_edit_burden_proxy,raw_persistence_map_quality_proxy,PARC_false_persistence_links,PARC_false_link_fraction,PARC_false_persistence_chains,PARC_map_edit_burden_proxy,PARC_persistence_map_quality_proxy,prevented_false_persistence_links,prevented_false_persistence_chains,prevented_map_edit_burden_proxy,best_mass_ratio,max_observed_e,required_e,block_coverage,observed_positives,evidence_status
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,1000,2,0,0,1000,2,0.002,0,0,2,4,0.9960159362549801,0,0.0,0,0,1.0,2,2,4,0.9152618684130724,6.061336876907764,5.0,1.0,96732,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,5000,2,0,0,5000,7,0.0014,0,0,7,14,0.9972078181092939,0,0.0,0,0,1.0,7,7,14,0.2411797255369847,6.061336876907764,5.0,1.0,96732,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,100,3,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,88285,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,300,3,0,0,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0.7135494838372328,6.061336876907764,5.0,1.0,88285,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,500,3,0,0,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0.7135494838372328,6.061336876907764,5.0,1.0,88285,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,1000,3,0,0,1000,1,0.001,0,0,1,2,0.998003992015968,0,0.0,0,0,1.0,1,1,2,0.7135494838372328,6.061336876907764,5.0,1.0,88285,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,5000,3,0,0,5000,5,0.001,0,0,5,10,0.998003992015968,0,0.0,0,0,1.0,5,5,10,0.26715292674866,6.061336876907764,5.0,1.0,88285,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,100,4,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,102194,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,300,4,0,0,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0.7135494838372328,6.061336876907764,5.0,1.0,102194,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,500,4,0,0,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0.7135494838372328,6.061336876907764,5.0,1.0,102194,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,1000,4,0,0,1000,1,0.001,0,0,1,2,0.998003992015968,0,0.0,0,0,1.0,1,1,2,0.7135494838372328,6.061336876907764,5.0,1.0,102194,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,5000,4,0,0,5000,8,0.0016,0,0,8,16,0.9968102073365231,0,0.0,0,0,1.0,8,8,16,0.29313040084753744,6.061336876907764,5.0,1.0,102194,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,100,5,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,101056,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,300,5,0,0,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0.7135494838372328,6.061336876907764,5.0,1.0,101056,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,500,5,0,0,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0.7135494838372328,6.061336876907764,5.0,1.0,101056,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,1000,5,0,0,1000,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0.5351621128779246,6.061336876907764,5.0,1.0,101056,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,5000,5,0,0,5000,11,0.0022,0,0,11,22,0.9956192751891677,0,0.0,0,0,1.0,11,11,22,0.3541197870220124,6.061336876907764,5.0,1.0,101056,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,100,6,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,104552,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,300,6,0,0,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0.7135494838372328,6.061336876907764,5.0,1.0,104552,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,500,6,0,0,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0.7135494838372328,6.061336876907764,5.0,1.0,104552,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,1000,6,0,0,1000,1,0.001,0,0,1,2,0.998003992015968,0,0.0,0,0,1.0,1,1,2,0.7135494838372328,6.061336876907764,5.0,1.0,104552,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,5000,6,0,0,5000,4,0.0008,0,0,4,8,0.9984025559105432,0,0.0,0,0,1.0,4,4,8,0.2260524764796354,6.061336876907764,5.0,1.0,104552,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,100,7,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,97186,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,300,7,300,1,300,2,0.006666666666666667,0,0,2,4,0.9868421052631579,2,0.006666666666666667,2,4,0.9868421052631579,0,0,0,1.212267375381553,6.061336876907764,5.0,1.0,97186,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,500,7,500,1,500,2,0.004,0,0,2,4,0.9920634920634921,2,0.004,2,4,0.9920634920634921,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,97186,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,1000,7,1000,1,1000,3,0.003,0,0,3,6,0.9940357852882704,3,0.003,3,6,0.9940357852882704,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,97186,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,5000,7,0,0,5000,10,0.002,0,0,10,20,0.9960159362549801,0,0.0,0,0,1.0,10,10,20,0.5249117735402123,6.061336876907764,5.0,1.0,97186,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,100,8,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,97980,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,300,8,300,1,300,2,0.006666666666666667,0,0,2,4,0.9868421052631579,2,0.006666666666666667,2,4,0.9868421052631579,0,0,0,1.212267375381553,6.061336876907764,5.0,1.0,97980,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,500,8,500,1,500,2,0.004,0,0,2,4,0.9920634920634921,2,0.004,2,4,0.9920634920634921,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,97980,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,1000,8,0,0,1000,2,0.002,0,0,2,4,0.9960159362549801,0,0.0,0,0,1.0,2,2,4,0.9128373336623092,6.061336876907764,5.0,1.0,97980,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,5000,8,0,0,5000,9,0.0018,0,0,9,18,0.9964129135113591,0,0.0,0,0,1.0,9,9,18,0.24802980058182217,6.061336876907764,5.0,1.0,97980,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,100,9,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,93999,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,300,9,300,1,300,2,0.006666666666666667,0,0,2,4,0.9868421052631579,2,0.006666666666666667,2,4,0.9868421052631579,0,0,0,1.212267375381553,6.061336876907764,5.0,1.0,93999,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,500,9,500,1,500,2,0.004,0,0,2,4,0.9920634920634921,2,0.004,2,4,0.9920634920634921,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,93999,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,1000,9,1000,1,1000,3,0.003,0,0,3,6,0.9940357852882704,3,0.003,3,6,0.9940357852882704,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,93999,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,5000,9,0,0,5000,10,0.002,0,0,10,20,0.9960159362549801,0,0.0,0,0,1.0,10,10,20,0.43011246478537496,6.061336876907764,5.0,1.0,93999,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,100,10,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,102002,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,300,10,0,0,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0.7135494838372328,6.061336876907764,5.0,1.0,102002,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,500,10,0,0,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0.7135494838372328,6.061336876907764,5.0,1.0,102002,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,1000,10,0,0,1000,1,0.001,0,0,1,2,0.998003992015968,0,0.0,0,0,1.0,1,1,2,0.7135494838372328,6.061336876907764,5.0,1.0,102002,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,5000,10,0,0,5000,6,0.0012,0,0,6,12,0.9976057462090981,0,0.0,0,0,1.0,6,6,12,0.23732655832426366,6.061336876907764,5.0,1.0,102002,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,100,11,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,100070,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,300,11,0,0,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0.7135494838372328,6.061336876907764,5.0,1.0,100070,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,500,11,0,0,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0.7135494838372328,6.061336876907764,5.0,1.0,100070,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,1000,11,0,0,1000,1,0.001,0,0,1,2,0.998003992015968,0,0.0,0,0,1.0,1,1,2,0.7135494838372328,6.061336876907764,5.0,1.0,100070,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,5000,11,0,0,5000,11,0.0022,0,0,11,22,0.9956192751891677,0,0.0,0,0,1.0,11,11,22,0.3541197870220124,6.061336876907764,5.0,1.0,100070,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,100,12,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,106808,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,300,12,300,1,300,2,0.006666666666666667,0,0,2,4,0.9868421052631579,2,0.006666666666666667,2,4,0.9868421052631579,0,0,0,1.212267375381553,6.061336876907764,5.0,1.0,106808,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,500,12,500,1,500,2,0.004,0,0,2,4,0.9920634920634921,2,0.004,2,4,0.9920634920634921,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,106808,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,1000,12,1000,1,1000,3,0.003,0,0,3,6,0.9940357852882704,3,0.003,3,6,0.9940357852882704,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,106808,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,5000,12,0,0,5000,12,0.0024,0,0,12,24,0.9952229299363057,0,0.0,0,0,1.0,12,12,24,0.37871232806919713,6.061336876907764,5.0,1.0,106808,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,100,13,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,98929,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,300,13,0,0,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0.7135494838372328,6.061336876907764,5.0,1.0,98929,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,500,13,0,0,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0.7135494838372328,6.061336876907764,5.0,1.0,98929,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,1000,13,0,0,1000,1,0.001,0,0,1,2,0.998003992015968,0,0.0,0,0,1.0,1,1,2,0.7135494838372328,6.061336876907764,5.0,1.0,98929,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,5000,13,0,0,5000,8,0.0016,0,0,8,16,0.9968102073365231,0,0.0,0,0,1.0,8,8,16,0.2472153616921427,6.061336876907764,5.0,1.0,98929,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,100,14,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,111441,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,300,14,300,1,300,2,0.006666666666666667,0,0,2,4,0.9868421052631579,2,0.006666666666666667,2,4,0.9868421052631579,0,0,0,1.212267375381553,6.061336876907764,5.0,1.0,111441,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,500,14,500,1,500,2,0.004,0,0,2,4,0.9920634920634921,2,0.004,2,4,0.9920634920634921,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,111441,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,1000,14,1000,1,1000,3,0.003,0,0,3,6,0.9940357852882704,3,0.003,3,6,0.9940357852882704,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,111441,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,5000,14,0,0,5000,9,0.0018,0,0,9,18,0.9964129135113591,0,0.0,0,0,1.0,9,9,18,0.3517999923357266,6.061336876907764,5.0,1.0,111441,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,100,15,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,98297,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,300,15,300,1,300,2,0.006666666666666667,0,0,2,4,0.9868421052631579,2,0.006666666666666667,2,4,0.9868421052631579,0,0,0,1.212267375381553,6.061336876907764,5.0,1.0,98297,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,500,15,500,1,500,2,0.004,0,0,2,4,0.9920634920634921,2,0.004,2,4,0.9920634920634921,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,98297,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,1000,15,0,0,1000,2,0.002,0,0,2,4,0.9960159362549801,0,0.0,0,0,1.0,2,2,4,0.938294948545322,6.061336876907764,5.0,1.0,98297,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,5000,15,0,0,5000,8,0.0016,0,0,8,16,0.9968102073365231,0,0.0,0,0,1.0,8,8,16,0.2613018209811947,6.061336876907764,5.0,1.0,98297,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,100,16,100,1,100,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,1.2122673753815527,6.061336876907764,5.0,1.0,100350,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,300,16,0,0,300,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0.7135494838372328,6.061336876907764,5.0,1.0,100350,completed_official_GT_downstream_consequence
earth_observation,SpaceNet 7 official building identities,spacenet_geometry_linker,structured geometry building-link source,official_GT_building_persistence_map_metrics,0.2,500,16,0,0,500,0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0.7135494838372328,6.061336876907764,5.0,1.0,100350,completed_official_GT_downstream_consequence
