dataset,video_id,path_id,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,matched_gt_id,matched_iou,temporal_overlap,is_unmatched,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,frame_start,frame_end,clip_path,montage_path,method,candidate_budget_M,selected_rank,e_value,p_any,p_block,tau_k,self_consistency_margin,release_source,alpha1,seed,audit_label,needs_audit,verified_positive_for_calibration
BURST,2421,ovtb_v2421_p003133,giraffe,502,0.8814222812652588,0.8814222812652588,0.8814222812652588,1,0.0,,0.0,0.0,True,cat:502,unknown,giraffe,unknown,global,39,39,,,parc_track_gamma_tuned_uniform_scs,150,4,13.89834456929123,0.0049504950495049,0.0049504950495049,5.0,8.89834456929123,<PARC_ROOT>/outputs/phase7_burst/candidate_evalues_alpha0p2_seed1.csv,0.2,1,,True,no
BURST,2008,ovtb_v2008_p002593,football helmet,473,0.8808256387710571,0.8808256387710571,0.8808256387710571,1,0.0,1.0,0.45544185040932,0.0,True,cat:473,unknown,football helmet,unknown,global,17,17,,,parc_track_gamma_tuned_uniform_scs,150,5,13.89834456929123,0.0049504950495049,0.0049504950495049,5.0,8.89834456929123,<PARC_ROOT>/outputs/phase7_burst/candidate_evalues_alpha0p2_seed1.csv,0.2,1,,True,no
BURST,884,ovtb_v884_p001363,person,805,0.8659107089042664,0.8659107089042664,0.8659107089042664,1,0.0,,0.0,0.0,True,cat:805,unknown,person,unknown,global,11,11,,,parc_track_gamma_tuned_uniform_scs,150,6,13.89834456929123,0.0049504950495049,0.0049504950495049,5.0,8.89834456929123,<PARC_ROOT>/outputs/phase7_burst/candidate_evalues_alpha0p2_seed1.csv,0.2,1,,True,no
BURST,2306,ovtb_v2306_p002927,giraffe,502,0.9596033692359924,0.9596033692359924,0.9596033692359924,1,0.0,,0.0,0.0,True,cat:502,unknown,giraffe,unknown,global,22,22,,,parc_track_gamma_tuned_uniform_scs,150,1,25.172852016760327,0.0024271844660194,0.0024271844660194,5.0,2.9225574800501235,<PARC_ROOT>/outputs/phase7_burst/candidate_evalues_alpha0p2_seed2.csv,0.2,2,,True,no
BURST,2306,ovtb_v2306_p002926,giraffe,502,0.9124360084533693,0.9124360084533693,0.9124360084533693,1,0.0,,0.0,0.0,True,cat:502,unknown,giraffe,unknown,global,17,17,,,parc_track_gamma_tuned_uniform_scs,150,2,25.172852016760327,0.0024271844660194,0.0024271844660194,5.0,2.9225574800501235,<PARC_ROOT>/outputs/phase7_burst/candidate_evalues_alpha0p2_seed2.csv,0.2,2,,True,no
BURST,2008,ovtb_v2008_p002593,football helmet,473,0.8808256387710571,0.8808256387710571,0.8808256387710571,1,0.0,1.0,0.45544185040932,0.0,True,cat:473,unknown,football helmet,unknown,global,17,17,,,parc_track_gamma_tuned_uniform_scs,150,3,7.9225574800501235,0.0097087378640776,0.0097087378640776,5.0,2.9225574800501235,<PARC_ROOT>/outputs/phase7_burst/candidate_evalues_alpha0p2_seed2.csv,0.2,2,,True,no
BURST,884,ovtb_v884_p001363,person,805,0.8659107089042664,0.8659107089042664,0.8659107089042664,1,0.0,,0.0,0.0,True,cat:805,unknown,person,unknown,global,11,11,,,parc_track_gamma_tuned_uniform_scs,150,4,7.9225574800501235,0.0097087378640776,0.0097087378640776,5.0,2.9225574800501235,<PARC_ROOT>/outputs/phase7_burst/candidate_evalues_alpha0p2_seed2.csv,0.2,2,,True,no
BURST,2907,ovtb_v2907_p003681,person,805,0.8602102484021869,0.8602102484021869,0.8602102484021869,7,0.8571428571428571,1.0,0.9906661761804202,0.2857142857142857,True,cat:805,unknown,person,unknown,global,0,30,,,parc_track_gamma_tuned_uniform_scs,150,5,7.9225574800501235,0.0097087378640776,0.0097087378640776,5.0,2.9225574800501235,<PARC_ROOT>/outputs/phase7_burst/candidate_evalues_alpha0p2_seed2.csv,0.2,2,,True,no
BURST,1505,ovtb_v1505_p002037,sunglasses,1054,0.8583095073699951,0.8583095073699951,0.8583095073699951,1,0.0,,0.0,0.0,True,cat:1054,unknown,sunglasses,unknown,global,39,39,,,parc_track_gamma_tuned_uniform_scs,150,6,7.9225574800501235,0.0097087378640776,0.0097087378640776,5.0,2.9225574800501235,<PARC_ROOT>/outputs/phase7_burst/candidate_evalues_alpha0p2_seed2.csv,0.2,2,,True,no
BURST,344,ovtb_v344_p000623,person,805,0.857153058052063,0.857153058052063,0.857153058052063,1,0.0,,0.0,0.0,True,cat:805,unknown,person,unknown,global,39,39,,,parc_track_gamma_tuned_uniform_scs,150,7,7.9225574800501235,0.0097087378640776,0.0097087378640776,5.0,2.9225574800501235,<PARC_ROOT>/outputs/phase7_burst/candidate_evalues_alpha0p2_seed2.csv,0.2,2,,True,no
