dataset,video_id,path_id,split,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,frame_start,frame_end,path_length,candidate_rank,is_dummy,matched_gt_id,matched_iou,temporal_overlap,matched_frames,is_matched_to_gt,is_unmatched,audit_label,verified_positive_for_calibration,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,fallback_level,score_source
OVT-B,1376,ovtb_v1376_p030392,cal,bird,93,0.8615615591406822,0.8615615591406822,0.8615615591406822,8,0.875,0,19,8,58,False,9985.0,0.2281777983834473,0.0,0,False,True,,no,cat:93,unknown,bird,unknown,global,0,final_score_proxy
OVT-B,665,ovtb_v665_p016043,cal,bird,93,0.8861383348703384,0.8861383348703384,0.8861383348703384,8,0.875,0,24,8,33,False,5497.0,0.0931521338513803,0.0,0,False,True,,no,cat:93,unknown,bird,unknown,global,0,final_score_proxy
OVT-B,414,ovtb_v414_p011129,cal,playpen,694,0.8290464729070663,0.8290464729070663,0.8290464729070663,8,0.875,0,34,8,111,False,3835.0,0.5621925229283491,1.0,8,True,False,,no,cat:694,unknown,playpen,unknown,global,0,final_score_proxy
OVT-B,1392,ovtb_v1392_p030622,test,bird,93,0.917807474732399,0.917807474732399,0.917807474732399,8,0.875,0,29,8,9,False,10066.0,0.1708077858513013,0.0,0,False,True,,no,cat:93,unknown,bird,unknown,global,0,final_score_proxy
OVT-B,114,ovtb_v114_p005294,cal,elephant,341,0.8395208790898323,0.8395208790898323,0.8395208790898323,8,0.875,0,119,8,86,False,1968.0,0.5096896525318206,0.125,1,False,True,,no,cat:341,unknown,elephant,unknown,global,0,final_score_proxy
OVT-B,941,ovtb_v941_p021663,cal,frisbee,389,0.8368773460388184,0.8368773460388184,0.8368773460388184,1,0.0,4,4,1,93,False,,0.0,0.0,0,False,True,,no,cat:389,unknown,frisbee,unknown,global,0,final_score_proxy
OVT-B,308,ovtb_v308_p008821,cal,coffee maker,231,0.8384545147418976,0.8384545147418976,0.8384545147418976,8,0.875,0,15,8,91,False,3204.0,0.5044267327309686,0.125,1,False,True,,no,cat:231,unknown,coffee maker,unknown,global,0,final_score_proxy
OVT-B,972,ovtb_v972_p022269,test,protractor,725,0.8090004622936249,0.8090004622936249,0.8090004622936249,8,0.875,0,14,8,141,False,7426.0,0.5512703882901796,1.0,8,True,False,,no,cat:725,unknown,protractor,unknown,global,0,final_score_proxy
OVT-B,233,ovtb_v233_p007137,cal,heron,467,0.911339096724987,0.911339096724987,0.911339096724987,8,0.875,0,19,8,11,False,2634.0,0.5126123381585322,0.125,1,False,True,,no,cat:467,unknown,heron,unknown,global,0,final_score_proxy
OVT-B,1109,ovtb_v1109_p025267,test,go-kart,414,0.8589165359735489,0.8589165359735489,0.8589165359735489,8,0.875,0,16,8,59,False,,0.0,0.0,0,False,True,,no,cat:414,unknown,go-kart,unknown,global,0,final_score_proxy
OVT-B,1691,ovtb_v1691_p036072,cal,okra,630,0.8666196241974831,0.8666196241974831,0.8666196241974831,8,0.875,0,34,8,52,False,11780.0,0.4231402627119505,0.0,0,False,True,,no,cat:630,unknown,okra,unknown,global,0,final_score_proxy
OVT-B,734,ovtb_v734_p017202,test,jellyfish,501,0.8762421011924744,0.8762421011924744,0.8762421011924744,8,0.875,0,24,8,39,False,5912.0,0.6169477747257643,0.625,5,True,False,,no,cat:501,unknown,jellyfish,unknown,global,0,final_score_proxy
OVT-B,1282,ovtb_v1282_p028693,test,tv,984,0.8531808257102966,0.8531808257102966,0.8531808257102966,8,0.875,0,20,8,69,False,9425.0,0.5856540090847938,1.0,8,True,False,,no,cat:984,unknown,tv,unknown,global,0,final_score_proxy
OVT-B,754,ovtb_v754_p017673,test,ping-pong ball,685,0.8242089748382568,0.8242089748382568,0.8242089748382568,1,0.0,0,0,1,120,False,,0.0,0.0,0,False,True,,no,cat:685,unknown,ping-pong ball,unknown,global,0,final_score_proxy
OVT-B,969,ovtb_v969_p022235,test,computer box,239,0.9286273941397668,0.9286273941397668,0.9286273941397668,8,0.875,0,11,8,5,False,7408.0,0.4705986710672763,0.0,0,False,True,,no,cat:239,unknown,computer box,unknown,global,0,final_score_proxy
OVT-B,1039,ovtb_v1039_p023741,cal,fire truck,360,0.8716931045055389,0.8716931045055389,0.8716931045055389,8,0.875,0,19,8,42,False,7883.0,0.4174370373934237,0.0,0,False,True,,no,cat:360,unknown,fire truck,unknown,global,0,final_score_proxy
OVT-B,1696,ovtb_v1696_p036189,cal,blimp,100,0.8133360221982002,0.8133360221982002,0.8133360221982002,8,0.875,0,19,8,136,False,11820.0,0.2014921218981192,0.0,0,False,True,,no,cat:100,unknown,blimp,unknown,global,0,final_score_proxy
OVT-B,1162,ovtb_v1162_p026352,tune,oboe,625,0.923184260725975,0.923184260725975,0.923184260725975,8,0.875,0,16,8,8,False,8648.0,0.2032325338617019,0.0,0,False,True,,no,cat:625,unknown,oboe,unknown,global,0,final_score_proxy
OVT-B,941,ovtb_v941_p021660,cal,frisbee,389,0.8697337731719017,0.8697337731719017,0.8697337731719017,8,0.875,0,14,8,47,False,,0.0,0.0,0,False,True,,no,cat:389,unknown,frisbee,unknown,global,0,final_score_proxy
OVT-B,129,ovtb_v129_p005574,test,bird,93,0.8931703045964241,0.8931703045964241,0.8931703045964241,8,0.875,0,29,8,26,False,2079.0,0.47754488970394,0.0,0,False,True,,no,cat:93,unknown,bird,unknown,global,0,final_score_proxy
OVT-B,649,ovtb_v649_p015750,test,bird,93,0.8179866373538971,0.8179866373538971,0.8179866373538971,8,0.875,0,34,8,128,False,5408.0,0.2820945249142239,0.0,0,False,True,,no,cat:93,unknown,bird,unknown,global,0,final_score_proxy
OVT-B,1965,ovtb_v1965_p042832,tune,shark,812,0.8194852471351624,0.8194852471351624,0.8194852471351624,1,0.0,28,28,1,126,False,,0.0,0.0,0,False,True,,no,cat:812,unknown,shark,unknown,global,0,final_score_proxy
OVT-B,79,ovtb_v79_p004660,cal,whale,1025,0.853769838809967,0.853769838809967,0.853769838809967,1,0.0,198,198,1,67,False,,0.0,0.0,0,False,True,,no,cat:1025,unknown,whale,unknown,global,0,final_score_proxy
OVT-B,180,ovtb_v180_p006261,test,coin,234,0.8191778659820557,0.8191778659820557,0.8191778659820557,1,0.0,29,29,1,127,False,2331.0,0.4690519204304912,0.0,0,False,True,,no,cat:234,unknown,coin,unknown,global,0,final_score_proxy
OVT-B,283,ovtb_v283_p008179,test,loader,550,0.8245555832982063,0.8245555832982063,0.8245555832982063,8,0.875,0,24,8,118,False,3023.0,0.3968249203366838,0.0,0,False,True,,no,cat:550,unknown,loader,unknown,global,0,final_score_proxy
OVT-B,1100,ovtb_v1100_p025096,cal,doughnut,299,0.8437927762667338,0.8437927762667338,0.8437927762667338,6,0.8333333333333334,3,9,6,79,False,8290.0,0.9894932000346068,1.0,6,True,False,,no,cat:299,unknown,doughnut,unknown,global,0,final_score_proxy
OVT-B,1473,ovtb_v1473_p031972,cal,rice cooker,761,0.8532317653298378,0.8532317653298378,0.8532317653298378,8,0.875,0,20,8,68,False,10518.0,0.5486167337721235,1.0,8,True,False,,no,cat:761,unknown,rice cooker,unknown,global,0,final_score_proxy
OVT-B,406,ovtb_v406_p010939,cal,snowman,849,0.8540492504835129,0.8540492504835129,0.8540492504835129,8,0.875,0,24,8,66,False,3771.0,0.5625619313356512,1.0,8,True,False,,no,cat:849,unknown,snowman,unknown,global,0,final_score_proxy
OVT-B,1009,ovtb_v1009_p022932,test,bird,93,0.8392642512917519,0.8392642512917519,0.8392642512917519,8,0.875,0,23,8,89,False,7696.0,0.4293565925243912,0.0,0,False,True,,no,cat:93,unknown,bird,unknown,global,0,final_score_proxy
OVT-B,897,ovtb_v897_p020834,cal,bird,93,0.8811574652791023,0.8811574652791023,0.8811574652791023,8,0.875,0,29,8,37,False,6950.0,0.4221522283215047,0.0,0,False,True,,no,cat:93,unknown,bird,unknown,global,0,final_score_proxy
OVT-B,729,ovtb_v729_p017176,tune,pirate flag,688,0.8872856423258781,0.8872856423258781,0.8872856423258781,8,0.875,0,24,8,32,False,5885.0,0.5608275418758532,1.0,8,True,False,,no,cat:688,unknown,pirate flag,unknown,global,0,final_score_proxy
OVT-B,746,ovtb_v746_p017363,cal,bird,93,0.8336912915110588,0.8336912915110588,0.8336912915110588,8,0.875,0,24,8,102,False,5960.0,0.4730883478724882,0.0,0,False,True,,no,cat:93,unknown,bird,unknown,global,0,final_score_proxy
TAO,5976,ovtb_v5976_p059288,test,water bottle,1184,0.8131153285503387,0.8131153285503387,0.8131153285503387,2,0.5,221,357,2,80,False,35238.0,0.2049495870992297,0.0,0,False,True,,no,cat:1184,unknown,water bottle,unknown,global,0,final_score_proxy
TAO,4971,ovtb_v4971_p048319,test,giraffe,502,0.84129399061203,0.84129399061203,0.84129399061203,1,0.0,1440,1440,1,45,False,30086.0,0.0495726705689632,0.0,0,False,True,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,4677,ovtb_v4677_p044020,tune,giraffe,502,0.784376785159111,0.784376785159111,0.784376785159111,4,0.75,150,930,4,134,False,28583.0,0.2093676537823284,0.0,0,False,True,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,4916,ovtb_v4916_p047271,cal,giraffe,502,0.8916636109352112,0.8916636109352112,0.8916636109352112,1,0.0,1020,1020,1,14,False,29802.0,0.5438933563587274,1.0,1,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,1955,ovtb_v1955_p013452,cal,cow,81,0.8761782844861349,0.8761782844861349,0.8761782844861349,3,0.6666666666666666,570,1380,3,20,False,12326.0,0.317197837213948,0.0,0,False,True,,no,cat:81,unknown,cow,unknown,global,0,final_score_proxy
TAO,5294,ovtb_v5294_p050739,cal,giraffe,502,0.9170736968517303,0.9170736968517303,0.9170736968517303,2,0.5,930,1110,2,7,False,,0.0,0.0,0,False,True,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,4941,ovtb_v4941_p047785,cal,skateboard,980,0.8387879431247711,0.8387879431247711,0.8387879431247711,2,0.5,150,1140,2,49,False,,0.0,0.0,0,False,True,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy
TAO,4773,ovtb_v4773_p045210,test,surfboard,1057,0.792477548122406,0.792477548122406,0.792477548122406,1,0.0,810,810,1,123,False,,0.0,0.0,0,False,True,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy
TAO,3296,ovtb_v3296_p023224,test,kite,621,0.795279324054718,0.795279324054718,0.795279324054718,1,0.0,990,990,1,116,False,,0.0,0.0,0,False,True,,no,cat:621,unknown,kite,unknown,global,0,final_score_proxy
TAO,3382,ovtb_v3382_p024003,test,tennis racket,1099,0.830984890460968,0.830984890460968,0.830984890460968,1,0.0,150,150,1,56,False,,0.0,0.0,0,False,True,,no,cat:1099,unknown,tennis racket,unknown,global,0,final_score_proxy
TAO,1769,ovtb_v1769_p012100,cal,surfboard,1057,0.7848748564720154,0.7848748564720154,0.7848748564720154,1,0.0,840,840,1,132,False,,0.0,0.0,0,False,True,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy
TAO,1681,ovtb_v1681_p011655,cal,skateboard,980,0.886760950088501,0.886760950088501,0.886760950088501,1,0.0,2040,2040,1,17,False,,0.0,0.0,0,False,True,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy
TAO,4981,ovtb_v4981_p048439,test,surfboard,1057,0.8167888522148132,0.8167888522148132,0.8167888522148132,1,0.0,120,120,1,74,False,,0.0,0.0,0,False,True,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy
TAO,1711,ovtb_v1711_p011846,tune,tiger,1108,0.7930451333522797,0.7930451333522797,0.7930451333522797,6,0.8333333333333334,1350,2340,6,122,False,11060.0,0.3941955623980598,0.0,0,False,True,,no,cat:1108,unknown,tiger,unknown,global,0,final_score_proxy
TAO,1714,ovtb_v1714_p011863,test,umbrella,1155,0.794152557849884,0.794152557849884,0.794152557849884,1,0.0,2940,2940,1,119,False,11086.0,0.3235095910816101,0.0,0,False,True,,no,cat:1155,unknown,umbrella,unknown,global,0,final_score_proxy
TAO,1836,ovtb_v1836_p012868,cal,sheep,961,0.7860117554664612,0.7860117554664612,0.7860117554664612,1,0.0,360,360,1,130,False,,0.0,0.0,0,False,True,,no,cat:961,unknown,sheep,unknown,global,0,final_score_proxy
TAO,4994,ovtb_v4994_p048529,test,giraffe,502,0.8437814936041832,0.8437814936041832,0.8437814936041832,8,0.875,540,1710,8,44,False,30201.0,0.4698445680052079,0.0,0,False,True,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,594,ovtb_v594_p003279,test,pumpkin,868,0.8077383875846863,0.8077383875846863,0.8077383875846863,5,0.8,0,660,5,87,False,3799.0,0.2010784380537288,0.0,0,False,True,,no,cat:868,unknown,pumpkin,unknown,global,0,final_score_proxy
TAO,4807,ovtb_v4807_p045625,tune,surfboard,1057,0.8301507830619812,0.8301507830619812,0.8301507830619812,1,0.0,1740,1740,1,58,False,,0.0,0.0,0,False,True,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy
TAO,5278,ovtb_v5278_p050364,tune,cow,81,0.8595049679279327,0.8595049679279327,0.8595049679279327,4,0.75,210,1020,4,33,False,,0.0,0.0,0,False,True,,no,cat:81,unknown,cow,unknown,global,0,final_score_proxy
TAO,4789,ovtb_v4789_p045424,test,skateboard,980,0.7973652482032776,0.7973652482032776,0.7973652482032776,1,0.0,1260,1260,1,111,False,,0.0,0.0,0,False,True,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy
TAO,1874,ovtb_v1874_p012961,cal,lion,660,0.9108800888061525,0.9108800888061525,0.9108800888061525,1,0.0,1410,1410,1,9,False,,0.0,0.0,0,False,True,,no,cat:660,unknown,lion,unknown,global,0,final_score_proxy
TAO,4779,ovtb_v4779_p045291,cal,ball,41,0.808479368686676,0.808479368686676,0.808479368686676,1,0.0,1560,1560,1,86,False,,0.0,0.0,0,False,True,,no,cat:41,unknown,ball,unknown,global,0,final_score_proxy
TAO,5082,ovtb_v5082_p048925,test,turtle,1152,0.8051008582115173,0.8051008582115173,0.8051008582115173,1,0.0,990,990,1,93,False,,0.0,0.0,0,False,True,,no,cat:1152,unknown,turtle,unknown,global,0,final_score_proxy
TAO,4882,ovtb_v4882_p046956,test,monkey,709,0.8063105680048466,0.8063105680048466,0.8063105680048466,8,0.875,1110,2280,8,91,False,29624.0,0.5575626868329017,0.625,5,True,False,,no,cat:709,unknown,monkey,unknown,global,0,final_score_proxy
TAO,1769,ovtb_v1769_p012096,cal,surfboard,1057,0.7820950746536255,0.7820950746536255,0.7820950746536255,1,0.0,510,510,1,141,False,,0.0,0.0,0,False,True,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy
TAO,4916,ovtb_v4916_p047266,cal,giraffe,502,0.8964703679084778,0.8964703679084778,0.8964703679084778,3,0.6666666666666666,360,1170,3,11,False,29802.0,0.5168157067769292,1.0,3,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,1905,ovtb_v1905_p013048,cal,skateboard,980,0.8299371600151062,0.8299371600151062,0.8299371600151062,1,0.0,1950,1950,1,59,False,,0.0,0.0,0,False,True,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy
TAO,2834,ovtb_v2834_p019040,test,remote control,896,0.833687424659729,0.833687424659729,0.833687424659729,1,0.0,780,780,1,52,False,,0.0,0.0,0,False,True,,no,cat:896,unknown,remote control,unknown,global,0,final_score_proxy
TAO,4935,ovtb_v4935_p047629,cal,skateboard,980,0.8543239831924438,0.8543239831924438,0.8543239831924438,1,0.0,1230,1230,1,39,False,,0.0,0.0,0,False,True,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy
TAO,4788,ovtb_v4788_p045402,cal,skateboard,980,0.8186070919036865,0.8186070919036865,0.8186070919036865,2,0.5,2040,2550,2,69,False,,0.0,0.0,0,False,True,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy
TAO,4807,ovtb_v4807_p045629,tune,surfboard,1057,0.7936304807662964,0.7936304807662964,0.7936304807662964,1,0.0,2400,2400,1,120,False,,0.0,0.0,0,False,True,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy
TAO,594,ovtb_v594_p003280,test,pumpkin,868,0.9278195897738138,0.9278195897738138,0.9278195897738138,3,0.6666666666666666,840,1170,3,5,False,3799.0,0.5610728967919038,1.0,3,True,False,,no,cat:868,unknown,pumpkin,unknown,global,0,final_score_proxy
TAO,4772,ovtb_v4772_p045198,cal,skateboard,980,0.8493815064430237,0.8493815064430237,0.8493815064430237,1,0.0,1500,1500,1,42,False,,0.0,0.0,0,False,True,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy
TAO,4866,ovtb_v4866_p046579,tune,shark,954,0.7840855121612549,0.7840855121612549,0.7840855121612549,2,0.5,210,1020,2,136,False,29526.0,0.0459296284225562,0.0,0,False,True,,no,cat:954,unknown,shark,unknown,global,0,final_score_proxy
TAO,4836,ovtb_v4836_p045980,test,heron,569,0.911282166838646,0.911282166838646,0.911282166838646,8,0.875,870,2040,8,8,False,29363.0,0.4713749082341218,0.0,0,False,True,,no,cat:569,unknown,heron,unknown,global,0,final_score_proxy
TAO,1659,ovtb_v1659_p011370,tune,giraffe,502,0.8410526812076569,0.8410526812076569,0.8410526812076569,4,0.75,210,1380,4,47,False,10796.0,0.3431507234917733,0.0,0,False,True,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,1658,ovtb_v1658_p011363,cal,spider,1016,0.8708056926727294,0.8708056926727294,0.8708056926727294,5,0.8,960,1620,5,26,False,10795.0,0.0088123251546735,0.0,0,False,True,,no,cat:1016,unknown,spider,unknown,global,0,final_score_proxy
TAO,4807,ovtb_v4807_p045623,tune,surfboard,1057,0.7870349884033203,0.7870349884033203,0.7870349884033203,1,0.0,1560,1560,1,128,False,,0.0,0.0,0,False,True,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy
TAO,4779,ovtb_v4779_p045292,cal,squirrel,1021,0.7873522043228149,0.7873522043228149,0.7873522043228149,1,0.0,570,570,1,126,False,,0.0,0.0,0,False,True,,no,cat:1021,unknown,squirrel,unknown,global,0,final_score_proxy
TAO,3277,ovtb_v3277_p022981,test,saxophone,932,0.8208219408988953,0.8208219408988953,0.8208219408988953,1,0.0,660,660,1,67,False,,0.0,0.0,0,False,True,,no,cat:932,unknown,saxophone,unknown,global,0,final_score_proxy
TAO,5082,ovtb_v5082_p048904,test,turtle,1152,0.7870501056313515,0.7870501056313515,0.7870501056313515,6,0.8333333333333334,150,990,6,127,False,30690.0,0.0175254744700653,0.0,0,False,True,,no,cat:1152,unknown,turtle,unknown,global,0,final_score_proxy
TAO,4807,ovtb_v4807_p045622,tune,surfboard,1057,0.7946687340736389,0.7946687340736389,0.7946687340736389,2,0.5,1410,2220,2,118,False,,0.0,0.0,0,False,True,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy
TAO,4996,ovtb_v4996_p048572,tune,horse,579,0.8135108947753906,0.8135108947753906,0.8135108947753906,8,0.875,1710,2880,8,79,False,30209.0,0.5103453645752838,0.125,1,False,True,,no,cat:579,unknown,horse,unknown,global,0,final_score_proxy
TAO,4935,ovtb_v4935_p047631,cal,skateboard,980,0.8194893598556519,0.8194893598556519,0.8194893598556519,1,0.0,1380,1380,1,68,False,,0.0,0.0,0,False,True,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy
TAO,1831,ovtb_v1831_p012845,cal,boat,118,0.8250575065612793,0.8250575065612793,0.8250575065612793,1,0.0,1200,1200,1,66,False,11667.0,0.0281395920935793,0.0,0,False,True,,no,cat:118,unknown,boat,unknown,global,0,final_score_proxy
TAO,4908,ovtb_v4908_p047250,test,zebra,1229,0.8065361529588699,0.8065361529588699,0.8065361529588699,4,0.75,840,1830,4,89,False,29753.0,0.4833368881686005,0.0,0,False,True,,no,cat:1229,unknown,zebra,unknown,global,0,final_score_proxy
TAO,5446,ovtb_v5446_p052475,cal,scissors,937,0.8548542857170105,0.8548542857170105,0.8548542857170105,4,0.75,2730,3900,4,37,False,32432.0,0.3878416537260718,0.0,0,False,True,,no,cat:937,unknown,scissors,unknown,global,0,final_score_proxy
TAO,1769,ovtb_v1769_p012103,cal,surfboard,1057,0.860410749912262,0.860410749912262,0.860410749912262,1,0.0,1020,1020,1,32,False,,0.0,0.0,0,False,True,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy
TAO,5365,ovtb_v5365_p051435,test,deer,363,0.8026862144470215,0.8026862144470215,0.8026862144470215,1,0.0,120,120,1,102,False,32034.0,0.0980385457595681,0.0,0,False,True,,no,cat:363,unknown,deer,unknown,global,0,final_score_proxy
