public_source,public_member,public_id,reduced_formula,num_sites,energy_above_hull
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1056308,Sn,1,0.065968105
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-117,Sn,2,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-623511,Sn,1,0.0614070049999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-7162,Sn,1,0.074196755
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-84,Sn,2,0.0355116049999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002188816>,Sn,2,0.06042842
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004454567>,Sn,8,0.06381252125
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002188819>,Sn,6,0.0886076049999995
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002188815>,Sn,3,0.0588067783333334
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004454570>,Sn,1,0.080611535
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004454562>,Sn,8,0.0816699812499996
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002188818>,Sn,4,0.0254052049999997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004454563>,Sn,4,0.0723185724999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002188820>,Sn,2,0.0524729649999997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003175194>,MgZnCd2,4,0.082572375
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003175192>,MgZnCd2,4,0.0984340925000002
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003621584>,MgZnCd2,8,0.08633078125
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003175196>,MgZnCd2,4,0.0927541675000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003175195>,MgZnCd2,4,0.0894918975
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003175191>,MgZnCd2,4,0.0926970375000002
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003285848>,Co2Ni13,15,0.0796208303333321
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003203327>,InAg5,6,0.0245255379166668
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003203326>,InAg5,6,0.0211063729166665
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003298908>,InAg5,6,0.0173303312499997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003203328>,InAg5,6,0.0095757829166664
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003203325>,InAg5,6,0.0263786762499997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003204501>,InAg5,6,0.0613766045833337
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003530614>,La8Zn2Ga,11,0.0324648781818179
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003298997>,Nd5Cd,6,0.0109191866666664
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001192879>,Nd5Cd,6,0.0567719916666664
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1016274,LiMg7,8,0.024586181122449
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003772168>,LiMgAl6,8,0.0486525087683835
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1017554,CdNi3N,5,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003108004>,CdNi3N,20,0.0500286900000004
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003535450>,Cu(PPd4)2,11,0.022873891439394
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002931016>,Ca(MgCd)2,5,0.0689920202972973
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003749039>,RbZnF4,6,0.0240990411111132
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1009490,O2,2,0.0163168100000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1180036,O2,4,0.0469823475000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1524452,O2,4,0.0016394800000005
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-610917,O2,2,0.0172493049999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-611836,O2,2,0.0269783649999997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002119093>,O2,4,0.0014173724999997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002119100>,O2,4,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003835150>,O2,2,0.0218528850000003
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002119087>,O2,4,0.0623426
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002119086>,O2,4,0.0621627700000004
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004460095>,O2,12,0.0192255824999998
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002119097>,O2,4,0.0014863675
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002119083>,O2,4,0.0618617999999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004460099>,O2,12,0.082199403333333
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002119090>,O2,4,0.0015921250000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-10157,K,1,0.0125914625
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1080043,K,8,0.0392122112499999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1184905,K,20,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1184804,K,8,0.01770834875
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1184755,K,2,0.0134754325000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1184808,K,8,0.0335741550000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1444138,K,2,0.0721421525000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-604318,K,4,0.013345535
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-604325,K,2,0.0740922425000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-906227,K,8,0.03252721875
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-972981,K,2,0.0089157075000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003184910>,K,2,0.0444189575
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004465850>,K,12,0.0445707458333335
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002090266>,K,4,0.0123094649999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002155274>,K,4,0.0810421175
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002155263>,K,1,0.0138561425000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002090265>,K,4,0.01327406
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004465847>,K,8,0.0566621250000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002090264>,K,4,0.0005866125
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002155265>,K,12,0.0422244141666667
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004465851>,K,8,0.0795178950000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-30840,Ti2Pd3,10,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003289489>,Er3S4,7,0.054417915238095
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1028357,Mg14NiSb,16,0.0903559352513241
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1028340,Mg14NiSb,16,0.091507384001324
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003480684>,SrMg5Zn2,8,0.0479109441627558
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1043381,Sb2O5,14,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1402032,Sb2O5,14,0.0483170114285709
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1974691,Sb2O5,7,0.0470930542857139
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005220510>,Sb2O5,14,0.0294093949999991
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1040425,C,2,0.0094804374999988
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1182047,C,2,0.0085109424999991
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-169,C,2,0.0032246074999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-2516584,C,4,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-48,C,4,0.0083724249999992
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-568286,C,4,0.0081888299999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-569416,C,8,0.0301877674999992
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-606949,C,12,0.0103324416666659
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-569304,C,4,0.0018847924999985
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-568806,C,2,0.0086918574999987
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-937760,C,2,0.0060562275000002
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-990448,C,2,0.009136742499999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-997182,C,4,0.0099297174999986
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-990424,C,4,0.0097725774999997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003278723>,C,4,0.0090678449999987
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002050592>,C,2,0.0081195274999998
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-10260,Ni3Sb,4,0.0439197550000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-672371,Ni3Sb,8,0.0007647587499999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-976847,Ni3Sb,4,0.0082945224999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-976893,Ni3Sb,8,0.0138925575000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003261924>,Ni3Sb,8,0.0727562974999997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001282484>,Ni3Sb,4,0.0181352925000002
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003461745>,La(Al2Cu)2,7,0.0919361261904692
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001193776>,Er5Tl,6,0.0252798625000005
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003198540>,SiPt5,6,0.0953348683333343
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003742581>,CrRhSe4,6,0.07053281625
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003498942>,RbAg2F6,9,0.0890168716666668
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003218306>,La5Hg3,16,0.0391915262500002
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003218307>,La5Hg3,16,0.0334479600000006
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003290799>,La5Hg3,8,0.0208744118750003
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003266816>,CrAu8,9,0.0160856622222227
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003165825>,ZrSc3,4,0.0424493112500012
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003165828>,ZrSc3,4,0.0482033112500008
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003264877>,ZrSc3,8,0.0097758437500008
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003264876>,ZrSc3,8,0.0144316762500009
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003262066>,ZrSc3,8,0.0622716987500009
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003165823>,ZrSc3,4,0.048473726250001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003296115>,ZrSc3,8,0.0097490775000013
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003190885>,ZrSc3,4,0.007211218750001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001280842>,ZrSc3,4,0.0405061062500005
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003220724>,ZrSc3,16,0.0311821206250009
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003165824>,ZrSc3,4,0.055009268750001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003262067>,ZrSc3,8,0.0439343912500005
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003190883>,ZrSc3,4,0.015539103750001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003165826>,ZrSc3,4,0.0525937137500012
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003190884>,ZrSc3,4,0.0098837087500012
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003165827>,ZrSc3,4,0.0411945137500007
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1070601,La2BiO2,5,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001199956>,CaAgPd2,4,0.0259094520833338
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001088015>,CaAgPd2,4,0.0877906120833333
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-979012,Tm2AlZn,4,0.0038099368749997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001139634>,Tm2AlZn,4,0.0006412768749997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001198019>,Tm2AlZn,4,0.0060653368749998
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003413308>,Tm2AlZn3,12,0.0081059208333331
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1045241,Ca2MnWO6,20,0.0205849869999994
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-19108,Ca2MnWO6,20,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003475361>,BaSi2Pd5,8,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003712097>,BaSiPd3,20,0.0535922114999989
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1217637,Tb4Si7,11,0.033498770909091
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-18793,LiCrO2,16,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-753227,LiCrO2,16,0.0340431731250001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-762454,LiCrO2,8,0.0365798674999995
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003633827>,LiCrO2,8,0.0376241099999994
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003203373>,ZnAg5,6,0.0187745627777786
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003203376>,ZnAg5,6,0.0143454177777786
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003203375>,ZnAg5,6,0.0154744844444452
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003203374>,ZnAg5,6,0.0213557494444454
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003298639>,ZnAg5,6,0.0164146477777786
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003203377>,ZnAg5,6,0.0195673461111121
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003287515>,Pr3Al2,20,0.0403432620000003
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001194354>,La5Al,6,0.0525625183333335
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003195610>,La5Al,6,0.0476809100000004
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003299207>,La5Al,6,0.0929856483333333
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003195609>,La5Al,6,0.0686894049999997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003373184>,Nd2(ZnPd)5,12,0.0135128335555547
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003712714>,NdZn3Pd,10,0.0369423660000016
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004957323>,KNaMn2F6,10,0.0165965312499993
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003193690>,Mg2Sc3,5,0.0903866289999992
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1225426,Dy2FeGe4,7,0.0020750807499982
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-754584,Na5CuO4,20,0.0938146105000043
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003653531>,Na5CuO4,20,0.0595287435000049
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001219208>,La2CdPd,4,0.0966387325000006
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001125716>,La2CdPd,4,0.0470280600000005
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003317359>,Nd2Ge2Rh5,9,0.079234236111116
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1105761,Ca3Hg,16,0.0019283837499999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003185745>,Ca3Hg,4,0.0637559381249999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003187837>,Ca3Hg,4,0.0274493881249999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003262852>,Ca3Hg,8,0.0455210018749998
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003296444>,Ca3Hg,8,0.0128556856249999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003203542>,Ca5Hg,6,0.0157989554166662
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003196434>,Ca5Hg,6,0.083902797083333
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003196437>,Ca5Hg,6,0.0379260704166661
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-2359,NdPt5,6,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1220340,Nd2Ge3Pd,6,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003406928>,Cs2SbPt2,10,0.0685651574999983
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1094072,Pr3AlN,5,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003672278>,Dy(Zn2Pd)4,13,0.0479189299038491
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003395721>,Er2Si2Ag,10,0.0057344086666653
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1186088,Na3Tl,8,0.008236771799569
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-982873,Na3Tl,4,0.005144593049569
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-977403,Na3Tl,4,0.0174069105495691
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-982773,Na3Tl,4,0.011114633049569
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001282835>,Na3Tl,4,0.006835470549569
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001828711>,Na3Tl,4,0.0879893705495689
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003294535>,Na2Tl,6,0.0352177329166665
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001850752>,Na2Tl,3,0.0283666562499997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005217952>,Na3Tl2,5,0.0902780177500002
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003345622>,Sr2Ge5Au3,20,0.0460806506249991
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003341516>,Pr3(HgPd2)2,9,0.0712979469444494
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1096861,Cd,1,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1183542,Cd,1,0.0192758899999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-2647135,Cd,1,0.06453229
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-94,Cd,2,0.01360791
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003285331>,Cd,2,0.0738302699999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003285328>,Cd,1,0.06860871
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002142013>,Cd,3,0.01441744
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002142014>,Cd,1,0.01715608
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004448054>,Cd,8,0.077868755
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004448058>,Cd,1,0.08493238
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002054031>,Cd,1,0.0195525399999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002142019>,Cd,3,0.0708383166666666
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002054050>,Cd,2,0.0146731399999999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004448061>,Cd,6,0.0371232283333333
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004448057>,Cd,12,0.0822221808333334
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1102298,Eu3B2Pt7,12,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1101331,SrLaI5,14,0.0970971685714259
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-755393,SrLaI5,14,0.052137719999997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-755705,SrLaI5,14,0.033260096428568
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003214968>,SrLaI5,14,0.0456043992857111
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003411022>,TmAl2Au3,12,0.0332369175000009
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1187979,Yb5Mg,6,0.0391487554166667
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1187825,Yb5Mg,6,0.0380789670833334
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1187967,Yb5Mg,6,0.0442549070833333
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1187963,Yb5Mg,6,0.0294852920833335
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003193732>,Ni2Pt3,5,0.0357820470000014
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1426,Sm2Fe17,19,0.0228613026315791
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005217383>,Rb3O2,10,0.0374487060000015
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003568446>,Cu3AsO6,20,0.0727072187500015
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1095315,BaWO4,12,0.0210233950000002
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-19048,BaWO4,12,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-556807,BaWO4,12,0.0562360475000005
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-560531,BaWO4,12,0.0518604708333327
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-565970,BaWO4,12,0.002872444166666
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001213613>,Sm2MgAg,4,0.0947972904166669
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001133752>,Sm2MgAg,4,0.0671032054166667
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003196308>,Mn5Be,6,0.06731349770115
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004713996>,K4Er3VO8,16,0.0414922638749999
alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-12545,Er3Pd2,10,0.0099739930000017
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003284237>,Te2Br,6,0.0796064416666664
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002042303>,Te2Br,6,0.0
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002042305>,Te2Br,6,0.0158103650000001
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003201589>,Te2Br,6,0.075469163333333
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002042304>,Te2Br,6,0.0732910483333331
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002042298>,Te2Br,3,0.0621621599999997
alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002042301>,Te2Br,6,0.0007231416666666
