candidate_id,reduced_formula,public_source,public_member,public_id,match_confidence,structure_match_public,public_energy_above_hull,match_error
mattergen_pilot_5k_3gpu_01479,Ba2BiPd6Pb,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004933220>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0556477224999989,
mattergen_pilot_5k_3gpu_01451,Ba2CePbS5,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm005159881>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0621131505555601,
mattergen_pilot_5k_3gpu_02043,Ba2Ga3SbPt4,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm004517717>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.033912555899997,
mattergen_pilot_5k_3gpu_00038,Ba2InSbS5,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005159529>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0104646082175863,
mattergen_pilot_5k_3gpu_04162,Ba2Li3Au2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003311082>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0179962099999992,
mattergen_pilot_5k_3gpu_03988,Ba2MgAl3Au4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004535946>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0291565402499998,
mattergen_pilot_5k_3gpu_04800,Ba2NaCa,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002708773>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0561491085416667,
mattergen_pilot_5k_3gpu_03572,Ba2NaCd3Au4,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm004524804>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0476219285000021,
mattergen_pilot_5k_3gpu_03234,Ba2NaH2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002924084>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_01581,Ba2NaZn2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003002616>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0481931496896546,
mattergen_pilot_5k_3gpu_01563,Ba2Sr,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003161340>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0093745548666663,
mattergen_pilot_5k_3gpu_03514,Ba2Zn3CdGe4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004508661>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0511260734999998,
mattergen_pilot_5k_3gpu_04419,Ba3Ca,alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1183314,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0392600624999999,
mattergen_pilot_5k_3gpu_03328,Ba3MgRu2O9,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004672324>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0351716843333331,
mattergen_pilot_5k_3gpu_02403,Ba3NaZn2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003438084>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0120955820833332,
mattergen_pilot_5k_3gpu_03490,Ba3Nd2YSe6,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004628515>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0262192758333332,
mattergen_pilot_5k_3gpu_01334,Ba4RhIBr2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004814042>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0904131953645834,
mattergen_pilot_5k_3gpu_03387,Ba6As2PN,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004971231>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0202858788125004,
mattergen_pilot_5k_3gpu_02920,Ba6P2NCl3,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004620975>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0264176595138883,
mattergen_pilot_5k_3gpu_00986,Ba6PS2Cl3,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004611011>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0108914384999998,
mattergen_pilot_5k_3gpu_04140,Ba8AgPtAu2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004909145>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0024242514583336,
mattergen_pilot_5k_3gpu_00511,BaCaRuO6,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005093018>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0592945135648124,
mattergen_pilot_5k_3gpu_00346,BaCd2InSn,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005003502>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.005579121000002,
mattergen_pilot_5k_3gpu_00470,BaEuTlCd,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001914782>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0360910675000001,
mattergen_pilot_5k_3gpu_04600,BaFeIrO6,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm005093950>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_02696,BaHg(PbBr4)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004909034>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.050486420416667,
mattergen_pilot_5k_3gpu_00833,BaHgBi4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001170973>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_02130,BaIn6Cu,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003771108>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0253119576785709,
mattergen_pilot_5k_3gpu_01168,BaLa2Hg,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003171974>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0725293909375,
mattergen_pilot_5k_3gpu_01626,BaLi4AgAu2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004799192>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0724819226562525,
mattergen_pilot_5k_3gpu_02352,BaLiCa2,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm003171702>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0405274512500002,
mattergen_pilot_5k_3gpu_04246,BaNaPS4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005054158>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0273758252381037,
mattergen_pilot_5k_3gpu_00636,BaNaTlHg,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001386745>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0566397633124995,
mattergen_pilot_5k_3gpu_02429,BaPPd3,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002571422>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0596087993571439,
mattergen_pilot_5k_3gpu_01176,BaSi2Pd5,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003475361>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_00357,BaSr,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003190435>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0215573091999998,
mattergen_pilot_5k_3gpu_01774,BaSr2Tl,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003191602>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.024501612541667,
mattergen_pilot_5k_3gpu_04887,BaSrHfO4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005057172>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0360499200000017,
mattergen_pilot_5k_3gpu_02400,BaTl2Sb,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003172425>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0554996404166674,
mattergen_pilot_5k_3gpu_01179,BaVReO6,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005094707>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0101162970910486,
mattergen_pilot_5k_3gpu_02836,BaZrWN4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005055440>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0279068825000052,
mattergen_pilot_5k_3gpu_01152,Be4RuW,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003204401>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0208275109523805,
mattergen_pilot_5k_3gpu_01671,C,alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-2516584,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_04396,Ca(MgCd)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002931016>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0689920202972973,
mattergen_pilot_5k_3gpu_01676,Ca2CdPb,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003187206>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0350327474999998,
mattergen_pilot_5k_3gpu_01416,Ca2CeSmBi4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004849014>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0659343622727268,
mattergen_pilot_5k_3gpu_01916,Ca2ErHfSb4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004842518>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0316838774147711,
mattergen_pilot_5k_3gpu_04788,Ca2InGa,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001199287>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0348391449999998,
mattergen_pilot_5k_3gpu_01589,Ca2MnWO6,alex-mp v20 local public snapshot,alex_mp_20/val.csv,mp-1391233,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0221852064999996,
mattergen_pilot_5k_3gpu_03984,Ca2P2Ru2C,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm004544915>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0300496691666687,
mattergen_pilot_5k_3gpu_02303,Ca2PtPbO6,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004967200>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0456043899999993,
mattergen_pilot_5k_3gpu_00071,Ca2TlCd6,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003488482>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0392710619444436,
mattergen_pilot_5k_3gpu_02504,Ca2TlPd,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001146755>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0432673038541664,
mattergen_pilot_5k_3gpu_04115,Ca3CeS4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003560079>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0621386475000003,
mattergen_pilot_5k_3gpu_03020,Ca3Hg,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003187837>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0274493881249999,
mattergen_pilot_5k_3gpu_02049,Ca3Y3AgS8,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004686071>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0943091830000044,
mattergen_pilot_5k_3gpu_03223,Ca5Hg,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003196437>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0379260704166661,
mattergen_pilot_5k_3gpu_04612,CaAgPd2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001199956>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0259094520833338,
mattergen_pilot_5k_3gpu_04072,CaBiPd2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-977540,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0115995240624995,
mattergen_pilot_5k_3gpu_04871,CaCdAsF,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005203093>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0882583250000008,
mattergen_pilot_5k_3gpu_00437,CaCuPd,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003610577>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_03537,CaDyCu2,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm001087832>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0728774318750002,
mattergen_pilot_5k_3gpu_03008,CaDyRh4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001171996>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_04173,CaDyY2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001124199>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0708125891666666,
mattergen_pilot_5k_3gpu_02476,CaErAlZn,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001371905>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0584507782812502,
mattergen_pilot_5k_3gpu_01267,CaHgH,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm002075093>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0154535349999997,
mattergen_pilot_5k_3gpu_04482,CaHoPtRh,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005210231>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0390934109027787,
mattergen_pilot_5k_3gpu_04191,CaLa2Tb,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001199873>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0977404250000004,
mattergen_pilot_5k_3gpu_00255,CaNdAgSn,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001333363>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0131206335714293,
mattergen_pilot_5k_3gpu_00196,CaNdAu,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001837952>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0877567974166662,
mattergen_pilot_5k_3gpu_01186,CaNdTlAu,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001374672>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0382125174999994,
mattergen_pilot_5k_3gpu_03230,CaPr2DyBi4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004849043>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.046159122447916,
mattergen_pilot_5k_3gpu_04256,CaPrSmMg,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005179835>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0733618737499997,
mattergen_pilot_5k_3gpu_00078,CaSm2Y,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005108263>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0786694758333332,
mattergen_pilot_5k_3gpu_02714,CaSmGaAu,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001360718>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0704468587500009,
mattergen_pilot_5k_3gpu_03757,CaTbTlPb,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001393284>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0843356217045459,
mattergen_pilot_5k_3gpu_04110,CaTlBi2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001200267>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0162080532986119,
mattergen_pilot_5k_3gpu_01837,CaYLu,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001831649>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0882878211111108,
mattergen_pilot_5k_3gpu_03324,CaYZnGa,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001317952>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0341541975000008,
mattergen_pilot_5k_3gpu_03593,CaZrAl4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003199257>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.086909771666666,
mattergen_pilot_5k_3gpu_00670,Cd2InAg,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004412933>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0716969252499999,
mattergen_pilot_5k_3gpu_00101,Cd2InHg,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003174167>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0428849458333335,
mattergen_pilot_5k_3gpu_02387,Cd3Pb2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003287937>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0413533174285714,
mattergen_pilot_5k_3gpu_01528,Cd5Rh,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003196681>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0507762866666663,
mattergen_pilot_5k_3gpu_01859,CdAg2Sn,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001195102>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0575343837500006,
mattergen_pilot_5k_3gpu_02868,CdGaSn,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001831877>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0610320741666665,
mattergen_pilot_5k_3gpu_02998,CdNi3N,alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1017554,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_02687,CdPtAu,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003158876>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0632098316666662,
mattergen_pilot_5k_3gpu_00083,Ce2(SmIn)3,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003328102>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0742166637499996,
mattergen_pilot_5k_3gpu_00556,Ce2DyHgC,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004989248>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.015257850666666,
mattergen_pilot_5k_3gpu_03606,Ce2ErScTe4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004833795>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0211782306249999,
mattergen_pilot_5k_3gpu_03520,Ce2Ho3ErAs6,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004619849>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0028277758333334,
mattergen_pilot_5k_3gpu_02028,Ce2NdHoBi4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004849518>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.012137684499998,
mattergen_pilot_5k_3gpu_01241,Ce2NdInN,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005014010>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0204384413333338,
mattergen_pilot_5k_3gpu_02180,Ce2OsCl,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005126023>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0593501854924216,
mattergen_pilot_5k_3gpu_01624,Ce2Pr3NdP6,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004621098>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_03038,Ce2SmPb,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001201553>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0789708044999999,
mattergen_pilot_5k_3gpu_01795,Ce2Y(HoSb2)3,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004602071>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0104674838888927,
mattergen_pilot_5k_3gpu_00370,Ce2Y3ErAs6,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm004601888>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.002222017916666,
mattergen_pilot_5k_3gpu_00460,Ce3Pr(HoS3)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004644025>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.006298818750003,
mattergen_pilot_5k_3gpu_01431,Ce4Bi2PN2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004564660>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_04745,Ce6As2PSe3,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004605524>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0035763591666677,
mattergen_pilot_5k_3gpu_03925,Ce8NiIr3I4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004734715>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0257599281249998,
mattergen_pilot_5k_3gpu_04135,CeAlZnAg,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001349243>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0661460990624998,
mattergen_pilot_5k_3gpu_03078,CeDy2ErTl4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004807963>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0003775532499998,
mattergen_pilot_5k_3gpu_00895,CeDyGaGe,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005204899>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0459263872727273,
mattergen_pilot_5k_3gpu_02093,CeDyPbO2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005015139>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_01752,CeEr3(TlS2)4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004728805>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0058070965625001,
mattergen_pilot_5k_3gpu_00528,CeErCd6,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003771786>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0298650637499995,
mattergen_pilot_5k_3gpu_01759,CeErGa6,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm003772058>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0128860518750002,
mattergen_pilot_5k_3gpu_04774,CeHoCu2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001131095>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0721354512499994,
mattergen_pilot_5k_3gpu_01969,CeHoLu,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001845340>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.07260416,
mattergen_pilot_5k_3gpu_00669,CeInHgPb,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005192890>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.00433628625,
mattergen_pilot_5k_3gpu_02811,CeMgAg4,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm001179345>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0535507270833326,
mattergen_pilot_5k_3gpu_03584,CeNd2Sb3Rh4,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004539179>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0691646507380934,
mattergen_pilot_5k_3gpu_01235,CeNdS2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,mp-1226502,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0,
mattergen_pilot_5k_3gpu_01633,CePr3(HoSe3)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004608531>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0074804544444502,
mattergen_pilot_5k_3gpu_04299,CePr4Ho3Se8,alex-mp v20 local public snapshot,alex_mp_20/val.csv,alex<agm004725481>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0009073093749991,
mattergen_pilot_5k_3gpu_02285,CePrZnAg,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm005210713>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0706552447500006,
mattergen_pilot_5k_3gpu_00480,CeScCdPb,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm001328232>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0958305812254911,
mattergen_pilot_5k_3gpu_04899,CeSm(DyHo2)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004867240>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0577991043750003,
mattergen_pilot_5k_3gpu_02377,CeSm(DySe3)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004959048>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0508900404999987,
mattergen_pilot_5k_3gpu_00082,CeSm(ZnGe)2,alex-mp v20 local public snapshot,alex_mp_20/train.csv,alex<agm004742674>,StructureMatcher_ltol0.2_stol0.3_angle5,True,0.0615607066666665,
