candidate_id,formula,composition_key,structure_matcher_status,matched_public_source,matched_public_id,pool_duplicate_status,keep_for_followup,evidence_status
mattergen_pilot_5k_3gpu_00019,Dy8 Hg2 S2,Dy-Hg-S,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00020,Ba3 H2 N2 O12,Ba-H-N-O,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00021,Na7 Au3,Au-Na,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00022,Tb4 Nd1 Dy1 Er1 Tm4 Sc1,Dy-Er-Nd-Sc-Tb-Tm,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00023,Dy5 Al1 Br4,Al-Br-Dy,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00024,Cs9 Rb7 O4,Cs-O-Rb,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00025,Nd1 Ho6 Ga5,Ga-Ho-Nd,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00026,Sr2 Ag1,Ag-Sr,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00027,Li1 Ca4 La3 Se8,Ca-La-Li-Se,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00028,Li1 Mg5 Pb12,Li-Mg-Pb,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00029,Hf1 Pd2 Pt1,Hf-Pd-Pt,not_run_smoke_formula_level_only,WBM_Matbench_formula_index,,hash_unique_in_smoke_batch,False,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00030,Ta1 Tl1 N3 O1 F12,F-N-O-Ta-Tl,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00031,Cs2 Au1 I1,Au-Cs-I,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00032,Zr2 Al5 Pd3,Al-Pd-Zr,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00033,Cs1 La1 Cu1 I6,Cs-Cu-I-La,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00034,Pr2 Ni1 Ir1,Ir-Ni-Pr,not_run_smoke_formula_level_only,WBM_Matbench_formula_index,,hash_unique_in_smoke_batch,False,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00035,Cs2 Cd2 Bi2,Bi-Cd-Cs,not_run_smoke_formula_level_only,WBM_Matbench_formula_index,,hash_unique_in_smoke_batch,False,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00036,Na2 Ce2 C4 O12,C-Ce-Na-O,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00037,Pr4 Co4 Sn2,Co-Pr-Sn,not_run_smoke_formula_level_only,WBM_Matbench_formula_index,,hash_unique_in_smoke_batch,False,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00038,Ba4 In2 Sb2 S10,Ba-In-S-Sb,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00039,Li1 Sc5,Li-Sc,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00040,Ce2 Dy2 In4,Ce-Dy-In,not_run_smoke_formula_level_only,WBM_Matbench_formula_index,,hash_unique_in_smoke_batch,False,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00041,Cs1 Ge1 Sb1 I6,Cs-Ge-I-Sb,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00042,Mg7 Bi2 Pb1,Bi-Mg-Pb,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00043,Cs2 C3 N3 O12,C-Cs-N-O,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00044,Eu2 Tl1 N1,Eu-N-Tl,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00045,Li1 Pr1 Ho1 Ni1,Ho-Li-Ni-Pr,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00046,Pr2 Dy1 P3 Rh4,Dy-P-Pr-Rh,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00047,Y2 Se8,Se-Y,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00048,Eu2 As6,As-Eu,not_run_smoke_formula_level_only,WBM_Matbench_formula_index,,hash_unique_in_smoke_batch,False,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00049,Al1 Zn2 Ga1 Ag3,Ag-Al-Ga-Zn,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00050,Rb4 Ge3 Se7,Ge-Rb-Se,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00051,Ba1 Li1 Tl1 Cd1,Ba-Cd-Li-Tl,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00052,Sc3 S6 Cl2,Cl-S-Sc,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00053,Y4 Zn1 Ir2,Ir-Y-Zn,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00054,La10 Pr3 Ga5 H2,Ga-H-La-Pr,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00055,Dy1 Er2 Sc1,Dy-Er-Sc,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00056,Li1 La1 Ho1 Sn1,Ho-La-Li-Sn,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00057,Ce2 Hg1 Se2 Br6,Br-Ce-Hg-Se,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00058,K6 Zn2 As4,As-K-Zn,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00059,Cs4 Na2 F6,Cs-F-Na,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00060,Dy2 Sc3 Ga4 Rh11,Dy-Ga-Rh-Sc,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00061,Hf3 Zr2 Ir2,Hf-Ir-Zr,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00062,Rb2 Tb1 Y1 S4,Rb-S-Tb-Y,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00063,Tm2 Cd4 Rh2,Cd-Rh-Tm,not_run_smoke_formula_level_only,WBM_Matbench_formula_index,,hash_unique_in_smoke_batch,False,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00064,Lu2 Ni2 Sn1,Lu-Ni-Sn,not_run_smoke_formula_level_only,WBM_Matbench_formula_index,,hash_unique_in_smoke_batch,False,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00065,S2 O5 F3,F-O-S,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00066,Cs5 In3 Bi1 Br11,Bi-Br-Cs-In,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00067,Li1 Cu2 F3,Cu-F-Li,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00068,Tm3 Hg1,Hg-Tm,not_run_smoke_formula_level_only,WBM_Matbench_formula_index,,hash_unique_in_smoke_batch,False,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00069,Pr3 Hg2 Pd4,Hg-Pd-Pr,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00070,Cu6 Pd2 Rh1,Cu-Pd-Rh,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00071,Ca2 Tl1 Cd6,Ca-Cd-Tl,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00072,Ba4 Hg1 Rh2,Ba-Hg-Rh,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00073,As1 Pd2 Pb6,As-Pb-Pd,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00074,K2 Pr4 Tl2 S8,K-Pr-S-Tl,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00075,Cs2 K1 Ru1 Cl6,Cl-Cs-K-Ru,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00076,Ho2 Sn1 Rh1,Ho-Rh-Sn,not_run_smoke_formula_level_only,WBM_Matbench_formula_index,,hash_unique_in_smoke_batch,False,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00077,Lu1 Cu1 Ge1,Cu-Ge-Lu,not_run_smoke_formula_level_only,WBM_Matbench_formula_index,,hash_unique_in_smoke_batch,False,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00078,Ca1 Sm2 Y1,Ca-Sm-Y,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00079,Pd1 Pb1 Au1,Au-Pb-Pd,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00080,Nb1 V3 S6,Nb-S-V,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00081,Li2 Zr4 Ni2 Se8,Li-Ni-Se-Zr,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00082,Ce1 Sm1 Zn2 Ge2,Ce-Ge-Sm-Zn,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00083,Ce2 Sm3 In3,Ce-In-Sm,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00084,La2 Fe1 Re3 Ge4,Fe-Ge-La-Re,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00085,Cs3 Ca2 V1 F9,Ca-Cs-F-V,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00086,Sm1 Mg2 Sc1,Mg-Sc-Sm,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00087,Sc3 Co6 Ge4 P1,Co-Ge-P-Sc,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00088,Li4 Cu2 F12,Cu-F-Li,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00089,Cs5 Ag1 I6,Ag-Cs-I,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00090,Mg1 Au2 Br4,Au-Br-Mg,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00091,Y1 Tm3 I2 O4,I-O-Tm-Y,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00092,Li1 Er2 Tl6,Er-Li-Tl,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00093,Li1 Sb1 Se2,Li-Sb-Se,not_run_smoke_formula_level_only,WBM_Matbench_formula_index,,hash_unique_in_smoke_batch,False,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00094,Er1 Zn1 Pd2,Er-Pd-Zn,not_run_smoke_formula_level_only,WBM_Matbench_formula_index,,hash_unique_in_smoke_batch,False,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00095,Rb6 Cd4 Te6,Cd-Rb-Te,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00096,Na5 Re1 O6,Na-O-Re,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00097,Co8 Cu4 Si8,Co-Cu-Si,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00098,Na1 Ca1 Pb1 Au1,Au-Ca-Na-Pb,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00099,Li6 Cd11 Pd2,Cd-Li-Pd,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00100,Li1 Pr4 Tl1 Te6,Li-Pr-Te-Tl,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00101,Cd2 In1 Hg1,Cd-Hg-In,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00102,Dy1 Er1 Nb2 O8,Dy-Er-Nb-O,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00103,Lu1 Pb1 Se2,Lu-Pb-Se,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00104,Sm2 Ho3 Sc2,Ho-Sc-Sm,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00105,Dy2 S6 Br3,Br-Dy-S,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00106,Dy2 Cu4 Ni5,Cu-Dy-Ni,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00107,Dy8 Si2 Hg2 C2,C-Dy-Hg-Si,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00108,H1 Au1 Br6,Au-Br-H,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00109,Tb4 Si2 Ge2 C2,C-Ge-Si-Tb,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00110,K2 Ag4 Br12,Ag-Br-K,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00111,Ce3 Cd4 In4,Cd-Ce-In,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00112,Ca1 Be1 Ge2 Pd1,Be-Ca-Ge-Pd,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00113,K3 Rb2 Ti1 Cl6,Cl-K-Rb-Ti,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00114,Y1 Co1 Ge2 Rh1,Co-Ge-Rh-Y,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00115,Sm3 Y3 Ho1 Sc2,Ho-Sc-Sm-Y,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00116,K1 Na2 Au1 Br8,Au-Br-K-Na,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00117,Tb2 Sc1 Al1 C1,Al-C-Sc-Tb,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00118,Nd4 Tl2 Au4,Au-Nd-Tl,not_run_smoke_formula_level_only,WBM_Matbench_formula_index,,hash_unique_in_smoke_batch,False,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00119,Sm2 Al4 Zn1 Au3,Al-Au-Sm-Zn,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00120,Rb1 Ge2 Au3,Au-Ge-Rb,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00121,Lu1 Bi2 Pb1,Bi-Lu-Pb,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00122,Ba3 Hg3 F12,Ba-F-Hg,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00123,Zn4 Hg1 Pb1 Br12,Br-Hg-Pb-Zn,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00124,K6,K,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00125,Ho1 Tm1 Pd1 Ru1,Ho-Pd-Ru-Tm,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00126,Rb1 Li2 Ag1 Au1 Cl6,Ag-Au-Cl-Li-Rb,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00127,Nb2 As2 Pd2 Rh2,As-Nb-Pd-Rh,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00128,Y2 Cu3 Si4 Pt1,Cu-Pt-Si-Y,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00129,Ti2 Cd1 Re1,Cd-Re-Ti,not_run_smoke_formula_level_only,WBM_Matbench_formula_index,,hash_unique_in_smoke_batch,False,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00130,Li3 Ca7 Rh10,Ca-Li-Rh,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00131,Er6 Pd4,Er-Pd,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00132,K3 Tb2 Zn1 Br12,Br-K-Tb-Zn,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00133,Ca3 Hg1 O4,Ca-Hg-O,not_run_smoke_formula_level_only,WBM_Matbench_formula_index,,hash_unique_in_smoke_batch,False,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00134,Br2 Cl4,Br-Cl,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
mattergen_pilot_5k_3gpu_00135,Mg2 Al2 W2 O12,Al-Mg-O-W,not_run_smoke_formula_level_only,,,hash_unique_in_smoke_batch,True,smoke_formula_level_public_label_exclusion_only
