candidate_id,formula,structure_ref,structure_sha256,score_model,score_model_version,score_status,energy_per_atom,formation_energy_proxy,predicted_e_above_hull_proxy,score,raw_rank
mattergen_smoke_100_00026,Tb1 Sm2 Er1 N4,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_32.cif,30fb91d70104ae20ad62c60856a9daaa3b22bacdd513e2beba5f2425c5a05701,MACE-MP-small,mace_mp_small_smoke,scored,-8.083688735961914,-1.635245072460605,-1.635245072460605,1.635245072460605,24
mattergen_smoke_100_00027,Ba1 Ag1 Pd1 Cl6,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_33.cif,ed0a0ed4e8b84c1865960a2218b134692f98cd1bd3d4bcd4b02560b0307ac8ba,MACE-MP-small,mace_mp_small_smoke,scored,-3.440707524617513,-1.5615055825886837,-1.5615055825886837,1.5615055825886837,25
mattergen_smoke_100_00087,Sr4 Cd2 O2,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_88.cif,befc3d940b433c5222db871a2c0e28b249e2202055b975225e1f381330e5d536,MACE-MP-small,mace_mp_small_smoke,scored,-3.7101516723632812,-1.540561117595138,-1.540561117595138,1.540561117595138,26
mattergen_smoke_100_00053,Al1 In1 Hg1 Cl6,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_57.cif,02893c005355badd50302ed539b3952ede53976f0bcfa9c506fe4b938e9354aa,MACE-MP-small,mace_mp_small_smoke,scored,-3.1157044304741754,-1.508496152950595,-1.508496152950595,1.508496152950595,27
mattergen_smoke_100_00052,Ce2 Nd1 Sm1 N4,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_56.cif,58396b711c248d159e18f8f074ea9c050c4739ca92e816caabc95185bac36dea,MACE-MP-small,mace_mp_small_smoke,scored,-8.3176851272583,-1.4513442716519123,-1.4513442716519123,1.4513442716519123,28
mattergen_smoke_100_00014,Nd5 Ho2 Tl3 O2,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_21.cif,7aa7b75c78ffd57b718deba123fdf746db52399a4bd666d7ac757df95986aeaf,MACE-MP-small,mace_mp_small_smoke,scored,-5.227011998494466,-1.4402338124043856,-1.4402338124043856,1.4402338124043856,29
mattergen_smoke_100_00078,Tm2 Tl2 Ag1 S5,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_8.cif,fff36939eb76af72ebf9b8baa1f7b5496bb903d29a7e3c01dae533cffbf9cdfe,MACE-MP-small,mace_mp_small_smoke,scored,-4.887137603759766,-1.439414333628326,-1.439414333628326,1.439414333628326,30
mattergen_smoke_100_00065,Li2 Dy2 Tl2 Se6,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_68.cif,44e5c9fddf52c69691b3a8e17a2145b8c3165c36f73e0e17cba08cd3df1f36f8,MACE-MP-small,mace_mp_small_smoke,scored,-4.395841280619304,-1.3896874037657536,-1.3896874037657536,1.3896874037657536,31
mattergen_smoke_100_00054,B2 N2 F1,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_58.cif,d6b609e5d8a0586d536c4cd33f4d36993fa60422b07d77d54f62046e021d0c22,MACE-MP-small,mace_mp_small_smoke,scored,-7.271685791015625,-1.1927732056515987,-1.1927732056515987,1.1927732056515987,32
mattergen_smoke_100_00008,Sr2 Li2 Mn3 Se9,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_16.cif,a23ddb7290a59a88d7cb1650cec582b1924aefee0a41615483d3bc2e64a94c68,MACE-MP-small,mace_mp_small_smoke,scored,-4.950443744659424,-1.1659495612494997,-1.1659495612494997,1.1659495612494997,33
mattergen_smoke_100_00079,Tl4 Br6,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_80.cif,f1e8d32888db5102948204b9cff7eff7838ed3eeeda321bed72897741b4600d3,MACE-MP-small,mace_mp_small_smoke,scored,-2.684026908874512,-1.1495910889875,-1.1495910889875,1.1495910889875,34
mattergen_smoke_100_00045,Na6 Se5,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_5.cif,f0f6513670d7c5644ab373d285a17a5602b05355a1826bf934ab14a80ac8a228,MACE-MP-small,mace_mp_small_smoke,scored,-3.164990858598189,-1.0890132184698529,-1.0890132184698529,1.0890132184698529,35
mattergen_smoke_100_00059,Mo3 Br2 O9,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_62.cif,9325be5c22441c90d11698e7fcf7a4010cfab215ef57f7f7cf5870e5cccce21e,MACE-MP-small,mace_mp_small_smoke,scored,-6.164894104003906,-1.0170872902375834,-1.0170872902375834,1.0170872902375834,36
mattergen_smoke_100_00076,Tb2 Ge4 Ir1 Pd3,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_78.cif,73eb9696f0ef4a8b32bd313243c0d1e5a4b5cb08cc5334a4ee191b8039635602,MACE-MP-small,mace_mp_small_smoke,scored,-5.9770660400390625,-1.009529818456179,-1.009529818456179,1.009529818456179,37
mattergen_smoke_100_00042,Rb1 Se2 N2 O6,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_47.cif,cec837d11ba6936aab72865e01cf8bbe2741c0271df8353bbb05f31546af3c28,MACE-MP-small,mace_mp_small_smoke,scored,-5.468916459517046,-0.9996676480510773,-0.9996676480510773,0.9996676480510773,38
mattergen_smoke_100_00085,La3 Pr12 Ho5,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_86.cif,032e436ef9442e84ea017cb24d894234885704174b3d6e0a9c7164ae33ce4936,MACE-MP-small,mace_mp_small_smoke,scored,-4.6946979522705075,-0.9014145746162336,-0.9014145746162336,0.9014145746162336,39
mattergen_smoke_100_00015,Hf2 Zr4 Pt4,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_22.cif,da5d9f7279f55e81f08cd85f16c0d1cc9a7bab8a66544f719a32791f672dc700,MACE-MP-small,mace_mp_small_smoke,scored,-8.686448669433593,-0.887074592575372,-0.887074592575372,0.887074592575372,40
mattergen_smoke_100_00032,Sm1 Ho1 Tm3 Tl5,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_38.cif,8700a9aa08d85a1b05503d5c40dc4a52c176d77c9609693559efc62a051ad17c,MACE-MP-small,mace_mp_small_smoke,scored,-3.7744293212890625,-0.830208899358214,-0.830208899358214,0.830208899358214,41
mattergen_smoke_100_00001,Tm1 Mg1 Zn1 Pd1,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_1.cif,4f8921f2b7e12fd7f6a0462f24c9b6d2a4407677826fcdc49c93c1f8f3e3961d,MACE-MP-small,mace_mp_small_smoke,scored,-3.7089130878448486,-0.7380104280151651,-0.7380104280151651,0.7380104280151651,42
mattergen_smoke_100_00077,Tm1 Mg1 Ga1 Pd1,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_79.cif,24e9df27ef84b2a573366447294c149ffa0237861b80bfcb3d8af8a58d440426,MACE-MP-small,mace_mp_small_smoke,scored,-4.2062177658081055,-0.7105118452214834,-0.7105118452214834,0.7105118452214834,43
mattergen_smoke_100_00041,Sr1 As2 Pt1 Rh1,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_46.cif,96ebbe38cfc27b7aeca717f2a52e216b75d86f04821244a0c5f2fc121e94b105,MACE-MP-small,mace_mp_small_smoke,scored,-5.627017211914063,-0.704538417048231,-0.704538417048231,0.704538417048231,44
mattergen_smoke_100_00098,Sr3 Te3 Rh4,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_98.cif,94d0bc7629e0c18b90b7448d5cbef80aa1cede29cda960985a8a946a4c2bc96d,MACE-MP-small,mace_mp_small_smoke,scored,-5.002725982666016,-0.6947813868032862,-0.6947813868032862,0.6947813868032862,45
mattergen_smoke_100_00040,Hf1 Fe5 Ge2 Se4,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_45.cif,8b3d350ad04c9cffd1c85f0cd28233e297cc39553b5dee73cf8ce78a81cf6bb9,MACE-MP-small,mace_mp_small_smoke,scored,-6.696692148844401,-0.6747257461662972,-0.6747257461662972,0.6747257461662972,46
mattergen_smoke_100_00030,Ba8 Sn2 Pt2,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_36.cif,e10e3ab9d962e625f300ab3c433d756c951a06932a7a7c7c352511074f014535,MACE-MP-small,mace_mp_small_smoke,scored,-3.520094553629557,-0.6715751372661964,-0.6715751372661964,0.6715751372661964,47
mattergen_smoke_100_00071,Li1 Te3,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_73.cif,c06077e36176c509da5e1ce77fdb6ce533d7c2bc07a06a5a20f70f246b8e0672,MACE-MP-small,mace_mp_small_smoke,scored,-3.1482901573181152,-0.5966308533544105,-0.5966308533544105,0.5966308533544105,48
mattergen_smoke_100_00046,Tm1 Sc1 Zn1 Os1,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_50.cif,6122822e4f04d932fc29df560a748ba1ae3ea7ee3fabdabe0a42d82045bdd2cb,MACE-MP-small,mace_mp_small_smoke,scored,-6.242105960845947,-0.5203895806486694,-0.5203895806486694,0.5203895806486694,49
mattergen_smoke_100_00020,Sc1 Zn12,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_27.cif,9451350396298bfd13ec849528d5ddd654aec2edde49932fc394090aa596caba,MACE-MP-small,mace_mp_small_smoke,scored,-1.766365491426908,-0.4661898861892273,-0.4661898861892273,0.4661898861892273,50
mattergen_smoke_100_00018,Hf6 Nb1 Zn2 Si3,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_25.cif,200c969796e4b9df2adbd0c4d4ac006bad19116fe2d92e9d6dc6daec96f07a50,MACE-MP-small,mace_mp_small_smoke,scored,-7.751015981038411,-0.46475305136501177,-0.46475305136501177,0.46475305136501177,51
mattergen_smoke_100_00050,Sr3 Ga1 Hg3 Ge5,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_54.cif,6f02998789a340d0ffadbf43ef7a80ade8bb9a3c75bd1793aac413beef8417d1,MACE-MP-small,mace_mp_small_smoke,scored,-3.0041933059692383,-0.46075602775159563,-0.46075602775159563,0.46075602775159563,52
mattergen_smoke_100_00089,Sr2 Li2 Sn3,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_9.cif,86a10beaa725d6b8e13f05c040642106ca2c1bed46e5c25754b0edd057cda9fc,MACE-MP-small,mace_mp_small_smoke,scored,-3.2390174865722656,-0.44051177836354105,-0.44051177836354105,0.44051177836354105,53
mattergen_smoke_100_00031,Li2 Sm1 Mg2 Pd2,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_37.cif,a3a5f8d1077591691cad8ee646dc25b59bf1b2a678ee159d596a5247b7b2bdad,MACE-MP-small,mace_mp_small_smoke,scored,-3.6093126024518694,-0.42953058393008714,-0.42953058393008714,0.42953058393008714,54
mattergen_smoke_100_00013,Sm1 Tm1 Zn1 Hg1,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_20.cif,ed518d4aa1723d91f2daff8858f367f1ba6b22c297b8c611c6012a88753e0afd,MACE-MP-small,mace_mp_small_smoke,scored,-3.0781328678131104,-0.42693425087153125,-0.42693425087153125,0.42693425087153125,55
mattergen_smoke_100_00058,Ba1 Cd1 In2 Rh1,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_61.cif,3ae26f7ab7d3d82fce5ad74f7c0a917d988609e208e866920c9938c1f72ba261,MACE-MP-small,mace_mp_small_smoke,scored,-3.521514892578125,-0.36687985266669365,-0.36687985266669365,0.36687985266669365,56
mattergen_smoke_100_00081,Hg4 Te2 I2,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_82.cif,333fe1bb025489a414902d476cea62feba47386e6e0d5756ee416e3d414d2ef4,MACE-MP-small,mace_mp_small_smoke,scored,-1.5383268594741821,-0.36170497537150825,-0.36170497537150825,0.36170497537150825,57
mattergen_smoke_100_00043,Tb1 Er1 Mg1 Ga1,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_48.cif,c418398f6199cc7360617542d253192876c9c376dc16a778e6e929d2e0aacc35,MACE-MP-small,mace_mp_small_smoke,scored,-3.784407615661621,-0.34776313868716047,-0.34776313868716047,0.34776313868716047,58
mattergen_smoke_100_00083,La1 Nd1 Zn1 Rh1,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_84.cif,0d0793180d85a549cdc5431dad28daa265bde5f980c34e50412e28315cbc3f98,MACE-MP-small,mace_mp_small_smoke,scored,-5.119359016418457,-0.3381144081638965,-0.3381144081638965,0.3381144081638965,59
mattergen_smoke_100_00080,Sb2 P5 H4 Se9,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_81.cif,5ad96ee1f0894a663b4031f096cad8b899fb1de0571be2cbd523c6a8e2ef64d9,MACE-MP-small,mace_mp_small_smoke,scored,-4.024390792846679,-0.3262484271301882,-0.3262484271301882,0.3262484271301882,60
mattergen_smoke_100_00055,Tb1 Pr2 Pb1 C1,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_59.cif,cc36993b3f5ae88e32c96d1efd6859f4b309aec188c76f8d46f0ff095bd42a9f,MACE-MP-small,mace_mp_small_smoke,scored,-5.800415802001953,-0.3005528659024952,-0.3005528659024952,0.3005528659024952,61
mattergen_smoke_100_00034,Sr1 Cd2 Hg2,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_4.cif,d30cc892fb3655d737da7164abdc46e7469be454b9f94d5947ec0148f0a20a00,MACE-MP-small,mace_mp_small_smoke,scored,-1.138624382019043,-0.26358317827997635,-0.26358317827997635,0.26358317827997635,62
mattergen_smoke_100_00057,Li2 Ti3 Ga4,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_60.cif,5f836c9d31f840e4f0dc5f34ddd12e3030b8ecc6a0b3dd15cc88b19f6fae1d25,MACE-MP-small,mace_mp_small_smoke,scored,-4.649990081787109,-0.2612709695241424,-0.2612709695241424,0.2612709695241424,63
mattergen_smoke_100_00024,H2 Pd8,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_30.cif,b3264c6e35e636beebac10c601f806086e0b9e8591f7fc633d7c7c90b2f97687,MACE-MP-small,mace_mp_small_smoke,scored,-4.859151077270508,-0.25740689281014006,-0.25740689281014006,0.25740689281014006,64
mattergen_smoke_100_00090,La1 Lu1 Mg1 Tl1,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_90.cif,e333be59656e5e373ea3a98a3e3f413a9a4c2105157f97554a60f1fccf823f43,MACE-MP-small,mace_mp_small_smoke,scored,-3.579888105392456,-0.24562135774613925,-0.24562135774613925,0.24562135774613925,65
mattergen_smoke_100_00092,V2 Zn1 Ni1,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_92.cif,97eb8b4bb9ace150349123d087d040775724acba8b39b685394803f6c6c066ca,MACE-MP-small,mace_mp_small_smoke,scored,-6.417523384094238,-0.21463241271469524,-0.21463241271469524,0.21463241271469524,66
mattergen_smoke_100_00033,Rb2 Na4 Sn4,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_39.cif,749f18046dde3c0daac0a55f7e89cd9819569c92ddb15e6a9f60c652f22e4cc2,MACE-MP-small,mace_mp_small_smoke,scored,-2.5123163223266602,-0.2143316546850662,-0.2143316546850662,0.2143316546850662,67
mattergen_smoke_100_00000,Ce1 Sm2 Hg8,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_0.cif,c532599b0c4dc4fe72529e70b46dc627dff043af2b20ef8ca9d4501594c5f62a,MACE-MP-small,mace_mp_small_smoke,scored,-1.9353226748379795,-0.19746263650177465,-0.19746263650177465,0.19746263650177465,68
mattergen_smoke_100_00017,Be4 Fe2 Ru4,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_24.cif,bb5c57646606c744b4b93fba8e4f33522694bbbe7d644fb1a888552ba60566d4,MACE-MP-small,mace_mp_small_smoke,scored,-7.036959075927735,-0.17607834836269287,-0.17607834836269287,0.17607834836269287,69
mattergen_smoke_100_00011,Na1 In1 Ag2,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_19.cif,da2a076e10a25fd5ecf34f84ae06fb0eb3933fd67a994e5d7328dace083a738a,MACE-MP-small,mace_mp_small_smoke,scored,-2.500717878341675,-0.11037919677092933,-0.11037919677092933,0.11037919677092933,70
mattergen_smoke_100_00051,Nd1 Ti1 Zn2,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_55.cif,571119e78d5e63efe09d44aad511fe40827b0447cf600c09be3771026505f490,MACE-MP-small,mace_mp_small_smoke,scored,-3.9826011657714844,-0.08494860288183848,-0.08494860288183848,0.08494860288183848,71
mattergen_smoke_100_00010,Na7 Tl1,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_18.cif,1b5bc307f79e208cc4f730999584017a11c98d652be42756687f9309c18b8004,MACE-MP-small,mace_mp_small_smoke,scored,-1.4804117679595947,-0.08109410819891938,-0.08109410819891938,0.08109410819891938,72
mattergen_smoke_100_00005,K2 Tl3 In1 Hg4,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_13.cif,78311f5ffd5949aff921cc180782614e66ef5d94cd40d69d2ae925b4c80e623c,MACE-MP-small,mace_mp_small_smoke,scored,-1.4513535499572754,-0.07796350318019307,-0.07796350318019307,0.07796350318019307,73
mattergen_smoke_100_00037,La2 Tb3 Dy3,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_42.cif,2661fb1978cc8fb0d348f747835be186c792f395aaf0c66882575aa69151f96f,MACE-MP-small,mace_mp_small_smoke,scored,-4.666904449462891,-0.03521511752494355,-0.03521511752494355,0.03521511752494355,74
mattergen_smoke_100_00091,Cu5 Au1,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_91.cif,e90faac0703436a63a8871cea9d48db69559dc797373e63b691465cec0968c06,MACE-MP-small,mace_mp_small_smoke,scored,-3.9506444931030273,-0.02572183101555403,-0.02572183101555403,0.02572183101555403,75
mattergen_smoke_100_00002,Sm1 Er6 Tl1,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_10.cif,f436c8a615c01bf906bc350c34b2332554dea4bd402439963cf07366c2e02e2b,MACE-MP-small,mace_mp_small_smoke,scored,-4.379262924194336,-0.006784654374317967,-0.006784654374317967,0.006784654374317967,76
mattergen_smoke_100_00096,Tb6 Er5 Sc1,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_96.cif,e6805d6796d47e9d1a9ffa0a00770470e7c127cac096bb0e863cb49efff1e984,MACE-MP-small,mace_mp_small_smoke,scored,-4.725336074829102,-0.002891027996554385,-0.002891027996554385,0.002891027996554385,77
mattergen_smoke_100_00086,Pr9 Er1 Hg4,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_87.cif,add8b508abcfb4d674b6c3868e44bbd2395015c910e75334764b0f60b14f3e75,MACE-MP-small,mace_mp_small_smoke,scored,-3.6939190455845425,0.05122840046699961,0.05122840046699961,-0.05122840046699961,78
mattergen_smoke_100_00063,K1 Rb3 Ba3 Sr4,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_66.cif,16932197fa1079ca06ea560bc6f0ec592dd3dc61436160073bc9abb353401ed4,MACE-MP-small,mace_mp_small_smoke,scored,-1.3894349878484553,0.08392118923047609,0.08392118923047609,-0.08392118923047609,79
mattergen_smoke_100_00072,Nd3 Er4 Al4,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_74.cif,2bfafbe1823fee995b9fe8de4a1ae974b8ff82cfe0e5ee490767cfbc8c2f9140,MACE-MP-small,mace_mp_small_smoke,scored,-4.541332938454368,0.13357064347341918,0.13357064347341918,-0.13357064347341918,80
mattergen_smoke_100_00060,Ca1 La1 Sm6,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_63.cif,9ffacbe1feef2cfa93ab14ff0a6b8d926e2e402640b21a634c90e09e174b8165,MACE-MP-small,mace_mp_small_smoke,scored,-4.347407817840576,0.19070740397135744,0.19070740397135744,-0.19070740397135744,81
