dataset,task,detector,alpha1,seed,stratification_dimension,stratum,candidate_count,official_supported_count,official_support_rate,official_unmatched_rate,human_valid_count,human_valid_rate,certification_scope_count,released_proxy_count,refused_proxy_count,PARC_certified_release_rate,PARC_release_rate_within_scope,PARC_refusal_rate,audited_count,attribute_available,release_assignment,result_status
LVIS,single_frame_detection,GroundingDINO,0.2,0,category_frequency,frequent,87706,68960,0.7862631975007411,0.2137368024992589,0,,148,148,0,0.0016874558183020546,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,GroundingDINO,0.2,0,category_frequency,rare,196,136,0.6938775510204082,0.30612244897959184,0,,0,0,0,0.0,,,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,GroundingDINO,0.2,1,object_area,large,29289,23483,0.8017685820615248,0.1982314179384752,0,,144,144,0,0.0049165215609955955,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,GroundingDINO,0.2,1,object_area,medium,34968,27705,0.7922958133150309,0.20770418668496912,0,,6,6,0,0.00017158544955387783,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,GroundingDINO,0.2,1,object_area,small,26510,19983,0.7537910222557526,0.24620897774424746,0,,0,0,0,0.0,,,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,GroundingDINO,0.2,1,category_frequency,common,2865,2075,0.7242582897033158,0.2757417102966841,0,,2,2,0,0.0006980802792321117,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,GroundingDINO,0.2,1,category_frequency,frequent,87706,68960,0.7862631975007411,0.2137368024992589,0,,148,148,0,0.0016874558183020546,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,GroundingDINO,0.2,1,category_frequency,rare,196,136,0.6938775510204082,0.30612244897959184,0,,0,0,0,0.0,,,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,GroundingDINO,0.2,2,object_area,large,29289,23483,0.8017685820615248,0.1982314179384752,0,,144,144,0,0.0049165215609955955,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,GroundingDINO,0.2,2,object_area,medium,34968,27705,0.7922958133150309,0.20770418668496912,0,,6,6,0,0.00017158544955387783,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,GroundingDINO,0.2,2,object_area,small,26510,19983,0.7537910222557526,0.24620897774424746,0,,0,0,0,0.0,,,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,GroundingDINO,0.2,2,category_frequency,common,2865,2075,0.7242582897033158,0.2757417102966841,0,,2,2,0,0.0006980802792321117,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,GroundingDINO,0.2,2,category_frequency,frequent,87706,68960,0.7862631975007411,0.2137368024992589,0,,148,148,0,0.0016874558183020546,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,GroundingDINO,0.2,2,category_frequency,rare,196,136,0.6938775510204082,0.30612244897959184,0,,0,0,0,0.0,,,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.1,0,object_area,large,53505,14662,0.27403046444257545,0.7259695355574245,0,,107,0,107,0.0,0.0,1.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.1,0,object_area,medium,101438,8442,0.083223249669749,0.916776750330251,0,,35,0,35,0.0,0.0,1.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.1,0,object_area,small,146748,3426,0.023346144410826723,0.9766538555891733,0,,8,0,8,0.0,0.0,1.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.1,0,category_frequency,common,11383,1151,0.10111569884916102,0.898884301150839,0,,1,0,1,0.0,0.0,1.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.1,0,category_frequency,frequent,289576,25277,0.08728969251595436,0.9127103074840457,0,,149,0,149,0.0,0.0,1.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.1,0,category_frequency,rare,732,102,0.13934426229508196,0.860655737704918,0,,0,0,0,0.0,,,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.1,1,object_area,large,53505,14662,0.27403046444257545,0.7259695355574245,0,,107,0,107,0.0,0.0,1.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.1,1,object_area,medium,101438,8442,0.083223249669749,0.916776750330251,0,,35,0,35,0.0,0.0,1.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.1,1,object_area,small,146748,3426,0.023346144410826723,0.9766538555891733,0,,8,0,8,0.0,0.0,1.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.1,1,category_frequency,common,11383,1151,0.10111569884916102,0.898884301150839,0,,1,0,1,0.0,0.0,1.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.1,1,category_frequency,frequent,289576,25277,0.08728969251595436,0.9127103074840457,0,,149,0,149,0.0,0.0,1.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.1,1,category_frequency,rare,732,102,0.13934426229508196,0.860655737704918,0,,0,0,0,0.0,,,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.1,2,object_area,large,53505,14662,0.27403046444257545,0.7259695355574245,0,,107,3,104,5.6069526212503504e-05,0.028037383177570093,0.9719626168224299,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.1,2,object_area,medium,101438,8442,0.083223249669749,0.916776750330251,0,,35,2,33,1.971647705987894e-05,0.05714285714285714,0.9428571428571428,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.1,2,object_area,small,146748,3426,0.023346144410826723,0.9766538555891733,0,,8,0,8,0.0,0.0,1.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.1,2,category_frequency,common,11383,1151,0.10111569884916102,0.898884301150839,0,,1,0,1,0.0,0.0,1.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.1,2,category_frequency,frequent,289576,25277,0.08728969251595436,0.9127103074840457,0,,149,5,144,1.7266624305881704e-05,0.03355704697986577,0.9664429530201343,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.1,2,category_frequency,rare,732,102,0.13934426229508196,0.860655737704918,0,,0,0,0,0.0,,,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.2,0,object_area,large,53505,14662,0.27403046444257545,0.7259695355574245,0,,107,107,0,0.0019998131015792914,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.2,0,object_area,medium,101438,8442,0.083223249669749,0.916776750330251,0,,35,35,0,0.00034503834854788146,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.2,0,object_area,small,146748,3426,0.023346144410826723,0.9766538555891733,0,,8,8,0,5.4515223376127785e-05,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.2,0,category_frequency,common,11383,1151,0.10111569884916102,0.898884301150839,0,,1,1,0,8.785030308354564e-05,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.2,0,category_frequency,frequent,289576,25277,0.08728969251595436,0.9127103074840457,0,,149,149,0,0.0005145454043152748,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.2,0,category_frequency,rare,732,102,0.13934426229508196,0.860655737704918,0,,0,0,0,0.0,,,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.2,1,object_area,large,53505,14662,0.27403046444257545,0.7259695355574245,0,,107,107,0,0.0019998131015792914,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.2,1,object_area,medium,101438,8442,0.083223249669749,0.916776750330251,0,,35,35,0,0.00034503834854788146,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.2,1,object_area,small,146748,3426,0.023346144410826723,0.9766538555891733,0,,8,8,0,5.4515223376127785e-05,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.2,1,category_frequency,common,11383,1151,0.10111569884916102,0.898884301150839,0,,1,1,0,8.785030308354564e-05,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.2,1,category_frequency,frequent,289576,25277,0.08728969251595436,0.9127103074840457,0,,149,149,0,0.0005145454043152748,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.2,1,category_frequency,rare,732,102,0.13934426229508196,0.860655737704918,0,,0,0,0,0.0,,,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.2,2,object_area,large,53505,14662,0.27403046444257545,0.7259695355574245,0,,107,107,0,0.0019998131015792914,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.2,2,object_area,medium,101438,8442,0.083223249669749,0.916776750330251,0,,35,35,0,0.00034503834854788146,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.2,2,object_area,small,146748,3426,0.023346144410826723,0.9766538555891733,0,,8,8,0,5.4515223376127785e-05,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.2,2,category_frequency,common,11383,1151,0.10111569884916102,0.898884301150839,0,,1,1,0,8.785030308354564e-05,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.2,2,category_frequency,frequent,289576,25277,0.08728969251595436,0.9127103074840457,0,,149,149,0,0.0005145454043152748,1.0,0.0,0,True,rank_proxy_from_certified_release_count,computed
LVIS,single_frame_detection,OWLv2,0.2,2,category_frequency,rare,732,102,0.13934426229508196,0.860655737704918,0,,0,0,0,0.0,,,0,True,rank_proxy_from_certified_release_count,computed
