video_id,split,num_detections,num_paths,num_unmatched_paths,num_verified_positive_paths,num_null_paths,has_null_block
66,tune,18,6,3,0,3,True
67,cal,17,5,3,1,2,True
68,cal,14,4,1,0,1,True
69,test,11,3,0,0,0,False
70,cal,11,3,0,0,0,False
71,cal,12,3,1,0,1,True
72,cal,12,4,0,0,0,False
73,cal,20,8,1,0,1,True
74,cal,25,4,0,0,0,False
75,test,14,2,0,0,0,False
76,cal,11,2,0,0,0,False
77,test,20,15,2,0,2,True
78,test,14,5,2,2,0,False
79,cal,16,8,4,0,4,True
80,cal,16,12,10,1,9,True
81,cal,17,5,4,0,4,True
82,test,23,10,1,0,1,True
83,cal,15,4,1,0,1,True
84,test,14,2,0,0,0,False
85,cal,32,22,13,1,12,True
86,test,18,6,1,0,1,True
87,cal,16,5,1,0,1,True
88,cal,21,5,1,0,1,True
89,test,20,6,2,0,2,True
90,cal,9,2,0,0,0,False
91,tune,11,7,4,1,3,True
92,cal,10,4,1,0,1,True
93,test,14,4,1,0,1,True
94,cal,15,4,0,0,0,False
95,test,14,7,5,1,4,True
96,test,16,10,8,3,5,True
97,cal,4,4,1,0,1,True
98,test,7,1,0,0,0,False
99,tune,13,6,1,0,1,True
100,cal,15,10,4,1,3,True
101,cal,19,11,7,2,5,True
102,test,3,1,0,0,0,False
103,test,15,9,0,0,0,False
104,test,7,4,0,0,0,False
105,cal,19,4,2,2,0,False
106,tune,17,12,4,0,4,True
107,test,18,14,9,1,8,True
108,test,27,7,1,0,1,True
109,cal,9,4,3,0,3,True
110,cal,10,4,2,0,2,True
111,tune,19,5,1,0,1,True
112,tune,18,3,2,2,0,False
113,test,16,2,0,0,0,False
114,cal,22,3,0,0,0,False
115,test,18,3,1,1,0,False
116,cal,44,10,4,0,4,True
117,test,8,1,1,1,0,False
118,test,53,8,2,2,0,False
119,cal,24,3,0,0,0,False
120,tune,15,4,0,0,0,False
121,test,16,2,0,0,0,False
122,cal,72,14,9,7,2,True
123,cal,37,5,1,1,0,False
124,test,27,15,8,2,6,True
125,test,18,4,1,0,1,True
126,cal,40,7,4,3,1,True
127,tune,16,4,0,0,0,False
128,cal,17,3,0,0,0,False
129,cal,16,2,0,0,0,False
130,test,32,4,2,0,2,True
131,cal,17,3,1,0,1,True
132,cal,25,6,2,1,1,True
133,cal,115,28,11,0,11,True
134,test,30,6,1,1,0,False
135,cal,9,2,0,0,0,False
136,cal,12,2,0,0,0,False
137,cal,31,9,5,1,4,True
138,cal,32,4,0,0,0,False
139,test,13,4,0,0,0,False
140,cal,34,8,3,2,1,True
141,cal,32,7,4,1,3,True
142,cal,27,4,2,0,2,True
143,test,40,12,3,0,3,True
144,test,12,4,4,2,2,True
145,cal,29,6,0,0,0,False
146,tune,23,3,1,1,0,False
147,test,12,4,0,0,0,False
148,cal,48,8,3,2,1,True
149,cal,18,6,4,0,4,True
150,cal,15,6,1,1,0,False
151,tune,43,7,4,4,0,False
152,tune,20,5,2,0,2,True
153,tune,17,3,1,0,1,True
154,test,13,3,1,0,1,True
155,test,30,4,1,0,1,True
156,cal,25,4,2,1,1,True
157,test,16,2,0,0,0,False
158,tune,17,3,1,1,0,False
159,cal,52,11,4,0,4,True
160,test,21,5,0,0,0,False
161,cal,32,6,0,0,0,False
162,test,44,6,0,0,0,False
163,cal,13,2,1,1,0,False
164,test,17,3,1,0,1,True
165,test,41,8,1,0,1,True
166,cal,17,3,1,0,1,True
167,cal,28,6,2,0,2,True
168,test,33,5,3,0,3,True
169,cal,26,4,2,0,2,True
170,test,39,7,2,2,0,False
171,cal,13,4,0,0,0,False
172,cal,16,2,0,0,0,False
173,test,16,3,1,0,1,True
174,test,20,5,2,0,2,True
175,cal,24,3,0,0,0,False
176,test,53,8,2,1,1,True
177,test,16,2,0,0,0,False
178,cal,25,11,2,0,2,True
179,cal,16,3,0,0,0,False
180,test,23,5,0,0,0,False
181,test,16,2,0,0,0,False
182,cal,21,7,1,0,1,True
183,cal,32,5,0,0,0,False
184,cal,24,3,0,0,0,False
185,test,13,2,0,0,0,False
186,test,15,3,0,0,0,False
187,cal,17,3,0,0,0,False
188,test,29,7,3,1,2,True
189,tune,35,6,3,0,3,True
190,cal,22,6,3,1,2,True
191,cal,31,8,2,2,0,False
192,cal,33,5,0,0,0,False
193,cal,21,4,0,0,0,False
194,cal,53,7,0,0,0,False
195,test,11,3,1,0,1,True
196,test,18,3,0,0,0,False
197,cal,19,7,1,0,1,True
198,tune,17,3,1,0,1,True
199,cal,30,5,1,0,1,True
200,cal,11,2,1,1,0,False
201,cal,37,5,0,0,0,False
202,cal,23,3,0,0,0,False
203,test,11,3,0,0,0,False
204,cal,18,5,0,0,0,False
205,cal,34,5,0,0,0,False
206,tune,42,9,3,0,3,True
207,cal,25,10,1,0,1,True
208,cal,29,5,0,0,0,False
209,cal,33,5,2,1,1,True
210,cal,25,5,1,0,1,True
211,cal,42,10,3,1,2,True
212,test,16,3,1,1,0,False
213,test,32,6,0,0,0,False
214,cal,69,16,5,3,2,True
215,test,24,5,0,0,0,False
216,tune,48,8,6,1,5,True
217,test,85,43,8,1,7,True
218,cal,52,9,4,3,1,True
219,cal,29,5,2,0,2,True
220,cal,8,1,0,0,0,False
221,cal,38,22,12,0,12,True
222,test,24,11,2,0,2,True
223,cal,31,6,3,1,2,True
224,test,37,15,6,0,6,True
225,cal,42,8,0,0,0,False
226,cal,24,3,0,0,0,False
227,test,23,4,1,1,0,False
228,cal,40,5,4,4,0,False
229,tune,58,12,3,2,1,True
230,test,41,17,5,2,3,True
231,cal,80,12,10,10,0,False
232,test,39,9,1,0,1,True
233,test,16,3,0,0,0,False
234,cal,42,6,1,1,0,False
235,cal,27,5,1,0,1,True
236,test,23,6,2,1,1,True
237,test,24,3,0,0,0,False
238,test,54,9,1,0,1,True
239,cal,10,3,2,0,2,True
240,cal,37,6,3,0,3,True
241,test,26,6,3,0,3,True
242,cal,25,5,4,2,2,True
243,tune,39,8,2,0,2,True
244,cal,26,5,1,0,1,True
245,cal,23,12,10,0,10,True
246,test,18,4,1,0,1,True
247,cal,24,4,1,0,1,True
248,cal,25,4,0,0,0,False
249,tune,24,9,3,1,2,True
250,test,72,29,13,0,13,True
251,cal,36,8,5,0,5,True
252,test,10,3,0,0,0,False
253,test,31,11,4,0,4,True
254,cal,8,1,0,0,0,False
255,test,39,5,2,0,2,True
256,test,47,14,3,0,3,True
257,test,57,14,2,0,2,True
258,cal,25,4,0,0,0,False
259,test,25,5,2,0,2,True
260,test,37,15,6,0,6,True
261,test,11,3,0,0,0,False
262,test,38,8,2,0,2,True
263,cal,23,4,0,0,0,False
264,tune,34,9,6,0,6,True
265,test,27,9,4,0,4,True
266,cal,57,10,3,0,3,True
267,cal,16,2,0,0,0,False
268,test,26,4,0,0,0,False
269,cal,22,3,1,0,1,True
270,test,16,2,0,0,0,False
271,cal,18,4,0,0,0,False
272,test,49,13,3,0,3,True
273,cal,28,4,0,0,0,False
274,test,68,14,7,0,7,True
275,test,33,7,2,0,2,True
276,cal,32,4,2,0,2,True
277,cal,35,6,1,0,1,True
278,cal,50,18,10,0,10,True
279,test,11,3,1,0,1,True
280,cal,32,8,5,0,5,True
281,cal,34,14,2,0,2,True
282,cal,32,4,1,0,1,True
283,cal,25,4,0,0,0,False
284,cal,8,1,0,0,0,False
285,test,55,29,17,0,17,True
286,tune,9,2,0,0,0,False
287,cal,41,9,2,0,2,True
288,cal,35,17,5,0,5,True
289,tune,18,3,0,0,0,False
290,cal,18,3,0,0,0,False
291,test,18,5,4,0,4,True
292,test,14,6,1,0,1,True
293,cal,20,6,1,0,1,True
294,cal,24,18,2,0,2,True
295,tune,27,14,4,0,4,True
296,test,40,10,4,0,4,True
297,test,25,8,5,0,5,True
298,tune,28,6,5,0,5,True
299,tune,86,11,3,0,3,True
300,tune,9,2,0,0,0,False
301,cal,17,3,0,0,0,False
302,cal,39,14,4,0,4,True
303,test,18,4,2,0,2,True
304,cal,60,9,6,0,6,True
305,cal,52,14,2,0,2,True
306,tune,41,13,5,0,5,True
307,tune,27,6,0,0,0,False
308,cal,16,4,1,0,1,True
309,tune,16,2,0,0,0,False
310,test,25,4,1,0,1,True
311,cal,24,6,0,0,0,False
312,cal,26,4,0,0,0,False
313,test,32,9,5,0,5,True
314,cal,95,18,8,0,8,True
315,test,19,4,0,0,0,False
316,test,29,5,1,0,1,True
317,test,25,14,8,0,8,True
318,cal,56,10,0,0,0,False
319,test,38,12,7,0,7,True
320,cal,32,4,0,0,0,False
321,cal,38,6,3,0,3,True
322,cal,29,10,5,0,5,True
323,test,29,5,2,0,2,True
324,cal,25,5,2,0,2,True
325,tune,18,4,1,0,1,True
326,test,27,6,1,0,1,True
327,cal,27,6,1,0,1,True
328,cal,13,4,3,0,3,True
329,cal,16,2,0,0,0,False
330,cal,24,9,6,0,6,True
331,tune,13,3,0,0,0,False
332,test,31,6,1,0,1,True
333,cal,17,3,0,0,0,False
334,cal,16,2,0,0,0,False
335,test,32,7,1,0,1,True
336,cal,27,4,1,0,1,True
337,cal,27,10,3,0,3,True
338,cal,13,4,1,0,1,True
339,tune,24,4,0,0,0,False
340,cal,19,3,0,0,0,False
341,cal,8,1,0,0,0,False
342,test,24,4,0,0,0,False
343,cal,16,2,1,0,1,True
344,cal,48,7,1,0,1,True
345,test,90,20,7,0,7,True
346,cal,51,11,4,0,4,True
347,cal,73,11,0,0,0,False
348,tune,32,4,2,0,2,True
349,test,28,7,0,0,0,False
350,cal,16,2,1,0,1,True
351,cal,46,7,2,0,2,True
352,test,33,6,2,0,2,True
353,test,20,7,2,0,2,True
354,cal,11,5,3,0,3,True
355,tune,10,4,1,0,1,True
356,cal,26,8,1,0,1,True
357,cal,8,1,0,0,0,False
358,cal,24,3,0,0,0,False
359,test,24,3,0,0,0,False
360,cal,8,1,0,0,0,False
361,tune,24,3,0,0,0,False
362,test,12,3,0,0,0,False
363,cal,32,7,3,0,3,True
364,cal,54,16,2,0,2,True
365,cal,16,2,0,0,0,False
366,test,63,11,3,0,3,True
367,cal,25,5,2,0,2,True
368,test,12,4,1,0,1,True
369,test,7,1,0,0,0,False
370,test,17,3,0,0,0,False
371,test,19,3,1,0,1,True
372,test,24,4,1,0,1,True
373,cal,14,3,0,0,0,False
374,test,19,7,4,0,4,True
375,test,31,8,3,0,3,True
376,tune,24,3,0,0,0,False
377,cal,16,2,0,0,0,False
378,cal,28,12,2,0,2,True
379,cal,17,3,0,0,0,False
380,test,25,4,0,0,0,False
381,test,20,3,1,0,1,True
382,test,60,19,14,0,14,True
383,test,30,5,2,0,2,True
384,cal,32,20,8,0,8,True
385,cal,16,2,0,0,0,False
386,cal,16,2,0,0,0,False
387,cal,17,5,2,0,2,True
388,cal,20,4,0,0,0,False
389,test,37,16,13,0,13,True
390,cal,56,11,3,0,3,True
391,cal,30,11,8,0,8,True
392,cal,45,13,7,0,7,True
393,test,23,4,1,0,1,True
394,test,10,2,0,0,0,False
395,cal,17,3,1,0,1,True
396,cal,38,9,1,0,1,True
397,cal,43,6,0,0,0,False
398,cal,54,7,2,0,2,True
399,cal,26,4,0,0,0,False
400,test,17,3,0,0,0,False
401,test,14,2,0,0,0,False
402,test,17,5,2,0,2,True
403,cal,33,5,1,0,1,True
404,test,44,14,2,0,2,True
405,tune,48,10,0,0,0,False
406,cal,24,5,1,0,1,True
407,cal,36,8,1,0,1,True
408,cal,36,6,2,0,2,True
409,test,32,4,0,0,0,False
410,tune,17,5,2,0,2,True
411,test,18,3,0,0,0,False
412,cal,46,11,3,0,3,True
413,cal,44,11,1,0,1,True
414,cal,24,4,1,0,1,True
415,cal,23,5,0,0,0,False
416,test,28,7,2,0,2,True
417,cal,25,9,4,0,4,True
418,test,27,4,1,0,1,True
419,tune,33,6,2,0,2,True
420,test,18,3,0,0,0,False
421,cal,31,5,2,0,2,True
422,test,18,4,0,0,0,False
423,tune,26,4,0,0,0,False
424,test,89,12,5,0,5,True
425,cal,41,7,2,0,2,True
426,cal,32,13,5,0,5,True
427,cal,23,10,4,0,4,True
428,test,60,16,2,0,2,True
429,test,26,5,1,0,1,True
430,tune,30,5,0,0,0,False
431,cal,15,4,1,0,1,True
432,cal,34,9,7,0,7,True
433,test,24,3,0,0,0,False
434,cal,29,5,1,0,1,True
435,test,12,3,0,0,0,False
436,cal,31,6,0,0,0,False
437,test,38,14,6,0,6,True
438,tune,27,6,3,0,3,True
439,cal,24,10,0,0,0,False
440,cal,19,4,0,0,0,False
441,test,18,3,0,0,0,False
442,cal,31,9,1,0,1,True
443,cal,39,25,20,0,20,True
444,test,30,5,1,0,1,True
445,cal,11,3,2,0,2,True
446,cal,11,3,1,0,1,True
447,cal,31,14,2,0,2,True
448,cal,9,2,0,0,0,False
449,cal,25,4,0,0,0,False
450,cal,23,9,5,0,5,True
451,cal,17,3,0,0,0,False
452,cal,16,2,0,0,0,False
453,cal,88,31,28,0,28,True
454,cal,27,5,0,0,0,False
455,test,8,1,0,0,0,False
456,test,16,2,0,0,0,False
457,cal,27,6,4,0,4,True
458,test,57,10,3,0,3,True
459,test,22,3,0,0,0,False
460,cal,50,9,3,0,3,True
461,cal,50,10,1,0,1,True
462,test,44,7,0,0,0,False
463,cal,56,7,0,0,0,False
464,test,16,2,0,0,0,False
465,test,128,18,1,0,1,True
466,tune,85,12,5,0,5,True
468,test,55,10,1,0,1,True
469,test,48,16,6,0,6,True
470,cal,32,8,0,0,0,False
471,cal,21,8,3,0,3,True
472,cal,33,5,3,0,3,True
473,test,17,4,1,0,1,True
474,cal,15,2,0,0,0,False
475,test,35,5,1,0,1,True
476,test,51,9,6,0,6,True
477,test,55,9,4,0,4,True
478,cal,26,7,5,0,5,True
479,cal,59,14,7,0,7,True
480,cal,26,4,1,0,1,True
481,cal,28,4,1,0,1,True
482,test,24,3,1,0,1,True
483,cal,28,10,1,0,1,True
484,cal,29,4,2,0,2,True
485,test,10,2,0,0,0,False
486,cal,77,20,8,0,8,True
487,tune,26,5,1,0,1,True
488,cal,16,3,0,0,0,False
489,tune,16,2,0,0,0,False
490,test,34,9,8,0,8,True
491,cal,28,5,3,0,3,True
492,test,18,4,2,0,2,True
493,cal,83,11,3,0,3,True
494,cal,9,2,0,0,0,False
495,cal,31,6,2,0,2,True
496,test,25,4,0,0,0,False
497,cal,28,5,2,0,2,True
498,test,33,5,2,0,2,True
499,test,8,1,0,0,0,False
500,cal,16,2,2,0,2,True
501,test,53,11,2,0,2,True
502,test,16,5,3,0,3,True
503,test,13,4,1,0,1,True
504,test,19,7,4,0,4,True
505,cal,36,5,0,0,0,False
506,cal,17,3,0,0,0,False
507,cal,15,3,0,0,0,False
508,tune,45,9,1,0,1,True
509,cal,47,7,2,0,2,True
510,test,25,6,2,0,2,True
511,test,33,10,4,0,4,True
512,tune,20,4,0,0,0,False
513,test,30,6,2,0,2,True
514,cal,16,2,1,0,1,True
515,test,16,3,0,0,0,False
516,cal,31,7,0,0,0,False
517,test,28,4,2,0,2,True
518,cal,14,2,0,0,0,False
519,tune,32,7,3,0,3,True
520,test,27,10,4,0,4,True
521,test,16,2,0,0,0,False
522,test,52,24,12,0,12,True
523,test,22,7,2,0,2,True
524,test,50,10,6,0,6,True
525,test,55,14,9,0,9,True
526,tune,11,3,0,0,0,False
527,test,108,17,0,0,0,False
528,test,52,7,1,0,1,True
529,cal,47,17,12,0,12,True
530,cal,28,4,1,0,1,True
531,test,27,9,3,0,3,True
532,test,25,5,1,0,1,True
533,cal,64,15,8,0,8,True
534,test,22,4,0,0,0,False
535,test,22,4,2,0,2,True
536,test,23,5,1,0,1,True
537,cal,18,4,2,0,2,True
538,test,40,8,6,0,6,True
539,test,1,1,1,0,1,True
540,cal,35,8,2,0,2,True
541,tune,101,21,0,0,0,False
542,tune,35,20,13,0,13,True
543,cal,25,4,0,0,0,False
544,test,12,3,0,0,0,False
545,cal,131,27,11,0,11,True
546,cal,28,6,3,0,3,True
547,cal,8,1,0,0,0,False
548,cal,16,2,0,0,0,False
549,test,24,3,0,0,0,False
550,cal,22,5,1,0,1,True
551,cal,16,2,0,0,0,False
552,cal,33,8,5,0,5,True
553,cal,31,5,3,0,3,True
554,cal,82,14,5,0,5,True
555,cal,30,5,2,0,2,True
556,cal,30,22,9,0,9,True
557,cal,13,2,1,0,1,True
558,test,59,9,5,0,5,True
559,cal,17,3,0,0,0,False
560,tune,28,5,2,0,2,True
561,cal,35,7,1,0,1,True
562,test,48,6,3,0,3,True
563,cal,17,3,0,0,0,False
564,cal,46,7,2,0,2,True
565,test,15,5,0,0,0,False
566,cal,33,10,8,0,8,True
567,cal,20,4,0,0,0,False
568,cal,69,17,2,0,2,True
569,cal,57,9,4,0,4,True
570,cal,38,8,1,0,1,True
571,test,14,6,0,0,0,False
572,test,18,5,0,0,0,False
573,tune,28,6,2,0,2,True
574,test,96,41,8,0,8,True
575,tune,82,14,4,0,4,True
576,test,23,4,0,0,0,False
577,tune,37,6,5,0,5,True
578,cal,41,7,4,0,4,True
579,cal,43,16,2,0,2,True
580,cal,24,3,0,0,0,False
581,cal,31,12,2,0,2,True
582,test,24,3,0,0,0,False
583,cal,25,4,2,0,2,True
584,cal,24,5,0,0,0,False
585,cal,27,9,4,0,4,True
586,test,27,6,1,0,1,True
587,tune,21,5,0,0,0,False
588,tune,19,4,1,0,1,True
589,test,8,1,0,0,0,False
590,test,14,5,2,0,2,True
591,cal,36,14,5,0,5,True
592,cal,14,4,0,0,0,False
594,cal,69,16,2,0,2,True
595,cal,18,4,3,0,3,True
596,tune,5,4,2,0,2,True
597,test,30,7,2,0,2,True
598,cal,23,4,1,0,1,True
599,cal,31,6,1,0,1,True
600,test,21,9,6,0,6,True
601,test,118,18,17,0,17,True
602,cal,30,14,2,0,2,True
603,cal,16,2,1,0,1,True
604,test,26,5,1,0,1,True
605,test,41,11,6,0,6,True
606,cal,28,4,2,0,2,True
607,test,19,4,0,0,0,False
608,cal,32,4,1,0,1,True
609,test,17,3,1,0,1,True
610,cal,47,10,1,0,1,True
611,cal,40,12,5,0,5,True
612,cal,24,3,0,0,0,False
613,tune,29,8,3,0,3,True
614,cal,20,4,1,0,1,True
615,cal,16,2,0,0,0,False
616,cal,33,9,6,0,6,True
617,cal,34,7,3,0,3,True
618,cal,16,2,0,0,0,False
619,tune,46,6,1,0,1,True
620,cal,117,31,16,0,16,True
621,test,20,10,1,0,1,True
622,test,24,3,0,0,0,False
623,test,19,3,1,0,1,True
624,cal,31,4,2,0,2,True
625,cal,37,6,0,0,0,False
626,cal,32,8,3,0,3,True
627,test,36,7,2,0,2,True
628,cal,26,4,1,0,1,True
629,cal,42,7,1,0,1,True
630,test,34,5,2,0,2,True
631,cal,18,3,0,0,0,False
632,test,16,2,0,0,0,False
633,test,29,6,1,0,1,True
634,test,37,7,3,0,3,True
635,test,15,4,0,0,0,False
636,cal,57,36,17,0,17,True
637,cal,29,8,5,0,5,True
638,test,39,8,3,0,3,True
639,cal,46,8,0,0,0,False
640,test,17,4,2,0,2,True
641,test,41,7,3,0,3,True
642,cal,26,5,3,0,3,True
643,cal,24,10,2,0,2,True
644,test,35,5,2,0,2,True
645,cal,33,5,0,0,0,False
646,tune,31,9,5,0,5,True
647,cal,14,6,2,0,2,True
648,cal,30,5,0,0,0,False
649,tune,16,3,0,0,0,False
650,tune,16,5,0,0,0,False
651,cal,37,19,2,0,2,True
652,test,21,3,0,0,0,False
653,tune,25,4,1,0,1,True
654,test,25,6,0,0,0,False
655,test,31,5,2,0,2,True
656,test,36,16,5,0,5,True
657,cal,26,4,1,0,1,True
658,cal,39,10,3,0,3,True
659,test,14,7,1,0,1,True
660,cal,32,6,0,0,0,False
661,cal,25,8,4,0,4,True
662,cal,33,8,1,0,1,True
663,tune,21,5,3,0,3,True
664,test,58,35,21,0,21,True
665,test,8,1,0,0,0,False
666,cal,28,14,6,0,6,True
667,cal,24,9,1,0,1,True
668,tune,32,4,2,0,2,True
669,test,20,4,1,0,1,True
670,test,24,3,0,0,0,False
671,tune,56,13,5,0,5,True
672,test,17,3,0,0,0,False
673,cal,19,5,1,0,1,True
674,cal,49,16,0,0,0,False
675,tune,38,12,1,0,1,True
676,test,36,9,3,0,3,True
677,cal,24,5,0,0,0,False
678,test,38,20,12,0,12,True
679,test,22,3,1,0,1,True
680,cal,27,4,1,0,1,True
681,cal,22,5,0,0,0,False
682,cal,44,9,1,0,1,True
683,cal,35,9,4,0,4,True
684,tune,24,3,0,0,0,False
685,cal,32,6,4,0,4,True
686,test,33,21,2,0,2,True
687,test,78,14,1,0,1,True
688,test,53,10,4,0,4,True
689,cal,11,4,0,0,0,False
690,test,39,9,1,0,1,True
691,cal,48,8,5,0,5,True
692,test,25,5,0,0,0,False
693,cal,36,7,2,0,2,True
694,cal,11,2,1,0,1,True
695,cal,42,6,2,0,2,True
696,cal,41,6,1,0,1,True
697,cal,24,6,3,0,3,True
698,cal,36,6,0,0,0,False
699,test,17,3,0,0,0,False
700,test,27,6,1,0,1,True
701,test,40,5,0,0,0,False
702,test,28,5,2,0,2,True
703,test,30,4,1,0,1,True
704,test,39,14,6,0,6,True
705,test,46,8,0,0,0,False
706,cal,20,6,2,0,2,True
707,cal,8,1,1,0,1,True
708,cal,14,5,1,0,1,True
709,cal,12,3,0,0,0,False
710,test,39,5,1,0,1,True
711,cal,14,5,1,0,1,True
712,tune,24,3,0,0,0,False
713,cal,29,10,6,0,6,True
714,cal,27,8,3,0,3,True
715,cal,38,6,0,0,0,False
716,cal,29,5,2,0,2,True
717,cal,28,4,0,0,0,False
718,test,27,6,2,0,2,True
719,test,12,5,3,0,3,True
720,cal,16,2,0,0,0,False
721,cal,22,8,1,0,1,True
722,cal,39,7,2,0,2,True
723,cal,37,5,1,0,1,True
724,test,26,9,6,0,6,True
725,test,14,3,0,0,0,False
726,cal,46,8,3,0,3,True
727,test,20,6,4,0,4,True
728,test,41,8,5,0,5,True
729,test,11,2,0,0,0,False
730,cal,18,4,1,0,1,True
731,test,17,6,3,0,3,True
732,cal,33,5,2,0,2,True
733,test,30,5,1,0,1,True
734,test,14,4,1,0,1,True
735,tune,20,4,0,0,0,False
736,test,35,6,3,0,3,True
737,cal,26,4,0,0,0,False
738,cal,20,3,1,0,1,True
739,test,10,3,0,0,0,False
740,cal,26,5,1,0,1,True
741,test,73,11,0,0,0,False
742,test,14,5,2,0,2,True
743,test,15,2,0,0,0,False
744,cal,21,3,2,0,2,True
745,test,34,5,3,0,3,True
746,cal,17,3,0,0,0,False
747,cal,31,7,2,0,2,True
748,test,62,51,6,0,6,True
749,cal,74,10,1,0,1,True
750,test,13,2,1,0,1,True
751,cal,40,8,0,0,0,False
752,cal,31,15,3,0,3,True
753,tune,18,3,0,0,0,False
754,test,23,14,1,0,1,True
755,test,81,17,5,0,5,True
756,cal,27,6,0,0,0,False
757,cal,52,21,12,0,12,True
758,test,31,9,1,0,1,True
759,test,28,5,0,0,0,False
760,cal,35,7,2,0,2,True
761,cal,17,6,3,0,3,True
762,test,44,13,2,0,2,True
763,cal,20,4,2,0,2,True
764,test,19,3,0,0,0,False
765,cal,16,2,0,0,0,False
766,cal,38,6,1,0,1,True
767,test,41,17,10,0,10,True
768,cal,73,10,1,0,1,True
769,test,30,16,1,0,1,True
770,test,68,12,5,0,5,True
771,cal,51,19,0,0,0,False
772,cal,8,1,0,0,0,False
773,tune,21,3,0,0,0,False
774,test,19,7,1,0,1,True
775,test,19,3,2,0,2,True
776,cal,16,2,0,0,0,False
777,cal,24,3,1,0,1,True
778,cal,25,7,3,0,3,True
779,test,35,5,1,0,1,True
780,cal,18,5,2,0,2,True
781,cal,26,5,2,0,2,True
782,cal,122,17,8,0,8,True
783,test,59,18,6,0,6,True
784,cal,46,10,4,0,4,True
785,cal,39,8,2,0,2,True
786,tune,16,3,0,0,0,False
787,cal,16,2,0,0,0,False
788,test,44,9,2,0,2,True
789,cal,27,5,0,0,0,False
790,test,57,11,0,0,0,False
791,cal,72,12,6,0,6,True
792,cal,14,2,1,0,1,True
793,test,24,3,0,0,0,False
794,cal,25,4,0,0,0,False
795,cal,24,3,0,0,0,False
796,cal,17,7,0,0,0,False
797,tune,39,6,1,0,1,True
798,cal,86,28,9,0,9,True
799,test,15,3,0,0,0,False
800,cal,9,2,0,0,0,False
801,cal,45,9,2,0,2,True
802,cal,25,4,1,0,1,True
803,test,69,28,4,0,4,True
804,cal,46,6,3,0,3,True
805,test,19,10,7,0,7,True
806,cal,16,2,0,0,0,False
807,cal,41,6,3,0,3,True
808,cal,18,4,1,0,1,True
809,cal,34,8,5,0,5,True
810,test,48,18,7,0,7,True
811,test,30,21,12,0,12,True
812,test,28,8,0,0,0,False
813,cal,23,9,3,0,3,True
814,test,16,4,0,0,0,False
815,test,25,6,1,0,1,True
816,cal,31,6,0,0,0,False
817,test,25,6,4,0,4,True
818,test,24,14,4,0,4,True
819,cal,18,4,1,0,1,True
820,test,16,3,1,0,1,True
821,cal,40,6,1,0,1,True
822,test,16,3,1,0,1,True
823,cal,29,7,2,0,2,True
824,test,31,4,0,0,0,False
825,cal,16,2,0,0,0,False
826,test,40,11,4,0,4,True
827,tune,24,3,0,0,0,False
828,test,18,5,1,0,1,True
829,test,16,2,0,0,0,False
830,test,65,9,4,0,4,True
831,cal,52,20,1,0,1,True
832,test,20,4,0,0,0,False
833,test,11,2,0,0,0,False
834,test,18,6,1,0,1,True
835,cal,33,5,1,0,1,True
836,test,46,10,4,0,4,True
838,cal,56,9,2,0,2,True
