domain,dataset,unit,target_row,proposal_source,block_definition,rho,alpha,K,seed,contamination_mode,epsilon_false_verified_positive,observed_true_positives_in_calibration,false_candidates_injected_as_verified_positive,realized_verified_positive_contamination_rate,removed_from_calibration_null,released,actual_FTR,violates_alpha,raw_topK_actual_FTR,best_mass_ratio,self_consistency_margin,tau_k,max_observed_e,required_e,emax_effective,block_coverage,n_cal_blocks,n_nonempty_null_cal_blocks,empty_reason,evidence_status
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,0,random,0.1,1367,137,0.09109042553191489,1504,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,0,adversarial,0.1,1367,137,0.09109042553191489,1504,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,1,random,0.0,1258,0,0.0,1258,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,formal_assumption_intact_reference
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,1,adversarial,0.0,1258,0,0.0,1258,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,formal_assumption_intact_reference
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,1,random,0.005,1258,6,0.004746835443037975,1264,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,1,adversarial,0.005,1258,6,0.004746835443037975,1264,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,1,random,0.01,1258,13,0.010228166797797011,1271,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,1,adversarial,0.01,1258,13,0.010228166797797011,1271,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,1,random,0.02,1258,25,0.019485580670303974,1283,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,1,adversarial,0.02,1258,25,0.019485580670303974,1283,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,1,random,0.05,1258,63,0.04769114307342922,1321,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,1,adversarial,0.05,1258,63,0.04769114307342922,1321,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,1,random,0.1,1258,126,0.09104046242774566,1384,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,1,adversarial,0.1,1258,126,0.09104046242774566,1384,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,2,random,0.0,1597,0,0.0,1597,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,formal_assumption_intact_reference
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,2,adversarial,0.0,1597,0,0.0,1597,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,formal_assumption_intact_reference
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,2,random,0.005,1597,8,0.004984423676012461,1605,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,2,adversarial,0.005,1597,8,0.004984423676012461,1605,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,2,random,0.01,1597,16,0.009919404835709857,1613,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,2,adversarial,0.01,1597,16,0.009919404835709857,1613,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,2,random,0.02,1597,32,0.019643953345610803,1629,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,2,adversarial,0.02,1597,32,0.019643953345610803,1629,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,2,random,0.05,1597,80,0.04770423375074538,1677,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,2,adversarial,0.05,1597,80,0.04770423375074538,1677,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,2,random,0.1,1597,160,0.09106431417188389,1757,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,2,adversarial,0.1,1597,160,0.09106431417188389,1757,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,3,random,0.0,1455,0,0.0,1455,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,formal_assumption_intact_reference
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,3,adversarial,0.0,1455,0,0.0,1455,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,formal_assumption_intact_reference
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,3,random,0.005,1455,7,0.0047879616963064295,1462,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,3,adversarial,0.005,1455,7,0.0047879616963064295,1462,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,3,random,0.01,1455,15,0.01020408163265306,1470,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,3,adversarial,0.01,1455,15,0.01020408163265306,1470,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,3,random,0.02,1455,29,0.01954177897574124,1484,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,3,adversarial,0.02,1455,29,0.01954177897574124,1484,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,3,random,0.05,1455,73,0.047774869109947646,1528,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,3,adversarial,0.05,1455,73,0.047774869109947646,1528,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,3,random,0.1,1455,146,0.09119300437226734,1601,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,3,adversarial,0.1,1455,146,0.09119300437226734,1601,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,4,random,0.0,1580,0,0.0,1580,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,formal_assumption_intact_reference
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,4,adversarial,0.0,1580,0,0.0,1580,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,formal_assumption_intact_reference
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,4,random,0.005,1580,8,0.005037783375314861,1588,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,4,adversarial,0.005,1580,8,0.005037783375314861,1588,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,4,random,0.01,1580,16,0.010025062656641603,1596,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,4,adversarial,0.01,1580,16,0.010025062656641603,1596,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,4,random,0.02,1580,32,0.019851116625310174,1612,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,4,adversarial,0.02,1580,32,0.019851116625310174,1612,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,4,random,0.05,1580,79,0.047619047619047616,1659,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,4,adversarial,0.05,1580,79,0.047619047619047616,1659,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,4,random,0.1,1580,158,0.09090909090909091,1738,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,4,adversarial,0.1,1580,158,0.09090909090909091,1738,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,5,random,0.0,1651,0,0.0,1651,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,formal_assumption_intact_reference
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,5,adversarial,0.0,1651,0,0.0,1651,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,formal_assumption_intact_reference
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,5,random,0.005,1651,8,0.004822182037371911,1659,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,5,adversarial,0.005,1651,8,0.004822182037371911,1659,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,5,random,0.01,1651,17,0.010191846522781775,1668,100,0.0,False,0.0,1.3321283238137231,3.321283238137232,10.0,13.321283238137232,10.0,13.321283238137232,1.0,189,189,,assumption_violation_sensitivity_not_formal_guarantee
