domain,target_row,K,contamination_mode,epsilon_false_verified_positive,release_rate,mean_release,actual_FTR_mean,actual_FTR_max,violation_rate,best_mass_ratio_mean,evidence_status
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,100,adversarial,0.005,1.0,100.0,0.03,0.1,0.0,16.265189319479,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,100,adversarial,0.01,1.0,100.0,0.03,0.1,0.0,16.380378897351733,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,100,adversarial,0.02,1.0,100.0,0.03,0.1,0.0,16.454416689770518,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,100,adversarial,0.05,1.0,100.0,0.03,0.1,0.0,16.454416689770518,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,100,adversarial,0.1,1.0,100.0,0.03,0.1,0.0,16.454416689770518,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,100,random,0.0,1.0,100.0,0.03,0.1,0.0,13.443074227562992,formal_assumption_intact_reference
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,100,random,0.005,1.0,100.0,0.03,0.1,0.0,13.443074227562992,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,100,random,0.01,1.0,100.0,0.03,0.1,0.0,13.443074227562992,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,100,random,0.02,1.0,100.0,0.03,0.1,0.0,13.442668836571148,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,100,random,0.05,1.0,100.0,0.03,0.1,0.0,13.442041075771481,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,100,random,0.1,1.0,100.0,0.03,0.1,0.0,13.440763839029358,assumption_violation_sensitivity_not_formal_guarantee
