domain,dataset,unit,target_row,proposal_source,block_definition,rho,alpha,K,contamination_mode,epsilon_false_verified_positive,seeds,non_empty_seeds,release_rate,mean_release,min_release,max_release,actual_FTR_mean,actual_FTR_max,violation_rate,raw_topK_actual_FTR_mean,best_mass_ratio_mean,max_observed_e_mean,required_e,block_coverage_mean,observed_true_positives_in_calibration_mean,false_candidates_injected_as_verified_positive_mean,realized_verified_positive_contamination_rate_mean,dominant_empty_reason,evidence_status,paper_role
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,random,0.05,20,20,1.0,100.0,100,100,0.0,0.0,0.0,0.0,1.3321283238137231,13.321283238137232,10.0,1.0,1463.4,73.15,0.04760875591709236,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,random,0.1,20,20,1.0,100.0,100,100,0.0,0.0,0.0,0.0,1.3321283238137231,13.321283238137232,10.0,1.0,1463.4,146.4,0.0909427456161056,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,300,adversarial,0.0,20,20,1.0,300.0,300,300,0.0,0.0,0.0,0.0,1.3321283238137231,13.321283238137232,10.0,1.0,1463.4,0.0,0.0,,formal_assumption_intact_reference,verification_assumption_boundary_diagnostic
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,300,adversarial,0.005,20,20,1.0,300.0,300,300,0.0,0.0,0.0,0.0,1.3321283238137231,13.321283238137232,10.0,1.0,1463.4,7.4,0.005036993354989668,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,300,adversarial,0.01,20,20,1.0,300.0,300,300,0.0,0.0,0.0,0.0,1.3321283238137231,13.321283238137232,10.0,1.0,1463.4,14.7,0.009941131786529084,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,300,adversarial,0.02,20,20,1.0,300.0,300,300,0.0,0.0,0.0,0.0,1.3321283238137231,13.321283238137232,10.0,1.0,1463.4,29.15,0.01952857141876922,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,300,adversarial,0.05,20,20,1.0,300.0,300,300,0.0,0.0,0.0,0.0,1.3321283238137231,13.321283238137232,10.0,1.0,1463.4,73.15,0.04760875591709236,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,300,adversarial,0.1,20,20,1.0,300.0,300,300,0.0,0.0,0.0,0.0,1.3321283238137231,13.321283238137232,10.0,1.0,1463.4,146.4,0.0909427456161056,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,300,random,0.0,20,20,1.0,300.0,300,300,0.0,0.0,0.0,0.0,1.3321283238137231,13.321283238137232,10.0,1.0,1463.4,0.0,0.0,,formal_assumption_intact_reference,verification_assumption_boundary_diagnostic
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,300,random,0.005,20,20,1.0,300.0,300,300,0.0,0.0,0.0,0.0,1.3321283238137231,13.321283238137232,10.0,1.0,1463.4,7.4,0.005036993354989668,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,300,random,0.01,20,20,1.0,300.0,300,300,0.0,0.0,0.0,0.0,1.3321283238137231,13.321283238137232,10.0,1.0,1463.4,14.7,0.009941131786529084,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,300,random,0.02,20,20,1.0,300.0,300,300,0.0,0.0,0.0,0.0,1.3321283238137231,13.321283238137232,10.0,1.0,1463.4,29.15,0.01952857141876922,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,300,random,0.05,20,20,1.0,300.0,300,300,0.0,0.0,0.0,0.0,1.3321283238137231,13.321283238137232,10.0,1.0,1463.4,73.15,0.04760875591709236,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,300,random,0.1,20,20,1.0,300.0,300,300,0.0,0.0,0.0,0.0,1.3321283238137231,13.321283238137232,10.0,1.0,1463.4,146.4,0.0909427456161056,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,300,adversarial,0.0,20,20,1.0,115.1,39,211,0.08700249484918587,0.17535545023696683,0.45,0.25316666666666665,3.9569745701110115,164.64649454156125,10.0,0.9964731416169288,1631.75,0.0,0.0,,formal_assumption_intact_reference,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,300,adversarial,0.005,20,20,1.0,147.7,54,258,0.13405016182524426,0.22093023255813954,0.8,0.25316666666666665,5.531497108090031,164.62484866525148,10.0,0.9963239283776449,1631.75,8.15,0.004971266507342084,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,300,adversarial,0.01,20,20,1.0,190.0,88,300,0.18239755191174303,0.2712765957446808,1.0,0.25316666666666665,6.9142646268890005,164.62484866525148,10.0,0.9963239283776449,1631.75,16.35,0.009919872698642435,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,300,adversarial,0.02,20,20,1.0,244.05,145,300,0.2204274629800961,0.32666666666666666,1.0,0.25316666666666665,9.847353593409462,164.62484866525148,10.0,0.9963239283776449,1631.75,32.65,0.01961945223594913,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,300,adversarial,0.05,20,20,1.0,299.9,298,300,0.2532505592841164,0.35,1.0,0.25316666666666665,15.609241671193976,164.62484866525148,10.0,0.9963239283776449,1631.75,81.65,0.04765570813008114,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,300,adversarial,0.1,20,20,1.0,300.0,300,300,0.25316666666666665,0.35,1.0,0.25316666666666665,16.462484866525152,164.62484866525148,10.0,0.9963239283776449,1631.75,163.05,0.09084425312894731,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,300,random,0.0,20,20,1.0,115.1,39,211,0.08700249484918587,0.17535545023696683,0.45,0.25316666666666665,3.9569745701110115,164.64649454156125,10.0,0.9964731416169288,1631.75,0.0,0.0,,formal_assumption_intact_reference,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,300,random,0.005,20,20,1.0,115.1,39,211,0.08700249484918587,0.17535545023696683,0.45,0.25316666666666665,3.9569745701110115,164.64649454156125,10.0,0.9964731416169288,1631.75,8.15,0.004971266507342084,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,300,random,0.01,20,20,1.0,115.1,39,211,0.08700249484918587,0.17535545023696683,0.45,0.25316666666666665,3.9569745701110115,164.64649454156125,10.0,0.9964731416169288,1631.75,16.35,0.009919872698642435,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,300,random,0.02,20,20,1.0,115.1,39,211,0.08700249484918587,0.17535545023696683,0.45,0.25316666666666665,3.9567548341855963,164.63665568578904,10.0,0.9964053174172545,1631.75,32.65,0.01961945223594913,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,300,random,0.05,20,20,1.0,115.1,39,211,0.08700249484918587,0.17535545023696683,0.45,0.25316666666666665,3.9565462529917257,164.62878471361296,10.0,0.9963510580575148,1631.75,81.65,0.04765570813008114,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K300,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,300,random,0.1,20,20,1.0,115.1,39,211,0.08700249484918587,0.17535545023696683,0.45,0.25316666666666665,3.956413089546743,164.62091301033524,10.0,0.9962967986977752,1631.75,163.05,0.09084425312894731,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,adversarial,0.0,20,20,1.0,90.75,37,151,0.04822076682610132,0.12222222222222222,0.15,0.3269,2.3741847420666065,164.64649454156125,10.0,0.9964731416169288,1631.75,0.0,0.0,,formal_assumption_intact_reference,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,adversarial,0.005,20,20,1.0,113.65,43,160,0.09116139475829217,0.19469026548672566,0.4,0.3269,3.318898264854018,164.62484866525148,10.0,0.9963239283776449,1631.75,8.15,0.004971266507342084,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,adversarial,0.01,20,20,1.0,151.65,73,252,0.1498404925608831,0.2356687898089172,0.85,0.3269,4.148558776133401,164.62484866525148,10.0,0.9963239283776449,1631.75,16.35,0.009919872698642435,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,adversarial,0.02,20,20,1.0,204.2,125,290,0.19324047455546478,0.27586206896551724,1.0,0.3269,5.908412156045677,164.62484866525148,10.0,0.9963239283776449,1631.75,32.65,0.01961945223594913,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,adversarial,0.05,20,20,1.0,383.6,261,500,0.288502289096585,0.3667621776504298,1.0,0.3269,10.27604679242189,164.62484866525148,10.0,0.9963239283776449,1631.75,81.65,0.04765570813008114,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,adversarial,0.1,20,20,1.0,480.1,366,500,0.3221123241018482,0.41,1.0,0.3269,15.163766802750157,164.62484866525148,10.0,0.9963239283776449,1631.75,163.05,0.09084425312894731,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,random,0.0,20,20,1.0,90.75,37,151,0.04822076682610132,0.12222222222222222,0.15,0.3269,2.3741847420666065,164.64649454156125,10.0,0.9964731416169288,1631.75,0.0,0.0,,formal_assumption_intact_reference,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,random,0.005,20,20,1.0,90.75,37,151,0.04822076682610132,0.12222222222222222,0.15,0.3269,2.3741847420666065,164.64649454156125,10.0,0.9964731416169288,1631.75,8.15,0.004971266507342084,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,random,0.01,20,20,1.0,90.75,37,151,0.04822076682610132,0.12222222222222222,0.15,0.3269,2.3741847420666065,164.64649454156125,10.0,0.9964731416169288,1631.75,16.35,0.009919872698642435,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,random,0.02,20,20,1.0,90.75,37,151,0.04822076682610132,0.12222222222222222,0.15,0.3269,2.3740529005113573,164.63665568578904,10.0,0.9964053174172545,1631.75,32.65,0.01961945223594913,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,random,0.05,20,20,1.0,90.75,37,151,0.04822076682610132,0.12222222222222222,0.15,0.3269,2.373927751795035,164.62878471361296,10.0,0.9963510580575148,1631.75,81.65,0.04765570813008114,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_alignn_exact_stable_alpha010_K500,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,random,0.1,20,20,1.0,90.75,37,151,0.04822076682610132,0.12222222222222222,0.15,0.3269,2.3738478537280456,164.62091301033524,10.0,0.9962967986977752,1631.75,163.05,0.09084425312894731,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_cgcnn_exact_stable_alpha010_K100,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,adversarial,0.0,20,20,1.0,100.0,100,100,0.03,0.1,0.0,0.03,13.443074227562992,164.5441668977051,10.0,0.9957677699403146,1641.95,0.0,0.0,,formal_assumption_intact_reference,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_cgcnn_exact_stable_alpha010_K100,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,adversarial,0.005,20,20,1.0,100.0,100,100,0.03,0.1,0.0,0.03,16.265189319479,164.5441668977051,10.0,0.9957677699403146,1641.95,8.15,0.004940043203722324,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_cgcnn_exact_stable_alpha010_K100,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,adversarial,0.01,20,20,1.0,100.0,100,100,0.03,0.1,0.0,0.03,16.380378897351733,164.5441668977051,10.0,0.9957677699403146,1641.95,16.45,0.009919139928258151,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_cgcnn_exact_stable_alpha010_K100,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,adversarial,0.02,20,20,1.0,100.0,100,100,0.03,0.1,0.0,0.03,16.454416689770518,164.5441668977051,10.0,0.9957677699403146,1641.95,32.85,0.019615647930134074,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_cgcnn_exact_stable_alpha010_K100,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,adversarial,0.05,20,20,1.0,100.0,100,100,0.03,0.1,0.0,0.03,16.454416689770518,164.5441668977051,10.0,0.9957677699403146,1641.95,82.2,0.047677290479967493,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_cgcnn_exact_stable_alpha010_K100,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,adversarial,0.1,20,20,1.0,100.0,100,100,0.03,0.1,0.0,0.03,16.454416689770518,164.5441668977051,10.0,0.9957677699403146,1641.95,164.2,0.09091164306406875,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_cgcnn_exact_stable_alpha010_K100,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,random,0.0,20,20,1.0,100.0,100,100,0.03,0.1,0.0,0.03,13.443074227562992,164.5441668977051,10.0,0.9957677699403146,1641.95,0.0,0.0,,formal_assumption_intact_reference,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_cgcnn_exact_stable_alpha010_K100,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,random,0.005,20,20,1.0,100.0,100,100,0.03,0.1,0.0,0.03,13.443074227562992,164.5441668977051,10.0,0.9957677699403146,1641.95,8.15,0.004940043203722324,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_cgcnn_exact_stable_alpha010_K100,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,random,0.01,20,20,1.0,100.0,100,100,0.03,0.1,0.0,0.03,13.443074227562992,164.5441668977051,10.0,0.9957677699403146,1641.95,16.45,0.009919139928258151,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_cgcnn_exact_stable_alpha010_K100,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,random,0.02,20,20,1.0,100.0,100,100,0.03,0.1,0.0,0.03,13.442668836571148,164.53826313447465,10.0,0.99572707542051,1641.95,32.85,0.019615647930134074,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,materials_cgcnn_exact_stable_alpha010_K100,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,random,0.05,20,20,1.0,100.0,100,100,0.03,0.1,0.0,0.03,13.442041075771481,164.5323593708751,10.0,0.9956863809007052,1641.95,82.2,0.047677290479967493,,assumption_violation_sensitivity_not_formal_guarantee,verification_assumption_boundary_diagnostic
