proposal_source,block_definition,rho,alpha,K,gamma,seeds,non_empty_seeds,mean_release,actual_FTR_mean,actual_FTR_max,actual_FTR_bootstrap95_low,actual_FTR_bootstrap95_high,raw_topK_actual_FTR_mean,best_mass_ratio_mean,max_observed_e_mean,block_coverage_mean,conclusion
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,300,0.3,20,20,101.45,0.05876180824460259,0.12222222222222222,0.04259077601757131,0.0747006282820583,0.25316666666666665,2.256992276273686,93.91147135271113,0.9964731416169288,release_low_FTR
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,300,0.4,20,16,72.05,0.01762223434108546,0.09821428571428571,0.0063322246269374065,0.030950813795569715,0.25316666666666665,1.324205114337699,55.098967918653344,0.9964731416169288,refusal_or_low_power
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,300,0.5,20,1,5.15,0.0,0.0,0.0,0.0,0.25316666666666665,0.7321921928296227,30.30676357443848,0.9964731416169288,refusal_or_low_power
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,0.05,20,17,73.25,0.02119273089308115,0.10975609756097561,0.0079946800883648,0.03638320441677027,0.3269,1.7571706920607562,121.85748065186117,0.9964731416169288,refusal_or_low_power
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,0.1,20,20,89.95,0.04558350779805338,0.12222222222222222,0.030059742375860257,0.062185047225388895,0.3269,2.3312409881107836,161.66843335894995,0.9964731416169288,release_low_FTR
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,0.15,20,20,91.9,0.04901698970396719,0.12222222222222222,0.032697720137874114,0.06606469031159691,0.3269,2.3196456840997755,160.8642462581529,0.9964731416169288,release_low_FTR
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,0.2,20,20,90.05,0.043267496811355895,0.12222222222222222,0.026166018042360416,0.0618308476067959,0.3269,2.0516516050862936,142.27916405920988,0.9964731416169288,release_low_FTR
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,0.25,20,17,77.15,0.027066583260836434,0.10975609756097561,0.01291285863804453,0.043192329736995445,0.3269,1.7012057896933617,117.97618769161151,0.9964731416169288,refusal_or_low_power
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,0.3,20,17,71.2,0.013235790212563233,0.09473684210526316,0.003918843583884923,0.02469974208340263,0.3269,1.3541953657642118,93.91147135271113,0.9964731416169288,refusal_or_low_power
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,0.4,20,4,19.2,0.0,0.0,0.0,0.0,0.3269,0.7949335900181982,55.098967918653344,0.9964731416169288,refusal_or_low_power
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,500,0.5,20,0,0.0,0.0,0.0,0.0,0.0,0.3269,0.45296958311288116,30.30676357443848,0.9964731416169288,refusal_or_low_power
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,1000,0.05,20,8,36.8,0.00515282131661442,0.06896551724137931,0.0,0.013753918495297807,0.39099999999999996,0.8785853460303781,121.85748065186117,0.9964731416169288,refusal_or_low_power
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,1000,0.1,20,14,57.75,0.00515282131661442,0.06896551724137931,0.0,0.013753918495297807,0.39099999999999996,1.1656204940553918,161.66843335894995,0.9964731416169288,refusal_or_low_power
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,1000,0.15,20,14,57.75,0.00515282131661442,0.06896551724137931,0.0,0.013753918495297807,0.39099999999999996,1.1598228420498877,160.8642462581529,0.9964731416169288,refusal_or_low_power
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,1000,0.2,20,10,44.6,0.00515282131661442,0.06896551724137931,0.0,0.013753918495297807,0.39099999999999996,1.0258258025431468,142.27916405920988,0.9964731416169288,refusal_or_low_power
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,1000,0.25,20,8,36.8,0.00515282131661442,0.06896551724137931,0.0,0.013753918495297807,0.39099999999999996,0.8506028948466808,117.97618769161151,0.9964731416169288,refusal_or_low_power
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,1000,0.3,20,0,0.0,0.0,0.0,0.0,0.0,0.39099999999999996,0.6770976828821059,93.91147135271113,0.9964731416169288,refusal_or_low_power
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,1000,0.4,20,0,0.0,0.0,0.0,0.0,0.0,0.39099999999999996,0.4097953187173678,55.098967918653344,0.9964731416169288,refusal_or_low_power
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,1000,0.5,20,0,0.0,0.0,0.0,0.0,0.0,0.39099999999999996,0.28298114785473405,30.30676357443848,0.9964731416169288,refusal_or_low_power
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,0.05,20,20,99.7,0.02925531914893617,0.0851063829787234,0.016,0.04325531914893617,0.03,9.948915366934,121.77555495878421,0.9957677699403146,release_low_FTR
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,0.1,20,20,100.0,0.03,0.1,0.016000000000000004,0.044500000000000005,0.03,13.199712765706215,161.5654606374433,0.9957677699403146,release_low_FTR
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,0.15,20,20,100.0,0.03,0.1,0.016000000000000004,0.044500000000000005,0.03,13.134528556995841,160.76747574722847,0.9957677699403146,release_low_FTR
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,0.2,20,20,100.0,0.03,0.1,0.016000000000000004,0.044500000000000005,0.03,11.617481124733274,142.19860655547058,0.9957677699403146,release_low_FTR
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,0.25,20,20,100.0,0.03,0.1,0.016000000000000004,0.044500000000000005,0.03,9.633425407996913,117.91356374145266,0.9957677699403146,release_low_FTR
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,0.3,20,20,100.0,0.03,0.1,0.016000000000000004,0.044500000000000005,0.03,7.668682122289544,93.86494364566852,0.9957677699403146,release_low_FTR
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,0.4,20,20,100.0,0.03,0.1,0.016000000000000004,0.044500000000000005,0.03,4.49963178970104,55.07556823760594,0.9957677699403146,release_low_FTR
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,0.5,20,20,96.8,0.025166666666666664,0.08333333333333333,0.013000000000000001,0.03833333333333333,0.03,2.4751669389678925,30.296037395262896,0.9957677699403146,release_low_FTR
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,0.05,20,20,123.55,0.03533184201056548,0.10160427807486631,0.021952777044547025,0.04909331401603439,0.23499999999999996,3.5131835858597023,121.77555495878421,0.9957677699403146,release_low_FTR
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,0.1,20,20,155.25,0.08030879000406081,0.18352059925093633,0.05807859946178955,0.10283400579513513,0.23499999999999996,4.66111178449998,161.5654606374433,0.9957677699403146,release_low_FTR
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,0.15,20,20,170.75,0.1016988373580213,0.24054982817869416,0.07478833884570274,0.13033532251038543,0.23499999999999996,4.638093035583271,160.76747574722847,0.9957677699403146,refusal_or_low_power
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,0.2,20,20,172.65,0.10358162125179456,0.24579124579124578,0.07475170817445947,0.13400207001268458,0.23499999999999996,4.1023893067792105,142.19860655547058,0.9957677699403146,refusal_or_low_power
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,0.25,20,20,160.9,0.08773343172278772,0.24054982817869416,0.05954282155907376,0.11788768053604812,0.23499999999999996,3.4017748345537306,117.91356374145266,0.9957677699403146,release_low_FTR
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,0.3,20,20,152.45,0.07385123153926008,0.21611721611721613,0.047613488984832274,0.10140537982541219,0.23499999999999996,2.7079802349255693,93.86494364566852,0.9957677699403146,release_low_FTR
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,0.4,20,17,106.6,0.028304661740161836,0.09239130434782608,0.0154527856872098,0.041809964607670294,0.23499999999999996,1.5889183797267559,55.07556823760594,0.9957677699403146,refusal_or_low_power
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,0.5,20,6,36.15,0.004585088387650168,0.03333333333333333,0.0009259259259259259,0.009141928187729714,0.23499999999999996,0.8764191309584979,30.296037395262896,0.9957677699403146,refusal_or_low_power
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,0.05,20,19,102.5,0.02088503099945822,0.0873015873015873,0.01063798034122491,0.0322789109825858,0.32589999999999997,2.1079101515158207,121.77555495878421,0.9957677699403146,release_low_FTR
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,0.1,20,20,117.5,0.030978931599050304,0.09239130434782608,0.019044125233622745,0.04377212214191918,0.32589999999999997,2.7966670706999883,161.5654606374433,0.9957677699403146,release_low_FTR
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,0.15,20,20,119.45,0.03305978037255929,0.10160427807486631,0.02016951794882422,0.04692124779119585,0.32589999999999997,2.782855821349963,160.76747574722847,0.9957677699403146,release_low_FTR
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,0.2,20,20,118.45,0.031659935786239296,0.10160427807486631,0.018526679303448142,0.045781743596146944,0.32589999999999997,2.461433584067526,142.19860655547058,0.9957677699403146,release_low_FTR
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,0.25,20,19,114.0,0.029817448737241643,0.09239130434782608,0.01750005300378357,0.04290555759158729,0.32589999999999997,2.041064900732238,117.91356374145266,0.9957677699403146,release_low_FTR
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,0.3,20,18,100.95,0.022161986582023546,0.0873015873015873,0.011272149705297175,0.03413094051933984,0.32589999999999997,1.6247881409553415,93.86494364566852,0.9957677699403146,release_low_FTR
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,0.4,20,10,55.15,0.006646944057753261,0.03333333333333333,0.002288847470570343,0.01167644813810478,0.32589999999999997,0.9533510278360536,55.07556823760594,0.9957677699403146,refusal_or_low_power
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,0.5,20,0,0.0,0.0,0.0,0.0,0.0,0.32589999999999997,0.5325598540925264,30.296037395262896,0.9957677699403146,refusal_or_low_power
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,0.05,20,12,62.35,0.00909693155462748,0.05813953488372093,0.0032715330894579316,0.015985744396466762,0.4096,1.0539550757579104,121.77555495878421,0.9957677699403146,refusal_or_low_power
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,0.1,20,16,83.05,0.0135530164863021,0.07563025210084033,0.006110393047532999,0.022490960894849043,0.4096,1.3983335353499942,161.5654606374433,0.9957677699403146,refusal_or_low_power
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,0.15,20,16,83.05,0.0135530164863021,0.07563025210084033,0.006110393047532999,0.022490960894849043,0.4096,1.3914279106749814,160.76747574722847,0.9957677699403146,refusal_or_low_power
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,0.2,20,13,68.4,0.01022127902148027,0.05813953488372093,0.0037285223367697594,0.01771867701191734,0.4096,1.230716792033763,142.19860655547058,0.9957677699403146,refusal_or_low_power
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,0.25,20,11,59.45,0.009553920801939307,0.05813953488372093,0.0035016656312087035,0.016818372557524865,0.4096,1.020532450366119,117.91356374145266,0.9957677699403146,refusal_or_low_power
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,0.3,20,5,29.55,0.0041280991403383396,0.024193548387096774,0.0009259259259259259,0.007990072687807236,0.4096,0.8123940704776708,93.86494364566852,0.9957677699403146,refusal_or_low_power
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,0.4,20,0,0.0,0.0,0.0,0.0,0.0,0.4096,0.48026406910873387,55.07556823760594,0.9957677699403146,refusal_or_low_power
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,0.5,20,0,0.0,0.0,0.0,0.0,0.0,0.4096,0.28882023499591536,30.296037395262896,0.9957677699403146,refusal_or_low_power
