domain,dataset,unit,proposal_source,block_definition,rho,observed_positive_strategy,alpha,K,seed,released,actual_FTR,raw_topK_actual_FTR,partial_UTR_seen_by_PARC,max_observed_e,selected_e_min,selected_e_mean,selected_e_max,required_emax,emax_effective,best_mass_ratio,self_consistency_margin,n_cal_blocks,n_nonempty_null_cal_blocks,block_coverage,empty_reason,release_feasible
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,1000,2,131,0.022900763358778626,0.403,0.403,164.72520471273907,164.72520471273907,164.72520471273904,164.72520471273907,20.0,164.72520471273907,1.078950090868441,12.05344898754825,3686,3675,0.9970157352143245,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,5000,2,0,0.0,0.3902,0.8392,164.72520471273907,0.0,0.0,0.0,20.0,164.72520471273907,0.2157900181736882,-19.65490098937213,3686,3675,0.9970157352143245,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,50,2,50,0.0,0.0,0.0,164.72520471273907,164.72520471273907,164.72520471273907,164.72520471273907,10.0,164.72520471273907,16.472520471273906,154.72520471273907,3686,3675,0.9970157352143245,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,100,2,100,0.0,0.0,0.0,164.72520471273907,164.72520471273907,164.72520471273904,164.72520471273907,10.0,164.72520471273907,16.472520471273906,154.72520471273907,3686,3675,0.9970157352143245,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,300,2,209,0.11483253588516747,0.20333333333333334,0.20333333333333334,164.72520471273907,14.431537709419413,117.49644186993581,164.72520471273907,10.0,164.72520471273907,7.193000605789607,0.07747072377348019,3686,3675,0.9970157352143245,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,500,2,169,0.03550295857988166,0.334,0.334,164.72520471273907,34.150302613731,140.7999605862174,164.72520471273907,10.0,164.72520471273907,4.315800363473764,4.564503797162956,3686,3675,0.9970157352143245,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,1000,2,137,0.029197080291970802,0.403,0.403,164.72520471273907,89.61860802639553,161.4358647118773,164.72520471273907,10.0,164.72520471273907,2.157900181736882,16.62590729646854,3686,3675,0.9970157352143245,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,5000,2,0,0.0,0.3902,0.8392,164.72520471273907,0.0,0.0,0.0,10.0,164.72520471273907,0.4315800363473764,-9.654900989372129,3686,3675,0.9970157352143245,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,50,2,50,0.0,0.0,0.0,164.72520471273907,164.72520471273907,164.72520471273907,164.72520471273907,5.0,164.72520471273907,32.94504094254781,159.72520471273907,3686,3675,0.9970157352143245,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,100,2,100,0.0,0.0,0.0,164.72520471273907,164.72520471273907,164.72520471273904,164.72520471273907,5.0,164.72520471273907,32.94504094254781,159.72520471273907,3686,3675,0.9970157352143245,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,300,2,300,0.20333333333333334,0.20333333333333334,0.20333333333333334,164.72520471273907,7.079931517724868,84.66562093362039,164.72520471273907,5.0,164.72520471273907,14.386001211579215,2.0799315177248676,3686,3675,0.9970157352143245,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,500,2,240,0.1625,0.334,0.334,164.72520471273907,10.493075434558586,103.8372253259722,164.72520471273907,5.0,164.72520471273907,8.631600726947529,0.07640876789191964,3686,3675,0.9970157352143245,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,1000,2,169,0.03550295857988166,0.403,0.403,164.72520471273907,34.150302613731,140.7999605862174,164.72520471273907,5.0,164.72520471273907,4.315800363473764,4.564503797162956,3686,3675,0.9970157352143245,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,5000,2,0,0.0,0.3902,0.8392,164.72520471273907,0.0,0.0,0.0,5.0,164.72520471273907,0.8631600726947528,-4.654900989372129,3686,3675,0.9970157352143245,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,50,3,50,0.0,0.0,0.0,164.6858515373797,164.6858515373797,164.6858515373797,164.6858515373797,20.0,164.6858515373797,8.234292576868985,144.6858515373797,3686,3674,0.9967444384156267,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,100,3,100,0.07,0.07,0.07,164.6858515373797,40.070971997741424,124.40350589710265,164.6858515373797,20.0,164.6858515373797,4.858232620352702,20.070971997741424,3686,3674,0.9967444384156267,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,300,3,77,0.06493506493506493,0.28,0.28,164.6858515373797,89.59744867750774,147.13271840130582,164.6858515373797,20.0,164.6858515373797,1.6194108734509005,11.675370755429824,3686,3674,0.9967444384156267,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,500,3,0,0.0,0.38,0.38,164.6858515373797,0.0,0.0,0.0,20.0,164.6858515373797,0.9716465240705403,-4.805673886349098,3686,3674,0.9967444384156267,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,1000,3,0,0.0,0.434,0.434,164.6858515373797,0.0,0.0,0.0,20.0,164.6858515373797,0.48582326203527015,-18.068814070704697,3686,3674,0.9967444384156267,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,5000,3,0,0.0,0.4042,0.8436,164.6858515373797,0.0,0.0,0.0,20.0,164.6858515373797,0.09716465240705403,-19.646386785726257,3686,3674,0.9967444384156267,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,50,3,50,0.0,0.0,0.0,164.6858515373797,164.6858515373797,164.6858515373797,164.6858515373797,10.0,164.6858515373797,16.46858515373797,154.6858515373797,3686,3674,0.9967444384156267,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,100,3,100,0.07,0.07,0.07,164.6858515373797,40.070971997741424,124.40350589710265,164.6858515373797,10.0,164.6858515373797,9.716465240705404,30.070971997741424,3686,3674,0.9967444384156267,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,300,3,129,0.14728682170542637,0.28,0.28,164.6858515373797,23.91403533759417,103.23439194772594,164.6858515373797,10.0,164.6858515373797,3.238821746901801,0.6582213841058007,3686,3674,0.9967444384156267,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,500,3,80,0.0625,0.38,0.38,164.6858515373797,62.75590229824352,143.96858779744093,164.6858515373797,10.0,164.6858515373797,1.9432930481410806,0.2559022982435195,3686,3674,0.9967444384156267,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,1000,3,0,0.0,0.434,0.434,164.6858515373797,0.0,0.0,0.0,10.0,164.6858515373797,0.9716465240705403,-4.805673886349098,3686,3674,0.9967444384156267,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,5000,3,0,0.0,0.4042,0.8436,164.6858515373797,0.0,0.0,0.0,10.0,164.6858515373797,0.19432930481410807,-9.646386785726257,3686,3674,0.9967444384156267,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,50,3,50,0.0,0.0,0.0,164.6858515373797,164.6858515373797,164.6858515373797,164.6858515373797,5.0,164.6858515373797,32.93717030747594,159.6858515373797,3686,3674,0.9967444384156267,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,100,3,100,0.07,0.07,0.07,164.6858515373797,40.070971997741424,124.40350589710265,164.6858515373797,5.0,164.6858515373797,19.432930481410807,35.070971997741424,3686,3674,0.9967444384156267,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,300,3,300,0.28,0.28,0.28,164.6858515373797,6.314375105195275,49.72157583363617,164.6858515373797,5.0,164.6858515373797,6.477643493803602,1.3143751051952748,3686,3674,0.9967444384156267,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,500,3,129,0.14728682170542637,0.38,0.38,164.6858515373797,23.91403533759417,103.23439194772594,164.6858515373797,5.0,164.6858515373797,3.8865860962821612,4.5341903763538625,3686,3674,0.9967444384156267,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,1000,3,80,0.0625,0.434,0.434,164.6858515373797,62.75590229824352,143.96858779744093,164.6858515373797,5.0,164.6858515373797,1.9432930481410806,0.2559022982435195,3686,3674,0.9967444384156267,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,5000,3,0,0.0,0.4042,0.8436,164.6858515373797,0.0,0.0,0.0,5.0,164.6858515373797,0.38865860962821613,-4.646386785726256,3686,3674,0.9967444384156267,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,50,4,50,0.0,0.0,0.0,164.6858515373797,164.6858515373797,164.6858515373797,164.6858515373797,20.0,164.6858515373797,8.234292576868985,144.6858515373797,3686,3674,0.9967444384156267,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,100,4,100,0.03,0.03,0.03,164.6858515373797,62.75590229824352,162.1647839877909,164.6858515373797,20.0,164.6858515373797,7.987263799562917,42.75590229824352,3686,3674,0.9967444384156267,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,300,4,104,0.028846153846153848,0.22,0.22,164.6858515373797,62.75590229824352,158.34136546126985,164.6858515373797,20.0,164.6858515373797,2.662421266520972,5.063594605935826,3686,3674,0.9967444384156267,,True
