dataset,video_id,path_id,generator,query,category_id,score,score_bin,is_unmatched,matched_gt_id,matched_iou,temporal_overlap,frame_start,frame_end,path_length,candidate_rank,cell_id,audit_source,label_status,montage_path,clip_path,sampling_protocol,second_rater_label,second_rater_verified_positive_for_calibration,second_rater_reason,second_rater_confidence
OVT-B,216,ovtb_v216_p003614,GroundingDINO,mealworms,578,0.4014575965702533,mid,True,2508.0,0.0255285292226645,0.0,0,12,8,5948,cat:578,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v216_p003614.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,219,ovtb_v219_p003672,GroundingDINO,person,669,0.4070499589045842,mid,True,2540.0,0.1744555570485782,0.0,7,23,6,5795,cat:669,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,241,ovtb_v241_p003843,GroundingDINO,person,669,0.5865825499807086,high,True,2709.0,0.3919710527717446,0.0,0,19,7,2318,cat:669,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v241_p003843.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,247,ovtb_v247_p003883,GroundingDINO,person,669,0.562310703098774,high,True,,0.0,0.0,0,9,8,2646,cat:669,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v247_p003883.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,61,ovtb_v61_p002740,GroundingDINO,zebra,1052,0.7069576382637024,high,True,1826.0,0.5537916597779867,0.125,0,129,8,1097,cat:1052,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v61_p002740.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,81,ovtb_v81_p002855,GroundingDINO,watercraft,1019,0.6366088092327118,high,True,1880.0,0.365884815795421,0.0,34,69,3,1754,cat:1019,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v81_p002855.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,95,ovtb_v95_p002939,GroundingDINO,squirrel,874,0.4027652591466903,mid,True,,0.0,0.0,0,107,4,5916,cat:874,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v95_p002939.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,95,ovtb_v95_p002940,GroundingDINO,squirrel,874,0.3381541520357132,low,True,,0.0,0.0,0,92,2,8017,cat:874,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v95_p002940.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,107,ovtb_v107_p003022,GroundingDINO,bird,93,0.6312417089939117,high,True,,0.0,0.0,394,472,2,1801,cat:93,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v107_p003022.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,117,ovtb_v117_p003073,GroundingDINO,broom,130,0.5796120278537273,high,True,,0.0,0.0,0,23,8,2411,cat:130,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v117_p003073.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,122,ovtb_v122_p003104,GroundingDINO,smartwatch,844,0.3335082978010177,low,True,2034.0,0.3174256238400919,0.0,12,14,2,8167,cat:844,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,124,ovtb_v124_p003114,GroundingDINO,spotlight,870,0.4100748598575592,mid,True,2059.0,0.4409704350639514,0.0,3,5,2,5703,cat:870,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v124_p003114.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,124,ovtb_v124_p003116,GroundingDINO,spotlight,870,0.335733488202095,low,True,2059.0,0.1975887971932437,0.0,5,8,2,8093,cat:870,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v124_p003116.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,133,ovtb_v133_p003177,GroundingDINO,person,669,0.4137123897671699,mid,True,,0.0,0.0,7,12,4,5609,cat:669,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,133,ovtb_v133_p003182,GroundingDINO,short pants,824,0.3975448459386825,mid,True,,0.0,0.0,0,3,2,6063,cat:824,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v133_p003182.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,137,ovtb_v137_p003196,GroundingDINO,dog,290,0.577864134311676,high,True,2127.0,0.0579569509013455,0.0,0,30,5,2433,cat:290,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v137_p003196.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,13,ovtb_v13_p000588,GroundingDINO,goose,421,0.4011642336845398,mid,True,,0.0,0.0,304,911,2,5957,cat:421,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v13_p000588.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,140,ovtb_v140_p003219,GroundingDINO,person,669,0.3394812270998955,low,True,2145.0,0.0146350342550734,0.0,0,11,4,7973,cat:669,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,141,ovtb_v141_p003224,GroundingDINO,cushion,266,0.343050201733907,low,True,2155.0,0.0376799578544232,0.0,0,25,6,7839,cat:266,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v141_p003224.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,144,ovtb_v144_p003247,GroundingDINO,pendulum,666,0.7847317308187485,high,True,2169.0,0.0162736809876863,0.0,0,24,8,534,cat:666,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v144_p003247.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,148,ovtb_v148_p003267,GroundingDINO,swan,904,0.3373698741197586,low,True,2186.0,0.020371755913244,0.0,0,9,6,8038,cat:904,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,148,ovtb_v148_p003268,GroundingDINO,swan,904,0.338661253452301,low,True,2186.0,0.0070291347246001,0.0,5,6,2,8003,cat:904,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,151,ovtb_v151_p003281,GroundingDINO,nail polish,607,0.4077362902462482,mid,True,,0.0,0.0,0,19,8,5775,cat:607,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v151_p003281.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,151,ovtb_v151_p003285,GroundingDINO,nail polish,607,0.3383756697177887,low,True,2202.0,0.043177615753573,0.0,8,19,5,8011,cat:607,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v151_p003285.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,176,ovtb_v176_p003397,GroundingDINO,painting,643,0.5920999646186829,high,True,,0.0,0.0,0,19,8,2259,cat:643,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v176_p003397.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,1,ovtb_v1_p000044,GroundingDINO,chicken,204,0.4169466296831767,mid,True,,0.0,0.0,0,236,3,5533,cat:204,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v1_p000044.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,214,ovtb_v214_p003595,GroundingDINO,person,669,0.4158591628074646,mid,True,,0.0,0.0,0,24,8,5557,cat:669,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,216,ovtb_v216_p003613,GroundingDINO,lizard,549,0.3326862553755442,low,True,2509.0,0.1329034217802206,0.0,0,9,6,8195,cat:549,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,218,ovtb_v218_p003661,GroundingDINO,doorknob,296,0.3293809294700622,low,True,,0.0,0.0,0,3,2,8301,cat:296,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,223,ovtb_v223_p003709,GroundingDINO,chisel,209,0.393703023592631,mid,True,2556.0,0.6499411418022292,0.1666666666666666,0,15,6,6167,cat:209,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,229,ovtb_v229_p003756,GroundingDINO,shoe,821,0.6360959013303121,high,True,,0.0,0.0,6,9,3,1759,cat:821,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v229_p003756.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,230,ovtb_v230_p003762,GroundingDINO,race car,741,0.4149530082941055,mid,True,2614.0,0.2743886864562496,0.0,0,19,6,5577,cat:741,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v230_p003762.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,231,ovtb_v231_p003782,GroundingDINO,carnation,172,0.4017851538956165,mid,True,2622.0,0.1842875021628503,0.0,0,15,8,5939,cat:172,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v231_p003782.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,231,ovtb_v231_p003785,GroundingDINO,carnation,172,0.4098172038793564,mid,True,2622.0,0.0140895360166411,0.0,0,15,8,5712,cat:172,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v231_p003785.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,240,ovtb_v240_p003840,GroundingDINO,truck,978,0.333819534097399,low,True,,0.0,0.0,0,23,7,8161,cat:978,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,242,ovtb_v242_p003851,GroundingDINO,sail,776,0.5923304706811905,high,True,2713.0,0.0660167411537909,0.0,0,19,8,2255,cat:776,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v242_p003851.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,249,ovtb_v249_p003889,GroundingDINO,die,282,0.6051020920276642,high,True,2771.0,0.2219096785448336,0.0,0,16,7,2122,cat:282,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v249_p003889.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,32,ovtb_v32_p001661,GroundingDINO,balloon,39,0.5636690557003021,high,True,1125.0,0.4588998082609555,0.0,0,86,2,2628,cat:39,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v32_p001661.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,33,ovtb_v33_p001891,GroundingDINO,balloon,39,0.5929506123065948,high,True,1187.0,0.4191623841187001,0.0,153,267,2,2247,cat:39,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v33_p001891.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,33,ovtb_v33_p001893,GroundingDINO,balloon,39,0.5728700459003448,high,True,1153.0,0.2950687517946583,0.0,153,267,2,2495,cat:39,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v33_p001893.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,34,ovtb_v34_p001973,GroundingDINO,balloon,39,0.6899479883057731,high,True,1228.0,0.0183236017708881,0.0,21,150,7,1232,cat:39,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v34_p001973.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,38,ovtb_v38_p002279,GroundingDINO,ant,12,0.3299918174743652,low,True,,0.0,0.0,0,200,5,8280,cat:12,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,38,ovtb_v38_p002302,GroundingDINO,ant,12,0.3351114491621653,low,True,1481.0,0.3355828069842647,0.0,86,200,3,8114,cat:12,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,39,ovtb_v39_p002379,GroundingDINO,ant,12,0.5810808539390564,high,True,1521.0,0.4319860110001005,0.0,57,71,2,2380,cat:12,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v39_p002379.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,40,ovtb_v40_p002403,GroundingDINO,bee,73,0.8520978093147278,high,True,1547.0,0.3694711698808537,0.0,0,0,1,195,cat:73,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,40,ovtb_v40_p002405,GroundingDINO,bee,73,0.8176585833231608,high,True,1543.0,0.3971491862860921,0.0,0,211,3,337,cat:73,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v40_p002405.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,40,ovtb_v40_p002410,GroundingDINO,bee,73,0.8722729682922363,high,True,1562.0,0.3060661255472798,0.0,35,35,1,111,cat:73,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,40,ovtb_v40_p002411,GroundingDINO,bee,73,0.8190702497959137,high,True,1561.0,0.4816575507847451,0.0,35,176,4,332,cat:73,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v40_p002411.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,40,ovtb_v40_p002422,GroundingDINO,bee,73,0.853613018989563,high,True,1602.0,0.277985141317781,0.0,105,105,1,186,cat:73,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,40,ovtb_v40_p002423,GroundingDINO,bee,73,0.8313068747520447,high,True,1593.0,0.3066379888416499,0.0,105,105,1,277,cat:73,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,40,ovtb_v40_p002428,GroundingDINO,bee,73,0.8510804176330566,high,True,1626.0,0.4075605200138457,0.0,141,141,1,198,cat:73,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,40,ovtb_v40_p002432,GroundingDINO,bee,73,0.6873760521411896,high,True,1640.0,0.2426993583549191,0.0,176,246,2,1252,cat:73,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v40_p002432.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,40,ovtb_v40_p002441,GroundingDINO,bee,73,0.8958413004875183,high,True,,0.0,0.0,246,246,1,41,cat:73,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,42,ovtb_v42_p002546,GroundingDINO,parachutist,650,0.571531742811203,high,True,1729.0,0.0904932386631433,0.0,171,299,2,2513,cat:650,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v42_p002546.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,47,ovtb_v47_p002639,GroundingDINO,cattle,180,0.3327968046069145,low,True,1793.0,0.180393061218307,0.0,0,188,4,8189,cat:180,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,53,ovtb_v53_p002693,GroundingDINO,watercraft,1019,0.7333702445030212,high,True,1806.0,0.3969479086016808,0.0,85,106,2,883,cat:1019,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v53_p002693.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,53,ovtb_v53_p002694,GroundingDINO,watercraft,1019,0.5979675352573395,high,True,1807.0,0.4488431341400961,0.0,85,106,2,2194,cat:1019,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v53_p002694.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,53,ovtb_v53_p002698,GroundingDINO,watercraft,1019,0.6869816780090332,high,True,1807.0,0.4370590260377179,0.0,128,149,2,1257,cat:1019,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v53_p002698.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,55,ovtb_v55_p002702,GroundingDINO,dog,290,0.3993891775608063,mid,True,,0.0,0.0,0,94,2,6012,cat:290,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v55_p002702.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,62,ovtb_v62_p002745,GroundingDINO,zebra,1052,0.8648843765258789,high,True,,0.0,0.0,186,186,1,135,cat:1052,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,651,ovtb_v651_p006756,GroundingDINO,cone,242,0.8749365210533142,high,True,5415.0,0.4947775139982936,0.0,21,21,1,100,cat:242,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,83,ovtb_v83_p002871,GroundingDINO,elephant,341,0.3338912725448608,low,True,1888.0,0.1722473999805714,0.0,0,54,2,8160,cat:341,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v83_p002871.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,85,ovtb_v85_p002887,GroundingDINO,elephant,341,0.3972973823547363,mid,True,,0.0,0.0,21,41,2,6070,cat:341,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v85_p002887.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,85,ovtb_v85_p002894,GroundingDINO,elephant,341,0.7154756784439087,high,True,1895.0,0.2489682464463474,0.0,103,144,3,1023,cat:341,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v85_p002894.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,913,ovtb_v913_p008705,GroundingDINO,sphygmomanometer,864,0.8533087149262428,high,True,7043.0,0.2311442506711983,0.0,0,44,8,188,cat:864,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,41,ovtb_v41_p002446,GroundingDINO,parachutist,650,0.3916164040565491,mid,True,1685.0,0.0156935023636442,0.0,0,26,2,6223,cat:650,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase2_500/audit_viewer/montages/ovtb_v41_p002446.jpg,,dataset_quota_score_bin_high_mid_low,,,,
OVT-B,682,ovtb_v682_p007019,GroundingDINO,golf club,419,0.828989565372467,high,True,5597.0,0.4590449743358057,0.0,2,3,2,288,cat:419,existing_labeled,existing_gold,,,dataset_quota_score_bin_high_mid_low,,,,
TAO,2516,ovtb_v2516_p001225,GroundingDINO,baby,805,0.6599230542778969,high,True,,0.0,0.0,1650,2820,4,1752,cat:805,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v2516_p001225.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,2795,ovtb_v2795_p001469,GroundingDINO,rag doll,883,0.3438771814107895,low,True,,0.0,0.0,270,390,2,10594,cat:883,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v2795_p001469.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,3165,ovtb_v3165_p001627,GroundingDINO,baby,805,0.7143675088882446,high,True,18721.0,0.1521630933611052,0.0,0,990,3,1179,cat:805,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v3165_p001627.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,3326,ovtb_v3326_p001814,GroundingDINO,baby,805,0.8427113592624664,high,True,,0.0,0.0,528,936,4,270,cat:805,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v3326_p001814.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,3382,ovtb_v3382_p002049,GroundingDINO,baby,805,0.6966312328974406,high,True,20154.0,0.2015899422525488,0.0,420,960,3,1340,cat:805,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v3382_p002049.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,3399,ovtb_v3399_p001945,GroundingDINO,baby,805,0.6575840810934702,high,True,20279.0,0.0577430137203119,0.0,300,1290,3,1781,cat:805,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v3399_p001945.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,3472,ovtb_v3472_p002083,GroundingDINO,baby,805,0.6778478920459747,high,True,,0.0,0.0,840,990,2,1538,cat:805,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v3472_p002083.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,3538,ovtb_v3538_p002140,GroundingDINO,hockey stick,573,0.3447575718164444,low,True,,0.0,0.0,180,330,2,10525,cat:573,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v3538_p002140.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,3542,ovtb_v3542_p002032,GroundingDINO,baby,805,0.7293079569935799,high,True,21188.0,0.2936335155272658,0.0,0,570,4,1034,cat:805,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v3542_p002032.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4172,ovtb_v4172_p002683,GroundingDINO,baby,805,0.6792639046907425,high,True,25494.0,0.0263839715635374,0.0,60,450,4,1522,cat:805,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v4172_p002683.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4411,ovtb_v4411_p002619,GroundingDINO,baby,805,0.8445644804409572,high,True,,0.0,0.0,0,825,7,264,cat:805,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v4411_p002619.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4885,ovtb_v4885_p003294,GroundingDINO,baby,805,0.6596625745296478,high,True,,0.0,0.0,540,870,2,1758,cat:805,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v4885_p003294.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,4977,ovtb_v4977_p003442,GroundingDINO,baby,805,0.6762366890907288,high,True,,0.0,0.0,330,990,2,1555,cat:805,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_01/audit_viewer/montages/ovtb_v4977_p003442.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5092,ovtb_v5092_p003497,GroundingDINO,baby,805,0.7121007740497589,high,True,30751.0,0.0062063280194362,0.0,792,936,2,1200,cat:805,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_02/audit_viewer/montages/ovtb_v5092_p003497.jpg,,dataset_quota_score_bin_high_mid_low,,,,
TAO,5781,ovtb_v5781_p004235,GroundingDINO,baby,805,0.7214404046535492,high,True,34377.0,0.0031573891338984,0.0,990,1170,2,1103,cat:805,existing_labeled,existing_gold,<PARC_ROOT>/outputs/phase3_tao_full/shards/shard_00/audit_viewer/montages/ovtb_v5781_p004235.jpg,,dataset_quota_score_bin_high_mid_low,,,,
