dataset,video_id,path_id,split,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,frame_start,frame_end,path_length,candidate_rank,is_dummy,matched_gt_id,matched_iou,temporal_overlap,matched_frames,is_matched_to_gt,is_unmatched,audit_label,verified_positive_for_calibration,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,fallback_level,score_source,task,mask_type,conflict_policy
BURST,1993,ovtb_v1993_p002739,cal,person,805,0.9315305948257446,0.9315305948257446,0.9315305948257446,1,0.0,39,39,1,13,False,1.0,0.9375643028402848,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1993,ovtb_v1993_p002747,cal,surfboard,1057,0.930273175239563,0.930273175239563,0.930273175239563,1,0.0,33,33,1,14,False,2.0,0.9363452969405236,1.0,1,True,False,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1784,ovtb_v1784_p002118,cal,skateboard,980,0.9298888444900512,0.9298888444900512,0.9298888444900512,1,0.0,6,6,1,15,False,1.0,0.7299800674391319,1.0,1,True,False,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1993,ovtb_v1993_p002738,cal,person,805,0.9283494353294371,0.9283494353294371,0.9283494353294371,1,0.0,33,33,1,16,False,1.0,0.9042870961645736,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2988,ovtb_v2988_p003486,cal,water bottle,1184,0.9282194972038268,0.9282194972038268,0.9282194972038268,2,0.5,13,21,2,17,False,7.0,0.9197149112679696,1.0,2,True,False,,no,cat:1184,unknown,water bottle,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1819,ovtb_v1819_p002362,cal,person,805,0.9272509217262268,0.9272509217262268,0.9272509217262268,1,0.0,11,11,1,18,False,1.0,0.9524943022719328,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1819,ovtb_v1819_p002373,cal,surfboard,1057,0.926749050617218,0.926749050617218,0.926749050617218,1,0.0,33,33,1,19,False,3.0,0.658538006442985,1.0,1,True,False,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1819,ovtb_v1819_p002369,cal,surfboard,1057,0.9264466166496276,0.9264466166496276,0.9264466166496276,1,0.0,11,11,1,20,False,3.0,0.7397879067738716,1.0,1,True,False,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1819,ovtb_v1819_p002364,cal,person,805,0.925231635570526,0.925231635570526,0.925231635570526,1,0.0,22,22,1,21,False,1.0,0.9632421913533364,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1846,ovtb_v1846_p002228,cal,giraffe,502,0.9232270121574402,0.9232270121574402,0.9232270121574402,1,0.0,17,17,1,22,False,1.0,0.9399602900163754,1.0,1,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2988,ovtb_v2988_p003487,cal,water bottle,1184,0.9229663610458374,0.9229663610458374,0.9229663610458374,1,0.0,17,17,1,23,False,7.0,0.8933282697695103,1.0,1,True,False,,no,cat:1184,unknown,water bottle,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2046,ovtb_v2046_p002600,test,person,805,0.9227641597390176,0.9227641597390176,0.9227641597390176,8,0.875,0,39,8,24,False,4.0,0.9929295141244824,1.0,8,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1819,ovtb_v1819_p002360,cal,person,805,0.922417402267456,0.922417402267456,0.922417402267456,1,0.0,0,0,1,25,False,1.0,0.9305570496064384,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1993,ovtb_v1993_p002736,cal,person,805,0.9219107627868652,0.9219107627868652,0.9219107627868652,1,0.0,17,17,1,26,False,1.0,0.9703200777504076,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1819,ovtb_v1819_p002363,cal,person,805,0.9217061400413512,0.9217061400413512,0.9217061400413512,1,0.0,17,17,1,27,False,1.0,0.9375623286269366,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1819,ovtb_v1819_p002367,cal,surfboard,1057,0.9216492176055908,0.9216492176055908,0.9216492176055908,1,0.0,0,0,1,28,False,3.0,0.6730626184074419,1.0,1,True,False,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1846,ovtb_v1846_p002226,cal,giraffe,502,0.9213810563087464,0.9213810563087464,0.9213810563087464,2,0.5,0,39,2,29,False,1.0,0.996299379290734,1.0,2,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2008,ovtb_v2008_p002597,test,person,805,0.9212226271629332,0.9212226271629332,0.9212226271629332,1,0.0,0,0,1,30,False,3.0,0.6582608509617075,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1993,ovtb_v1993_p002748,cal,surfboard,1057,0.92079496383667,0.92079496383667,0.92079496383667,1,0.0,39,39,1,31,False,2.0,0.6590152460370171,1.0,1,True,False,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2375,ovtb_v2375_p003047,test,boat,118,0.9206802770495416,0.9206802770495416,0.9206802770495416,8,0.875,0,39,8,32,False,1.0,0.9914662423525245,1.0,8,True,False,,no,cat:118,unknown,boat,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2474,ovtb_v2474_p003245,cal,motorcycle,714,0.9199188947677612,0.9199188947677612,0.9199188947677612,1,0.0,33,33,1,33,False,1.0,0.9524759842246506,1.0,1,True,False,,no,cat:714,unknown,motorcycle,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,652,ovtb_v652_p001229,cal,dog,382,0.9194926619529724,0.9194926619529724,0.9194926619529724,1,0.0,28,28,1,34,False,1.0,0.9654437882242152,1.0,1,True,False,,no,cat:382,unknown,dog,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1819,ovtb_v1819_p002361,cal,person,805,0.9193755984306335,0.9193755984306335,0.9193755984306335,2,0.5,6,33,2,35,False,1.0,0.982920995603005,1.0,2,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1947,ovtb_v1947_p002625,cal,skateboard,980,0.9193513095378876,0.9193513095378876,0.9193513095378876,2,0.5,22,39,2,36,False,2.0,0.9615878200440396,1.0,2,True,False,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1993,ovtb_v1993_p002733,cal,person,805,0.918393611907959,0.918393611907959,0.918393611907959,1,0.0,0,0,1,37,False,1.0,0.93017998145851,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,576,ovtb_v576_p001023,test,person,805,0.9173451066017152,0.9173451066017152,0.9173451066017152,1,0.0,17,17,1,38,False,1.0,0.9869671040425516,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1928,ovtb_v1928_p002551,cal,giraffe,502,0.9162278572718302,0.9162278572718302,0.9162278572718302,3,0.6666666666666666,6,33,3,39,False,1.0,0.9947668422916622,1.0,3,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1279,ovtb_v1279_p001620,tune,person,805,0.9160614013671876,0.9160614013671876,0.9160614013671876,1,0.0,15,15,1,40,False,10.0,0.9102667485789928,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1785,ovtb_v1785_p002331,cal,person,805,0.9157869219779968,0.9157869219779968,0.9157869219779968,1,0.0,28,28,1,41,False,1.0,0.8311659469923102,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,367,ovtb_v367_p000667,test,person,805,0.9156877249479294,0.9156877249479294,0.9156877249479294,8,0.875,0,39,8,42,False,5.0,0.99618243511633,1.0,8,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1030,ovtb_v1030_p001538,tune,bird,99,0.9156459172566732,0.9156459172566732,0.9156459172566732,3,0.6666666666666666,0,11,3,43,False,1.0,0.9740888070413212,1.0,3,True,False,,no,cat:99,unknown,bird,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1784,ovtb_v1784_p002117,cal,skateboard,980,0.9154465794563292,0.9154465794563292,0.9154465794563292,2,0.5,0,17,2,44,False,1.0,0.9811817940825184,1.0,2,True,False,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1983,ovtb_v1983_p002584,cal,giraffe,502,0.9151610732078552,0.9151610732078552,0.9151610732078552,1,0.0,33,33,1,45,False,1.0,0.9878316634882466,1.0,1,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1819,ovtb_v1819_p002370,cal,surfboard,1057,0.9150936603546144,0.9150936603546144,0.9150936603546144,1,0.0,17,17,1,46,False,3.0,0.5066073193758249,1.0,1,True,False,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1761,ovtb_v1761_p002374,test,army tank,1078,0.9149386882781982,0.9149386882781982,0.9149386882781982,1,0.0,0,0,1,47,False,2.0,0.9133716219525384,1.0,1,True,False,,no,cat:1078,unknown,army tank,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2429,ovtb_v2429_p003189,test,surfboard,1057,0.9147040247917176,0.9147040247917176,0.9147040247917176,1,0.0,6,6,1,48,False,1.0,0.5603586738012427,1.0,1,True,False,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1953,ovtb_v1953_p002557,cal,skateboard,980,0.9146105845769248,0.9146105845769248,0.9146105845769248,3,0.6666666666666666,11,22,3,49,False,2.0,0.97771994875788,1.0,3,True,False,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1785,ovtb_v1785_p002332,cal,person,805,0.9144604206085204,0.9144604206085204,0.9144604206085204,1,0.0,39,39,1,50,False,1.0,0.9567898074943888,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1953,ovtb_v1953_p002556,cal,skateboard,980,0.9143879413604736,0.9143879413604736,0.9143879413604736,1,0.0,6,6,1,51,False,2.0,0.9546871728942856,1.0,1,True,False,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,641,ovtb_v641_p001018,cal,person,805,0.9139951765537262,0.9139951765537262,0.9139951765537262,2,0.5,0,6,2,52,False,2.0,0.9170553535863748,1.0,2,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,376,ovtb_v376_p000675,cal,person,805,0.913528099656105,0.913528099656105,0.913528099656105,8,0.875,0,39,8,53,False,1.0,0.990569431484285,1.0,8,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2506,ovtb_v2506_p003006,test,person,805,0.913099966943264,0.913099966943264,0.913099966943264,8,0.875,0,39,8,54,False,1.0,0.9946905645780773,1.0,8,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2306,ovtb_v2306_p002926,test,giraffe,502,0.9124360084533693,0.9124360084533693,0.9124360084533693,1,0.0,17,17,1,55,False,,0.0,0.0,0,False,True,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,137,ovtb_v137_p000228,test,person,805,0.9123160004615783,0.9123160004615783,0.9123160004615783,5,0.8,0,33,5,56,False,1.0,0.9904919674662584,1.0,5,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2113,ovtb_v2113_p002556,cal,person,805,0.9122303128242492,0.9122303128242492,0.9122303128242492,1,0.0,0,0,1,57,False,2.0,0.950940750995038,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2788,ovtb_v2788_p003540,cal,person,805,0.9116426904996237,0.9116426904996237,0.9116426904996237,3,0.6666666666666666,17,30,3,58,False,1.0,0.996863285641694,1.0,3,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2008,ovtb_v2008_p002598,test,person,805,0.9113446474075316,0.9113446474075316,0.9113446474075316,7,0.8571428571428571,6,39,7,59,False,3.0,0.9188296240737492,1.0,7,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1785,ovtb_v1785_p002335,cal,surfboard,1057,0.9110865592956544,0.9110865592956544,0.9110865592956544,1,0.0,11,11,1,60,False,2.0,0.4214323295698757,0.0,0,False,True,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,264,ovtb_v264_p000364,cal,person,805,0.911024808883667,0.911024808883667,0.911024808883667,1,0.0,33,33,1,61,False,3.0,0.9676787348409182,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1798,ovtb_v1798_p002140,cal,person,805,0.9107805490493774,0.9107805490493774,0.9107805490493774,2,0.5,17,33,2,62,False,1.0,0.9696568610821894,1.0,2,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1531,ovtb_v1531_p001982,cal,sunglasses,1054,0.9106785356998444,0.9106785356998444,0.9106785356998444,2,0.5,14,19,2,63,False,3.0,0.978068504427395,1.0,2,True,False,,no,cat:1054,unknown,sunglasses,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1785,ovtb_v1785_p002327,cal,person,805,0.9105119705200196,0.9105119705200196,0.9105119705200196,1,0.0,6,6,1,64,False,1.0,0.9757389516203556,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1582,ovtb_v1582_p002060,cal,cellular telephone,235,0.909986158212026,0.909986158212026,0.909986158212026,3,0.6666666666666666,23,32,3,65,False,6.0,0.92622580635822,1.0,3,True,False,,no,cat:235,unknown,cellular telephone,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1928,ovtb_v1928_p002557,cal,person,805,0.909287452697754,0.909287452697754,0.909287452697754,1,0.0,39,39,1,66,False,2.0,0.9845694633377716,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,652,ovtb_v652_p001227,cal,dog,382,0.9086211522420248,0.9086211522420248,0.9086211522420248,6,0.8333333333333334,0,39,6,67,False,1.0,0.988835836942816,1.0,6,True,False,,no,cat:382,unknown,dog,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1993,ovtb_v1993_p002737,cal,person,805,0.9085757732391356,0.9085757732391356,0.9085757732391356,2,0.5,22,28,2,68,False,1.0,0.9748625780722052,1.0,2,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1953,ovtb_v1953_p002555,cal,skateboard,980,0.9084866940975188,0.9084866940975188,0.9084866940975188,2,0.5,0,33,2,69,False,2.0,0.9773968346956672,1.0,2,True,False,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2258,ovtb_v2258_p002856,cal,cellular telephone,235,0.9082574546337128,0.9082574546337128,0.9082574546337128,4,0.75,0,15,4,70,False,1.0,0.9513388472646472,1.0,4,True,False,,no,cat:235,unknown,cellular telephone,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,169,ovtb_v169_p000499,test,person,805,0.9081432223320008,0.9081432223320008,0.9081432223320008,1,0.0,28,28,1,71,False,1.0,0.9571491781197514,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,269,ovtb_v269_p000597,cal,person,805,0.9077291318348476,0.9077291318348476,0.9077291318348476,7,0.8571428571428571,0,39,7,72,False,1.0,0.993871634712345,1.0,7,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1593,ovtb_v1593_p001976,cal,cellular telephone,235,0.906721830368042,0.906721830368042,0.906721830368042,1,0.0,17,17,1,73,False,3.0,0.8043865635954169,1.0,1,True,False,,no,cat:235,unknown,cellular telephone,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1819,ovtb_v1819_p002365,cal,person,805,0.906555950641632,0.906555950641632,0.906555950641632,1,0.0,28,28,1,74,False,1.0,0.958860528791084,1.0,1,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2210,ovtb_v2210_p002623,tune,cellular telephone,235,0.9057629704475404,0.9057629704475404,0.9057629704475404,1,0.0,21,21,1,75,False,3.0,0.901632144799421,1.0,1,True,False,,no,cat:235,unknown,cellular telephone,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2311,ovtb_v2311_p002950,test,person,805,0.9057249426841736,0.9057249426841736,0.9057249426841736,2,0.5,17,33,2,76,False,3.0,0.8694942435633867,1.0,2,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,1953,ovtb_v1953_p002559,cal,skateboard,980,0.9055688977241516,0.9055688977241516,0.9055688977241516,1,0.0,39,39,1,77,False,2.0,0.9315183630466408,1.0,1,True,False,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
BURST,2885,ovtb_v2885_p003645,test,person,805,0.9048511385917664,0.9048511385917664,0.9048511385917664,8,0.875,0,32,8,78,False,1.0,0.9956889800483664,1.0,8,True,False,,no,cat:805,unknown,person,unknown,global,0,final_score_proxy,OVVIS_box_to_mask_scaffold,rectangle_mask_from_box,mask_iou_conflict_threshold_0p5
