material_id,formula,chemical_system,mp_e_above_hull,alex_e_above_hull,mp_stable_exact,alex_stable_exact,abs_delta_ehull,alex_source_file
mp-1215217,ZrNbCr4,Cr-Nb-Zr,0.150914324166667,0.0,False,True,0.150914324166667,alex_mp_20/train.csv
mp-756690,EuAgO2,Ag-Eu-O,0.148493706875013,0.0,False,True,0.148493706875013,alex_mp_20/train.csv
mp-694873,SrLaNiRuO6,La-Ni-O-Ru-Sr,0.148296129666665,0.0,False,True,0.148296129666665,alex_mp_20/train.csv
mp-20160,Mn2GaCo,Co-Ga-Mn,0.14761122676724,0.0,False,True,0.14761122676724,alex_mp_20/train.csv
mp-1101086,AgSe5,Ag-Se,0.14728107407552,0.0,False,True,0.14728107407552,alex_mp_20/train.csv
mp-864732,Yb2CdGe,Cd-Ge-Yb,0.145771984166664,0.0,False,True,0.145771984166664,alex_mp_20/train.csv
mp-568005,CsYbBr3,Br-Cs-Yb,0.145285499666663,0.0,False,True,0.145285499666663,alex_mp_20/train.csv
mp-31002,Rb2Te5,Rb-Te,0.145109646309522,0.0,False,True,0.145109646309522,alex_mp_20/train.csv
mp-1223131,La4Mn3NiO12,La-Mn-Ni-O,0.144709467987494,0.0,False,True,0.144709467987494,alex_mp_20/val.csv
mp-21071,Eu2SO2,Eu-O-S,0.143188981189663,0.0,False,True,0.143188981189663,alex_mp_20/train.csv
mp-608146,Gd2S3,Gd-S,0.142553472500001,0.0,False,True,0.142553472500001,alex_mp_20/train.csv
mp-1218257,SrLa3Mn4O12,La-Mn-O-Sr,0.142234317524989,0.0,False,True,0.142234317524989,alex_mp_20/train.csv
mp-866180,Li2YbPb,Li-Pb-Yb,0.140024426500001,0.0,False,True,0.140024426500001,alex_mp_20/train.csv
mp-1707,BaN6,Ba-N,0.139282349285712,0.0,False,True,0.139282349285712,alex_mp_20/train.csv
mp-1224188,HfZrFe4,Fe-Hf-Zr,0.138527448333334,0.0,False,True,0.138527448333334,alex_mp_20/train.csv
mp-19157,LaMnO3,La-Mn-O,0.138132256023808,0.0,False,True,0.138132256023808,alex_mp_20/train.csv
mp-2018036,Mg(BrO3)2,Br-Mg-O,0.137818166805554,0.0,False,True,0.137818166805554,alex_mp_20/train.csv
mp-1078690,YbCdGe,Cd-Ge-Yb,0.137253233055556,0.0,False,True,0.137253233055556,alex_mp_20/train.csv
mp-11652,Yb3PbO,O-Pb-Yb,0.136543452083337,0.0,False,True,0.136543452083337,alex_mp_20/train.csv
mp-1088,YbGa4,Ga-Yb,0.135493574999998,0.0,False,True,0.135493574999998,alex_mp_20/train.csv
mp-865800,Yb2BiAu,Au-Bi-Yb,0.135393765178577,0.0,False,True,0.135393765178577,alex_mp_20/val.csv
mp-1206605,HfFeF6,F-Fe-Hf,0.134006607291675,0.0,False,True,0.134006607291675,alex_mp_20/train.csv
mp-1183738,CeSb3,Ce-Sb,0.130502804374998,0.0,False,True,0.130502804374998,alex_mp_20/train.csv
mp-1223156,La3NdMn4O12,La-Mn-Nd-O,0.128995884148809,0.0,False,True,0.128995884148809,alex_mp_20/train.csv
mp-542096,CrPS4,Cr-P-S,0.128875780125,0.0,False,True,0.128875780125,alex_mp_20/train.csv
mp-555949,KEuPdO3,Eu-K-O-Pd,0.127878568833332,0.0,False,True,0.127878568833332,alex_mp_20/train.csv
mp-1207579,Yb5As3,As-Yb,0.126049473125,0.0,False,True,0.126049473125,alex_mp_20/train.csv
mp-1139,Co3Mo,Co-Mo,0.125986668749998,0.0,False,True,0.125986668749998,alex_mp_20/train.csv
mp-542022,Sc2MnB2Rh5,B-Mn-Rh-Sc,0.124867945750004,0.0,False,True,0.124867945750004,alex_mp_20/train.csv
mp-1220987,NaLiMnS2,Li-Mn-Na-S,0.124427737533332,0.0,False,True,0.124427737533332,alex_mp_20/train.csv
mp-1187622,YbCeRh2,Ce-Rh-Yb,0.121230302499999,0.0,False,True,0.121230302499999,alex_mp_20/train.csv
mp-865546,Yb2AgBi,Ag-Bi-Yb,0.119004674999999,0.0,False,True,0.119004674999999,alex_mp_20/train.csv
mp-1187958,Yb2ZnSn,Sn-Yb-Zn,0.117378562321434,0.0,False,True,0.117378562321434,alex_mp_20/train.csv
mp-865736,YbBiPd2,Bi-Pd-Yb,0.116608289999987,0.0,False,True,0.116608289999987,alex_mp_20/train.csv
mp-542584,EuTl,Eu-Tl,0.114671457,0.0,False,True,0.114671457,alex_mp_20/train.csv
mp-16096,Tl(TeMo)3,Mo-Te-Tl,0.114507830616881,0.0,False,True,0.114507830616881,alex_mp_20/train.csv
mp-1207658,Yb(FeSb3)4,Fe-Sb-Yb,0.113945088235301,0.0,False,True,0.113945088235301,alex_mp_20/train.csv
mp-784631,CrNi2,Cr-Ni,0.111591173333332,0.0,False,True,0.111591173333332,alex_mp_20/train.csv
mp-21455,EuAlO3,Al-Eu-O,0.111482013999999,0.0,False,True,0.111482013999999,alex_mp_20/train.csv
