method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic,seed,method_family,runtime_sec,baseline_note,dataset,variant
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,4.880255284241247,100,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,100.0,10.0,-8.586237495400153,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,4.167792402577613,125,125.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,125.0,10.0,-8.769583467065997,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,3.6416922552615567,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,150.0,10.0,-9.104358936424056,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,976.0,9.0,976.0,976.0,976.0,9.0,0.0,0.1452541126945576,0.1452541126945576,0.0010141987829614,0.0010235414534288,0.0010235414534288,52.61776753456957,52.20697376439121,10.0,True,28.86850998351219,15.351653065973398,10,10.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,19584.0,,,6.0,16.666666666666664,-0.7034569922424083,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,976.0,9.0,976.0,976.0,976.0,9.0,0.0,0.1452541126945576,0.1452541126945576,0.0010141987829614,0.0010235414534288,0.0010235414534288,52.61776753456957,52.20697376439121,10.0,True,28.86850998351219,9.04872328557062,25,25.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,19584.0,,,25.0,10.0,-5.966533246789611,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,976.0,9.0,976.0,976.0,976.0,9.0,0.0,0.1452541126945576,0.1452541126945576,0.0010141987829614,0.0010235414534288,0.0010235414534288,52.61776753456957,52.20697376439121,10.0,True,28.86850998351219,5.9218397532507545,50,50.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,19584.0,,,50.0,10.0,-7.769643271055888,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,976.0,9.0,976.0,976.0,976.0,9.0,0.0,0.1452541126945576,0.1452541126945576,0.0010141987829614,0.0010235414534288,0.0010235414534288,52.61776753456957,52.20697376439121,10.0,True,28.86850998351219,4.606283049462236,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,19584.0,,,75.0,10.0,-8.400073449152162,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,976.0,9.0,976.0,976.0,976.0,9.0,0.0,0.1452541126945576,0.1452541126945576,0.0010141987829614,0.0010235414534288,0.0010235414534288,52.61776753456957,52.20697376439121,10.0,True,28.86850998351219,3.835971504974248,100,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,19584.0,,,100.0,10.0,-8.564845714907163,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,976.0,9.0,976.0,976.0,976.0,9.0,0.0,0.1452541126945576,0.1452541126945576,0.0010141987829614,0.0010235414534288,0.0010235414534288,52.61776753456957,52.20697376439121,10.0,True,28.86850998351219,3.320770400574688,125,125.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,19584.0,,,125.0,10.0,-8.895295949410883,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,976.0,9.0,976.0,976.0,976.0,9.0,0.0,0.1452541126945576,0.1452541126945576,0.0010141987829614,0.0010235414534288,0.0010235414534288,52.61776753456957,52.20697376439121,10.0,True,28.86850998351219,2.9460434156065607,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,19584.0,,,150.0,10.0,-8.963101560969523,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,978.0,7.0,978.0,978.0,978.0,7.0,0.0,0.1452109787493174,0.1452109787493174,0.0010141987829614,0.0010214504596527,0.0010214504596527,52.61778602580129,52.29831090625768,10.0,True,52.29831090625768,24.921688608649355,10,10.0,0.0,9,3,6,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.6666666666666666,,0.0,0.6666666666666666,0.9,0.0,20198.0,11.11111111111111,2.102325228153598,6.0,16.666666666666664,12.251484738037732,13.213436339264709,26.5895691170499,52.29831090625768,,,2,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,978.0,7.0,978.0,978.0,978.0,7.0,0.0,0.1452109787493174,0.1452109787493174,0.0010141987829614,0.0010214504596527,0.0010214504596527,52.61778602580129,52.29831090625768,10.0,True,52.29831090625768,13.002866493184545,25,25.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,20198.0,,,25.0,10.0,-6.414929847033253,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,2,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,978.0,7.0,978.0,978.0,978.0,7.0,0.0,0.1452109787493174,0.1452109787493174,0.0010141987829614,0.0010214504596527,0.0010214504596527,52.61778602580129,52.29831090625768,10.0,True,52.29831090625768,7.696085974605362,50,50.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,20198.0,,,50.0,10.0,-8.214882350091045,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,2,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,978.0,7.0,978.0,978.0,978.0,7.0,0.0,0.1452109787493174,0.1452109787493174,0.0010141987829614,0.0010214504596527,0.0010214504596527,52.61778602580129,52.29831090625768,10.0,True,52.29831090625768,5.646594158791669,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,20198.0,,,75.0,10.0,-8.66420523021114,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,2,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,978.0,7.0,978.0,978.0,978.0,7.0,0.0,0.1452109787493174,0.1452109787493174,0.0010141987829614,0.0010214504596527,0.0010214504596527,52.61778602580129,52.29831090625768,10.0,True,52.29831090625768,4.541079364900977,100,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,20198.0,,,100.0,10.0,-8.872359964064943,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,2,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,978.0,7.0,978.0,978.0,978.0,7.0,0.0,0.1452109787493174,0.1452109787493174,0.0010141987829614,0.0010214504596527,0.0010214504596527,52.61778602580129,52.29831090625768,10.0,True,52.29831090625768,3.852537971231069,125,125.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,20198.0,,,125.0,10.0,-9.020967204808002,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,2,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,978.0,7.0,978.0,978.0,978.0,7.0,0.0,0.1452109787493174,0.1452109787493174,0.0010141987829614,0.0010214504596527,0.0010214504596527,52.61778602580129,52.29831090625768,10.0,True,52.29831090625768,3.3636782844720146,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,20198.0,,,150.0,10.0,-9.126573508350724,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,2,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,5.0,True,52.069925759461306,21.266313457249943,10,10.0,0.0,10,0,10,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,,,1.0,1.0,0.0,21137.0,5.0,2.961850942733672,2.0,25.0,27.069925759461302,7.961850942733672,21.266313457249943,52.069925759461306,,,0,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,5.0,True,52.069925759461306,12.694715459246016,25,25.0,0.0,23,1,22,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.9565217391304348,,0.0,0.9565217391304348,0.92,0.0,21137.0,5.434782608695651,0.3798298038882839,17.0,7.352941176470588,0.6089097662630838,5.814612412583935,13.363198529898224,52.069925759461306,,,0,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,5.0,True,52.069925759461306,8.024326376154358,50,50.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,50.0,5.0,-2.675251489527144,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,5.0,True,52.069925759461306,5.998104047332846,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,75.0,5.0,-3.250631984889922,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,5.0,True,52.069925759461306,4.880255284241247,100,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,100.0,5.0,-3.586237495400153,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,5.0,True,52.069925759461306,4.167792402577613,125,125.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,125.0,5.0,-3.769583467065997,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,5.0,True,52.069925759461306,3.6416922552615567,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,150.0,5.0,-4.104358936424055,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,985.0,976.0,9.0,976.0,976.0,976.0,9.0,0.0,0.1452541126945576,0.1452541126945576,0.0010141987829614,0.0010235414534288,0.0010235414534288,52.61776753456957,52.20697376439121,5.0,True,28.86850998351219,15.351653065973398,10,10.0,0.0,10,1,9,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,,0.0,0.9,1.0,0.0,19584.0,5.0,2.981667998753144,6.0,8.333333333333332,7.629876341090924,7.981667998753144,15.351653065973398,28.86850998351219,,,1,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,985.0,976.0,9.0,976.0,976.0,976.0,9.0,0.0,0.1452541126945576,0.1452541126945576,0.0010141987829614,0.0010235414534288,0.0010235414534288,52.61776753456957,52.20697376439121,5.0,True,28.86850998351219,9.04872328557062,25,25.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,19584.0,,,25.0,5.0,-0.9665332467896112,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,985.0,976.0,9.0,976.0,976.0,976.0,9.0,0.0,0.1452541126945576,0.1452541126945576,0.0010141987829614,0.0010235414534288,0.0010235414534288,52.61776753456957,52.20697376439121,5.0,True,28.86850998351219,5.9218397532507545,50,50.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,19584.0,,,50.0,5.0,-2.7696432710558883,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,OVT-B,owlv2_smallM
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.2,final_score_proxy,985.0,976.0,9.0,976.0,976.0,976.0,9.0,0.0,0.1452541126945576,0.1452541126945576,0.0010141987829614,0.0010235414534288,0.0010235414534288,52.61776753456957,52.20697376439121,5.0,True,28.86850998351219,4.606283049462236,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,19584.0,,,75.0,5.0,-3.4000734491521607,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,,OVT-B,owlv2_smallM
