dataset,video_id,path_id,release_checkpoint,cell_id,score,p_block,p_any,e_value,gamma,gamma_star,empty_block_policy,p_min_block,p_min_effective,emax_effective,score_source,method,audit_policy
OVT-B,244,ovtb_v244_p003860,final,cat:669,0.902317889034748,0.001488095238095238,0.001488095238095238,12.96148139681572,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1226,ovtb_v1226_p011043,final,cat:669,0.9011348485946656,0.001488095238095238,0.001488095238095238,12.96148139681572,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,409,ovtb_v409_p004998,final,cat:669,0.9009162336587906,0.001488095238095238,0.001488095238095238,12.96148139681572,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,779,ovtb_v779_p007706,final,cat:669,0.9001801908016205,0.001488095238095238,0.001488095238095238,12.96148139681572,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1189,ovtb_v1189_p010809,final,cat:125,0.8996793106198311,0.001488095238095238,0.001488095238095238,12.96148139681572,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,481,ovtb_v481_p005522,final,cat:669,0.8990329205989838,0.001488095238095238,0.001488095238095238,12.96148139681572,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1971,ovtb_v1971_p016755,final,cat:290,0.8989420160651207,0.001488095238095238,0.001488095238095238,12.96148139681572,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1152,ovtb_v1152_p010489,final,cat:862,0.8987112268805504,0.001488095238095238,0.001488095238095238,12.96148139681572,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1692,ovtb_v1692_p014147,final,cat:581,0.89747104793787,0.001488095238095238,0.001488095238095238,12.96148139681572,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1369,ovtb_v1369_p012038,final,cat:669,0.8960266013940176,0.001488095238095238,0.001488095238095238,12.96148139681572,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1897,ovtb_v1897_p015626,final,cat:669,0.8956151008605957,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1249,ovtb_v1249_p011206,final,cat:669,0.8951950967311859,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,443,ovtb_v443_p005247,final,cat:824,0.8946191668510437,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,505,ovtb_v505_p005657,final,cat:669,0.8942821174860001,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1968,ovtb_v1968_p016729,final,cat:669,0.892876942952474,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1144,ovtb_v1144_p010434,final,cat:669,0.8927123621106148,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1470,ovtb_v1470_p012669,final,cat:669,0.8920520097017288,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,656,ovtb_v656_p006784,final,cat:669,0.8920100554823875,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1053,ovtb_v1053_p009744,final,cat:1040,0.8911200165748596,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1968,ovtb_v1968_p016728,final,cat:669,0.8910914957523346,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,643,ovtb_v643_p006701,final,cat:669,0.8910453915596008,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1339,ovtb_v1339_p011841,final,cat:669,0.8906344026327133,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,650,ovtb_v650_p006740,final,cat:581,0.8899924159049988,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1056,ovtb_v1056_p009782,final,cat:669,0.8896181732416153,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1036,ovtb_v1036_p009661,final,cat:54,0.889101505279541,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1108,ovtb_v1108_p010168,final,cat:984,0.888970285654068,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1214,ovtb_v1214_p010948,final,cat:805,0.8884598165750504,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,306,ovtb_v306_p004367,final,cat:669,0.8881596252322197,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,549,ovtb_v549_p005995,final,cat:669,0.8879795223474503,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,549,ovtb_v549_p005993,final,cat:418,0.8879429996013641,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,965,ovtb_v965_p009113,final,cat:669,0.8870253413915634,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,597,ovtb_v597_p006356,final,cat:54,0.8869792968034744,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,99,ovtb_v99_p002962,final,cat:70,0.8867668211460114,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,712,ovtb_v712_p007211,final,cat:669,0.8860783204436302,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1281,ovtb_v1281_p011437,final,cat:802,0.8855689689517021,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,901,ovtb_v901_p008640,final,cat:56,0.8854187503457069,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1897,ovtb_v1897_p015624,final,cat:669,0.8850473761558533,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,99,ovtb_v99_p002964,final,cat:70,0.8846327662467957,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1048,ovtb_v1048_p009722,final,cat:669,0.8842868730425835,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1130,ovtb_v1130_p010304,final,cat:669,0.8842654749751091,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1174,ovtb_v1174_p010655,final,cat:669,0.8841644003987312,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,299,ovtb_v299_p004310,final,cat:669,0.8841100558638573,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1943,ovtb_v1943_p016388,final,cat:669,0.883939765393734,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1046,ovtb_v1046_p009717,final,cat:911,0.8838513642549515,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,696,ovtb_v696_p007125,final,cat:669,0.8830809816718102,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,823,ovtb_v823_p008057,final,cat:669,0.8823596686124802,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1293,ovtb_v1293_p011533,final,cat:865,0.8821432590484619,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,582,ovtb_v582_p006273,final,cat:669,0.8814925029873848,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1669,ovtb_v1669_p013985,final,cat:669,0.88133105635643,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,166,ovtb_v166_p003353,final,cat:397,0.8811084181070328,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,166,ovtb_v166_p003354,final,cat:669,0.880947083234787,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1968,ovtb_v1968_p016731,final,cat:669,0.880915641784668,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,598,ovtb_v598_p006363,final,cat:669,0.8806713372468948,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1246,ovtb_v1246_p011176,final,cat:669,0.8802346140146255,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,650,ovtb_v650_p006739,final,cat:581,0.8801484107971191,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,363,ovtb_v363_p004698,final,cat:669,0.8799873515963554,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,342,ovtb_v342_p004576,final,cat:669,0.8797494471073151,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,344,ovtb_v344_p004587,final,cat:669,0.8795841187238693,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1896,ovtb_v1896_p015607,final,cat:669,0.8792625367641449,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1480,ovtb_v1480_p012718,final,cat:669,0.8786639720201492,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,818,ovtb_v818_p008026,final,cat:22,0.875883512198925,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,651,ovtb_v651_p006754,final,cat:242,0.875226616859436,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,651,ovtb_v651_p006756,final,cat:669,0.874915711581707,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1353,ovtb_v1353_p011926,final,cat:669,0.8748610690236092,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1367,ovtb_v1367_p012025,final,cat:669,0.8746818229556084,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,106,ovtb_v106_p003011,final,cat:93,0.874662458896637,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,384,ovtb_v384_p004820,final,cat:669,0.8746188655495644,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1256,ovtb_v1256_p011263,final,cat:669,0.8743677064776421,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,272,ovtb_v272_p004076,final,cat:669,0.8737840056419373,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,651,ovtb_v651_p006755,final,cat:242,0.8735889196395874,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1037,ovtb_v1037_p009668,final,cat:862,0.8731465339660645,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,774,ovtb_v774_p007681,final,cat:669,0.8722406029701233,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1369,ovtb_v1369_p012037,final,cat:669,0.8718878626823425,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,945,ovtb_v945_p008984,final,cat:345,0.8713892176747322,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1285,ovtb_v1285_p011453,final,cat:669,0.8712189048528671,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1897,ovtb_v1897_p015616,final,cat:669,0.870690643787384,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1183,ovtb_v1183_p010723,final,cat:669,0.8702502548694611,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,643,ovtb_v643_p006702,final,cat:669,0.8695737421512604,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1463,ovtb_v1463_p012633,final,cat:669,0.8693524673581123,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,1970,ovtb_v1970_p016743,final,cat:669,0.8693431913852692,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,639,ovtb_v639_p006672,final,cat:669,0.8687777146697044,0.002976190476190476,0.002976190476190476,9.16515138991168,0.5,0.15360373547321354,coverage_conditional,0.001488095238095238,0.001488095238095238,12.96148139681572,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
