domain,dataset,unit,target_row,proposal_source,block_definition,alpha,K,seed,audit_policy,audit_budget_fraction,calibration_candidates,audit_candidates_inspected,verified_positives_found,verified_positive_yield,released,actual_FTR,alpha_violation,raw_topK_actual_FTR,max_observed_e,selected_e_min,selected_e_mean,selected_e_max,required_e,emax_effective,best_mass_ratio,self_consistency_margin,tau_k,n_cal_blocks,n_nonempty_null_cal_blocks,block_coverage,empty_reason,safe_release,evidence_status
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,random,0.1,69970,6997,1408,0.2012290981849364,0,0.0,False,0.0,2.757467324052205,0.0,0.0,0.0,10.0,13.321283238137232,0.050502543317849244,-9.494974566821508,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,random,0.1,69970,6997,1408,0.2012290981849364,0,0.0,False,0.0,2.757467324052205,0.0,0.0,0.0,10.0,13.321283238137232,0.03762486357680892,-9.62375136423191,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,random,0.2,69970,13994,2849,0.20358725167929112,0,0.0,False,0.0,3.6206680733134573,0.0,0.0,0.0,10.0,13.321283238137232,0.054666973455019544,-9.456016307354238,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,random,0.2,69970,13994,2849,0.20358725167929112,0,0.0,False,0.0,3.6206680733134573,0.0,0.0,0.0,10.0,13.321283238137232,0.03919456951002663,-9.608208655485788,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,top_score,0.0,69970,0,0,0.0,0,0.0,False,0.0,2.757467324052205,0.0,0.0,0.0,10.0,13.321283238137232,0.045982808512626316,-9.540171914873737,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,top_score,0.0,69970,0,0,0.0,0,0.0,False,0.0,2.757467324052205,0.0,0.0,0.0,10.0,13.321283238137232,0.03553457350448664,-9.644654264955134,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,top_score,0.005,69970,350,350,1.0,100,0.0,False,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,top_score,0.005,69970,350,350,1.0,272,0.0,False,0.0,13.321283238137232,13.321283238137232,13.32128323813723,13.321283238137232,10.0,13.321283238137232,1.2077963469244426,2.2918714734313514,11.02941176470588,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,top_score,0.01,69970,700,700,1.0,100,0.0,False,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,top_score,0.01,69970,700,700,1.0,300,0.0,False,0.0,13.321283238137232,13.321283238137232,13.32128323813723,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,top_score,0.02,69970,1399,1399,1.0,100,0.0,False,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,top_score,0.02,69970,1399,1399,1.0,300,0.0,False,0.0,13.321283238137232,13.321283238137232,13.32128323813723,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,top_score,0.05,69970,3498,3498,1.0,100,0.0,False,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,top_score,0.05,69970,3498,3498,1.0,300,0.0,False,0.0,13.321283238137232,13.321283238137232,13.32128323813723,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,top_score,0.1,69970,6997,6996,0.9998570816064027,100,0.0,False,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,top_score,0.1,69970,6997,6996,0.9998570816064027,300,0.0,False,0.0,13.321283238137232,13.321283238137232,13.32128323813723,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,top_score,0.2,69970,13994,13830,0.988280691725025,100,0.0,False,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,top_score,0.2,69970,13994,13830,0.988280691725025,300,0.0,False,0.0,13.321283238137232,13.321283238137232,13.32128323813723,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,block_balanced_top_score,0.0,69970,0,0,0.0,0,0.0,False,0.0,2.757467324052205,0.0,0.0,0.0,10.0,13.321283238137232,0.045982808512626316,-9.540171914873737,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,block_balanced_top_score,0.0,69970,0,0,0.0,0,0.0,False,0.0,2.757467324052205,0.0,0.0,0.0,10.0,13.321283238137232,0.03553457350448664,-9.644654264955134,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,block_balanced_top_score,0.005,69970,350,350,1.0,0,0.0,False,0.0,13.321283238137232,0.0,0.0,0.0,10.0,13.321283238137232,0.14616843153868594,-8.58774750816575,,189,189,1.0,insufficient_high_e_mass_for_uniform_scs,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,block_balanced_top_score,0.005,69970,350,350,1.0,0,0.0,False,0.0,13.321283238137232,0.0,0.0,0.0,10.0,13.321283238137232,0.057078780679682285,-9.429212193203178,,189,189,1.0,insufficient_high_e_mass_for_uniform_scs,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,block_balanced_top_score,0.01,69970,700,700,1.0,91,0.0,False,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.212236774670488,2.332272249126243,10.989010989010989,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,block_balanced_top_score,0.01,69970,700,700,1.0,0,0.0,False,0.0,13.321283238137232,0.0,0.0,0.0,10.0,13.321283238137232,0.40407892489016267,-9.102171228764961,,189,189,1.0,insufficient_high_e_mass_for_uniform_scs,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,block_balanced_top_score,0.02,69970,1399,1330,0.9506790564689064,100,0.0,False,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,block_balanced_top_score,0.02,69970,1399,1330,0.9506790564689064,0,0.0,False,0.0,13.321283238137232,0.0,0.0,0.0,10.0,13.321283238137232,0.5594938960017638,-8.866762589304663,,189,189,1.0,insufficient_high_e_mass_for_uniform_scs,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,block_balanced_top_score,0.05,69970,3498,2521,0.7206975414522584,100,0.0,False,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,block_balanced_top_score,0.05,69970,3498,2521,0.7206975414522584,261,0.0,False,0.0,13.321283238137232,13.321283238137232,13.32128323813723,13.321283238137232,10.0,13.321283238137232,1.1589516417179393,1.8270303645740142,11.494252873563218,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,block_balanced_top_score,0.1,69970,6997,3905,0.5580963269972845,100,0.0,False,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,block_balanced_top_score,0.1,69970,6997,3905,0.5580963269972845,300,0.0,False,0.0,13.321283238137232,13.321283238137232,13.32128323813723,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,block_balanced_top_score,0.2,69970,13994,6942,0.49606974417607547,100,0.0,False,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,block_balanced_top_score,0.2,69970,13994,6942,0.49606974417607547,300,0.0,False,0.0,13.321283238137232,13.321283238137232,13.32128323813723,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,diversity_round_robin,0.0,69970,0,0,0.0,0,0.0,False,0.0,2.757467324052205,0.0,0.0,0.0,10.0,13.321283238137232,0.045982808512626316,-9.540171914873737,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,diversity_round_robin,0.0,69970,0,0,0.0,0,0.0,False,0.0,2.757467324052205,0.0,0.0,0.0,10.0,13.321283238137232,0.03553457350448664,-9.644654264955134,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,diversity_round_robin,0.005,69970,350,350,1.0,0,0.0,False,0.0,13.321283238137232,0.0,0.0,0.0,10.0,13.321283238137232,0.14616843153868594,-8.58774750816575,,189,189,1.0,insufficient_high_e_mass_for_uniform_scs,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,diversity_round_robin,0.005,69970,350,350,1.0,0,0.0,False,0.0,13.321283238137232,0.0,0.0,0.0,10.0,13.321283238137232,0.057078780679682285,-9.429212193203178,,189,189,1.0,insufficient_high_e_mass_for_uniform_scs,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,diversity_round_robin,0.01,69970,700,700,1.0,91,0.0,False,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.212236774670488,2.332272249126243,10.989010989010989,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,diversity_round_robin,0.01,69970,700,700,1.0,0,0.0,False,0.0,13.321283238137232,0.0,0.0,0.0,10.0,13.321283238137232,0.40407892489016267,-9.102171228764961,,189,189,1.0,insufficient_high_e_mass_for_uniform_scs,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,diversity_round_robin,0.02,69970,1399,1330,0.9506790564689064,100,0.0,False,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,diversity_round_robin,0.02,69970,1399,1330,0.9506790564689064,0,0.0,False,0.0,13.321283238137232,0.0,0.0,0.0,10.0,13.321283238137232,0.5594938960017638,-8.866762589304663,,189,189,1.0,insufficient_high_e_mass_for_uniform_scs,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,diversity_round_robin,0.05,69970,3498,2521,0.7206975414522584,100,0.0,False,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,diversity_round_robin,0.05,69970,3498,2521,0.7206975414522584,261,0.0,False,0.0,13.321283238137232,13.321283238137232,13.32128323813723,13.321283238137232,10.0,13.321283238137232,1.1589516417179393,1.8270303645740142,11.494252873563218,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,diversity_round_robin,0.1,69970,6997,3905,0.5580963269972845,100,0.0,False,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,diversity_round_robin,0.1,69970,6997,3905,0.5580963269972845,300,0.0,False,0.0,13.321283238137232,13.321283238137232,13.32128323813723,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,diversity_round_robin,0.2,69970,13994,6942,0.49606974417607547,100,0.0,False,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,diversity_round_robin,0.2,69970,13994,6942,0.49606974417607547,300,0.0,False,0.0,13.321283238137232,13.321283238137232,13.32128323813723,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,True,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,1,random,0.0,59855,0,0,0.0,0,0.0,False,0.0,3.6206680733134573,0.0,0.0,0.0,10.0,13.321283238137232,0.04780484614540313,-9.521951538545968,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,1,random,0.0,59855,0,0,0.0,0,0.0,False,0.0,3.6206680733134573,0.0,0.0,0.0,10.0,13.321283238137232,0.03800040067461753,-9.619995993253825,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,1,random,0.005,59855,299,67,0.22408026755852842,0,0.0,False,0.0,3.6206680733134573,0.0,0.0,0.0,10.0,13.321283238137232,0.04780484614540313,-9.521951538545968,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,1,random,0.005,59855,299,67,0.22408026755852842,0,0.0,False,0.0,3.6206680733134573,0.0,0.0,0.0,10.0,13.321283238137232,0.03800040067461753,-9.619995993253825,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
