domain,target_row,audit_policy,audit_budget_fraction,release_rate,safe_release_rate,mean_release,actual_FTR_mean,alpha,cost_per_true_release_mean,first_safe_release_budget_fraction
biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.01,1.0,1.0,300.0,0.0,0.1,2.41,0.005
biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.02,1.0,1.0,300.0,0.0,0.1,4.819833333333333,0.005
biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.05,1.0,1.0,300.0,0.0,0.1,12.049833333333332,0.005
biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.1,1.0,1.0,300.0,0.0,0.1,24.099833333333333,0.005
biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.2,1.0,1.0,300.0,0.0,0.1,48.199666666666666,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K300,block_balanced_top_score,0.0,0.0,0.0,0.0,0.0,0.1,inf,0.02
materials_discovery,materials_alignn_exact_stable_alpha010_K300,block_balanced_top_score,0.005,0.0,0.0,0.0,0.0,0.1,inf,0.02
materials_discovery,materials_alignn_exact_stable_alpha010_K300,block_balanced_top_score,0.01,0.0,0.0,0.0,0.0,0.1,inf,0.02
materials_discovery,materials_alignn_exact_stable_alpha010_K300,block_balanced_top_score,0.02,0.25,0.25,10.75,0.0,0.1,200.82325581395347,0.02
materials_discovery,materials_alignn_exact_stable_alpha010_K300,block_balanced_top_score,0.05,0.4,0.4,43.8,0.014014749362424694,0.1,128.35196195005946,0.02
materials_discovery,materials_alignn_exact_stable_alpha010_K300,block_balanced_top_score,0.1,0.85,0.7,91.55,0.04859845492999502,0.1,126.54513481828839,0.02
materials_discovery,materials_alignn_exact_stable_alpha010_K300,block_balanced_top_score,0.2,0.9,0.7,95.3,0.054727461258633495,0.1,243.9395480225989,0.02
materials_discovery,materials_alignn_exact_stable_alpha010_K300,diversity_round_robin,0.0,0.0,0.0,0.0,0.0,0.1,inf,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K300,diversity_round_robin,0.005,1.0,0.55,115.1,0.08700249484918587,0.1,5.220019342359768,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K300,diversity_round_robin,0.01,1.0,0.55,115.1,0.08700249484918587,0.1,10.439071566731142,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K300,diversity_round_robin,0.02,1.0,0.55,115.1,0.08700249484918587,0.1,20.87862669245648,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K300,diversity_round_robin,0.05,1.0,0.55,114.6,0.0865367989289445,0.1,52.4,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K300,diversity_round_robin,0.1,1.0,0.55,114.0,0.08529083163558596,0.1,105.20760233918128,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K300,diversity_round_robin,0.2,1.0,0.55,113.4,0.08386389371572316,0.1,211.13594132029343,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.0,0.0,0.0,0.0,0.0,0.1,inf,
materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.005,0.0,0.0,0.0,0.0,0.1,inf,
materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.01,0.0,0.0,0.0,0.0,0.1,inf,
materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.02,0.0,0.0,0.0,0.0,0.1,inf,
materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.05,0.0,0.0,0.0,0.0,0.1,inf,
materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.1,0.0,0.0,0.0,0.0,0.1,inf,
materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.2,0.0,0.0,0.0,0.0,0.1,inf,
materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.0,0.0,0.0,0.0,0.0,0.1,inf,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.005,1.0,0.55,115.1,0.08700249484918587,0.1,5.220019342359768,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.01,1.0,0.55,115.1,0.08700249484918587,0.1,10.439071566731142,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.02,1.0,0.55,115.1,0.08700249484918587,0.1,20.87862669245648,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.05,1.0,0.55,115.1,0.08700249484918587,0.1,52.19729206963249,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.1,1.0,0.55,114.0,0.08529083163558596,0.1,105.20760233918128,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.2,1.0,0.55,114.0,0.08529083163558596,0.1,210.4156920077973,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K500,block_balanced_top_score,0.0,0.0,0.0,0.0,0.0,0.1,inf,0.05
materials_discovery,materials_alignn_exact_stable_alpha010_K500,block_balanced_top_score,0.005,0.0,0.0,0.0,0.0,0.1,inf,0.05
materials_discovery,materials_alignn_exact_stable_alpha010_K500,block_balanced_top_score,0.01,0.0,0.0,0.0,0.0,0.1,inf,0.05
materials_discovery,materials_alignn_exact_stable_alpha010_K500,block_balanced_top_score,0.02,0.0,0.0,0.0,0.0,0.1,inf,0.05
materials_discovery,materials_alignn_exact_stable_alpha010_K500,block_balanced_top_score,0.05,0.1,0.1,9.05,0.0,0.1,596.3756906077348,0.05
materials_discovery,materials_alignn_exact_stable_alpha010_K500,block_balanced_top_score,0.1,0.4,0.4,40.55,0.006778953152128335,0.1,271.55471698113206,0.05
materials_discovery,materials_alignn_exact_stable_alpha010_K500,block_balanced_top_score,0.2,0.75,0.75,64.2,0.013371830043058652,0.1,344.3165869218501,0.05
materials_discovery,materials_alignn_exact_stable_alpha010_K500,diversity_round_robin,0.0,0.0,0.0,0.0,0.0,0.1,inf,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K500,diversity_round_robin,0.005,1.0,0.85,90.75,0.04822076682610132,0.1,6.305490654205608,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K500,diversity_round_robin,0.01,1.0,0.85,90.75,0.04822076682610132,0.1,12.609813084112151,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K500,diversity_round_robin,0.02,1.0,0.85,90.75,0.04822076682610132,0.1,25.22021028037383,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K500,diversity_round_robin,0.05,1.0,0.85,90.65,0.046468121323455805,0.1,63.05140186915888,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K500,diversity_round_robin,0.1,1.0,0.85,90.65,0.046468121323455805,0.1,126.1016355140187,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K500,diversity_round_robin,0.2,1.0,0.85,90.65,0.046468121323455805,0.1,252.20385514018696,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.0,0.0,0.0,0.0,0.0,0.1,inf,
materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.005,0.0,0.0,0.0,0.0,0.1,inf,
materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.01,0.0,0.0,0.0,0.0,0.1,inf,
materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.02,0.0,0.0,0.0,0.0,0.1,inf,
materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.05,0.0,0.0,0.0,0.0,0.1,inf,
materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.1,0.0,0.0,0.0,0.0,0.1,inf,
materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.2,0.0,0.0,0.0,0.0,0.1,inf,
materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.0,0.0,0.0,0.0,0.0,0.1,inf,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.005,1.0,0.85,90.75,0.04822076682610132,0.1,6.305490654205608,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.01,1.0,0.85,90.75,0.04822076682610132,0.1,12.609813084112151,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.02,1.0,0.85,90.75,0.04822076682610132,0.1,25.22021028037383,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.05,1.0,0.85,90.75,0.04822076682610132,0.1,63.05140186915888,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.1,1.0,0.85,90.65,0.046468121323455805,0.1,126.1016355140187,0.005
materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.2,1.0,0.85,90.65,0.046468121323455805,0.1,252.20385514018696,0.005
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,block_balanced_top_score,0.0,0.4,0.4,36.75,0.0010434782608695653,0.1,0.0,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,block_balanced_top_score,0.005,0.45,0.45,41.95,0.0015205144225762784,0.1,12.912679425837322,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,block_balanced_top_score,0.01,0.45,0.45,41.95,0.0015205144225762784,0.1,25.82296650717704,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,block_balanced_top_score,0.02,0.85,0.85,72.35,0.007860155973059198,0.1,30.151536312849164,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,block_balanced_top_score,0.05,1.0,1.0,98.75,0.027202465250458958,0.1,56.16233090530697,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,block_balanced_top_score,0.1,1.0,1.0,100.0,0.03,0.1,111.28144329896907,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,block_balanced_top_score,0.2,1.0,1.0,100.0,0.03,0.1,222.5634020618557,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,diversity_round_robin,0.0,0.4,0.4,36.75,0.0010434782608695653,0.1,0.0,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,diversity_round_robin,0.005,1.0,1.0,99.1,0.027439024390243906,0.1,5.599066390041494,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,diversity_round_robin,0.01,1.0,1.0,100.0,0.03,0.1,11.127835051546393,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,diversity_round_robin,0.02,1.0,1.0,100.0,0.03,0.1,22.25618556701031,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,diversity_round_robin,0.05,1.0,1.0,100.0,0.03,0.1,55.64123711340206,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,diversity_round_robin,0.1,1.0,1.0,100.0,0.03,0.1,111.28144329896907,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,diversity_round_robin,0.2,1.0,1.0,100.0,0.03,0.1,222.5634020618557,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.0,0.4,0.4,36.75,0.0010434782608695653,0.1,0.0,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.005,0.4,0.4,37.85,0.0015485287659200704,0.1,14.316976127320954,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.01,0.4,0.4,36.75,0.0010434782608695653,0.1,29.451568894952256,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.02,0.45,0.45,41.95,0.0015205144225762784,0.1,51.647129186602875,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.05,0.45,0.45,41.7,0.0015485287659200704,0.1,129.8965102286402,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.1,0.45,0.45,42.85,0.0015485287659200704,0.1,252.79391100702574,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,random,0.2,0.45,0.45,43.15,0.0015154639175257733,0.1,502.06162790697675,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.0,0.4,0.4,36.75,0.0010434782608695653,0.1,0.0,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.005,1.0,1.0,100.0,0.03,0.1,5.564432989690721,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.01,1.0,1.0,100.0,0.03,0.1,11.127835051546393,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.02,1.0,1.0,100.0,0.03,0.1,22.25618556701031,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.05,1.0,1.0,100.0,0.03,0.1,55.64123711340206,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.1,1.0,1.0,100.0,0.03,0.1,111.28144329896907,0.0
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,top_score,0.2,1.0,1.0,100.0,0.03,0.1,222.5634020618557,0.0
